accession	cell	matched	density	identity	others_median	others_identity_median	n_others	diff
GCF_036417535.1	ITPR2	0	0	0.9874	0	0.9881	3	0
GCF_036417535.1	ITPR3	0	0	0.9884	0	0.9874	3	0
GCF_036417535.1	RYR	0	0	0.9805	0	0.9881	3	0
GCF_036417845.1	ITPR1	0	0	0.9896	0	0.9833	3	0
GCF_036417845.1	ITPR2	0	0	0.9833	0	0.9895	3	0
GCF_036417845.1	ITPR3	0	0	0.9895	0	0.9833	3	0
GCF_036417845.1	RYR	0	0	0.6755	0	0.9895	3	0
GCF_036850765.1	ITPR1	0	0	0.9753	0	0.9622	3	0
GCF_036850765.1	ITPR2	0	0	0.9674	0	0.9622	3	0
GCF_036850765.1	ITPR3	0	0	0.9622	0	0.9674	3	0
GCF_036850765.1	RYR	0	0	0.7889	0	0.9674	3	0
GCF_036971445.1	ITPR1	0	0	0.8717	0.3709	0.7951	3	-0.3709
GCF_036971445.1	ITPR2	0	0.3709	0.7951	0	0.8161	3	0.3709
GCF_036971445.1	ITPR3	0	0.3802	0.8161	0	0.7951	3	0.3802
GCF_036971445.1	RYR	0	0	0.6634	0.3709	0.8161	3	-0.3709
GCF_037157495.1	ITPR1	0	0	0.9896	0	0.9854	3	0
GCF_037157495.1	ITPR2	0	0	0.9907	0	0.9854	3	0
GCF_037157495.1	ITPR3	0	0	0.9854	0	0.9896	3	0
GCF_037157495.1	RYR	0	0	0.9815	0	0.9896	3	0
GCF_037176945.1	ITPR1	0	0.367	0.9847	0.199	0.9827	3	0.168
GCF_037176945.1	ITPR2	0	0	0.8422	0.367	0.9847	3	-0.367
GCF_037176945.1	ITPR3	0	1.1215	0.9827	0.199	0.9847	3	0.9225
GCF_037176945.1	RYR	0	0.199	0.9923	0.367	0.9827	3	-0.168
GCF_037893015.1	ITPR1	0	0	0.9713	0	0.9379	3	0
GCF_037893015.1	ITPR2	0	0	0.926	0	0.9626	3	0
GCF_037893015.1	ITPR3	0	0	0.9379	0	0.9626	3	0
GCF_037893015.1	RYR	0	0	0.9626	0	0.9379	3	0
GCF_039877785.1	ITPR1	0	0	0.9673	0	0.8822	3	0
GCF_039877785.1	ITPR2	0	0.7405	0.876	0	0.9076	3	0.7405
GCF_039877785.1	ITPR3	0	0	0.9076	0	0.8822	3	0
GCF_039877785.1	RYR	0	0	0.8822	0	0.9076	3	0
GCF_040054535.1	ITPR1	0	0	0.9486	0	0.862	3	0
GCF_040054535.1	ITPR2	0	0.3702	0.859	0	0.8844	3	0.3702
GCF_040054535.1	ITPR3	0	0	0.8844	0	0.862	3	0
GCF_040054535.1	RYR	0	0	0.862	0	0.8844	3	0
GCF_040807025.1	ITPR1	0	0	0.9889	0	0.9841	3	0
GCF_040807025.1	ITPR2	0	0	0.9841	0	0.9889	3	0
GCF_040807025.1	ITPR3	0	0	0.9899	0	0.9841	3	0
GCF_040807025.1	RYR	0	0	0.9767	0	0.9889	3	0
GCF_040954835.1	ITPR1	0	0	0.9042	0	0.8367	3	0
GCF_040954835.1	ITPR2	0	0	0.8174	0	0.902	3	0
GCF_040954835.1	ITPR3	0	0	0.8367	0	0.902	3	0
GCF_040954835.1	RYR	0	0.4031	0.902	0	0.8367	3	0.4031
GCF_041296385.2	ITPR1	0	0	0.986	0	0.9807	3	0
GCF_041296385.2	ITPR2	0	0	0.9807	0	0.986	3	0
GCF_041296385.2	ITPR3	0	0	0.9933	0	0.9807	3	0
GCF_041296385.2	RYR	0	0	0.9779	0	0.986	3	0
GCF_041902795.1	ITPR1	0	0.3689	0.9205	0	0.8437	3	0.3689
GCF_041902795.1	ITPR2	0	0	0.7986	0	0.8999	3	0
GCF_041902795.1	ITPR3	0	0	0.8437	0	0.8999	3	0
GCF_041902795.1	RYR	0	0	0.8999	0	0.8437	3	0
GCF_042186555.1	ITPR2	0	0	0.9011	0	0.9014	2	0
GCF_042186555.1	ITPR3	0	0	0.8903	0	0.9068	2	0
GCF_042186555.1	RYR	0	0	0.9125	0	0.8957	2	0
GCF_042242105.1	ITPR1	0	0	0.9604	0	0.8766	3	0
GCF_042242105.1	ITPR2	0	0	0.8757	0	0.9085	3	0
GCF_042242105.1	ITPR3	0	0	0.9085	0	0.8766	3	0
GCF_042242105.1	RYR	0	0	0.8766	0	0.9085	3	0
GCF_043380555.1	ITPR1	0	0	0.8949	0	0.8579	3	0
GCF_043380555.1	ITPR2	0	0.7405	0.7827	0	0.8949	3	0.7405
GCF_043380555.1	ITPR3	0	0	1	0	0.8579	3	0
GCF_043380555.1	RYR	0	0	0.8579	0	0.8949	3	0
GCF_045865225.1	ITPR1	0	0	0.9629	0.3702	0.8776	3	-0.3702
GCF_045865225.1	ITPR2	0	0.3702	0.8688	0	0.9087	3	0.3702
GCF_045865225.1	ITPR3	0	0	0.9087	0.3702	0.8776	3	-0.3702
GCF_045865225.1	RYR	0	0.4031	0.8776	0	0.9087	3	0.4031
GCF_046128005.1	ITPR1	0	0	0.9476	0.3702	0.8644	3	-0.3702
GCF_046128005.1	ITPR2	0	0.3702	0.8204	0.2016	0.8721	3	0.1686
GCF_046128005.1	ITPR3	0	0.4188	0.8721	0.2016	0.8644	3	0.2172
GCF_046128005.1	RYR	0	0.2016	0.8644	0.3702	0.8721	3	-0.1686
GCF_047370975.1	ITPR1	0	0	0.9921	0	0.9869	3	0
GCF_047370975.1	ITPR2	0	0	0.9889	0	0.9869	3	0
GCF_047370975.1	ITPR3	0	0	0.9869	0	0.9889	3	0
GCF_047370975.1	RYR	0	0	0.9849	0	0.9889	3	0
GCF_047496795.1	ITPR1	0	0	0.8726	0.3971	0.814	3	-0.3971
GCF_047496795.1	ITPR2	0	0	0.814	0.3971	0.8382	3	-0.3971
GCF_047496795.1	ITPR3	0	1.5209	0.8382	0	0.814	3	1.5209
GCF_047496795.1	RYR	0	0.3971	0.6707	0	0.8382	3	0.3971
GCF_047496885.1	ITPR1	0	0	0.8749	0.3971	0.8065	3	-0.3971
GCF_047496885.1	ITPR2	0	0	0.8065	0.3971	0.8405	3	-0.3971
GCF_047496885.1	ITPR3	0	0.7605	0.8405	0	0.8065	3	0.7605
GCF_047496885.1	RYR	0	0.3971	0.6645	0	0.8405	3	0.3971
GCF_047663525.1	ITPR1	0	0	0.9914	0	0.9826	3	0
GCF_047663525.1	ITPR2	0	0	0.9826	0	0.9914	3	0
GCF_047663525.1	ITPR3	0	0	0.9936	0	0.9826	3	0
GCF_047663525.1	RYR	0	0	0.9799	0	0.9914	3	0
GCF_047716275.1	ITPR1	0	0	0.9921	0	0.9851	3	0
GCF_047716275.1	ITPR2	0	0	0.9774	0	0.991	3	0
GCF_047716275.1	ITPR3	0	0	0.991	0	0.9851	3	0
GCF_047716275.1	RYR	0	0	0.9851	0	0.991	3	0
GCF_048418815.1	ITPR1	0	0	0.8681	0	0.806	3	0
GCF_048418815.1	ITPR2	0	0	0.806	0	0.8681	3	0
GCF_048418815.1	ITPR3	0	0	0.8002	0	0.8681	3	0
GCF_048418815.1	RYR	0	0	0.87	0	0.806	3	0
GCF_048593235.1	ITPR1	0	0	0.9716	0	0.9489	3	0
GCF_048593235.1	ITPR2	0	0	0.9489	0	0.9612	3	0
GCF_048593235.1	ITPR3	0	0	0.9368	0	0.9612	3	0
GCF_048593235.1	RYR	0	0	0.9612	0	0.9489	3	0
GCF_048594095.1	ITPR1	0	0.3639	0.9067	0	0.8075	3	0.3639
GCF_048594095.1	ITPR2	0	0	0.7758	0	0.9067	3	0
GCF_048594095.1	ITPR3	0	0	0.8075	0	0.9067	3	0
GCF_048594095.1	RYR	0	0	0.9072	0	0.8075	3	0
GCF_048934315.1	ITPR1	0	0.3626	0.736	0	0.9998	1	0.3626
GCF_048934315.1	RYR	0	0	0.9998	0.3626	0.736	1	-0.3626
GCF_049350105.2	ITPR1	0	0	0.9956	0	0.9948	3	0
GCF_049350105.2	ITPR2	0	0	0.9948	0	0.9956	3	0
GCF_049350105.2	ITPR3	0	0	0.9921	0	0.9956	3	0
GCF_049350105.2	RYR	0	0	0.9972	0	0.9948	3	0
GCF_050624435.1	ITPR1	0	0	0.9782	0	0.9596	3	0
GCF_050624435.1	ITPR2	0	0	0.9596	0	0.9599	3	0
GCF_050624435.1	ITPR3	0	0	0.9577	0	0.9599	3	0
GCF_050624435.1	RYR	0	0	0.9599	0	0.9596	3	0
GCF_052040795.1	ITPR1	0	0	1	0	1	3	0
GCF_052040795.1	ITPR2	0	0	1	0	1	3	0
GCF_052040795.1	ITPR3	0	0	0.9977	0	1	3	0
GCF_052040795.1	RYR	0	0	1	0	1	3	0
GCF_052327205.1	ITPR1	0	1.4545	0.8496	0	0.8164	3	1.4545
GCF_052327205.1	ITPR2	0	0	0.8164	0	0.8496	3	0
GCF_052327205.1	ITPR3	0	0	0.8496	0	0.8164	3	0
GCF_052327205.1	RYR	0	0	0.6708	0	0.8496	3	0
GCF_054371585.1	ITPR1	0	0	0.9833	0	0.9778	3	0
GCF_054371585.1	ITPR2	0	0	0.9778	0	0.9809	3	0
GCF_054371585.1	ITPR3	0	0	0.9708	0	0.9809	3	0
GCF_054371585.1	RYR	0	0	0.9809	0	0.9778	3	0
GCF_054491055.1	ITPR1	0	0	0.9325	0	0.86	3	0
GCF_054491055.1	ITPR2	0	0	0.8091	0	0.9118	3	0
GCF_054491055.1	ITPR3	0	0	0.86	0	0.9118	3	0
GCF_054491055.1	RYR	0	0	0.9118	0	0.86	3	0
GCF_056507025.1	ITPR1	0	0	0.963	0	0.8813	3	0
GCF_056507025.1	ITPR2	0	0.3702	0.8792	0	0.9113	3	0.3702
GCF_056507025.1	ITPR3	0	0	0.9113	0	0.8813	3	0
GCF_056507025.1	RYR	0	0	0.8813	0	0.9113	3	0
GCF_057381845.1	ITPR1	0	0	0.9474	0	0.8974	3	0
GCF_057381845.1	ITPR2	0	0	0.9952	0	0.8974	3	0
GCF_057381845.1	ITPR3	0	0	0.8974	0	0.9474	3	0
GCF_057381845.1	RYR	0	0	0.8709	0	0.9474	3	0
GCF_900324485.3	ITPR1	0	0	0.9539	0	0.8679	3	0
GCF_900324485.3	ITPR2	0	0.7405	0.8522	0	0.8925	3	0.7405
GCF_900324485.3	ITPR3	0	0	0.8925	0	0.8679	3	0
GCF_900324485.3	RYR	0	0	0.8679	0	0.8925	3	0
GCF_900634775.2	ITPR1	0	0	0.9502	0.3702	0.849	3	-0.3702
GCF_900634775.2	ITPR2	0	0.3702	0.8353	0	0.8599	3	0.3702
GCF_900634775.2	ITPR3	0	1.8727	0.8599	0	0.849	3	1.8727
GCF_900634775.2	RYR	0	0	0.849	0.3702	0.8599	3	-0.3702
GCF_900747795.2	ITPR1	0	0	0.8922	0	0.7614	3	0
GCF_900747795.2	ITPR2	0	0	0.7614	0	0.8802	3	0
GCF_900747795.2	ITPR3	0	0	0.759	0	0.8802	3	0
GCF_900747795.2	RYR	0	0	0.8802	0	0.7614	3	0
GCF_900880675.2	ITPR1	0	0	0.9594	0	0.8794	3	0
GCF_900880675.2	ITPR2	0	0.7405	0.8605	0	0.9045	3	0.7405
GCF_900880675.2	ITPR3	0	0	0.9045	0	0.8794	3	0
GCF_900880675.2	RYR	0	0	0.8794	0	0.9045	3	0
GCF_901000725.3	ITPR1	0	0	0.9313	0.3702	0.8535	3	-0.3702
GCF_901000725.3	ITPR2	0	0.3702	0.8535	0	0.8589	3	0.3702
GCF_901000725.3	ITPR3	0	16.8539	0.8589	0	0.8535	3	16.8539
GCF_901000725.3	RYR	0	0	0.8005	0.3702	0.8589	3	-0.3702
GCF_901001135.2	ITPR1	0	0.3626	0.9033	0	0.8814	3	0.3626
GCF_901001135.2	ITPR2	0	0.7407	0.9031	0	0.8814	3	0.7407
GCF_901001135.2	ITPR3	0	0	0.8694	0.3626	0.9031	3	-0.3626
GCF_901001135.2	RYR	0	0	0.8814	0.3626	0.9031	3	-0.3626
GCF_902148855.1	ITPR1	0	0	0.9665	0.3702	0.8679	3	-0.3702
GCF_902148855.1	ITPR2	0	0.3702	0.8477	0	0.9065	3	0.3702
GCF_902148855.1	ITPR3	0	0	0.9065	0.3702	0.8679	3	-0.3702
GCF_902148855.1	RYR	0	6.8535	0.8679	0	0.9065	3	6.8535
GCF_902150065.1	ITPR1	0	0	0.9567	0	0.8854	3	0
GCF_902150065.1	ITPR2	0	0.3702	0.8612	0	0.8947	3	0.3702
GCF_902150065.1	ITPR3	0	0	0.8947	0	0.8854	3	0
GCF_902150065.1	RYR	0	0	0.8854	0	0.8947	3	0
GCF_902167405.1	ITPR1	0	0	0.9276	0	0.8433	3	0
GCF_902167405.1	ITPR2	0	0	0.8243	0	0.8611	3	0
GCF_902167405.1	ITPR3	0	0.3754	0.8433	0	0.8611	3	0.3754
GCF_902167405.1	RYR	0	0	0.8611	0	0.8433	3	0
GCF_902362185.1	ITPR1	0	0.3689	0.9082	0	0.8407	3	0.3689
GCF_902362185.1	ITPR2	0	0	0.8407	0.3689	0.9082	3	-0.3689
GCF_902362185.1	ITPR3	0	0.3795	0.8376	0	0.9082	3	0.3795
GCF_902362185.1	RYR	0	0	0.9264	0.3689	0.8407	3	-0.3689
GCF_902500255.1	ITPR1	0	0	0.9436	0.3702	0.8439	3	-0.3702
GCF_902500255.1	ITPR2	0	0.3702	0.8439	0	0.8715	3	0.3702
GCF_902500255.1	ITPR3	0	0	0.8715	0.3702	0.8439	3	-0.3702
GCF_902500255.1	RYR	0	0.9927	0.8002	0	0.8715	3	0.9927
GCF_907165065.1	ITPR1	0	0	0.9914	0	0.9869	3	0
GCF_907165065.1	ITPR2	0	0	0.99	0	0.9869	3	0
GCF_907165065.1	ITPR3	0	0	0.9869	0	0.99	3	0
GCF_907165065.1	RYR	0	0	0.9791	0	0.99	3	0
GCF_933228915.1	ITPR1	0	0.3639	0.935	0	0.8535	3	0.3639
GCF_933228915.1	ITPR2	0	0	0.8535	0	0.9007	3	0
GCF_933228915.1	ITPR3	0	0	0.9007	0	0.8535	3	0
GCF_933228915.1	RYR	0	0	0.8073	0	0.9007	3	0
GCF_947461875.1	ITPR1	0	0	0.9924	0	0.99	3	0
GCF_947461875.1	ITPR2	0	0	0.99	0	0.9914	3	0
GCF_947461875.1	ITPR3	0	0	0.9914	0	0.99	3	0
GCF_947461875.1	RYR	0	0	0.9853	0	0.9914	3	0
GCF_949152265.1	ITPR1	0	0	0.9683	0	0.9421	3	0
GCF_949152265.1	ITPR2	0	0	0.9124	0	0.9553	3	0
GCF_949152265.1	ITPR3	0	0	0.9421	0	0.9553	3	0
GCF_949152265.1	RYR	0	0	0.9553	0	0.9421	3	0
GCF_949606895.1	ITPR1	0	0	0.9546	0.3745	0.8707	3	-0.3745
GCF_949606895.1	ITPR2	0	0.3702	0.8634	0.3745	0.8866	3	-0.0043
GCF_949606895.1	ITPR3	0	0.3745	0.8866	0.3702	0.8707	3	0.0043
GCF_949606895.1	RYR	0	0.4031	0.8707	0.3702	0.8866	3	0.0329
GCF_949987555.1	ITPR1	0	0	0.9353	0	0.8469	3	0
GCF_949987555.1	ITPR2	0	0	0.7981	0	0.9074	3	0
GCF_949987555.1	ITPR3	0	0	0.8469	0	0.9074	3	0
GCF_949987555.1	RYR	0	0	0.9074	0	0.8469	3	0
GCF_949987685.1	ITPR1	0	0.3639	0.9525	0.3702	0.8596	3	-0.0063
GCF_949987685.1	ITPR2	0	0.3702	0.8596	0.3639	0.863	3	0.0063
GCF_949987685.1	ITPR3	0	0.3745	0.816	0.3639	0.863	3	0.0106
GCF_949987685.1	RYR	0	0.2016	0.863	0.3702	0.8596	3	-0.1686
GCF_951640355.1	ITPR1	0	0	0.9655	0	0.9682	3	0
GCF_951640355.1	ITPR2	0	0	0.9748	0	0.9655	3	0
GCF_951640355.1	ITPR3	0	0	0.9682	0	0.9655	3	0
GCF_951640355.1	RYR	0	0	0.9442	0	0.9682	3	0
GCF_951799975.1	ITPR1	0	0	0.932	0	0.8394	3	0
GCF_951799975.1	ITPR2	0	0.3702	0.8394	0	0.8696	3	0.3702
GCF_951799975.1	ITPR3	0	0	0.8696	0	0.8394	3	0
GCF_951799975.1	RYR	0	0	0.839	0	0.8696	3	0
GCF_960531495.1	ITPR1	0	0	0.94	0	0.8777	3	0
GCF_960531495.1	ITPR2	0	1.1107	0.8527	0	0.8943	3	1.1107
GCF_960531495.1	ITPR3	0	0	0.8777	0	0.8943	3	0
GCF_960531495.1	RYR	0	0	0.8943	0	0.8777	3	0
GCF_963457635.1	ITPR1	0	0	0.9504	0	0.872	3	0
GCF_963457635.1	ITPR2	0	0.3702	0.8581	0	0.8984	3	0.3702
GCF_963457635.1	ITPR3	0	0	0.8984	0	0.872	3	0
GCF_963457635.1	RYR	0	0	0.872	0	0.8984	3	0
GCF_963514005.1	ITPR1	0	0	0.8638	0	0.8139	3	0
GCF_963514005.1	ITPR2	0	0	0.7937	0	0.8638	3	0
GCF_963514005.1	ITPR3	0	0.3802	0.8139	0	0.8638	3	0.3802
GCF_963514005.1	RYR	0	0	0.867	0	0.8139	3	0
GCF_963514075.1	ITPR1	0	0.7278	0.9059	0	0.83	3	0.7278
GCF_963514075.1	ITPR2	0	0	0.7886	0	0.9059	3	0
GCF_963514075.1	ITPR3	0	0	0.83	0	0.9059	3	0
GCF_963514075.1	RYR	0	0	0.9136	0	0.83	3	0
GCF_963514085.1	ITPR1	0	0	0.9638	0	0.8729	3	0
GCF_963514085.1	ITPR2	0	0.3702	0.8729	0	0.9044	3	0.3702
GCF_963514085.1	ITPR3	0	0	0.9044	0	0.8729	3	0
GCF_963514085.1	RYR	0	0	0.859	0	0.9044	3	0
GCF_963921795.1	ITPR1	0	0	0.9137	0.2016	0.8689	3	-0.2016
GCF_963921795.1	ITPR2	0	0.7405	0.8295	0	0.8798	3	0.7405
GCF_963921795.1	ITPR3	0	0	0.8689	0.2016	0.8798	3	-0.2016
GCF_963921795.1	RYR	0	0.2016	0.8798	0	0.8689	3	0.2016
GCF_963921805.1	ITPR1	0	0	0.991	0	0.9841	3	0
GCF_963921805.1	ITPR2	0	0	0.9841	0	0.9895	3	0
GCF_963921805.1	ITPR3	0	0	0.9895	0	0.9841	3	0
GCF_963921805.1	RYR	0	0	0.9833	0	0.9895	3	0
GCF_963971535.1	ITPR1	0	0	0.8501	0.3702	0.8336	3	-0.3702
GCF_963971535.1	ITPR2	0	0.3702	0.8336	0	0.8501	3	0.3702
GCF_963971535.1	ITPR3	0	0.3745	0.8761	0	0.8336	3	0.3745
GCF_963971535.1	RYR	0	0	0.7957	0.3702	0.8501	3	-0.3702
GCF_963989245.1	ITPR1	0	0.3639	0.9193	0	0.8177	3	0.3639
GCF_963989245.1	ITPR2	0	0	0.8177	0	0.8201	3	0
GCF_963989245.1	ITPR3	0	0	0.8201	0	0.8177	3	0
GCF_963989245.1	RYR	0	0	0.8	0	0.8201	3	0
GCF_964187855.1	ITPR1	0	0	0.6853	0.1936	0.7408	1	-0.1936
GCF_964187855.1	RYR	0	0.1936	0.7408	0	0.6853	1	0.1936
GCF_964195595.1	ITPR1	0	0	0.9924	0	0.9893	3	0
GCF_964195595.1	ITPR2	0	0	0.9893	0	0.9899	3	0
GCF_964195595.1	ITPR3	0	0	0.9899	0	0.9893	3	0
GCF_964195595.1	RYR	0	0	0.9845	0	0.9899	3	0
GCF_964237555.1	ITPR1	0	0	0.9739	0	0.9584	3	0
GCF_964237555.1	ITPR2	0	0	0.9659	0	0.9584	3	0
GCF_964237555.1	ITPR3	0	0	0.9584	0	0.9659	3	0
GCF_964237555.1	RYR	0	0.1985	0.7906	0	0.9659	3	0.1985
GCF_964237585.1	ITPR1	0	0	0.9921	0	0.987	3	0
GCF_964237585.1	ITPR2	0	0	0.987	0	0.9872	3	0
GCF_964237585.1	ITPR3	0	0	0.9872	0	0.987	3	0
GCF_964237585.1	RYR	0	0	0.9839	0	0.9872	3	0
GCF_964261635.1	ITPR1	0	0	0.9077	0	0.8852	3	0
GCF_964261635.1	ITPR2	0	0	0.8893	0	0.8852	3	0
GCF_964261635.1	ITPR3	0	0	0.857	0	0.8893	3	0
GCF_964261635.1	RYR	0	0	0.8852	0	0.8893	3	0
GCF_964289735.1	ITPR1	0	0	0.9921	0	0.9869	3	0
GCF_964289735.1	ITPR2	0	0	0.9889	0	0.9869	3	0
GCF_964289735.1	ITPR3	0	0	0.9869	0	0.9889	3	0
GCF_964289735.1	RYR	0	0	0.6747	0	0.9889	3	0
GCF_964417175.1	ITPR1	0	0	0.991	0	0.987	3	0
GCF_964417175.1	ITPR2	0	0	0.987	0	0.9906	3	0
GCF_964417175.1	ITPR3	0	0	0.9906	0	0.987	3	0
GCF_964417175.1	RYR	0	0	0.9853	0	0.9906	3	0
GCF_964638095.1	ITPR1	0	0	0.9449	0	0.8833	3	0
GCF_964638095.1	ITPR2	0	1.1107	0.8417	0	0.8896	3	1.1107
GCF_964638095.1	ITPR3	0	0	0.8896	0	0.8833	3	0
GCF_964638095.1	RYR	0	0	0.8833	0	0.8896	3	0
GCF_965183815.1	ITPR1	0	0	0.9917	0	0.9865	3	0
GCF_965183815.1	ITPR2	0	0	0.9885	0	0.9865	3	0
GCF_965183815.1	ITPR3	0	0	0.9865	0	0.9885	3	0
GCF_965183815.1	RYR	0	0	0.9853	0	0.9885	3	0
GCF_965601325.1	ITPR1	0	0	0.9263	0.2016	0.861	3	-0.2016
GCF_965601325.1	ITPR2	0	0.3702	0.8173	0	0.889	3	0.3702
GCF_965601325.1	ITPR3	0	0	0.861	0.2016	0.889	3	-0.2016
GCF_965601325.1	RYR	0	0.2016	0.889	0	0.861	3	0.2016
GCF_965638725.1	ITPR1	0	0	0.9917	0	0.9885	3	0
GCF_965638725.1	ITPR2	0	0	0.9885	0	0.9902	3	0
GCF_965638725.1	ITPR3	0	0	0.9902	0	0.9885	3	0
GCF_965638725.1	RYR	0	0	0.9845	0	0.9902	3	0
GCA_003113815.1	ITPR1	1	0	0.9524	0	0.93765	2	0
GCA_003113815.1	ITPR2	1	0	0.9338	0	0.94695	2	0
GCA_003113815.1	ITPR3	1	0	0.9415	0	0.9431	2	0
GCA_006937325.1	ITPR1	1	0.3598	0.9412	0	0.94965	2	0.3598
GCA_006937325.1	ITPR2	1	0	0.9404	0.1799	0.95005	2	-0.1799
GCA_006937325.1	ITPR3	1	0	0.9589	0.1799	0.9408	2	-0.1799
GCA_007760645.1	ITPR1	1	0	0.9797	0	0.97505	2	0
GCA_007760645.1	ITPR2	1	0	0.9594	0	0.97505	2	0
GCA_007760645.1	ITPR3	1	0	0.9738	0	0.9763	3	0
GCA_007760645.1	RYR	1	0	0.9763	0	0.9738	3	0
GCA_008658365.1	ITPR1	1	0	0.9903	2.2222	0.9831	3	-2.2222
GCA_008658365.1	ITPR2	1	2.2222	0.9772	0	0.9847	3	2.2222
GCA_008658365.1	ITPR3	1	5.6306	0.9831	0	0.9847	3	5.6306
GCA_008658365.1	RYR	1	0	0.9847	2.2222	0.9831	3	-2.2222
GCA_009769605.1	ITPR1	1	0	0.9888	0	0.9816	2	0
GCA_009769605.1	ITPR2	1	0	0.9767	0	0.98765	2	0
GCA_009769605.1	ITPR3	1	0	0.9865	0	0.98275	2	0
GCA_009819775.1	ITPR1	1	0	0.9928	0	0.9865	3	0
GCA_009819775.1	ITPR2	1	1.1111	0.9865	0	0.9899	3	1.1111
GCA_009819775.1	ITPR3	1	0	0.9899	0	0.9865	3	0
GCA_009819775.1	RYR	1	0	0.9851	0	0.9899	3	0
GCA_010411085.1	ITPR1	1	0	0.9815	0	0.9785	3	0
GCA_010411085.1	ITPR2	1	0	0.9785	0	0.9793	3	0
GCA_010411085.1	ITPR3	1	0	0.9715	0	0.9793	3	0
GCA_010411085.1	RYR	1	0	0.9793	0	0.9785	3	0
GCA_011823955.1	ITPR2	1	1.4809	0.8622	3.6283	0.8696	1	-2.1474
GCA_011823955.1	ITPR3	1	3.3708	0.8856	3.6283	0.8696	1	-0.2575
GCA_011823955.1	RYR	1	3.6283	0.8696	2.42585	0.8739	2	1.20245
GCA_013389825.1	ITPR1	1	0	0.9867	0	0.98	1	0
GCA_013389825.1	ITPR2	1	0	0.98	0	0.9867	1	0
GCA_013389985.1	ITPR1	1	0	0.9853	0.3745	0.9925	1	-0.3745
GCA_013389985.1	ITPR3	1	0.3745	0.9925	0	0.9853	1	0.3745
GCA_013390065.1	ITPR1	1	0	0.9661	0.10065	0.96165	2	-0.10065
GCA_013390065.1	ITPR2	1	0	0.9554	0.10065	0.967	2	-0.10065
GCA_013390065.1	RYR	1	0.2013	0.9679	0	0.96075	2	0.2013
GCA_013396355.1	ITPR1	1	0	0.9863	0.18725	0.9825	2	-0.18725
GCA_013396355.1	ITPR2	1	0	0.9719	0	0.9863	1	0
GCA_013396355.1	ITPR3	1	0.3745	0.9931	0	0.9863	1	0.3745
GCA_013396465.1	ITPR1	1	0	0.9856	0	0.98155	2	0
GCA_013396465.1	ITPR2	1	0	0.9848	0	0.98195	2	0
GCA_013396465.1	RYR	1	0	0.9783	0	0.9852	2	0
GCA_013396485.1	ITPR1	1	0	0.9655	0	0.97875	2	0
GCA_013396485.1	ITPR2	1	0	0.9798	0	0.9716	2	0
GCA_013396485.1	RYR	1	0	0.9777	0	0.97265	2	0
GCA_013396675.1	ITPR1	1	0	0.982	0	0.9738	1	0
GCA_013396675.1	ITPR3	1	0	0.9738	0	0.982	1	0
GCA_013396835.1	ITPR1	1	0	0.9835	0.3745	0.9719	1	-0.3745
GCA_013396835.1	ITPR3	1	0.3745	0.9719	0	0.9835	1	0.3745
GCA_013396875.1	ITPR1	1	0	0.9849	0.18725	0.98845	2	-0.18725
GCA_013396875.1	ITPR2	1	0	0.9796	0.18725	0.9911	2	-0.18725
GCA_013396875.1	ITPR3	1	0.3745	0.9973	0	0.98225	2	0.3745
GCA_013396935.1	ITPR2	1	0	0.9768	0.3754	0.9771	1	-0.3754
GCA_013396935.1	ITPR3	1	0.3754	0.9771	0	0.9768	1	0.3754
GCA_013397015.1	ITPR1	1	0	0.9845	0.18725	0.98925	2	-0.18725
GCA_013397015.1	ITPR2	1	0	0.982	0.18725	0.9905	2	-0.18725
GCA_013397015.1	ITPR3	1	0.3745	0.9965	0	0.98325	2	0.3745
GCA_013397295.1	ITPR2	1	0	0.98	0.3745	0.9732	1	-0.3745
GCA_013397295.1	ITPR3	1	0.3745	0.9732	0	0.98	1	0.3745
GCA_013397395.1	ITPR1	1	0.3598	0.9842	0	0.9796	2	0.3598
GCA_013397395.1	ITPR2	1	0	0.9819	0.1799	0.98075	2	-0.1799
GCA_013397395.1	RYR	1	0	0.9773	0.1799	0.98305	2	-0.1799
GCA_013397465.1	ITPR1	1	0	0.9853	0	0.9842	2	0
GCA_013397465.1	ITPR2	1	0	0.9796	0	0.98705	2	0
GCA_013397465.1	ITPR3	1	0	0.9888	0	0.98245	2	0
GCA_013397495.1	ITPR2	1	0	0.9819	0	0.9783	1	0
GCA_013397495.1	RYR	1	0	0.9783	0	0.9819	1	0
GCA_013397535.1	ITPR1	1	0	0.9914	0	0.9857	3	0
GCA_013397535.1	ITPR2	1	0	0.9865	0	0.9857	3	0
GCA_013397535.1	ITPR3	1	0	0.9857	0	0.9865	3	0
GCA_013397535.1	RYR	1	0	0.9761	0	0.9865	3	0
GCA_013397635.1	ITPR1	1	0	0.9773	0.10065	0.97125	2	-0.10065
GCA_013397635.1	ITPR2	1	0	0.9693	0.10065	0.97525	2	-0.10065
GCA_013397635.1	RYR	1	0.2013	0.9732	0	0.9733	2	0.2013
GCA_013397815.1	ITPR1	1	0	0.986	0	0.98865	2	0
GCA_013397815.1	ITPR2	1	0	0.9792	0	0.99205	2	0
GCA_013397815.1	ITPR3	1	0	0.9981	0	0.9826	2	0
GCA_013397895.1	ITPR1	1	0	0.9856	0	0.9881	2	0
