accession	organism	vclass	cell	cell_status	contig	start	end	region_kind	assigned_clade	window	n_genes_on_contig	contig_extent_bp	n_flanks	n_keys	reached	why
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01003519.1	160	1197	ambiguous_regions	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01000389.1	33	65409	attributed_elsewhere	ITPR1	fixed10	6	585549	5	3	0	too_few_keys
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	VYZC01000389.1	33	65409	attributed_elsewhere	ITPR1	informative10	6	585549	3	3	0	too_few_keys
GCA_013397635.1	Columbina picui	Aves	ITPR3	tblastn_trace	VYZG01003363.1	1	20311	rescue_regions	ITPR3	fixed10	2	29351	0	0	0	too_few_keys
GCA_013397635.1	Columbina picui	Aves	ITPR3	tblastn_trace	VYZG01003363.1	1	20311	rescue_regions	ITPR3	informative10	2	29351	0	0	0	too_few_keys
GCA_013397635.1	Columbina picui	Aves	ITPR3	tblastn_trace	VYZG01002982.1	8738	8863	ambiguous_regions	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013397635.1	Columbina picui	Aves	ITPR3	tblastn_trace	VYZG01002982.1	8738	8863	ambiguous_regions	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013398795.1	Elachura formosa	Aves	ITPR3	tblastn_trace	WBNG01000943.1	225902	253060	rescue_regions	ITPR3	fixed10	7	251618	6	5	1	ok
GCA_013398795.1	Elachura formosa	Aves	ITPR3	tblastn_trace	WBNG01000943.1	225902	253060	rescue_regions	ITPR3	informative10	7	251618	5	5	1	ok
GCA_013398795.1	Elachura formosa	Aves	ITPR3	tblastn_trace	WBNG01001225.1	3	12136	rescue_regions	ITPR3	fixed10	6	70313	5	5	1	ok
GCA_013398795.1	Elachura formosa	Aves	ITPR3	tblastn_trace	WBNG01001225.1	3	12136	rescue_regions	ITPR3	informative10	6	70313	5	5	1	ok
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01110811.1	242	30170	rescue_regions	ITPR1	fixed10	1	3855	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01110811.1	242	30170	rescue_regions	ITPR1	informative10	1	3855	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01071262.1	13620	85911	rescue_regions	ITPR1	fixed10	1	85911	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01071262.1	13620	85911	rescue_regions	ITPR1	informative10	1	85911	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01003291.1	3076	26879	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01003291.1	3076	26879	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01218170.1	61	318	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01218170.1	61	318	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01076678.1	116187	120167	ambiguous_regions	ITPR1	fixed10	2	87338	2	2	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01076678.1	116187	120167	ambiguous_regions	ITPR1	informative10	2	87338	2	2	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01120657.1	2224	29887	attributed_elsewhere	ITPR2	fixed10	1	29887	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01120657.1	2224	29887	attributed_elsewhere	ITPR2	informative10	1	29887	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01122211.1	17245	36568	attributed_elsewhere	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01122211.1	17245	36568	attributed_elsewhere	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01130675.1	38986	93566	attributed_elsewhere	ITPR2	fixed10	2	39153	1	1	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01130675.1	38986	93566	attributed_elsewhere	ITPR2	informative10	2	39153	1	1	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01052882.1	240	8023	attributed_elsewhere	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01052882.1	240	8023	attributed_elsewhere	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01052882.1	28189	41126	attributed_elsewhere	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	VWYK01052882.1	28189	41126	attributed_elsewhere	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01052882.1	240	8026	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01052882.1	240	8026	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01120657.1	2224	29887	rescue_regions	ITPR2	fixed10	1	29887	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01120657.1	2224	29887	rescue_regions	ITPR2	informative10	1	29887	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01122211.1	15168	36568	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01122211.1	15168	36568	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01130675.1	37998	95667	rescue_regions	ITPR2	fixed10	2	39153	1	1	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01130675.1	37998	95667	rescue_regions	ITPR2	informative10	2	39153	1	1	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01052882.1	28222	41126	ambiguous_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01052882.1	28222	41126	ambiguous_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01110811.1	242	28983	attributed_elsewhere	ITPR1	fixed10	1	3855	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01110811.1	242	28983	attributed_elsewhere	ITPR1	informative10	1	3855	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01071262.1	15261	79020	attributed_elsewhere	ITPR1	fixed10	1	85911	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01071262.1	15261	79020	attributed_elsewhere	ITPR1	informative10	1	85911	0	0	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01003291.1	3076	26879	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01003291.1	3076	26879	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01218170.1	61	315	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01218170.1	61	315	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01076678.1	116205	120167	attributed_elsewhere	ITPR1	fixed10	2	87338	2	2	0	too_few_keys
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	VWYK01076678.1	116205	120167	attributed_elsewhere	ITPR1	informative10	2	87338	2	2	0	too_few_keys
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01004248.1	28529	46263	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01004248.1	28529	46263	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01004970.1	1841	19799	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01004970.1	1841	19799	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01005896.1	3797	18160	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01005896.1	3797	18160	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01002460.1	1880	21563	rescue_regions	ITPR1	fixed10	4	107732	2	2	0	too_few_keys
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01002460.1	1880	21563	rescue_regions	ITPR1	informative10	4	107732	2	2	0	too_few_keys
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01004248.1	6927	8207	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01004248.1	6927	8207	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01002961.1	22041	25825	ambiguous_regions	ITPR1	fixed10	2	76646	2	2	0	too_few_keys
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	VXBY01002961.1	22041	25825	ambiguous_regions	ITPR1	informative10	2	76646	2	2	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01025208.1	962	7441	rescue_regions	ITPR1	fixed10	1	4282	0	0	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01025208.1	962	7441	rescue_regions	ITPR1	informative10	1	4282	0	0	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01032376.1	13201	38399	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01032376.1	13201	38399	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01213858.1	2102	3128	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01213858.1	2102	3128	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01214461.1	354	6346	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01214461.1	354	6346	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01209974.1	321	518	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01209974.1	321	518	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01044495.1	12279	34307	rescue_regions	ITPR1	fixed10	2	30034	0	0	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01044495.1	12279	34307	rescue_regions	ITPR1	informative10	2	30034	0	0	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01201744.1	432	647	ambiguous_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01201744.1	432	647	ambiguous_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01031320.1	177	16134	ambiguous_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01031320.1	177	16134	ambiguous_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01092110.1	328	531	ambiguous_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01092110.1	328	531	ambiguous_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01061144.1	70	39417	attributed_elsewhere	ITPR2	fixed10	1	2326	0	0	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01061144.1	70	39417	attributed_elsewhere	ITPR2	informative10	1	2326	0	0	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01030576.1	22850	47041	attributed_elsewhere	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01030576.1	22850	47041	attributed_elsewhere	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01027987.1	16014	55969	attributed_elsewhere	ITPR2	fixed10	3	132170	2	2	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	VYZP01027987.1	16014	55969	attributed_elsewhere	ITPR2	informative10	3	132170	2	2	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01061144.1	70	39417	rescue_regions	ITPR2	fixed10	1	2326	0	0	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01061144.1	70	39417	rescue_regions	ITPR2	informative10	1	2326	0	0	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01030576.1	21173	48474	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01030576.1	21173	48474	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01027987.1	14394	57282	rescue_regions	ITPR2	fixed10	3	132170	2	2	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01027987.1	14394	57282	rescue_regions	ITPR2	informative10	3	132170	2	2	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01099364.1	22	195	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01099364.1	22	195	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01041613.1	34	156	rescue_regions	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01041613.1	34	156	rescue_regions	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01025208.1	962	7378	attributed_elsewhere	ITPR1	fixed10	1	4282	0	0	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01025208.1	962	7378	attributed_elsewhere	ITPR1	informative10	1	4282	0	0	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01032376.1	13201	38399	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01032376.1	13201	38399	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01201744.1	444	647	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01201744.1	444	647	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01031320.1	153	16134	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01031320.1	153	16134	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01214461.1	6035	6292	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01214461.1	6035	6292	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01092110.1	328	531	attributed_elsewhere	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01092110.1	328	531	attributed_elsewhere	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01044495.1	16689	34307	attributed_elsewhere	ITPR1	fixed10	2	30034	0	0	0	too_few_keys
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	VYZP01044495.1	16689	34307	attributed_elsewhere	ITPR1	informative10	2	30034	0	0	0	too_few_keys
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01233351.1	86	523	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01233351.1	86	523	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01149918.1	1	240	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01149918.1	1	240	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01179649.1	139	636	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01179649.1	139	636	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01222198.1	1045	1239	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01222198.1	1045	1239	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01237340.1	1408	1605	rescue_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01237340.1	1408	1605	rescue_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01056383.1	39	305	ambiguous_regions	ITPR1	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01056383.1	39	305	ambiguous_regions	ITPR1	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01241880.1	414	2820	ambiguous_regions	vertebrate_basal	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01241880.1	414	2820	ambiguous_regions	vertebrate_basal	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01222539.1	427	1410	attributed_elsewhere	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01222539.1	427	1410	attributed_elsewhere	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01001968.1	380	622	attributed_elsewhere	ITPR2	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01001968.1	380	622	attributed_elsewhere	ITPR2	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01198836.1	285	924	attributed_elsewhere	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01198836.1	285	924	attributed_elsewhere	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01170195.1	170	607	attributed_elsewhere	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01170195.1	170	607	attributed_elsewhere	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01185192.1	3	360	attributed_elsewhere	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	VYZQ01185192.1	3	360	attributed_elsewhere	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01170195.1	158	607	rescue_regions	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01170195.1	158	607	rescue_regions	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01227487.1	1	1607	rescue_regions	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01227487.1	1	1607	rescue_regions	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01234953.1	3	1935	rescue_regions	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01234953.1	3	1935	rescue_regions	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01238598.1	8	2486	rescue_regions	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01238598.1	8	2486	rescue_regions	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01215973.1	157	592	rescue_regions	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01215973.1	157	592	rescue_regions	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01185192.1	3	749	rescue_regions	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01185192.1	3	749	rescue_regions	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01230754.1	519	1879	rescue_regions	ITPR3	fixed10	0	0	0	0	0	no_neighbourhood
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	VYZQ01230754.1	519	1879	rescue_regions	ITPR3	informative10	0	0	0	0	0	no_neighbourhood
