accession	organism	vclass	cell	locus_idx	contig	coverage	identity	aligned_aa	frameshifts	stop_codons	lesions	lesion_density	contig_edge	n_gap	longest_n_run	annot_gene	annot_paralog_matches	contig_n50	contig_spans_gene	scored	verdict	verdict_reason
GCF_000687285.1	Phaethon lepturus	Aves	ITPR2	0	NW_010515537.1	0.457	0.9838	1234	0	0	0	0	1	0	31	LOC104627509	0	22941	0	0	not_scored	coverage 0.46 < 0.7
GCF_000687285.1	Phaethon lepturus	Aves	ITPR3	0	NW_010520325.1	0.9801	0.9697	2611	2	0	2	0.766	1	1	496	LOC104628694	0	22941	0	1	intact	density 0.77 <= bar 1.59
GCF_000687285.1	Phaethon lepturus	Aves	RYR	0	NW_010548315.1	0.8941	0.6859	4458	2	0	2	0.4486	1	0	31	RYR3	1	22941	0	1	intact	density 0.45 <= bar 1.59
GCF_000690535.1	Cariama cristata	Aves	ITPR1	0	NW_009609979.1	1	0.9917	2779	0	0	0	0	1	1	218	ITPR1	1	24645	0	1	intact	density 0.00 <= bar 1.59
GCF_000690535.1	Cariama cristata	Aves	ITPR3	0	NW_009636647.1	0.9801	0.9897	2611	0	0	0	0	1	0	49	ITPR3	1	24645	0	1	intact	density 0.00 <= bar 1.59
GCF_000690535.1	Cariama cristata	Aves	RYR	0	NW_009602005.1	0.677	0.6709	3410	0	0	0	0	1	0	31	LOC104157261	0	24645	0	0	not_scored	coverage 0.68 < 0.7
GCF_000690535.1	Cariama cristata	Aves	RYR	1	NW_009597511.1	0.1759	0.9703	874	0	0	0	0	1	1	379	LOC104168345	0	24645	0	0	not_scored	coverage 0.18 < 0.7
GCF_000690535.1	Cariama cristata	Aves	RYR	2	NW_009625691.1	0.2345	0.7134	1169	1	0	1	0.8554	1	0	67	RYR3	1	24645	0	0	not_scored	coverage 0.23 < 0.7
GCF_000690775.1	Eurypyga helias	Aves	ITPR1	0	NW_010274431.1	1	0.9888	2779	0	1	1	0.3598	1	0	31	ITPR1	1	24402	0	1	intact	density 0.36 <= bar 1.59
GCF_000690775.1	Eurypyga helias	Aves	ITPR3	0	NW_010235314.1	0.9906	0.9826	2639	0	0	0	0	1	1	187	ITPR3	1	24402	0	1	intact	density 0.00 <= bar 1.59
GCF_000690775.1	Eurypyga helias	Aves	RYR	0	NW_010268903.1	0.3639	0.9796	1808	0	0	0	0	1	0	39	RYR2	1	24402	0	0	not_scored	coverage 0.36 < 0.7
GCF_000690775.1	Eurypyga helias	Aves	RYR	1	NW_010265148.1	0.4581	0.6825	2284	1	0	1	0.4378	1	1	211	LOC104513314	0	24402	0	0	not_scored	coverage 0.46 < 0.7
GCF_000690775.1	Eurypyga helias	Aves	RYR	2	NW_010250972.1	0.3314	0.6499	1651	0	0	0	0	1	0	0	LOC104509805	0	24402	0	0	not_scored	coverage 0.33 < 0.7
GCF_000690775.1	Eurypyga helias	Aves	RYR	3	NW_010258570.1	0.1767	0.9692	878	0	0	0	0	1	1	170	LOC104511674	0	24402	0	0	not_scored	coverage 0.18 < 0.7
GCF_000690775.1	Eurypyga helias	Aves	RYR	4	NW_010243079.1	0.1093	0.9742	543	0	0	0	0	1	0	0	LOC104507851	0	24402	0	0	not_scored	coverage 0.11 < 0.7
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR1	0	NW_009188403.1	0.5934	0.9945	1649	0	0	0	0	1	0	84	ITPR1	1	25926	0	0	not_scored	coverage 0.59 < 0.7
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR1	1	NW_009215099.1	0.3727	0.9704	1025	2	0	2	1.9512	1	0	42	LOC104077551	0	25926	0	0	not_scored	coverage 0.37 < 0.7
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR2	0	NW_009214687.1	0.3381	0.9704	913	0	0	0	0	1	0	22	LOC104077402	0	25926	0	0	not_scored	coverage 0.34 < 0.7
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR3	0	NW_009211209.1	0.8574	0.9908	2284	0	0	0	0	1	0	47	ITPR3	1	25926	0	1	intact	density 0.00 <= bar 1.59
GCF_000690835.1	Fulmarus glacialis	Aves	RYR	0	NW_009187807.1	0.4883	0.979	2426	0	0	0	0	1	1	112	LOC104075765	0	25926	0	0	not_scored	coverage 0.49 < 0.7
GCF_000690835.1	Fulmarus glacialis	Aves	RYR	1	NW_009208495.1	0.4104	0.6464	2067	0	0	0	0	1	0	0	LOC104072332	0	25926	0	0	not_scored	coverage 0.41 < 0.7
GCF_000690835.1	Fulmarus glacialis	Aves	RYR	2	NW_009205669.1	0.2067	0.9825	1027	0	0	0	0	1	0	34	LOC104075085	0	25926	0	0	not_scored	coverage 0.21 < 0.7
GCF_000691845.1	Merops nubicus	Aves	ITPR1	0	NW_008623978.1	0.3293	0.9825	915	0	0	0	0	1	0	31	LOC103777710	0	24675	0	0	not_scored	coverage 0.33 < 0.7
GCF_000691845.1	Merops nubicus	Aves	ITPR1	1	NW_008615746.1	0.2625	0.9675	722	1	0	1	1.385	1	0	31	LOC103775183	0	24675	0	0	not_scored	coverage 0.26 < 0.7
GCF_000691845.1	Merops nubicus	Aves	ITPR1	2	NW_008622084.1	0.2218	0.9934	610	0	0	0	0	1	0	0	LOC103777100	0	24675	0	0	not_scored	coverage 0.22 < 0.7
GCF_000691845.1	Merops nubicus	Aves	ITPR2	0	NW_008623700.1	0.4552	0.9805	1229	0	0	0	0	1	0	31	ITPR2	1	24675	0	0	not_scored	coverage 0.46 < 0.7
GCF_000691845.1	Merops nubicus	Aves	ITPR2	1	NW_008606169.1	0.3752	0.9793	1013	0	0	0	0	0	0	31	LOC103772235	0	24675	0	0	not_scored	coverage 0.38 < 0.7
GCF_000691845.1	Merops nubicus	Aves	ITPR3	0	NW_008583346.1	0.5083	0.9815	1354	0	0	0	0	1	0	0	ITPR3	1	24675	0	0	not_scored	coverage 0.51 < 0.7
GCF_000691845.1	Merops nubicus	Aves	ITPR3	1	NW_008586202.1	0.3904	0.9933	1040	0	0	0	0	1	1	154	LOC103780872	0	24675	0	0	not_scored	coverage 0.39 < 0.7
GCF_000691845.1	Merops nubicus	Aves	RYR	0	NW_008624931.1	0.7256	0.98	3605	0	0	0	0	1	0	31	RYR2	1	24675	0	1	intact	density 0.00 <= bar 1.59
GCF_000691845.1	Merops nubicus	Aves	RYR	1	NW_008594366.1	0.5991	0.7072	2987	0	0	0	0	1	0	0	RYR3	1	24675	0	0	not_scored	coverage 0.60 < 0.7
GCF_000691975.1	Corvus brachyrhynchos	Aves	ITPR1	0	NW_008238347.1	1	0.9856	2779	0	0	0	0	0	1	305	ITPR1	1	29093	0	1	intact	density 0.00 <= bar 1.59
GCF_000691975.1	Corvus brachyrhynchos	Aves	ITPR2	0	NW_008246056.1	0.9885	0.9798	2669	0	0	0	0	0	1	264	ITPR2	1	29093	0	1	intact	density 0.00 <= bar 1.59
GCF_000691975.1	Corvus brachyrhynchos	Aves	ITPR3	0	NW_008236763.1	1	0.9929	2670	0	0	0	0	0	1	716	ITPR3	1	29093	0	1	intact	density 0.00 <= bar 1.59
GCF_000691975.1	Corvus brachyrhynchos	Aves	RYR	0	NW_008239553.1	1	0.6768	5037	1	1	2	0.3971	0	1	182	RYR3	1	29093	0	1	intact	density 0.40 <= bar 1.59
GCF_000691975.1	Corvus brachyrhynchos	Aves	RYR	1	NW_008236217.1	0.5503	0.977	2734	0	0	0	0	1	1	174	RYR2	1	29093	0	0	not_scored	coverage 0.55 < 0.7
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR1	0	NW_010184902.1	1	0.9903	2779	0	0	0	0	1	0	31	ITPR1	1	22740	0	1	intact	density 0.00 <= bar 1.59
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR2	0	NW_010162161.1	0.6148	0.9886	1660	0	0	0	0	0	0	37	ITPR2	1	22740	0	0	not_scored	coverage 0.61 < 0.7
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR3	0	NW_010171226.1	0.9576	0.9813	2551	0	0	0	0	1	0	65	ITPR3	1	22740	0	1	intact	density 0.00 <= bar 1.59
GCF_000695765.1	Mesitornis unicolor	Aves	RYR	0	NW_010161530.1	0.4636	0.9809	2303	0	0	0	0	1	0	31	LOC104547508	0	22740	0	0	not_scored	coverage 0.46 < 0.7
GCF_000695765.1	Mesitornis unicolor	Aves	RYR	1	NW_010192584.1	0.2377	0.9721	1181	0	0	0	0	1	0	0	LOC104542737	0	22740	0	0	not_scored	coverage 0.24 < 0.7
GCF_000695765.1	Mesitornis unicolor	Aves	RYR	2	NW_010194636.1	0.1562	0.9742	776	0	0	0	0	1	0	31	LOC104543301	0	22740	0	0	not_scored	coverage 0.16 < 0.7
GCF_000695765.1	Mesitornis unicolor	Aves	RYR	3	NW_010195854.1	0.2471	0.6239	1231	0	0	0	0	1	0	0		0	22740	0	0	not_scored	coverage 0.25 < 0.7
GCF_000695765.1	Mesitornis unicolor	Aves	RYR	4	NW_010167708.1	0.1345	0.7268	695	0	0	0	0	1	0	0	LOC104536235	0	22740	0	0	not_scored	coverage 0.13 < 0.7
GCF_000695765.1	Mesitornis unicolor	Aves	RYR	5	NW_010176843.1	0.1286	0.7361	648	0	0	0	0	1	0	0		0	22740	0	0	not_scored	coverage 0.13 < 0.7
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR1	0	NW_008667845.1	0.9946	0.9787	2764	1	0	1	0.3618	1	1	248	LOC103800315	0	20602	0	1	intact	density 0.36 <= bar 1.59
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR2	0	NW_008681905.1	0.6148	0.9843	1660	0	0	0	0	0	0	39	LOC103805612	0	20602	0	0	not_scored	coverage 0.61 < 0.7
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR3	0	NW_008652443.1	0.7918	0.9663	2114	2	0	2	0.9461	1	0	76	LOC103804766	0	20602	0	1	intact	density 0.95 <= bar 1.59
GCF_000695815.1	Acanthisitta chloris	Aves	RYR	0	NW_008649756.1	0.9455	0.9715	4697	0	0	0	0	1	0	48	RYR2	1	20602	0	1	intact	density 0.00 <= bar 1.59
GCF_000696875.1	Nestor notabilis	Aves	ITPR1	0	NW_009932375.1	0.9971	0.9895	2771	0	0	0	0	1	0	60	ITPR1	1	26546	0	1	intact	density 0.00 <= bar 1.59
GCF_000696875.1	Nestor notabilis	Aves	ITPR2	0	NW_009917756.1	0.6237	0.9816	1684	0	0	0	0	1	0	31	LOC104401715	0	26546	0	0	not_scored	coverage 0.62 < 0.7
GCF_000696875.1	Nestor notabilis	Aves	ITPR3	0	NW_009909990.1	0.9887	0.9655	2634	1	0	1	0.3797	1	1	677	ITPR3	1	26546	0	1	intact	density 0.38 <= bar 1.59
GCF_000696875.1	Nestor notabilis	Aves	RYR	0	NW_009936419.1	0.5058	0.6975	2513	0	0	0	0	1	0	31	RYR3	1	26546	0	0	not_scored	coverage 0.51 < 0.7
GCF_000696875.1	Nestor notabilis	Aves	RYR	1	NW_009937010.1	0.3112	0.9793	1546	0	0	0	0	1	0	31	LOC104408888	0	26546	0	0	not_scored	coverage 0.31 < 0.7
GCF_000696875.1	Nestor notabilis	Aves	RYR	2	NW_009933355.1	0.4135	0.6578	2060	1	0	1	0.4854	1	0	31	LOC104407535	0	26546	0	0	not_scored	coverage 0.41 < 0.7
GCF_000696875.1	Nestor notabilis	Aves	RYR	3	NW_009918034.1	0.2281	0.9788	1133	0	0	0	0	1	0	31	LOC104401818	0	26546	0	0	not_scored	coverage 0.23 < 0.7
GCF_000696875.1	Nestor notabilis	Aves	RYR	4	NW_009913265.1	0.2206	0.9518	1100	0	0	0	0	1	0	35	LOC104412396	0	26546	0	0	not_scored	coverage 0.22 < 0.7
GCF_000698965.1	Struthio camelus australis	Aves	ITPR1	0	NW_009276910.1	0.7236	0.9856	2011	0	0	0	0	1	1	268	ITPR1	1	34997	0	1	intact	density 0.00 <= bar 1.59
GCF_000698965.1	Struthio camelus australis	Aves	ITPR2	0	NW_009270423.1	0.9885	0.9709	2669	0	0	0	0	0	1	690	ITPR2	1	34997	0	1	intact	density 0.00 <= bar 1.59
GCF_000698965.1	Struthio camelus australis	Aves	ITPR3	0	NW_009270925.1	1	0.9739	2664	0	1	1	0.3754	0	1	1780	ITPR3	1	34997	0	1	intact	density 0.38 <= bar 1.59
GCF_000698965.1	Struthio camelus australis	Aves	RYR	0	NW_009270414.1	0.9974	0.9722	4955	1	1	2	0.4036	0	1	1902	RYR2	1	34997	0	1	intact	density 0.40 <= bar 1.59
GCF_000698965.1	Struthio camelus australis	Aves	RYR	1	NW_009270711.1	0.9819	0.673	4946	0	0	0	0	1	1	383	RYR3	1	34997	0	1	intact	density 0.00 <= bar 1.59
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR1	0	NW_008825411.1	1	0.9917	2779	0	0	0	0	0	1	215	ITPR1	1	22195	0	1	intact	density 0.00 <= bar 1.59
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR2	0	NW_008825614.1	0.9885	0.9835	2669	0	0	0	0	0	1	1156	ITPR2	1	22195	0	1	intact	density 0.00 <= bar 1.59
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR3	0	NW_008825105.1	0.991	0.9856	2640	1	0	1	0.3788	0	1	125	ITPR3	1	22195	0	1	intact	density 0.38 <= bar 1.59
GCF_000699105.1	Pygoscelis adeliae	Aves	RYR	0	NW_008825216.1	0.9974	0.9843	4955	0	0	0	0	0	1	2441	RYR2	1	22195	0	1	intact	density 0.00 <= bar 1.59
GCF_000699105.1	Pygoscelis adeliae	Aves	RYR	1	NW_008824446.1	1	0.6727	5037	1	0	1	0.1985	0	1	5754	RYR3	1	22195	0	1	intact	density 0.20 <= bar 1.59
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR1	0	NW_008794173.1	1	0.9914	2779	0	0	0	0	0	1	114	ITPR1	1	31730	0	1	intact	density 0.00 <= bar 1.59
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR2	0	NW_008795252.1	0.9885	0.9873	2669	0	0	0	0	0	1	2646	ITPR2	1	31730	0	1	intact	density 0.00 <= bar 1.59
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR3	0	NW_008794598.1	0.991	0.9841	2640	0	0	0	0	0	1	693	ITPR3	1	31730	0	1	intact	density 0.00 <= bar 1.59
GCF_000699145.1	Aptenodytes forsteri	Aves	RYR	0	NW_008794117.1	0.9455	0.9819	4697	0	0	0	0	1	1	8053	RYR2	1	31730	0	1	intact	density 0.00 <= bar 1.59
GCF_000699145.1	Aptenodytes forsteri	Aves	RYR	1	NW_008795853.1	1	0.672	5037	1	0	1	0.1985	0	1	7001	RYR3	1	31730	0	1	intact	density 0.20 <= bar 1.59
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR1	0	NW_010106411.1	0.9705	0.9911	2697	0	0	0	0	1	0	31	ITPR1	1	26448	0	1	intact	density 0.00 <= bar 1.59
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR2	0	NW_010140435.1	0.6152	0.9777	1661	0	0	0	0	0	0	31	LOC104469213	0	26448	0	0	not_scored	coverage 0.62 < 0.7
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR3	0	NW_010133815.1	0.9906	0.9576	2639	0	0	0	0	1	1	370	ITPR3	1	26448	0	1	intact	density 0.00 <= bar 1.59
GCF_000699245.1	Pterocles gutturalis	Aves	RYR	0	NW_010132261.1	0.7403	0.6687	3691	1	0	1	0.2709	1	0	31	LOC104467172	0	26448	0	1	intact	density 0.27 <= bar 1.59
GCF_000699245.1	Pterocles gutturalis	Aves	RYR	1	NW_010123644.1	0.4024	0.9815	1999	0	0	0	0	1	0	48	LOC104465080	0	26448	0	0	not_scored	coverage 0.40 < 0.7
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR1	0	NW_010307598.1	0.9917	0.988	2756	1	0	1	0.3628	1	0	42	LOC104523042	0	22170	0	1	intact	density 0.36 <= bar 1.59
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR3	0	NW_010295133.1	1	0.9677	2664	0	0	0	0	1	1	310	ITPR3	1	22170	0	1	intact	density 0.00 <= bar 1.59
GCF_000700745.2	Antrostomus carolinensis	Aves	RYR	0	NW_010286487.1	0.4318	0.9823	2145	0	0	0	0	1	0	41	LOC104528866	0	22170	0	0	not_scored	coverage 0.43 < 0.7
GCF_000700745.2	Antrostomus carolinensis	Aves	RYR	1	NW_010287853.1	0.2524	0.9793	1254	0	0	0	0	1	0	20	LOC104522321	0	22170	0	0	not_scored	coverage 0.25 < 0.7
GCF_000700745.2	Antrostomus carolinensis	Aves	RYR	2	NW_010287906.1	0.2773	0.6693	1397	1	0	1	0.7158	1	0	22		0	22170	0	0	not_scored	coverage 0.28 < 0.7
GCF_000700745.2	Antrostomus carolinensis	Aves	RYR	3	NW_010334883.1	0.1827	0.9616	911	0	0	0	0	1	0	40	LOC104529890	0	22170	0	0	not_scored	coverage 0.18 < 0.7
GCF_000700745.2	Antrostomus carolinensis	Aves	RYR	4	NW_010328166.1	0.2605	0.6171	1298	0	0	0	0	1	1	763		0	22170	0	0	not_scored	coverage 0.26 < 0.7
GCF_000700745.2	Antrostomus carolinensis	Aves	RYR	5	NW_010339501.1	0.1747	0.7135	880	0	0	0	0	1	0	78		0	22170	0	0	not_scored	coverage 0.17 < 0.7
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR3	0	NW_009724829.1	0.9801	0.9666	2611	0	0	0	0	1	1	117	ITPR3	1	28882	0	1	intact	density 0.00 <= bar 1.59
GCF_000703405.1	Apaloderma vittatum	Aves	RYR	0	NW_009695996.1	0.3694	0.9501	1842	0	0	0	0	1	0	82	RYR2	1	28882	0	0	not_scored	coverage 0.37 < 0.7
GCF_000703405.1	Apaloderma vittatum	Aves	RYR	1	NW_009719811.1	0.3881	0.7065	1935	0	0	0	0	1	0	13	RYR3	1	28882	0	0	not_scored	coverage 0.39 < 0.7
GCF_000703405.1	Apaloderma vittatum	Aves	RYR	2	NW_009733513.1	0.2303	0.9712	1144	0	0	0	0	1	0	0	LOC104278836	0	28882	0	0	not_scored	coverage 0.23 < 0.7
GCF_000703405.1	Apaloderma vittatum	Aves	RYR	3	NW_009733149.1	0.3087	0.6533	1538	1	0	1	0.6502	1	0	0	LOC104278709	0	28882	0	0	not_scored	coverage 0.31 < 0.7
GCF_000703405.1	Apaloderma vittatum	Aves	RYR	4	NW_009721322.1	0.1528	0.9908	759	0	0	0	0	1	0	19		0	28882	0	0	not_scored	coverage 0.15 < 0.7
GCF_000703405.1	Apaloderma vittatum	Aves	RYR	5	NW_009717674.1	0.1968	0.7251	981	0	0	0	0	1	0	0		0	28882	0	0	not_scored	coverage 0.20 < 0.7
GCF_000705375.1	Tinamus guttatus	Aves	ITPR1	0	NW_010586921.1	1	0.986	2779	0	0	0	0	0	1	303	ITPR1	1	29773	0	1	intact	density 0.00 <= bar 1.59
GCF_000705375.1	Tinamus guttatus	Aves	ITPR3	0	NW_010580621.1	0.5679	0.9881	1513	0	0	0	0	1	0	0	ITPR3	1	29773	0	0	not_scored	coverage 0.57 < 0.7
GCF_000705375.1	Tinamus guttatus	Aves	RYR	0	NW_010585014.1	0.993	0.9767	4933	0	0	0	0	1	1	134	RYR2	1	29773	0	1	intact	density 0.00 <= bar 1.59
GCF_000705375.1	Tinamus guttatus	Aves	RYR	1	NW_010578151.1	0.9504	0.6628	4787	0	0	0	0	1	0	22	LOC104580300	0	29773	0	1	intact	density 0.00 <= bar 1.59
GCF_000708025.1	Charadrius vociferus	Aves	ITPR1	0	NW_009647846.1	1	0.9924	2779	0	0	0	0	0	1	465	ITPR1	1	39278	0	1	intact	density 0.00 <= bar 1.59
GCF_000708025.1	Charadrius vociferus	Aves	ITPR2	0	NW_009647222.1	0.9885	0.9809	2669	0	0	0	0	0	1	688	ITPR2	1	39278	0	1	intact	density 0.00 <= bar 1.59
GCF_000708025.1	Charadrius vociferus	Aves	ITPR3	0	NW_009649114.1	0.9861	0.9871	2627	0	0	0	0	0	1	808	ITPR3	1	39278	0	1	intact	density 0.00 <= bar 1.59
GCF_000708025.1	Charadrius vociferus	Aves	RYR	0	NW_009661370.1	0.993	0.9834	4933	0	0	0	0	0	1	2393	RYR2	1	39278	0	1	intact	density 0.00 <= bar 1.59
GCF_000708025.1	Charadrius vociferus	Aves	RYR	1	NW_009648876.1	0.8878	0.6705	4472	0	1	1	0.2236	1	0	86	RYR3	1	39278	0	1	intact	density 0.22 <= bar 1.59
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	ITPR3	0	NW_010410538.1	0.991	0.9727	2640	1	0	1	0.3788	1	1	191	ITPR3	1	14587	0	1	intact	density 0.38 <= bar 1.59
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	RYR	0	NW_010420577.1	0.7758	0.6727	3854	1	0	1	0.2595	1	1	166	RYR3	1	14587	0	1	intact	density 0.26 <= bar 1.59
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	RYR	1	NW_010392730.1	0.2246	0.9758	1116	0	0	0	0	1	1	113	LOC104500881	0	14587	0	0	not_scored	coverage 0.22 < 0.7
GCF_000747805.2	Chaetura pelagica	Aves	ITPR1	0	NW_009954216.1	1	0.987	2779	0	0	0	0	0	1	12885	ITPR1	1	30767	0	1	intact	density 0.00 <= bar 1.59
GCF_000747805.2	Chaetura pelagica	Aves	ITPR2	0	NW_009954317.1	0.783	0.9849	2114	0	0	0	0	0	1	932	ITPR2	1	30767	0	1	intact	density 0.00 <= bar 1.59
GCF_000747805.2	Chaetura pelagica	Aves	ITPR3	0	NW_009970727.1	0.9906	0.9841	2639	0	0	0	0	0	1	1435	ITPR3	1	30767	0	1	intact	density 0.00 <= bar 1.59
GCF_000747805.2	Chaetura pelagica	Aves	RYR	0	NW_009953215.1	0.9974	0.9792	4955	1	0	1	0.2018	0	1	659	RYR2	1	30767	0	1	intact	density 0.20 <= bar 1.59
GCF_000747805.2	Chaetura pelagica	Aves	RYR	1	NW_009952265.1	1	0.6709	5037	0	0	0	0	0	1	369	RYR3	1	30767	0	1	intact	density 0.00 <= bar 1.59
GCF_001715985.3	Manacus vitellinus	Aves	ITPR1	0	NW_021939063.1	1	0.9874	2779	0	0	0	0	0	0	80	ITPR1	1	290580	1	1	intact	density 0.00 <= bar 1.59
GCF_001715985.3	Manacus vitellinus	Aves	ITPR2	0	NW_021940729.1	1	0.9811	2700	0	0	0	0	0	1	3680	ITPR2	1	290580	1	1	intact	density 0.00 <= bar 1.59
GCF_001715985.3	Manacus vitellinus	Aves	ITPR3	0	NW_021940585.1	0.9888	0.9868	2640	0	0	0	0	0	1	750	ITPR3	1	290580	1	1	intact	density 0.00 <= bar 1.59
GCF_001715985.3	Manacus vitellinus	Aves	RYR	0	NW_021940864.1	0.9968	0.9784	4952	0	0	0	0	0	0	0	RYR2	1	290580	1	1	intact	density 0.00 <= bar 1.59
GCF_001715985.3	Manacus vitellinus	Aves	RYR	1	NW_021940750.1	1	0.6753	5037	0	0	0	0	0	1	855	RYR3	1	290580	1	1	intact	density 0.00 <= bar 1.59
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR1	0	NW_020454760.1	1	0.987	2779	0	0	0	0	0	0	0	ITPR1	1	95599	0	1	intact	density 0.00 <= bar 1.59
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR2	0	NW_020455560.1	1	0.9748	2700	0	0	0	0	0	1	1112	ITPR2	1	95599	0	1	intact	density 0.00 <= bar 1.59
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR3	0	NW_020456276.1	1	0.9801	2664	0	0	0	0	0	1	613	ITPR3	1	95599	0	1	intact	density 0.00 <= bar 1.59
GCF_003342845.1	Nothoprocta perdicaria	Aves	RYR	0	NW_020455171.1	0.9974	0.9748	4955	0	0	0	0	0	1	460	RYR2	1	95599	0	1	intact	density 0.00 <= bar 1.59
GCF_003342845.1	Nothoprocta perdicaria	Aves	RYR	1	NW_020456087.1	1	0.6761	5037	1	0	1	0.1985	0	1	236	RYR3	1	95599	0	1	intact	density 0.20 <= bar 1.59
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR1	0	NC_048601.1	1	0.9956	2749	0	0	0	0	0	0	0	Itpr1	1	2711962	1	1	intact	density 0.00 <= bar 1.59
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR2	0	NC_048601.1	1	0.9708	2701	0	0	0	0	0	1	1748	Itpr2	1	2711962	1	1	intact	density 0.00 <= bar 1.59
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR3	0	NW_023276806.1	1	0.9678	2670	0	0	0	0	0	0	0	LOC100751775	0	2711962	1	1	intact	density 0.00 <= bar 1.59
GCF_003668045.3	Cricetulus griseus	Mammalia	RYR	0	NC_048596.1	1	0.9751	4967	0	0	0	0	0	0	0	Ryr2	1	2711962	1	1	intact	density 0.00 <= bar 1.59
GCF_003668045.3	Cricetulus griseus	Mammalia	RYR	1	NC_048602.1	1	0.7919	5037	2	0	2	0.3971	0	0	0	Ryr1	1	2711962	1	1	intact	density 0.40 <= bar 1.59
GCF_003668045.3	Cricetulus griseus	Mammalia	RYR	2	NC_048599.1	1	0.6701	5037	1	0	1	0.1985	0	0	0	Ryr3	1	2711962	1	1	intact	density 0.20 <= bar 1.59
GCF_003957555.1	Calypte anna	Aves	ITPR1	0	NC_044258.1	1	0.9878	2779	0	0	0	0	0	0	0	ITPR1	1	14522327	1	1	intact	density 0.00 <= bar 1.59
GCF_003957555.1	Calypte anna	Aves	ITPR2	0	NC_044244.1	1	0.9814	2700	1	0	1	0.3704	0	0	0	ITPR2	1	14522327	1	1	intact	density 0.37 <= bar 1.59
GCF_003957555.1	Calypte anna	Aves	ITPR3	0	NC_044271.1	0.9854	0.9644	2625	4	0	4	1.5238	0	1	970	ITPR3	1	14522327	1	1	intact	density 1.52 <= bar 1.59
GCF_003957555.1	Calypte anna	Aves	RYR	0	NC_044246.1	1	0.9722	4968	0	0	0	0	0	0	0	RYR2	1	14522327	1	1	intact	density 0.00 <= bar 1.59
GCF_003957555.1	Calypte anna	Aves	RYR	1	NC_044251.1	1	0.6734	5037	0	0	0	0	0	0	0	RYR3	1	14522327	1	1	intact	density 0.00 <= bar 1.59
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR1	0	NC_041749.1	1	0.9637	2749	0	0	0	0	0	0	0	ITPR1	1	15146802	1	1	intact	density 0.00 <= bar 1.59
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR2	0	NC_041729.1	1	0.9178	2701	0	0	0	0	0	0	0	ITPR2	1	15146802	1	1	intact	density 0.00 <= bar 1.59
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR3	0	NC_041734.1	1	0.9148	2671	0	0	0	0	0	0	0	ITPR3	1	15146802	1	1	intact	density 0.00 <= bar 1.59
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	RYR	0	NC_041746.1	1	0.9174	4967	3	0	3	0.604	0	0	0	RYR2	1	15146802	1	1	intact	density 0.60 <= bar 1.59
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	RYR	1	NC_041732.1	1	0.8055	5037	0	0	0	0	0	0	0	RYR1	1	15146802	1	1	intact	density 0.00 <= bar 1.59
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	RYR	2	NC_041740.1	1	0.6016	5168	7	0	7	1.3545	0	0	0	RYR3	1	15146802	1	1	intact	density 1.35 <= bar 1.59
GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR1	0	NC_067410.1	1	0.8723	2750	3	1	4	1.4545	0	0	0	itpr1b	1	17009522	1	1	intact	density 1.45 <= bar 1.59
