accession	organism	vclass	cell	ledger_status	state	rule	reason	best_coverage	contig_n50	contig_spans_gene	control_ok	n_spare_itpr_loci	recon_coverage	recon_gene_equiv	recon_n_contigs	synteny_state	synteny_call	synteny_n_regions	synteny_n_keys	synteny_reason
GCA_013396675.1	Eubucco bourcierii	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	26549	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000690775.1	Eurypyga helias	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	24402	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000690775.1	Eurypyga helias	Aves	ITPR2	tblastn_trace	present_fragmented	R4	0.95 of the reference reassembled from 10 contigs outside every locus the aligner found, bar 0.137	0	24402	0	1	0	0.9519	1.0374	10	no_neighbourhood		11	0	11 of 11 regions have no flanking gene at all; the best has 0 informative neighbours against the 4 the caller needs
GCF_000690775.1	Eurypyga helias	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.99 >= 0.7	0.9906	24402	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_023634155.1	Falco peregrinus	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	15744644	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_023634155.1	Falco peregrinus	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	15744644	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_023634155.1	Falco peregrinus	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	15744644	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR1	assembly_gap	present_truncated	R2	locus at coverage 0.59, truncated at a contig edge or an N-run	0.5934	25926	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR2	assembly_gap	present_truncated	R2	locus at coverage 0.34, truncated at a contig edge or an N-run	0.3381	25926	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.86 >= 0.7	0.8574	25926	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397465.1	Furnarius figulus	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	55547	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397465.1	Furnarius figulus	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	55547	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397465.1	Furnarius figulus	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	55547	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_964237585.1	Gallinula chloropus	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3673000	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_964237585.1	Gallinula chloropus	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3673000	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_964237585.1	Gallinula chloropus	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3673000	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_016699485.2	Gallus gallus	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	18834961	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_016699485.2	Gallus gallus	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	18834961	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_016699485.2	Gallus gallus	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	18834961	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_030936135.1	Gavia stellata	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	13765203	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_030936135.1	Gavia stellata	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	13765203	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_030936135.1	Gavia stellata	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	13765203	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013389885.1	Geococcyx californianus	Aves	ITPR1	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	47040	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013389885.1	Geococcyx californianus	Aves	ITPR2	tblastn_trace	present_fragmented	R4	0.95 of the reference reassembled from 5 contigs outside every locus the aligner found, bar 0.137	0	47040	0	1	0	0.9537	1.1104	5	no_neighbourhood		12	1	11 of 12 regions have no flanking gene at all; the best has 1 informative neighbours against the 4 the caller needs
GCA_013389885.1	Geococcyx californianus	Aves	ITPR3	tblastn_trace	present_fragmented	R4	0.93 of the reference reassembled from 4 contigs outside every locus the aligner found, bar 0.137	0	47040	0	1	0	0.9251	1.1142	4	no_neighbourhood		12	1	11 of 12 regions have no flanking gene at all; the best has 1 informative neighbours against the 4 the caller needs
GCA_013401295.1	Glareola pratincola	Aves	ITPR1	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	39898	0	1	2	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013401295.1	Glareola pratincola	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 0.74 >= 0.7	0.7444	39898	0	1	2	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013401295.1	Glareola pratincola	Aves	ITPR3	assembly_gap	present_truncated	R2	locus at coverage 0.61, truncated at a contig edge or an N-run	0.6107	39898	0	1	2	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397955.1	Grantiella picta	Aves	ITPR1	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	100624	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397955.1	Grantiella picta	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	100624	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397955.1	Grantiella picta	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	100624	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	17075888	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	17075888	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	17075888	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	4576000	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	4576000	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	4576000	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_020745705.1	Hemiprocne comata	Aves	ITPR1	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	20531774	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_020745705.1	Hemiprocne comata	Aves	ITPR2	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	20531774	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_020745705.1	Hemiprocne comata	Aves	ITPR3	found_no_annotation	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	20531774	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400075.1	Hippolais icterina	Aves	ITPR1	assembly_gap	present_truncated	R2	locus at coverage 0.52, truncated at a contig edge or an N-run	0.5185	64762	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400075.1	Hippolais icterina	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 0.99 >= 0.7	0.9885	64762	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400075.1	Hippolais icterina	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	64762	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013401035.1	Horornis vulcanius	Aves	ITPR1	tblastn_trace	present_fragmented	R4	0.26 of the reference reassembled from 7 contigs outside every locus the aligner found, bar 0.137	0	3129	0	1	4	0.2565	0.2717	7	no_neighbourhood		12	0	12 of 12 regions have no flanking gene at all; the best has 0 informative neighbours against the 4 the caller needs
GCA_013401035.1	Horornis vulcanius	Aves	ITPR2	assembly_gap	present_truncated	R2	locus at coverage 0.18, truncated at a contig edge or an N-run	0.1804	3129	0	1	4	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013401035.1	Horornis vulcanius	Aves	ITPR3	assembly_gap	present_truncated	R2	locus at coverage 0.20, truncated at a contig edge or an N-run	0.2019	3129	0	1	4	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR1	tblastn_trace	present_fragmented	R4	0.84 of the reference reassembled from 9 contigs outside every locus the aligner found, bar 0.137	0	23460	0	1	0	0.8359	0.9252	9	no_neighbourhood		12	2	11 of 12 regions have no flanking gene at all; the best has 2 informative neighbours against the 4 the caller needs
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR2	tblastn_trace	present_fragmented	R4	0.74 of the reference reassembled from 5 contigs outside every locus the aligner found, bar 0.137	0	23460	0	1	0	0.7419	0.8459	5	no_neighbourhood		12	2	11 of 12 regions have no flanking gene at all; the best has 2 informative neighbours against the 4 the caller needs
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	23460	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_015883425.2	Lamprotornis superbus	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	150307	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_015883425.2	Lamprotornis superbus	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	150307	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_015883425.2	Lamprotornis superbus	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	150307	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_964417175.1	Larus argentatus	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3525167	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_964417175.1	Larus argentatus	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3525167	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_964417175.1	Larus argentatus	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	3525167	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_037157495.1	Lathamus discolor	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	19972387	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_037157495.1	Lathamus discolor	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	19972387	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_037157495.1	Lathamus discolor	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	19972387	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400445.1	Leiothrix lutea	Aves	ITPR1	tblastn_trace	present_fragmented	R4	0.73 of the reference reassembled from 5 contigs outside every locus the aligner found, bar 0.137	0	27764	0	1	0	0.7262	0.7913	5	no_neighbourhood		6	2	4 of 6 regions have no flanking gene at all; the best has 2 informative neighbours against the 4 the caller needs
GCA_013400445.1	Leiothrix lutea	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	27764	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400445.1	Leiothrix lutea	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	27764	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_034619465.1	Leptosomus discolor	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	8826436	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_034619465.1	Leptosomus discolor	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	8826436	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_034619465.1	Leptosomus discolor	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	8826436	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR1	assembly_gap	present_truncated	R2	locus at coverage 0.50, truncated at a contig edge or an N-run	0.4959	104200	0	1	6	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR2	assembly_gap	present_truncated	R2	locus at coverage 0.54, truncated at a contig edge or an N-run	0.5363	104200	0	1	6	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR3	assembly_gap	present_truncated	R2	locus at coverage 0.41, truncated at a contig edge or an N-run	0.4052	104200	0	1	6	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	tblastn_trace	present_fragmented	R4	0.49 of the reference reassembled from 6 contigs outside every locus the aligner found, bar 0.137	0	21257	0	1	0	0.4905	0.5171	6	no_neighbourhood		12	0	12 of 12 regions have no flanking gene at all; the best has 0 informative neighbours against the 4 the caller needs
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	tblastn_trace	present_fragmented	R4	0.72 of the reference reassembled from 5 contigs outside every locus the aligner found, bar 0.137	0	21257	0	1	0	0.7189	0.8011	5	no_neighbourhood		12	0	12 of 12 regions have no flanking gene at all; the best has 0 informative neighbours against the 4 the caller needs
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.98 >= 0.7	0.9801	21257	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	211346	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	211346	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013398455.1	Loxia curvirostra	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	211346	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_001715985.3	Manacus vitellinus	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	290580	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_001715985.3	Manacus vitellinus	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	290580	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_001715985.3	Manacus vitellinus	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.99 >= 0.7	0.9888	290580	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013396355.1	Menura novaehollandiae	Aves	ITPR1	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	85461	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013396355.1	Menura novaehollandiae	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	85461	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013396355.1	Menura novaehollandiae	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	85461	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000691845.1	Merops nubicus	Aves	ITPR1	assembly_gap	present_truncated	R2	locus at coverage 0.33, truncated at a contig edge or an N-run	0.3293	24675	0	1	4	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000691845.1	Merops nubicus	Aves	ITPR2	assembly_gap	present_truncated	R2	locus at coverage 0.46, truncated at a contig edge or an N-run	0.4552	24675	0	1	4	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000691845.1	Merops nubicus	Aves	ITPR3	assembly_gap	present_truncated	R2	locus at coverage 0.51, truncated at a contig edge or an N-run	0.5083	24675	0	1	4	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	22740	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR2	fragment	present_partial	R3	locus at coverage 0.61 with no assembly excuse	0.6148	22740	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.96 >= 0.7	0.9576	22740	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR1	assembly_gap	present_truncated	R2	locus at coverage 0.62, truncated at a contig edge or an N-run	0.6189	72805	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	72805	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	present_fragmented	R4	0.79 of the reference reassembled from 5 contigs outside every locus the aligner found, bar 0.137	0	72805	0	1	0	0.794	0.9956	5	corroborated	ITPR3	2	10	2 of 2 reachable regions call ITPR3
GCF_035582795.1	Mycteria americana	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	36845572	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_035582795.1	Mycteria americana	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	36845572	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_035582795.1	Mycteria americana	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	36845572	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397015.1	Myiagra hebetior	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	66181	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397015.1	Myiagra hebetior	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 0.99 >= 0.7	0.9885	66181	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013397015.1	Myiagra hebetior	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	66181	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR1	tblastn_trace	present_fragmented	R4	0.19 of the reference reassembled from 6 contigs outside every locus the aligner found, bar 0.137	0	10653	0	1	1	0.1866	0.203	6	no_neighbourhood		12	0	12 of 12 regions have no flanking gene at all; the best has 0 informative neighbours against the 4 the caller needs
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 0.74 >= 0.7	0.7374	10653	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR3	tblastn_trace	present_fragmented	R4	0.66 of the reference reassembled from 10 contigs outside every locus the aligner found, bar 0.137	0	10653	0	1	1	0.6587	0.7776	10	no_neighbourhood		12	0	12 of 12 regions have no flanking gene at all; the best has 0 informative neighbours against the 4 the caller needs
GCA_013400695.1	Neodrepanis coruscans	Aves	ITPR1	tblastn_trace	present_fragmented	R4	0.27 of the reference reassembled from 9 contigs outside every locus the aligner found, bar 0.137	0	7054	0	1	4	0.2703	0.2743	9	no_neighbourhood		12	0	12 of 12 regions have no flanking gene at all; the best has 0 informative neighbours against the 4 the caller needs
GCA_013400695.1	Neodrepanis coruscans	Aves	ITPR2	fragment	present_partial	R3	locus at coverage 0.19 with no assembly excuse	0.187	7054	0	1	4	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013400695.1	Neodrepanis coruscans	Aves	ITPR3	assembly_gap	present_truncated	R2	locus at coverage 0.13, truncated at a contig edge or an N-run	0.1345	7054	0	1	4	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000696875.1	Nestor notabilis	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	0.9971	26546	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000696875.1	Nestor notabilis	Aves	ITPR2	assembly_gap	present_truncated	R2	locus at coverage 0.62, truncated at a contig edge or an N-run	0.6237	26546	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_000696875.1	Nestor notabilis	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 0.99 >= 0.7	0.9887	26546	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_047370975.1	Nipponia nippon	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	56735934	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_047370975.1	Nipponia nippon	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	56735934	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_047370975.1	Nipponia nippon	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	56735934	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	95599	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	95599	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	95599	0	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	23231768	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_013368605.1	Nyctibius grandis	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	23231768	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_013368605.1	Nyctibius grandis	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	23231768	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	28894	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	found_unannotated	present_single_locus	R1	one locus at coverage 0.77 >= 0.7	0.7678	28894	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	28894	0	1	1	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR1	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	14274197	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR2	found_annotated	present_single_locus	R1	one locus at coverage 1.00 >= 0.7	1	14274197	1	1	0	0	0	0	not_asked		0	0	the aligner placed this gene; synteny was not asked to
