panel	accession	organism	vclass	cell	full_found	full_coverage	full_bait	panel_found	panel_coverage	panel_bait	direction	full_coverage_distance_from_bar
basal_only	GCF_003957555.1	Calypte anna	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_003957555.1	Calypte anna	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_003957555.1	Calypte anna	Aves	ITPR3	1	0.9854	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.2854
basal_only	GCF_003957555.1	Calypte anna	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_003957555.1	Calypte anna	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_003957555.1	Calypte anna	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_003957555.1	Calypte anna	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_003957555.1	Calypte anna	Aves	ITPR3	1	0.9854	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.2854
basal_only	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR1	1	1.0	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0	0.0		loss	0.3
basal_only	GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR3	1	1.0	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0	0.0		loss	0.3
basal_only	GCF_009764475.1	Pristis pectinata	Chondrichthyes	RYR	1	0.9972	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0	0.0		loss	0.2972
no_ryr_control	GCF_009764475.1	Pristis pectinata	Chondrichthyes	RYR	1	0.9972	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0	0.0		loss	0.2972
drop_ITPR1_baits	GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR1	1	1.0	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR3	1	1.0	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0	0.0		loss	0.3
basal_only	GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_009769465.1	Tauraco erythrolophus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_009769465.1	Tauraco erythrolophus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_011004845.1	Esox lucius	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_011004845.1	Esox lucius	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_011004845.1	Esox lucius	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_011004845.1	Esox lucius	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_011004845.1	Esox lucius	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_011004845.1	Esox lucius	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_011004845.1	Esox lucius	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_011004845.1	Esox lucius	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_013368605.1	Nyctibius grandis	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_013368605.1	Nyctibius grandis	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_013368605.1	Nyctibius grandis	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_013368605.1	Nyctibius grandis	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_013368605.1	Nyctibius grandis	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_013368605.1	Nyctibius grandis	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_014839835.1	Dryobates pubescens	Aves	ITPR1	1	0.9971	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.2971
basal_only	GCF_014839835.1	Dryobates pubescens	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_014839835.1	Dryobates pubescens	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCF_014839835.1	Dryobates pubescens	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_014839835.1	Dryobates pubescens	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_014839835.1	Dryobates pubescens	Aves	ITPR1	1	0.9971	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.2971
drop_ITPR2_baits	GCF_014839835.1	Dryobates pubescens	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_014839835.1	Dryobates pubescens	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_016433145.1	Gracilinanus agilis	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_016433145.1	Gracilinanus agilis	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_016699485.2	Gallus gallus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_016699485.2	Gallus gallus	Aves	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
basal_only	GCF_016699485.2	Gallus gallus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_016699485.2	Gallus gallus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_016699485.2	Gallus gallus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_016699485.2	Gallus gallus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_016699485.2	Gallus gallus	Aves	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_016699485.2	Gallus gallus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_016859285.1	Xiphias gladius	Actinopteri	RYR	1	0.997	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.297
no_ryr_control	GCF_016859285.1	Xiphias gladius	Actinopteri	RYR	1	0.997	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.297
drop_ITPR1_baits	GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR1	1	1.0	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0	0.0		loss	0.3
basal_only	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR3	1	1.0	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0	0.0		loss	0.3
basal_only	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	RYR	1	0.9972	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0	0.0		loss	0.2972
no_ryr_control	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	RYR	1	0.9972	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0	0.0		loss	0.2972
drop_ITPR1_baits	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR1	1	1.0	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR3	1	1.0	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0	0.0		loss	0.3
basal_only	GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
basal_only	GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_017654505.1	Polyodon spathula	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_017654505.1	Polyodon spathula	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_017976375.1	Cuculus canorus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_017976375.1	Cuculus canorus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_017976375.1	Cuculus canorus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_017976375.1	Cuculus canorus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_017976375.1	Cuculus canorus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_017976375.1	Cuculus canorus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_017976375.1	Cuculus canorus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_017976375.1	Cuculus canorus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_018139145.2	Gymnogyps californianus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_018139145.2	Gymnogyps californianus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_018139145.2	Gymnogyps californianus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_018139145.2	Gymnogyps californianus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_018139145.2	Gymnogyps californianus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_018139145.2	Gymnogyps californianus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_018139145.2	Gymnogyps californianus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_018139145.2	Gymnogyps californianus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_018320785.1	Cheilinus undulatus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_018320785.1	Cheilinus undulatus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_018691265.1	Tyto alba	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_018691265.1	Tyto alba	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_018691265.1	Tyto alba	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_018691265.1	Tyto alba	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_018691265.1	Tyto alba	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_018691265.1	Tyto alba	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_018691265.1	Tyto alba	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_018691265.1	Tyto alba	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
basal_only	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	1	1.0	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0	0.0		loss	0.3
basal_only	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	1	1.0	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0	0.0		loss	0.3
no_ryr_control	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	1	1.0	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
drop_ITPR3_baits	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	1	1.0	A0A4W3GWE7|ITPR3|Callorhinchus_milii	0	0.0		loss	0.3
basal_only	GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	1	1.0	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0	0.0		loss	0.3
basal_only	GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
basal_only	GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	1	1.0	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
