accession	organism	vclass	cell	ledger_status	gene_present	has_reference_proteome	proteome_id	n_family_protein_records_species	n_records_resolving_to_any_cell	n_records_resolving_to_cell	recovery_channel
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR3	fragment	1	1	UP001057452	11	4	0	genome_only:no_record_resolves_to_this_paralog
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	RYR	found_unannotated	1	1	UP001057452	11	4	4	protein_database_and_genome
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR1	found_annotated	1	1	UP001148018	13	6	0	genome_only:no_record_resolves_to_this_paralog
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR2	found_annotated	1	1	UP001148018	13	6	0	genome_only:no_record_resolves_to_this_paralog
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR3	found_annotated	1	1	UP001148018	13	6	0	genome_only:no_record_resolves_to_this_paralog
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	RYR	found_annotated	1	1	UP001148018	13	6	6	protein_database_and_genome
GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_028571685.1	Heterohyrax brucei	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR1	found_annotated	1	1	UP001221898	16	8	2	protein_database_and_genome
GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR2	found_annotated	1	1	UP001221898	16	8	1	protein_database_and_genome
GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR3	found_annotated	1	1	UP001221898	16	8	1	protein_database_and_genome
GCA_029706075.1	Aldrovandia affinis	Actinopteri	RYR	found_unannotated	1	1	UP001221898	16	8	4	protein_database_and_genome
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR1	found_unannotated	1	1	UP001228049	18	3	0	genome_only:no_record_resolves_to_this_paralog
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR2	found_unannotated	1	1	UP001228049	18	3	0	genome_only:no_record_resolves_to_this_paralog
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR3	found_unannotated	1	1	UP001228049	18	3	0	genome_only:no_record_resolves_to_this_paralog
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	RYR	found_annotated	1	1	UP001228049	18	3	3	protein_database_and_genome
GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR1	found_unannotated	1	1	UP001266305	13	0	0	genome_only:records_exist_but_none_full_length
GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR2	found_unannotated	1	1	UP001266305	13	0	0	genome_only:records_exist_but_none_full_length
GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR3	found_unannotated	1	1	UP001266305	13	0	0	genome_only:records_exist_but_none_full_length
GCA_031835075.1	Saguinus oedipus	Mammalia	RYR	found_unannotated	1	1	UP001266305	13	0	0	genome_only:records_exist_but_none_full_length
GCA_032275445.1	Crypturellus soui	Aves	ITPR1	found_no_annotation	1	1	UP000545332	7	1	0	genome_only:no_record_resolves_to_this_paralog
GCA_032275445.1	Crypturellus soui	Aves	ITPR2	found_no_annotation	1	1	UP000545332	7	1	0	genome_only:no_record_resolves_to_this_paralog
GCA_032275445.1	Crypturellus soui	Aves	ITPR3	found_no_annotation	1	1	UP000545332	7	1	0	genome_only:no_record_resolves_to_this_paralog
GCA_032275445.1	Crypturellus soui	Aves	RYR	found_no_annotation	1	1	UP000545332	7	1	1	protein_database_and_genome
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR1	found_annotated	1	1	UP001279410	22	2	0	genome_only:no_record_resolves_to_this_paralog
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR2	found_annotated	1	1	UP001279410	22	2	0	genome_only:no_record_resolves_to_this_paralog
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	found_unannotated	1	1	UP001279410	22	2	0	genome_only:no_record_resolves_to_this_paralog
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	found_unannotated	1	1	UP001279410	22	2	2	protein_database_and_genome
GCA_035590135.1	Circaetus pectoralis	Aves	ITPR1	found_no_annotation	1	1	UP000562238	3	0	0	genome_only:records_exist_but_none_full_length
GCA_035590135.1	Circaetus pectoralis	Aves	ITPR2	found_no_annotation	1	1	UP000562238	3	0	0	genome_only:records_exist_but_none_full_length
GCA_035590135.1	Circaetus pectoralis	Aves	ITPR3	found_no_annotation	1	1	UP000562238	3	0	0	genome_only:records_exist_but_none_full_length
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	found_no_annotation	1	1	UP000562238	3	0	0	genome_only:records_exist_but_none_full_length
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR1	found_unannotated	1	1	UP001529510	13	0	0	genome_only:records_exist_but_none_full_length
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR2	found_unannotated	1	1	UP001529510	13	0	0	genome_only:records_exist_but_none_full_length
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR3	found_unannotated	1	1	UP001529510	13	0	0	genome_only:records_exist_but_none_full_length
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	RYR	found_unannotated	1	1	UP001529510	13	0	0	genome_only:records_exist_but_none_full_length
GCA_036250305.1	Ataeniobius toweri	Actinopteri	ITPR1	assembly_gap	1	1	UP001345963	39	2	0	genome_only:no_record_resolves_to_this_paralog
GCA_036250305.1	Ataeniobius toweri	Actinopteri	ITPR2	assembly_gap	1	1	UP001345963	39	2	0	genome_only:no_record_resolves_to_this_paralog
GCA_036250305.1	Ataeniobius toweri	Actinopteri	ITPR3	assembly_gap	1	1	UP001345963	39	2	0	genome_only:no_record_resolves_to_this_paralog
GCA_036250305.1	Ataeniobius toweri	Actinopteri	RYR	found_annotated	1	1	UP001345963	39	2	2	protein_database_and_genome
GCA_036250325.1	Characodon lateralis	Actinopteri	ITPR1	assembly_gap	1	1	UP001352852	46	0	0	genome_only:records_exist_but_none_full_length
GCA_036250325.1	Characodon lateralis	Actinopteri	ITPR2	assembly_gap	1	1	UP001352852	46	0	0	genome_only:records_exist_but_none_full_length
GCA_036250325.1	Characodon lateralis	Actinopteri	ITPR3	assembly_gap	1	1	UP001352852	46	0	0	genome_only:records_exist_but_none_full_length
GCA_036250325.1	Characodon lateralis	Actinopteri	RYR	assembly_gap	1	1	UP001352852	46	0	0	genome_only:records_exist_but_none_full_length
GCA_040091285.1	Ameca splendens	Actinopteri	ITPR1	assembly_gap	1	1	UP001469553	52	2	0	genome_only:no_record_resolves_to_this_paralog
GCA_040091285.1	Ameca splendens	Actinopteri	ITPR2	assembly_gap	1	1	UP001469553	52	2	0	genome_only:no_record_resolves_to_this_paralog
GCA_040091285.1	Ameca splendens	Actinopteri	ITPR3	assembly_gap	1	1	UP001469553	52	2	0	genome_only:no_record_resolves_to_this_paralog
GCA_040091285.1	Ameca splendens	Actinopteri	RYR	assembly_gap	1	1	UP001469553	52	2	2	protein_database_and_genome
GCA_040091305.1	Ilyodon furcidens	Actinopteri	ITPR1	assembly_gap	1	1	UP001482620	47	0	0	genome_only:records_exist_but_none_full_length
GCA_040091305.1	Ilyodon furcidens	Actinopteri	ITPR2	assembly_gap	1	1	UP001482620	47	0	0	genome_only:records_exist_but_none_full_length
GCA_040091305.1	Ilyodon furcidens	Actinopteri	ITPR3	assembly_gap	1	1	UP001482620	47	0	0	genome_only:records_exist_but_none_full_length
GCA_040091305.1	Ilyodon furcidens	Actinopteri	RYR	assembly_gap	1	1	UP001482620	47	0	0	genome_only:records_exist_but_none_full_length
GCA_040091325.1	Goodea atripinnis	Actinopteri	ITPR1	assembly_gap	1	1	UP001476798	34	0	0	genome_only:records_exist_but_none_full_length
GCA_040091325.1	Goodea atripinnis	Actinopteri	ITPR2	assembly_gap	1	1	UP001476798	34	0	0	genome_only:records_exist_but_none_full_length
GCA_040091325.1	Goodea atripinnis	Actinopteri	ITPR3	assembly_gap	1	1	UP001476798	34	0	0	genome_only:records_exist_but_none_full_length
GCA_040091325.1	Goodea atripinnis	Actinopteri	RYR	assembly_gap	1	1	UP001476798	34	0	0	genome_only:records_exist_but_none_full_length
GCA_040091335.1	Xenoophorus captivus	Actinopteri	ITPR1	assembly_gap	1	1	UP001434883	34	0	0	genome_only:records_exist_but_none_full_length
GCA_040091335.1	Xenoophorus captivus	Actinopteri	ITPR2	assembly_gap	1	1	UP001434883	34	0	0	genome_only:records_exist_but_none_full_length
GCA_040091335.1	Xenoophorus captivus	Actinopteri	ITPR3	assembly_gap	1	1	UP001434883	34	0	0	genome_only:records_exist_but_none_full_length
GCA_040091335.1	Xenoophorus captivus	Actinopteri	RYR	found_unannotated	1	1	UP001434883	34	0	0	genome_only:records_exist_but_none_full_length
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	ITPR1	assembly_gap	1	1	UP001444071	33	0	0	genome_only:records_exist_but_none_full_length
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	ITPR2	assembly_gap	1	1	UP001444071	33	0	0	genome_only:records_exist_but_none_full_length
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	ITPR3	assembly_gap	1	1	UP001444071	33	0	0	genome_only:records_exist_but_none_full_length
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	RYR	assembly_gap	1	1	UP001444071	33	0	0	genome_only:records_exist_but_none_full_length
GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR1	found_no_annotation	1	1	UP000736164	4	4	0	genome_only:no_record_resolves_to_this_paralog
GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR2	found_no_annotation	1	1	UP000736164	4	4	1	protein_database_and_genome
GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR3	found_no_annotation	1	1	UP000736164	4	4	1	protein_database_and_genome
GCA_043380575.1	Atractosteus spatula	Actinopteri	RYR	found_no_annotation	1	1	UP000736164	4	4	2	protein_database_and_genome
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_047511595.1	Polymixia lowei	Actinopteri	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_047511595.1	Polymixia lowei	Actinopteri	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_047511595.1	Polymixia lowei	Actinopteri	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_047511595.1	Polymixia lowei	Actinopteri	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_048126345.2	Notoryctes typhlops	Mammalia	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_048126345.2	Notoryctes typhlops	Mammalia	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_048126345.2	Notoryctes typhlops	Mammalia	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_048126345.2	Notoryctes typhlops	Mammalia	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_048569125.1	Diretmus argenteus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_048569125.1	Diretmus argenteus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_048569125.1	Diretmus argenteus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_048569125.1	Diretmus argenteus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_050084785.1	Liparis tanakae	Actinopteri	ITPR1	found_no_annotation	1	1	UP000314294	33	0	0	genome_only:records_exist_but_none_full_length
GCA_050084785.1	Liparis tanakae	Actinopteri	ITPR2	found_no_annotation	1	1	UP000314294	33	0	0	genome_only:records_exist_but_none_full_length
GCA_050084785.1	Liparis tanakae	Actinopteri	ITPR3	found_no_annotation	1	1	UP000314294	33	0	0	genome_only:records_exist_but_none_full_length
GCA_050084785.1	Liparis tanakae	Actinopteri	RYR	found_no_annotation	1	1	UP000314294	33	0	0	genome_only:records_exist_but_none_full_length
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	ITPR1	assembly_gap	1	0		0	0	0	genome_only:no_reference_proteome
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	ITPR2	assembly_gap	1	0		0	0	0	genome_only:no_reference_proteome
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	ITPR3	assembly_gap	1	0		0	0	0	genome_only:no_reference_proteome
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	RYR	assembly_gap	1	0		0	0	0	genome_only:no_reference_proteome
GCA_054084135.1	Copsychus sechellarum	Aves	ITPR1	found_no_annotation	1	1	UP000659062	7	1	0	genome_only:no_record_resolves_to_this_paralog
GCA_054084135.1	Copsychus sechellarum	Aves	ITPR2	found_no_annotation	1	1	UP000659062	7	1	0	genome_only:no_record_resolves_to_this_paralog
GCA_054084135.1	Copsychus sechellarum	Aves	ITPR3	found_no_annotation	1	1	UP000659062	7	1	0	genome_only:no_record_resolves_to_this_paralog
GCA_054084135.1	Copsychus sechellarum	Aves	RYR	found_no_annotation	1	1	UP000659062	7	1	1	protein_database_and_genome
GCA_054099775.1	Steatornis caripensis	Aves	ITPR1	found_annotated	1	1	UP000516988	6	0	0	genome_only:records_exist_but_none_full_length
GCA_054099775.1	Steatornis caripensis	Aves	ITPR2	found_annotated	1	1	UP000516988	6	0	0	genome_only:records_exist_but_none_full_length
GCA_054099775.1	Steatornis caripensis	Aves	ITPR3	found_annotated	1	1	UP000516988	6	0	0	genome_only:records_exist_but_none_full_length
GCA_054099775.1	Steatornis caripensis	Aves	RYR	found_annotated	1	1	UP000516988	6	0	0	genome_only:records_exist_but_none_full_length
GCA_054644205.1	Lestoros inca	Mammalia	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_054644205.1	Lestoros inca	Mammalia	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_054644205.1	Lestoros inca	Mammalia	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_054644205.1	Lestoros inca	Mammalia	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_054883175.1	Datnioides polota	Actinopteri	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_054883175.1	Datnioides polota	Actinopteri	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_054883175.1	Datnioides polota	Actinopteri	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_054883175.1	Datnioides polota	Actinopteri	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR1	found_no_annotation	1	1	UP001705113	4	4	1	protein_database_and_genome
GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR2	found_no_annotation	1	1	UP001705113	4	4	0	genome_only:no_record_resolves_to_this_paralog
GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR3	found_no_annotation	1	1	UP001705113	4	4	1	protein_database_and_genome
GCA_054883375.1	Arapaima gigas	Actinopteri	RYR	found_no_annotation	1	1	UP001705113	4	4	2	protein_database_and_genome
GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056506795.1	Pristigenys meyeri	Actinopteri	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056776345.1	Spizella passerina	Aves	ITPR1	found_no_annotation	1	1	UP000618746	2	0	0	genome_only:records_exist_but_none_full_length
GCA_056776345.1	Spizella passerina	Aves	ITPR2	found_no_annotation	1	1	UP000618746	2	0	0	genome_only:records_exist_but_none_full_length
GCA_056776345.1	Spizella passerina	Aves	ITPR3	found_no_annotation	1	1	UP000618746	2	0	0	genome_only:records_exist_but_none_full_length
GCA_056776345.1	Spizella passerina	Aves	RYR	found_no_annotation	1	1	UP000618746	2	0	0	genome_only:records_exist_but_none_full_length
GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056783565.1	Hiodon alosoides	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR1	found_no_annotation	1	1	UP000824540	14	3	0	genome_only:no_record_resolves_to_this_paralog
GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR2	found_no_annotation	1	1	UP000824540	14	3	0	genome_only:no_record_resolves_to_this_paralog
GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR3	found_no_annotation	1	1	UP000824540	14	3	0	genome_only:no_record_resolves_to_this_paralog
GCA_056783665.1	Albula glossodonta	Actinopteri	RYR	found_no_annotation	1	1	UP000824540	14	3	3	protein_database_and_genome
GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056824565.1	Stylephorus chordatus	Actinopteri	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR1	found_no_annotation	1	1	UP000549775	4	1	0	genome_only:no_record_resolves_to_this_paralog
GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR2	found_no_annotation	1	1	UP000549775	4	1	0	genome_only:no_record_resolves_to_this_paralog
GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR3	found_no_annotation	1	1	UP000549775	4	1	1	protein_database_and_genome
GCA_058224745.1	Acrocephalus arundinaceus	Aves	RYR	found_no_annotation	1	1	UP000549775	4	1	0	genome_only:no_record_resolves_to_this_paralog
GCA_058707665.1	Platax teira	Actinopteri	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_058707665.1	Platax teira	Actinopteri	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_058707665.1	Platax teira	Actinopteri	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_058707665.1	Platax teira	Actinopteri	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_900312595.1	Guentherus altivela	Actinopteri	ITPR1	assembly_gap	1	0		0	0	0	genome_only:no_reference_proteome
GCA_900312595.1	Guentherus altivela	Actinopteri	ITPR2	tblastn_trace	1	0		0	0	0	genome_only:no_reference_proteome
GCA_900312595.1	Guentherus altivela	Actinopteri	ITPR3	assembly_gap	1	0		0	0	0	genome_only:no_reference_proteome
GCA_900312595.1	Guentherus altivela	Actinopteri	RYR	assembly_gap	1	0		0	0	0	genome_only:no_reference_proteome
GCA_951230385.1	Staurois parvus	Amphibia	ITPR1	found_unannotated	1	1	UP001162483	10	0	0	genome_only:records_exist_but_none_full_length
GCA_951230385.1	Staurois parvus	Amphibia	ITPR2	assembly_gap	1	1	UP001162483	10	0	0	genome_only:records_exist_but_none_full_length
GCA_951230385.1	Staurois parvus	Amphibia	ITPR3	assembly_gap	1	1	UP001162483	10	0	0	genome_only:records_exist_but_none_full_length
GCA_951230385.1	Staurois parvus	Amphibia	RYR	found_unannotated	1	1	UP001162483	10	0	0	genome_only:records_exist_but_none_full_length
GCA_965364685.1	Capros aper	Actinopteri	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_965364685.1	Capros aper	Actinopteri	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_965364685.1	Capros aper	Actinopteri	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_965364685.1	Capros aper	Actinopteri	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_980438365.1	Acanthurus tractus	Actinopteri	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_984656905.1	Parequula melbournensis	Actinopteri	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR1	found_no_annotation	1	1	UP001165941	6	0	0	genome_only:records_exist_but_none_full_length
GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR2	found_no_annotation	1	1	UP001165941	6	0	0	genome_only:records_exist_but_none_full_length
GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR3	found_no_annotation	1	1	UP001165941	6	0	0	genome_only:records_exist_but_none_full_length
GCA_987193245.1	Pontoporia blainvillei	Mammalia	RYR	found_no_annotation	1	1	UP001165941	6	0	0	genome_only:records_exist_but_none_full_length
GCF_000001405.40	Homo sapiens	Mammalia	ITPR1	found_annotated	1	1	UP000005640	46	26	5	protein_database_and_genome
GCF_000001405.40	Homo sapiens	Mammalia	ITPR2	found_annotated	1	1	UP000005640	46	26	1	protein_database_and_genome
GCF_000001405.40	Homo sapiens	Mammalia	ITPR3	found_annotated	1	1	UP000005640	46	26	3	protein_database_and_genome
GCF_000001405.40	Homo sapiens	Mammalia	RYR	found_annotated	1	1	UP000005640	46	26	17	protein_database_and_genome
GCF_000001635.27	Mus musculus	Mammalia	ITPR1	found_annotated	1	1	UP000000589	23	6	1	protein_database_and_genome
GCF_000001635.27	Mus musculus	Mammalia	ITPR2	found_annotated	1	1	UP000000589	23	6	1	protein_database_and_genome
GCF_000001635.27	Mus musculus	Mammalia	ITPR3	found_annotated	1	1	UP000000589	23	6	1	protein_database_and_genome
GCF_000001635.27	Mus musculus	Mammalia	RYR	found_annotated	1	1	UP000000589	23	6	3	protein_database_and_genome
GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR1	found_annotated	1	1	UP000008143	37	25	12	protein_database_and_genome
GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR2	found_annotated	1	1	UP000008143	37	25	4	protein_database_and_genome
GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR3	found_annotated	1	1	UP000008143	37	25	2	protein_database_and_genome
GCF_000004195.4	Xenopus tropicalis	Amphibia	RYR	found_annotated	1	1	UP000008143	37	25	7	protein_database_and_genome
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	ITPR1	found_annotated	1	1	UP000248480	6	5	1	protein_database_and_genome
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	ITPR2	found_annotated	1	1	UP000248480	6	5	1	protein_database_and_genome
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	ITPR3	found_annotated	1	1	UP000248480	6	5	1	protein_database_and_genome
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	RYR	found_annotated	1	1	UP000248480	6	5	2	protein_database_and_genome
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR1	found_annotated	1	1	UP000694850	6	5	1	protein_database_and_genome
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR2	found_annotated	1	1	UP000694850	6	5	1	protein_database_and_genome
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR3	found_annotated	1	1	UP000694850	6	5	1	protein_database_and_genome
GCF_000298275.1	Orycteropus afer afer	Mammalia	RYR	found_annotated	1	1	UP000694850	6	5	2	protein_database_and_genome
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_000687185.1	Egretta garzetta	Aves	ITPR1	found_annotated	1	1	UP000053119	2	2	1	protein_database_and_genome
