accession	organism	vclass	cell	bait	bait_species	bait_band	bait_group	bait_origin	identity	coverage	aligned	found
GCF_018691265.1	Tyto alba	Aves	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9366	0.9968	1	1
GCF_018691265.1	Tyto alba	Aves	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.9631	0.996	1	1
GCF_018691265.1	Tyto alba	Aves	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6624	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.8533	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.82	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8497	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.863	0.9968	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.8699	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.8718	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.8704	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.8697	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.846	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7192	0.9876	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7308	0.9885	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8034	0.9885	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.8119	0.9885	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.8116	0.9885	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.8074	0.9885	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.8049	0.9885	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.8051	0.9885	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7466	0.9981	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7404	0.9917	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.7867	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.7967	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.8007	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.9972	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.7745	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.7758	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.7921	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7426	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.6692	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.813	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.6804	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.9984	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.657	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.6801	1.0	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.6807	0.9958	1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.8102	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.7779	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.753	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.7914	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.7996	0.995	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.8021	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.8063	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.8039	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.8032	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.7814	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7337	0.9985	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7291	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8019	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.8168	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.8144	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.8107	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.8072	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.8041	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7334	0.9921	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7419	0.9928	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.7737	0.9974	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.786	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.79	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7527	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.7672	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.772	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.7871	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7358	0.997	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8574	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6766	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.8804	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6799	0.9972	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6849	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.882	1.0	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.8839	0.996	1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6644	0.9393	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.8656	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8294	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8883	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.9454	0.995	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.9517	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.972	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.9688	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.9422	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.8658	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7509	0.9985	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7528	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8852	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.9341	0.9993	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.93	0.9993	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9496	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.9352	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.9082	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7534	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.746	0.992	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8436	0.9944	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.8972	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.9056	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7841	0.9954	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.9229	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.942	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.8936	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7696	0.9944	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8518	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.668	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.9289	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6738	0.9972	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6806	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9578	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.9257	1.0	1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6592	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.9067	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.841	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8242	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.8265	0.995	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.8302	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.8351	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.8332	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.8344	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.7989	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7494	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7961	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.7273	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.7356	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.7363	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.7327	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.7277	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.7271	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.8809	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.807	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.7349	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.7483	0.9981	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.7532	0.9981	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7319	0.9985	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.7383	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.7438	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.7447	0.9981	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7048	0.9959	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8635	1.0	1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6537	1.0	1	1
