accession	organism	vclass	cell	status	grade	found	control	control_reason	false_negative	s15_state	s15_rule	level	annotated_assembly	annotation_source	contig_n50	scaffold_n50	total_length_bp	spans_gene	best_coverage	recon_coverage
GCF_000691975.1	Corvus brachyrhynchos	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	29093	6953989	1091312783	0	1.0	0.0
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	22740	47102	1087290853	0	1.0	0.0
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR2	fragment	fragment	0	itpr_present	S15a present_partial (R3)	1	present_partial	R3	Scaffold	Y	RefSeq	22740	47102	1087290853	0	0.6148	0.0
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	22740	47102	1087290853	0	0.9576	0.0
GCF_000695765.1	Mesitornis unicolor	Aves	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	RefSeq	22740	47102	1087290853	0	0.4636	0.0
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	20602	64469	1035876403	0	0.9946	0.0
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR2	fragment	fragment	0	itpr_present	S15a present_partial (R3)	1	present_partial	R3	Scaffold	Y	RefSeq	20602	64469	1035876403	0	0.6148	0.0
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	20602	64469	1035876403	0	0.7918	0.0
GCF_000695815.1	Acanthisitta chloris	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	20602	64469	1035876403	0	0.9455	0.0
GCF_000696875.1	Nestor notabilis	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	26546	61475	1053559886	0	0.9971	0.0
GCF_000696875.1	Nestor notabilis	Aves	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	RefSeq	26546	61475	1053559886	0	0.6237	0.0
GCF_000696875.1	Nestor notabilis	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	26546	61475	1053559886	0	0.9887	0.0
GCF_000696875.1	Nestor notabilis	Aves	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	RefSeq	26546	61475	1053559886	0	0.5058	0.0
GCF_000698965.1	Struthio camelus australis	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	34997	3593425	1225025301	0	0.7236	0.0
GCF_000698965.1	Struthio camelus australis	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	34997	3593425	1225025301	0	0.9885	0.0
GCF_000698965.1	Struthio camelus australis	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	34997	3593425	1225025301	0	1.0	0.0
GCF_000698965.1	Struthio camelus australis	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	34997	3593425	1225025301	0	0.9974	0.0
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	22195	5118896	1216600033	0	1.0	0.0
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	22195	5118896	1216600033	0	0.9885	0.0
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	22195	5118896	1216600033	0	0.991	0.0
GCF_000699105.1	Pygoscelis adeliae	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	22195	5118896	1216600033	0	0.9974	0.0
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	31730	5071598	1254347440	0	1.0	0.0
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	31730	5071598	1254347440	0	0.9885	0.0
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	31730	5071598	1254347440	0	0.991	0.0
GCF_000699145.1	Aptenodytes forsteri	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	31730	5071598	1254347440	0	0.9455	0.0
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	26448	49530	1069324295	0	0.9705	0.0
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR2	fragment	fragment	0	itpr_present	S15a present_partial (R3)	1	present_partial	R3	Scaffold	Y	RefSeq	26448	49530	1069324295	0	0.6152	0.0
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	26448	49530	1069324295	0	0.9906	0.0
GCF_000699245.1	Pterocles gutturalis	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	26448	49530	1069324295	0	0.7403	0.0
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	22170	46377	1118829799	0	0.9917	0.0
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR2	tblastn_trace	trace	0	itpr_present	S15a present_fragmented (R4)	1	present_fragmented	R4	Scaffold	Y	RefSeq	22170	46377	1118829799	0	0.0	0.9519
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	22170	46377	1118829799	0	1.0	0.0
GCF_000700745.2	Antrostomus carolinensis	Aves	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	RefSeq	22170	46377	1118829799	0	0.4318	0.0
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR1	tblastn_trace	trace	0	itpr_present	S15a present_fragmented (R4)	1	present_fragmented	R4	Scaffold	Y	RefSeq	28882	56673	1070836417	0	0.0	0.9205
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR2	tblastn_trace	trace	0	itpr_present	S15a present_fragmented (R4)	1	present_fragmented	R4	Scaffold	Y	RefSeq	28882	56673	1070836417	0	0.0	0.9396
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	28882	56673	1070836417	0	0.9801	0.0
GCF_000703405.1	Apaloderma vittatum	Aves	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	RefSeq	28882	56673	1070836417	0	0.3694	0.0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	29773	246268	1047056493	0	1.0	0.0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	trace	0	itpr_present	S15a present_fragmented (R4)	1	present_fragmented	R4	Scaffold	Y	RefSeq	29773	246268	1047056493	0	0.0	0.953
GCF_000705375.1	Tinamus guttatus	Aves	ITPR3	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	RefSeq	29773	246268	1047056493	0	0.5679	0.0
GCF_000705375.1	Tinamus guttatus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	29773	246268	1047056493	0	0.993	0.0
GCF_000708025.1	Charadrius vociferus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	39278	3657050	1219859583	0	1.0	0.0
GCF_000708025.1	Charadrius vociferus	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	39278	3657050	1219859583	0	0.9885	0.0
GCF_000708025.1	Charadrius vociferus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	39278	3657050	1219859583	0	0.9861	0.0
GCF_000708025.1	Charadrius vociferus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	39278	3657050	1219859583	0	0.993	0.0
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	ITPR1	tblastn_trace	trace	0	itpr_present	S15a present_fragmented (R4)	1	present_fragmented	R4	Scaffold	Y	RefSeq	14587	53203	1065782791	0	0.0	0.9176
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	ITPR2	tblastn_trace	trace	0	itpr_present	S15a present_fragmented (R4)	1	present_fragmented	R4	Scaffold	Y	RefSeq	14587	53203	1065782791	0	0.0	0.9544
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	14587	53203	1065782791	0	0.991	0.0
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	14587	53203	1065782791	0	0.7758	0.0
GCF_000747805.2	Chaetura pelagica	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	30767	3841852	1118724105	0	1.0	0.0
GCF_000747805.2	Chaetura pelagica	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	30767	3841852	1118724105	0	0.783	0.0
GCF_000747805.2	Chaetura pelagica	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	30767	3841852	1118724105	0	0.9906	0.0
GCF_000747805.2	Chaetura pelagica	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	30767	3841852	1118724105	0	0.9974	0.0
GCF_001715985.3	Manacus vitellinus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	290580	17883582	1072328541	1	1.0	0.0
GCF_001715985.3	Manacus vitellinus	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	290580	17883582	1072328541	1	1.0	0.0
GCF_001715985.3	Manacus vitellinus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	290580	17883582	1072328541	1	0.9888	0.0
GCF_001715985.3	Manacus vitellinus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	290580	17883582	1072328541	1	0.9968	0.0
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	95599	3369196	965904370	0	1.0	0.0
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	95599	3369196	965904370	0	1.0	0.0
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	95599	3369196	965904370	0	1.0	0.0
GCF_003342845.1	Nothoprocta perdicaria	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	95599	3369196	965904370	0	0.9974	0.0
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2711962	274391693	2366634374	1	1.0	0.0
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2711962	274391693	2366634374	1	1.0	0.0
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2711962	274391693	2366634374	1	1.0	0.0
GCF_003668045.3	Cricetulus griseus	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	2711962	274391693	2366634374	1	1.0	0.0
GCF_003957555.1	Calypte anna	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	14522327	74081004	1059687259	1	1.0	0.0
GCF_003957555.1	Calypte anna	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	14522327	74081004	1059687259	1	1.0	0.0
GCF_003957555.1	Calypte anna	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	14522327	74081004	1059687259	1	0.9854	0.0
GCF_003957555.1	Calypte anna	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	14522327	74081004	1059687259	1	1.0	0.0
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	15146802	83338043	1859264908	1	1.0	0.0
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	15146802	83338043	1859264908	1	1.0	0.0
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	15146802	83338043	1859264908	1	1.0	0.0
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	15146802	83338043	1859264908	1	1.0	0.0
GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	17009522	101699621	2267840987	1	1.0	0.0
GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	17009522	101699621	2267840987	1	1.0	0.0
GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	17009522	101699621	2267840987	1	1.0	0.0
GCF_009764475.1	Pristis pectinata	Chondrichthyes	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	17009522	101699621	2267840987	1	0.9972	0.0
GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	11927027	85562082	1252271553	1	1.0	0.0
GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	11927027	85562082	1252271553	1	1.0	0.0
GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	11927027	85562082	1252271553	1	1.0	0.0
GCF_009769465.1	Tauraco erythrolophus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	11927027	85562082	1252271553	1	1.0	0.0
GCF_011004845.1	Esox lucius	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	22630263	37473588	918731919	1	1.0	0.0
GCF_011004845.1	Esox lucius	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	22630263	37473588	918731919	1	1.0	0.0
GCF_011004845.1	Esox lucius	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	22630263	37473588	918731919	1	1.0	0.0
GCF_011004845.1	Esox lucius	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	22630263	37473588	918731919	1	1.0	0.0
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	23326060	82577926	1221032548	1	1.0	0.0
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	23326060	82577926	1221032548	1	1.0	0.0
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	23326060	82577926	1221032548	1	1.0	0.0
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	23326060	82577926	1221032548	1	1.0	0.0
GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	26850664	38251172	959241634	1	1.0	0.0
GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	26850664	38251172	959241634	1	1.0	0.0
GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	26850664	38251172	959241634	1	1.0	0.0
GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	26850664	38251172	959241634	1	1.0	0.0
GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	23231768	92359233	1256393467	1	1.0	0.0
GCF_013368605.1	Nyctibius grandis	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	23231768	92359233	1256393467	1	1.0	0.0
GCF_013368605.1	Nyctibius grandis	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	23231768	92359233	1256393467	1	1.0	0.0
GCF_013368605.1	Nyctibius grandis	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	23231768	92359233	1256393467	1	1.0	0.0
GCF_014839835.1	Dryobates pubescens	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	19150283	38715865	1187939694	1	0.9971	0.0
GCF_014839835.1	Dryobates pubescens	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	19150283	38715865	1187939694	1	1.0	0.0
GCF_014839835.1	Dryobates pubescens	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	19150283	38715865	1187939694	1	1.0	0.0
GCF_014839835.1	Dryobates pubescens	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	19150283	38715865	1187939694	1	1.0	0.0
GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	73170	683521856	3701017385	0	1.0	0.0
GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	73170	683521856	3701017385	0	1.0	0.0
GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	73170	683521856	3701017385	0	1.0	0.0
GCF_016433145.1	Gracilinanus agilis	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	73170	683521856	3701017385	0	1.0	0.0
GCF_016699485.2	Gallus gallus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	18834961	90861225	1053315467	1	1.0	0.0
GCF_016699485.2	Gallus gallus	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	18834961	90861225	1053315467	1	1.0	0.0
GCF_016699485.2	Gallus gallus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	18834961	90861225	1053315467	1	1.0	0.0
GCF_016699485.2	Gallus gallus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	18834961	90861225	1053315467	1	1.0	0.0
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	5252707	29220096	691763775	1	1.0	0.0
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	5252707	29220096	691763775	1	1.0	0.0
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	5252707	29220096	691763775	1	1.0	0.0
GCF_016859285.1	Xiphias gladius	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	5252707	29220096	691763775	1	0.997	0.0
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	6544962	169918123	4286294447	1	1.0	0.0
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	6544962	169918123	4286294447	1	1.0	0.0
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	6544962	169918123	4286294447	1	1.0	0.0
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	6544962	169918123	4286294447	1	0.9972	0.0
GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3441286	48906729	1542066908	1	1.0	0.0
GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3441286	48906729	1542066908	1	1.0	0.0
GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3441286	48906729	1542066908	1	1.0	0.0
GCF_017654505.1	Polyodon spathula	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	3441286	48906729	1542066908	1	1.0	0.0
GCF_017976375.1	Cuculus canorus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	20797936	78325852	1180136575	1	1.0	0.0
GCF_017976375.1	Cuculus canorus	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	20797936	78325852	1180136575	1	1.0	0.0
GCF_017976375.1	Cuculus canorus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	20797936	78325852	1180136575	1	1.0	0.0
GCF_017976375.1	Cuculus canorus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	20797936	78325852	1180136575	1	1.0	0.0
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	17075888	85355094	1240248578	1	1.0	0.0
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	17075888	85355094	1240248578	1	1.0	0.0
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	17075888	85355094	1240248578	1	1.0	0.0
GCF_018139145.2	Gymnogyps californianus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	17075888	85355094	1240248578	1	1.0	0.0
