accession	organism	vclass	cell	panel	n_baits	found	best_coverage	best_identity	best_bait
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR3	drop_cartilaginous_fish	35	1	1.0	0.9753	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000298275.1	Orycteropus afer afer	Mammalia	RYR	drop_cartilaginous_fish	35	1	1.0	0.9618	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR1	drop_cyclostome	36	1	1.0	0.9826	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR2	drop_cyclostome	36	1	1.0	0.9789	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR3	drop_cyclostome	36	1	1.0	0.9753	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000298275.1	Orycteropus afer afer	Mammalia	RYR	drop_cyclostome	36	1	1.0	0.9618	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR1	drop_mammal	31	1	1.0	0.948	A0ABM4F3U0|ITPR1|Apteryx_mantelli
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR2	drop_mammal	31	1	1.0	0.9316	A0A672UP22|ITPR2|Strigops_habroptila
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR3	drop_mammal	31	1	1.0	0.8987	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_000298275.1	Orycteropus afer afer	Mammalia	RYR	drop_mammal	31	1	1.0	0.9182	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR1	drop_reptile	34	1	1.0	0.9826	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR2	drop_reptile	34	1	1.0	0.9789	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR3	drop_reptile	34	1	1.0	0.9753	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000298275.1	Orycteropus afer afer	Mammalia	RYR	drop_reptile	34	1	1.0	0.9618	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR1	drop_lobe_finned_fish	35	1	1.0	0.9826	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR2	drop_lobe_finned_fish	35	1	1.0	0.9789	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR3	drop_lobe_finned_fish	35	1	1.0	0.9753	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000298275.1	Orycteropus afer afer	Mammalia	RYR	drop_lobe_finned_fish	35	1	1.0	0.9618	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR1	drop_ITPR1_baits	29	0	0.0	0.0	
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR2	drop_ITPR1_baits	29	1	1.0	0.9789	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR3	drop_ITPR1_baits	29	1	1.0	0.9753	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000298275.1	Orycteropus afer afer	Mammalia	RYR	drop_ITPR1_baits	29	1	1.0	0.9618	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR1	drop_ITPR2_baits	30	1	1.0	0.9826	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR2	drop_ITPR2_baits	30	0	0.0	0.0	
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR3	drop_ITPR2_baits	30	1	1.0	0.9753	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000298275.1	Orycteropus afer afer	Mammalia	RYR	drop_ITPR2_baits	30	1	1.0	0.9618	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR1	drop_ITPR3_baits	28	1	1.0	0.9826	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR2	drop_ITPR3_baits	28	1	1.0	0.9789	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR3	drop_ITPR3_baits	28	0	0.0	0.0	
GCF_000298275.1	Orycteropus afer afer	Mammalia	RYR	drop_ITPR3_baits	28	1	1.0	0.9618	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR1	one_per_cell_nonhuman	4	1	0.996	0.94	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR2	one_per_cell_nonhuman	4	1	1.0	0.8819	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR3	one_per_cell_nonhuman	4	1	0.9944	0.76	H3B932|ITPR3|Latimeria_chalumnae
GCF_000298275.1	Orycteropus afer afer	Mammalia	RYR	one_per_cell_nonhuman	4	1	1.0	0.6739	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	full38	38	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	full38	38	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	full38	38	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	full38	38	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	s3_seeds_only	25	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	s3_seeds_only	25	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	s3_seeds_only	25	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	s3_seeds_only	25	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	labelled_only	35	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	labelled_only	35	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	labelled_only	35	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	labelled_only	35	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	basal_only	3	0	0.0	0.0	
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	basal_only	3	0	0.0	0.0	
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	basal_only	3	0	0.0	0.0	
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	basal_only	3	0	0.0	0.0	
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	no_ryr_control	30	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	no_ryr_control	30	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	no_ryr_control	30	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	no_ryr_control	30	0	0.0	0.0	
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	amniote_only	18	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	amniote_only	18	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	amniote_only	18	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	amniote_only	18	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	human_only	4	1	1.0	0.97	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	human_only	4	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	human_only	4	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	human_only	4	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	drop_ray_finned_fish	30	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	drop_ray_finned_fish	30	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	drop_ray_finned_fish	30	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	drop_ray_finned_fish	30	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	drop_amphibian	34	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	drop_amphibian	34	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	drop_amphibian	34	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	drop_amphibian	34	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	drop_bird	31	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	drop_bird	31	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	drop_bird	31	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	drop_bird	31	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	drop_cartilaginous_fish	35	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	drop_cartilaginous_fish	35	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	drop_cartilaginous_fish	35	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	drop_cartilaginous_fish	35	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	drop_cyclostome	36	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	drop_cyclostome	36	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	drop_cyclostome	36	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	drop_cyclostome	36	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	drop_mammal	31	1	1.0	0.9404	A0ABM4F3U0|ITPR1|Apteryx_mantelli
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	drop_mammal	31	1	1.0	0.9304	A0A672UP22|ITPR2|Strigops_habroptila
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	drop_mammal	31	1	1.0	0.8892	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	drop_mammal	31	1	1.0	0.923	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	drop_reptile	34	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	drop_reptile	34	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	drop_reptile	34	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	drop_reptile	34	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	drop_lobe_finned_fish	35	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	drop_lobe_finned_fish	35	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	drop_lobe_finned_fish	35	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	drop_lobe_finned_fish	35	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	drop_ITPR1_baits	29	0	0.0	0.0	
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	drop_ITPR1_baits	29	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	drop_ITPR1_baits	29	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	drop_ITPR1_baits	29	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	drop_ITPR2_baits	30	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	drop_ITPR2_baits	30	0	0.0	0.0	
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	drop_ITPR2_baits	30	1	1.0	0.9734	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	drop_ITPR2_baits	30	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	drop_ITPR3_baits	28	1	1.0	0.9742	P11881|Itpr1|Mus_musculus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	drop_ITPR3_baits	28	1	1.0	0.9752	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	drop_ITPR3_baits	28	0	0.0	0.0	
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	drop_ITPR3_baits	28	1	1.0	0.9687	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	one_per_cell_nonhuman	4	1	0.9953	0.9349	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	one_per_cell_nonhuman	4	1	1.0	0.8797	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	one_per_cell_nonhuman	4	1	0.9944	0.7556	H3B932|ITPR3|Latimeria_chalumnae
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	one_per_cell_nonhuman	4	1	1.0	0.6786	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	full38	38	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	full38	38	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	full38	38	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	full38	38	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	s3_seeds_only	25	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	s3_seeds_only	25	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	s3_seeds_only	25	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	s3_seeds_only	25	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	labelled_only	35	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	labelled_only	35	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	labelled_only	35	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	labelled_only	35	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	basal_only	3	0	0.0	0.0	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	basal_only	3	0	0.0	0.0	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	basal_only	3	0	0.0	0.0	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	basal_only	3	0	0.0	0.0	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	no_ryr_control	30	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	no_ryr_control	30	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	no_ryr_control	30	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	no_ryr_control	30	0	0.0	0.0	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	amniote_only	18	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	amniote_only	18	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	amniote_only	18	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	amniote_only	18	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	human_only	4	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	human_only	4	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	human_only	4	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	human_only	4	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	drop_ray_finned_fish	30	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	drop_ray_finned_fish	30	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	drop_ray_finned_fish	30	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	drop_ray_finned_fish	30	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	drop_amphibian	34	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	drop_amphibian	34	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	drop_amphibian	34	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	drop_amphibian	34	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	drop_bird	31	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	drop_bird	31	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	drop_bird	31	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	drop_bird	31	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	drop_cartilaginous_fish	35	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	drop_cartilaginous_fish	35	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	drop_cartilaginous_fish	35	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	drop_cartilaginous_fish	35	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	drop_cyclostome	36	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	drop_cyclostome	36	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	drop_cyclostome	36	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	drop_cyclostome	36	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	drop_mammal	31	1	1.0	0.9401	A0ABM4F3U0|ITPR1|Apteryx_mantelli
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	drop_mammal	31	1	0.9885	0.9285	A0A672UP22|ITPR2|Strigops_habroptila
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	drop_mammal	31	1	1.0	0.8801	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	drop_mammal	31	1	1.0	0.8735	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	drop_reptile	34	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	drop_reptile	34	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	drop_reptile	34	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	drop_reptile	34	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	drop_lobe_finned_fish	35	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	drop_lobe_finned_fish	35	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	drop_lobe_finned_fish	35	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	drop_lobe_finned_fish	35	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	drop_ITPR1_baits	29	0	0.0	0.0	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	drop_ITPR1_baits	29	1	0.9885	0.9749	Q14571|ITPR2|Homo_sapiens|ITPR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	drop_ITPR1_baits	29	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	drop_ITPR1_baits	29	1	0.9968	0.907	Q92736|RYR2|Homo_sapiens|RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	drop_ITPR2_baits	30	1	1.0	0.9785	Q14643|ITPR1|Homo_sapiens|ITPR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	drop_ITPR2_baits	30	0	0.0	0.0	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	drop_ITPR2_baits	30	1	1.0	0.9568	Q14573|ITPR3|Homo_sapiens|ITPR3
