paralog	accession	organism	vclass	vorder	mp_id	bait	coverage	identity	aligned_aa	frameshifts	stop_codons	integrity	seq_len	source	kept	reason	name
ITPR1	GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.987	2779	0	0	intact	2773	sweep_model	True	ok	ITPR1|Chaetura_pelagica|GCF_000747805.2
ITPR2	GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes			0.783	0.9849					0	sweep_model	False	below_quality_bar(found_annotated)	
ITPR3	GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	MP000020	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9906	0.9841	2639	0	0	intact	2641	sweep_model	True	ok	ITPR3|Chaetura_pelagica|GCF_000747805.2
ITPR1	GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9874	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Manacus_vitellinus|GCF_001715985.3
ITPR2	GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9811	2700	0	0	intact	2699	sweep_model	True	ok	ITPR2|Manacus_vitellinus|GCF_001715985.3
ITPR3	GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	MP000052	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.9888	0.9868	2640	0	0	intact	2647	sweep_model	True	ok	ITPR3|Manacus_vitellinus|GCF_001715985.3
ITPR1	GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.987	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Nothoprocta_perdicaria|GCF_003342845.1
ITPR2	GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	MP000009	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	0.9748	2700	0	0	intact	2700	sweep_model	True	ok	ITPR2|Nothoprocta_perdicaria|GCF_003342845.1
ITPR3	GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	MP000017	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9801	2664	0	0	intact	2666	sweep_model	True	ok	ITPR3|Nothoprocta_perdicaria|GCF_003342845.1
ITPR1	GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	MP000002	P11881|Itpr1|Mus_musculus|ITPR1	1.0	0.9956	2749	0	0	intact	2749	sweep_model	True	ok	ITPR1|Cricetulus_griseus|GCF_003668045.3
ITPR2	GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	MP000009	Q9Z329|Itpr2|Mus_musculus|ITPR2	1.0	0.9708	2701	0	0	intact	2701	sweep_model	True	ok	ITPR2|Cricetulus_griseus|GCF_003668045.3
ITPR3	GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	MP000017	P70227|Itpr3|Mus_musculus|ITPR3	1.0	0.9678	2670	0	0	intact	2669	sweep_model	True	ok	ITPR3|Cricetulus_griseus|GCF_003668045.3
ITPR1	GCF_003957555.1	Calypte anna	Aves	Apodiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9878	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Calypte_anna|GCF_003957555.1
ITPR2	GCF_003957555.1	Calypte anna	Aves	Apodiformes	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9814	2700	1	0	intact	2699	sweep_model	True	ok	ITPR2|Calypte_anna|GCF_003957555.1
ITPR3	GCF_003957555.1	Calypte anna	Aves	Apodiformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9854	0.9644	2625	4	0	intact	2626	sweep_model	True	ok	ITPR3|Calypte_anna|GCF_003957555.1
ITPR1	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	MP000002	P11881|Itpr1|Mus_musculus|ITPR1	1.0	0.9637	2749	0	0	intact	2756	sweep_model	True	ok	ITPR1|Ornithorhynchus_anatinus|GCF_004115215.2
ITPR2	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9178	2701	0	0	intact	2697	sweep_model	True	ok	ITPR2|Ornithorhynchus_anatinus|GCF_004115215.2
ITPR3	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9148	2671	0	0	intact	2668	sweep_model	True	ok	ITPR3|Ornithorhynchus_anatinus|GCF_004115215.2
ITPR1	GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	MP000071	A0ABM4F3U0|ITPR1|Apteryx_mantelli	1.0	0.8723	2750	3	1	intact	2758	sweep_model	True	ok	ITPR1|Pristis_pectinata|GCF_009764475.1
ITPR2	GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	MP000013	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.8149	2701	0	1	intact	2699	sweep_model	True	ok	ITPR2|Pristis_pectinata|GCF_009764475.1
ITPR3	GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	MP000079	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.824	2630	1	0	intact	2625	sweep_model	True	ok	ITPR3|Pristis_pectinata|GCF_009764475.1
ITPR1	GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.991	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Tauraco_erythrolophus|GCF_009769465.1
ITPR2	GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	MP000050	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9874	2700	0	0	intact	2699	sweep_model	True	ok	ITPR2|Tauraco_erythrolophus|GCF_009769465.1
ITPR3	GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9895	2664	1	0	intact	2663	sweep_model	True	ok	ITPR3|Tauraco_erythrolophus|GCF_009769465.1
ITPR1	GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	MP000079	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9201	2748	0	0	intact	2729	sweep_model	True	ok	ITPR1|Esox_lucius|GCF_011004845.1
ITPR2	GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	MP000081	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8035	2701	0	0	intact	2707	sweep_model	True	ok	ITPR2|Esox_lucius|GCF_011004845.1
ITPR3	GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	MP000084	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8594	2670	0	0	intact	2676	sweep_model	True	ok	ITPR3|Esox_lucius|GCF_011004845.1
ITPR1	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9917	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Balearica_regulorum_gibbericeps|GCF_011004875.1
ITPR2	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	MP000050	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9856	2700	0	0	intact	2699	sweep_model	True	ok	ITPR2|Balearica_regulorum_gibbericeps|GCF_011004875.1
ITPR3	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9899	2664	0	0	intact	2664	sweep_model	True	ok	ITPR3|Balearica_regulorum_gibbericeps|GCF_011004875.1
ITPR1	GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	MP000076	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9109	2748	0	0	intact	2752	sweep_model	True	ok	ITPR1|Megalops_cyprinoides|GCF_013368585.1
ITPR2	GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	MP000078	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8081	2701	0	0	intact	2654	sweep_model	True	ok	ITPR2|Megalops_cyprinoides|GCF_013368585.1
ITPR3	GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	MP000081	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8507	2670	0	0	intact	2652	sweep_model	True	ok	ITPR3|Megalops_cyprinoides|GCF_013368585.1
ITPR1	GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9906	2779	0	0	intact	2779	sweep_model	True	ok	ITPR1|Nyctibius_grandis|GCF_013368605.1
ITPR2	GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	MP000050	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9878	2700	0	0	intact	2699	sweep_model	True	ok	ITPR2|Nyctibius_grandis|GCF_013368605.1
ITPR3	GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9891	2664	0	0	intact	2664	sweep_model	True	ok	ITPR3|Nyctibius_grandis|GCF_013368605.1
ITPR1	GCF_014839835.1	Dryobates pubescens	Aves	Piciformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9971	0.9845	2771	0	0	intact	2770	sweep_model	True	ok	ITPR1|Dryobates_pubescens|GCF_014839835.1
ITPR2	GCF_014839835.1	Dryobates pubescens	Aves	Piciformes	MP000049	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9582	2700	0	0	intact	2704	sweep_model	True	ok	ITPR2|Dryobates_pubescens|GCF_014839835.1
ITPR3	GCF_014839835.1	Dryobates pubescens	Aves	Piciformes	MP000050	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	1.0	0.9716	2670	0	0	intact	2671	sweep_model	True	ok	ITPR3|Dryobates_pubescens|GCF_014839835.1
ITPR1	GCF_016433145.1	Gracilinanus agilis	Mammalia	Didelphimorphia	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9264	2758	1	0	intact	2713	sweep_model	True	ok	ITPR1|Gracilinanus_agilis|GCF_016433145.1
ITPR2	GCF_016433145.1	Gracilinanus agilis	Mammalia	Didelphimorphia	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9448	2701	0	0	intact	2698	sweep_model	True	ok	ITPR2|Gracilinanus_agilis|GCF_016433145.1
ITPR3	GCF_016433145.1	Gracilinanus agilis	Mammalia	Didelphimorphia	MP000015	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9128	2671	0	0	intact	2662	sweep_model	True	ok	ITPR3|Gracilinanus_agilis|GCF_016433145.1
ITPR1	GCF_016699485.2	Gallus gallus	Aves	Galliformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	1.0	2779	0	0	intact	2779	sweep_model	True	ok	ITPR1|Gallus_gallus|GCF_016699485.2
ITPR2	GCF_016699485.2	Gallus gallus	Aves	Galliformes	MP000010	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	1.0	2700	0	0	intact	2700	sweep_model	True	ok	ITPR2|Gallus_gallus|GCF_016699485.2
ITPR3	GCF_016699485.2	Gallus gallus	Aves	Galliformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	1.0	2664	0	0	intact	2664	sweep_model	True	ok	ITPR3|Gallus_gallus|GCF_016699485.2
ITPR1	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	MP000086	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9659	2748	0	0	intact	2742	sweep_model	True	ok	ITPR1|Xiphias_gladius|GCF_016859285.1
ITPR2	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	MP000088	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8775	2701	1	0	intact	2716	sweep_model	True	ok	ITPR2|Xiphias_gladius|GCF_016859285.1
ITPR3	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	MP000089	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.9064	2670	0	0	intact	2691	sweep_model	True	ok	ITPR3|Xiphias_gladius|GCF_016859285.1
ITPR1	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	MP000066	A0ABM4F3U0|ITPR1|Apteryx_mantelli	1.0	0.8759	2750	0	0	intact	2757	sweep_model	True	ok	ITPR1|Carcharodon_carcharias|GCF_017639515.1
ITPR2	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	MP000068	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.8086	2700	0	0	intact	2710	sweep_model	True	ok	ITPR2|Carcharodon_carcharias|GCF_017639515.1
ITPR3	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	MP000074	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.8501	2630	1	0	intact	2625	sweep_model	True	ok	ITPR3|Carcharodon_carcharias|GCF_017639515.1
ITPR1	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	MP000116	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.8856	2748	0	0	intact	2761	sweep_model	True	ok	ITPR1|Polyodon_spathula|GCF_017654505.1
ITPR2	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	MP000029	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	0.8327	2700	1	1	intact	2690	sweep_model	True	ok	ITPR2|Polyodon_spathula|GCF_017654505.1
ITPR3	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	MP000122	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.7998	2670	0	0	intact	2663	sweep_model	True	ok	ITPR3|Polyodon_spathula|GCF_017654505.1
ITPR1	GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9867	2779	0	0	intact	2777	sweep_model	True	ok	ITPR1|Cuculus_canorus|GCF_017976375.1
ITPR2	GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	MP000054	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9815	2700	0	0	intact	2699	sweep_model	True	ok	ITPR2|Cuculus_canorus|GCF_017976375.1
ITPR3	GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9861	2664	0	0	intact	2664	sweep_model	True	ok	ITPR3|Cuculus_canorus|GCF_017976375.1
ITPR1	GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9914	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Gymnogyps_californianus|GCF_018139145.2
ITPR2	GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9915	2700	0	0	intact	2699	sweep_model	True	ok	ITPR2|Gymnogyps_californianus|GCF_018139145.2
ITPR3	GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9873	2664	3	0	intact	2668	sweep_model	True	ok	ITPR3|Gymnogyps_californianus|GCF_018139145.2
ITPR1	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	MP000086	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9571	2748	0	1	intact	2737	sweep_model	True	ok	ITPR1|Cheilinus_undulatus|GCF_018320785.1
ITPR2	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	MP000088	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.869	2701	1	0	intact	2697	sweep_model	True	ok	ITPR2|Cheilinus_undulatus|GCF_018320785.1
ITPR3	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	MP000089	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.9025	2670	0	0	intact	2696	sweep_model	True	ok	ITPR3|Cheilinus_undulatus|GCF_018320785.1
ITPR1	GCF_018691265.1	Tyto alba	Aves	Strigiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9903	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Tyto_alba|GCF_018691265.1
ITPR2	GCF_018691265.1	Tyto alba	Aves	Strigiformes	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9881	2700	1	0	intact	2698	sweep_model	True	ok	ITPR2|Tyto_alba|GCF_018691265.1
ITPR3	GCF_018691265.1	Tyto alba	Aves	Strigiformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.991	2664	0	0	intact	2664	sweep_model	True	ok	ITPR3|Tyto_alba|GCF_018691265.1
ITPR1	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.8704	2758	0	0	intact	2763	sweep_model	True	ok	ITPR1|Callorhinchus_milii|GCF_018977255.1
ITPR2	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	MP000075	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.8119	2669	0	1	intact	2679	sweep_model	True	ok	ITPR2|Callorhinchus_milii|GCF_018977255.1
ITPR3	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	MP000081	A0A4W3GWE7|ITPR3|Callorhinchus_milii	1.0	0.9972	2630	1	0	intact	2637	sweep_model	True	ok	ITPR3|Callorhinchus_milii|GCF_018977255.1
ITPR1	GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	MP000034	A0ABM4F3U0|ITPR1|Apteryx_mantelli	1.0	0.8021	2750	0	0	intact	2753	sweep_model	True	ok	ITPR1|Protopterus_annectens|GCF_019279795.1
ITPR2	GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	MP000009#90	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	0.8144	2700	0	0	intact	0	sweep_model	False	no_translation	
ITPR3	GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	MP000020	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.79	2664	0	0	intact	2735	sweep_model	True	ok	ITPR3|Protopterus_annectens|GCF_019279795.1
ITPR1	GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	MP000002	P11881|Itpr1|Mus_musculus|ITPR1	1.0	0.972	2749	0	0	intact	2749	sweep_model	True	ok	ITPR1|Dromiciops_gliroides|GCF_019393635.1
ITPR2	GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9496	2701	0	0	intact	2698	sweep_model	True	ok	ITPR2|Dromiciops_gliroides|GCF_019393635.1
ITPR3	GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.942	2671	0	0	intact	2668	sweep_model	True	ok	ITPR3|Dromiciops_gliroides|GCF_019393635.1
ITPR1	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	MP000082	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9067	2748	0	0	intact	2745	sweep_model	True	ok	ITPR1|Gambusia_affinis|GCF_019740435.1
ITPR2	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	MP000084	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.7961	2701	3	0	intact	2762	sweep_model	True	ok	ITPR2|Gambusia_affinis|GCF_019740435.1
ITPR3	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	MP000087	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.8809	2670	0	0	intact	2686	sweep_model	True	ok	ITPR3|Gambusia_affinis|GCF_019740435.1
ITPR1	GCF_020171115.1	Neogale vison	Mammalia	Carnivora	MP000002	P11881|Itpr1|Mus_musculus|ITPR1	1.0	0.9865	2749	0	0	intact	2749	sweep_model	True	ok	ITPR1|Neogale_vison|GCF_020171115.1
ITPR2	GCF_020171115.1	Neogale vison	Mammalia	Carnivora	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9763	2701	0	0	intact	2701	sweep_model	True	ok	ITPR2|Neogale_vison|GCF_020171115.1
ITPR3	GCF_020171115.1	Neogale vison	Mammalia	Carnivora	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9738	2671	0	0	intact	2671	sweep_model	True	ok	ITPR3|Neogale_vison|GCF_020171115.1
ITPR1	GCF_020740795.1	Apus apus	Aves	Apodiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9896	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Apus_apus|GCF_020740795.1
ITPR2	GCF_020740795.1	Apus apus	Aves	Apodiformes	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9841	2700	0	0	intact	2699	sweep_model	True	ok	ITPR2|Apus_apus|GCF_020740795.1
ITPR3	GCF_020740795.1	Apus apus	Aves	Apodiformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9869	2664	0	0	intact	2664	sweep_model	True	ok	ITPR3|Apus_apus|GCF_020740795.1
ITPR1	GCF_020826845.1	Diceros bicornis minor	Mammalia	Perissodactyla	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9855	2758	0	0	intact	2757	sweep_model	True	ok	ITPR1|Diceros_bicornis_minor|GCF_020826845.1
ITPR2	GCF_020826845.1	Diceros bicornis minor	Mammalia	Perissodactyla	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9811	2701	0	0	intact	2701	sweep_model	True	ok	ITPR2|Diceros_bicornis_minor|GCF_020826845.1
ITPR3	GCF_020826845.1	Diceros bicornis minor	Mammalia	Perissodactyla	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.976	2671	0	0	intact	2671	sweep_model	True	ok	ITPR3|Diceros_bicornis_minor|GCF_020826845.1
ITPR1	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	Squamata	MP000059	A0A670JBK6|ITPR1|Podarcis_muralis	1.0	0.8344	2747	2	0	intact	2735	sweep_model	True	ok	ITPR1|Sphaerodactylus_townsendi|GCF_021028975.2
ITPR2	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	Squamata	MP000060	A0ABM1LG32|ITPR2|Gekko_japonicus	1.0	0.9472	2701	3	0	intact	2699	sweep_model	True	ok	ITPR2|Sphaerodactylus_townsendi|GCF_021028975.2
ITPR3	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	Squamata	MP000061	A0A6J0TV85|ITPR3|Pogona_vitticeps	0.9539	0.9463	2543	1	0	intact	2545	sweep_model	True	ok	ITPR3|Sphaerodactylus_townsendi|GCF_021028975.2
ITPR1	GCF_021292245.1	Micropterus dolomieu	Actinopteri	Centrarchiformes	MP000085	A0A672IUQ7|ITPR1|Salarias_fasciatus	1.0	0.9544	2748	0	0	intact	2750	sweep_model	True	ok	ITPR1|Micropterus_dolomieu|GCF_021292245.1
ITPR2	GCF_021292245.1	Micropterus dolomieu	Actinopteri	Centrarchiformes	MP000087	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	1.0	0.8729	2701	1	0	intact	2709	sweep_model	True	ok	ITPR2|Micropterus_dolomieu|GCF_021292245.1
ITPR3	GCF_021292245.1	Micropterus dolomieu	Actinopteri	Centrarchiformes	MP000088	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1.0	0.9001	2670	0	0	intact	2671	sweep_model	True	ok	ITPR3|Micropterus_dolomieu|GCF_021292245.1
ITPR1	GCF_021613505.1	Equus quagga	Mammalia	Perissodactyla	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9884	2758	0	0	intact	2757	sweep_model	True	ok	ITPR1|Equus_quagga|GCF_021613505.1
ITPR2	GCF_021613505.1	Equus quagga	Mammalia	Perissodactyla	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9819	2701	0	0	intact	2701	sweep_model	True	ok	ITPR2|Equus_quagga|GCF_021613505.1
ITPR3	GCF_021613505.1	Equus quagga	Mammalia	Perissodactyla	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9779	2671	0	0	intact	2671	sweep_model	True	ok	ITPR3|Equus_quagga|GCF_021613505.1
ITPR1	GCF_023634155.1	Falco peregrinus	Aves	Falconiformes	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9924	2779	0	0	intact	2778	sweep_model	True	ok	ITPR1|Falco_peregrinus|GCF_023634155.1
ITPR2	GCF_023634155.1	Falco peregrinus	Aves	Falconiformes	MP000050	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9896	2700	0	0	intact	2699	sweep_model	True	ok	ITPR2|Falco_peregrinus|GCF_023634155.1
ITPR3	GCF_023634155.1	Falco peregrinus	Aves	Falconiformes	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9899	2664	0	0	intact	2664	sweep_model	True	ok	ITPR3|Falco_peregrinus|GCF_023634155.1
ITPR1	GCF_023851605.1	Tamandua tetradactyla	Mammalia	Pilosa	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.983	2758	0	0	intact	2756	sweep_model	True	ok	ITPR1|Tamandua_tetradactyla|GCF_023851605.1
ITPR2	GCF_023851605.1	Tamandua tetradactyla	Mammalia	Pilosa	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9789	2701	0	0	intact	2701	sweep_model	True	ok	ITPR2|Tamandua_tetradactyla|GCF_023851605.1
ITPR3	GCF_023851605.1	Tamandua tetradactyla	Mammalia	Pilosa	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9626	2671	0	0	intact	2671	sweep_model	True	ok	ITPR3|Tamandua_tetradactyla|GCF_023851605.1
ITPR1	GCF_024166365.1	Elephas maximus indicus	Mammalia	Proboscidea	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9855	2758	0	0	intact	2757	sweep_model	True	ok	ITPR1|Elephas_maximus_indicus|GCF_024166365.1
ITPR2	GCF_024166365.1	Elephas maximus indicus	Mammalia	Proboscidea	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9815	2701	0	0	intact	2701	sweep_model	True	ok	ITPR2|Elephas_maximus_indicus|GCF_024166365.1
ITPR3	GCF_024166365.1	Elephas maximus indicus	Mammalia	Proboscidea	MP000015	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9738	2671	0	0	intact	2670	sweep_model	True	ok	ITPR3|Elephas_maximus_indicus|GCF_024166365.1
