accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name
A0A7K9YDG0	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.9	329.1	287.2	0.8727	1.1e-08	1.7e-95	1.7e-95	0.025	0.035	67	173	0.989	177	Ryr2_0	Odontophorus gujanensis	886794	0	RYR2 protein (Fragment)
A0A7K9Z4W9	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Dicrurus megarhynchus	450177	0	RYR3 protein (Fragment)
A0A7K9Z650	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_0	Dicrurus megarhynchus	450177	0	RYR3 protein (Fragment)
A0A7K9ZBB3	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	44.9	44.9	1.0		7.1e-10	7.1e-10	0.0	0.01	0	49	0.904	52	Ryr1_0	Dicrurus megarhynchus	450177	0	RYR1 protein (Fragment)
A0A7K9ZEA4	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Dicrurus megarhynchus	450177	0	ITPR2 protein (Fragment)
A0A7K9ZSJ2	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	129.7	220.1	90.4	0.4107	3.5e-35	1.2e-62	1.2e-62	0.041	0.022	110	108	1.0	108	Ryr1_1	Dicrurus megarhynchus	450177	0	RYR1 protein (Fragment)
A0A7K9ZY31	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Dicrurus megarhynchus	450177	0	ITPR1 protein (Fragment)
A0A7L0A3L8	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Dicrurus megarhynchus	450177	0	ITPR1 protein (Fragment)
A0A7L0AFJ0	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Ciconia maguari	52777	0	RYR3 protein (Fragment)
A0A7L0AFJ4	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.2	321.4	279.2	0.8687	8.4e-09	3.6e-93	3.6e-93	0.029	0.035	78	173	0.989	174	Ryr3_0	Ciconia maguari	52777	0	RYR3 protein (Fragment)
A0A7L0AGV5	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Ciconia maguari	52777	0	ITPR1 protein (Fragment)
A0A7L0AIQ1	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.3	0.0	109.3	1.0	5.1e-29		5.1e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Ciconia maguari	52777	0	ITPR1 protein (Fragment)
A0A7L0BI41	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_1	Ciconia maguari	52777	0	ITPR2 protein (Fragment)
A0A7L0BLR5	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.3	0.0	109.3	1.0	5.1e-29		5.1e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Spizaetus tyrannus	252798	0	ITPR1 protein (Fragment)
A0A7L0BNY9	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Spizaetus tyrannus	252798	0	ITPR2 protein (Fragment)
A0A7L0BSS8	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Spizaetus tyrannus	252798	0	RYR3 protein (Fragment)
A0A7L0BV53	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.4	320.8	278.4	0.8678	7.7e-09	5.5e-93	5.5e-93	0.029	0.035	78	173	0.989	174	Ryr3_0	Spizaetus tyrannus	252798	0	RYR3 protein (Fragment)
A0A7L0CJV1	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Rostratula benghalensis	118793	0	RYR3 protein (Fragment)
A0A7L0CJW7	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.7	320.7	279.0	0.87	1.2e-08	5.8e-93	5.8e-93	0.028	0.035	75	173	0.983	174	Ryr3_2	Rostratula benghalensis	118793	0	RYR3 protein (Fragment)
A0A7L0CKJ1	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Rostratula benghalensis	118793	0	ITPR2 protein (Fragment)
A0A7L0CLT5	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.2	46.2	1.0		3e-10	3e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Rostratula benghalensis	118793	0	RYR3 protein (Fragment)
A0A7L0D0U8	unassigned	none	module	ryr.hmm matched only 148 profile positions (< 200) — a shared module, not a family assignment	0.0	195.7	195.7	1.0		2.8e-55	2.8e-55	0.0	0.03	0	148	0.617	243	Ryr3_1	Rostratula benghalensis	118793	0	RYR3 protein (Fragment)
A0A7L0DWK6	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.0	327.5	286.5	0.8748	1.9e-08	5.5e-95	5.5e-95	0.025	0.035	67	173	0.977	177	Ryr2_0	Trogon melanurus	56311	0	RYR2 protein (Fragment)
A0A7L0DWZ4	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Trogon melanurus	56311	0	RYR2 protein (Fragment)
A0A7L0E470	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	44.9	44.9	1.0		7.2e-10	7.2e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Trogon melanurus	56311	0	RYR3 protein (Fragment)
A0A7L0E480	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Trogon melanurus	56311	0	RYR3 protein (Fragment)
A0A7L0E4E7	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.3	0.0	109.3	1.0	5.1e-29		5.1e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Trogon melanurus	56311	0	ITPR1 protein (Fragment)
A0A7L0E4N8	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.2	321.1	278.9	0.8686	8.6e-09	4.3e-93	4.3e-93	0.029	0.035	78	173	0.989	174	Ryr3_1	Trogon melanurus	56311	0	RYR3 protein (Fragment)
A0A7L0EFD7	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Trogon melanurus	56311	0	ITPR2 protein (Fragment)
A0A7L0EUJ9	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	42.9	42.9	1.0		2.8e-09	2.8e-09	0.0	0.01	0	49	0.783	60	Ryr1_0	Trogon melanurus	56311	0	RYR1 protein (Fragment)
A0A7L0FEN4	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Corythaixoides concolor	103956	0	ITPR2 protein (Fragment)
A0A7L0FR52	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.0	0.0	109.0	1.0	6.3e-29		6.3e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Corythaixoides concolor	103956	0	ITPR1 protein (Fragment)
A0A7L0FUZ8	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	45.7	45.7	1.0		4.2e-10	4.2e-10	0.0	0.009	0	44	0.979	47	Ryr3_1	Corythaixoides concolor	103956	0	RYR3 protein (Fragment)
A0A7L0FV45	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.4	320.4	278.0	0.8677	7.7e-09	7.3e-93	7.3e-93	0.029	0.035	78	173	0.989	174	Ryr3_2	Corythaixoides concolor	103956	0	RYR3 protein (Fragment)
A0A7L0FW15	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Corythaixoides concolor	103956	0	RYR3 protein (Fragment)
A0A7L0G166	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	43.6	43.6	1.0		1.7e-09	1.7e-09	0.0	0.01	0	49	0.686	70	Ryr1	Corythaixoides concolor	103956	0	RYR1 protein (Fragment)
A0A7L0G4Y2	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Herpetotheres cachinnans	56343	0	ITPR2 protein (Fragment)
A0A7L0GBT8	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.3	0.0	109.3	1.0	5.1e-29		5.1e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Herpetotheres cachinnans	56343	0	ITPR1 protein (Fragment)
A0A7L0GKI9	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.4	321.4	279.0	0.8681	7.6e-09	3.7e-93	3.7e-93	0.029	0.035	78	173	0.989	174	Ryr3_1	Herpetotheres cachinnans	56343	0	RYR3 protein (Fragment)
A0A7L0GKK1	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Herpetotheres cachinnans	56343	0	RYR3 protein (Fragment)
A0A7L0GLY8	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.2	46.2	1.0		3e-10	3e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Herpetotheres cachinnans	56343	0	RYR3 protein (Fragment)
A0A7L0HHQ7	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	44.4	44.4	1.0		1e-09	1e-09	0.0	0.01	0	49	0.828	58	Ryr1	Arenaria interpres	54971	0	RYR1 protein (Fragment)
A0A7L0HIF5	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.926	81	Itpr2_0	Arenaria interpres	54971	0	ITPR2 protein (Fragment)
A0A7L0HYE5	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2	Arenaria interpres	54971	0	RYR2 protein (Fragment)
A0A7L0IBC2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.4	322.4	280.0	0.8685	7.6e-09	1.9e-93	1.9e-93	0.029	0.035	78	173	0.989	174	Ryr3_2	Arenaria interpres	54971	0	RYR3 protein (Fragment)
A0A7L0IBS7	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Arenaria interpres	54971	0	RYR3 protein (Fragment)
A0A7L0IS04	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Piprites chloris	114369	0	ITPR1 protein (Fragment)
A0A7L0ISP2	unassigned	none	module	itpr.hmm matched only 78 profile positions (< 200) — a shared module, not a family assignment	103.2	0.0	103.2	1.0	3.4e-27		3.4e-27	0.029	0.0	78	0	0.952	83	Itpr1_0	Piprites chloris	114369	0	ITPR1 protein (Fragment)
A0A7L0J284	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Piprites chloris	114369	0	RYR3 protein (Fragment)
A0A7L0J3Q7	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Piprites chloris	114369	0	RYR3 protein (Fragment)
A0A7L0JAB1	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Piprites chloris	114369	0	ITPR2 protein (Fragment)
A0A7L0JHL3	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	35.7	181.0	145.3	0.8028	7.8e-07	7.3e-51	7.3e-51	0.022	0.025	59	123	1.0	126	Ryr1	Piprites chloris	114369	0	RYR1 protein (Fragment)
A0A7L0JLS8	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.3	0.0	109.3	1.0	5.1e-29		5.1e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Chauna torquata	30388	0	ITPR1 protein (Fragment)
A0A7L0JRI5	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	77.1	168.8	91.7	0.5432	2.6e-19	3.4e-47	3.4e-47	0.028	0.015	75	74	0.95	80	Ryr1_0	Chauna torquata	30388	0	RYR1 protein (Fragment)
A0A7L0JUL6	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	0.0	162.4	162.4	1.0		2.8e-45	2.8e-45	0.0	0.02	0	99	1.0	101	Ryr3	Chauna torquata	30388	0	RYR3 protein (Fragment)
A0A7L0K9A3	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	45.2	45.2	1.0		5.6e-10	5.6e-10	0.0	0.01	0	49	0.79	62	Ryr1_1	Chauna torquata	30388	0	RYR1 protein (Fragment)
A0A7L0KJ46	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_1	Chauna torquata	30388	0	ITPR2 protein (Fragment)
A0A7L0KS22	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.3	321.3	279.0	0.8683	8.1e-09	3.9e-93	3.9e-93	0.029	0.035	78	173	0.983	175	Ryr3_2	Sylvietta virens	208069	0	RYR3 protein (Fragment)
A0A7L0KTC5	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.2	46.2	1.0		2.9e-10	2.9e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Sylvietta virens	208069	0	RYR3 protein (Fragment)
A0A7L0KUZ1	unassigned	none	module	itpr.hmm matched only 78 profile positions (< 200) — a shared module, not a family assignment	103.0	0.0	103.0	1.0	4.2e-27		4.2e-27	0.029	0.0	78	0	0.94	83	Itpr1_0	Sylvietta virens	208069	0	ITPR1 protein (Fragment)
A0A7L0KW20	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Sylvietta virens	208069	0	RYR3 protein (Fragment)
A0A7L0LBD5	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Sylvietta virens	208069	0	ITPR2 protein (Fragment)
A0A7L0LPQ9	unassigned	none	module	ryr.hmm matched only 113 profile positions (< 200) — a shared module, not a family assignment	36.5	179.6	143.1	0.7968	4.5e-07	1.8e-50	1.8e-50	0.022	0.023	59	113	0.975	119	Ryr1	Sylvietta virens	208069	0	RYR1 protein (Fragment)
A0A7L0LXX8	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_2	Amazona guildingii	175529	0	RYR2 protein (Fragment)
A0A7L0LY42	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.6	327.1	286.5	0.8759	2.6e-08	7.1e-95	7.1e-95	0.025	0.035	67	173	0.989	175	Ryr2_1	Amazona guildingii	175529	0	RYR2 protein (Fragment)
A0A7L0MCG5	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.1	324.1	282.0	0.8701	9.1e-09	5.4e-94	5.4e-94	0.028	0.035	75	173	0.983	175	Ryr3_2	Amazona guildingii	175529	0	RYR3 protein (Fragment)
A0A7L0MDD1	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Amazona guildingii	175529	0	RYR3 protein (Fragment)
A0A7L0MKF3	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Amazona guildingii	175529	0	ITPR1 protein (Fragment)
A0A7L0MLD6	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	102.8	0.0	102.8	1.0	4.6e-27		4.6e-27	0.028	0.0	75	0	0.95	80	Itpr1_0	Amazona guildingii	175529	0	ITPR1 protein (Fragment)
A0A7L0MMI0	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_1	Amazona guildingii	175529	0	ITPR2 protein (Fragment)
A0A7L0NC36	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	43.2	321.0	277.8	0.8654	4.4e-09	4.9e-93	4.9e-93	0.03	0.035	81	173	1.0	174	Ryr3_1	Formicarius rufipectus	1118560	0	RYR3 protein (Fragment)
A0A7L0NC42	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Formicarius rufipectus	1118560	0	RYR3 protein (Fragment)
A0A7L0NEG5	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.6	46.6	1.0		2.3e-10	2.3e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Formicarius rufipectus	1118560	0	RYR3 protein (Fragment)
A0A7L0NQU4	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Formicarius rufipectus	1118560	0	ITPR2 protein (Fragment)
A0A7L0P165	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	101.8	0.0	101.8	1.0	9.1e-27		9.1e-27	0.03	0.0	81	0	0.976	83	Itpr1_0	Formicarius rufipectus	1118560	0	ITPR1 protein (Fragment)
A0A7L0P6J6	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Mesembrinibis cayennensis	1118748	0	ITPR2 protein (Fragment)
A0A7L0P8V6	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.3	0.0	109.3	1.0	5.1e-29		5.1e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Mesembrinibis cayennensis	1118748	0	ITPR1 protein (Fragment)
A0A7L0PIG5	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.2	46.2	1.0		3e-10	3e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Mesembrinibis cayennensis	1118748	0	RYR3 protein (Fragment)
A0A7L0PLU4	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.7	321.8	279.1	0.8673	6.1e-09	2.8e-93	2.8e-93	0.029	0.035	78	173	0.989	174	Ryr3_1	Mesembrinibis cayennensis	1118748	0	RYR3 protein (Fragment)
A0A7L0PM27	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Mesembrinibis cayennensis	1118748	0	RYR3 protein (Fragment)
A0A7L0Q300	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	44.8	44.8	1.0		7.7e-10	7.7e-10	0.0	0.01	0	49	0.904	52	Ryr1	Mesembrinibis cayennensis	1118748	0	RYR1 protein (Fragment)
A0A7L0Q9C7	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.0	278.5	0.8676	7.2e-09	4.9e-93	4.9e-93	0.029	0.035	78	173	0.977	175	Ryr3_0	Setophaga kirtlandii	298831	0	RYR3 protein (Fragment)
A0A7L0QC83	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Setophaga kirtlandii	298831	0	RYR3 protein (Fragment)
A0A7L0QM74	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Setophaga kirtlandii	298831	0	ITPR1 protein (Fragment)
A0A7L0QNY9	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Setophaga kirtlandii	298831	0	ITPR1 protein (Fragment)
A0A7L0QPN0	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	45.0	45.0	1.0		6.8e-10	6.8e-10	0.0	0.01	0	49	0.904	52	Ryr1	Setophaga kirtlandii	298831	0	RYR1 protein (Fragment)
A0A7L0R2V8	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Setophaga kirtlandii	298831	0	ITPR2 protein (Fragment)
A0A7L0RB30	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.3	0.0	109.3	1.0	5.1e-29		5.1e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Glaucidium brasilianum	78217	0	ITPR1 protein (Fragment)
A0A7L0RI82	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Glaucidium brasilianum	78217	0	RYR2 protein (Fragment)
A0A7L0RKG2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.9	327.3	286.4	0.875	2.1e-08	6e-95	6e-95	0.025	0.035	67	173	0.977	177	Ryr2_0	Glaucidium brasilianum	78217	0	RYR2 protein (Fragment)
A0A7L0RNU2	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	46.7	46.7	1.0		2.1e-10	2.1e-10	0.0	0.01	0	49	0.979	48	Ryr3_0	Glaucidium brasilianum	78217	0	RYR3 protein (Fragment)
A0A7L0RQB3	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Glaucidium brasilianum	78217	0	RYR3 protein (Fragment)
A0A7L0RSU3	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.8	321.7	279.9	0.8701	1.2e-08	2.9e-93	2.9e-93	0.028	0.035	75	173	0.983	174	Ryr3_1	Glaucidium brasilianum	78217	0	RYR3 protein (Fragment)
A0A7L0S7Z2	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	100.3	0.0	100.3	1.0	2.6e-26		2.6e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Glaucidium brasilianum	78217	0	ITPR2 protein (Fragment)
A0A7L0SGH9	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	46.5	46.5	1.0		2.3e-10	2.3e-10	0.0	0.01	0	49	0.904	52	Ryr1	Glaucidium brasilianum	78217	0	RYR1 protein (Fragment)
A0A7L0SNG2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.5	279.0	0.8678	6.9e-09	3.4e-93	3.4e-93	0.029	0.035	78	173	0.989	174	Ryr3_2	Podilymbus podiceps	9252	0	RYR3 protein (Fragment)
