accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams
A0A8J4UIW2	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 329.1 bits (61.4% of 536.4) over 271 profile positions	profile		ITPR	medium	536.4	207.3	0.6135	sweep	HMM	DAT39_011630	Inositol 1,4,5-trisphosphate receptor type 1-like isoform X3 (Fragment)	Clarias magur	1594786	Vertebrata	Metazoa	Chordata				294			0						
A0A8J6AD40	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 724.4 bits (100.0% of 724.4) over 567 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	724.4	1.0	sweep	HMM	J0S82_004074	Ryanodine receptor 2 (Fragment)	Galemys pyrenaicus	202257	Vertebrata	Metazoa	Chordata				522			0						
A0A8J6AD43	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 672.4 bits (74.5% of 902.2) over 532 profile positions	profile		RYR	medium	229.8	902.2	0.7453	sweep	HMM	J0S82_004089	Ryanodine receptor 2	Galemys pyrenaicus	202257	Vertebrata	Metazoa	Chordata				563			0						
A0A8J6ALP6	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 296.5 bits (67.9% of 436.6) over 250 profile positions	profile		ITPR	medium	436.6	140.1	0.6791	sweep	HMM	J0S82_000483	Inositol 1,4,5-trisphosphate receptor type 2	Galemys pyrenaicus	202257	Vertebrata	Metazoa	Chordata				358			0						
A0A8J6E608	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 634.7 bits (94.7% of 670.1) over 458 profile positions	profile		RYR	medium	35.4	670.1	0.9472	sweep	HMM	GDO78_017506	EF-hand domain-containing protein (Fragment)	Eleutherodactylus coqui	57060	Vertebrata	Metazoa	Chordata				467			0						
A0A8N5I5F8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 453.1 bits (100.0% of 453.1) over 261 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	453.1	1.0	sweep	HMM	LOC115949290	Ryanodine receptor 1-like	Geospiza fortis	48883	Vertebrata	Metazoa	Chordata				277			0						
A0A8S4AAR1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 390.0 bits (100.0% of 390.0) over 242 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	390.0	1.0	sweep	HMM	MMEN_LOCUS1773	(Atlantic silverside) hypothetical protein	Menidia menidia	238744	Vertebrata	Metazoa	Chordata				241			0						
A0A8S4AE63	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 562.0 bits (100.0% of 562.0) over 365 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	562.0	1.0	sweep	HMM	MMEN_LOCUS1753	(Atlantic silverside) hypothetical protein	Menidia menidia	238744	Vertebrata	Metazoa	Chordata				348			0						
A0A8S4AGQ5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 331.6 bits (100.0% of 331.6) over 246 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	331.6	1.0	sweep	HMM	MMEN_LOCUS1840	(Atlantic silverside) hypothetical protein	Menidia menidia	238744	Vertebrata	Metazoa	Chordata				260			0						
A0A8S4AI04	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 560.6 bits (100.0% of 560.6) over 365 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	560.6	1.0	sweep	HMM	MMEN_LOCUS1755	(Atlantic silverside) hypothetical protein (Fragment)	Menidia menidia	238744	Vertebrata	Metazoa	Chordata				341			0						
A0A8S4AM09	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 280.0 bits (100.0% of 280.0) over 246 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	280.0	1.0	sweep	HMM	MMEN_LOCUS1838	(Atlantic silverside) hypothetical protein	Menidia menidia	238744	Vertebrata	Metazoa	Chordata				283			0						
A0A8S4BGC5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 347.7 bits (100.0% of 347.7) over 276 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	347.7	1.0	sweep	HMM	MMEN_LOCUS16916	(Atlantic silverside) hypothetical protein (Fragment)	Menidia menidia	238744	Vertebrata	Metazoa	Chordata				300			0						
A0A8S4BHI0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 275.5 bits (100.0% of 275.5) over 222 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	275.5	1.0	sweep	HMM	MMEN_LOCUS16917	(Atlantic silverside) hypothetical protein	Menidia menidia	238744	Vertebrata	Metazoa	Chordata				317			0						
A0A8S4BKL5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 337.4 bits (100.0% of 337.4) over 271 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	337.4	1.0	sweep	HMM	MMEN_LOCUS16931	(Atlantic silverside) hypothetical protein (Fragment)	Menidia menidia	238744	Vertebrata	Metazoa	Chordata				306			0						
A0A8S4BN56	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 810.1 bits (91.9% of 881.8) over 537 profile positions	profile		RYR	medium	71.7	881.8	0.9187	sweep	HMM	MMEN_LOCUS16918	(Atlantic silverside) hypothetical protein	Menidia menidia	238744	Vertebrata	Metazoa	Chordata				615			0						
A0A8S4BN85	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 838.2 bits (92.1% of 909.9) over 552 profile positions	profile		RYR	medium	71.7	909.9	0.9212	sweep	HMM	MMEN_LOCUS16933	(Atlantic silverside) hypothetical protein (Fragment)	Menidia menidia	238744	Vertebrata	Metazoa	Chordata				617			0						
A0A8T0AJ12	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 275.3 bits (100.0% of 275.3) over 256 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	275.3	1.0	sweep	HMM	HF521_012470	BACK domain-containing protein	Silurus meridionalis	175797	Vertebrata	Metazoa	Chordata				339			0						
A0A8T1SH34	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 506.9 bits (100.0% of 506.9) over 330 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	506.9	1.0	sweep	HMM	G0U57_008448	Ryanodine receptor 1 (Fragment)	Chelydra serpentina	8475	Vertebrata	Metazoa	Chordata				330			0						
A0A8T1SQW7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 558.7 bits (100.0% of 558.7) over 370 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	558.7	1.0	sweep	HMM	RYR3	Ryanodine receptor 3 (Fragment)	Chelydra serpentina	8475	Vertebrata	Metazoa	Chordata				381			0						
A0A8T1SS80	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1669.8 bits (100.0% of 1669.8) over 1065 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1669.8	1.0	sweep	HMM	RYR2	Ryanodine receptor 2 (Fragment)	Chelydra serpentina	8475	Vertebrata	Metazoa	Chordata				1149			0						
A0A8T1T2G3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 432.8 bits (100.0% of 432.8) over 242 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	432.8	1.0	sweep	HMM	G0U57_014633	Ryanodine receptor 3 (Fragment)	Chelydra serpentina	8475	Vertebrata	Metazoa	Chordata				248			0						
A0A8T2K8X5	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 439.5 bits (63.9% of 687.4) over 381 profile positions	profile		ITPR	medium	687.4	247.9	0.6394	sweep	HMM	GDO86_003347	Ion transport domain-containing protein	Hymenochirus boettgeri	247094	Vertebrata	Metazoa	Chordata				396			0						
A0A8T2MZM2	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 320.7 bits (81.8% of 392.0) over 252 profile positions	profile		ITPR	medium	392.0	71.3	0.8181	sweep	HMM	JZ751_014748	Ion transport domain-containing protein	Albula glossodonta	121402	Vertebrata	Metazoa	Chordata				381			0						
A0A8T2NJB9	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1135.9 bits (100.0% of 1135.9) over 858 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1135.9	1.0	sweep	HMM	JZ751_002864	Ryanodine receptor Ryr domain-containing protein	Albula glossodonta	121402	Vertebrata	Metazoa	Chordata				981			0						
A0A8T2PN17	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 289.7 bits (87.6% of 330.7) over 281 profile positions	profile		RYR	medium	41.0	330.7	0.876	sweep	HMM	JZ751_023129	RYR1	Albula glossodonta	121402	Vertebrata	Metazoa	Chordata				507			0						
A0A8T2PND7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 862.1 bits (100.0% of 862.1) over 641 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	862.1	1.0	sweep	HMM	JZ751_023128	Ryanodine receptor Ryr domain-containing protein	Albula glossodonta	121402	Vertebrata	Metazoa	Chordata				666			0						
A0A8T3DQT8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 352.0 bits (56.3% of 625.0) over 256 profile positions	profile		RYR	medium	273.0	625.0	0.5632	sweep	HMM	AGOR_G00081980	Ion transport domain-containing protein	Albula goreensis	1534307	Vertebrata	Metazoa	Chordata				258			0						
A0A8U0P797	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 387.0 bits (100.0% of 387.0) over 281 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	387.0	1.0	sweep	HMM	LOC120019397	Ryanodine receptor 3-like	Salvelinus namaycush	8040	Vertebrata	Metazoa	Chordata				345			0						
A0A8U0U2L6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 656.3 bits (73.1% of 897.4) over 468 profile positions	profile		RYR	medium	241.1	897.4	0.7313	sweep	HMM	LOC120035431	Ryanodine receptor 2-like	Salvelinus namaycush	8040	Vertebrata	Metazoa	Chordata				641			0						
A0A8U8B5P2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 888.3 bits (100.0% of 888.3) over 675 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	888.3	1.0	sweep	HMM		Uncharacterized protein	Geospiza parvula	87175	Vertebrata	Metazoa	Chordata				686			0						
A0A8X7XHD7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 520.6 bits (75.6% of 688.2) over 409 profile positions	profile		RYR	medium	167.6	688.2	0.7565	sweep	HMM	Ryr2_2	RYR2 protein (Fragment)	Polypterus senegalus	55291	Vertebrata	Metazoa	Chordata				565			0						
A0A9D3M8Q6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 761.7 bits (71.7% of 1063.0) over 695 profile positions	profile		RYR	medium	301.3	1063.0	0.7166	sweep	HMM	ANANG_G00163370	Ryanodine receptor 1-like	Anguilla anguilla	7936	Vertebrata	Metazoa	Chordata				699			0						
A0A9D3XBG3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 41.3 bits (100.0% of 41.3) over 217 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	41.3	1.0	sweep	HMM	KIL84_010330	Ran-binding protein 9	Mauremys mutica	74926	Vertebrata	Metazoa	Chordata				623			0						
A0A9F2WCH7	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 287.7 bits (60.5% of 475.9) over 244 profile positions	profile		ITPR	medium	475.9	188.2	0.6045	sweep	HMM	LOC103062870	Inositol 1,4,5-trisphosphate receptor type 1	Python bivittatus	176946	Vertebrata	Metazoa	Chordata				298			0						
A0A9L0JAV8	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 563.2 bits (71.4% of 788.6) over 435 profile positions	profile		ITPR	medium	788.6	225.4	0.7142	sweep	HMM		Ion transport domain-containing protein	Equus asinus	9793	Vertebrata	Metazoa	Chordata				488			0						
A0A9N7VJL5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 708.8 bits (70.4% of 1006.4) over 621 profile positions	profile		RYR	medium	297.6	1006.4	0.7043	sweep	HMM	PLEPLA_LOCUS38102	Ryanodine receptor 1	Pleuronectes platessa	8262	Vertebrata	Metazoa	Chordata				663			0						
A0A9N7YAW9	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 681.9 bits (75.4% of 904.9) over 539 profile positions	profile		ITPR	medium	904.9	223.0	0.7536	sweep	HMM	PLEPLA_LOCUS7203	Ion transport domain-containing protein	Pleuronectes platessa	8262	Vertebrata	Metazoa	Chordata				590			0						
A0A9N7YEG8	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 813.0 bits (78.1% of 1040.6) over 607 profile positions	profile		ITPR	medium	1040.6	227.6	0.7813	sweep	HMM	PLEPLA_LOCUS10589	Ion transport domain-containing protein	Pleuronectes platessa	8262	Vertebrata	Metazoa	Chordata				669			0						
A0A9Q0Y6W2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1446.5 bits (96.6% of 1498.0) over 991 profile positions	profile		RYR	medium	51.5	1498.0	0.9656	sweep	HMM	JRQ81_008728	Ryanodine receptor Ryr domain-containing protein	Phrynocephalus forsythii	171643	Vertebrata	Metazoa	Chordata				979			0						
A0A9Q1B8D4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 788.4 bits (72.0% of 1094.5) over 661 profile positions	profile		RYR	medium	306.1	1094.5	0.7203	sweep	HMM	JRQ81_000831	Ryanodine receptor 3 (Fragment)	Phrynocephalus forsythii	171643	Vertebrata	Metazoa	Chordata				677			0						
A0AA35K507	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 738.8 bits (100.0% of 738.8) over 528 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	738.8	1.0	sweep	HMM	PODLI_1B020272	Ryanodine receptor 2	Podarcis lilfordi	74358	Vertebrata	Metazoa	Chordata				551			0						
A0AA40HB47	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 523.2 bits (100.0% of 523.2) over 355 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	523.2	1.0	sweep	HMM	QTO34_012464	Ryanodine receptor Ryr domain-containing protein	Cnephaeus nilssonii	3371016	Vertebrata	Metazoa	Chordata				727			0						
A0AA41NBR5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 961.4 bits (75.5% of 1273.1) over 769 profile positions	profile		RYR	medium	311.7	1273.1	0.7552	sweep	HMM	SUZIE_192940	Ryanodine receptor 1	Sciurus carolinensis	30640	Vertebrata	Metazoa	Chordata				805			0						
A0AA47N277	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 283.8 bits (100.0% of 283.8) over 256 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	283.8	1.0	sweep	HMM	Ryr3	Ryanodine receptor 3	Merluccius polli	89951	Vertebrata	Metazoa	Chordata				280			0						
A0AA47N3J2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 361.0 bits (62.3% of 579.7) over 271 profile positions	profile		RYR	medium	218.7	579.7	0.6227	sweep	HMM	RYR3_3	Ryanodine receptor 3	Merluccius polli	89951	Vertebrata	Metazoa	Chordata				331			0						
A0AA88RWM0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 240.9 bits (71.4% of 337.4) over 207 profile positions	profile		RYR	medium	96.5	337.4	0.714	sweep	HMM	Q7C36_019650	Ion transport domain-containing protein	Tachysurus vachellii	175792	Vertebrata	Metazoa	Chordata				237			0						
A0AA88TNG6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 40.2 bits (100.0% of 40.2) over 237 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	40.2	1.0	sweep	HMM	Q8A67_011969	Ran-binding protein 10	Cirrhinus molitorella	172907	Vertebrata	Metazoa	Chordata				609			0						
A0AAD3M916	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 329.4 bits (90.6% of 363.6) over 217 profile positions	profile		RYR	medium	34.2	363.6	0.9059	sweep	HMM	AKAME5_002963500	Ryanodine receptor 2 isoform X1 (Fragment)	Lates japonicus	270547	Vertebrata	Metazoa	Chordata				219			0						
A0AAD3MEV3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1208.9 bits (78.7% of 1535.4) over 996 profile positions	profile		RYR	medium	326.5	1535.4	0.7874	sweep	HMM	AKAME5_000559500	Ryanodine receptor 1b isoform X2	Lates japonicus	270547	Vertebrata	Metazoa	Chordata				1022			0						
A0AAD3N197	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 394.5 bits (64.5% of 612.0) over 346 profile positions	profile		ITPR	medium	612.0	217.5	0.6446	sweep	HMM	AKAME5_001542100	Inositol 1,4,5-trisphosphate receptor type 2-like protein (Fragment)	Lates japonicus	270547	Vertebrata	Metazoa	Chordata				385			0						
A0AAD3NK20	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 339.2 bits (59.5% of 570.1) over 266 profile positions	profile		RYR	medium	230.9	570.1	0.595	sweep	HMM	AKAME5_002568000	Ryanodine receptor 3-like isoform X1 (Fragment)	Lates japonicus	270547	Vertebrata	Metazoa	Chordata				268			0						
A0AAD3NLU3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 487.7 bits (100.0% of 487.7) over 335 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	487.7	1.0	sweep	HMM	AKAME5_002567800	Ryanodine receptor 3-like protein	Lates japonicus	270547	Vertebrata	Metazoa	Chordata				377			0						
A0AAD3RCR1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 514.4 bits (100.0% of 514.4) over 518 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	514.4	1.0	sweep	HMM	AKAME5_001581700	Ryanodine receptor 2 (Fragment)	Lates japonicus	270547	Vertebrata	Metazoa	Chordata				555			0						
A0AAD3RDC3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1354.4 bits (100.0% of 1354.4) over 892 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1354.4	1.0	sweep	HMM	AKAME5_001581500	Ryanodine receptor 2 isoform X1 (Fragment)	Lates japonicus	270547	Vertebrata	Metazoa	Chordata				891			0						
A0AAD4TY39	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 713.6 bits (95.0% of 751.4) over 651 profile positions	profile		RYR	medium	37.8	751.4	0.9497	sweep	HMM	MG293_015384	Ryanodine Receptor TM 4-6 domain-containing protein	Ovis ammon polii	230172	Vertebrata	Metazoa	Chordata				697			0						
A0AAD4TYQ8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 301.2 bits (55.6% of 541.3) over 222 profile positions	profile		RYR	medium	240.1	541.3	0.5564	sweep	HMM	MG293_015385	Ion transport domain-containing protein	Ovis ammon polii	230172	Vertebrata	Metazoa	Chordata				220			0						
A0AAD6AM61	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 890.9 bits (80.6% of 1105.5) over 655 profile positions	profile		ITPR	medium	1105.5	214.6	0.8059	sweep	HMM	JOQ06_015010	Ion transport domain-containing protein (Fragment)	Pogonophryne albipinna	1090488	Vertebrata	Metazoa	Chordata				747			0						
A0AAD6FNL3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 310.4 bits (60.7% of 511.2) over 251 profile positions	profile		RYR	medium	200.8	511.2	0.6072	sweep	HMM	JOQ06_026473	Ion transport domain-containing protein	Pogonophryne albipinna	1090488	Vertebrata	Metazoa	Chordata				240			0						
A0AAD7R5U1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 350.7 bits (100.0% of 350.7) over 207 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	350.7	1.0	sweep	HMM	AAFF_G00342470	B30.2/SPRY domain-containing protein	Aldrovandia affinis	143900	Vertebrata	Metazoa	Chordata				253			0						
A0AAD7VZU4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1766.9 bits (100.0% of 1766.9) over 1178 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1766.9	1.0	sweep	HMM	AAFF_G00342440	Ryanodine receptor Ryr domain-containing protein	Aldrovandia affinis	143900	Vertebrata	Metazoa	Chordata				1176			0						
A0AAD7VZW0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 755.3 bits (100.0% of 755.3) over 483 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	755.3	1.0	sweep	HMM	AAFF_G00342460	B30.2/SPRY domain-containing protein	Aldrovandia affinis	143900	Vertebrata	Metazoa	Chordata				666			0						
A0AAD8CEA0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 937.9 bits (100.0% of 937.9) over 631 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	937.9	1.0	sweep	HMM	RYR3	Ryanodine receptor 3 isoform X1 (Fragment)	Acipenser oxyrinchus oxyrinchus	40147	Vertebrata	Metazoa	Chordata				627			0						
A0AAD8CQ82	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 365.3 bits (100.0% of 365.3) over 256 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	365.3	1.0	sweep	HMM	Ryr1	Ryanodine receptor 1-like isoform X1	Acipenser oxyrinchus oxyrinchus	40147	Vertebrata	Metazoa	Chordata				256			0						
A0AAD9BEL3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 442.7 bits (100.0% of 442.7) over 380 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	442.7	1.0	sweep	HMM	KUDE01_023067	Ryanodine receptor 1	Dissostichus eleginoides	100907	Vertebrata	Metazoa	Chordata				389			0						
A0AAD9BFS8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 491.7 bits (100.0% of 491.7) over 399 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	491.7	1.0	sweep	HMM	KUDE01_022997	Ryanodine receptor 1	Dissostichus eleginoides	100907	Vertebrata	Metazoa	Chordata				383			0						
A0AAD9BGX7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 489.4 bits (100.0% of 489.4) over 360 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	489.4	1.0	sweep	HMM	KUDE01_023291	Ryanodine receptor 1	Dissostichus eleginoides	100907	Vertebrata	Metazoa	Chordata				351			0						
A0AAD9BHZ5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 408.8 bits (100.0% of 408.8) over 325 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	408.8	1.0	sweep	HMM	KUDE01_023864	Ryanodine receptor 1	Dissostichus eleginoides	100907	Vertebrata	Metazoa	Chordata				893			0						
A0AAE0VFV7	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 523.9 bits (69.3% of 756.0) over 443 profile positions	profile		ITPR	medium	756.0	232.1	0.693	sweep	HMM	QTP70_028310	Ion transport domain-containing protein	Hemibagrus guttatus	175788	Vertebrata	Metazoa	Chordata				479			0						
A0AAN7S000	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 653.9 bits (100.0% of 653.9) over 532 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	653.9	1.0	sweep	HMM	QYF61_000520	B30.2/SPRY domain-containing protein	Mycteria americana	33587	Vertebrata	Metazoa	Chordata				679			0						
A0AAN8GKS1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 693.9 bits (71.1% of 976.0) over 592 profile positions	profile		RYR	medium	282.1	976.0	0.711	sweep	HMM	CesoFtcFv8_021185	Ryanodine receptor 2	Champsocephalus esox	159716	Vertebrata	Metazoa	Chordata				624			0						
A0AAN8H561	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 518.7 bits (69.0% of 752.2) over 448 profile positions	profile		ITPR	medium	752.2	233.5	0.6896	sweep	HMM	CesoFtcFv8_007715	Ion transport domain-containing protein	Champsocephalus esox	159716	Vertebrata	Metazoa	Chordata				480			0						
A0AAN8HIX4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 598.2 bits (68.6% of 872.1) over 414 profile positions	profile		RYR	medium	273.9	872.1	0.6859	sweep	HMM	CgunFtcFv8_002848	Ryanodine receptor 1	Champsocephalus gunnari	52237	Vertebrata	Metazoa	Chordata				418			0						
A0AAN9D3U4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 40.7 bits (100.0% of 40.7) over 237 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	40.7	1.0	sweep	HMM	R3I93_007980	Ran-binding protein 10	Phoxinus phoxinus	58324	Vertebrata	Metazoa	Chordata				609			0						
A0AAV0AA75	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 438.7 bits (66.5% of 659.4) over 368 profile positions	profile		ITPR	medium	659.4	220.7	0.6653	sweep	HMM	AABR07062512.1	AABR07062512.1 protein	Phodopus roborovskii	109678	Vertebrata	Metazoa	Chordata				500			0						
A0AAV1QH72	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 260.6 bits (59.0% of 441.8) over 228 profile positions	profile		ITPR	medium	441.8	181.2	0.5899	sweep	HMM	FSCOSCO3_A018347	Inositol 1,4,5-trisphosphate receptor type 3 (Fragment)	Scomber scombrus	13677	Vertebrata	Metazoa	Chordata				277			0						
A0AAV2M571	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 488.9 bits (68.2% of 717.1) over 400 profile positions	profile		ITPR	medium	717.1	228.2	0.6818	sweep	HMM	KC01_LOCUS35392	Ion transport domain-containing protein	Knipowitschia caucasica	637954	Vertebrata	Metazoa	Chordata				453			0						
A0AAV6HFK0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 604.3 bits (70.1% of 862.5) over 503 profile positions	profile		RYR	medium	258.2	862.5	0.7006	sweep	HMM	AALO_G00032740	Ryanodine receptor	Alosa alosa	278164	Vertebrata	Metazoa	Chordata				583			0						
A0AAV6PMH0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 590.1 bits (67.0% of 881.4) over 399 profile positions	profile		RYR	medium	291.3	881.4	0.6695	sweep	HMM	JOB18_038640	Ryanodine receptor 3-like	Solea senegalensis	28829	Vertebrata	Metazoa	Chordata				398			0						
A0AAV6YKY4	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 305.0 bits (100.0% of 305.0) over 204 profile positions; no ryr.hmm hit	profile		ITPR	medium	305.0	0.0	1.0	sweep	HMM	GDO81_018874	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)	Engystomops pustulosus	76066	Vertebrata	Metazoa	Chordata				210			0						
A0AAV6YLG9	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 304.3 bits (100.0% of 304.3) over 204 profile positions; no ryr.hmm hit	profile		ITPR	medium	304.3	0.0	1.0	sweep	HMM	GDO81_030169	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)	Engystomops pustulosus	76066	Vertebrata	Metazoa	Chordata				210			0						
A0AAV6YTC8	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 280.6 bits (100.0% of 280.6) over 236 profile positions; no ryr.hmm hit	profile		ITPR	medium	280.6	0.0	1.0	sweep	HMM	GDO81_024768	Uncharacterized protein (Fragment)	Engystomops pustulosus	76066	Vertebrata	Metazoa	Chordata				251			0						
A0AAV9QP56	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 324.7 bits (56.1% of 578.5) over 242 profile positions	profile		RYR	medium	253.8	578.5	0.5613	sweep	HMM	RYR1_3	Ryanodine receptor 1	Crenichthys baileyi	28760	Vertebrata	Metazoa	Chordata				240			0						
