accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	verdict
A0A8C5Q3M8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	848.5	97.1	0.8856	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Leptobrachium leishanense (Leishan spiny toad)	445787	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Megophryidae	629	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A8C5UFV7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4240.7	434.0	0.8977	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Malurus cyaneus samueli	2593467	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Maluridae	2691	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C5UGJ6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4083.2	455.5	0.8884	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Malurus cyaneus samueli	2593467	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Maluridae	2636	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C5UIV4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4111.1	451.1	0.8903	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Malurus cyaneus samueli	2593467	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Maluridae	2616	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C5UIX9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4182.2	456.5	0.8908	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Malurus cyaneus samueli	2593467	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Maluridae	2655	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C5UJB0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4130.7	460.8	0.8884	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Malurus cyaneus samueli	2593467	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Maluridae	2628	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C5ULU7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4105.7	461.9	0.8875	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Malurus cyaneus samueli	2593467	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Maluridae	2619	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C5UMK0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4106.1	453.9	0.8895	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Malurus cyaneus samueli	2593467	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Maluridae	2625	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C5VFY2	ITPR	low	architecture only — no profile verdict	architecture	ITPR	unassigned	none	316.8	26.2	0.9173	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	30608	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cheirogaleidae	181	0		0	Inferred from homology	1	PF08709	PF08709	1		not in the DB; another entry of the same gene was hit
A0A8C5VYA5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3941.2	394.1	0.9	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	30608	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cheirogaleidae	2663	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C5X8Y3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4328.8	387.9	0.9104	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Malurus cyaneus samueli	2593467	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Maluridae	2737	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C5X919	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4255.9	363.0	0.9147	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Malurus cyaneus samueli	2593467	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Maluridae	2739	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C5XAE9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4109.8	451.9	0.89	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Malurus cyaneus samueli	2593467	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Maluridae	2626	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C5XAG0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4230.0	431.0	0.8981	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Malurus cyaneus samueli	2593467	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Maluridae	2692	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C5XFW9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3763.5	366.6	0.9026	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	30608	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cheirogaleidae	2572	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C5XKS6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3748.2	363.9	0.9029	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	30608	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cheirogaleidae	2605	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C5ZYJ3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4167.1	421.6	0.8988	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Marmota marmota marmota (Alpine marmot)	9994	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Sciuridae	2668	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6C145	ITPR	low	architecture only — no profile verdict	architecture	ITPR	unassigned	none	313.9	25.9	0.9175	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Monodon monoceros (Narwhal) (Ceratodon monodon)	40151	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Monodontidae	181	0		0	Inferred from homology	1	PF08709	PF08709	1		not in the DB; another entry of the same gene was hit
A0A8C6CDR5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4454.2	428.4	0.9038	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Monodon monoceros (Narwhal) (Ceratodon monodon)	40151	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Monodontidae	2709	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6CJU1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4434.6	424.9	0.9042	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Monodon monoceros (Narwhal) (Ceratodon monodon)	40151	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Monodontidae	2743	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6FE94	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1314.3	327.2	0.751	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Monodon monoceros (Narwhal) (Ceratodon monodon)	40151	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Monodontidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A8C6FZ63	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4447.4	433.9	0.9024	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Moschus moschiferus (Siberian musk deer) (Moschus sibiricus)	68415	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Moschidae	2709	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6FZC1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	555.1	77.5	0.8604	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Moschus moschiferus (Siberian musk deer) (Moschus sibiricus)	68415	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Moschidae	301	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		not in the DB; another entry of the same gene was hit
A0A8C6FZP0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4430.3	432.5	0.9024	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Moschus moschiferus (Siberian musk deer) (Moschus sibiricus)	68415	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Moschidae	2743	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6FZP1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1315.3	327.4	0.7511	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Moschus moschiferus (Siberian musk deer) (Moschus sibiricus)	68415	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Moschidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A8C6G1X5	ITPR	low	architecture only — no profile verdict	architecture	ITPR	unassigned	none	320.4	31.8	0.9007	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Moschus moschiferus (Siberian musk deer) (Moschus sibiricus)	68415	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Moschidae	181	0		0	Inferred from homology	1	PF08709	PF08709	1		not in the DB; another entry of the same gene was hit
A0A8C6GS71	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4434.6	431.5	0.9027	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Mus spicilegus (Mound-building mouse)	10103	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Muridae	2742	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C6GSP4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4446.3	433.8	0.9024	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Mus spicilegus (Mound-building mouse)	10103	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Muridae	2718	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C6H9A7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4170.2	418.8	0.8996	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Mus spicilegus (Mound-building mouse)	10103	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Muridae	2668	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C6JA55	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4220.9	456.2	0.8919	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	13146	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittaculidae	2674	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6JBT7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4214.3	456.8	0.8916	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	13146	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittaculidae	2653	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6JBV2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4191.1	443.0	0.8943	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	13146	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittaculidae	2678	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6JRQ5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4021.6	420.7	0.8954	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	13146	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittaculidae	2652	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6JUG9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4033.2	418.5	0.8962	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	13146	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittaculidae	2646	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6JUL7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4029.5	422.4	0.8952	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	13146	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittaculidae	2609	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6KTI7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3831.7	408.0	0.8935	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Nothobranchius furzeri (Turquoise killifish)	105023	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	2645	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6KWV8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3867.2	406.6	0.8949	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Nothobranchius furzeri (Turquoise killifish)	105023	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	2670	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6ML51	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4450.2	432.4	0.9028	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Moschus moschiferus (Siberian musk deer) (Moschus sibiricus)	68415	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Moschidae	2694	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6NM46	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3858.0	423.7	0.8902	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Nothobranchius furzeri (Turquoise killifish)	105023	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	2636	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6QSP2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4445.2	434.0	0.9024	interpro+calibration	InterPro	Itpr1	Inositol 1,4,5-trisphosphate receptor	Nannospalax galili (Northern Israeli blind subterranean mole rat) (Spalax galili)	1026970	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Spalacidae	2736	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6RCJ2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3934.0	411.7	0.8953	interpro+calibration	InterPro	Itpr3	Inositol 1,4,5-trisphosphate receptor	Nannospalax galili (Northern Israeli blind subterranean mole rat) (Spalax galili)	1026970	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Spalacidae	2622	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6RDC5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4022.1	424.9	0.8944	interpro+calibration	InterPro	Itpr3	Inositol 1,4,5-trisphosphate receptor	Nannospalax galili (Northern Israeli blind subterranean mole rat) (Spalax galili)	1026970	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Spalacidae	2661	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6SHD8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3639.8	422.8	0.8838	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Neogobius melanostomus (round goby)	47308	Vertebrata	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	2508	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C6W4Q1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4445.8	433.8	0.9024	interpro+calibration	InterPro	Itpr1	Inositol 1,4,5-trisphosphate receptor	Nannospalax galili (Northern Israeli blind subterranean mole rat) (Spalax galili)	1026970	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Spalacidae	2725	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6XFN6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3922.4	425.2	0.8916	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2644	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6XFZ5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3658.1	361.5	0.9012	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2578	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6XGG3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3744.2	413.2	0.8896	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2539	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6XGN9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3673.5	404.2	0.89	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2544	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6XGQ9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3664.4	366.0	0.9001	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2557	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C6XZ98	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	2220.4	401.2	0.8193	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	1396	0		0	Inferred from homology	0	PF08454;PF08709	PF00520;PF02815;PF08454;PF08709	4		not in the DB; another entry of the same gene was hit
A0A8C6Y146	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	2215.9	397.8	0.8205	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	1401	0		0	Inferred from homology	0	PF08454;PF08709	PF00520;PF02815;PF08454;PF08709	4		not in the DB; another entry of the same gene was hit
A0A8C6YDS5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4040.4	376.0	0.9069	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2466	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C6YDV5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4050.9	375.7	0.9073	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2466	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C6YG27	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4035.6	376.0	0.9068	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2472	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C6YGB9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4061.1	376.2	0.9074	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2473	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C6YGM6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3956.7	386.9	0.9022	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2487	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C6YHV4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3949.3	389.9	0.9013	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2465	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C6YJM4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3865.8	384.4	0.9006	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2398	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C6Z4R7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1262.0	326.4	0.7414	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Nothoprocta perdicaria (Chilean tinamou) (Crypturus perdicarius)	30464	Vertebrata	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	676	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A8C6ZJM0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1315.5	327.0	0.7514	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Nothoprocta perdicaria (Chilean tinamou) (Crypturus perdicarius)	30464	Vertebrata	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	727	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
