id	accession	band	role	length	passed	assignment	rel_margin	itpr_score	ryr_score	envelope_frac	max_internal_gap	n_segments	reason
Q759J8|AGOS_ADR279C|Eremothecium_gossypii|Saccharomycetes|CONTROL	Q759J8	Saccharomycetes	CONTROL	817	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0ACC2W476|PMT1|Naganishia_cerealis|Tremellomycetes|CONTROL	A0ACC2W476	Tremellomycetes	CONTROL	846	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0ABQ7J9N3|IE077_002895|Cardiosporidium_cionae|Aconoidasida|CONTROL	A0ABQ7J9N3	Aconoidasida	CONTROL	233	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A397UQW3|C2G38_2203012|Gigaspora_rosea|Glomeromycetes|CONTROL	A0A397UQW3	Glomeromycetes	CONTROL	833	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0AAV9Y0A3|RS030_172601|Cryptosporidium_xiaoi|Conoidasida|CONTROL	A0AAV9Y0A3	Conoidasida	CONTROL	231	1	unassigned	1.0	19.7	0.0	0.619	0	1	assigned unassigned by the screen (itpr 20 / ryr 0 bits)
A0A9W7Y6C8|PMT2_2|Coemansia_erecta|Kickxellomycetes|CONTROL	A0A9W7Y6C8	Kickxellomycetes	CONTROL	2218	1	unassigned	1.0	8.9	0.0	0.1285	664	3	assigned unassigned by the screen (itpr 9 / ryr 0 bits)
A0AAV1I2H9|CVIRNUC_004794|Coccomyxa_viridis|Trebouxiophyceae|CONTROL	A0AAV1I2H9	Trebouxiophyceae	CONTROL	208	1	unassigned	1.0	28.7	0.0	0.5962	23	3	assigned unassigned by the screen (itpr 29 / ryr 0 bits)
A0A9P5VM63|BG006_005680|Podila_minutissima|Mortierellomycetes|CONTROL	A0A9P5VM63	Mortierellomycetes	CONTROL	910	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A4U7KRL0|EX895_003660|Sporisorium_graminicola|Ustilaginomycetes|CONTROL	A0A4U7KRL0	Ustilaginomycetes	CONTROL	959	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
M5EA22|MSYG_2930|Malassezia_sympodialis|Malasseziomycetes|CONTROL	M5EA22	Malasseziomycetes	CONTROL	889	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A177UKF7|JKIAZH3_G5040|Tilletia_caries|Exobasidiomycetes|CONTROL	A0A177UKF7	Exobasidiomycetes	CONTROL	981	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0AAV0APX6|PPACK8108_LOCUS5708|Phakopsora_pachyrhizi|Pucciniomycetes|CONTROL	A0AAV0APX6	Pucciniomycetes	CONTROL	820	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A0D6EMK1|SPOSA6832_02852|Sporidiobolus_salmonicolor|Microbotryomycetes|CONTROL	A0A0D6EMK1	Microbotryomycetes	CONTROL	959	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0ACE1STM5|PMT1|Xanthoria_parietina|Lecanoromycetes|CONTROL	A0ACE1STM5	Lecanoromycetes	CONTROL	922	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A3N4LBK7|L211DRAFT_792467|Terfezia_boudieri_ATCC_MYA-4762|Pezizomycetes|CONTROL	A0A3N4LBK7	Pezizomycetes	CONTROL	897	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0AAN8RJ86|TWF506_002945|Arthrobotrys_conoides|Orbiliomycetes|CONTROL	A0AAN8RJ86	Orbiliomycetes	CONTROL	1019	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A0R3TP59|HNAJ_LOCUS9227|Rodentolepis_nana|Cestoda|CONTROL	A0A0R3TP59	Cestoda	CONTROL	931	0	RYR	0.8402	179.2	1121.3	0.9968	0	1	assigned RYR by the screen (itpr 179 / ryr 1121 bits)
A0ABR1F347|BZA70DRAFT_281849|Myxozyma_melibiosi|Lipomycetes|CONTROL	A0ABR1F347	Lipomycetes	CONTROL	767	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0A0F9WRL3|AAJ76_1800036836|Vairimorpha_ceranae|Microsporidia|CONTROL	A0A0F9WRL3	Microsporidia	CONTROL	657	1	no_hit	0.0	0.0	0.0	0.0	0	0	assigned no_hit by the screen (itpr 0 / ryr 0 bits)
A0ABD3PUM4|HJC23_000896|Cyclotella_cryptica|Bacillariophyta|CONTROL	A0ABD3PUM4	Bacillariophyta	CONTROL	217	1	unassigned	1.0	13.0	0.0	0.7097	0	1	assigned unassigned by the screen (itpr 13 / ryr 0 bits)
A0A2V3J3L8|BWQ96_01756|Gracilariopsis_chorda|Rhodophyta|CONTROL	A0A2V3J3L8	Rhodophyta	CONTROL	219	1	unassigned	1.0	11.9	0.0	0.4292	0	1	assigned unassigned by the screen (itpr 12 / ryr 0 bits)
