species	organism	accession	cell	role	junction_index	intron_class	annotated	splice_class	probe_len	deposit_status	deposit_hits	deposit_spanning	deposit_spanning_anchor_only	deposit_best_identity	deposit_best_subject	control_hits	control_spanning
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	26	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	27	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	28	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	29	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	30	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	31	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	32	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	33	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	34	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	35	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	36	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	37	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	38	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	39	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	40	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	41	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	42	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	43	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	44	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	45	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	46	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	47	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	48	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	49	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	50	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	51	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	52	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	53	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	54	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	55	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	56	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	57	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	58	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	ITPR3	failed	59	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	1	model_to_gap	0	canonical	135	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	13	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	14	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	39	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	40	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	41	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	42	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	43	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	44	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	45	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	49	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	50	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	51	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	57	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	58	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	61	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	62	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	65	model_to_gap	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	66	unannotated	0	canonical	180	cached	0	0	0			4	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	67	model_to_gap	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	75	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	76	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	77	model_to_gap	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	78	model_to_gap	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	83	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	84	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	88	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	89	unannotated	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	90	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	91	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	92	model_to_gap	0	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	107	model_to_gap	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	108	model_to_gap	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	114	model_to_gap	0	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	2	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	3	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	4	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	5	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	6	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	7	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	8	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	9	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	10	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	11	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	12	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	15	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	16	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	17	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	18	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	19	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	20	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	21	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	22	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	23	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	24	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	25	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	26	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	27	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	28	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	29	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	30	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	31	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	32	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	33	within_one_model	1	canonical	180	cached	0	0	0			6	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	34	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	35	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	36	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	37	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	38	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	46	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	47	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	48	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	52	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	53	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	54	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	55	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	56	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	59	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	60	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	63	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	64	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	68	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	69	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	70	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	71	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	72	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	73	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	74	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	79	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	80	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	81	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	82	within_one_model	1	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	85	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	86	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	87	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	93	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	94	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	95	within_one_model	1	minor	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	96	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	97	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	98	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	99	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	100	within_one_model	1	canonical	180	cached	0	0	0			1	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	101	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	102	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	103	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	104	within_one_model	1	minor	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	105	within_one_model	1	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	106	within_one_model	1	canonical	180	cached	0	0	0			3	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	109	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	110	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	111	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	112	within_one_model	1	canonical	180	cached	0	0	0			2	0
dmawsoni	Dissostichus mawsoni	GCA_011823955.1	RYR	control_family	113	within_one_model	1	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	57	model_to_gap	0	canonical	177	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	38	model_to_gap	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	37	model_to_gap	0	minor	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	29	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	28	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	10	model_to_gap	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	9	model_to_gap	0	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	8	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	7	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	6	model_to_gap	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	2	between_models	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	56	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	55	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	54	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	53	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	52	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	51	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	50	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	49	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	48	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	47	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	46	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	45	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	44	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	43	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	42	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	41	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	40	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	39	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	36	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	35	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	34	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	33	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	32	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	31	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	30	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	27	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	26	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	25	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	24	within_one_model	1	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	23	within_one_model	1	canonical	180	cached	0	0	0			3	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	22	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	21	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	20	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	19	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	18	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	17	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	16	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	15	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	14	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	13	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	12	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	11	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	5	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	4	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	3	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR1	control_paralog	1	within_one_model	1	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	55	unannotated	0	canonical	171	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	54	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	53	unannotated	0	canonical	180	cached	0	0	0			2	0
nalbiflora	Nibea albiflora	GCA_014281875.1	ITPR2	failed	52	unannotated	0	canonical	180	cached	0	0	0			2	0
