species	seq	junction_index	cds_offset	left_exon	right_exon	intron_start	intron_end	intron_length	class	annotated	donor	acceptor	splice_class	left_models	right_models
dmawsoni	ITPR2|dmawsoni	51	7305	51	52	17790820	17793013	2194	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	52	7495	52	53	17790425	17790629	205	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	53	7661	53	54	17790164	17790258	95	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	54	7822	54	55	17782872	17790002	7131	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR2|dmawsoni	55	7984	55	56	17781117	17782709	1593	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	1	92	1	2	32293660	32305602	11943	model_to_gap	0	GT	AG	canonical	gene-F7725_001217	
dmawsoni	ITPR3|dmawsoni	2	163	2	3	32305674	32309396	3723	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	3	286	3	4	32309520	32310474	955	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	4	373	4	5	32310562	32313634	3073	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	5	531	5	6	32313793	32314730	938	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	6	630	6	7	32314830	32314930	101	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	7	714	7	8	32315015	32315484	470	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	8	861	8	9	32315632	32315856	225	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	9	957	9	10	32315953	32316385	433	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	10	1002	10	11	32316431	32316608	178	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	11	1142	11	12	32316749	32317224	476	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	12	1241	12	13	32317324	32317546	223	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	13	1402	13	14	32317708	32318087	380	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	14	1544	14	15	32318230	32318316	87	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	15	1708	15	16	32318481	32319214	734	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	16	1881	16	17	32319388	32319474	87	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	17	2001	17	18	32319595	32320232	638	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	18	2078	18	19	32320310	32321311	1002	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	19	2194	19	20	32321428	32322312	885	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	20	2446	20	21	32322565	32349278	26714	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	21	2588	21	22	32349421	32349527	107	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	22	2733	22	23	32349673	32350166	494	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	23	2942	23	24	32350376	32350684	309	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	24	3063	24	25	32350806	32351140	335	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	25	3118	25	26	32351196	32351411	216	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	26	3284	26	27	32351578	32353017	1440	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	27	3452	27	28	32353186	32355073	1888	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	28	3527	28	29	32355149	32356350	1202	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	29	3647	29	30	32356471	32357327	857	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	30	3770	30	31	32357451	32358213	763	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	31	3971	31	32	32358415	32359991	1577	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	32	4087	32	33	32360108	32361002	895	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	33	4223	33	34	32361139	32361527	389	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	34	4349	34	35	32361654	32361852	199	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	35	4475	35	36	32361979	32362337	359	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	36	4596	36	37	32362459	32363424	966	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	37	4778	37	38	32363607	32364306	700	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	38	4927	38	39	32364456	32364550	95	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	39	5036	39	40	32364660	32364930	271	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	40	5129	40	41	32365024	32365145	122	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	41	5305	41	42	32365322	32365913	592	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	42	5465	42	43	32366074	32367004	931	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	43	5684	43	44	32367224	32368031	808	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	44	5885	44	45	32368233	32368583	351	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	45	5996	45	46	32368695	32369838	1144	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	46	6092	46	47	32369935	32370134	200	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	47	6193	47	48	32370236	32370747	512	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	48	6277	48	49	32370832	32370915	84	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	49	6388	49	50	32371027	32371618	592	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	50	6581	50	51	32371812	32372053	242	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	51	6701	51	52	32372174	32373657	1484	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	52	6877	52	53	32373834	32374265	432	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	53	7041	53	54	32374430	32374859	430	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	54	7228	54	55	32375047	32375541	495	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	55	7333	55	56	32375647	32375728	82	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	56	7452	56	57	32375848	32376100	253	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	57	7618	57	58	32376267	32376819	553	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	58	7779	58	59	32376981	32377779	799	unannotated	0	GT	AG	canonical		
dmawsoni	ITPR3|dmawsoni	59	7941	59	60	32377942	32378855	914	unannotated	0	GT	AG	canonical		
dmawsoni	RYR|dmawsoni	1	45	1	2	28825784	28872737	46954	model_to_gap	0	GT	AG	canonical		gene-F7725_014812
dmawsoni	RYR|dmawsoni	2	165	2	3	28872858	28873646	789	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	3	275	3	4	28873757	28879031	5275	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	4	350	4	5	28879107	28879802	696	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	5	429	5	6	28879882	28881664	1783	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	6	542	6	7	28881778	28888894	7117	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	7	642	7	8	28888995	28889881	887	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	8	739	8	9	28889979	28890869	891	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	9	812	9	10	28890943	28900199	9257	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	10	969	10	11	28900357	28900751	395	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	11	1134	11	12	28900917	28901077	161	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	12	1256	12	13	28901200	28901822	623	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	13	1440	13	14	28902007	28902741	735	model_to_gap	0	GT	AG	canonical	gene-F7725_014812	
dmawsoni	RYR|dmawsoni	14	1572	14	15	28902874	28903955	1082	model_to_gap	0	GT	AG	canonical		gene-F7725_014812
dmawsoni	RYR|dmawsoni	15	1668	15	16	28904052	28904444	393	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	16	1787	16	17	28904564	28904961	398	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	17	1921	17	18	28905096	28905583	488	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	18	2166	18	19	28905829	28906357	529	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	19	2359	19	20	28906551	28907030	480	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	20	2564	20	21	28907236	28907350	115	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	21	2669	21	22	28907456	28910492	3037	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	22	2773	22	23	28910597	28910831	235	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	23	2857	23	24	28910916	28911005	90	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	24	3017	24	25	28911166	28911800	635	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	25	3164	25	26	28911948	28912147	200	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	26	3268	26	27	28912252	28912387	136	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	27	3373	27	28	28912493	28912599	107	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	28	3548	28	29	28912775	28913076	302	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	29	3757	29	30	28913286	28913506	221	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	30	3934	30	31	28913684	28913921	238	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	31	4080	31	32	28914068	28914221	154	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	32	4192	32	33	28914334	28917566	3233	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	33	4353	33	34	28917728	28918654	927	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	34	4512	34	35	28918814	28920600	1787	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	35	4599	35	36	28920688	28921094	407	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	36	4731	36	37	28921227	28922535	1309	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	37	4826	37	38	28922631	28922724	94	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	38	5002	38	39	28922901	28924009	1109	within_one_model	1	GT	AG	canonical	gene-F7725_014812	gene-F7725_014812
dmawsoni	RYR|dmawsoni	39	5637	39	40	28924645	28925395	751	model_to_gap	0	GT	AG	canonical	gene-F7725_014812	
dmawsoni	RYR|dmawsoni	40	5838	40	41	28925597	28926778	1182	unannotated	0	GT	AG	canonical		
dmawsoni	RYR|dmawsoni	41	5944	41	42	28926885	28926993	109	unannotated	0	GT	AG	canonical		
dmawsoni	RYR|dmawsoni	42	6088	42	43	28927138	28927244	107	unannotated	0	GT	AG	canonical		
dmawsoni	RYR|dmawsoni	43	6216	43	44	28927373	28928786	1414	unannotated	0	GT	AG	canonical		
dmawsoni	RYR|dmawsoni	44	6362	44	45	28928933	28929469	537	unannotated	0	GT	AG	canonical		
dmawsoni	RYR|dmawsoni	45	6477	45	46	28929585	28930029	445	model_to_gap	0	GT	AG	canonical		gene-F7725_014813
dmawsoni	RYR|dmawsoni	46	6610	46	47	28930163	28931143	981	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	47	6714	47	48	28931248	28931664	417	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	48	6850	48	49	28931801	28940381	8581	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	49	7037	49	50	28940569	28940940	372	model_to_gap	0	GT	AG	canonical	gene-F7725_014813	
dmawsoni	RYR|dmawsoni	50	7148	50	51	28941052	28941137	86	unannotated	0	GT	AG	canonical		
dmawsoni	RYR|dmawsoni	51	7268	51	52	28941258	28941440	183	model_to_gap	0	GT	AG	canonical		gene-F7725_014813
dmawsoni	RYR|dmawsoni	52	7438	52	53	28941611	28942419	809	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	53	7659	53	54	28942641	28942726	86	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	54	7750	54	55	28942818	28943166	349	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	55	7891	55	56	28943308	28943858	551	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	56	8054	56	57	28944022	28944229	208	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	57	8133	57	58	28944309	28944440	132	model_to_gap	0	GT	AG	canonical	gene-F7725_014813	
dmawsoni	RYR|dmawsoni	58	8223	58	59	28944531	28947759	3229	model_to_gap	0	GT	AG	canonical		gene-F7725_014813
dmawsoni	RYR|dmawsoni	59	8361	59	60	28947898	28948021	124	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	60	8439	60	61	28948100	28948305	206	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	61	8515	61	62	28948382	28948628	247	model_to_gap	0	GT	AG	canonical	gene-F7725_014813	
dmawsoni	RYR|dmawsoni	62	8640	62	63	28948754	28948884	131	model_to_gap	0	GT	AG	canonical		gene-F7725_014813
dmawsoni	RYR|dmawsoni	63	8756	63	64	28949001	28949202	202	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	64	8821	64	65	28949268	28950507	1240	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	65	8943	65	66	28950630	28950829	200	model_to_gap	0	GT	AG	canonical	gene-F7725_014813	
dmawsoni	RYR|dmawsoni	66	8993	66	67	28950880	28952209	1330	unannotated	0	GT	AG	canonical		
dmawsoni	RYR|dmawsoni	67	9054	67	68	28952271	28952756	486	model_to_gap	0	GT	AG	canonical		gene-F7725_014813
dmawsoni	RYR|dmawsoni	68	9293	68	69	28952996	28953193	198	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	69	9375	69	70	28953276	28954040	765	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	70	9506	70	71	28954172	28954437	266	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	71	9633	71	72	28954565	28954811	247	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	72	9826	72	73	28955005	28955123	119	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	73	9909	73	74	28955207	28955400	194	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	74	10067	74	75	28955559	28956746	1188	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	75	10155	75	76	28956835	28957538	704	model_to_gap	0	GT	AG	canonical	gene-F7725_014813	
dmawsoni	RYR|dmawsoni	76	10248	76	77	28957632	28957779	148	model_to_gap	0	GT	AG	canonical		gene-F7725_014813
dmawsoni	RYR|dmawsoni	77	10419	77	78	28957951	28959645	1695	model_to_gap	0	GT	AG	canonical	gene-F7725_014813	
dmawsoni	RYR|dmawsoni	78	10479	78	79	28959706	28959821	116	model_to_gap	0	GT	AG	canonical		gene-F7725_014813
dmawsoni	RYR|dmawsoni	79	10614	79	80	28959957	28960476	520	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	80	10727	80	81	28960590	28960712	123	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	81	10845	81	82	28960831	28961170	340	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	82	10935	82	83	28961261	28961923	663	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	83	10987	83	84	28961976	28962063	88	model_to_gap	0	GT	AG	canonical	gene-F7725_014813	
dmawsoni	RYR|dmawsoni	84	11037	84	85	28962114	28962198	85	model_to_gap	0	GT	AG	canonical		gene-F7725_014813
dmawsoni	RYR|dmawsoni	85	11137	85	86	28962299	28969038	6740	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	86	11217	86	87	28969119	28969267	149	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	87	11294	87	88	28969345	28970174	830	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	88	11368	88	89	28970249	28971618	1370	model_to_gap	0	GT	AG	canonical	gene-F7725_014813	
dmawsoni	RYR|dmawsoni	89	11386	89	90	28971637	28975175	3539	unannotated	0	GT	AG	canonical		
dmawsoni	RYR|dmawsoni	90	11467	90	91	28975257	28975897	641	model_to_gap	0	GT	AG	canonical		gene-F7725_014813
dmawsoni	RYR|dmawsoni	91	11556	91	92	28975987	28976956	970	model_to_gap	0	GT	AG	canonical	gene-F7725_014813	
dmawsoni	RYR|dmawsoni	92	11685	92	93	28977086	28977581	496	model_to_gap	0	GT	AG	canonical		gene-F7725_014813
dmawsoni	RYR|dmawsoni	93	11790	93	94	28977687	28977937	251	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	94	11872	94	95	28978020	28978665	646	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	95	12030	95	96	28978824	28978925	102	within_one_model	1	GC	AG	minor	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	96	12185	96	97	28979081	28980088	1008	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	97	12401	97	98	28980305	28980442	138	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	98	12674	98	99	28980716	28984034	3319	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	99	12881	99	100	28984242	28984337	96	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	100	13187	100	101	28984644	28985454	811	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	101	13258	101	102	28985526	28985915	390	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	102	13409	102	103	28986067	28986437	371	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	103	13496	103	104	28986525	28986936	412	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	104	13766	104	105	28987207	28987655	449	within_one_model	1	GC	AG	minor	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	105	13897	105	106	28987787	28987907	121	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	106	13940	106	107	28987951	28988424	474	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	107	14074	107	108	28988559	28989141	583	model_to_gap	0	GT	AG	canonical	gene-F7725_014813	
dmawsoni	RYR|dmawsoni	108	14135	108	109	28989203	28989774	572	model_to_gap	0	GT	AG	canonical		gene-F7725_014813
dmawsoni	RYR|dmawsoni	109	14282	109	110	28989922	28993574	3653	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	110	14417	110	111	28993710	28996530	2821	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	111	14574	111	112	28996688	28997403	716	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	112	14639	112	113	28997469	28997598	130	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	113	14740	113	114	28997700	28998063	364	within_one_model	1	GT	AG	canonical	gene-F7725_014813	gene-F7725_014813
dmawsoni	RYR|dmawsoni	114	14792	114	115	28998116	28998935	820	model_to_gap	0	GT	AG	canonical	gene-F7725_014813	
dmawsoni	hk_EEF1A1|dmawsoni	1	144	1	2	10385303	10385398	96	within_one_model	1	GT	AG	canonical	gene-F7725_023777	gene-F7725_023777
dmawsoni	hk_EEF1A1|dmawsoni	2	324	2	3	10384501	10385122	622	within_one_model	1	GT	AG	canonical	gene-F7725_023777	gene-F7725_023777
dmawsoni	hk_EEF1A1|dmawsoni	3	621	3	4	10383780	10384203	424	within_one_model	1	GT	AG	canonical	gene-F7725_023777	gene-F7725_023777
dmawsoni	hk_EEF1A1|dmawsoni	4	772	4	5	10382964	10383628	665	within_one_model	1	GC	AG	minor	gene-F7725_023777	gene-F7725_023777
dmawsoni	hk_EEF1A1|dmawsoni	5	1029	5	6	10382414	10382706	293	within_one_model	1	GT	AG	canonical	gene-F7725_023777	gene-F7725_023777
dmawsoni	hk_EEF1A1|dmawsoni	6	1264	6	7	10382085	10382178	94	within_one_model	1	GT	AG	canonical	gene-F7725_023777	gene-F7725_023777
dmawsoni	hk_GAPDH|dmawsoni	1	23	1	2	23312396	23317195	4800	model_to_gap	0	GT	AG	canonical	gene-F7725_025363;gene-F7725_025364	
dmawsoni	hk_GAPDH|dmawsoni	2	123	2	3	23311950	23312295	346	within_one_model	1	GT	AG	canonical	gene-F7725_025363;gene-F7725_025364	gene-F7725_025363;gene-F7725_025364
dmawsoni	hk_GAPDH|dmawsoni	3	233	3	4	23311742	23311839	98	within_one_model	1	GT	AG	canonical	gene-F7725_025363;gene-F7725_025364	gene-F7725_025363;gene-F7725_025364
dmawsoni	hk_GAPDH|dmawsoni	4	324	4	5	23311223	23311650	428	within_one_model	1	GT	AG	canonical	gene-F7725_025363;gene-F7725_025364	gene-F7725_025363;gene-F7725_025364
dmawsoni	hk_GAPDH|dmawsoni	5	440	5	6	23310901	23311106	206	within_one_model	1	GT	AG	canonical	gene-F7725_025363;gene-F7725_025364	gene-F7725_025363;gene-F7725_025364
dmawsoni	hk_GAPDH|dmawsoni	6	522	6	7	23310175	23310818	644	within_one_model	1	GT	AG	canonical	gene-F7725_025363;gene-F7725_025364	gene-F7725_025363;gene-F7725_025364
dmawsoni	hk_GAPDH|dmawsoni	7	674	7	8	23309485	23310022	538	within_one_model	1	GT	AG	canonical	gene-F7725_025363;gene-F7725_025364	gene-F7725_025363;gene-F7725_025364
dmawsoni	hk_GAPDH|dmawsoni	8	752	8	9	23309107	23309406	300	within_one_model	1	GT	AG	canonical	gene-F7725_025363;gene-F7725_025364	gene-F7725_025363;gene-F7725_025364
dmawsoni	hk_GAPDH|dmawsoni	9	835	9	10	23308632	23309023	392	within_one_model	1	GT	AG	canonical	gene-F7725_025363;gene-F7725_025364	gene-F7725_025363;gene-F7725_025364
dmawsoni	hk_GAPDH|dmawsoni	10	933	10	11	23308443	23308533	91	within_one_model	1	GT	AG	canonical	gene-F7725_025363;gene-F7725_025364	gene-F7725_025363;gene-F7725_025364
dmawsoni	hk_RPL13A|dmawsoni	1	21	1	2	18881265	18881993	729	within_one_model	1	GT	AG	canonical	gene-F7725_008116	gene-F7725_008116
dmawsoni	hk_RPL13A|dmawsoni	2	94	2	3	18882067	18882398	332	within_one_model	1	GT	AG	canonical	gene-F7725_008116	gene-F7725_008116
dmawsoni	hk_RPL13A|dmawsoni	3	160	3	4	18882465	18882698	234	within_one_model	1	GT	AG	canonical	gene-F7725_008116	gene-F7725_008116
dmawsoni	hk_RPL13A|dmawsoni	4	262	4	5	18882801	18883417	617	within_one_model	1	GT	AG	canonical	gene-F7725_008116	gene-F7725_008116
dmawsoni	hk_RPL13A|dmawsoni	5	348	5	6	18883504	18883714	211	within_one_model	1	GT	AG	canonical	gene-F7725_008116	gene-F7725_008116
dmawsoni	hk_RPL13A|dmawsoni	6	408	6	7	18883775	18884184	410	within_one_model	1	GT	AG	canonical	gene-F7725_008116	gene-F7725_008116
nalbiflora	ITPR1|nalbiflora	1	92	1	2	23125377	23127768	2392	within_one_model	1	GT	AG	canonical	gene-GBF38_013612	gene-GBF38_013612
nalbiflora	ITPR1|nalbiflora	2	163	2	3	23116720	23125305	8586	between_models	0	GT	AG	canonical	gene-GBF38_012862	gene-GBF38_013612
