species	seq	junction_index	cds_offset	annotated	class	reads	runs_with_reads	runs_tested
nalbiflora	ITPR3|nalbiflora	24	3237	0	model_to_gap	50	20	32
nalbiflora	ITPR3|nalbiflora	25	3403	1	within_one_model	65	21	32
nalbiflora	ITPR3|nalbiflora	26	3571	0	model_to_gap	69	22	32
nalbiflora	ITPR3|nalbiflora	27	3643	0	model_to_gap	98	20	32
nalbiflora	ITPR3|nalbiflora	28	3763	1	within_one_model	67	17	32
nalbiflora	ITPR3|nalbiflora	29	3886	1	within_one_model	85	23	32
nalbiflora	ITPR3|nalbiflora	30	4087	1	within_one_model	70	21	32
nalbiflora	ITPR3|nalbiflora	31	4203	1	within_one_model	93	21	32
nalbiflora	ITPR3|nalbiflora	32	4465	1	within_one_model	75	21	32
nalbiflora	ITPR3|nalbiflora	33	4591	1	within_one_model	80	24	32
nalbiflora	ITPR3|nalbiflora	34	4712	1	within_one_model	58	25	32
nalbiflora	ITPR3|nalbiflora	35	4894	1	within_one_model	62	21	32
nalbiflora	ITPR3|nalbiflora	36	5043	1	within_one_model	72	21	32
nalbiflora	ITPR3|nalbiflora	37	5152	1	within_one_model	63	18	32
nalbiflora	ITPR3|nalbiflora	38	5276	1	within_one_model	0	0	32
nalbiflora	ITPR3|nalbiflora	39	5449	1	within_one_model	111	25	32
nalbiflora	ITPR3|nalbiflora	40	5627	1	within_one_model	0	0	32
nalbiflora	ITPR3|nalbiflora	41	5815	1	within_one_model	107	25	32
nalbiflora	ITPR3|nalbiflora	42	6016	1	within_one_model	106	22	32
nalbiflora	ITPR3|nalbiflora	43	6127	1	within_one_model	93	23	32
nalbiflora	ITPR3|nalbiflora	44	6223	1	within_one_model	93	23	32
nalbiflora	ITPR3|nalbiflora	45	6325	0	model_to_gap	102	25	32
nalbiflora	ITPR3|nalbiflora	46	6409	0	unannotated	109	23	32
nalbiflora	ITPR3|nalbiflora	47	6520	0	model_to_gap	91	23	32
nalbiflora	ITPR3|nalbiflora	48	6713	1	within_one_model	80	24	32
nalbiflora	ITPR3|nalbiflora	49	6833	1	within_one_model	148	25	32
nalbiflora	ITPR3|nalbiflora	50	7006	1	within_one_model	105	24	32
nalbiflora	ITPR3|nalbiflora	51	7171	1	within_one_model	141	26	32
nalbiflora	ITPR3|nalbiflora	52	7361	0	model_to_gap	143	26	32
nalbiflora	ITPR3|nalbiflora	53	7460	0	model_to_gap	118	20	32
nalbiflora	ITPR3|nalbiflora	54	7579	1	within_one_model	141	24	32
nalbiflora	ITPR3|nalbiflora	55	7745	1	within_one_model	187	28	32
nalbiflora	ITPR3|nalbiflora	56	7906	1	within_one_model	226	29	32
nalbiflora	ITPR3|nalbiflora	57	8068	0	model_to_gap	233	31	32
nalbiflora	RYR|nalbiflora	1	45	0	unannotated	0	0	32
nalbiflora	RYR|nalbiflora	2	165	0	unannotated	4	4	32
nalbiflora	RYR|nalbiflora	3	270	0	unannotated	0	0	32
nalbiflora	RYR|nalbiflora	4	315	0	unannotated	0	0	32
nalbiflora	RYR|nalbiflora	5	390	0	unannotated	4	3	32
nalbiflora	RYR|nalbiflora	6	469	0	unannotated	5	2	32
nalbiflora	RYR|nalbiflora	7	582	0	unannotated	6	3	32
nalbiflora	RYR|nalbiflora	8	682	0	unannotated	5	2	32
nalbiflora	RYR|nalbiflora	9	779	0	unannotated	6	3	32
nalbiflora	RYR|nalbiflora	10	854	0	unannotated	1	1	32
nalbiflora	RYR|nalbiflora	11	1011	0	unannotated	6	3	32
nalbiflora	RYR|nalbiflora	12	1176	0	unannotated	9	3	32
nalbiflora	RYR|nalbiflora	13	1298	0	unannotated	8	3	32
nalbiflora	RYR|nalbiflora	14	1482	0	unannotated	9	4	32
nalbiflora	RYR|nalbiflora	15	1618	0	unannotated	9	2	32
nalbiflora	RYR|nalbiflora	16	1714	0	unannotated	5	2	32
nalbiflora	RYR|nalbiflora	17	1833	0	unannotated	10	8	32
nalbiflora	RYR|nalbiflora	18	1967	0	unannotated	6	4	32
nalbiflora	RYR|nalbiflora	19	2209	0	unannotated	2	2	32
nalbiflora	RYR|nalbiflora	20	2402	0	unannotated	1	1	32
nalbiflora	RYR|nalbiflora	21	2607	0	unannotated	5	4	32
nalbiflora	RYR|nalbiflora	22	2712	0	unannotated	11	6	32
nalbiflora	RYR|nalbiflora	23	2816	0	unannotated	3	3	32
nalbiflora	RYR|nalbiflora	24	2900	0	unannotated	8	5	32
nalbiflora	RYR|nalbiflora	25	3060	0	unannotated	7	3	32
nalbiflora	RYR|nalbiflora	26	3208	0	unannotated	0	0	32
nalbiflora	RYR|nalbiflora	27	3309	0	unannotated	5	5	32
nalbiflora	RYR|nalbiflora	28	3414	0	unannotated	13	8	32
nalbiflora	RYR|nalbiflora	29	3589	0	unannotated	12	6	32
nalbiflora	RYR|nalbiflora	30	3798	0	unannotated	3	2	32
nalbiflora	RYR|nalbiflora	31	3975	0	unannotated	9	4	32
nalbiflora	RYR|nalbiflora	32	4121	0	unannotated	8	4	32
nalbiflora	RYR|nalbiflora	33	4236	0	unannotated	5	4	32
nalbiflora	RYR|nalbiflora	34	4397	0	unannotated	5	5	32
nalbiflora	RYR|nalbiflora	35	4557	0	unannotated	8	5	32
nalbiflora	RYR|nalbiflora	36	4644	0	unannotated	7	4	32
nalbiflora	RYR|nalbiflora	37	4776	0	unannotated	1	1	32
nalbiflora	RYR|nalbiflora	38	4871	0	unannotated	3	3	32
nalbiflora	RYR|nalbiflora	39	5047	0	unannotated	4	3	32
nalbiflora	RYR|nalbiflora	40	5706	0	unannotated	10	7	32
nalbiflora	RYR|nalbiflora	41	5907	0	unannotated	3	2	32
nalbiflora	RYR|nalbiflora	42	6013	0	unannotated	2	2	32
nalbiflora	RYR|nalbiflora	43	6157	0	unannotated	4	2	32
nalbiflora	RYR|nalbiflora	44	6285	0	unannotated	15	8	32
nalbiflora	RYR|nalbiflora	45	6431	0	unannotated	8	4	32
nalbiflora	RYR|nalbiflora	46	6546	0	unannotated	10	3	32
nalbiflora	RYR|nalbiflora	47	6679	0	unannotated	3	1	32
nalbiflora	RYR|nalbiflora	48	6783	0	unannotated	4	3	32
nalbiflora	RYR|nalbiflora	49	6919	0	unannotated	3	2	32
nalbiflora	RYR|nalbiflora	50	7106	0	unannotated	13	5	32
nalbiflora	RYR|nalbiflora	51	7218	0	unannotated	1	1	32
nalbiflora	RYR|nalbiflora	52	7339	0	unannotated	3	2	32
nalbiflora	RYR|nalbiflora	53	7509	0	unannotated	2	2	32
nalbiflora	RYR|nalbiflora	54	7730	0	unannotated	4	2	32
nalbiflora	RYR|nalbiflora	55	7821	0	unannotated	7	4	32
nalbiflora	RYR|nalbiflora	56	7962	0	unannotated	8	5	32
nalbiflora	RYR|nalbiflora	57	8126	0	unannotated	11	5	32
nalbiflora	RYR|nalbiflora	58	8205	0	unannotated	20	9	32
nalbiflora	RYR|nalbiflora	59	8295	0	unannotated	15	7	32
nalbiflora	RYR|nalbiflora	60	8430	0	unannotated	10	5	32
nalbiflora	RYR|nalbiflora	61	8508	0	unannotated	4	3	32
nalbiflora	RYR|nalbiflora	62	8584	0	unannotated	5	2	32
nalbiflora	RYR|nalbiflora	63	8708	0	unannotated	9	5	32
nalbiflora	RYR|nalbiflora	64	8824	0	unannotated	8	5	32
nalbiflora	RYR|nalbiflora	65	8889	0	unannotated	16	6	32
nalbiflora	RYR|nalbiflora	66	9011	0	unannotated	1	1	32
nalbiflora	RYR|nalbiflora	67	9061	0	unannotated	1	1	32
nalbiflora	RYR|nalbiflora	68	9122	0	unannotated	2	2	32
nalbiflora	RYR|nalbiflora	69	9361	0	unannotated	11	6	32
nalbiflora	RYR|nalbiflora	70	9443	0	unannotated	14	7	32
nalbiflora	RYR|nalbiflora	71	9574	0	unannotated	13	6	32
nalbiflora	RYR|nalbiflora	72	9702	0	unannotated	22	9	32
nalbiflora	RYR|nalbiflora	73	9895	0	unannotated	6	4	32
nalbiflora	RYR|nalbiflora	74	9978	0	unannotated	4	3	32
nalbiflora	RYR|nalbiflora	75	10136	0	unannotated	13	7	32
nalbiflora	RYR|nalbiflora	76	10224	0	unannotated	12	6	32
nalbiflora	RYR|nalbiflora	77	10317	0	unannotated	21	8	32
nalbiflora	RYR|nalbiflora	78	10488	0	unannotated	27	10	32
nalbiflora	RYR|nalbiflora	79	10548	0	unannotated	20	8	32
nalbiflora	RYR|nalbiflora	80	10683	0	unannotated	11	7	32
nalbiflora	RYR|nalbiflora	81	10796	0	unannotated	14	7	32
nalbiflora	RYR|nalbiflora	82	10893	0	unannotated	15	7	32
nalbiflora	RYR|nalbiflora	83	11000	0	unannotated	25	10	32
nalbiflora	RYR|nalbiflora	84	11052	0	unannotated	20	10	32
nalbiflora	RYR|nalbiflora	85	11103	0	unannotated	22	11	32
nalbiflora	RYR|nalbiflora	86	11203	0	unannotated	40	12	32
nalbiflora	RYR|nalbiflora	87	11283	0	unannotated	42	14	32
nalbiflora	RYR|nalbiflora	88	11360	0	unannotated	18	7	32
nalbiflora	RYR|nalbiflora	89	11434	0	unannotated	0	0	32
nalbiflora	RYR|nalbiflora	90	11452	0	unannotated	0	0	32
nalbiflora	RYR|nalbiflora	91	11533	0	unannotated	12	3	32
nalbiflora	RYR|nalbiflora	92	11622	0	unannotated	13	5	32
nalbiflora	RYR|nalbiflora	93	11751	0	unannotated	16	10	32
nalbiflora	RYR|nalbiflora	94	11856	0	unannotated	16	10	32
nalbiflora	RYR|nalbiflora	95	11938	0	unannotated	7	6	32
nalbiflora	RYR|nalbiflora	96	12097	0	unannotated	17	9	32
nalbiflora	RYR|nalbiflora	97	12252	0	unannotated	26	14	32
nalbiflora	RYR|nalbiflora	98	12468	0	unannotated	46	15	32
nalbiflora	RYR|nalbiflora	99	12741	0	unannotated	27	9	32
nalbiflora	RYR|nalbiflora	100	12948	0	unannotated	26	11	32
nalbiflora	RYR|nalbiflora	101	13263	0	unannotated	32	16	32
nalbiflora	RYR|nalbiflora	102	13334	0	unannotated	26	13	32
nalbiflora	RYR|nalbiflora	103	13482	0	unannotated	18	11	32
nalbiflora	RYR|nalbiflora	104	13569	0	unannotated	18	11	32
nalbiflora	RYR|nalbiflora	105	13839	0	unannotated	55	16	32
nalbiflora	RYR|nalbiflora	106	13970	0	unannotated	49	15	32
nalbiflora	RYR|nalbiflora	107	14013	0	unannotated	49	19	32
nalbiflora	RYR|nalbiflora	108	14147	0	unannotated	44	18	32
nalbiflora	RYR|nalbiflora	109	14208	0	unannotated	42	17	32
nalbiflora	RYR|nalbiflora	110	14355	0	unannotated	36	12	32
nalbiflora	RYR|nalbiflora	111	14490	0	unannotated	37	12	32
nalbiflora	RYR|nalbiflora	112	14647	0	unannotated	47	14	32
nalbiflora	RYR|nalbiflora	113	14712	0	unannotated	50	14	32
nalbiflora	RYR|nalbiflora	114	14813	0	unannotated	52	16	32
nalbiflora	RYR|nalbiflora	115	14865	0	unannotated	25	12	32
nalbiflora	hk_EEF1A1|nalbiflora	1	144	1	within_one_model	37	15	32
nalbiflora	hk_EEF1A1|nalbiflora	2	324	1	within_one_model	30	13	32
nalbiflora	hk_EEF1A1|nalbiflora	3	621	1	within_one_model	46	16	32
nalbiflora	hk_EEF1A1|nalbiflora	4	772	1	within_one_model	46	17	32
nalbiflora	hk_EEF1A1|nalbiflora	5	1029	1	within_one_model	42	16	32
nalbiflora	hk_EEF1A1|nalbiflora	6	1264	1	within_one_model	38	12	32
nalbiflora	hk_GAPDH|nalbiflora	1	23	0	unannotated	2413	25	32
nalbiflora	hk_GAPDH|nalbiflora	2	123	0	unannotated	9343	26	32
nalbiflora	hk_GAPDH|nalbiflora	3	233	0	unannotated	9429	26	32
nalbiflora	hk_GAPDH|nalbiflora	4	324	0	unannotated	11697	24	32
nalbiflora	hk_GAPDH|nalbiflora	5	440	0	unannotated	8165	24	32
nalbiflora	hk_GAPDH|nalbiflora	6	522	0	unannotated	7747	24	32
nalbiflora	hk_GAPDH|nalbiflora	7	674	0	unannotated	8588	26	32
nalbiflora	hk_GAPDH|nalbiflora	8	753	0	unannotated	8468	25	32
nalbiflora	hk_GAPDH|nalbiflora	9	837	0	unannotated	9657	25	32
nalbiflora	hk_GAPDH|nalbiflora	10	935	0	unannotated	6384	26	32
nalbiflora	hk_RPL13A|nalbiflora	1	21	0	model_to_gap	18994	32	32
nalbiflora	hk_RPL13A|nalbiflora	2	94	1	within_one_model	66467	32	32
nalbiflora	hk_RPL13A|nalbiflora	3	160	1	within_one_model	73557	32	32
nalbiflora	hk_RPL13A|nalbiflora	4	262	1	within_one_model	72793	32	32
nalbiflora	hk_RPL13A|nalbiflora	5	348	1	within_one_model	52840	32	32
nalbiflora	hk_RPL13A|nalbiflora	6	408	1	within_one_model	57450	32	32
