accession	organism	vclass	class	status	contig	start	coverage	identity	family_margin	paralog_margin	assigned_via	bait	annot_gene	annot_paralog	annot_agrees
GCF_017654505.1	Polyodon spathula	Actinopteri	RYR	found_annotated	NC_054538.1	18721436	0.997	0.8772	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	LOC121315498		0
GCF_017654505.1	Polyodon spathula	Actinopteri	RYR	found_annotated	NC_054573.1	2321243	1.0	0.8095	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC121304837		0
GCF_017654505.1	Polyodon spathula	Actinopteri	RYR	found_annotated	NC_054568.1	5380597	1.0	0.8036	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC121303771		0
GCF_017654505.1	Polyodon spathula	Actinopteri	RYR	found_annotated	NC_054545.1	15615380	1.0	0.6886	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3	RYR3	1
GCF_017654505.1	Polyodon spathula	Actinopteri	RYR	found_annotated	NC_054550.1	21485358	1.0	0.6844	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC121329961		0
GCF_017976375.1	Cuculus canorus	Aves	ITPR1	found_annotated	NC_071411.1	11256773	1.0	0.9867	1.0	0.3347	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_017976375.1	Cuculus canorus	Aves	ITPR2	found_annotated	NC_071401.1	135363033	1.0	0.9815	1.0	0.3125	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_017976375.1	Cuculus canorus	Aves	ITPR3	found_annotated	NC_071424.1	4078346	1.0	0.9861	1.0	0.3944	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_017976375.1	Cuculus canorus	Aves	RYR	found_annotated	NC_071403.1	63556474	1.0	0.9807	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_017976375.1	Cuculus canorus	Aves	RYR	found_annotated	NC_071437.1	803612	1.0	0.7691	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_017976375.1	Cuculus canorus	Aves	RYR	found_annotated	NC_071405.1	58952741	1.0	0.6747	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR1	found_annotated	NC_059483.1	2225793	1.0	0.9914	1.0	0.332	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR2	found_annotated	NC_059471.1	142962437	1.0	0.9915	1.0	0.3187	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR3	found_annotated	NC_059497.1	4316392	1.0	0.9873	1.0	0.3953	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_018139145.2	Gymnogyps californianus	Aves	RYR	found_annotated	NC_059473.1	42967467	1.0	0.9845	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_018139145.2	Gymnogyps californianus	Aves	RYR	found_annotated	NC_059475.1	35791639	1.0	0.6755	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR1	found_annotated	NC_054867.1	27332762	1.0	0.9571	1.0	0.2981	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC121506856		0
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR1	found_annotated	NC_054867.1	15136625	1.0	0.8666	1.0	0.2258	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR2	found_annotated	NC_054873.1	30274442	1.0	0.869	1.0	0.2898	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR3	found_annotated	NC_054875.1	48211057	1.0	0.9025	1.0	0.3071	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_018320785.1	Cheilinus undulatus	Actinopteri	RYR	found_annotated	NC_054884.1	2956200	1.0	0.8602	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_018320785.1	Cheilinus undulatus	Actinopteri	RYR	found_annotated	NC_054866.1	46400271	1.0	0.8036	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_018320785.1	Cheilinus undulatus	Actinopteri	RYR	found_annotated	NC_054876.1	34978154	1.0	0.7942	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC121518712		0
GCF_018320785.1	Cheilinus undulatus	Actinopteri	RYR	found_annotated	NC_054882.1	25641122	1.0	0.6721	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC121526088		0
GCF_018320785.1	Cheilinus undulatus	Actinopteri	RYR	found_annotated	NC_054878.1	36728531	1.0	0.6635	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3	RYR3	1
GCF_018320785.1	Cheilinus undulatus	Actinopteri	RYR	found_annotated	NC_054870.1	30510163	1.0	0.5644	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_018691265.1	Tyto alba	Aves	ITPR1	found_annotated	NW_024881304.1	18302107	1.0	0.9903	1.0	0.3327	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_018691265.1	Tyto alba	Aves	ITPR2	found_annotated	NW_024881295.1	9356745	1.0	0.9881	1.0	0.3122	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_018691265.1	Tyto alba	Aves	ITPR3	found_annotated	NW_024881305.1	3533328	1.0	0.991	1.0	0.3903	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_018691265.1	Tyto alba	Aves	RYR	found_annotated	NW_024881296.1	8998953	1.0	0.9835	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_018691265.1	Tyto alba	Aves	RYR	found_annotated	NW_024881280.1	14168144	1.0	0.6723	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	found_annotated	NW_024704753.1	2373660	1.0	0.8704	1.0	0.218	unresolved:vertebrate_basal	Q14643|ITPR1|Homo_sapiens|ITPR1	itpr1b	ITPR1	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	found_annotated	NW_024704746.1	26317070	0.9885	0.8119	1.0	0.1558	primary	A0A672UP22|ITPR2|Strigops_habroptila	itpr2	ITPR2	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	found_annotated	NW_024704760.1	6125377	1.0	0.9972	1.0	0.3435	primary	A0A4W3GWE7|ITPR3|Callorhinchus_milii	itpr3	ITPR3	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	found_annotated	NW_024704809.1	19909	1.0	0.9984	1.0	1.0	primary	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	LOC103190328		0
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	found_annotated	NW_024704744.1	56279248	0.996	0.8744	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	ryr2a	RYR2	1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	found_annotated	NW_024704750.1	9868219	1.0	0.6796	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr3	RYR3	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	found_annotated	NC_056739.1	1463868428	1.0	0.8021	1.0	0.2142	primary	A0ABM4F3U0|ITPR1|Apteryx_mantelli	ITPR1	ITPR1	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	found_annotated	NC_056745.1	235881312	1.0	0.8144	1.0	0.1826	primary	F1P1X4|ITPR2|Gallus_gallus|ITPR2	ITPR2	ITPR2	1
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	found_annotated	NC_056739.1	69818967	1.0	0.79	1.0	0.2038	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	found_annotated	NC_056727.1	819421066	1.0	0.882	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	found_annotated	NC_056725.1	677632777	1.0	0.8454	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC122794026		0
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	found_annotated	NC_056737.1	411040769	1.0	0.6936	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR3	RYR3	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	found_annotated	NC_057861.1	716065122	1.0	0.972	1.0	0.321	primary	P11881|Itpr1|Mus_musculus|ITPR1	ITPR1	ITPR1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	found_annotated	NC_057865.1	175016423	1.0	0.9496	1.0	0.2895	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	found_annotated	NC_057864.1	242677927	1.0	0.942	1.0	0.3639	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	found_annotated	NC_057864.1	141478139	1.0	0.9578	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	found_annotated	NC_057863.1	643213000	1.0	0.7876	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	found_annotated	NC_057862.1	182012020	1.0	0.6774	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	found_annotated	NC_057874.1	12759475	1.0	0.9067	1.0	0.2744	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC122833870		0
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	found_annotated	NC_057874.1	4757660	1.0	0.8604	1.0	0.2213	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	found_annotated	NC_057875.1	13332486	1.0	0.7961	1.0	0.2525	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	found_annotated	NC_057868.1	41015213	1.0	0.8809	1.0	0.3029	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	found_annotated	NC_057887.1	1246035	1.0	0.8635	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	found_annotated	NC_057882.1	10183852	1.0	0.7888	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC122844448		0
GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	found_annotated	NC_057873.1	4438893	1.0	0.7828	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	found_annotated	NC_057883.1	16826930	1.0	0.6721	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC122845862		0
GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	found_annotated	NC_057889.1	5450296	1.0	0.6621	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr3	RYR3	1
GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	found_annotated	NC_057880.1	9646814	1.0	0.5337	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_020171115.1	Neogale vison	Mammalia	ITPR1	found_annotated	NC_058096.1	177549549	1.0	0.9865	1.0	0.3261	primary	P11881|Itpr1|Mus_musculus|ITPR1	ITPR1	ITPR1	1
GCF_020171115.1	Neogale vison	Mammalia	ITPR2	found_annotated	NC_058102.1	68088926	1.0	0.9763	1.0	0.3115	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_020171115.1	Neogale vison	Mammalia	ITPR3	found_annotated	NC_058091.1	118890066	1.0	0.9738	1.0	0.3858	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_020171115.1	Neogale vison	Mammalia	RYR	found_annotated	NC_058092.1	161210069	1.0	0.9821	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_020171115.1	Neogale vison	Mammalia	RYR	found_annotated	NC_058097.1	44730889	1.0	0.793	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_020171115.1	Neogale vison	Mammalia	RYR	found_annotated	NC_058103.1	92917212	1.0	0.6746	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_020740795.1	Apus apus	Aves	ITPR1	found_annotated	NC_067290.1	20237306	1.0	0.9896	1.0	0.3313	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_020740795.1	Apus apus	Aves	ITPR2	found_annotated	NC_067282.1	131540978	1.0	0.9841	1.0	0.3131	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_020740795.1	Apus apus	Aves	ITPR3	found_annotated	NC_067304.1	3100173	1.0	0.9869	1.0	0.3921	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_020740795.1	Apus apus	Aves	RYR	found_annotated	NC_067284.1	84403139	1.0	0.9801	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_020740795.1	Apus apus	Aves	RYR	found_annotated	NC_067286.1	32858455	1.0	0.6721	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR1	found_annotated	NC_080741.1	74945175	1.0	0.9855	1.0	0.3289	primary	Q14643|ITPR1|Homo_sapiens|ITPR1	ITPR1	ITPR1	1
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR2	found_annotated	NC_080756.1	36092444	1.0	0.9811	1.0	0.3189	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR3	found_annotated	NC_080753.1	30701436	1.0	0.976	1.0	0.385	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_020826845.1	Diceros bicornis minor	Mammalia	RYR	found_annotated	NC_080745.1	19002113	1.0	0.9849	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_020826845.1	Diceros bicornis minor	Mammalia	RYR	found_annotated	NC_080773.1	12643064	1.0	0.7895	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_020826845.1	Diceros bicornis minor	Mammalia	RYR	found_annotated	NC_080744.1	32015265	1.0	0.6742	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR1	found_annotated	NC_059427.1	42061788	1.0	0.8344	1.0	0.3747	primary	A0A670JBK6|ITPR1|Podarcis_muralis	ITPR1	ITPR1	1
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR2	found_annotated	NC_059430.1	92332823	1.0	0.9472	1.0	0.2836	primary	A0ABM1LG32|ITPR2|Gekko_japonicus	ITPR2	ITPR2	1
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR3	found_annotated	NC_059429.1	80677714	0.9539	0.9463	1.0	0.3752	primary	A0A6J0TV85|ITPR3|Pogona_vitticeps	ITPR3	ITPR3	1
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	RYR	found_annotated	NC_059425.1	83578715	0.996	0.9418	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR2	RYR2	1
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	RYR	found_annotated	NC_059426.1	128314006	1.0	0.6747	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	RYR	found_annotated	NC_059430.1	129011909	0.9976	0.6077	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR1	found_annotated	NC_060167.1	23291270	1.0	0.9544	1.0	0.2989	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC123956815		0
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR1	found_annotated	NC_060167.1	31791952	1.0	0.7946	1.0	0.2224	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR2	found_annotated	NC_060171.1	21014764	1.0	0.8729	1.0	0.2612	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR3	found_annotated	NC_060157.1	1831509	1.0	0.9001	1.0	0.3038	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_021292245.1	Micropterus dolomieu	Actinopteri	RYR	found_annotated	NC_060163.1	2211426	1.0	0.8807	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_021292245.1	Micropterus dolomieu	Actinopteri	RYR	found_annotated	NC_060166.1	33089652	1.0	0.805	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_021292245.1	Micropterus dolomieu	Actinopteri	RYR	found_annotated	NC_060172.1	22772035	1.0	0.7979	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC123963817		0
GCF_021292245.1	Micropterus dolomieu	Actinopteri	RYR	found_annotated	NC_060160.1	18548858	1.0	0.6767	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	LOC123978624		0
GCF_021292245.1	Micropterus dolomieu	Actinopteri	RYR	found_annotated	NC_060159.1	20962455	1.0	0.6658	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr3	RYR3	1
GCF_021292245.1	Micropterus dolomieu	Actinopteri	RYR	found_annotated	NC_060164.1	18914061	1.0	0.5559	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_021613505.1	Equus quagga	Mammalia	ITPR1	found_annotated	NC_060267.1	110125840	1.0	0.9884	1.0	0.3272	primary	Q14643|ITPR1|Homo_sapiens|ITPR1	ITPR1	ITPR1	1
GCF_021613505.1	Equus quagga	Mammalia	ITPR2	found_annotated	NC_060267.1	33318957	1.0	0.9819	1.0	0.3127	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_021613505.1	Equus quagga	Mammalia	ITPR3	found_annotated	NC_060281.1	30103960	1.0	0.9779	1.0	0.3844	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_021613505.1	Equus quagga	Mammalia	RYR	found_annotated	NC_060268.1	111070441	1.0	0.9837	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_021613505.1	Equus quagga	Mammalia	RYR	found_annotated	NC_060279.1	98480156	1.0	0.7878	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_021613505.1	Equus quagga	Mammalia	RYR	found_annotated	NC_060268.1	31702790	1.0	0.6734	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_023634155.1	Falco peregrinus	Aves	ITPR1	found_annotated	NC_073725.1	92706893	1.0	0.9924	1.0	0.3337	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_023634155.1	Falco peregrinus	Aves	ITPR2	found_annotated	NC_073726.1	76503036	1.0	0.9896	1.0	0.3155	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_023634155.1	Falco peregrinus	Aves	ITPR3	found_annotated	NC_073736.1	3786536	1.0	0.9899	1.0	0.39	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_023634155.1	Falco peregrinus	Aves	RYR	found_annotated	NC_073727.1	8390232	1.0	0.9825	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_023634155.1	Falco peregrinus	Aves	RYR	found_annotated	NC_073721.1	75710460	1.0	0.6752	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR1	found_annotated	NC_135335.1	44660629	1.0	0.983	1.0	0.3255	primary	Q14643|ITPR1|Homo_sapiens|ITPR1	ITPR1	ITPR1	1
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR2	found_annotated	NC_135333.1	89216458	1.0	0.9789	1.0	0.3138	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR3	found_annotated	NC_135331.1	89627882	1.0	0.9626	1.0	0.3789	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_023851605.1	Tamandua tetradactyla	Mammalia	RYR	found_annotated	NC_135333.1	7845328	1.0	0.9793	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_023851605.1	Tamandua tetradactyla	Mammalia	RYR	found_annotated	NC_135342.1	25397899	1.0	0.7915	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_023851605.1	Tamandua tetradactyla	Mammalia	RYR	found_annotated	NC_135340.1	46359152	1.0	0.6692	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR1	found_annotated	NC_064838.1	28785838	1.0	0.9855	1.0	0.3672	primary	Q14643|ITPR1|Homo_sapiens|ITPR1	ITPR1	ITPR1	1
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR2	found_annotated	NC_064822.1	85124538	1.0	0.9815	1.0	0.3312	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR3	found_annotated	NC_064819.1	96399354	1.0	0.9738	1.0	0.3846	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_024166365.1	Elephas maximus indicus	Mammalia	RYR	found_annotated	NC_064842.1	26493453	1.0	0.9793	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_024166365.1	Elephas maximus indicus	Mammalia	RYR	found_annotated	NC_064829.1	113013442	1.0	0.7869	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_024166365.1	Elephas maximus indicus	Mammalia	RYR	found_annotated	NC_064828.1	22878929	1.0	0.6712	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR1	found_annotated	NC_066622.1	15687179	0.9975	0.8932	1.0	0.3696	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR2	found_annotated	NC_066617.1	128713936	1.0	0.9526	1.0	0.2881	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR3	found_annotated	NC_066621.1	18033414	1.0	0.9414	1.0	0.3687	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_025201925.1	Gopherus flavomarginatus	Testudines	RYR	found_annotated	NC_066620.1	79761695	0.996	0.9605	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR2	RYR2	1
GCF_025201925.1	Gopherus flavomarginatus	Testudines	RYR	found_annotated	NC_066634.1	23087959	1.0	0.8399	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_025201925.1	Gopherus flavomarginatus	Testudines	RYR	found_annotated	NC_066621.1	101755109	1.0	0.679	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR1	found_annotated	NC_069658.1	289537861	1.0	0.9807	1.0	0.3306	primary	A0A670JBK6|ITPR1|Podarcis_muralis	ITPR1	ITPR1	1
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR2	found_annotated	NC_069661.1	144299069	1.0	0.9441	1.0	0.2915	primary	A0ABM1LG32|ITPR2|Gekko_japonicus	ITPR2	ITPR2	1
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR3	found_annotated	NC_069660.1	75956854	1.0	0.9618	1.0	0.3774	primary	A0A6J0TV85|ITPR3|Pogona_vitticeps	ITPR3	ITPR3	1
