accession	organism	vclass	cell	cell_status	region_kind	contig	start	end	n_hsps	aligned_aa	best_evalue	best_pident	assigned_clade	attribution_rel_margin	family_call	family_rel_margin	clade_bits	overlapping_genes	annot_paralog	annot_agrees
GCA_013400855.1	Buphagus erythrorhynchus	Aves	ITPR3	tblastn_trace	rescue_regions	VZTT01180700.1	90	272	3	183	4.6e-34	100.0	ITPR3	0.545	ITPR	1.0	ITPR3=132.0;ITPR2=60.1;ITPR1=59.3;vertebrate_basal=57.4			0
GCA_013400855.1	Buphagus erythrorhynchus	Aves	ITPR3	tblastn_trace	ambiguous_regions	VZTT01251878.1	458	1407	9	702	8.76e-79	100.0	ITPR3	0.171	ITPR	0.925	ITPR3=423.0;ITPR2=350.8;ITPR1=339.6;vertebrate_basal=337.7;RYR=31.6			0
GCA_013400855.1	Buphagus erythrorhynchus	Aves	ITPR3	tblastn_trace	ambiguous_regions	VZTT01238387.1	593	999	6	307	5.29e-40	66.102	ITPR3	0.093	ITPR	1.0	ITPR3=191.1;ITPR2=173.3;vertebrate_basal=168.4;ITPR1=163.2			0
GCA_013400855.1	Buphagus erythrorhynchus	Aves	ITPR3	tblastn_trace	ambiguous_regions	VZTT01084969.1	16	201	3	186	1.17e-36	100.0	ITPR3	0.161	ITPR	1.0	ITPR3=137.0;ITPR2=115.0;ITPR1=114.0;vertebrate_basal=112.0			0
GCA_013400855.1	Buphagus erythrorhynchus	Aves	ITPR3	tblastn_trace	ambiguous_regions	VZTT01077814.1	233	618	6	265	1.86e-36	91.892	ITPR3	0.213	ITPR	1.0	ITPR3=179.5;ITPR2=141.3;ITPR1=133.3;vertebrate_basal=129.4			0
GCA_013400855.1	Buphagus erythrorhynchus	Aves	ITPR3	tblastn_trace	attributed_elsewhere	VZTT01200179.1	176	439	3	264	3.84e-34	67.045	ITPR2	0.138	ITPR	1.0	ITPR2=181.0;vertebrate_basal=157.0;ITPR1=156.0;ITPR3=134.0			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR1	tblastn_trace	rescue_regions	VZSW01002922.1	63	17332	48	2601	1.76e-51	89.655	ITPR1	0.321	ITPR	1.0	ITPR1=1797.5;vertebrate_basal=1616.4;ITPR2=1219.9;ITPR3=1091.2			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR1	tblastn_trace	rescue_regions	VZSW01002033.1	1	28441	31	1668	1.95e-38	92.941	ITPR1	0.371	ITPR	0.969	ITPR1=1153.6;vertebrate_basal=962.7;ITPR2=725.2;ITPR3=659.9;RYR=35.8			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR1	tblastn_trace	rescue_regions	VZSW01001396.1	74176	93897	45	2515	2.66e-36	66.667	ITPR1	0.227	ITPR	1.0	ITPR1=1519.1;vertebrate_basal=1410.5;ITPR2=1174.2;ITPR3=1132.1			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR1	tblastn_trace	rescue_regions	VZSW01000816.1	1559	37421	38	2003	3.78e-31	87.671	ITPR1	0.294	ITPR	0.931	ITPR1=1336.5;vertebrate_basal=1214.6;ITPR2=943.9;ITPR3=900.4;RYR=92.1	Itpr1	ITPR1	1
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR1	tblastn_trace	rescue_regions	VZSW01003387.1	795	4219	9	397	1.68e-20	100.0	ITPR1	0.317	ITPR	1.0	ITPR1=279.1;vertebrate_basal=266.7;ITPR2=190.7;ITPR3=184.8			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR1	tblastn_trace	ambiguous_regions	VZSW01001396.1	34510	38284	4	131	1.55e-13	92.5	ITPR1	0.199	ITPR	1.0	ITPR1=139.0;vertebrate_basal=117.9;ITPR2=111.3;ITPR3=108.2			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR1	tblastn_trace	attributed_elsewhere	VZSW01007138.1	162	8475	12	937	5.34e-47	53.371	ITPR3	0.299	ITPR	1.0	ITPR3=775.4;ITPR2=543.5;vertebrate_basal=507.8;ITPR1=482.9	Itpr3_1	ITPR3	1
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR1	tblastn_trace	attributed_elsewhere	VZSW01008897.1	62	1898	10	533	1.14e-25	69.863	ITPR3	0.328	ITPR	1.0	ITPR3=479.0;ITPR2=322.0;vertebrate_basal=316.1;ITPR1=312.0			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR1	tblastn_trace	attributed_elsewhere	VZSW01002215.1	562	16565	35	2365	3.51e-23	36.782	ITPR3	0.445	ITPR	0.955	ITPR3=1893.8;vertebrate_basal=1070.2;ITPR1=1051.1;ITPR2=1022.2;RYR=85.9	Itpr3_0	ITPR3	1
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR1	tblastn_trace	attributed_elsewhere	VZSW01012468.1	1070	1231	3	162	9.93e-18	83.333	ITPR3	0.13	ITPR	1.0	ITPR3=172.1;ITPR2=149.8;vertebrate_basal=145.2;ITPR1=138.2			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR1	tblastn_trace	attributed_elsewhere	VZSW01009276.1	141	287	3	147	6.28e-08	59.184	ITPR3	0.526	ITPR	1.0	ITPR3=470.8;ITPR2=223.0;ITPR1=202.5;vertebrate_basal=195.7			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR3	tblastn_trace	rescue_regions	VZSW01007138.1	1	8810	18	1130	3.13e-81	82.386	ITPR3	0.299	ITPR	1.0	ITPR3=775.4;ITPR2=543.5;vertebrate_basal=507.8;ITPR1=482.9	Itpr3_1	ITPR3	1
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR3	tblastn_trace	rescue_regions	VZSW01002215.1	3	16879	51	2785	4.35e-64	79.333	ITPR3	0.445	ITPR	0.955	ITPR3=1893.8;vertebrate_basal=1070.2;ITPR1=1051.1;ITPR2=1022.2;RYR=85.9	Itpr3_0	ITPR3	1
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR3	tblastn_trace	rescue_regions	VZSW01008897.1	62	1889	12	720	4.31e-35	97.143	ITPR3	0.328	ITPR	1.0	ITPR3=479.0;ITPR2=322.0;vertebrate_basal=316.1;ITPR1=312.0			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR3	tblastn_trace	rescue_regions	VZSW01009276.1	141	1344	12	660	2.39e-30	98.485	ITPR3	0.526	ITPR	1.0	ITPR3=470.8;ITPR2=223.0;ITPR1=202.5;vertebrate_basal=195.7			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR3	tblastn_trace	ambiguous_regions	VZSW01012468.1	1	1231	6	249	2.04e-22	96.296	ITPR3	0.13	ITPR	1.0	ITPR3=172.1;ITPR2=149.8;vertebrate_basal=145.2;ITPR1=138.2			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR3	tblastn_trace	attributed_elsewhere	VZSW01002922.1	3912	17329	27	1412	1.39e-30	73.256	ITPR1	0.321	ITPR	1.0	ITPR1=1797.5;vertebrate_basal=1616.4;ITPR2=1219.9;ITPR3=1091.2			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR3	tblastn_trace	attributed_elsewhere	VZSW01001396.1	74176	93942	42	2380	5.89e-26	59.434	ITPR1	0.227	ITPR	1.0	ITPR1=1519.1;vertebrate_basal=1410.5;ITPR2=1174.2;ITPR3=1132.1			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR3	tblastn_trace	attributed_elsewhere	VZSW01000816.1	1559	33144	30	1587	5.01e-24	92.647	ITPR1	0.294	ITPR	0.931	ITPR1=1336.5;vertebrate_basal=1214.6;ITPR2=943.9;ITPR3=900.4;RYR=92.1	Itpr1	ITPR1	1
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR3	tblastn_trace	attributed_elsewhere	VZSW01002033.1	2699	27634	18	909	9.07e-24	92.647	ITPR1	0.371	ITPR	0.969	ITPR1=1153.6;vertebrate_basal=962.7;ITPR2=725.2;ITPR3=659.9;RYR=35.8			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR3	tblastn_trace	attributed_elsewhere	VZSW01003387.1	3070	3219	3	150	2.65e-14	76.0	ITPR1	0.317	ITPR	1.0	ITPR1=279.1;vertebrate_basal=266.7;ITPR2=190.7;ITPR3=184.8			0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	rescue_regions	NW_010589245.1	88294	99162	30	2065	8.04e-48	64.815	ITPR2	0.27	ITPR	0.969	ITPR2=1220.6;ITPR1=890.6;vertebrate_basal=888.4;ITPR3=870.3;RYR=37.7	LOC104577970		0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	rescue_regions	NW_010577028.1	916	21362	30	1677	1.57e-43	96.552	ITPR2	0.346	ITPR	1.0	ITPR2=1155.9;vertebrate_basal=763.8;ITPR1=755.8;ITPR3=704.1	LOC104569808		0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	rescue_regions	NW_010578154.1	50909	64213	18	1096	9.5e-41	96.512	ITPR2	0.305	ITPR	0.955	ITPR2=791.9;ITPR1=550.2;vertebrate_basal=517.9;ITPR3=462.0;RYR=35.8	LOC104580320		0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	rescue_regions	NW_010578154.1	3942	16271	15	778	5.79e-32	95.588	ITPR2	0.319	ITPR	1.0	ITPR2=506.6;vertebrate_basal=352.5;ITPR1=345.1;ITPR3=271.1	LOC104580320		0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	rescue_regions	NW_010583666.1	428690	467482	34	1788	7.43e-30	96.923	ITPR2	0.246	ITPR	0.886	ITPR2=1149.9;vertebrate_basal=876.9;ITPR1=867.2;ITPR3=775.4;RYR=130.6	ITPR2	ITPR2	1
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	rescue_regions	NW_010609530.1	66	194	3	129	1.31e-20	95.349	ITPR2	0.251	ITPR	1.0	ITPR2=93.6;vertebrate_basal=74.3;ITPR1=70.1;ITPR3=63.5			0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	ambiguous_regions	NW_010654042.1	1337	1516	3	180	3.95e-28	96.667	ITPR2	0.184	ITPR	1.0	ITPR2=125.0;ITPR1=102.0;vertebrate_basal=101.0;ITPR3=97.1			0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	ambiguous_regions	NW_010589245.1	54744	65450	21	849	1.61e-24	100.0	ITPR2	0.135	ITPR	1.0	ITPR2=593.3;vertebrate_basal=518.2;ITPR3=513.3;ITPR1=507.3	LOC104577970		0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	attributed_elsewhere	NW_010583650.1	211207	229522	42	2588	1.18e-44	58.333	ITPR3	0.294	ITPR	1.0	ITPR3=2158.4;ITPR2=1522.9;vertebrate_basal=1444.0;ITPR1=1442.8	LOC104570763		0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	attributed_elsewhere	NW_010654453.1	163	1566	9	558	2.85e-21	90.566	ITPR3	0.062	ITPR	0.566	ITPR3=287.4;ITPR1=269.5;vertebrate_basal=266.7;ITPR2=253.8;RYR=124.8			0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	attributed_elsewhere	NW_010637039.1	99	667	6	402	2.19e-20	69.118	ITPR3	0.286	ITPR	1.0	ITPR3=232.0;ITPR2=165.6;ITPR1=156.4;vertebrate_basal=155.9	LOC104579274		0
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	tblastn_trace	attributed_elsewhere	NW_010632909.1	103	261	3	161	1.15e-19	73.585	vertebrate_basal	0.22	ITPR	1.0	vertebrate_basal=122.0;ITPR1=121.0;ITPR2=94.4;ITPR3=90.1			0
