accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	group
A0A9W7GAU2	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	0.0	59.3	59.3	1.0		8.6e-15	8.6e-15	0.0	0.02	0	99	0.048	3964	TrCOL_g812	Triparma columacea	722753	0	HECT-type E3 ubiquitin transferase	protista_other
A0A9W7GB56	ITPR	medium	partial	itpr.hmm wins by 73.3 bits (54.8% of 133.7) over 548 profile positions	133.7	60.4	73.3	0.5482	5.9e-37	3.8e-15	5.9e-37	0.204	0.046	548	227	0.58	1064	TrCOL_g965	Triparma columacea	722753	0	Uncharacterized protein (Fragment)	protista_other
A0A9W7GBV2	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	31.0	31.0	1.0		2.7e-06	2.7e-06	0.0	0.012	0	59	0.254	461	TrCOL_g10662	Triparma columacea	722753	0	EF-hand domain-containing protein	protista_other
A0A9W7GCC0	ITPR	high	architecture	itpr.hmm wins by 797.3 bits (74.9% of 1064.5) over 2507 profile positions	1064.5	267.2	797.3	0.749	1.8e-317	1.9e-77	1.8e-317	0.934	0.205	2507	1011	0.827	3288	TrCOL_g8184	Triparma columacea	722753	0	Uncharacterized protein	protista_other
A0A9W7GD81	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	48.7	48.7	1.0		1.3e-11	1.3e-11	0.0	0.013	0	64	0.164	1768	TrCOL_g7878	Triparma columacea	722753	0	EF-hand domain-containing protein	protista_other
A0A9W7GE28	ITPR	high	architecture	itpr.hmm wins by 400.8 bits (76.6% of 523.4) over 2399 profile positions	523.4	122.6	400.8	0.7658	2e-154	7.1e-34	2e-154	0.894	0.126	2399	621	0.756	3993	TrCOL_g494	Triparma columacea	722753	0	Uncharacterized protein	protista_other
A0A9W7GFP3	ITPR	high	architecture	itpr.hmm wins by 556.7 bits (71.2% of 782.1) over 2260 profile positions	782.1	225.4	556.7	0.7118	2e-232	7.8e-65	2e-232	0.842	0.195	2260	961	0.811	3236	TrCOL_g5474	Triparma columacea	722753	0	MIR domain-containing protein	protista_other
A0A9W7GGY7	ITPR	medium	partial	itpr.hmm wins by 56.1 bits (100.0% of 56.1) over 255 profile positions; no ryr.hmm hit	56.1	0.0	56.1	1.0	1.4e-13		1.4e-13	0.095	0.0	255	0	0.897	310	TrCOL_g7246	Triparma columacea	722753	0	RIH domain-containing protein	protista_other
A0A9W7GIU5	unassigned	none	module	itpr.hmm matched only 166 profile positions (< 200) — a shared module, not a family assignment	87.2	0.0	87.2	1.0	6e-23		6e-23	0.062	0.0	166	0	0.954	194	TrCOL_g7245	Triparma columacea	722753	0	Uncharacterized protein (Fragment)	protista_other
A0A9W7GNB4	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.9	56.9	1.0		4.5e-14	4.5e-14	0.0	0.015	0	74	0.872	149	TrCOL_g7151	Triparma columacea	722753	0	Calmodulin	protista_other
A0A9W7KTJ2	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	48.2	48.2	1.0		1.8e-11	1.8e-11	0.0	0.014	0	69	0.065	1145	TrRE_jg12880	Triparma retinervis	2557542	0	HECT domain-containing protein	protista_other
A0A9W7KTN7	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	46.4	46.4	1.0		6.4e-11	6.4e-11	0.0	0.012	0	59	0.732	157	TrLO_g9293	Triparma laevis f. longispina	1714387	0	Calmodulin	protista_other
A0A9W7KX60	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	99.7	99.7	1.0		5.7e-27	5.7e-27	0.0	0.026	0	128	0.041	5303	TrLO_g2623	Triparma laevis f. longispina	1714387	0	B30.2/SPRY domain-containing protein	protista_other
A0A9W7L1H6	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	0.0	94.5	94.5	1.0		2.1e-25	2.1e-25	0.0	0.035	0	173	0.05	5504	TrCOL_g7931	Triparma columacea	722753	0	B30.2/SPRY domain-containing protein	protista_other
A0A9W7L6N3	ITPR	high	architecture	itpr.hmm wins by 555.1 bits (74.0% of 750.1) over 2289 profile positions	750.1	195.0	555.1	0.74	9e-223	1.1e-55	9e-223	0.853	0.157	2289	774	0.843	3190	TrCOL_g13133	Triparma columacea	722753	0	MIR domain-containing protein	protista_other
A0A9W7L7V1	ITPR	high	architecture	itpr.hmm wins by 386.7 bits (62.4% of 619.3) over 2163 profile positions	619.3	232.6	386.7	0.6244	2.4e-183	5.1e-67	2.4e-183	0.806	0.157	2163	774	0.714	4083	TrCOL_g1972	Triparma columacea	722753	0	Uncharacterized protein	protista_other
A0A9W7LA91	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	40.2	40.2	1.0		4.7e-09	4.7e-09	0.0	0.012	0	59	0.732	157	TrCOL_g3851	Triparma columacea	722753	0	Calmodulin	protista_other
A0A9W7LDV6	ITPR	medium	partial	itpr.hmm wins by 88.9 bits (42.5% of 209.0) over 435 profile positions	209.0	120.1	88.9	0.4254	1.1e-59	4.1e-33	1.1e-59	0.162	0.057	435	281	0.949	546	TrCOL_g9418	Triparma columacea	722753	0	Ion transport domain-containing protein	protista_other
A0A9W7LEE0	ITPR	high	architecture	itpr.hmm wins by 467.8 bits (88.9% of 526.1) over 1798 profile positions	526.1	58.3	467.8	0.8892	3e-155	1.7e-14	3e-155	0.67	0.111	1798	547	0.758	2593	TrCOL_g9417	Triparma columacea	722753	0	EF-hand domain-containing protein	protista_other
A0AA36HKZ2	unassigned	none	module	best profile score 29.8 < 30 bits	0.0	29.8	29.8	1.0		6.3e-06	6.3e-06	0.0	0.007	0	35	0.113	1114	EVOR1521_LOCUS1511	Effrenium voratum	2562239	0	EF-hand domain-containing protein	protista_other
A0AA36I0S5	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	33.4	33.4	1.0		5.2e-07	5.2e-07	0.0	0.013	0	64	0.244	492	EVOR1521_LOCUS6753	Effrenium voratum	2562239	0	non-specific serine/threonine protein kinase	protista_other
A0AA36I1W8	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	30.8	30.8	1.0		3.1e-06	3.1e-06	0.0	0.011	0	54	0.773	216	EVOR1521_LOCUS6812	Effrenium voratum	2562239	0	Calmodulin	protista_other
A0AA36I266	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	32.4	32.4	1.0		1.1e-06	1.1e-06	0.0	0.012	0	59	0.405	420	EVOR1521_LOCUS7775	Effrenium voratum	2562239	0	EF-hand domain-containing protein	protista_other
A0AA36I397	ITPR	medium	partial	itpr.hmm wins by 59.2 bits (100.0% of 59.2) over 217 profile positions; no ryr.hmm hit	59.2	0.0	59.2	1.0	1.6e-14		1.6e-14	0.081	0.0	217	0	0.377	634	EVOR1521_LOCUS8037	Effrenium voratum	2562239	0	Uncharacterized protein	protista_other
A0AA36I5B4	ITPR	medium	partial	itpr.hmm wins by 99.0 bits (49.1% of 201.8) over 695 profile positions	201.8	102.8	99.0	0.4906	1.7e-57	6.4e-28	1.7e-57	0.259	0.048	695	237	0.922	867	EVOR1521_LOCUS8034	Effrenium voratum	2562239	0	Uncharacterized protein	protista_other
A0AA36IT23	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	0.0	59.4	59.4	1.0		7.5e-15	7.5e-15	0.0	0.02	0	99	0.12	811	EVOR1521_LOCUS17497	Effrenium voratum	2562239	0	ATP-dependent RNA helicase	protista_other
A0AA36IT39	unassigned	none	module	itpr.hmm matched only 129 profile positions (< 200) — a shared module, not a family assignment	69.3	0.0	69.3	1.0	1.4e-17		1.4e-17	0.048	0.0	129	0	0.868	152	EVOR1521_LOCUS18277	Effrenium voratum	2562239	0	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	protista_other
A0AA36J0U9	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	30.4	30.4	1.0		4.2e-06	4.2e-06	0.0	0.013	0	64	0.2	584	EVOR1521_LOCUS21225	Effrenium voratum	2562239	0	Calcium-dependent protein kinase	protista_other
A0AA36J4L9	unassigned	none	module	itpr.hmm matched only 113 profile positions (< 200) — a shared module, not a family assignment	32.4	0.0	32.4	1.0	2e-06		2e-06	0.042	0.0	113	0	0.221	484	EVOR1521_LOCUS23038	Effrenium voratum	2562239	0	RyR/IP3R Homology associated domain-containing protein	protista_other
A0AA36J5K9	ITPR	medium	partial	itpr.hmm wins by 124.7 bits (43.5% of 286.4) over 502 profile positions	286.4	161.7	124.7	0.4354	5.3e-83	1.1e-45	5.3e-83	0.187	0.052	502	256	0.937	536	EVOR1521_LOCUS23042	Effrenium voratum	2562239	0	Ion transport domain-containing protein	protista_other
A0AA36J6Q0	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	33.2	33.2	1.0		5.9e-07	5.9e-07	0.0	0.012	0	59	0.319	360	EVOR1521_LOCUS23593	Effrenium voratum	2562239	0	EF-hand domain-containing protein	protista_other
A0AA36J798	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	31.6	31.6	1.0		1.8e-06	1.8e-06	0.0	0.012	0	59	0.259	436	EVOR1521_LOCUS24184	Effrenium voratum	2562239	0	Calmodulin	protista_other
A0AA36JF11	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	33.7	33.7	1.0		4.2e-07	4.2e-07	0.0	0.017	0	84	0.084	1075	EVOR1521_LOCUS26902	Effrenium voratum	2562239	0	Uncharacterized protein	protista_other
A0AA36JII8	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	41.8	41.8	1.0		1.5e-09	1.5e-09	0.0	0.025	0	123	0.08	1589	EVOR1521_LOCUS28253	Effrenium voratum	2562239	0	Uncharacterized protein	protista_other
A0AA36JL52	ITPR	medium	partial	itpr.hmm wins by 177.5 bits (59.1% of 300.3) over 926 profile positions	300.3	122.8	177.5	0.5911	3.5e-87	6.2e-34	3.5e-87	0.345	0.055	926	271	0.131	8243	EVOR1521_LOCUS28813	Effrenium voratum	2562239	0	RyR/IP3R Homology associated domain-containing protein	protista_other
A0AA36JQH7	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	52.6	52.6	1.0		8.5e-13	8.5e-13	0.0	0.011	0	54	0.395	281	EVOR1521_LOCUS30874	Effrenium voratum	2562239	0	EF-hand domain-containing protein	protista_other
A0AA36MJ90	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	31.4	31.4	1.0		2.1e-06	2.1e-06	0.0	0.017	0	84	0.121	726	EVOR1521_LOCUS910	Effrenium voratum	2562239	0	Calmodulin	protista_other
A0AA36MM58	ITPR	medium	partial	itpr.hmm wins by 17.5 bits (15.4% of 113.3) over 239 profile positions	113.3	95.8	17.5	0.1545	8.3e-31	8.3e-26	8.3e-31	0.089	0.043	239	212	0.683	331	EVOR1521_LOCUS2363	Effrenium voratum	2562239	0	Ion transport domain-containing protein	protista_other
A0AA36MR87	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	36.4	36.4	1.0		6.5e-08	6.5e-08	0.0	0.012	0	59	0.23	530	EVOR1521_LOCUS9930	Effrenium voratum	2562239	0	non-specific serine/threonine protein kinase	protista_other
A0AA36MVM3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.4	45.4	1.0		1.2e-10	1.2e-10	0.0	0.011	0	54	0.219	530	EVOR1521_LOCUS12034	Effrenium voratum	2562239	0	non-specific serine/threonine protein kinase	protista_other
A0AA36MX99	unassigned	none	module	ryr.hmm matched only 84 profile positions (< 200) — a shared module, not a family assignment	0.0	38.1	38.1	1.0		2e-08	2e-08	0.0	0.017	0	84	0.054	1487	EVOR1521_LOCUS10382	Effrenium voratum	2562239	0	B30.2/SPRY domain-containing protein	protista_other
A0AA36N0D7	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	33.3	33.3	1.0		5.7e-07	5.7e-07	0.0	0.018	0	89	0.146	727	EVOR1521_LOCUS12624	Effrenium voratum	2562239	0	Uncharacterized protein	protista_other
A0AA36NAI6	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	36.2	36.2	1.0		7.4e-08	7.4e-08	0.0	0.013	0	64	0.792	159	EVOR1521_LOCUS22464	Effrenium voratum	2562239	0	Calmodulin	protista_other
A0AA36NGP7	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	33.0	33.0	1.0		6.8e-07	6.8e-07	0.0	0.018	0	89	0.137	659	EVOR1521_LOCUS27968	Effrenium voratum	2562239	0	SPRY domain-containing protein	protista_other
A0AA86P874	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	34.8	34.8	1.0		2e-07	2e-07	0.0	0.012	0	59	0.78	150	HINF_LOCUS57625	Hexamita inflata	28002	0	Centrin	protista_other
A0AA86UB76	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	43.4	43.4	1.0		5.1e-10	5.1e-10	0.0	0.013	0	64	0.796	152	HINF_LOCUS40422	Hexamita inflata	28002	0	Calmodulin	protista_other
A0AA88GC01	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	53.2	53.2	1.0		5.8e-13	5.8e-13	0.0	0.013	0	64	0.8	155	C9374_011965	Naegleria lovaniensis	51637	0	EF-hand domain-containing protein	protista_other
A0AA88GKJ4	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	45.0	45.0	1.0		1.7e-10	1.7e-10	0.0	0.012	0	59	0.744	160	C9374_005214	Naegleria lovaniensis	51637	0	EF-hand domain-containing protein	protista_other
A0AA88GN53	ITPR	high	architecture	itpr.hmm wins by 885.5 bits (76.0% of 1165.1) over 2410 profile positions	1165.1	279.6	885.5	0.76	0	3.5e-81	0	0.898	0.247	2410	1218	0.936	2976	C9374_006563	Naegleria lovaniensis	51637	0	MIR domain-containing protein	protista_other
A0AA88GP54	unassigned	none	module	best profile score 29.1 < 30 bits	0.0	29.1	29.1	1.0		1e-05	1e-05	0.0	0.014	0	69	0.463	281	C9374_005805	Naegleria lovaniensis	51637	0	EF-hand domain-containing protein	protista_other
A0AA88GTG0	ITPR	high	architecture	itpr.hmm wins by 729.5 bits (74.2% of 983.0) over 2298 profile positions	983.0	253.5	729.5	0.7421	5.6e-293	2.6e-73	5.6e-293	0.856	0.277	2298	1366	0.89	2730	C9374_000931	Naegleria lovaniensis	51637	0	Uncharacterized protein	protista_other
A0AA88H4K2	ITPR	high	architecture	itpr.hmm wins by 794.8 bits (75.2% of 1057.4) over 2292 profile positions	1057.4	262.6	794.8	0.7517	2.1e-315	4.7e-76	2.1e-315	0.854	0.226	2292	1114	0.916	2535	C9374_011527	Naegleria lovaniensis	51637	0	MIR domain-containing protein	protista_other
A0AA88KB99	ITPR	high	architecture	itpr.hmm wins by 793.7 bits (75.1% of 1056.2) over 2289 profile positions	1056.2	262.5	793.7	0.7515	4.8e-315	5.1e-76	4.8e-315	0.853	0.226	2289	1114	0.928	2503	C9374_014272	Naegleria lovaniensis	51637	0	MIR domain-containing protein (Fragment)	protista_other
A0AA88KD28	ITPR	high	architecture	itpr.hmm wins by 853.1 bits (70.7% of 1205.9) over 2322 profile positions	1205.9	352.8	853.1	0.7074	0	3.2e-103	0	0.865	0.357	2322	1760	0.934	2800	C9374_011703	Naegleria lovaniensis	51637	0	MIR domain-containing protein	protista_other
A0AA88KEU5	ITPR	high	architecture	itpr.hmm wins by 1754.8 bits (82.7% of 2121.8) over 2552 profile positions	2121.8	367.0	1754.8	0.827	0	1.7e-107	0	0.951	0.292	2552	1440	0.975	3074	C9374_011999	Naegleria lovaniensis	51637	0	MIR domain-containing protein	protista_other
A0AA88KMC8	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	43.8	43.8	1.0		3.9e-10	3.9e-10	0.0	0.012	0	59	0.772	149	C9374_000264	Naegleria lovaniensis	51637	0	EF-hand domain-containing protein	protista_other
A0AAD1U3F3	ITPR	medium	partial	itpr.hmm wins by 97.8 bits (60.0% of 163.1) over 752 profile positions	163.1	65.3	97.8	0.5996	8e-46	1.3e-16	8e-46	0.28	0.042	752	207	0.366	2205	ECRASSUSDP1_LOCUS2868	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1U747	unassigned	none	module	best profile score 29.5 < 30 bits	0.0	29.5	29.5	1.0		8e-06	8e-06	0.0	0.012	0	59	0.343	327	ECRASSUSDP1_LOCUS3135	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1U8A9	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	42.2	42.2	1.0		1.1e-09	1.1e-09	0.0	0.013	0	64	0.28	657	ECRASSUSDP1_LOCUS2212	Euplotes crassus	5936	0	EF-hand domain-containing protein	protista_other
A0AAD1U8G1	ITPR	medium	partial	itpr.hmm wins by 68.7 bits (63.9% of 107.5) over 650 profile positions	107.5	38.8	68.7	0.6391	4.4e-29	1.3e-08	4.4e-29	0.242	0.02	650	99	0.744	1035	ECRASSUSDP1_LOCUS3414	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1U8G2	ITPR	high	architecture	itpr.hmm wins by 351.7 bits (73.8% of 476.6) over 1763 profile positions	476.6	124.9	351.7	0.7379	2.5e-140	1.4e-34	2.5e-140	0.657	0.058	1763	286	0.673	2853	ECRASSUSDP1_LOCUS4635	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1UB97	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	43.0	43.0	1.0		6.8e-10	6.8e-10	0.0	0.011	0	54	0.219	508	ECRASSUSDP1_LOCUS7260	Euplotes crassus	5936	0	non-specific serine/threonine protein kinase	protista_other
A0AAD1UBM1	unassigned	none	module	best profile score 29.6 < 30 bits	0.0	29.6	29.6	1.0		7.3e-06	7.3e-06	0.0	0.014	0	69	0.305	614	ECRASSUSDP1_LOCUS3772	Euplotes crassus	5936	0	EF-hand domain-containing protein	protista_other
A0AAD1UBZ1	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	39.5	39.5	1.0		7.5e-09	7.5e-09	0.0	0.013	0	64	0.339	366	ECRASSUSDP1_LOCUS7283	Euplotes crassus	5936	0	Calcium-dependent protein kinase	protista_other
A0AAD1UCF6	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	38.8	38.8	1.0		1.2e-08	1.2e-08	0.0	0.011	0	54	0.208	543	ECRASSUSDP1_LOCUS5386	Euplotes crassus	5936	0	non-specific serine/threonine protein kinase	protista_other
A0AAD1UCM2	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	32.2	32.2	1.0		1.2e-06	1.2e-06	0.0	0.012	0	59	0.239	472	ECRASSUSDP1_LOCUS5493	Euplotes crassus	5936	0	Calcium-dependent protein kinase 1	protista_other
A0AAD1UDQ6	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	33.3	33.3	1.0		5.5e-07	5.5e-07	0.0	0.011	0	54	0.212	533	ECRASSUSDP1_LOCUS6279	Euplotes crassus	5936	0	non-specific serine/threonine protein kinase	protista_other
A0AAD1UE84	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	45.6	45.6	1.0		1.1e-10	1.1e-10	0.0	0.011	0	54	0.212	537	ECRASSUSDP1_LOCUS6326	Euplotes crassus	5936	0	non-specific serine/threonine protein kinase	protista_other
A0AAD1UE96	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	37.0	37.0	1.0		4.2e-08	4.2e-08	0.0	0.014	0	69	0.274	471	ECRASSUSDP1_LOCUS8961	Euplotes crassus	5936	0	non-specific serine/threonine protein kinase	protista_other
A0AAD1UFH2	ITPR	high	architecture	itpr.hmm wins by 819.6 bits (73.2% of 1120.0) over 2346 profile positions	1120.0	300.4	819.6	0.7318	0	2e-87	0	0.874	0.285	2346	1405	0.977	2696	ECRASSUSDP1_LOCUS9132	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1UQK6	ITPR	medium	partial	itpr.hmm wins by 77.9 bits (46.2% of 168.8) over 679 profile positions	168.8	90.9	77.9	0.4615	1.5e-47	2.4e-24	1.5e-47	0.253	0.053	679	261	0.621	1176	ECRASSUSDP1_LOCUS12547	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1X2A3	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	34.9	34.9	1.0		1.8e-07	1.8e-07	0.0	0.012	0	59	0.223	497	ECRASSUSDP1_LOCUS1767	Euplotes crassus	5936	0	non-specific serine/threonine protein kinase	protista_other
A0AAD1X2P0	ITPR	medium	partial	itpr.hmm wins by 117.6 bits (63.7% of 184.6) over 725 profile positions	184.6	67.0	117.6	0.6371	2.6e-52	3.9e-17	2.6e-52	0.27	0.049	725	242	0.339	2381	ECRASSUSDP1_LOCUS2145	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1X422	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	34.3	34.3	1.0		2.8e-07	2.8e-07	0.0	0.011	0	54	0.208	529	ECRASSUSDP1_LOCUS1233	Euplotes crassus	5936	0	non-specific serine/threonine protein kinase	protista_other
A0AAD1X7S9	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	33.8	33.8	1.0		4e-07	4e-07	0.0	0.012	0	59	0.216	515	ECRASSUSDP1_LOCUS2163	Euplotes crassus	5936	0	non-specific serine/threonine protein kinase	protista_other
A0AAD1X955	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	36.5	36.5	1.0		6.1e-08	6.1e-08	0.0	0.011	0	54	0.238	470	ECRASSUSDP1_LOCUS4680	Euplotes crassus	5936	0	Calcium-dependent protein kinase 1	protista_other
A0AAD1X9F6	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	32.0	32.0	1.0		1.4e-06	1.4e-06	0.0	0.014	0	69	0.3	613	ECRASSUSDP1_LOCUS3905	Euplotes crassus	5936	0	EF-hand domain-containing protein	protista_other
A0AAD1XAZ3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	36.3	36.3	1.0		7.1e-08	7.1e-08	0.0	0.011	0	54	0.339	327	ECRASSUSDP1_LOCUS5634	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1XB50	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	31.7	31.7	1.0		1.7e-06	1.7e-06	0.0	0.011	0	54	0.211	532	ECRASSUSDP1_LOCUS6678	Euplotes crassus	5936	0	non-specific serine/threonine protein kinase	protista_other
A0AAD1XC48	ITPR	high	architecture	itpr.hmm wins by 823.2 bits (73.9% of 1114.4) over 2233 profile positions	1114.4	291.2	823.2	0.7387	0	1.2e-84	0	0.832	0.237	2233	1168	0.878	2694	ECRASSUSDP1_LOCUS7706	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1XCG6	ITPR	medium	partial	itpr.hmm wins by 91.6 bits (51.2% of 178.8) over 717 profile positions	178.8	87.2	91.6	0.5123	1.4e-50	3.3e-23	1.4e-50	0.267	0.049	717	242	0.369	2193	ECRASSUSDP1_LOCUS7266	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1XH47	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	56.6	56.6	1.0		5.5e-14	5.5e-14	0.0	0.012	0	59	0.781	151	ECRASSUSDP1_LOCUS13926	Euplotes crassus	5936	0	Calmodulin	protista_other
A0AAD1Y275	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	35.8	35.8	1.0		1e-07	1e-07	0.0	0.011	0	54	0.208	528	ECRASSUSDP1_LOCUS24914	Euplotes crassus	5936	0	non-specific serine/threonine protein kinase	protista_other
A0AAD1Y3C6	ITPR	medium	partial	itpr.hmm wins by 115.4 bits (63.4% of 182.1) over 663 profile positions	182.1	66.7	115.4	0.6337	1.5e-51	5e-17	1.5e-51	0.247	0.048	663	237	0.311	2294	ECRASSUSDP1_LOCUS24654	Euplotes crassus	5936	0	RyR/IP3R Homology associated domain-containing protein	protista_other
A0AAD1Y5B6	ITPR	medium	partial	itpr.hmm wins by 63.4 bits (42.3% of 149.9) over 620 profile positions	149.9	86.5	63.4	0.4229	7.3e-42	5.4e-23	7.3e-42	0.231	0.05	620	246	0.287	2388	ECRASSUSDP1_LOCUS25672	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1Y638	ITPR	medium	partial	itpr.hmm wins by 81.0 bits (71.7% of 113.0) over 550 profile positions	113.0	32.0	81.0	0.7168	1e-30	1.4e-06	1e-30	0.205	0.013	550	64	0.726	847	ECRASSUSDP1_LOCUS27430	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1Y6B6	ITPR	medium	partial	itpr.hmm wins by 105.3 bits (53.9% of 195.4) over 703 profile positions	195.4	90.1	105.3	0.5389	1.4e-55	4.5e-24	1.4e-55	0.262	0.051	703	251	0.331	2399	ECRASSUSDP1_LOCUS27168	Euplotes crassus	5936	0	RyR/IP3R Homology associated domain-containing protein	protista_other
A0AAD1Y9H2	ITPR	medium	partial	itpr.hmm wins by 78.3 bits (44.0% of 178.0) over 703 profile positions	178.0	99.7	78.3	0.4399	2.5e-50	5.5e-27	2.5e-50	0.262	0.049	703	242	0.328	2399	ECRASSUSDP1_LOCUS28158	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD1YC61	ITPR	high	architecture	itpr.hmm wins by 307.9 bits (72.1% of 427.1) over 2233 profile positions	427.1	119.2	307.9	0.7209	2.1e-125	7.6e-33	2.1e-125	0.832	0.096	2233	473	0.822	3034	ECRASSUSDP1_LOCUS28628	Euplotes crassus	5936	0	Uncharacterized protein	protista_other
A0AAD2CPP1	unassigned	none	module	ryr.hmm matched only 64 profile positions (< 200) — a shared module, not a family assignment	0.0	35.3	35.3	1.0		1.4e-07	1.4e-07	0.0	0.013	0	64	0.207	552	CYCCA115_LOCUS5059	Cylindrotheca closterium	2856	0	Calmodulin	protista_other
A0AAD2D764	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	32.0	32.0	1.0		1.4e-06	1.4e-06	0.0	0.011	0	54	0.745	153	ECRASSUSDP1_LOCUS23750	Euplotes crassus	5936	0	Calmodulin	protista_other
