group	profile	accession	target	species	taxon_id	gene	length	full_evalue	full_score	hmm_coverage	qlen	positions	protein_name
viridiplantae	ryr	A0A7J7P264	tr|A0A7J7P264|A0A7J7P264_9MAGN	Kingdonia uniflora	39325	GIB67_027017	517	2.8e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A067ESR3	tr|A0A067ESR3|A0A067ESR3_CITSI	Citrus sinensis	2711	CISIN_1g031903mg	150	2.8e-10	46.3	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0A2H5PP06	tr|A0A2H5PP06|A0A2H5PP06_CITUN	Citrus unshiu	55188	CUMW_153840	150	2.8e-10	46.3	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0AAP0LQK4	tr|A0AAP0LQK4|A0AAP0LQK4_9ROSI	Citrus x changshan-huyou	2935761	WN944_025840	150	2.8e-10	46.3	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	V4RZH6	tr|V4RZH6|V4RZH6_CITCL	Citrus clementina	85681	CICLE_v10006151mg	150	2.8e-10	46.3	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0A8S0ULI7	tr|A0A8S0ULI7|A0A8S0ULI7_OLEEU	Olea europaea subsp. europaea	158383	OLEA9_A012666	150	2.8e-10	46.3	0.013	4930	64	Calmodulin 11
viridiplantae	ryr	A0A1S3CRC2	tr|A0A1S3CRC2|A0A1S3CRC2_CUCME	Cucumis melo	3656	LOC103503857	516	2.8e-10	46.3	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	G7L1W6	tr|G7L1W6|G7L1W6_MEDTR	Medicago truncatula	3880	MTR_7g115040	149	2.8e-10	46.3	0.012	4930	59	Calmodulin
viridiplantae	ryr	F6HUP4	tr|F6HUP4|F6HUP4_VITVI	Vitis vinifera	29760	VIT_02s0025g00690	528	2.8e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A8T0SL02	tr|A0A8T0SL02|A0A8T0SL02_PANVG	Panicum virgatum	38727	PVAP13_5KG462300	528	2.8e-10	46.3	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ABD1YAZ2	tr|A0ABD1YAZ2|A0ABD1YAZ2_9MARC	Riccia fluitans	41844	R1flu_002932	200	2.8e-10	46.3	0.014	4930	69	EF-hand domain-containing protein
viridiplantae	ryr	A0A445DL24	tr|A0A445DL24|A0A445DL24_ARAHY	Arachis hypogaea	3818	Ahy_A04g021636	553	2.8e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ACD5XGS9	tr|A0ACD5XGS9|A0ACD5XGS9_AVESA	Avena sativa	4498		167	2.8e-10	46.3	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A6G1BMS3	tr|A0A6G1BMS3|A0A6G1BMS3_9ORYZ	Oryza meyeriana var. granulata	110450	E2562_023641	162	2.8e-10	46.3	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A0S3RJA4	tr|A0A0S3RJA4|A0A0S3RJA4_PHAAN	Vigna angularis var. angularis	157739	Vigan.03G032300	525	2.8e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A9W7M5H3	tr|A0A9W7M5H3|A0A9W7M5H3_HIBTR	Hibiscus trionum	183268	HRI_002314300	189	2.8e-10	46.3	0.013	4930	64	Calmodulin-like 30
viridiplantae	ryr	A0AAV9MRV4	tr|A0AAV9MRV4|A0AAV9MRV4_9SOLN	Solanum pinnatisectum	50273	R3W88_003496	147	2.8e-10	46.3	0.014	4930	69	EF-hand domain-containing protein
viridiplantae	ryr	A0A1E5V8W5	tr|A0A1E5V8W5|A0A1E5V8W5_9POAL	Dichanthelium oligosanthes	888268	BAE44_0017518	530	2.8e-10	46.3	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A8J5SYA5	tr|A0A8J5SYA5|A0A8J5SYA5_ZIZPA	Zizania palustris	103762	GUJ93_ZPchr0014g47477	525	2.8e-10	46.3	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A1U7W623	tr|A0A1U7W623|A0A1U7W623_NICSY	Nicotiana sylvestris	4096	LOC104220832	147	2.8e-10	46.3	0.014	4930	69	Calmodulin-like
viridiplantae	ryr	A0A2R6QE04	tr|A0A2R6QE04|A0A2R6QE04_ACTCC	Actinidia chinensis var. chinensis	1590841	CEY00_Acc19512	149	2.8e-10	46.3	0.011	4930	54	Calmodulin like
viridiplantae	ryr	A0AAN7PWH9	tr|A0AAN7PWH9|A0AAN7PWH9_9MYRT	Trapa incisa	236973	SAY87_008828	561	2.8e-10	46.3	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ABD0ZZE7	tr|A0ABD0ZZE7|A0ABD0ZZE7_CARAN	Cardamine amara subsp. amara	228776	V5N11_000469	151	2.8e-10	46.3	0.012	4930	59	Calmodulin-like protein 8
viridiplantae	ryr	A0AAD7PK79	tr|A0AAD7PK79|A0AAD7PK79_QUISA	Quillaja saponaria	32244	O6P43_018724	527	2.8e-10	46.3	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAN7LY23	tr|A0AAN7LY23|A0AAN7LY23_TRANT	Trapa natans	22666	SAY86_013275	530	2.8e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAV5CUK6	tr|A0AAV5CUK6|A0AAV5CUK6_ELECO	Eleusine coracana subsp. coracana	191504	ga19397	443	2.8e-10	46.3	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAN7JIN1	tr|A0AAN7JIN1|A0AAN7JIN1_9MYRT	Trapa incisa	236973	SAY87_011234	530	2.8e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A8X8WQH6	tr|A0A8X8WQH6|A0A8X8WQH6_SALSN	Salvia splendens	180675	SASPL_140847	548	2.8e-10	46.3	0.02	4930	99	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAN8ULF6	tr|A0AAN8ULF6|A0AAN8ULF6_9MAGN	Dillenia turbinata	194707	RJ641_021307	154	2.8e-10	46.3	0.013	4930	64	EF-hand domain (Fragment)
viridiplantae	ryr	A0A6P5XXC3	tr|A0A6P5XXC3|A0A6P5XXC3_DURZI	Durio zibethinus	66656	LOC111286985	536	2.8e-10	46.3	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A8J5SHT2	tr|A0A8J5SHT2|A0A8J5SHT2_ZIZPA	Zizania palustris	103762	GUJ93_ZPchr0005g15653	541	2.8e-10	46.3	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAQ3TCZ8	tr|A0AAQ3TCZ8|A0AAQ3TCZ8_PASNO	Paspalum notatum var. saurae	547442	U9M48_018386	528	2.8e-10	46.3	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A9Q0KH66	tr|A0A9Q0KH66|A0A9Q0KH66_9MAGN	Protea cynaroides	273540	NE237_003484	529	2.9e-10	46.3	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	W9S202	tr|W9S202|W9S202_9ROSA	Morus notabilis	981085	L484_001095	538	2.9e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A9N7MTY7	tr|A0A9N7MTY7|A0A9N7MTY7_STRHE	Striga hermonthica	68872	SHERM_14495	151	2.9e-10	46.3	0.013	4930	64	Calmodulin-like protein 8
viridiplantae	ryr	A0A6A4QZE1	tr|A0A6A4QZE1|A0A6A4QZE1_LUPAL	Lupinus albus	3870	Lalb_Chr02g0142481	147	2.9e-10	46.3	0.013	4930	64	EF-hand domain pair protein
viridiplantae	ryr	A0A1U8K698	tr|A0A1U8K698|A0A1U8K698_GOSHI	Gossypium hirsutum	3635	LOC107912703	152	2.9e-10	46.3	0.012	4930	59	Probable calcium-binding protein CML23
viridiplantae	ryr	A0A4S8JRQ0	tr|A0A4S8JRQ0|A0A4S8JRQ0_MUSBA	Musa balbisiana	52838	C4D60_Mb01t29880	148	2.9e-10	46.3	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0A834YU20	tr|A0A834YU20|A0A834YU20_TETSI	Tetracentron sinense	13715	HHK36_019659	529	2.9e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A6G1D4G7	tr|A0A6G1D4G7|A0A6G1D4G7_9ORYZ	Oryza meyeriana var. granulata	110450	E2562_015769	194	2.9e-10	46.3	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0AAP0JAL5	tr|A0AAP0JAL5|A0AAP0JAL5_9MAGN	Stephania japonica	461633	Sjap_009864	332	2.9e-10	46.3	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ACB7VMY3	tr|A0ACB7VMY3|A0ACB7VMY3_DIOAL	Dioscorea alata	55571	IHE45_08G145900	525	2.9e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAD2A4I8	tr|A0AAD2A4I8|A0AAD2A4I8_9LAMI	Fraxinus pennsylvanica	56036	FPE_LOCUS28758	196	2.9e-10	46.3	0.014	4930	69	Calmodulin
viridiplantae	ryr	A0A803N8I0	tr|A0A803N8I0|A0A803N8I0_CHEQI	Chenopodium quinoa	63459	LOC110709083	192	2.9e-10	46.3	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0AAD4IUA4	tr|A0AAD4IUA4|A0AAD4IUA4_PERFH	Perilla frutescens var. hirtella	608512	C2S53_009720	459	2.9e-10	46.3	0.014	4930	69	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAV2FF35	tr|A0AAV2FF35|A0AAV2FF35_9ROSI	Linum trigynum	586398	LTRI10_LOCUS36888	155	2.9e-10	46.3	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A5N5LR63	tr|A0A5N5LR63|A0A5N5LR63_9ROSI	Salix brachista	2182728	DKX38_013164	150	2.9e-10	46.3	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A8J5RLH5	tr|A0A8J5RLH5|A0A8J5RLH5_ZIZPA	Zizania palustris	103762	GUJ93_ZPchr0009g659	153	2.9e-10	46.3	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A4D6MM69	tr|A0A4D6MM69|A0A4D6MM69_VIGUN	Vigna unguiculata	3917	DEO72_LG7g3011	394	2.9e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A843WSB6	tr|A0A843WSB6|A0A843WSB6_COLES	Colocasia esculenta	4460	Taro_046417	189	2.9e-10	46.3	0.012	4930	59	Calmodulin
viridiplantae	ryr	A0ABD3UNM3	tr|A0ABD3UNM3|A0ABD3UNM3_9LAMI	Penstemon smallii	265156	ACJIZ3_011789	150	2.9e-10	46.3	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A6A6KSG8	tr|A0A6A6KSG8|A0A6A6KSG8_HEVBR	Hevea brasiliensis	3981	GH714_042292	464	2.9e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ACB9IEW0	tr|A0ACB9IEW0|A0ACB9IEW0_9ASTR	Smallanthus sonchifolius	185202	L1987_21911	149	2.9e-10	46.3	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0ACE2DKZ5	tr|A0ACE2DKZ5|A0ACE2DKZ5_ARAHA	Arabidopsis halleri	81970	ARAHAL_7.1993.1	154	2.9e-10	46.3	0.012	4930	59	Uncharacterized protein
viridiplantae	ryr	A0A200QZP6	tr|A0A200QZP6|A0A200QZP6_MACCD	Macleaya cordata	56857	BVC80_1823g11	535	2.9e-10	46.3	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAV1YDU4	tr|A0AAV1YDU4|A0AAV1YDU4_LUPLU	Lupinus luteus	3873	LLUT_LOCUS33067	461	2.9e-10	46.3	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ACE2A8C5	tr|A0ACE2A8C5|A0ACE2A8C5_MUSTE	Musa textilis	228183	MTEXT_02.2296	553	2.9e-10	46.3	0.011	4930	54	Uncharacterized protein
viridiplantae	ryr	A0A6J1JAC9	tr|A0A6J1JAC9|A0A6J1JAC9_CUCMA	Cucurbita maxima	3661	LOC111483991	533	2.9e-10	46.3	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A6J1FT91	tr|A0A6J1FT91|A0A6J1FT91_CUCMO	Cucurbita moschata	3662	LOC111448267	533	2.9e-10	46.2	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ACF7PU35	tr|A0ACF7PU35|A0ACF7PU35_9ROSI	Hibiscus cannabinus	229543	GQ457_10G006430	515	3e-10	46.2	0.011	4930	54	Uncharacterized protein
viridiplantae	ryr	A0AAV6LTC0	tr|A0AAV6LTC0|A0AAV6LTC0_9ROSI	Cucurbita argyrosperma subsp. sororia	37648	CPK17	533	3e-10	46.2	0.011	4930	54	non-specific serine/threonine protein kinase (Fragment)
viridiplantae	ryr	E1Z2R1	tr|E1Z2R1|E1Z2R1_CHLVA	Chlorella variabilis	554065	CHLNCDRAFT_33556	755	3e-10	46.2	0.017	4930	84	ATP-dependent RNA helicase DDX1
viridiplantae	ryr	A0ABD1QHC7	tr|A0ABD1QHC7|A0ABD1QHC7_9LAMI	Abeliophyllum distichum	126358	Adt_36374	550	3e-10	46.2	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A2I0JTZ6	tr|A0A2I0JTZ6|A0A2I0JTZ6_PUNGR	Punica granatum	22663	CRG98_020692	133	3e-10	46.2	0.015	4930	74	EF-hand domain-containing protein
viridiplantae	ryr	A0A6P5X6L5	tr|A0A6P5X6L5|A0A6P5X6L5_DURZI	Durio zibethinus	66656	LOC111280314	583	3e-10	46.2	0.014	4930	69	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A5D2WIN8	tr|A0A5D2WIN8|A0A5D2WIN8_GOSMU	Gossypium mustelinum	34275	E1A91_A13G159200v1	536	3e-10	46.2	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ABQ9LVQ9	tr|A0ABQ9LVQ9|A0ABQ9LVQ9_HEVBR	Hevea brasiliensis	3981	P3X46_015307	148	3e-10	46.2	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A6J1AL21	tr|A0A6J1AL21|A0A6J1AL21_9ROSI	Herrania umbratica	108875	LOC110419003	536	3e-10	46.2	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAD5GH13	tr|A0AAD5GH13|A0AAD5GH13_AMBAR	Ambrosia artemisiifolia	4212	M8C21_017753	343	3e-10	46.2	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A0S3S7W7	tr|A0A0S3S7W7|A0A0S3S7W7_PHAAN	Vigna angularis var. angularis	157739	Vigan.05G257900	541	3e-10	46.2	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAV0P5V0	tr|A0AAV0P5V0|A0AAV0P5V0_9ROSI	Linum tenue	586396	LITE_LOCUS36727	155	3e-10	46.2	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A4D6L650	tr|A0A4D6L650|A0A4D6L650_VIGUN	Vigna unguiculata	3917	DEO72_LG2g4317	131	3e-10	46.2	0.015	4930	74	Calmodulin
viridiplantae	ryr	A0AAD5G3K3	tr|A0AAD5G3K3|A0AAD5G3K3_AMBAR	Ambrosia artemisiifolia	4212	M8C21_026360	149	3e-10	46.2	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0ABD1BZI8	tr|A0ABD1BZI8|A0ABD1BZI8_CARAN	Cardamine amara subsp. amara	228776	V5N11_018970	531	3e-10	46.2	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A811MSX0	tr|A0A811MSX0|A0A811MSX0_9POAL	Miscanthus lutarioriparius	422564	NCGR_LOCUS9891	154	3e-10	46.2	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0ABR0WD90	tr|A0ABR0WD90|A0ABR0WD90_REHGL	Rehmannia glutinosa	99300	DH2020_020910	378	3e-10	46.2	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A2U1PJN5	tr|A0A2U1PJN5|A0A2U1PJN5_ARTAN	Artemisia annua	35608	CTI12_AA145360	149	3e-10	46.2	0.013	4930	64	Calmodulin
viridiplantae	ryr	A0A103XVF7	tr|A0A103XVF7|A0A103XVF7_CYNCS	Cynara cardunculus var. scolymus	59895	Ccrd_000261	162	3e-10	46.2	0.013	4930	64	Calcium-binding EF-hand
viridiplantae	ryr	A0ABR2E0I7	tr|A0ABR2E0I7|A0ABR2E0I7_9ROSI	Hibiscus sabdariffa	183260	V6N12_039393	536	3e-10	46.2	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A6A2W987	tr|A0A6A2W987|A0A6A2W987_HIBSY	Hibiscus syriacus	106335	F3Y22_tig00117056pilonHSYRG01181	538	3e-10	46.2	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A6A2X0I6	tr|A0A6A2X0I6|A0A6A2X0I6_HIBSY	Hibiscus syriacus	106335	F3Y22_tig00112382pilonHSYRG00058	165	3e-10	46.2	0.013	4930	64	Calcium-binding protein CML26
viridiplantae	ryr	A0ACK6AUL5	tr|A0ACK6AUL5|A0ACK6AUL5_RICCO	Ricinus communis	3988	LOC8284201	551	3e-10	46.2	0.011	4930	54	Calcium-dependent protein kinase 21
viridiplantae	ryr	A0AA38TW38	tr|A0AA38TW38|A0AA38TW38_9ASTR	Centaurea solstitialis	347529	OSB04_003910	525	3e-10	46.2	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ABR2ALX3	tr|A0ABR2ALX3|A0ABR2ALX3_9ROSI	Hibiscus sabdariffa	183260	V6N12_037482	188	3e-10	46.2	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0ABR2Q6W0	tr|A0ABR2Q6W0|A0ABR2Q6W0_9ROSI	Hibiscus sabdariffa	183260	V6N11_076638	188	3e-10	46.2	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0A8J4VRB8	tr|A0A8J4VRB8|A0A8J4VRB8_9ROSI	Castanea mollissima	60419	CMV_016847	189	3.1e-10	46.2	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0ACF8GG17	tr|A0ACF8GG17|A0ACF8GG17_9ROSI	Castanea dentata	134033	ACB092_01G075900	539	3.1e-10	46.2	0.012	4930	59	Uncharacterized protein
viridiplantae	ryr	A0AAN9P204	tr|A0AAN9P204|A0AAN9P204_CROPI	Crotalaria pallida	3830	RIF29_13504	532	3.1e-10	46.2	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A811PEI1	tr|A0A811PEI1|A0A811PEI1_9POAL	Miscanthus lutarioriparius	422564	NCGR_LOCUS25223	542	3.1e-10	46.2	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A1S4A7F5	tr|A0A1S4A7F5|A0A1S4A7F5_TOBAC	Nicotiana tabacum	4097	LOC107794584	147	3.1e-10	46.2	0.014	4930	69	Uncharacterized protein LOC107794584
viridiplantae	ryr	A0AA88VJV5	tr|A0AA88VJV5|A0AA88VJV5_9ASTE	Escallonia herrerae	1293975	RJ639_013216	542	3.1e-10	46.2	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ACD5W9L9	tr|A0ACD5W9L9|A0ACD5W9L9_AVESA	Avena sativa	4498		247	3.1e-10	46.2	0.013	4930	64	EF-hand domain-containing protein
viridiplantae	ryr	A0ACB9DIW3	tr|A0ACB9DIW3|A0ACB9DIW3_ARCLA	Arctium lappa	4217	L6452_08911	536	3.1e-10	46.2	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	I1IGP7	tr|I1IGP7|I1IGP7_BRADI	Brachypodium distachyon	15368		158	3.1e-10	46.2	0.011	4930	54	EF-hand domain-containing protein
viridiplantae	ryr	A0A067K0N5	tr|A0A067K0N5|A0A067K0N5_JATCU	Jatropha curcas	180498	JCGZ_20515	525	3.1e-10	46.2	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A2G5EWN3	tr|A0A2G5EWN3|A0A2G5EWN3_AQUCA	Aquilegia coerulea	218851	AQUCO_00400793v1	530	3.1e-10	46.2	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A9D3UNU4	tr|A0A9D3UNU4|A0A9D3UNU4_9ROSI	Gossypium stocksii	47602	J1N35_039487	552	3.1e-10	46.2	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ABR0VTQ2	tr|A0ABR0VTQ2|A0ABR0VTQ2_REHGL	Rehmannia glutinosa	99300	DH2020_027985	460	3.1e-10	46.2	0.016	4930	79	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ABD3JL17	tr|A0ABD3JL17|A0ABD3JL17_EUCGL	Eucalyptus globulus	34317	ACJRO7_032792	153	3.1e-10	46.2	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A7J6WAE9	tr|A0A7J6WAE9|A0A7J6WAE9_THATH	Thalictrum thalictroides	46969	FRX31_016849	533	3.1e-10	46.2	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A9D5C511	tr|A0A9D5C511|A0A9D5C511_9LILI	Dioscorea zingiberensis	325984	J5N97_027302	524	3.1e-10	46.2	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ACC1BJQ6	tr|A0ACC1BJQ6|A0ACC1BJQ6_9ROSI	Pistacia atlantica	434234	Patl1_21299	153	3.1e-10	46.2	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0A8T0JBQ6	tr|A0A8T0JBQ6|A0A8T0JBQ6_CERPU	Ceratodon purpureus	3225	KC19_1G288500	535	3.1e-10	46.2	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A5P1F3D2	tr|A0A5P1F3D2|A0A5P1F3D2_ASPOF	Asparagus officinalis	4686	A4U43_C04F21880	509	3.1e-10	46.2	0.016	4930	79	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ABR2SUV5	tr|A0ABR2SUV5|A0ABR2SUV5_9ROSI	Hibiscus sabdariffa	183260	V6N11_026054	505	3.1e-10	46.2	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ACF7PJT7	tr|A0ACF7PJT7|A0ACF7PJT7_9ROSI	Hibiscus cannabinus	229543	GQ457_12G030550	505	3.1e-10	46.2	0.013	4930	64	Uncharacterized protein
viridiplantae	ryr	A0A9W7I9R3	tr|A0A9W7I9R3|A0A9W7I9R3_HIBTR	Hibiscus trionum	183268	HRI_002805000	500	3.2e-10	46.2	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A315AVU6	tr|A0A315AVU6|A0A315AVU6_PRUYE	Prunus yedoensis var. nudiflora	2094558	Pyn_23470	551	3.2e-10	46.1	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A5D2RJ42	tr|A0A5D2RJ42|A0A5D2RJ42_GOSTO	Gossypium tomentosum	34277	ES332_A02G192600v1	144	3.2e-10	46.1	0.014	4930	69	EF-hand domain-containing protein
viridiplantae	ryr	A0ABM0U030	tr|A0ABM0U030|A0ABM0U030_CAMSA	Camelina sativa	90675	LOC104717939	528	3.2e-10	46.1	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ACM4D8H2	tr|A0ACM4D8H2|A0ACM4D8H2_RICCO	Ricinus communis	3988	LOC125371307	164	3.2e-10	46.1	0.012	4930	59	Calmodulin-like
viridiplantae	ryr	A0A2I0WL55	tr|A0A2I0WL55|A0A2I0WL55_9ASPA	Dendrobium catenatum	906689	MA16_Dca000992	161	3.2e-10	46.1	0.015	4930	74	Calmodulin
viridiplantae	ryr	A0A6I9RBJ9	tr|A0A6I9RBJ9|A0A6I9RBJ9_ELAGV	Elaeis guineensis var. tenera	51953	LOC105046864	551	3.2e-10	46.1	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A834YZZ7	tr|A0A834YZZ7|A0A834YZZ7_TETSI	Tetracentron sinense	13715	HHK36_020565	149	3.2e-10	46.1	0.012	4930	59	EF-hand domain-containing protein
viridiplantae	ryr	A0AAE1Z529	tr|A0AAE1Z529|A0AAE1Z529_9LAMI	Sesamum alatum	300844	Salat_0498700	150	3.2e-10	46.1	0.012	4930	59	Calmodulin-like protein 8
viridiplantae	ryr	A0A2R6QIW9	tr|A0A2R6QIW9|A0A2R6QIW9_ACTCC	Actinidia chinensis var. chinensis	1590841	CEY00_Acc16375	525	3.2e-10	46.1	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ABM0Z1Z9	tr|A0ABM0Z1Z9|A0ABM0Z1Z9_CAMSA	Camelina sativa	90675	LOC104785735	529	3.2e-10	46.1	0.012	4930	59	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ACF0B5R0	tr|A0ACF0B5R0|A0ACF0B5R0_CORYI	Corymbia citriodora subsp. variegata	360336	BT93_F1618	153	3.2e-10	46.1	0.012	4930	59	Uncharacterized protein
viridiplantae	ryr	A0A078HZS7	tr|A0A078HZS7|A0A078HZS7_BRANA	Brassica napus	3708	BnaA01g13330D	525	3.2e-10	46.1	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A8D9GVA5	tr|A0A8D9GVA5|A0A8D9GVA5_BRACM	Brassica campestris	3711	BRAPAZ1V2_A01P15080.2	525	3.2e-10	46.1	0.011	4930	54	Uncharacterized protein
viridiplantae	ryr	A0A0B0MKS2	tr|A0A0B0MKS2|A0A0B0MKS2_GOSAR	Gossypium arboreum	29729	F383_22315	298	3.2e-10	46.1	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ACC2CXL3	tr|A0ACC2CXL3|A0ACC2CXL3_DIPCM	Diphasiastrum complanatum	34168	O6H91_08G052800	602	3.2e-10	46.1	0.013	4930	64	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A9Q1R4Q1	tr|A0A9Q1R4Q1|A0A9Q1R4Q1_ANIAC	Anisodus acutangulus	402998	K7X08_001644	527	3.2e-10	46.1	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0A6A3D1C6	tr|A0A6A3D1C6|A0A6A3D1C6_HIBSY	Hibiscus syriacus	106335	F3Y22_tig00000340pilonHSYRG00580	530	3.2e-10	46.1	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0ABD0W5E0	tr|A0ABD0W5E0|A0ABD0W5E0_DENTH	Dendrobium thyrsiflorum	117978	M5K25_002309	527	3.2e-10	46.1	0.011	4930	54	non-specific serine/threonine protein kinase
viridiplantae	ryr	A0AAV3PEY3	tr|A0AAV3PEY3|A0AAV3PEY3_LITER	Lithospermum erythrorhizon	34254	LIER_09197	151	3.2e-10	46.1	0.011	4930	54	Calmodulin-related
viridiplantae	ryr	A0A200Q5C4	tr|A0A200Q5C4|A0A200Q5C4_MACCD	Macleaya cordata	56857	BVC80_8999g29	531	3.2e-10	46.1	0.011	4930	54	non-specific serine/threonine protein kinase
