accession	organism	vclass	cell	contig	coverage	identity	aligned_aa	frameshifts	stop_codons	lesion_density	verdict	cell_state	elevated	incomplete	not_live	state_reading_available	is_fossil	reading
GCF_021613505.1	Equus quagga	Mammalia	ITPR3	NC_060281.1	1	0.9779	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_021613505.1	Equus quagga	Mammalia	RYR	NC_060268.1	1	0.9837	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_021613505.1	Equus quagga	Mammalia	RYR	NC_060279.1	1	0.7878	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_021613505.1	Equus quagga	Mammalia	RYR	NC_060268.1	1	0.6734	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_023634155.1	Falco peregrinus	Aves	ITPR1	NC_073725.1	1	0.9924	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_023634155.1	Falco peregrinus	Aves	ITPR2	NC_073726.1	1	0.9896	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_023634155.1	Falco peregrinus	Aves	ITPR3	NC_073736.1	1	0.9899	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_023634155.1	Falco peregrinus	Aves	RYR	NC_073727.1	1	0.9825	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_023634155.1	Falco peregrinus	Aves	RYR	NC_073721.1	1	0.6752	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR1	NC_135335.1	1	0.983	2758	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR2	NC_135333.1	1	0.9789	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR3	NC_135331.1	1	0.9626	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_023851605.1	Tamandua tetradactyla	Mammalia	RYR	NC_135333.1	1	0.9793	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_023851605.1	Tamandua tetradactyla	Mammalia	RYR	NC_135342.1	1	0.7915	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_023851605.1	Tamandua tetradactyla	Mammalia	RYR	NC_135340.1	1	0.6692	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR1	NC_064838.1	1	0.9855	2758	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR2	NC_064822.1	1	0.9815	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR3	NC_064819.1	1	0.9738	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_024166365.1	Elephas maximus indicus	Mammalia	RYR	NC_064842.1	1	0.9793	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_024166365.1	Elephas maximus indicus	Mammalia	RYR	NC_064829.1	1	0.7869	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_024166365.1	Elephas maximus indicus	Mammalia	RYR	NC_064828.1	1	0.6712	5037	2	0	0.3971	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR1	NC_066622.1	0.9975	0.8932	2772	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR2	NC_066617.1	1	0.9526	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR3	NC_066621.1	1	0.9414	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_025201925.1	Gopherus flavomarginatus	Testudines	RYR	NC_066620.1	0.996	0.9605	4966	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_025201925.1	Gopherus flavomarginatus	Testudines	RYR	NC_066634.1	1	0.8399	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_025201925.1	Gopherus flavomarginatus	Testudines	RYR	NC_066621.1	1	0.679	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR1	NC_069658.1	1	0.9807	2747	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR2	NC_069661.1	1	0.9441	2701	1	0	0.3702	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR3	NC_069660.1	1	0.9618	2666	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	RYR	NC_069657.1	0.996	0.9448	4966	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	RYR	NC_069663.1	1	0.852	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	RYR	NC_069657.1	1	0.6798	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR1	NC_084470.1	1	0.988	2758	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR2	NC_084471.1	1	0.9815	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR3	NC_084464.1	1	0.976	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027409185.1	Cynocephalus volans	Mammalia	RYR	NC_084477.1	1	0.9805	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027409185.1	Cynocephalus volans	Mammalia	RYR	NC_084469.1	1	0.7883	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027409185.1	Cynocephalus volans	Mammalia	RYR	NC_084462.1	1	0.6722	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR1	NC_070580.1	1	0.9629	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR1	NC_070580.1	1	0.8693	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR2	NC_070582.1	1	0.8673	2701	1	1	0.7405	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR3	NC_070581.1	0.7251	0.888	1936	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	NC_070597.1	1	0.8808	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	NC_070583.1	1	0.8127	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	NC_070590.1	1	0.8001	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	NC_070593.1	1	0.6747	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	NC_070594.1	1	0.6517	5037	1	1	0.3971	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	NC_070591.1	1	0.5654	5168	2	1	0.5805	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	NC_083572.1	1	0.929	2711	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	NC_083594.1	1	0.8674	2748	2	0	0.7278	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR2	NC_083574.1	1	0.8259	2665	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR3	NC_083578.1	1	0.833	2635	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	NC_083582.1	1	0.9261	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	NC_083574.1	1	0.8042	5037	0	1	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	NC_083593.1	1	0.8014	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	NC_083579.1	0.9968	0.6797	4970	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	NC_083571.1	1	0.6574	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	NC_083579.1	1	0.539	5168	1	0	0.1935	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027579735.1	Bombina bombina	Amphibia	ITPR1	NC_069505.1	1	0.9189	2743	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027579735.1	Bombina bombina	Amphibia	ITPR2	NC_069504.1	1	0.9234	2705	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027579735.1	Bombina bombina	Amphibia	ITPR3	NC_069501.1	1	0.8812	2673	36	1	13.8421	elevated_lesions	present_single_locus	1	0	0	1	1	above the lesion bar with 1 internal stops
GCF_027579735.1	Bombina bombina	Amphibia	RYR	NC_069505.1	1	0.9127	5037	8	0	1.5882	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027579735.1	Bombina bombina	Amphibia	RYR	NC_069499.1	1	0.6854	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027595985.1	Sorex araneus	Mammalia	ITPR1	NC_073305.1	1	0.9585	2749	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027595985.1	Sorex araneus	Mammalia	ITPR2	NC_073311.1	1	0.9158	2701	2	0	0.7405	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027595985.1	Sorex araneus	Mammalia	ITPR3	NC_073303.1	1	0.9558	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_027595985.1	Sorex araneus	Mammalia	RYR	NC_073310.1	1	0.9767	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027595985.1	Sorex araneus	Mammalia	RYR	NC_073309.1	1	0.7868	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_027595985.1	Sorex araneus	Mammalia	RYR	NC_073304.1	0.9972	0.6791	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR1	NC_092874.1	1	0.9692	2749	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR2	NC_092874.1	1	0.9504	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR3	NC_092873.1	1	0.9397	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_028372415.1	Notamacropus eugenii	Mammalia	RYR	NC_092873.1	1	0.9612	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_028372415.1	Notamacropus eugenii	Mammalia	RYR	NC_092876.1	1	0.7934	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_028372415.1	Notamacropus eugenii	Mammalia	RYR	NC_092878.1	1	0.6762	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_028389875.1	Rhea pennata	Aves	ITPR1	NC_084674.1	1	0.9896	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_028389875.1	Rhea pennata	Aves	ITPR2	NC_084663.1	1	0.9833	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_028389875.1	Rhea pennata	Aves	ITPR3	NC_084687.1	1	0.9876	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_028389875.1	Rhea pennata	Aves	RYR	NC_084665.1	1	0.9785	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_028389875.1	Rhea pennata	Aves	RYR	NC_084667.1	1	0.6776	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_028389875.1	Rhea pennata	Aves	RYR	NW_026907588.1	0.8305	0.8005	4183	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_028858725.1	Colius striatus	Aves	ITPR1	NC_084773.1	1	0.9885	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_028858725.1	Colius striatus	Aves	ITPR2	NC_084759.1	1	0.9826	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_028858725.1	Colius striatus	Aves	ITPR3	NC_084780.1	1	0.9835	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_028858725.1	Colius striatus	Aves	RYR	NC_084760.1	0.993	0.9747	4933	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_028858725.1	Colius striatus	Aves	RYR	NC_084764.1	1	0.6725	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR1	NC_089802.1	1	0.9308	2711	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR1	NC_089804.1	1	0.8735	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR2	NC_089810.1	1	0.8149	2665	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR3	NC_089813.1	1	0.8435	2635	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	NC_089810.1	1	0.8053	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	NC_089802.1	0.7944	0.9163	3941	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	NC_089800.1	1	0.6808	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	NC_089806.1	1	0.6682	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	NC_089800.1	0.9934	0.6172	4935	1	0	0.2026	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR1	NC_079212.1	1	0.9473	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR1	NC_079212.1	1	0.8577	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR2	NC_079216.1	1	0.8575	2701	1	0	0.3702	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR3	NC_079212.1	0.9944	0.5153	2660	8	0	3.0075	elevated_lesions	present_single_locus	1	0	0	1	0	not a fossil under any reading
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	NC_079227.1	1	0.87	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	NC_079217.1	0.9968	0.8086	5021	0	1	0.1992	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	NC_079218.1	1	0.752	5037	4	0	0.7941	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	NC_079226.1	1	0.6818	4967	3	2	1.0066	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	NC_079225.1	0.9936	0.6619	4936	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	NC_079223.1	1	0.6509	4986	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR1	NC_080019.1	1	0.9833	2749	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR2	NC_080032.1	1	0.9678	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR3	NC_080034.1	1	0.9716	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030020395.1	Manis pentadactyla	Mammalia	RYR	NC_080026.1	1	0.9753	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030020395.1	Manis pentadactyla	Mammalia	RYR	NC_080033.1	1	0.7886	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030020395.1	Manis pentadactyla	Mammalia	RYR	NC_080029.1	1	0.6673	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR1	NC_080698.1	1	0.9837	2758	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR2	NC_080692.1	1	0.9648	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR3	NC_080683.1	1	0.9501	2671	1	0	0.3744	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030445035.2	Dasypus novemcinctus	Mammalia	RYR	NC_080685.1	1	0.9755	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030445035.2	Dasypus novemcinctus	Mammalia	RYR	NC_080690.1	1	0.7835	5037	2	0	0.3971	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030445035.2	Dasypus novemcinctus	Mammalia	RYR	NC_080675.1	1	0.6697	5037	3	0	0.5956	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030463565.1	Pelecanus crispus	Aves	ITPR1	NC_134649.1	1	0.9917	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030463565.1	Pelecanus crispus	Aves	ITPR2	NC_134643.1	1	0.9882	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030463565.1	Pelecanus crispus	Aves	ITPR3	NC_134659.1	1	0.9895	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030463565.1	Pelecanus crispus	Aves	RYR	NC_134645.1	1	0.9859	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030463565.1	Pelecanus crispus	Aves	RYR	NC_134648.1	1	0.6714	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030490865.1	Poecile atricapillus	Aves	ITPR1	NC_081257.1	1	0.9827	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030490865.1	Poecile atricapillus	Aves	ITPR2	NC_081288.1	1	0.9807	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030490865.1	Poecile atricapillus	Aves	ITPR2	NC_081289.1	1	0.98	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030490865.1	Poecile atricapillus	Aves	ITPR3	NC_081271.1	1	0.9974	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030490865.1	Poecile atricapillus	Aves	RYR	NC_081251.1	1	0.9785	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030490865.1	Poecile atricapillus	Aves	RYR	NC_081279.1	1	0.7523	5037	4	0	0.7941	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030490865.1	Poecile atricapillus	Aves	RYR	NC_081249.1	1	0.6738	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR1	NC_081835.1	0.9978	0.9659	2773	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR2	NC_081827.1	1	0.9552	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR3	NC_081837.1	1	0.952	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030867095.1	Alligator mississippiensis	Crocodylia	RYR	NC_081824.1	1	0.9946	4986	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030867095.1	Alligator mississippiensis	Crocodylia	RYR	NC_081838.1	1	0.8428	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030867095.1	Alligator mississippiensis	Crocodylia	RYR	NC_081825.1	1	0.6805	5037	0	1	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR1	NC_134424.1	1	0.9888	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR2	NC_134414.1	1	0.9841	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR3	NC_134438.1	1	0.9884	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030867145.1	Opisthocomus hoazin	Aves	RYR	NC_134415.1	1	0.9807	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030867145.1	Opisthocomus hoazin	Aves	RYR	NC_134420.1	1	0.6708	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030936135.1	Gavia stellata	Aves	ITPR1	NC_082605.1	1	0.9924	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030936135.1	Gavia stellata	Aves	ITPR2	NC_082597.1	1	0.9889	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030936135.1	Gavia stellata	Aves	ITPR3	NC_082623.1	1	0.9899	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_030936135.1	Gavia stellata	Aves	RYR	NC_082595.1	1	0.9829	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030936135.1	Gavia stellata	Aves	RYR	NC_082600.1	1	0.6746	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_030936135.1	Gavia stellata	Aves	RYR	NC_082634.1	0.8223	0.7862	4142	14	0	3.38	elevated_lesions	not_in_matrix	1	0	0	0	0	not a fossil under any reading
GCF_033026475.1	Channa argus	Actinopteri	ITPR1	NC_090201.1	1	0.9431	2748	1	0	0.3639	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_033026475.1	Channa argus	Actinopteri	ITPR1	NC_090201.1	1	0.865	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_033026475.1	Channa argus	Actinopteri	ITPR2	NC_090200.1	1	0.8588	2701	1	0	0.3702	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_033026475.1	Channa argus	Actinopteri	ITPR3	NC_090209.1	1	0.902	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_033026475.1	Channa argus	Actinopteri	RYR	NC_090203.1	1	0.8724	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_033026475.1	Channa argus	Actinopteri	RYR	NC_090202.1	1	0.807	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_033026475.1	Channa argus	Actinopteri	RYR	NC_090220.1	1	0.7975	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_033026475.1	Channa argus	Actinopteri	RYR	NC_090212.1	1	0.6746	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_033026475.1	Channa argus	Actinopteri	RYR	NC_090213.1	1	0.643	5024	3	1	0.7962	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_033026475.1	Channa argus	Actinopteri	RYR	NC_090197.1	1	0.5561	5168	1	0	0.1935	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_033807715.1	Cololabis saira	Actinopteri	ITPR1	NC_084594.1	1	0.9447	2748	0	1	0.3639	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_033807715.1	Cololabis saira	Actinopteri	ITPR1	NC_084594.1	1	0.8424	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_033807715.1	Cololabis saira	Actinopteri	ITPR2	NC_084591.1	1	0.8567	2701	1	1	0.7405	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_033807715.1	Cololabis saira	Actinopteri	ITPR3	NC_084598.1	1	0.8897	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
