coding	character	evidence	use_r5	use_r6	branch_lengths	n_absent	model	fitted	n_params	rate	rate_gain	loglik	aic	profile_shape	profile_argmax	reason	first_seen_note
paralog	ITPR1	full_locus_only	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	1	ultrametric	1	ER	1	1	0.0175527	0.0175527	-7.7304	17.4607				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	1	ultrametric	1	ARD	1	2	0.0479344	11.0688	-6.513	17.0261				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	1	ultrametric	1	irreversible	1	1	0.0174673	0	-7.0399	16.0797				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	1	ultrametric	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	1	ultrametric	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	1	ultrametric	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	0	ultrametric	1	ER	1	1	0.0152943	0.0152943	-8.2732	18.5465				one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	0	ultrametric	1	ARD	1	2	0.0928983	28.5127	-6.7342	17.4684				one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	full_locus_only	1	0	ultrametric	1	irreversible	1	1	0.0152355	0	-7.582	17.1641				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	1	0	ultrametric	20	ER	1	1	0.342002	0.342002	-82.4493	166.899				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	1	0	ultrametric	20	ARD	1	2	0.229588	7.69304	-63.6141	131.228				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	1	0	ultrametric	20	irreversible	1	1	0.330374	0	-86.7086	175.417				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	0	ultrametric	28	ER	1	1	0.484903	0.484903	-100.465	202.93				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	0	ultrametric	28	ARD	1	2	0.535542	7.22946	-87.8025	179.605				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	1	0	ultrametric	28	irreversible	1	1	0.429182	0	-101.186	204.373				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	0	ultrametric	13	ER	1	1	0.228028	0.228028	-62.3332	126.666				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	0	ultrametric	13	ARD	1	2	1.0721	22.1106	-52.7471	109.494				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	1	0	ultrametric	13	irreversible	1	1	0.215861	0	-61.9709	125.942				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	1	ultrametric	1	ER	1	1	0.0168941	0.0168941	-8.1741	18.3481				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	1	ultrametric	1	ARD	1	2	0.116851	30.4402	-6.5687	17.1375				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	1	ultrametric	1	irreversible	1	1	0.0168196	0	-7.4831	16.9662				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	1	ultrametric	4	ER	1	1	0.0520889	0.0520889	-17.0146	36.0291				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	1	ultrametric	4	ARD	1	2	0.0527279	0.415394	-16.5381	37.0763				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	1	ultrametric	4	irreversible	1	1	0.0519591	0	-16.3576	34.7152				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	1	ultrametric	4	ER	1	1	0.0499866	0.0499866	-16.8491	35.6981				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	1	ultrametric	4	ARD	1	2	0.0500611	0.357482	-16.3913	36.7826				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	1	ultrametric	4	irreversible	1	1	0.0499345	0	-16.1892	34.3783				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	0	ultrametric	48	ER	1	1	0.688772	0.688772	-132.326	266.652				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	0	ultrametric	48	ARD	1	2	0.590823	5.9534	-112.707	229.413				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	full_locus_only	0	0	ultrametric	48	irreversible	1	1	0.661304	0	-147.269	296.539				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	0	ultrametric	56	ER	1	1	0.904464	0.904464	-148.609	299.217				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	0	ultrametric	56	ARD	1	2	0.685784	5.58136	-132.168	268.336				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	full_locus_only	0	0	ultrametric	56	irreversible	1	1	0.764094	0	-155.283	312.566				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	0	ultrametric	40	ER	1	1	0.593256	0.593256	-120.951	243.901				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	0	ultrametric	40	ARD	1	2	0.981994	8.42796	-110.805	225.609				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	full_locus_only	0	0	ultrametric	40	irreversible	1	1	0.531456	0	-122.898	247.797				one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	gap_lo	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	gap_lo	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
family	ITPR_family	gap_lo	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	0	1	calibrated	2	ER	1	1	3.149e-05	3.149e-05	-6.7378	15.4756				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	0	1	calibrated	2	ARD	1	2	0.00099469	0.152681	-12.0738	28.1477				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	gap_lo	0	1	calibrated	2	irreversible	1	1	3.321e-05	0	-6.6651	15.3301				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	0	calibrated	1	ER	1	1	3.068e-05	3.068e-05	-8.0054	18.0107				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	0	calibrated	1	ARD	1	2	0.001	0.303	-6.7154	17.4308				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	1	0	calibrated	1	irreversible	1	1	3.057e-05	0	-7.3134	16.6269				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	0	calibrated	1	ER	1	1	3.179e-05	3.179e-05	-8.4606	18.9213				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	0	calibrated	1	ARD	1	2	0.001	0.305	-6.7219	17.4439				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	1	0	calibrated	1	irreversible	1	1	3.158e-05	0	-7.7722	17.5443				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	0	calibrated	1	ER	1	1	3.164e-05	3.164e-05	-8.262	18.5241				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	0	calibrated	1	ARD	1	2	0.001	0.305	-6.7219	17.4439				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	1	0	calibrated	1	irreversible	1	1	3.141e-05	0	-7.5741	17.1482				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	1	calibrated	2	ER	1	1	3.173e-05	3.173e-05	-6.7302	15.4604				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	1	calibrated	2	ARD	1	2	0.00099441	0.151642	-12.0608	28.1216				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	1	calibrated	2	irreversible	1	1	3.348e-05	0	-6.657	15.314				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	1	calibrated	2	ER	1	1	3.156e-05	3.156e-05	-6.7354	15.4707				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	1	calibrated	2	ARD	1	2	0.00099443	0.151645	-12.0608	28.1216				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	1	calibrated	2	irreversible	1	1	3.33e-05	0	-6.6625	15.325				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	0	0	calibrated	6	ER	1	1	0.0001872	0.0001872	-36.5179	75.0357				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	0	0	calibrated	6	ARD	1	2	0.00051575	0.054112	-27.9348	59.8697				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_half	0	0	calibrated	6	irreversible	1	1	0.00018295	0	-35.8816	73.7631				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	0	calibrated	4	ER	1	1	9.513e-05	9.513e-05	-17.2494	36.4988				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	0	calibrated	4	ARD	1	2	0.00100968	0.076673	-21.3616	46.7232				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_half	0	0	calibrated	4	irreversible	1	1	9.905e-05	0	-17.0753	36.1506				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	0	calibrated	4	ER	1	1	9.521e-05	9.521e-05	-18.8639	39.7278				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	0	calibrated	4	ARD	1	2	0.00117445	0.0893979	-21.3649	46.7298				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_half	0	0	calibrated	4	irreversible	1	1	9.879e-05	0	-18.7	39.4001				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	1	calibrated	1	ER	1	1	3.208e-05	3.208e-05	-7.3122	16.6244				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	1	calibrated	1	ARD	1	2	0.001	0.3	-6.7054	17.4109				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	1	calibrated	1	irreversible	1	1	3.184e-05	0	-6.6244	15.2487				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	0	calibrated	7	ER	1	1	0.00022089	0.00022089	-41.3637	84.7275				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	0	calibrated	7	ARD	1	2	0.0010345	0.0539266	-32.9703	69.9406				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	1	0	calibrated	7	irreversible	1	1	0.00021472	0	-40.7563	83.5127				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	0	calibrated	6	ER	1	1	0.00019537	0.00019537	-34.4398	70.8795				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	0	calibrated	6	ARD	1	2	0.00196321	0.0980813	-29.54	63.0799				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	1	0	calibrated	6	irreversible	1	1	0.00019038	0	-33.8239	69.6478				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	0	calibrated	7	ER	1	1	0.00022791	0.00022791	-41.2011	84.4021				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	0	calibrated	7	ARD	1	2	0.00247871	0.105483	-33.3517	70.7033				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	1	0	calibrated	7	irreversible	1	1	0.00022083	0	-40.6216	83.2432				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	1	calibrated	3	ER	1	1	6.419e-05	6.419e-05	-11.9544	25.9088				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	1	calibrated	3	ARD	1	2	0.00083557	0.083359	-16.823	37.646				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	1	calibrated	3	irreversible	1	1	6.715e-05	0	-11.8312	25.6624				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	1	calibrated	2	ER	1	1	3.181e-05	3.181e-05	-6.7275	15.455				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	1	calibrated	2	ARD	1	2	0.00099469	0.148204	-12.0145	28.0291				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	1	calibrated	2	irreversible	1	1	3.358e-05	0	-6.6542	15.3084				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	0	0	calibrated	12	ER	1	1	0.00038595	0.00038595	-63.9109	129.822				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	0	0	calibrated	12	ARD	1	2	0.00045	0.0406553	-42.8342	89.6684				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	recon_strict	0	0	calibrated	12	irreversible	1	1	0.0003671	0	-63.8774	129.755				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	0	calibrated	9	ER	1	1	0.00025925	0.00025925	-40.6531	83.3062				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	0	calibrated	9	ARD	1	2	0.0023519	0.0781311	-40.7178	85.4357				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	recon_strict	0	0	calibrated	9	irreversible	1	1	0.0002613	0	-40.3473	82.6946				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	0	calibrated	11	ER	1	1	0.00032685	0.00032685	-53.734	109.468				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	0	calibrated	11	ARD	1	2	0.00238583	0.0671808	-47.3327	98.6653				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	recon_strict	0	0	calibrated	11	irreversible	1	1	0.0003241	0	-53.4621	108.924				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	1	calibrated	1	ER	1	1	3.254e-05	3.254e-05	-7.2979	16.5959				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	1	calibrated	1	ARD	1	2	0.001	0.290999	-6.675	17.3501				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	1	calibrated	1	irreversible	1	1	3.23e-05	0	-6.6102	15.2204				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	0	calibrated	12	ER	1	1	0.00038865	0.00038865	-63.8255	129.651				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	0	calibrated	12	ARD	1	2	0.00033414	0.0388727	-45.0236	94.0472				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	1	0	calibrated	12	irreversible	1	1	0.0003691	0	-63.806	129.612				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	0	calibrated	14	ER	1	1	0.00047476	0.00047476	-67.7548	137.51				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	0	calibrated	14	ARD	1	2	0.00211731	0.0452394	-56.8599	117.72				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	1	0	calibrated	14	irreversible	1	1	0.00044766	0	-67.4233	136.846				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	0	calibrated	8	ER	1	1	0.00026166	0.00026166	-45.5406	93.0811				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	0	calibrated	8	ARD	1	2	0.00274389	0.101813	-37.0354	78.0708				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	1	0	calibrated	8	irreversible	1	1	0.00025259	0	-44.9882	91.9763				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	1	calibrated	3	ER	1	1	6.511e-05	6.511e-05	-11.9259	25.8518				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	1	calibrated	3	ARD	1	2	0.00078593	0.0759338	-16.7271	37.4542				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	1	calibrated	3	irreversible	1	1	6.815e-05	0	-11.8013	25.6026				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	1	calibrated	2	ER	1	1	3.187e-05	3.187e-05	-6.7258	15.4516				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	1	calibrated	2	ARD	1	2	0.00099452	0.147682	-12.0078	28.0156				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	1	calibrated	2	irreversible	1	1	3.364e-05	0	-6.6524	15.3048				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	0	0	calibrated	17	ER	1	1	0.00049079	0.00049079	-77.0865	156.173				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	0	0	calibrated	17	ARD	1	2	0.0002937	0.0335747	-52.2882	108.576				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR1	no_recon	0	0	calibrated	17	irreversible	1	1	0.00052149	0	-84.7787	171.557				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	0	calibrated	18	ER	1	1	0.00057409	0.00057409	-76.2916	154.583				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	0	calibrated	18	ARD	1	2	0.00191435	0.0344093	-68.0402	140.081				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	no_recon	0	0	calibrated	18	irreversible	1	1	0.00055123	0	-76.0615	154.123				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	0	calibrated	12	ER	1	1	0.00036108	0.00036108	-57.733	117.466				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	0	calibrated	12	ARD	1	2	0.00270979	0.0689665	-50.6202	105.24				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	no_recon	0	0	calibrated	12	irreversible	1	1	0.00035616	0	-57.463	116.926				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	1	calibrated	1	ER	1	1	3.285e-05	3.285e-05	-7.2885	16.5769				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	1	calibrated	1	ARD	1	2	0.00099998	0.284995	-6.6542	17.3085				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	1	calibrated	1	irreversible	1	1	3.26e-05	0	-6.6008	15.2016				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	1	1	calibrated	0	ER	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	1	1	calibrated	0	ARD	0	2					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06); the gain rate is monotone increasing to the grid's own edge, so the pair is not identified	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	1	1	calibrated	0	irreversible	0	1					monotone decreasing	1e-06	the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)	one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	0	calibrated	19	ER	1	1	0.00066442	0.00066442	-85.8473	173.695				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	0	calibrated	19	ARD	1	2	0.00128081	0.0293218	-70.8268	145.654				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR2	locus_only	1	0	calibrated	19	irreversible	1	1	0.00061088	0	-85.8482	173.696				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	1	0	calibrated	8	ER	1	1	0.00026226	0.00026226	-45.5227	93.0455				one row per distinct character; the fits are memoised on the character vector
paralog	ITPR3	locus_only	1	0	calibrated	8	ARD	1	2	0.00275239	0.101784	-37.0088	78.0175				one row per distinct character; the fits are memoised on the character vector
