coding	character	evidence	use_r5	use_r6	branch_lengths	is_base	n_tips_scored	n_present	n_absent	n_undecided	dollo_losses_max	dollo_losses_min	gain_node	gain_rule	mk_fitted	mk_best_model	mk_loss_rate	mk_irrev_rate	mk_irrev_loglik	mk_refusal
family	ITPR_family	calibrated	0	0	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	calibrated	0	0	calibrated	0	309	309	0	0	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	calibrated	0	0	calibrated	0	309	307	2	0	0	0	Gnathostomata	MRCA of present tips	1	irreversible	3.321e-05	3.321e-05	-6.6651	
paralog	ITPR3	calibrated	0	0	calibrated	0	309	307	2	0	0	0	Gnathostomata	MRCA of present tips	1	irreversible	3.321e-05	3.321e-05	-6.6651	
family	ITPR_family	gap_hi	1	1	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	gap_hi	1	1	calibrated	0	309	309	0	0	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	gap_hi	1	1	calibrated	0	309	307	0	2	0	0	Gnathostomata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR3	gap_hi	1	1	calibrated	0	309	307	0	2	0	0	Gnathostomata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
family	ITPR_family	gap_hi	1	0	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	gap_hi	1	0	calibrated	0	309	309	0	0	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	gap_hi	1	0	calibrated	0	309	307	0	2	0	0	Gnathostomata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR3	gap_hi	1	0	calibrated	0	309	307	0	2	0	0	Gnathostomata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
family	ITPR_family	gap_hi	0	1	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	gap_hi	0	1	calibrated	0	309	309	0	0	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	gap_hi	0	1	calibrated	0	309	307	2	0	0	0	Gnathostomata	MRCA of present tips	1	irreversible	3.321e-05	3.321e-05	-6.6651	
paralog	ITPR3	gap_hi	0	1	calibrated	0	309	307	2	0	0	0	Gnathostomata	MRCA of present tips	1	irreversible	3.321e-05	3.321e-05	-6.6651	
family	ITPR_family	gap_hi	0	0	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	gap_hi	0	0	calibrated	0	309	309	0	0	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	gap_hi	0	0	calibrated	0	309	307	2	0	0	0	Gnathostomata	MRCA of present tips	1	irreversible	3.321e-05	3.321e-05	-6.6651	
paralog	ITPR3	gap_hi	0	0	calibrated	0	309	307	2	0	0	0	Gnathostomata	MRCA of present tips	1	irreversible	3.321e-05	3.321e-05	-6.6651	
family	ITPR_family	recon_half	1	1	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	recon_half	1	1	calibrated	0	309	303	0	6	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	recon_half	1	1	calibrated	0	309	305	0	4	0	0	Gnathostomata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR3	recon_half	1	1	calibrated	0	309	305	0	4	0	0	Gnathostomata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
family	ITPR_family	recon_half	1	0	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	recon_half	1	0	calibrated	0	309	303	1	5	1	1	Vertebrata	MRCA of present tips	1	irreversible	3.057e-05	3.057e-05	-7.3134	
paralog	ITPR2	recon_half	1	0	calibrated	0	309	305	1	3	1	1	Gnathostomata	MRCA of present tips	1	ARD	0.001	3.158e-05	-7.7722	
paralog	ITPR3	recon_half	1	0	calibrated	0	309	305	1	3	1	1	Gnathostomata	MRCA of present tips	1	irreversible	3.141e-05	3.141e-05	-7.5741	
family	ITPR_family	recon_half	0	1	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	recon_half	0	1	calibrated	0	309	303	0	6	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	recon_half	0	1	calibrated	0	309	305	2	2	0	0	Gnathostomata	MRCA of present tips	1	irreversible	3.348e-05	3.348e-05	-6.657	
paralog	ITPR3	recon_half	0	1	calibrated	0	309	305	2	2	0	0	Gnathostomata	MRCA of present tips	1	irreversible	3.33e-05	3.33e-05	-6.6625	
family	ITPR_family	recon_half	0	0	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	recon_half	0	0	calibrated	0	309	303	6	0	6	5	Vertebrata	MRCA of present tips	1	ARD	0.00051575	0.00018295	-35.8816	
paralog	ITPR2	recon_half	0	0	calibrated	0	309	305	4	0	2	2	Gnathostomata	MRCA of present tips	1	irreversible	9.905e-05	9.905e-05	-17.0753	
paralog	ITPR3	recon_half	0	0	calibrated	0	309	305	4	0	2	2	Gnathostomata	MRCA of present tips	1	irreversible	9.879e-05	9.879e-05	-18.7	
family	ITPR_family	recon_strict	1	1	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	recon_strict	1	1	calibrated	0	309	297	0	12	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	recon_strict	1	1	calibrated	0	309	300	1	8	1	1	Gnathostomata	MRCA of present tips	1	irreversible	3.184e-05	3.184e-05	-6.6244	
paralog	ITPR3	recon_strict	1	1	calibrated	0	309	298	0	11	0	0	Gnathostomata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
family	ITPR_family	recon_strict	1	0	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	recon_strict	1	0	calibrated	0	309	297	7	5	7	7	Vertebrata	MRCA of present tips	1	ARD	0.0010345	0.00021472	-40.7563	
paralog	ITPR2	recon_strict	1	0	calibrated	0	309	300	6	3	6	6	Gnathostomata	MRCA of present tips	1	ARD	0.00196321	0.00019038	-33.8239	
paralog	ITPR3	recon_strict	1	0	calibrated	0	309	298	7	4	7	7	Gnathostomata	MRCA of present tips	1	ARD	0.00247871	0.00022083	-40.6216	
family	ITPR_family	recon_strict	0	1	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	recon_strict	0	1	calibrated	0	309	297	0	12	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	recon_strict	0	1	calibrated	0	309	300	3	6	1	1	Gnathostomata	MRCA of present tips	1	irreversible	6.715e-05	6.715e-05	-11.8312	
paralog	ITPR3	recon_strict	0	1	calibrated	0	309	298	2	9	0	0	Gnathostomata	MRCA of present tips	1	irreversible	3.358e-05	3.358e-05	-6.6542	
family	ITPR_family	recon_strict	0	0	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	recon_strict	0	0	calibrated	0	309	297	12	0	12	8	Vertebrata	MRCA of present tips	1	ARD	0.00045	0.0003671	-63.8774	
paralog	ITPR2	recon_strict	0	0	calibrated	0	309	300	9	0	7	7	Gnathostomata	MRCA of present tips	1	irreversible	0.0002613	0.0002613	-40.3473	
paralog	ITPR3	recon_strict	0	0	calibrated	0	309	298	11	0	9	8	Gnathostomata	MRCA of present tips	1	ARD	0.00238583	0.0003241	-53.4621	
family	ITPR_family	no_recon	1	1	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	no_recon	1	1	calibrated	0	309	292	0	17	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	no_recon	1	1	calibrated	0	309	291	1	17	1	1	Gnathostomata	MRCA of present tips	1	irreversible	3.23e-05	3.23e-05	-6.6102	
paralog	ITPR3	no_recon	1	1	calibrated	0	309	297	0	12	0	0	Gnathostomata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
family	ITPR_family	no_recon	1	0	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	no_recon	1	0	calibrated	0	309	292	12	5	12	11	Vertebrata	MRCA of present tips	1	ARD	0.00033414	0.0003691	-63.806	
paralog	ITPR2	no_recon	1	0	calibrated	0	309	291	14	4	14	14	Gnathostomata	MRCA of present tips	1	ARD	0.00211731	0.00044766	-67.4233	
paralog	ITPR3	no_recon	1	0	calibrated	0	309	297	8	4	8	8	Gnathostomata	MRCA of present tips	1	ARD	0.00274389	0.00025259	-44.9882	
family	ITPR_family	no_recon	0	1	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	no_recon	0	1	calibrated	0	309	292	0	17	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	no_recon	0	1	calibrated	0	309	291	3	15	1	1	Gnathostomata	MRCA of present tips	1	irreversible	6.815e-05	6.815e-05	-11.8013	
paralog	ITPR3	no_recon	0	1	calibrated	0	309	297	2	10	0	0	Gnathostomata	MRCA of present tips	1	irreversible	3.364e-05	3.364e-05	-6.6524	
family	ITPR_family	no_recon	0	0	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	no_recon	0	0	calibrated	0	309	292	17	0	17	12	Vertebrata	MRCA of present tips	1	ARD	0.0002937	0.00052149	-84.7787	
paralog	ITPR2	no_recon	0	0	calibrated	0	309	291	18	0	16	16	Gnathostomata	MRCA of present tips	1	ARD	0.00191435	0.00055123	-76.0615	
paralog	ITPR3	no_recon	0	0	calibrated	0	309	297	12	0	10	9	Gnathostomata	MRCA of present tips	1	ARD	0.00270979	0.00035616	-57.463	
family	ITPR_family	locus_only	1	1	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	locus_only	1	1	calibrated	0	309	292	0	17	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	locus_only	1	1	calibrated	0	309	285	1	23	1	1	Gnathostomata	MRCA of present tips	1	irreversible	3.26e-05	3.26e-05	-6.6008	
paralog	ITPR3	locus_only	1	1	calibrated	0	309	296	0	13	0	0	Gnathostomata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
family	ITPR_family	locus_only	1	0	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	locus_only	1	0	calibrated	0	309	292	12	5	12	11	Vertebrata	MRCA of present tips	1	ARD	0.00033414	0.0003691	-63.806	
paralog	ITPR2	locus_only	1	0	calibrated	0	309	285	19	5	19	18	Gnathostomata	MRCA of present tips	1	ARD	0.00128081	0.00061088	-85.8482	
paralog	ITPR3	locus_only	1	0	calibrated	0	309	296	8	5	8	8	Gnathostomata	MRCA of present tips	1	ARD	0.00275239	0.00025314	-44.9708	
family	ITPR_family	locus_only	0	1	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	locus_only	0	1	calibrated	0	309	292	0	17	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	locus_only	0	1	calibrated	0	309	285	3	21	1	1	Gnathostomata	MRCA of present tips	1	irreversible	6.882e-05	6.882e-05	-11.7815	
paralog	ITPR3	locus_only	0	1	calibrated	0	309	296	3	10	1	1	Gnathostomata	MRCA of present tips	1	irreversible	6.698e-05	6.698e-05	-12.3387	
family	ITPR_family	locus_only	0	0	calibrated	0	309	309	0	0	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	locus_only	0	0	calibrated	0	309	292	17	0	17	12	Vertebrata	MRCA of present tips	1	ARD	0.0002937	0.00052149	-84.7787	
paralog	ITPR2	locus_only	0	0	calibrated	0	309	285	24	0	22	20	Gnathostomata	MRCA of present tips	1	ARD	0.00231469	0.00074525	-96.8997	
paralog	ITPR3	locus_only	0	0	calibrated	0	309	296	13	0	11	10	Gnathostomata	MRCA of present tips	1	ARD	0.00301617	0.00038831	-61.1186	
family	ITPR_family	full_locus_only	1	1	calibrated	0	309	308	0	1	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	full_locus_only	1	1	calibrated	0	309	261	0	48	0	0	Vertebrata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR2	full_locus_only	1	1	calibrated	0	309	253	1	55	1	1	Gnathostomata	MRCA of present tips	1	irreversible	3.443e-05	3.443e-05	-6.1407	
paralog	ITPR3	full_locus_only	1	1	calibrated	0	309	269	0	40	0	0	Gnathostomata	MRCA of present tips	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
family	ITPR_family	full_locus_only	1	0	calibrated	0	309	308	1	0	1	1	Vertebrata	pinned at root	1	irreversible	3.043e-05	3.043e-05	-6.6696	
paralog	ITPR1	full_locus_only	1	0	calibrated	0	309	261	20	28	20	16	Vertebrata	MRCA of present tips	1	ARD	0.00055122	0.00064483	-94.0743	
paralog	ITPR2	full_locus_only	1	0	calibrated	0	309	253	28	28	25	23	Gnathostomata	MRCA of present tips	1	ARD	0.0009504	0.000855	-107.931	
paralog	ITPR3	full_locus_only	1	0	calibrated	0	309	269	13	27	13	13	Gnathostomata	MRCA of present tips	1	ARD	0.00420721	0.00043084	-64.759	
family	ITPR_family	full_locus_only	0	1	calibrated	0	309	308	0	1	0	0	Vertebrata	pinned at root	0					the character is invariant, so there is no transition to estimate; the likelihood is monotone decreasing in the loss rate and its maximum is at the boundary (1e-06)
paralog	ITPR1	full_locus_only	0	1	calibrated	0	309	261	1	47	1	1	Vertebrata	MRCA of present tips	1	irreversible	3.262e-05	3.262e-05	-6.7197	
paralog	ITPR2	full_locus_only	0	1	calibrated	0	309	253	4	52	2	2	Gnathostomata	MRCA of present tips	1	irreversible	0.00010853	0.00010853	-15.9683	
paralog	ITPR3	full_locus_only	0	1	calibrated	0	309	269	4	36	2	2	Gnathostomata	MRCA of present tips	1	irreversible	0.00010528	0.00010528	-16.9686	
family	ITPR_family	full_locus_only	0	0	calibrated	0	309	308	1	0	1	1	Vertebrata	pinned at root	1	irreversible	3.043e-05	3.043e-05	-6.6696	
paralog	ITPR1	full_locus_only	0	0	calibrated	0	309	261	48	0	41	29	Vertebrata	MRCA of present tips	1	ARD	0.00141309	0.00129992	-161.766	
paralog	ITPR2	full_locus_only	0	0	calibrated	0	309	253	56	0	45	37	Gnathostomata	MRCA of present tips	1	ARD	0.00156096	0.00154357	-167.803	
paralog	ITPR3	full_locus_only	0	0	calibrated	0	309	269	40	0	32	27	Gnathostomata	MRCA of present tips	1	ARD	0.00288817	0.00108071	-130.949	
