model_id	accession	organism	group	kingdom	phylum	class	order	genome_status	db_status	copy_index	genome_copy_number	contig	start	end	strand	length	grade	coverage	identity	family_margin	span_bp	cds_footprint_bp	frameshifts	stop_codons	bait	band	annot_gene	annot_family	control_verdict	contig_spans_gene	annotated_assembly	profile_call	profile_confidence	itpr_score	ryr_score	profile_rel_margin
GCF_000313135.1|copy1|NW_004457268.1:11329-200484	GCF_000313135.1	Acanthamoeba castellanii str. Neff	amoebozoa		Discosea		Longamoebia	found_annotated	annotated_unnamed	1	1	NW_004457268.1	11329	200484	-	2484	full	1.0	1.0	0.9626	189156	10035	0	0	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea	ACA1_256780		controlled_by_target	1	Y	ITPR	high	1762.6	453.8	0.7425
GCF_000315625.1|copy1|NW_005434642.1:30079-661843	GCF_000315625.1	Guillardia theta CCMP2712	other			Cryptophyceae	Pyrenomonadales	found_annotated	annotated_unnamed	1	4	NW_005434642.1	30079	661843	+	1116	full	0.9291	0.2391	1.0	631765	9701	1	0	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea	GUITHDRAFT_108096		controlled_by_target	1	Y	ITPR	medium	455.9	177.9	0.6098
GCF_000315625.1|copy2|NW_005434593.1:4944-149318	GCF_000315625.1	Guillardia theta CCMP2712	other			Cryptophyceae	Pyrenomonadales	found_annotated	annotated_unnamed	2	4	NW_005434593.1	4944	149318	-	3310	full	0.9979	0.229	1.0	144375	9927	0	0	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea	GUITHDRAFT_143965		controlled_by_target	1	Y	ITPR	high	791.6	236.4	0.7014
GCF_000315625.1|copy3|NW_005434669.1:120528-445107	GCF_000315625.1	Guillardia theta CCMP2712	other			Cryptophyceae	Pyrenomonadales	found_annotated	annotated_unnamed	3	4	NW_005434669.1	120528	445107	+	3266	full	0.9943	0.2221	1.0	324580	9802	5	0	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea	GUITHDRAFT_160866		controlled_by_target	1	Y	ITPR	high	495.5	157.9	0.6813
GCF_000315625.1|copy4|NW_005434667.1:827840-1130938	GCF_000315625.1	Guillardia theta CCMP2712	other			Cryptophyceae	Pyrenomonadales	found_annotated	annotated_unnamed	4	4	NW_005434667.1	827840	1130938	+	2646	full	0.9947	0.1965	1.0	303099	7936	1	1	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	GUITHDRAFT_101463		controlled_by_target	1	Y	ITPR	high	659.9	143.2	0.783
GCF_000326865.2|copy1|NW_008705420.1:131818-558233	GCF_000326865.2	Helobdella robusta	metazoa	Metazoa	Annelida	Clitellata	Rhynchobdellida	found_annotated	annotated_unnamed	1	3	NW_008705420.1	131818	558233	-	3169	full	0.9945	0.5938	1.0	426416	8114	2	1	R7TPX0|unnamed|Capitella_teleta|Annelida|ITPR	Annelida	HELRODRAFT_194356		controlled_by_target	0	Y	ITPR	high	2146.9	335.2	0.8439
GCF_000326865.2|copy2|NW_008704865.1:423738-453521	GCF_000326865.2	Helobdella robusta	metazoa	Metazoa	Annelida	Clitellata	Rhynchobdellida	found_annotated	genome_only	2	3	NW_008704865.1	423738	453521	+	2508	full	0.9516	0.5248	1.0	29784	7917	2	0	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda			controlled_by_target	0	Y	ITPR	high	1467.1	275.1	0.8125
GCF_000326865.2|copy3|NW_008704902.1:7243410-7450277	GCF_000326865.2	Helobdella robusta	metazoa	Metazoa	Annelida	Clitellata	Rhynchobdellida	found_annotated	genome_only	3	3	NW_008704902.1	7243410	7450277	+	2569	full	0.9541	0.5205	1.0	206868	7932	2	1	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda			controlled_by_target	0	Y	ITPR	high	1493.4	283.7	0.81
GCF_000372725.1|copy1|NW_005198965.1:426428-696485	GCF_000372725.1	Emiliania huxleyi CCMP1516	other		Haptophyta		Isochrysidales	found_annotated	annotated_unnamed	1	1	NW_005198965.1	426428	696485	-	3336	full	0.9553	0.3184	1.0	270058	8032	1	0	A0AB34IS99|AB1Y20_010572|Prymnesium_parvum|Haptophyta|ITPR	Haptophyta	IPR1		controlled_by_target	1	Y	ITPR	high	986.8	324.7	0.671
GCF_000520075.1|copy1|NW_009798313.1:70941-82958	GCF_000520075.1	Aphanomyces astaci	sar		Oomycota	Saprolegniomycetes	Saprolegniales	found_annotated	annotated_unnamed	1	3	NW_009798313.1	70941	82958	-	3142	full	0.9925	0.4253	1.0	12018	9425	1	0	A0A1V9ZAA8|THRCLA_08090|Thraustotheca_clavata|Oomycota|ITPR	Oomycota	H257_13636		controlled_by_target	1	Y	ITPR	high	1260.2	320.8	0.7454
GCF_000520075.1|copy2|NW_009798354.1:112615-121523	GCF_000520075.1	Aphanomyces astaci	sar		Oomycota	Saprolegniomycetes	Saprolegniales	found_annotated	annotated_unnamed	2	3	NW_009798354.1	112615	121523	+	2623	full	0.9365	0.3723	0.9367	8909	7866	0	0	A0A1V9ZAA8|THRCLA_08090|Thraustotheca_clavata|Oomycota|ITPR	Oomycota	H257_16727		controlled_by_target	1	Y	ITPR	high	1108.0	287.8	0.7403
GCF_000520075.1|copy3|NW_009798271.1:452931-528532	GCF_000520075.1	Aphanomyces astaci	sar		Oomycota	Saprolegniomycetes	Saprolegniales	found_annotated	annotated_unnamed	3	3	NW_009798271.1	452931	528532	+	3365	full	0.9955	0.2322	1.0	75602	10102	6	1	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea	H257_04629		controlled_by_target	1	Y	ITPR	high	795.6	246.8	0.6898
GCF_002217175.1|copy1|NW_019091193.1:28026262-28039022	GCF_002217175.1	Folsomia candida	metazoa	Metazoa	Arthropoda	Collembola	Entomobryomorpha	found_annotated	annotated_unnamed	1	1	NW_019091193.1	28026262	28039022	-	2596	full	0.9736	0.3863	1.0	12761	7873	3	1	P29993|Itpr|Drosophila_melanogaster|Arthropoda|ITPR	Arthropoda	LOC110845940		controlled_by_target	1	Y	ITPR	high	2215.8	411.0	0.8145
GCF_004210375.1|copy1|NC_134829.1:47838834-48102625	GCF_004210375.1	Tachypleus tridentatus	metazoa	Metazoa	Arthropoda	Merostomata	Xiphosura	found_annotated	annotated_unnamed	1	2	NC_134829.1	47838834	48102625	-	2740	full	1.0	0.8768	1.0	263792	8247	3	1	A0ABM1SEU6|LOC106459878|Limulus_polyphemus|Arthropoda|ITPR	Arthropoda	LOC143250353		controlled_by_target	1	Y	ITPR	high	3431.2	416.7	0.8786
GCF_006345805.1|copy1|NC_042998.1:186045627-186698937	GCF_006345805.1	Octopus sinensis	metazoa	Metazoa	Mollusca	Cephalopoda	Octopoda	found_annotated	annotated_unnamed	1	2	NC_042998.1	186045627	186698937	+	2582	full	1.0	0.7101	1.0	653311	8016	0	0	A0AAN8PFL6|SNE40_013589|Patella_caerulea|Mollusca|ITPR	Mollusca	LOC115222534		controlled_by_target	1	Y	ITPR	high	3704.3	467.2	0.8739
GCF_006345805.1|copy2|NW_021835073.1:443-40063	GCF_006345805.1	Octopus sinensis	metazoa	Metazoa	Mollusca	Cephalopoda	Octopoda	found_annotated	annotated_unnamed	2	2	NW_021835073.1	443	40063	-	850	fragment	0.302	0.5315	1.0	39621	2548	1	0	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	LOC115231115		controlled_by_target	1	Y	ITPR	medium	608.1	177.3	0.7084
GCF_006345805.1|copy6|NW_021831284.1:39796-46842	GCF_006345805.1	Octopus sinensis	metazoa	Metazoa	Mollusca	Cephalopoda	Octopoda	found_annotated	genome_only	6	2	NW_021831284.1	39796	46842	+	2070	full	0.762	0.2449	1.0	7047	6234	16	7	A0A078ASZ8|Contig10368.g11065|Stylonychia_lemnae|Ciliophora|ITPR	Ciliophora			controlled_by_target	1	Y	ITPR	high	1245.8	192.2	0.8457
GCF_008403515.1|copy1|NW_025407944.1:695901-838707	GCF_008403515.1	Naegleria fowleri	discoba		Heterolobosea	Eutetramitea	Acrasida	found_annotated	annotated_unnamed	1	4	NW_025407944.1	695901	838707	-	2790	full	1.0	0.9215	0.9688	142807	9153	0	0	A0AA88KEU5|C9374_011999|Naegleria_lovaniensis|Heterolobosea|ITPR	Heterolobosea	FDP41_012062		controlled_by_target	1	Y	ITPR	high	1970.1	387.6	0.8033
GCF_008403515.1|copy2|NW_025407959.1:611165-688460	GCF_008403515.1	Naegleria fowleri	discoba		Heterolobosea	Eutetramitea	Acrasida	found_annotated	annotated_unnamed	2	4	NW_025407959.1	611165	688460	-	2677	full	0.779	0.2455	1.0	77296	8031	2	0	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea	FDP41_001802		controlled_by_target	1	Y	ITPR	high	1188.6	314.0	0.7358
GCF_008403515.1|copy3|NW_025407988.1:23132-33537	GCF_008403515.1	Naegleria fowleri	discoba		Heterolobosea	Eutetramitea	Acrasida	found_annotated	annotated_unnamed	3	4	NW_025407988.1	23132	33537	-	2133	full	0.9223	0.2282	1.0	10406	6401	3	0	B3RXX7|TRIADDRAFT_56365|Trichoplax_adhaerens|Placozoa|ITPR	Placozoa	FDP41_007007		controlled_by_target	1	Y	ITPR	high	1105.9	285.0	0.7423
GCF_008403515.1|copy4|NW_025407980.1:689378-696760	GCF_008403515.1	Naegleria fowleri	discoba		Heterolobosea	Eutetramitea	Acrasida	found_annotated	annotated_unnamed	4	4	NW_025407980.1	689378	696760	+	2345	full	0.9629	0.2001	1.0	7383	7032	0	0	A0AB34IS99|AB1Y20_010572|Prymnesium_parvum|Haptophyta|ITPR	Haptophyta	FDP41_005992		controlled_by_target	1	Y	ITPR	high	1013.6	252.1	0.7513
GCF_011947565.3|copy1|NW_023597054.1:47778542-48136427	GCF_011947565.3	Pollicipes pollicipes	metazoa	Metazoa	Arthropoda	Thecostraca	Pollicipedomorpha	found_annotated	annotated_unnamed	1	1	NW_023597054.1	47778542	48136427	+	2758	full	0.9629	0.5803	1.0	357886	7552	4	0	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda	LOC119113092		controlled_by_target	1	Y	ITPR	high	2939.7	430.5	0.8536
GCF_019649055.1|copy1|NW_026570248.1:399210-412975	GCF_019649055.1	Paramacrobiotus metropolitanus	metazoa	Metazoa	Tardigrada	Eutardigrada	Parachela	found_annotated	annotated_unnamed	1	1	NW_026570248.1	399210	412975	-	2891	full	0.9978	0.5185	1.0	13766	8593	2	0	A0A1W0X7L5|BV898_02971|Hypsibius_exemplaris|Tardigrada|ITPR	Tardigrada	LOC129588179		controlled_by_target	1	Y	ITPR	high	2721.4	397.8	0.8538
GCF_020536995.1|copy1|NC_068355.1:171753849-171921164	GCF_020536995.1	Dreissena polymorpha	metazoa	Metazoa	Mollusca	Bivalvia	Myida	found_annotated	annotated_unnamed	1	5	NC_068355.1	171753849	171921164	-	2680	full	0.997	0.6782	1.0	167316	7877	5	1	A0AAN8PFL6|SNE40_013589|Patella_caerulea|Mollusca|ITPR	Mollusca	LOC127861130		controlled_by_target	1	Y	ITPR	high	3614.2	454.8	0.8742
GCF_020536995.1|copy2|NC_068363.1:12913154-13232229	GCF_020536995.1	Dreissena polymorpha	metazoa	Metazoa	Mollusca	Bivalvia	Myida	found_annotated	annotated_unnamed	2	5	NC_068363.1	12913154	13232229	+	2583	full	0.9847	0.5056	1.0	319076	8220	0	1	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	LOC127845039		controlled_by_target	1	Y	ITPR	high	1501.6	281.2	0.8127
GCF_020536995.1|copy3|NC_068359.1:80541126-80701408	GCF_020536995.1	Dreissena polymorpha	metazoa	Metazoa	Mollusca	Bivalvia	Myida	found_annotated	annotated_unnamed	3	5	NC_068359.1	80541126	80701408	-	2683	full	0.9825	0.4932	1.0	160283	8050	2	1	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	LOC127832127		controlled_by_target	1	Y	ITPR	high	1511.7	262.7	0.8262
GCF_020536995.1|copy4|NC_068359.1:80900138-81344112	GCF_020536995.1	Dreissena polymorpha	metazoa	Metazoa	Mollusca	Bivalvia	Myida	found_annotated	annotated_unnamed	4	5	NC_068359.1	80900138	81344112	+	1366	full	0.985	0.4898	1.0	443975	8107	2	2	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	LOC127831400		controlled_by_target	1	Y	ITPR	medium	411.1	131.9	0.6792
GCF_020536995.1|copy5|NC_068360.1:56884553-57061864	GCF_020536995.1	Dreissena polymorpha	metazoa	Metazoa	Mollusca	Bivalvia	Myida	found_annotated	annotated_unnamed	5	5	NC_068360.1	56884553	57061864	-	2456	full	0.9838	0.4723	1.0	177312	7366	1	1	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC127833498		controlled_by_target	1	Y	ITPR	high	1324.5	311.4	0.7649
GCF_021134715.1|copy1|NC_060023.1:12193987-12203841	GCF_021134715.1	Daphnia pulex	metazoa	Metazoa	Arthropoda	Branchiopoda	Diplostraca	found_annotated	annotated_unnamed	1	1	NC_060023.1	12193987	12203841	+	2798	full	0.9942	0.6331	1.0	9855	8538	0	0	A0A4Y2F2N2|ITPR1_3|Araneus_ventricosus|Arthropoda|ITPR	Arthropoda	LOC124198492		controlled_by_target	1	Y	ITPR	high	3612.8	459.3	0.8729
GCF_021134715.1|copy2|NC_060019.1:12038445-12382513	GCF_021134715.1	Daphnia pulex	metazoa	Metazoa	Arthropoda	Branchiopoda	Diplostraca	found_annotated	genome_only	2	1	NC_060019.1	12038445	12382513	+	1588	fragment	0.4812	0.24	1.0	344069	4769	5	3	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea			controlled_by_target	1	Y	ITPR	medium	598.5	54.1	0.9096
GCF_021134715.1|copy3|NC_060025.1:6669088-6905204	GCF_021134715.1	Daphnia pulex	metazoa	Metazoa	Arthropoda	Branchiopoda	Diplostraca	found_annotated	genome_only	3	1	NC_060025.1	6669088	6905204	-	1699	fragment	0.5164	0.2261	1.0	236117	5099	4	1	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea			controlled_by_target	1	Y	ITPR	medium	645.5	101.3	0.8431
GCF_021134715.1|copy4|NC_060022.1:5360361-5546620	GCF_021134715.1	Daphnia pulex	metazoa	Metazoa	Arthropoda	Branchiopoda	Diplostraca	found_annotated	genome_only	4	1	NC_060022.1	5360361	5546620	+	1448	fragment	0.4788	0.2426	1.0	186260	4354	8	2	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea			controlled_by_target	1	Y	ITPR	medium	633.2	67.8	0.8929
GCF_021134715.1|copy5|NC_060021.1:51473-130523	GCF_021134715.1	Daphnia pulex	metazoa	Metazoa	Arthropoda	Branchiopoda	Diplostraca	found_annotated	genome_only	5	1	NC_060021.1	51473	130523	-	1532	fragment	0.4761	0.2293	1.0	79051	4599	4	0	L8GF85|ACA1_256780|Acanthamoeba_castellanii|Discosea|ITPR	Discosea			controlled_by_target	1	Y	ITPR	medium	647.9	67.6	0.8957
GCF_026151205.1|copy1|NC_087076.1:6039972-6279570	GCF_026151205.1	Bolinopsis microptera	metazoa	Metazoa	Ctenophora	Tentaculata	Lobata	found_annotated	annotated_unnamed	1	1	NC_087076.1	6039972	6279570	-	2453	full	1.0	0.9273	1.0	239599	8079	0	0	A0ACF8YJ40|ACHWQZ_G010582|Mnemiopsis_leidyi|Ctenophora|ITPR	Ctenophora	LOC134815388		controlled_by_target	1	Y	ITPR	high	2035.3	296.1	0.8545
GCF_032362555.1|copy1|NC_083528.1:5803363-6152232	GCF_032362555.1	Amyelois transitella	metazoa	Metazoa	Arthropoda	Insecta	Lepidoptera	found_annotated	annotated_unnamed	1	1	NC_083528.1	5803363	6152232	+	2700	full	0.9996	0.6296	1.0	348870	8097	0	0	P29993|Itpr|Drosophila_melanogaster|Arthropoda|ITPR	Arthropoda	LOC106139652		controlled_by_target	1	Y	ITPR	high	3493.9	419.2	0.88
GCF_032884065.1|copy1|NC_088867.1:23857020-24063049	GCF_032884065.1	Artemia franciscana	metazoa	Metazoa	Arthropoda	Branchiopoda	Anostraca	found_annotated	annotated_unnamed	1	1	NC_088867.1	23857020	24063049	+	2499	full	0.9943	0.5265	1.0	206030	8172	2	0	A0ABM1SEU6|LOC106459878|Limulus_polyphemus|Arthropoda|ITPR	Arthropoda	LOC136027136		controlled_by_target	1	Y	ITPR	high	2705.1	383.0	0.8584
GCF_037890685.1|copy1|NC_088975.1:32897854-33024127	GCF_037890685.1	Hydra vulgaris	metazoa	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	found_annotated	annotated_unnamed	1	1	NC_088975.1	32897854	33024127	+	2579	full	0.9948	0.5971	1.0	126274	7938	0	0	A0ABN8N199|PLOB_00042910|Porites_lobata|Cnidaria|ITPR	Cnidaria	LOC100202979		controlled_by_target	1	Y	ITPR	high	3304.4	457.3	0.8616
GCF_039555335.1|copy1|NC_092642.1:7798756-7951577	GCF_039555335.1	Amphiura filiformis	metazoa	Metazoa	Echinodermata	Ophiuroidea	Amphilepidida	found_annotated	annotated_unnamed	1	1	NC_092642.1	7798756	7951577	-	2684	full	1.0	0.7148	1.0	152822	8289	0	0	A0A7M7MY00|unnamed|Strongylocentrotus_purpuratus|Echinodermata|ITPR	Echinodermata	LOC140171196		controlled_by_target	1	Y	ITPR	high	3867.0	426.9	0.8896
GCF_041260155.1|copy1|NC_091933.1:35371038-35593932	GCF_041260155.1	Ptychodera flava	metazoa	Metazoa	Hemichordata	Enteropneusta		found_annotated	annotated_unnamed	1	3	NC_091933.1	35371038	35593932	-	2706	full	0.9925	0.7286	1.0	222895	8325	0	0	A0A8K0A0Y4|ITPR1|Branchiostoma_lanceolatum|Chordata|ITPR	Chordata	LOC139135603		controlled_by_target	1	Y	ITPR	high	4104.7	443.7	0.8919
GCF_041260155.1|copy2|NC_091946.1:15490640-15617327	GCF_041260155.1	Ptychodera flava	metazoa	Metazoa	Hemichordata	Enteropneusta		found_annotated	annotated_unnamed	2	3	NC_091946.1	15490640	15617327	-	2593	full	0.9981	0.7179	1.0	126688	7777	1	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC139118054		controlled_by_target	1	Y	ITPR	high	1516.2	327.2	0.7842
GCF_041260155.1|copy3|NC_091946.1:15638926-15731985	GCF_041260155.1	Ptychodera flava	metazoa	Metazoa	Hemichordata	Enteropneusta		found_annotated	annotated_unnamed	3	3	NC_091946.1	15638926	15731985	+	2599	full	0.9981	0.6849	1.0	93060	7794	0	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC139118691		controlled_by_target	1	Y	ITPR	high	1452.9	303.4	0.7912
GCF_051362555.1|copy1|NC_141767.1:62916014-62961893	GCF_051362555.1	Lingula anatina	metazoa	Metazoa	Brachiopoda	Lingulata	Lingulida	found_annotated	annotated_unnamed	1	3	NC_141767.1	62916014	62961893	+	2556	full	1.0	0.9996	1.0	45880	8427	0	0	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	LOC106152615		controlled_by_target	1	Y	ITPR	high	1954.5	305.0	0.8439
GCF_051362555.1|copy2|NC_141772.1:24418292-24744470	GCF_051362555.1	Lingula anatina	metazoa	Metazoa	Brachiopoda	Lingulata	Lingulida	found_annotated	annotated_unnamed	2	3	NC_141772.1	24418292	24744470	+	2116	full	0.9952	0.7445	1.0	326179	8163	0	1	R7TPX0|unnamed|Capitella_teleta|Annelida|ITPR	Annelida	LOC106177103		controlled_by_target	1	Y	ITPR	high	2053.7	303.0	0.8525
GCF_051362555.1|copy3|NC_141776.1:13309485-13356808	GCF_051362555.1	Lingula anatina	metazoa	Metazoa	Brachiopoda	Lingulata	Lingulida	found_annotated	annotated_unnamed	3	3	NC_141776.1	13309485	13356808	+	2552	full	0.9857	0.4612	1.0	47324	7653	0	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC106153780		controlled_by_target	1	Y	ITPR	high	1390.7	287.9	0.793
GCF_053919585.1|copy1|NC_136509.1:53036577-53418310	GCF_053919585.1	Euprymna scolopes	metazoa	Metazoa	Mollusca	Cephalopoda	Sepiida	found_annotated	annotated_unnamed	1	3	NC_136509.1	53036577	53418310	+	2575	full	0.9981	0.7254	1.0	381734	7932	0	0	A0AAN8PFL6|SNE40_013589|Patella_caerulea|Mollusca|ITPR	Mollusca	LOC145249624		controlled_by_target	1	Y	ITPR	high	3729.3	486.9	0.8694
GCF_053919585.1|copy2|NC_136511.1:10725874-11413358	GCF_053919585.1	Euprymna scolopes	metazoa	Metazoa	Mollusca	Cephalopoda	Sepiida	found_annotated	annotated_unnamed	2	3	NC_136511.1	10725874	11413358	-	2566	full	0.943	0.5118	1.0	687485	7884	0	0	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	LOC145254652		controlled_by_target	1	Y	ITPR	high	1429.4	273.6	0.8086
GCF_053919585.1|copy3|NC_136487.1:141415905-142113333	GCF_053919585.1	Euprymna scolopes	metazoa	Metazoa	Mollusca	Cephalopoda	Sepiida	found_annotated	annotated_unnamed	3	3	NC_136487.1	141415905	142113333	-	2535	full	1.0	0.4875	1.0	697429	8172	0	0	A0A1S3H6V5|LOC106152615|Lingula_anatina|Brachiopoda|ITPR	Brachiopoda	LOC145278009		controlled_by_target	1	Y	ITPR	high	1458.4	291.2	0.8003
GCF_932526225.1|copy1|NC_064043.1:14205416-14735829	GCF_932526225.1	Nematostella vectensis	metazoa	Metazoa	Cnidaria	Anthozoa	Actiniaria	found_annotated	annotated_unnamed	1	1	NC_064043.1	14205416	14735829	-	2526	full	1.0	0.8456	1.0	530414	8166	0	0	A0A6P8IUM8|LOC116304295|Actinia_tenebrosa|Cnidaria|ITPR	Cnidaria	LOC5509439		controlled_by_target	1	Y	ITPR	high	2689.4	372.9	0.8613
GCF_963576615.1|copy1|NC_088708.1:70974462-71064440	GCF_963576615.1	Watersipora subatra	metazoa	Metazoa	Bryozoa	Gymnolaemata	Cheilostomatida	found_annotated	annotated_unnamed	1	2	NC_088708.1	70974462	71064440	-	2614	full	0.9982	0.663	1.0	89979	8106	0	1	R7TPX0|unnamed|Capitella_teleta|Annelida|ITPR	Annelida	LOC137393680		controlled_by_target	1	Y	ITPR	high	3517.0	432.3	0.8771
GCF_963576615.1|copy2|NC_088717.1:36541051-36749381	GCF_963576615.1	Watersipora subatra	metazoa	Metazoa	Bryozoa	Gymnolaemata	Cheilostomatida	found_annotated	annotated_unnamed	2	2	NC_088717.1	36541051	36749381	-	2221	full	0.9935	0.4725	1.0	208331	7692	0	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC137406297		controlled_by_target	1	Y	ITPR	high	1082.4	306.3	0.717
GCF_963678975.1|copy1|NC_089278.1:9231493-9250676	GCF_963678975.1	Dysidea avara	metazoa	Metazoa	Porifera	Demospongiae	Dictyoceratida	found_annotated	annotated_unnamed	1	8	NC_089278.1	9231493	9250676	+	1983	full	0.986	0.4411	1.0	19184	8190	2	0	A0A8K0A0Y4|ITPR1|Branchiostoma_lanceolatum|Chordata|ITPR	Chordata	LOC136259578		controlled_by_target	1	Y	ITPR	high	1719.0	147.2	0.9144
GCF_963678975.1|copy2|NC_089275.1:7972063-8334879	GCF_963678975.1	Dysidea avara	metazoa	Metazoa	Porifera	Demospongiae	Dictyoceratida	found_annotated	genome_only	2	8	NC_089275.1	7972063	8334879	+	2471	full	0.985	0.3356	1.0	362817	7597	4	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata			controlled_by_target	1	Y	ITPR	high	1069.5	290.9	0.728
GCF_963678975.1|copy3|NC_089278.1:10019077-10284076	GCF_963678975.1	Dysidea avara	metazoa	Metazoa	Porifera	Demospongiae	Dictyoceratida	found_annotated	annotated_unnamed	3	8	NC_089278.1	10019077	10284076	+	968	full	1.0	0.3328	1.0	265000	7631	3	1	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC136262168		controlled_by_target	1	Y	ITPR	medium	342.0	162.7	0.5243
GCF_963678975.1|copy4|NC_089278.1:718229-735988	GCF_963678975.1	Dysidea avara	metazoa	Metazoa	Porifera	Demospongiae	Dictyoceratida	found_annotated	annotated_unnamed	4	8	NC_089278.1	718229	735988	+	2380	full	0.9322	0.3446	1.0	17760	7144	4	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC136259845		controlled_by_target	1	Y	ITPR	high	954.8	218.8	0.7708
GCF_963678975.1|copy5|NC_089281.1:27474136-27791181	GCF_963678975.1	Dysidea avara	metazoa	Metazoa	Porifera	Demospongiae	Dictyoceratida	found_annotated	annotated_unnamed	5	8	NC_089281.1	27474136	27791181	-	2584	full	0.9303	0.3327	1.0	317046	6816	3	3	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC136269116		controlled_by_target	1	Y	ITPR	high	1044.6	296.8	0.7159
GCF_963678975.1|copy6|NC_089278.1:5305343-5331583	GCF_963678975.1	Dysidea avara	metazoa	Metazoa	Porifera	Demospongiae	Dictyoceratida	found_annotated	annotated_unnamed	6	8	NC_089278.1	5305343	5331583	+	2434	full	0.9488	0.319	1.0	26241	7303	2	3	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC136260598		controlled_by_target	1	Y	ITPR	high	989.4	265.3	0.7319
GCF_963678975.1|copy7|NC_089273.1:13836631-14196065	GCF_963678975.1	Dysidea avara	metazoa	Metazoa	Porifera	Demospongiae	Dictyoceratida	found_annotated	annotated_unnamed	7	8	NC_089273.1	13836631	14196065	-	2608	full	0.9954	0.3078	1.0	359435	7834	8	2	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC136246667		controlled_by_target	1	Y	ITPR	high	931.2	252.6	0.7287
GCF_964194025.1|copy1|NC_134474.1:11915090-12088704	GCF_964194025.1	Convolutriloba macropyga	metazoa	Metazoa	Xenacoelomorpha		Acoela	found_annotated	annotated_unnamed	1	2	NC_134474.1	11915090	12088704	+	2960	full	0.986	0.5241	1.0	173615	8496	0	0	A0A8K0A0Y4|ITPR1|Branchiostoma_lanceolatum|Chordata|ITPR	Chordata	LOC142342608		controlled_by_target	1	Y	ITPR	high	3103.5	399.3	0.8713
GCF_964194025.1|copy2|NC_134474.1:12872445-13229405	GCF_964194025.1	Convolutriloba macropyga	metazoa	Metazoa	Xenacoelomorpha		Acoela	found_annotated	annotated_unnamed	2	2	NC_134474.1	12872445	13229405	+	2526	full	1.0	0.4233	1.0	356961	7575	0	0	A0ACM8C709|LOC100375107|Saccoglossus_kowalevskii|Hemichordata|ITPR	Hemichordata	LOC142342611		controlled_by_target	1	Y	ITPR	high	1361.3	296.0	0.7826
