accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	source_detail	genome_accession	contig	start	end	strand	cell	cell_status	db_status	coverage	contig_spans_gene	s20_call	s20_confidence	s20_group	s20_itpr_score	s20_ryr_score	s20_rel_margin	s20_evidence	tax_domain	tax_kingdom	tax_phylum	tax_class	tax_order	tax_family	tax_genus	tax_group	plant_fungal_verdict	plant_fungal_rule
A0A8C0V1R6	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	583.0	7654.1	0.9238	interpro+calibration	InterPro	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	4740	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0V310	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	583.7	7741.3	0.9246	interpro+calibration	InterPro	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	4757	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0V438	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3829.5	417.3	0.891	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	2570	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0V552	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3888.5	378.5	0.9027	interpro+calibration+sweep	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	2640	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0V6P6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4417.9	421.6	0.9046	interpro+calibration+sweep	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	2738	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0V730	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3809.1	411.3	0.892	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	2620	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0V967	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4193.3	398.3	0.905	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	2594	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0V9Q9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4114.8	404.7	0.9016	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	2594	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VA62	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3855.4	412.9	0.8929	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	2583	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VBD3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4413.2	428.9	0.9028	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	2723	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VC32	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4335.1	439.4	0.8986	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	2636	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VCG5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4248.7	426.8	0.8995	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	2608	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VCT0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4428.1	421.8	0.9047	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	2714	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VE33	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	676.8	7876.0	0.9141	interpro+calibration	InterPro	RYR2	Ryanodine receptor 2	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	4704	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VFI0	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	732.4	8222.8	0.9109	interpro+calibration+sweep	InterPro	RYR2	Ryanodine receptor 2	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	4874	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VG73	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	887.9	130.9	0.8526	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	587	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VI23	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	733.2	8187.8	0.9105	interpro+calibration	InterPro	RYR2	Ryanodine receptor 2	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	4852	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VJV4	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	733.4	8163.3	0.9102	interpro+calibration	InterPro	RYR2	Ryanodine receptor 2	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	4837	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VJZ0	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	679.9	7774.4	0.9125	interpro+calibration	InterPro	RYR2	Ryanodine receptor 2	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	4708	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0VKM7	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	676.5	7824.8	0.9135	interpro+calibration	InterPro	RYR2	Ryanodine receptor 2	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	4739	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0ZII8	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	733.9	8194.2	0.9104	interpro+calibration	InterPro	RYR2	Ryanodine receptor 2	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	4835	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C0ZIJ0	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	654.9	7643.0	0.9143	interpro+calibration	InterPro	RYR2	Ryanodine receptor 2	Cyanistes caeruleus (Eurasian blue tit) (Parus caeruleus)	156563	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Paridae	4716	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Vertebrata		
A0A8C1AC00	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3886.2	432.9	0.8886	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2633	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1AF62	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3860.2	433.6	0.8877	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2607	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1AFC2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3873.7	426.2	0.89	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2635	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1AFH6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3605.1	388.1	0.8923	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2480	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1C2I4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4160.0	419.7	0.8991	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2621	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1C409	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4190.1	422.0	0.8993	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2622	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1C424	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4116.2	421.9	0.8975	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2566	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1DK76	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4126.9	436.6	0.8942	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2590	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G2J2	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	755.1	7822.8	0.9035	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4920	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G4X3	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	729.9	7963.6	0.9083	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4896	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G5K8	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	688.9	7685.5	0.9104	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4742	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G5L1	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	732.9	7969.9	0.908	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4894	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G5L4	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	738.4	8125.1	0.9091	interpro+calibration+sweep	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	5062	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G5V6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3761.2	428.7	0.886	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2548	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G5W6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3763.1	428.1	0.8862	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2596	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G6J1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3762.6	431.3	0.8854	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2616	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G6K1	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	750.0	7913.6	0.9052	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4891	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G6M7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3830.4	431.1	0.8875	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2621	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G6P0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3773.5	418.1	0.8892	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2617	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G6R3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3742.5	433.8	0.8841	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2591	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G8F3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3744.4	415.0	0.8892	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2609	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1G8G5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3739.2	427.3	0.8857	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2604	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1GB80	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	746.2	7971.2	0.9064	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4935	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1GBG4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3762.0	433.1	0.8849	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2612	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1HL21	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4271.4	430.6	0.8992	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2682	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
