label	organism	vclass	cell	truth	call	best	best_score	margin	n_keys	score_ITPR1	score_ITPR2	score_ITPR3
Ciconia_boyciana|GCF_034638445.1|ITPR3.0	Ciconia boyciana	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Cisticola_juncidis|GCA_013400215.1|ITPR3.0	Cisticola juncidis	Aves	ITPR3	ITPR3	ITPR3	ITPR3	2	2	5	0	0	2
Climacteris_rufus|GCA_013398175.1|ITPR3.0	Climacteris rufus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	4	4	7	0	0	4
Cnephaeus_nilssonii|GCF_951640355.1|ITPR3.0	Cnephaeus nilssonii	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Colius_striatus|GCF_028858725.1|ITPR3.0	Colius striatus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Cololabis_saira|GCF_033807715.1|ITPR3.0	Cololabis saira	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Conger_conger|GCF_963514075.1|ITPR3.0	Conger conger	Actinopteri	ITPR3	ITPR3	ITPR3	ITPR3	1	1	20	0	0	1
Corvus_brachyrhynchos|GCF_000691975.1|ITPR3.0	Corvus brachyrhynchos	Aves	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Cuculus_canorus|GCF_017976375.1|ITPR3.0	Cuculus canorus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Cynocephalus_volans|GCF_027409185.1|ITPR3.0	Cynocephalus volans	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Danio_rerio|GCF_052040795.1|ITPR3.0	Danio rerio	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Dasypus_novemcinctus|GCF_030445035.2|ITPR3.0	Dasypus novemcinctus	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Diceros_bicornis_minor|GCF_020826845.1|ITPR3.0	Diceros bicornis minor	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Diretmus_argenteus|GCA_048569125.1|ITPR3.0	Diretmus argenteus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Dromaius_novaehollandiae|GCF_036370855.1|ITPR3.0	Dromaius novaehollandiae	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Dromiciops_gliroides|GCF_019393635.1|ITPR3.0	Dromiciops gliroides	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Drymodes_brunneopygia|GCA_013400955.1|ITPR3.0	Drymodes brunneopygia	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Dryobates_pubescens|GCF_014839835.1|ITPR3.0	Dryobates pubescens	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Egretta_garzetta|GCF_000687185.1|ITPR3.0	Egretta garzetta	Aves	ITPR3	ITPR3	ITPR3	ITPR3	5	5	20	0	0	5
Electrophorus_electricus|GCF_041902795.1|ITPR3.0	Electrophorus electricus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Elephantulus_edwardii|GCF_000299155.1|ITPR3.0	Elephantulus edwardii	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	5	5	20	0	0	5
Elephas_maximus_indicus|GCF_024166365.1|ITPR3.0	Elephas maximus indicus	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Eleutherodactylus_coqui|GCF_035609145.1|ITPR3.0	Eleutherodactylus coqui	Amphibia	ITPR3	ITPR3	ITPR3	ITPR3	3	3	20	0	0	3
Engraulis_encrasicolus|GCF_034702125.1|ITPR3.0	Engraulis encrasicolus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Entelurus_aequoreus|GCF_033978785.1|ITPR3.0	Entelurus aequoreus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Equus_quagga|GCF_021613505.1|ITPR3.0	Equus quagga	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Erpetoichthys_calabaricus|GCF_900747795.2|ITPR3.0	Erpetoichthys calabaricus	Cladistia	ITPR3	ITPR3	ITPR3	ITPR3	1	1	15	0	0	1
Erpornis_zantholeuca|GCA_013400515.1|ITPR3.0	Erpornis zantholeuca	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	16	0	0	8
Esox_lucius|GCF_011004845.1|ITPR3.0	Esox lucius	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Eubucco_bourcierii|GCA_013396675.1|ITPR3.0	Eubucco bourcierii	Aves	ITPR3	ITPR3	ITPR3	ITPR3	2	2	5	0	0	2
Eurypyga_helias|GCF_000690775.1|ITPR3.0	Eurypyga helias	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Falco_peregrinus|GCF_023634155.1|ITPR3.0	Falco peregrinus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Fulmarus_glacialis|GCF_000690835.1|ITPR3.0	Fulmarus glacialis	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Furnarius_figulus|GCA_013397465.1|ITPR3.0	Furnarius figulus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Gadus_morhua|GCF_902167405.1|ITPR3.0	Gadus morhua	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Gallinula_chloropus|GCF_964237585.1|ITPR3.0	Gallinula chloropus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Gallus_gallus|GCF_016699485.2|ITPR3.0	Gallus gallus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Gambusia_affinis|GCF_019740435.1|ITPR3.0	Gambusia affinis	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Gavia_stellata|GCF_030936135.1|ITPR3.0	Gavia stellata	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Giraffa_tippelskirchi|GCF_054371585.1|ITPR3.0	Giraffa tippelskirchi	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Glareola_pratincola|GCA_013401295.1|ITPR3.0	Glareola pratincola	Aves	ITPR3	ITPR3	ITPR3	ITPR3	1	1	4	0	0	1
Gobius_niger|GCF_951799975.1|ITPR3.0	Gobius niger	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Gopherus_flavomarginatus|GCF_025201925.1|ITPR3.0	Gopherus flavomarginatus	Testudines	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Gouania_willdenowi|GCF_900634775.2|ITPR3.0	Gouania willdenowi	Actinopteri	ITPR3	ITPR3	no_call		0	0	11	0	0	0
Gracilinanus_agilis|GCF_016433145.1|ITPR3.0	Gracilinanus agilis	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Gymnogyps_californianus|GCF_018139145.2|ITPR3.0	Gymnogyps californianus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Haliaeetus_albicilla|GCF_947461875.1|ITPR3.0	Haliaeetus albicilla	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Hemicordylus_capensis|GCF_027244095.1|ITPR3.0	Hemicordylus capensis	Lepidosauria	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Hemitrygon_akajei|GCF_048418815.1|ITPR3.0	Hemitrygon akajei	Chondrichthyes	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Heptranchias_perlo|GCF_035084215.1|ITPR3.0	Heptranchias perlo	Chondrichthyes	ITPR3	ITPR3	ITPR3	ITPR3	1	1	20	0	0	1
Heterodontus_francisci|GCF_036365525.1|ITPR3.0	Heterodontus francisci	Chondrichthyes	ITPR3	ITPR3	ITPR3	ITPR3	1	1	20	0	0	1
Heterohyrax_brucei|GCA_028571685.1|ITPR3.0	Heterohyrax brucei	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	6	6	20	0	0	6
Hiodon_alosoides|GCA_056783565.1|ITPR3.0	Hiodon alosoides	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Hippolais_icterina|GCA_013400075.1|ITPR3.0	Hippolais icterina	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Homo_sapiens|GCF_000001405.40|ITPR3.0	Homo sapiens	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Hoplias_malabaricus|GCF_029633855.1|ITPR3.0	Hoplias malabaricus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Hypocryptadius_cinnamomeus|GCA_013400635.1|ITPR3.0	Hypocryptadius cinnamomeus	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Hypomesus_nipponensis|GCF_054491055.1|ITPR3.0	Hypomesus nipponensis	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Ilyodon_furcidens|GCA_040091305.1|ITPR3.0	Ilyodon furcidens	Actinopteri	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Larus_argentatus|GCF_964417175.1|ITPR3.0	Larus argentatus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Lathamus_discolor|GCF_037157495.1|ITPR3.0	Lathamus discolor	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Latimeria_chalumnae|GCF_037176945.1|ITPR3.0	Latimeria chalumnae	Coelacanthimorpha	ITPR3	ITPR3	ITPR3	ITPR3	2	2	19	0	0	2
Leiothrix_lutea|GCA_013400445.1|ITPR3.0	Leiothrix lutea	Aves	ITPR3	ITPR3	ITPR3	ITPR3	6	6	6	0	0	6
Lepisosteus_oculatus|GCF_040954835.1|ITPR3.0	Lepisosteus oculatus	Actinopteri	ITPR3	ITPR3	ITPR3	ITPR3	1	1	20	0	0	1
Leptosomus_discolor|GCF_034619465.1|ITPR3.0	Leptosomus discolor	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Lissotriton_helveticus|GCF_964261635.1|ITPR3.0	Lissotriton helveticus	Amphibia	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Lutjanus_erythropterus|GCF_056507025.1|ITPR3.0	Lutjanus erythropterus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Macaca_mulatta|GCF_049350105.2|ITPR3.0	Macaca mulatta	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Macrotis_lagotis|GCF_037893015.1|ITPR3.0	Macrotis lagotis	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Manacus_vitellinus|GCF_001715985.3|ITPR3.0	Manacus vitellinus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	5	5	20	0	0	5
Manis_pentadactyla|GCF_030020395.1|ITPR3.0	Manis pentadactyla	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Mastacembelus_armatus|GCF_900324485.3|ITPR3.0	Mastacembelus armatus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Megalops_cyprinoides|GCF_013368585.1|ITPR3.0	Megalops cyprinoides	Actinopteri	ITPR3	ITPR3	ITPR3	ITPR3	1	1	19	0	0	1
Merops_nubicus|GCF_000691845.1|ITPR3.0	Merops nubicus	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Mesitornis_unicolor|GCF_000695765.1|ITPR3.0	Mesitornis unicolor	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Microchirus_variegatus|GCF_963457635.1|ITPR3.0	Microchirus variegatus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Micropterus_dolomieu|GCF_021292245.1|ITPR3.0	Micropterus dolomieu	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Mus_musculus|GCF_000001635.27|ITPR3.0	Mus musculus	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Mycteria_americana|GCF_035582795.1|ITPR3.0	Mycteria americana	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Myiagra_hebetior|GCA_013397015.1|ITPR3.0	Myiagra hebetior	Aves	ITPR3	ITPR3	ITPR3	ITPR3	4	4	12	0	0	4
Myripristis_murdjan|GCF_902150065.1|ITPR3.0	Myripristis murdjan	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Nannobrachium_achirus|GCF_963921795.1|ITPR3.0	Nannobrachium achirus	Actinopteri	ITPR3	ITPR3	ITPR3	ITPR3	1	1	20	0	0	1
Nansenia_antarctica|GCF_963989245.1|ITPR3.0	Nansenia antarctica	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Narcine_bancroftii|GCF_036971445.1|ITPR3.0	Narcine bancroftii	Chondrichthyes	ITPR3	ITPR3	ITPR3	ITPR3	2	2	20	0	0	2
Neoarius_graeffei|GCF_027579695.1|ITPR3.0	Neoarius graeffei	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Neogale_vison|GCF_020171115.1|ITPR3.0	Neogale vison	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Nestor_notabilis|GCF_000696875.1|ITPR3.0	Nestor notabilis	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Nipponia_nippon|GCF_047370975.1|ITPR3.0	Nipponia nippon	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Notamacropus_eugenii|GCF_028372415.1|ITPR3.0	Notamacropus eugenii	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Nothobranchius_furzeri|GCF_043380555.1|ITPR3.0	Nothobranchius furzeri	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Nothoprocta_perdicaria|GCF_003342845.1|ITPR3.0	Nothoprocta perdicaria	Aves	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Notothenia_rossii|GCF_949606895.1|ITPR3.0	Notothenia rossii	Actinopteri	ITPR3	ITPR3	no_call		0	0	19	0	0	0
Nyctibius_grandis|GCF_013368605.1|ITPR3.0	Nyctibius grandis	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Nyctiprogne_leucopyga|GCA_013399395.1|ITPR3.0	Nyctiprogne leucopyga	Aves	ITPR3	ITPR3	ITPR3	ITPR3	2	2	7	0	0	2
Opisthocomus_hoazin|GCF_030867145.1|ITPR3.0	Opisthocomus hoazin	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Origma_solitaria|GCA_013397895.1|ITPR3.0	Origma solitaria	Aves	ITPR3	ITPR3	ITPR3	ITPR3	2	2	6	0	0	2
Ornithorhynchus_anatinus|GCF_004115215.2|ITPR3.0	Ornithorhynchus anatinus	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Orycteropus_afer_afer|GCF_000298275.1|ITPR3.0	Orycteropus afer afer	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	6	6	20	0	0	6
Oryctolagus_cuniculus|GCF_964237555.1|ITPR3.0	Oryctolagus cuniculus	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Paramormyrops_kingsleyae|GCF_048594095.1|ITPR3.0	Paramormyrops kingsleyae	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Pedionomus_torquatus|GCA_013398155.1|ITPR3.0	Pedionomus torquatus	Aves	ITPR3	ITPR3	no_call	ITPR3	1	1	2	0	0	1
Pelecanus_crispus|GCF_030463565.1|ITPR3.0	Pelecanus crispus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Pempheris_klunzingeri|GCF_042242105.1|ITPR3.0	Pempheris klunzingeri	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Phaethon_aethereus|GCF_964289735.1|ITPR3.0	Phaethon aethereus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Phalacrocorax_carbo|GCF_963921805.1|ITPR3.0	Phalacrocorax carbo	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Phoenicopterus_ruber_ruber|GCA_009819775.1|ITPR3.0	Phoenicopterus ruber ruber	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Phoxinus_phoxinus|GCF_949152265.1|ITPR3.0	Phoxinus phoxinus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Platalea_leucorodia|GCF_965183815.1|ITPR3.0	Platalea leucorodia	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Podilymbus_podiceps|GCA_013399565.1|ITPR3.0	Podilymbus podiceps	Aves	ITPR3	ITPR3	ITPR3	ITPR3	6	6	19	0	0	6
Poecile_atricapillus|GCF_030490865.1|ITPR3.0	Poecile atricapillus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Polioptila_caerulea|GCA_013397295.1|ITPR3.0	Polioptila caerulea	Aves	ITPR3	ITPR3	no_call	ITPR3	1	1	1	0	0	1
Pomatostomus_ruficeps|GCA_013400735.1|ITPR3.0	Pomatostomus ruficeps	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Poromitra_crassiceps|GCF_964638095.1|ITPR3.0	Poromitra crassiceps	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Pristis_pectinata|GCF_009764475.1|ITPR3.0	Pristis pectinata	Chondrichthyes	ITPR3	ITPR3	ITPR3	ITPR3	1	1	20	0	0	1
Protopterus_annectens|GCF_019279795.1|ITPR3.0	Protopterus annectens	Dipnoi	ITPR3	ITPR3	ITPR3	ITPR3	3	3	20	0	0	3
Pterocles_gutturalis|GCF_000699245.1|ITPR3.0	Pterocles gutturalis	Aves	ITPR3	ITPR3	no_call		0	0	0	0	0	0
Pygoscelis_adeliae|GCF_000699105.1|ITPR3.0	Pygoscelis adeliae	Aves	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Quiscalus_mexicanus|GCA_013399035.1|ITPR3.0	Quiscalus mexicanus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	1	1	4	0	0	1
Raja_brachyura|GCF_963514005.1|ITPR3.0	Raja brachyura	Chondrichthyes	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Rhamphochromis_longiceps|GCF_057381845.1|ITPR3.0	Rhamphochromis longiceps	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Rhea_pennata|GCF_028389875.1|ITPR3.0	Rhea pennata	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Rhinatrema_bivittatum|GCF_901001135.2|ITPR3.0	Rhinatrema bivittatum	Amphibia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Rostratula_benghalensis|GCA_013399305.1|ITPR3.0	Rostratula benghalensis	Aves	ITPR3	ITPR3	ITPR3	ITPR3	2	2	4	0	0	2
Saccopteryx_bilineata|GCF_036850765.1|ITPR3.0	Saccopteryx bilineata	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Scomber_japonicus|GCF_027409825.1|ITPR3.0	Scomber japonicus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Scyliorhinus_torazame|GCF_047496885.1|ITPR3.0	Scyliorhinus torazame	Chondrichthyes	ITPR3	ITPR3	ITPR3	ITPR3	1	1	20	0	0	1
Scytalopus_superciliaris|GCA_013400415.1|ITPR3.0	Scytalopus superciliaris	Aves	ITPR3	ITPR3	ITPR3	ITPR3	3	3	11	0	0	3
Serilophus_lunatus|GCA_013399895.1|ITPR3.0	Serilophus lunatus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	14	0	0	8
Sinosuthora_webbiana|GCA_013397395.1|ITPR3.0	Sinosuthora webbiana	Aves	ITPR3	ITPR3	no_call	ITPR3	1	1	3	0	0	1
Sminthopsis_crassicaudata|GCF_048593235.1|ITPR3.0	Sminthopsis crassicaudata	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Smithornis_capensis|GCA_013396465.1|ITPR3.0	Smithornis capensis	Aves	ITPR3	ITPR3	ITPR3	ITPR3	1	1	4	0	0	1
Somniosus_microcephalus|GCF_052327205.1|ITPR3.0	Somniosus microcephalus	Chondrichthyes	ITPR3	ITPR3	ITPR3	ITPR3	1	1	20	0	0	1
Sorex_araneus|GCF_027595985.1|ITPR3.0	Sorex araneus	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Sparus_aurata|GCF_900880675.2|ITPR3.0	Sparus aurata	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Sphaeramia_orbicularis|GCF_902148855.1|ITPR3.0	Sphaeramia orbicularis	Actinopteri	ITPR3	ITPR3	no_call		0	0	19	0	0	0
Sphaerodactylus_townsendi|GCF_021028975.2|ITPR3.0	Sphaerodactylus townsendi	Lepidosauria	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Steatornis_caripensis|GCA_054099775.1|ITPR3.0	Steatornis caripensis	Aves	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Strix_uralensis|GCF_047716275.1|ITPR3.0	Strix uralensis	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Struthio_camelus|GCF_040807025.1|ITPR3.0	Struthio camelus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	6	6	20	0	0	6
Struthio_camelus_australis|GCF_000698965.1|ITPR3.0	Struthio camelus australis	Aves	ITPR3	ITPR3	ITPR3	ITPR3	5	5	15	0	0	5
Sylvia_borin|GCA_014839755.1|ITPR3.0	Sylvia borin	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Takifugu_rubripes|GCF_901000725.3|ITPR3.0	Takifugu rubripes	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Tamandua_tetradactyla|GCF_023851605.1|ITPR3.0	Tamandua tetradactyla	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Tauraco_erythrolophus|GCF_009769465.1|ITPR3.0	Tauraco erythrolophus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	9	9	20	0	0	9
Telmatherina_bonti|GCF_933228915.1|ITPR3.0	Telmatherina bonti	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Tenrec_ecaudatus|GCF_050624435.1|ITPR3.0	Tenrec ecaudatus	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Thalassarche_chlororhynchos|GCA_013400895.1|ITPR3.0	Thalassarche chlororhynchos	Aves	ITPR3	ITPR3	no_call	ITPR3	2	2	2	0	0	2
Thalassophryne_amazonica|GCF_902500255.1|ITPR3.0	Thalassophryne amazonica	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Tichodroma_muraria|GCA_013390105.1|ITPR3.0	Tichodroma muraria	Aves	ITPR3	ITPR3	ITPR3	ITPR3	6	6	10	0	0	6
Tinamus_guttatus|GCF_000705375.1|ITPR3.0	Tinamus guttatus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	5	5	8	0	0	5
Trachurus_japonicus|GCF_045865225.1|ITPR3.0	Trachurus japonicus	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Trichechus_manatus_latirostris|GCF_000243295.1|ITPR3.0	Trichechus manatus latirostris	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	7	7	20	0	0	7
Tupaia_belangeri_chinensis|GCF_000334495.1|ITPR3.0	Tupaia belangeri chinensis	Mammalia	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Tyto_alba|GCF_018691265.1|ITPR3.0	Tyto alba	Aves	ITPR3	ITPR3	ITPR3	ITPR3	8	8	20	0	0	8
Vireo_altiloquus|GCA_013396875.1|ITPR3.0	Vireo altiloquus	Aves	ITPR3	ITPR3	ITPR3	ITPR3	6	6	12	0	0	6
Xenopus_tropicalis|GCF_000004195.4|ITPR3.0	Xenopus tropicalis	Amphibia	ITPR3	ITPR3	ITPR3	ITPR3	2	2	20	0	0	2
Xiphias_gladius|GCF_016859285.1|ITPR3.0	Xiphias gladius	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
Zeus_faber|GCF_960531495.1|ITPR3.0	Zeus faber	Actinopteri	ITPR3	ITPR3	no_call		0	0	20	0	0	0
