label	accession	organism	vclass	vorder	cell	locus_idx	status	contig	start	end	span_bp	identity	coverage	bait	bait_paralog	annot_gene	annot_paralog	has_gene_table
Gallus_gallus|GCF_016699485.2|RYR.1	GCF_016699485.2	Gallus gallus	Aves	Galliformes	RYR	1	found_annotated	NC_052569.1	99829	175949	76120	0.7216	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC101748756		1
Gallus_gallus|GCF_016699485.2|RYR.2	GCF_016699485.2	Gallus gallus	Aves	Galliformes	RYR	2	found_annotated	NC_052536.1	29658378	29842255	183877	0.6719	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR3	RYR3	1
Xiphias_gladius|GCF_016859285.1|ITPR1.0	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	ITPR1	0	found_annotated	NC_053420.1	18850021	18919870	69849	0.9659	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	LOC120807463		1
Xiphias_gladius|GCF_016859285.1|ITPR1.1	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	ITPR1	1	found_annotated	NC_053420.1	26209830	26290604	80774	0.8682	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Xiphias_gladius|GCF_016859285.1|ITPR2.0	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	ITPR2	0	found_annotated	NC_053407.1	13548080	13605183	57103	0.8775	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2	itpr2	ITPR2	1
Xiphias_gladius|GCF_016859285.1|ITPR3.0	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	ITPR3	0	found_annotated	NC_053417.1	29009339	29095944	86605	0.9064	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Xiphias_gladius|GCF_016859285.1|RYR.0	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	RYR	0	found_annotated	NW_024401803.1	52061	236612	184551	0.8741	0.9970	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Xiphias_gladius|GCF_016859285.1|RYR.1	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	RYR	1	found_annotated	NC_053406.1	24623719	24693555	69836	0.8100	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr1b	RYR1	1
Xiphias_gladius|GCF_016859285.1|RYR.2	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	RYR	2	found_annotated	NC_053416.1	16215241	16265501	50260	0.7979	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC120802314		1
Xiphias_gladius|GCF_016859285.1|RYR.3	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	RYR	3	found_annotated	NC_053409.1	11312145	11419688	107543	0.6786	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	LOC120795452		1
Xiphias_gladius|GCF_016859285.1|RYR.4	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	RYR	4	found_annotated	NC_053403.1	6747720	6864620	116900	0.6666	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	ryr3	RYR3	1
Xiphias_gladius|GCF_016859285.1|RYR.5	GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	RYR	5	found_annotated	NC_053410.1	9874928	9941815	66887	0.6464	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	ryr2b	RYR2	1
Carcharodon_carcharias|GCF_017639515.1|ITPR1.0	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	ITPR1	0	found_annotated	NC_054473.1	71613619	72102021	488402	0.8759	1.0000	A0ABM4F3U0|ITPR1|Apteryx_mantelli	ITPR1	itpr1b	ITPR1	1
Carcharodon_carcharias|GCF_017639515.1|ITPR2.0	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	ITPR2	0	found_annotated	NC_054479.1	86428271	86896936	468665	0.8086	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	itpr2	ITPR2	1
Carcharodon_carcharias|GCF_017639515.1|ITPR3.0	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	ITPR3	0	found_annotated	NC_054475.1	34112173	34630545	518372	0.8501	1.0000	A0A4W3GWE7|ITPR3|Callorhinchus_milii	ITPR3	itpr3	ITPR3	1
Carcharodon_carcharias|GCF_017639515.1|RYR.0	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	RYR	0	found_annotated	NC_054500.1	8024767	8490307	465540	0.8880	0.9972	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	vertebrate_basal	LOC121272536		1
Carcharodon_carcharias|GCF_017639515.1|RYR.1	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	RYR	1	found_annotated	NC_054468.1	213033354	213838948	805594	0.8734	0.9994	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR	ryr2a	RYR2	1
Carcharodon_carcharias|GCF_017639515.1|RYR.2	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	RYR	2	found_annotated	NC_054486.1	10395329	10744011	348682	0.6687	0.9972	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	vertebrate_basal	ryr3	RYR3	1
Polyodon_spathula|GCF_017654505.1|ITPR1.0	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	ITPR1	0	found_annotated	NC_054549.1	25236303	25395599	159296	0.8856	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	LOC121328701		1
Polyodon_spathula|GCF_017654505.1|ITPR1.1	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	ITPR1	1	found_annotated	NC_054556.1	14953311	15111911	158600	0.8872	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Polyodon_spathula|GCF_017654505.1|ITPR2.0	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	ITPR2	0	found_annotated	NC_054540.1	24140169	24275980	135811	0.8327	1.0000	F1P1X4|ITPR2|Gallus_gallus|ITPR2	ITPR2	LOC121318388		1
Polyodon_spathula|GCF_017654505.1|ITPR2.1	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	ITPR2	1	found_annotated	NC_054541.1	27396443	27517457	121014	0.8314	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	LOC121319707		1
Polyodon_spathula|GCF_017654505.1|ITPR3.0	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	ITPR3	0	found_annotated	NC_054572.1	2411614	2450963	39349	0.7998	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	LOC121304724		1
Polyodon_spathula|GCF_017654505.1|ITPR3.1	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	ITPR3	1	found_annotated	NC_054558.1	8921425	8961603	40178	0.7980	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	LOC121299669		1
Polyodon_spathula|GCF_017654505.1|RYR.0	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	RYR	0	found_annotated	NC_054539.1	6977634	7178813	201179	0.8865	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	LOC121316738		1
Polyodon_spathula|GCF_017654505.1|RYR.1	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	RYR	1	found_annotated	NC_054538.1	18721436	18967686	246250	0.8772	0.9970	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR	LOC121315498		1
Polyodon_spathula|GCF_017654505.1|RYR.2	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	RYR	2	found_annotated	NC_054573.1	2321243	2401638	80395	0.8095	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC121304837		1
Polyodon_spathula|GCF_017654505.1|RYR.3	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	RYR	3	found_annotated	NC_054568.1	5380597	5473510	92913	0.8036	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC121303771		1
Polyodon_spathula|GCF_017654505.1|RYR.4	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	RYR	4	found_annotated	NC_054545.1	15615380	15760189	144809	0.6886	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	ryr3	RYR3	1
Polyodon_spathula|GCF_017654505.1|RYR.5	GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	RYR	5	found_annotated	NC_054550.1	21485358	21689835	204477	0.6844	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	LOC121329961		1
Cuculus_canorus|GCF_017976375.1|ITPR1.0	GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	ITPR1	0	found_annotated	NC_071411.1	11256773	11492824	236051	0.9867	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	ITPR1	1
Cuculus_canorus|GCF_017976375.1|ITPR2.0	GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	ITPR2	0	found_annotated	NC_071401.1	135363033	135624611	261578	0.9815	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	ITPR2	1
Cuculus_canorus|GCF_017976375.1|ITPR3.0	GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	ITPR3	0	found_annotated	NC_071424.1	4078346	4123448	45102	0.9861	1.0000	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	ITPR3	1
Cuculus_canorus|GCF_017976375.1|RYR.0	GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	RYR	0	found_annotated	NC_071403.1	63556474	63944842	388368	0.9807	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	RYR2	1
Cuculus_canorus|GCF_017976375.1|RYR.1	GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	RYR	1	found_annotated	NC_071437.1	803612	1016285	212673	0.7691	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	RYR1	1
Cuculus_canorus|GCF_017976375.1|RYR.2	GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	RYR	2	found_annotated	NC_071405.1	58952741	59173007	220266	0.6747	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR3	RYR3	1
Gymnogyps_californianus|GCF_018139145.2|ITPR1.0	GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	ITPR1	0	found_annotated	NC_059483.1	2225793	2399204	173411	0.9914	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	ITPR1	1
Gymnogyps_californianus|GCF_018139145.2|ITPR2.0	GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	ITPR2	0	found_annotated	NC_059471.1	142962437	143243439	281002	0.9915	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	ITPR2	1
Gymnogyps_californianus|GCF_018139145.2|ITPR3.0	GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	ITPR3	0	found_annotated	NC_059497.1	4316392	4358599	42207	0.9873	1.0000	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	ITPR3	1
Gymnogyps_californianus|GCF_018139145.2|RYR.0	GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	RYR	0	found_annotated	NC_059473.1	42967467	43422079	454612	0.9845	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	RYR2	1
Gymnogyps_californianus|GCF_018139145.2|RYR.1	GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	RYR	1	found_annotated	NC_059475.1	35791639	36054538	262899	0.6755	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR3	RYR3	1
Cheilinus_undulatus|GCF_018320785.1|ITPR1.0	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	ITPR1	0	found_annotated	NC_054867.1	27332762	27452368	119606	0.9571	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	LOC121506856		1
Cheilinus_undulatus|GCF_018320785.1|ITPR1.1	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	ITPR1	1	found_annotated	NC_054867.1	15136625	15271944	135319	0.8666	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Cheilinus_undulatus|GCF_018320785.1|ITPR2.0	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	ITPR2	0	found_annotated	NC_054873.1	30274442	30375258	100816	0.8690	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2	itpr2	ITPR2	1
Cheilinus_undulatus|GCF_018320785.1|ITPR3.0	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	ITPR3	0	found_annotated	NC_054875.1	48211057	48296325	85268	0.9025	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Cheilinus_undulatus|GCF_018320785.1|RYR.0	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	RYR	0	found_annotated	NC_054884.1	2956200	3115991	159791	0.8602	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Cheilinus_undulatus|GCF_018320785.1|RYR.1	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	RYR	1	found_annotated	NC_054866.1	46400271	46490140	89869	0.8036	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr1b	RYR1	1
Cheilinus_undulatus|GCF_018320785.1|RYR.2	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	RYR	2	found_annotated	NC_054876.1	34978154	35042963	64809	0.7942	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC121518712		1
Cheilinus_undulatus|GCF_018320785.1|RYR.3	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	RYR	3	found_annotated	NC_054882.1	25641122	25819800	178678	0.6721	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	LOC121526088		1
Cheilinus_undulatus|GCF_018320785.1|RYR.4	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	RYR	4	found_annotated	NC_054878.1	36728531	36909986	181455	0.6635	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	ryr3	RYR3	1
Cheilinus_undulatus|GCF_018320785.1|RYR.5	GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	RYR	5	found_annotated	NC_054870.1	30510163	30607708	97545	0.5644	1.0000	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	vertebrate_basal	ryr2b	RYR2	1
Tyto_alba|GCF_018691265.1|ITPR1.0	GCF_018691265.1	Tyto alba	Aves	Strigiformes	ITPR1	0	found_annotated	NW_024881304.1	18302107	18505467	203360	0.9903	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	ITPR1	1
Tyto_alba|GCF_018691265.1|ITPR2.0	GCF_018691265.1	Tyto alba	Aves	Strigiformes	ITPR2	0	found_annotated	NW_024881295.1	9356745	9625153	268408	0.9881	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	ITPR2	1
Tyto_alba|GCF_018691265.1|ITPR3.0	GCF_018691265.1	Tyto alba	Aves	Strigiformes	ITPR3	0	found_annotated	NW_024881305.1	3533328	3645424	112096	0.9910	1.0000	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	ITPR3	1
Tyto_alba|GCF_018691265.1|RYR.0	GCF_018691265.1	Tyto alba	Aves	Strigiformes	RYR	0	found_annotated	NW_024881296.1	8998953	9428156	429203	0.9835	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	RYR2	1
Tyto_alba|GCF_018691265.1|RYR.1	GCF_018691265.1	Tyto alba	Aves	Strigiformes	RYR	1	found_annotated	NW_024881280.1	14168144	14409193	241049	0.6723	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR3	RYR3	1
Callorhinchus_milii|GCF_018977255.1|ITPR1.0	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	ITPR1	0	found_annotated	NW_024704753.1	2373660	2505067	131407	0.8704	1.0000	Q14643|ITPR1|Homo_sapiens|ITPR1	ITPR1	itpr1b	ITPR1	1
Callorhinchus_milii|GCF_018977255.1|ITPR2.0	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	ITPR2	0	found_annotated	NW_024704746.1	26317070	26386417	69347	0.8119	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	itpr2	ITPR2	1
Callorhinchus_milii|GCF_018977255.1|ITPR3.0	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	ITPR3	0	found_annotated	NW_024704760.1	6125377	6228816	103439	0.9972	1.0000	A0A4W3GWE7|ITPR3|Callorhinchus_milii	ITPR3	itpr3	ITPR3	1
Callorhinchus_milii|GCF_018977255.1|RYR.0	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	RYR	0	found_annotated	NW_024704809.1	19909	135415	115506	0.9984	1.0000	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	vertebrate_basal	LOC103190328		1
Callorhinchus_milii|GCF_018977255.1|RYR.1	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	RYR	1	found_annotated	NW_024704744.1	56279248	56533243	253995	0.8744	0.9960	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR	ryr2a	RYR2	1
Callorhinchus_milii|GCF_018977255.1|RYR.2	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	RYR	2	found_annotated	NW_024704750.1	9868219	9978999	110780	0.6796	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	ryr3	RYR3	1
Protopterus_annectens|GCF_019279795.1|ITPR1.0	GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	ITPR1	0	found_annotated	NC_056739.1	1463868428	1466539365	2670937	0.8021	1.0000	A0ABM4F3U0|ITPR1|Apteryx_mantelli	ITPR1	ITPR1	ITPR1	1
Protopterus_annectens|GCF_019279795.1|ITPR2.0	GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	ITPR2	0	found_annotated	NC_056745.1	235881312	238294768	2413456	0.8144	1.0000	F1P1X4|ITPR2|Gallus_gallus|ITPR2	ITPR2	ITPR2	ITPR2	1
Protopterus_annectens|GCF_019279795.1|ITPR3.0	GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	ITPR3	0	found_annotated	NC_056739.1	69818967	72625813	2806846	0.7900	1.0000	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	ITPR3	1
Protopterus_annectens|GCF_019279795.1|RYR.0	GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	RYR	0	found_annotated	NC_056727.1	819421066	825643958	6222892	0.8820	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	RYR2	1
Protopterus_annectens|GCF_019279795.1|RYR.1	GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	RYR	1	found_annotated	NC_056725.1	677632777	679777705	2144928	0.8454	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC122794026		1
Protopterus_annectens|GCF_019279795.1|RYR.2	GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	RYR	2	found_annotated	NC_056737.1	411040769	414289751	3248982	0.6936	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR3	RYR3	1
Dromiciops_gliroides|GCF_019393635.1|ITPR1.0	GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	ITPR1	0	found_annotated	NC_057861.1	716065122	716433494	368372	0.9720	1.0000	P11881|Itpr1|Mus_musculus|ITPR1	ITPR1	ITPR1	ITPR1	1
Dromiciops_gliroides|GCF_019393635.1|ITPR2.0	GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	ITPR2	0	found_annotated	NC_057865.1	175016423	175525192	508769	0.9496	1.0000	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	ITPR2	1
Dromiciops_gliroides|GCF_019393635.1|ITPR3.0	GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	ITPR3	0	found_annotated	NC_057864.1	242677927	242817030	139103	0.9420	1.0000	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	ITPR3	1
Dromiciops_gliroides|GCF_019393635.1|RYR.0	GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	RYR	0	found_annotated	NC_057864.1	141478139	142234883	756744	0.9578	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	RYR2	1
Dromiciops_gliroides|GCF_019393635.1|RYR.1	GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	RYR	1	found_annotated	NC_057863.1	643213000	643307916	94916	0.7876	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	RYR1	1
Dromiciops_gliroides|GCF_019393635.1|RYR.2	GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	RYR	2	found_annotated	NC_057862.1	182012020	182692087	680067	0.6774	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR3	RYR3	1
Gambusia_affinis|GCF_019740435.1|ITPR1.0	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	ITPR1	0	found_annotated	NC_057874.1	12759475	12840509	81034	0.9067	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	LOC122833870		1
Gambusia_affinis|GCF_019740435.1|ITPR1.1	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	ITPR1	1	found_annotated	NC_057874.1	4757660	4864707	107047	0.8604	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	itpr1b	ITPR1	1
Gambusia_affinis|GCF_019740435.1|ITPR2.0	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	ITPR2	0	found_annotated	NC_057875.1	13332486	13394385	61899	0.7961	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2	itpr2	ITPR2	1
Gambusia_affinis|GCF_019740435.1|ITPR3.0	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	ITPR3	0	found_annotated	NC_057868.1	41015213	41083990	68777	0.8809	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Gambusia_affinis|GCF_019740435.1|RYR.0	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	RYR	0	found_annotated	NC_057887.1	1246035	1375740	129705	0.8635	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Gambusia_affinis|GCF_019740435.1|RYR.1	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	RYR	1	found_annotated	NC_057882.1	10183852	10237563	53711	0.7888	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	LOC122844448		1
Gambusia_affinis|GCF_019740435.1|RYR.2	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	RYR	2	found_annotated	NC_057873.1	4438893	4555784	116891	0.7828	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr1b	RYR1	1
Gambusia_affinis|GCF_019740435.1|RYR.3	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	RYR	3	found_annotated	NC_057883.1	16826930	16931868	104938	0.6721	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	LOC122845862		1
Gambusia_affinis|GCF_019740435.1|RYR.4	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	RYR	4	found_annotated	NC_057889.1	5450296	5580607	130311	0.6621	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	ryr3	RYR3	1
Gambusia_affinis|GCF_019740435.1|RYR.5	GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	RYR	5	found_annotated	NC_057880.1	9646814	9718630	71816	0.5337	1.0000	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	vertebrate_basal	ryr2b	RYR2	1
Neogale_vison|GCF_020171115.1|ITPR1.0	GCF_020171115.1	Neogale vison	Mammalia	Carnivora	ITPR1	0	found_annotated	NC_058096.1	177549549	177854102	304553	0.9865	1.0000	P11881|Itpr1|Mus_musculus|ITPR1	ITPR1	ITPR1	ITPR1	1
Neogale_vison|GCF_020171115.1|ITPR2.0	GCF_020171115.1	Neogale vison	Mammalia	Carnivora	ITPR2	0	found_annotated	NC_058102.1	68088926	68595673	506747	0.9763	1.0000	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	ITPR2	1
Neogale_vison|GCF_020171115.1|ITPR3.0	GCF_020171115.1	Neogale vison	Mammalia	Carnivora	ITPR3	0	found_annotated	NC_058091.1	118890066	118980068	90002	0.9738	1.0000	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	ITPR3	1
Neogale_vison|GCF_020171115.1|RYR.0	GCF_020171115.1	Neogale vison	Mammalia	Carnivora	RYR	0	found_annotated	NC_058092.1	161210069	161944540	734471	0.9821	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	RYR2	1
Neogale_vison|GCF_020171115.1|RYR.1	GCF_020171115.1	Neogale vison	Mammalia	Carnivora	RYR	1	found_annotated	NC_058097.1	44730889	44841469	110580	0.7930	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	RYR1	1
Neogale_vison|GCF_020171115.1|RYR.2	GCF_020171115.1	Neogale vison	Mammalia	Carnivora	RYR	2	found_annotated	NC_058103.1	92917212	93431856	514644	0.6746	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR3	RYR3	1
Apus_apus|GCF_020740795.1|ITPR1.0	GCF_020740795.1	Apus apus	Aves	Apodiformes	ITPR1	0	found_annotated	NC_067290.1	20237306	20401680	164374	0.9896	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	ITPR1	1
Apus_apus|GCF_020740795.1|ITPR2.0	GCF_020740795.1	Apus apus	Aves	Apodiformes	ITPR2	0	found_annotated	NC_067282.1	131540978	131807467	266489	0.9841	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	ITPR2	1
