label	accession	organism	vclass	vorder	cell	locus_idx	status	window	n_flanks	scanned_up	scanned_down	n_informative	n_root_keys	in_matrix	keys_relaxed
Salmo_salar|GCF_965601325.1|RYR.3	GCF_965601325.1	Salmo salar	Actinopteri	Salmoniformes	RYR	3	found_annotated	fixed10	20	10	10	7	7	0	EHD2A;HNRNPUL1L;NAPA;NFRK;SELENOW1;SPSY;SYMPK
Salmo_salar|GCF_965601325.1|RYR.4	GCF_965601325.1	Salmo salar	Actinopteri	Salmoniformes	RYR	4	found_annotated	fixed10	20	10	10	16	16	0	ATG16L2;AXL;B3GNT2L;BCKDH;BICR;EXOSC5;HNRNPUL1;LEG4;NAPA;OPA3;PPP1R13L;PPP5C;RASGRP4;TGFB1A;TMEM91;WDR62
Salmo_salar|GCF_965601325.1|RYR.5	GCF_965601325.1	Salmo salar	Actinopteri	Salmoniformes	RYR	5	found_annotated	fixed10	20	10	10	3	3	0	BICC1A;CCSER2A;FMN2A
Salmo_salar|GCF_965601325.1|RYR.6	GCF_965601325.1	Salmo salar	Actinopteri	Salmoniformes	RYR	6	found_annotated	fixed10	20	10	10	4	4	0	ACP7;EIF2AK4;GCHFR;GPX2
Salmo_salar|GCF_965601325.1|RYR.7	GCF_965601325.1	Salmo salar	Actinopteri	Salmoniformes	RYR	7	found_annotated	fixed10	20	10	10	2	2	0	ARHGAP11A;FSIP1
Salmo_salar|GCF_965601325.1|RYR.8	GCF_965601325.1	Salmo salar	Actinopteri	Salmoniformes	RYR	8	found_annotated	fixed10	20	10	10	5	5	0	ACTC1A;AVEN;EMC7B;KATNBL1;SUSD6
Salmo_salar|GCF_965601325.1|RYR.9	GCF_965601325.1	Salmo salar	Actinopteri	Salmoniformes	RYR	9	found_annotated	fixed10	20	10	10	2	2	0	7B2;PAPOL
Aptenodytes_patagonicus|GCF_965638725.1|ITPR1.0	GCF_965638725.1	Aptenodytes patagonicus	Aves	Sphenisciformes	ITPR1	0	found_annotated	fixed10	20	10	10	17	16	1	ARL8B;BHLHE40;CAV3;CHL1;CNTN3;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SSUH2;SUMF1;TRNT1
Aptenodytes_patagonicus|GCF_965638725.1|ITPR2.0	GCF_965638725.1	Aptenodytes patagonicus	Aves	Sphenisciformes	ITPR2	0	found_annotated	fixed10	20	10	10	19	19	1	BHLHE41;BMAL2;CYB5R3;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
Aptenodytes_patagonicus|GCF_965638725.1|ITPR3.0	GCF_965638725.1	Aptenodytes patagonicus	Aves	Sphenisciformes	ITPR3	0	found_annotated	fixed10	20	10	10	17	17	1	APOBEC2;BAK1;BLTP3A;FOXP4;GRM4;HMGA1;ILRUN;MDFI;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SMIM29;SNRPC;SPDEF;TFEB
Aptenodytes_patagonicus|GCF_965638725.1|RYR.0	GCF_965638725.1	Aptenodytes patagonicus	Aves	Sphenisciformes	RYR	0	found_annotated	fixed10	20	10	10	20	20	1	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;WDR64
Aptenodytes_patagonicus|GCF_965638725.1|RYR.1	GCF_965638725.1	Aptenodytes patagonicus	Aves	Sphenisciformes	RYR	1	found_annotated	fixed10	20	10	10	19	19	0	ARHGAP11A;AVEN;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Cathartes_aura|GCA_000699945.1|ITPR2.0	GCA_000699945.1	Cathartes aura	Aves	Accipitriformes	ITPR2	0	fragment	informative10	0	0	0	0	0	1	
Cathartes_aura|GCA_000699945.1|ITPR3.0	GCA_000699945.1	Cathartes aura	Aves	Accipitriformes	ITPR3	0	found_annotated	informative10	0	0	0	0	0	1	
Cathartes_aura|GCA_000699945.1|RYR.0	GCA_000699945.1	Cathartes aura	Aves	Accipitriformes	RYR	0	assembly_gap	informative10	0	0	0	0	0	1	
Cathartes_aura|GCA_000699945.1|RYR.1	GCA_000699945.1	Cathartes aura	Aves	Accipitriformes	RYR	1	assembly_gap	informative10	0	0	0	0	0	0	
Cathartes_aura|GCA_000699945.1|RYR.2	GCA_000699945.1	Cathartes aura	Aves	Accipitriformes	RYR	2	assembly_gap	informative10	0	0	0	0	0	0	
Cathartes_aura|GCA_000699945.1|RYR.3	GCA_000699945.1	Cathartes aura	Aves	Accipitriformes	RYR	3	assembly_gap	informative10	0	0	0	0	0	0	
Cervus_elaphus_hippelaphus|GCA_002197005.1|ITPR1.0	GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	Artiodactyla	ITPR1	0	found_unannotated	informative10	0	60	60	0	0	1	
Cervus_elaphus_hippelaphus|GCA_002197005.1|ITPR2.0	GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	Artiodactyla	ITPR2	0	found_unannotated	informative10	0	60	60	0	0	1	
Cervus_elaphus_hippelaphus|GCA_002197005.1|RYR.0	GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	Artiodactyla	RYR	0	found_unannotated	informative10	0	60	60	0	0	0	
Cervus_elaphus_hippelaphus|GCA_002197005.1|RYR.1	GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	Artiodactyla	RYR	1	found_unannotated	informative10	0	60	60	0	0	1	
Cervus_elaphus_hippelaphus|GCA_002197005.1|RYR.2	GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	Artiodactyla	RYR	2	found_unannotated	informative10	0	60	60	0	0	0	
Limosa_lapponica_baueri|GCA_002844005.1|ITPR3.0	GCA_002844005.1	Limosa lapponica baueri	Aves	Charadriiformes	ITPR3	0	found_annotated	informative10	0	1	0	0	0	1	
Limosa_lapponica_baueri|GCA_002844005.1|RYR.0	GCA_002844005.1	Limosa lapponica baueri	Aves	Charadriiformes	RYR	0	found_unannotated	informative10	0	22	20	0	0	1	
Limosa_lapponica_baueri|GCA_002844005.1|RYR.1	GCA_002844005.1	Limosa lapponica baueri	Aves	Charadriiformes	RYR	1	found_unannotated	informative10	0	14	12	0	0	0	
Bambusicola_thoracicus|GCA_002909625.1|ITPR1.0	GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	ITPR1	0	assembly_gap	informative10	0	0	0	0	0	1	
Bambusicola_thoracicus|GCA_002909625.1|ITPR1.1	GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	ITPR1	1	assembly_gap	informative10	0	0	0	0	0	0	
Bambusicola_thoracicus|GCA_002909625.1|ITPR2.0	GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	ITPR2	0	assembly_gap	informative10	0	0	0	0	0	1	
Bambusicola_thoracicus|GCA_002909625.1|ITPR2.1	GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	ITPR2	1	assembly_gap	informative10	0	0	0	0	0	0	
Bambusicola_thoracicus|GCA_002909625.1|ITPR3.0	GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	ITPR3	0	assembly_gap	informative10	0	0	0	0	0	1	
Bambusicola_thoracicus|GCA_002909625.1|ITPR3.1	GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	ITPR3	1	assembly_gap	informative10	0	0	1	0	0	0	
Bambusicola_thoracicus|GCA_002909625.1|RYR.0	GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	RYR	0	assembly_gap	informative10	0	0	0	0	0	0	
Bambusicola_thoracicus|GCA_002909625.1|RYR.1	GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	RYR	1	assembly_gap	informative10	0	0	0	0	0	0	
Bambusicola_thoracicus|GCA_002909625.1|RYR.2	GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	RYR	2	assembly_gap	informative10	0	0	0	0	0	1	
Bambusicola_thoracicus|GCA_002909625.1|RYR.3	GCA_002909625.1	Bambusicola thoracicus	Aves	Galliformes	RYR	3	assembly_gap	informative10	0	0	0	0	0	0	
Alca_torda|GCA_008658365.1|ITPR1.0	GCA_008658365.1	Alca torda	Aves	Charadriiformes	ITPR1	0	found_annotated	informative10	20	13	10	20	20	1	ARL8B;BHLHE40;CAV3;CHL1;CNTN6;CRBN;EDEM1;GRM7;GXYLT2;IL5RA;LMCD1;LRRN1;OXTR;PDZRN3;PPP4R2;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
Alca_torda|GCA_008658365.1|ITPR2.0	GCA_008658365.1	Alca torda	Aves	Charadriiformes	ITPR2	0	found_annotated	informative10	20	12	13	20	20	1	ABCC9;ARFGAP3;BHLHE41;BMAL2;CYB5R3;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;KCNJ8;LDHB;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
Alca_torda|GCA_008658365.1|ITPR3.0	GCA_008658365.1	Alca torda	Aves	Charadriiformes	ITPR3	0	found_annotated	informative10	20	12	19	20	20	1	APOBEC2;BAK1;FOXP4;FRS3;GRM4;HMGA1;ILRUN;IP6K3;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;PACSIN1;PGC;SMIM29;SPDEF;TFEB;TOMM6
Alca_torda|GCA_008658365.1|RYR.0	GCA_008658365.1	Alca torda	Aves	Charadriiformes	RYR	0	found_annotated	informative10	20	10	10	20	20	1	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;WDR64
Alca_torda|GCA_008658365.1|RYR.1	GCA_008658365.1	Alca torda	Aves	Charadriiformes	RYR	1	found_annotated	informative10	20	11	10	20	20	0	ARHGAP11A;AVEN;BMF;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Bucorvus_abyssinicus|GCA_009769605.1|ITPR1.0	GCA_009769605.1	Bucorvus abyssinicus	Aves	Bucerotiformes	ITPR1	0	found_annotated	informative10	20	12	10	20	18	1	ARL8B;BHLHE40;CAV3;CHL1;CNTN3;CNTN4;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;PDZRN3;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
Bucorvus_abyssinicus|GCA_009769605.1|ITPR2.0	GCA_009769605.1	Bucorvus abyssinicus	Aves	Bucerotiformes	ITPR2	0	found_annotated	informative10	16	10	9	16	16	1	BHLHE41;CCDC22;FGFR1OP2;GABARAPL1;INTS13;KRAS;LMNTD1;MRPL51;RASSF8;SCNN1A;SSPN;STYK1;SYCE3;TMEM52B;VAMP1;YBX3
Bucorvus_abyssinicus|GCA_009769605.1|ITPR3.0	GCA_009769605.1	Bucorvus abyssinicus	Aves	Bucerotiformes	ITPR3	0	found_annotated	informative10	20	14	11	20	20	1	APOBEC2;BAK1;FOXP4;FRS3;GRM4;HMGA1;ILRUN;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;PACSIN1;PGC;RPS10;SMIM29;SPDEF;TFEB;TSPO2
Bucorvus_abyssinicus|GCA_009769605.1|RYR.0	GCA_009769605.1	Bucorvus abyssinicus	Aves	Bucerotiformes	RYR	0	found_annotated	informative10	20	10	11	20	20	0	ACTN2;B3GALNT2;CEP170;CHRM3;EDARADD;ERO1B;EXO1;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;WDR64
Bucorvus_abyssinicus|GCA_009769605.1|RYR.1	GCA_009769605.1	Bucorvus abyssinicus	Aves	Bucerotiformes	RYR	1	found_annotated	informative10	20	11	11	20	20	1	AQR;AVEN;BMF;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SPRED1;SRP14;THBS1;ZNF770
Phoenicopterus_ruber_ruber|GCA_009819775.1|ITPR1.0	GCA_009819775.1	Phoenicopterus ruber ruber	Aves	Phoenicopteriformes	ITPR1	0	found_annotated	informative10	20	10	14	20	20	1	ARL8B;BHLHE40;CAV3;CHL1;CRBN;EDEM1;GRM7;GXYLT2;IL5RA;LMCD1;LRRN1;OXTR;PDZRN3;PPP4R2;RAD18;SHQ1;SRGAP3;SSUH2;SUMF1;TRNT1
Phoenicopterus_ruber_ruber|GCA_009819775.1|ITPR2.0	GCA_009819775.1	Phoenicopterus ruber ruber	Aves	Phoenicopteriformes	ITPR2	0	found_annotated	informative10	20	10	12	20	20	1	ARFGAP3;BHLHE41;BMAL2;CYB5R3;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KCNJ8;LDHB;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
Phoenicopterus_ruber_ruber|GCA_009819775.1|ITPR3.0	GCA_009819775.1	Phoenicopterus ruber ruber	Aves	Phoenicopteriformes	ITPR3	0	found_annotated	informative10	20	11	12	20	20	1	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;ILRUN;IP6K3;LEMD2;MDFI;MLN;NCR2;NFYA;OARD1;PACSIN1;PGC;RPS10;SMIM29;SPDEF;TFEB;TSPO2
Phoenicopterus_ruber_ruber|GCA_009819775.1|RYR.0	GCA_009819775.1	Phoenicopterus ruber ruber	Aves	Phoenicopteriformes	RYR	0	found_annotated	informative10	20	10	10	20	20	1	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;WDR64
Phoenicopterus_ruber_ruber|GCA_009819775.1|RYR.1	GCA_009819775.1	Phoenicopterus ruber ruber	Aves	Phoenicopteriformes	RYR	1	found_annotated	informative10	20	11	11	20	20	0	ARHGAP11A;AVEN;BMF;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SPRED1;SRP14;THBS1;ZNF770
Cervus_hanglu_yarkandensis|GCA_010411085.1|ITPR1.0	GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	ITPR1	0	found_annotated	informative10	0	60	60	0	0	1	
Cervus_hanglu_yarkandensis|GCA_010411085.1|ITPR2.0	GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	ITPR2	0	found_annotated	informative10	0	60	60	0	0	1	
Cervus_hanglu_yarkandensis|GCA_010411085.1|ITPR3.0	GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	ITPR3	0	found_annotated	informative10	0	52	60	0	0	1	
Cervus_hanglu_yarkandensis|GCA_010411085.1|RYR.0	GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	RYR	0	found_annotated	informative10	0	8	60	0	0	1	
Cervus_hanglu_yarkandensis|GCA_010411085.1|RYR.1	GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	RYR	1	found_annotated	informative10	0	60	60	0	0	0	
Cervus_hanglu_yarkandensis|GCA_010411085.1|RYR.2	GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	RYR	2	found_annotated	informative10	0	60	60	0	0	0	
Dissostichus_mawsoni|GCA_011823955.1|ITPR1.0	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	ITPR1	0	found_unannotated	informative10	0	60	60	0	0	1	
Dissostichus_mawsoni|GCA_011823955.1|ITPR1.1	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	ITPR1	1	found_unannotated	informative10	0	60	60	0	0	0	
Dissostichus_mawsoni|GCA_011823955.1|ITPR2.0	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	ITPR2	0	found_unannotated	informative10	0	60	60	0	0	1	
Dissostichus_mawsoni|GCA_011823955.1|ITPR3.0	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	ITPR3	0	found_unannotated	informative10	0	60	60	0	0	1	
Dissostichus_mawsoni|GCA_011823955.1|RYR.0	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	RYR	0	found_annotated	informative10	0	60	3	0	0	1	
Dissostichus_mawsoni|GCA_011823955.1|RYR.1	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	RYR	1	found_annotated	informative10	0	60	60	0	0	0	
Dissostichus_mawsoni|GCA_011823955.1|RYR.2	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	RYR	2	found_annotated	informative10	0	60	60	0	0	0	
Dissostichus_mawsoni|GCA_011823955.1|RYR.3	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	RYR	3	found_annotated	informative10	0	60	60	0	0	0	
Dissostichus_mawsoni|GCA_011823955.1|RYR.4	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	RYR	4	found_annotated	informative10	0	60	60	0	0	0	
Dissostichus_mawsoni|GCA_011823955.1|RYR.5	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	RYR	5	found_annotated	informative10	0	60	60	0	0	0	
Crypturellus_undulatus|GCA_013389825.1|ITPR1.0	GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	ITPR1	0	found_unannotated	informative10	3	2	1	3	3	1	BHLHE40;SETMAR;SUMF1
Crypturellus_undulatus|GCA_013389825.1|ITPR2.0	GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	ITPR2	0	found_unannotated	informative10	7	3	5	7	7	1	BHLHE41;FGFR1OP2;INTS13;MED21;SSPN;STK38L;TM7SF3
Crypturellus_undulatus|GCA_013389825.1|RYR.0	GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	RYR	0	found_annotated	informative10	0	0	0	0	0	0	
Crypturellus_undulatus|GCA_013389825.1|RYR.1	GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	RYR	1	found_annotated	informative10	11	1	12	11	11	1	AQR;ARHGAP11A;AVEN;DPH6;FAM98B;GREM1;LD;RASGRP1;SCG5;SPRED1;ZNF79
Geococcyx_californianus|GCA_013389885.1|ITPR1.0	GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	ITPR1	0	found_unannotated	informative10	0	0	0	0	0	1	
Geococcyx_californianus|GCA_013389885.1|RYR.0	GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	RYR	0	assembly_gap	informative10	0	0	0	0	0	1	
Geococcyx_californianus|GCA_013389885.1|RYR.1	GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	RYR	1	assembly_gap	informative10	0	0	0	0	0	0	
Geococcyx_californianus|GCA_013389885.1|RYR.2	GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	RYR	2	assembly_gap	informative10	0	0	0	0	0	0	
Todus_mexicanus|GCA_013389965.1|ITPR3.0	GCA_013389965.1	Todus mexicanus	Aves	Coraciiformes	ITPR3	0	found_annotated	informative10	0	0	0	0	0	1	
Todus_mexicanus|GCA_013389965.1|RYR.0	GCA_013389965.1	Todus mexicanus	Aves	Coraciiformes	RYR	0	found_unannotated	informative10	0	0	0	0	0	1	
Dryoscopus_gambensis|GCA_013389985.1|ITPR1.0	GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	ITPR1	0	found_unannotated	informative10	3	0	3	3	3	1	ARL8BA;BHLHE40;EDEM1
Dryoscopus_gambensis|GCA_013389985.1|ITPR2.0	GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	ITPR2	0	found_unannotated	informative10	2	0	2	2	2	1	RASSF8;SSPN
Dryoscopus_gambensis|GCA_013389985.1|ITPR3.0	GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	ITPR3	0	found_annotated	informative10	10	0	11	10	10	1	GRM4;HMGA1;IP6K3;LEMD2;MLN;NUDT3;PACSIN1;RPS10;SPDEF;UQCC2
Dryoscopus_gambensis|GCA_013389985.1|RYR.0	GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	RYR	0	assembly_gap	informative10	0	0	0	0	0	1	
Dryoscopus_gambensis|GCA_013389985.1|RYR.1	GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	RYR	1	assembly_gap	informative10	0	0	0	0	0	0	
Chloropsis_hardwickii|GCA_013390065.1|ITPR1.0	GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	ITPR1	0	found_unannotated	informative10	7	9	1	7	7	1	BHLHE40;CRBN;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
Chloropsis_hardwickii|GCA_013390065.1|ITPR2.0	GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	ITPR2	0	found_unannotated	informative10	5	2	4	5	5	1	FGFR1OP2;INTS13;MED21;SSPN;TM7SF3
Chloropsis_hardwickii|GCA_013390065.1|ITPR3.0	GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	ITPR3	0	found_annotated	informative10	2	2	0	2	2	1	IP6K3;UQCC2
Chloropsis_hardwickii|GCA_013390065.1|RYR.0	GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	RYR	0	found_annotated	informative10	10	0	11	10	10	1	ACTN2;B3GALNT2;EDARADD;ERO1B;GNG4;GPR137B;HEATR1;LGALS8;LYST;NID1
Chloropsis_hardwickii|GCA_013390065.1|RYR.1	GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	RYR	1	found_annotated	informative10	7	0	8	7	7	0	AVEN;CHRM5;EMC7;FSIP1;GPR176;KATNBL1;THBS1
Tichodroma_muraria|GCA_013390105.1|ITPR3.0	GCA_013390105.1	Tichodroma muraria	Aves	Passeriformes	ITPR3	0	found_annotated	informative10	10	1	11	10	10	1	BAK1;GRM4;HMGA1;IP6K3;LEMD2;MLN;NUDT3;PRA1;RPS10;SNRPC
Menura_novaehollandiae|GCA_013396355.1|ITPR1.0	GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	ITPR1	0	found_unannotated	informative10	20	13	13	20	19	1	BHLHE40;CAV3;CHL1;CNTN3;CNTN4;CRBN;EDEM1;IL5RA;IRAK2;LMCD1;LRRN1;PDZRN3;RAD18;SEC13;SETMAR;SRGAP3;SUMF1;THUMPD3;TRNT1;VHL
Menura_novaehollandiae|GCA_013396355.1|ITPR2.0	GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	ITPR2	0	found_unannotated	informative10	18	13	15	18	18	1	ARFGAP3;BHLHE41;CMAS;CYB5R3;ENDOUA;ETFRF1;FGFR1OP2;GYS2;INTS13;KCNJ8;KRAS;LDHB;PPFIBP1;REP15;SPX;SSPN;TM7SF3;TMEM52B
Menura_novaehollandiae|GCA_013396355.1|ITPR3.0	GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	ITPR3	0	found_annotated	informative10	20	10	14	20	20	1	APOBEC2;BAK1;CD300A;FRS3;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;PRA1;RPS10;SNRPC;TFEB;TOMM6;TREM2;UHRF1BP1
Menura_novaehollandiae|GCA_013396355.1|RYR.0	GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	RYR	0	found_annotated	informative10	20	11	12	20	20	0	ACTN2;B3GALNT2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LYST;MAP1LC3C;NID1;OPN3;PIGM;PPIL4;RGS7;TBCE;ZC3H12D
Menura_novaehollandiae|GCA_013396355.1|RYR.1	GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	RYR	1	found_annotated	informative10	18	11	9	18	18	1	ARHGAP11A;AVEN;BMF;CHRM5;EIF2AK4;EMC7;FAM98B;FSIP1;GPR176;GREM1;KATNBL1;LD;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Smithornis_capensis|GCA_013396465.1|ITPR1.0	GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	ITPR1	0	found_unannotated	informative10	0	0	0	0	0	1	
Smithornis_capensis|GCA_013396465.1|ITPR2.0	GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	ITPR2	0	found_unannotated	informative10	17	12	9	17	17	1	A4GALT;ARFGAP3;BHLHE41;CYB5R3;ENDOUA;ETFRF1;FGFR1OP2;GYS2;INTS13;KRAS;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;TM7SF3
Smithornis_capensis|GCA_013396465.1|ITPR3.0	GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	ITPR3	0	found_annotated	informative10	4	0	4	4	4	1	IP6K3;LEMD2;MLN;UQCC2
Smithornis_capensis|GCA_013396465.1|RYR.0	GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	RYR	0	found_annotated	informative10	10	10	0	10	10	1	ACTN2;B3GALNT2;EDARADD;ERO1B;GNG4;GPR137B;HEATR1;LYST;MTR;NID1
Smithornis_capensis|GCA_013396465.1|RYR.1	GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	RYR	1	found_annotated	informative10	19	11	11	19	19	0	ARHGAP11A;AVEN;BMF;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FSIP1;GPR176;GREM1;KATNBL1;LD;ODF3;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Ptilorrhoa_leucosticta|GCA_013396485.1|ITPR1.0	GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	ITPR1	0	found_unannotated	informative10	0	0	0	0	0	1	
Ptilorrhoa_leucosticta|GCA_013396485.1|ITPR2.0	GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	ITPR2	0	found_unannotated	informative10	2	0	2	2	2	1	BHLHE41;SSPN
Ptilorrhoa_leucosticta|GCA_013396485.1|ITPR3.0	GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	ITPR3	0	assembly_gap	informative10	0	0	0	0	0	1	
Ptilorrhoa_leucosticta|GCA_013396485.1|RYR.0	GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	RYR	0	found_annotated	informative10	9	8	3	9	9	1	ACTN2;CHRM3;EDARADD;ERO1B;FMN2;GPR137B;GREM2;HEATR1;NID1
Ptilorrhoa_leucosticta|GCA_013396485.1|RYR.1	GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	RYR	1	found_annotated	informative10	17	11	7	17	17	0	ARHGAP11A;AVEN;BMF;CHRM5;EIF2AK4;EMC7;FAM98B;FSIP1;GPR176;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Eubucco_bourcierii|GCA_013396675.1|ITPR1.0	GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	ITPR1	0	found_annotated	informative10	4	2	3	4	4	1	BHLHE40;EDEM1;SETMAR;SUMF1
Eubucco_bourcierii|GCA_013396675.1|ITPR2.0	GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	ITPR2	0	assembly_gap	informative10	4	0	6	4	4	1	BHLHE41;ETFRF1;KRAS;SSPN
Eubucco_bourcierii|GCA_013396675.1|ITPR3.0	GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	ITPR3	0	found_annotated	informative10	5	1	6	5	5	1	APOBEC2;BAK1;LRIF1;NFYA;OARD1
