label	organism	vclass	cell	locus_idx	status	contig	start	end	bait_paralog	annot_gene	n_keys	call	best	best_score	margin	p_null	null_verdict	score_ITPR1	score_ITPR2	score_ITPR3	reason	keys
Phoxinus_phoxinus|GCF_949152265.1|ITPR1.1	Phoxinus phoxinus	Actinopteri	ITPR1	1	found_annotated	NC_136897.1	24043985	24164196	ITPR1	itpr1b	20	ITPR1	ITPR1	2	2	0.0055	within_null	2	0	0	extra locus in a multi-copy cell	ARL8B;BHLHE40;BRK1;CAMKV;CAV4A;GNAI2A;GPX1A;GRM2B;INKA1A;MON1A;MST1R;NFYA;PSMA5;RRP9;SEMA3F;SETMAR;SLC38A3A;SORT1A;TEX264B;TRAIP
Polyodon_spathula|GCF_017654505.1|ITPR1.0	Polyodon spathula	Actinopteri	ITPR1	0	found_annotated	NC_054549.1	25236303	25395599	ITPR1	LOC121328701	14	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	CCDC115;CCDC22;DNAH12;DNASE1L4;GPR173;ITIH6;LAMB2;MRPS25;NDUFB11;RBM10;SLC38A5B;TPK2;UBA1;VHL
Polyodon_spathula|GCF_017654505.1|ITPR1.1	Polyodon spathula	Actinopteri	ITPR1	1	found_annotated	NC_054556.1	14953311	15111911	ITPR1	itpr1b	20	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	AMIGO3;APPL1;CCDC66;CEBP;DDX27;GHRL;HESX1;IL17RD;MANBAL;PEDS1;PTPN1;RPS23;SCRT2;SETMAR;SLC52A3;SRXN1;TASOR;TATDN2;TCF15;ZNFX1
Polyodon_spathula|GCF_017654505.1|ITPR2.0	Polyodon spathula	Actinopteri	ITPR2	0	found_annotated	NC_054540.1	24140169	24275980	ITPR2	LOC121318388	19	ITPR2	ITPR2	3	3	0.0000	supported	0	3	0	no paralog-named annotation at the locus	ARMC10;BHLHE41;CELSR1A;CHPT1;DNAI7;DRAM1;FAM185A;FBXL13;FGFR1OP2;GNPTA;IGF1;MTERF2;MYBPC1;PMPC;POLR3B;SRR;SSPN;UTP20;WASHC3
Polyodon_spathula|GCF_017654505.1|ITPR2.1	Polyodon spathula	Actinopteri	ITPR2	1	found_annotated	NC_054541.1	27396443	27517457	ITPR2	LOC121319707	17	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	ALG12;BRD1A;C2CD5;CCDC146;CCDC87;CD36;DEPDC4;FGL2A;GRAMD4A;LRRC17;MAGI2A;PPFIBP1B;RFX4;RIC8B;SCYL2;SEMA3C;TH2
Polyodon_spathula|GCF_017654505.1|ITPR3.0	Polyodon spathula	Actinopteri	ITPR3	0	found_annotated	NC_054572.1	2411614	2450963	ITPR3	LOC121304724	5	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	C39H6ORF89;ELF3;IL10;PTH4;SRSF3B
Polyodon_spathula|GCF_017654505.1|ITPR3.1	Polyodon spathula	Actinopteri	ITPR3	1	found_annotated	NC_054558.1	8921425	8961603	ITPR3	LOC121299669	5	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	EIF2D;MAPK13;PLBD2;RBM19;SDSL
Poromitra_crassiceps|GCF_964638095.1|ITPR1.0	Poromitra crassiceps	Actinopteri	ITPR1	0	found_annotated	NC_139650.1	1814825	1962272	ITPR1	LOC310799315	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;C1QL4B;CALCOCO1B;CDK4;CYP27B1;DIP2B;DTX3L;ESPL1;ESYT1B;LARP4A;MCRS1;METTL1;PFDN5;PFKM;SLC4A8;SMARCC2;SUMF1;TTLL3;ZC3H10;ZNF740A
Poromitra_crassiceps|GCF_964638095.1|ITPR1.1	Poromitra crassiceps	Actinopteri	ITPR1	1	found_annotated	NC_139649.1	11210400	11329746	ITPR1	LOC310798313	20	ITPR1	ITPR1	3	3	0.0000	supported	3	0	0	extra locus in a multi-copy cell	ARL8B;AVPR2B;BHLHE40;CAMKV;CBFA2T2;CCDC120B;COMT;GRM6B;INKA2;LRRN1;MON1A;MST1R;NECAB3;RBCK1;SEMA3F;SETMAR;SNTA1;TBC1D20;TIMM17A;TRAIP
Rhamphochromis_longiceps|GCF_057381845.1|ITPR1.0	Rhamphochromis longiceps	Actinopteri	ITPR1	0	found_annotated	NC_140561.1	19627418	19699163	ITPR1	LOC146669809	20	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CDK4;CYP27B1;DIP2B;ESPL1;FAIM2B;LARP4A;MCRS1;METTL1;MMP19;PFDN5;PFKM;SCN8A;SLC4A8;SUOX;TIMELESS;TTLL3;ZC3H10;ZNF740A
Rhamphochromis_longiceps|GCF_057381845.1|ITPR1.1	Rhamphochromis longiceps	Actinopteri	ITPR1	1	found_annotated	NC_140561.1	10651058	10732287	ITPR1	itpr1b	20	ITPR1	ITPR1	4	4	0.0000	supported	4	0	0	extra locus in a multi-copy cell	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CAMKV;CCDC120B;COMT;EEVS;FOXP1B;FRMD4B;GRM6B;LRRN1;MDFIC2;MITF;MON1A;MST1R;SEMA3F;SETMAR;TRAIP;TRNT1
Salmo_salar|GCF_965601325.1|ITPR1.0	Salmo salar	Actinopteri	ITPR1	0	found_annotated	NC_138302.1	65213816	65370725	ITPR1	LOC106565476	20	ITPR1	ITPR1	3	3	0.0000	supported	3	0	0	no paralog-named annotation at the locus	ATF1;CAV3;ESYT1B;FANCD2;GNAI2;GPR61L;H1-10;HOXC10B;HOXC11B;HOXC12B;HOXC13B;HOXC5B;HOXC6B;HOXC8B;HOXC9B;RAD18;SUMF1;THUMPD3;TMT1A;TTLL3
Salmo_salar|GCF_965601325.1|ITPR1.1	Salmo salar	Actinopteri	ITPR1	1	found_annotated	NC_138312.1	34051413	34223183	ITPR1	LOC106583165	20	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	ARPC4;CALCOCO1B;DRC2;DTX3L;EEFSEC;FAIM2;HOXC12;HOXC13;HOXC4B;HOXC5;HOXC6;HOXC8;HOXC9;IP6K2;MUSTN1A;PARP3;PFKFB4B;RUVBL1;SLC4A8;UROC1
Salmo_salar|GCF_965601325.1|ITPR1.2	Salmo salar	Actinopteri	ITPR1	2	found_annotated	NC_138312.1	17001718	17156250	ITPR1	LOC106582863	20	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	CDK5RAP1;CHL1B;CIDEC;CNTN4;COMT;F264;GHRH;HES5;HMCES;IFT52;KCNKF;MAPK3;PROK2;RPN2;RYBP;SC61A;SHQ1;TRAIP;TRPC4AP;ZHX3A
Salmo_salar|GCF_965601325.1|ITPR1.3	Salmo salar	Actinopteri	ITPR1	3	found_annotated	NC_138302.1	84693120	84843517	ITPR1	LOC106565749	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	extra locus in a multi-copy cell	ADNP;ARL6IP5A;CCDC120B;CXXC1B;GATA1A;GNL3L;GRM6B;GXYLT2;HEMK1;IKBKE;MAFB;MBD1B;ODAD1;OPN1SW2;SETMAR;TFE3B;TRNT1;TUSC2;TUSC4;WDR82
Salmo_salar|GCF_965601325.1|ITPR2.0	Salmo salar	Actinopteri	ITPR2	0	found_annotated	NC_138300.1	103696952	103841600	ITPR2	LOC100196824	20	ITPR2	ITPR2	2	2	0.0055	within_null	0	2	0	no paralog-named annotation at the locus	ACTR6;AGK;BHLH3;BMAL2;CES2B;DENND11;ENDOUC;FAM180A;FANCI;GLSL;HAKAI;KRAS;NEDD1;POLR3B;PPFIBP1B;SH3GL3B;SLC17A8;SYCP3;UBE2N;WEE2
Salmo_salar|GCF_965601325.1|ITPR2.1	Salmo salar	Actinopteri	ITPR2	1	found_annotated	NC_138306.1	18761487	18937101	ITPR2	LOC106573309	20	ITPR2	ITPR2	2	2	0.0055	within_null	0	2	0	extra locus in a multi-copy cell	AGBL2;BHLHE41;CIB1;CRY1B;CSSA16H15ORF40;EEA1;FBXO31;GDPGP1;MAPK12A;MLC1;NUDT4A;PANX2;PDHX;POLG;RASK;RFX4;SSPN;TMEM263;TRABD;UBE2N
Salmo_salar|GCF_965601325.1|ITPR3.0	Salmo salar	Actinopteri	ITPR3	0	found_annotated	NC_138305.1	81082805	81121985	ITPR3	LOC106572092	20	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	ADNP;ARHGAP46B;ARL8A;BCL2L1;DPM1;EDEM2;ETBR2;FAM217B;GSS;LAMB2;LAMB2L;MRGBP;NDRG3B;PHF20B;PNCK;PPP1R3D;SLA2B;SLC35H1;TAF13;USP19
Salmo_salar|GCF_965601325.1|ITPR3.1	Salmo salar	Actinopteri	ITPR3	1	found_annotated	NC_138303.1	14782432	14837777	ITPR3	LOC106566485	20	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	BCAP31;BCLX;ELK1;HCK;KLHDC8B;MFSD2;NATTL;OTUD5A;PIM1;PIM2;PLPBP;PTN7;PTPN18;RBBP8L;RUXG;SLC35A2;SLC6A8;TMED4;USP11;UXT
Scomber_japonicus|GCF_027409825.1|ITPR1.0	Scomber japonicus	Actinopteri	ITPR1	0	found_annotated	NC_070580.1	17060141	17127759	ITPR1	LOC128354948	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CALCOCO1B;CDK4;DIP2B;ESPL1;ESYT1B;FAIM2B;LARP4A;MCRS1;METTL1;PFDN5;PFKM;SCN8A;SLC4A8;SMUG1;SUMF1;TTLL3;ZC3H10;ZNF740A
Scomber_japonicus|GCF_027409825.1|ITPR1.1	Scomber japonicus	Actinopteri	ITPR1	1	found_annotated	NC_070580.1	12381978	12460044	ITPR1	itpr1b	20	ITPR1	ITPR1	2	2	0.0055	within_null	2	0	0	extra locus in a multi-copy cell	ARL8B;BHLHE40;CCDC120B;COMT;DRD5A;GRM6B;IDH3B;LYAR;MBD1B;MON1A;MST1R;OTOP1;PTPR;SEMA3F;SETMAR;SLC2A9L2;TMEM128;TRAIP;WDR1;ZBTB49
Scomber_japonicus|GCF_027409825.1|ITPR3.1	Scomber japonicus	Actinopteri	ITPR3	1	found_annotated	NW_026518564.1	3750	30587	ITPR3	LOC128354737	0	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	
Sparus_aurata|GCF_900880675.2|ITPR1.0	Sparus aurata	Actinopteri	ITPR1	0	found_annotated	NC_044192.1	22530122	22610540	ITPR1	LOC115582679	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CDK4;CYP27B1;DIP2B;ESPL1;FAIM2B;LARP4A;MCRS1;METTL1;MMP19;PFDN5;SCN8A;SLC4A8;SUMF1;SUOX;TMT1A;TTLL3;ZC3H10;ZNF740A
Sparus_aurata|GCF_900880675.2|ITPR1.1	Sparus aurata	Actinopteri	ITPR1	1	found_annotated	NC_044192.1	30648596	30737732	ITPR1	itpr1b	20	ITPR1	ITPR1	4	4	0.0000	supported	4	0	0	extra locus in a multi-copy cell	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CCDC120B;COMT;CXXC1B;FOXP1B;FRMD4B;GPR27;GRM6B;LRRN1;MBD1B;MDFIC2;MITF;MON1A;MST1R;SETMAR;TRAIP;TRNT1
Sphaeramia_orbicularis|GCF_902148855.1|ITPR1.1	Sphaeramia orbicularis	Actinopteri	ITPR1	1	found_annotated	NC_043961.1	11428304	11643790	ITPR1	itpr1b	20	ITPR1	ITPR1	3	3	0.0000	supported	3	0	0	extra locus in a multi-copy cell	ARHGAP46A;ARL6IP5A;AVPR2B;BHLHE40;EEVS;FOXP1B;FRMD4B;GPR27;ID1;LRRN1;MITF;NCOA3;NDRG3A;PHF20A;SETMAR;SLA2A;SNAI1A;SULF2A;TRNT1;TRPC4AP
Takifugu_rubripes|GCF_901000725.3|ITPR1.0	Takifugu rubripes	Actinopteri	ITPR1	0	found_annotated	NC_042303.1	7272640	7316158	ITPR1	LOC101074739	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CDK4;CYP27B1;DIP2B;ESPL1;ESYT1B;FAIM2B;LARP4A;MCRS1;METTL1;MMP19;PFDN5;SLC4A8;SUMF1;SUOX;TIMELESS;TTLL3;ZC3H10;ZNF740A
Takifugu_rubripes|GCF_901000725.3|ITPR1.1	Takifugu rubripes	Actinopteri	ITPR1	1	found_annotated	NC_042303.1	17007076	17054504	ITPR1	itpr1b	20	ITPR1	ITPR1	2	2	0.0055	within_null	2	0	0	extra locus in a multi-copy cell	ARL8B;CAMKV;CCDC120B;CDK5RAP1;CHL1B;CNTN4;CNTN6;COMT;GHRH;GRM6B;IFT52;LRRN1;MBD1B;MON1A;MST1R;MYBL2B;RPN2;SEMA3F;SETMAR;TRAIP
Telmatherina_bonti|GCF_933228915.1|ITPR1.0	Telmatherina bonti	Actinopteri	ITPR1	0	found_annotated	NC_136624.1	33169234	33251712	ITPR1	LOC306756986	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CDK4;CYP27B1;DIP2B;ESPL1;FAIM2B;LARP4A;MCRS1;METTL1;PFDN5;PFKM;SCN8A;SLC4A8;SPRYD3;SUMF1;SUOX;TTLL3;ZC3H10;ZNF740A
Telmatherina_bonti|GCF_933228915.1|ITPR1.1	Telmatherina bonti	Actinopteri	ITPR1	1	found_annotated	NC_136624.1	7905067	8046035	ITPR1	itpr1b	20	ITPR1	ITPR1	4	4	0.0000	supported	4	0	0	extra locus in a multi-copy cell	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CLDN19;COMT;EPHA8;FOXP1B;FRMD4B;GPR27;LRRN1;MON1A;MST1R;NUCKS1A;P3H1;PROK2;RYBP;SETMAR;TRAIP;TRNT1
Thalassophryne_amazonica|GCF_902500255.1|ITPR1.0	Thalassophryne amazonica	Actinopteri	ITPR1	0	found_annotated	NC_047105.1	72962888	73240970	ITPR1	LOC117507035	20	ITPR1	ITPR1	2	2	0.0055	within_null	2	0	0	no paralog-named annotation at the locus	ATF1;BHLHE40;CDK4;DIP2B;ESPL1;ESYT1B;FAIM2B;MCRS1;METTL1;MYL6;PFDN5;PFKM;SLC4A8;SMARCC2;SMUG1;SUMF1;SUOX;TTLL3;ZC3H10;ZNF740A
Thalassophryne_amazonica|GCF_902500255.1|ITPR1.1	Thalassophryne amazonica	Actinopteri	ITPR1	1	found_annotated	NC_047105.1	132597615	133107980	ITPR1	LOC117507641	20	ITPR1	ITPR1	2	2	0.0055	within_null	2	0	0	extra locus in a multi-copy cell	BIN2B;CCDC103;CDK5RAP1;CHL1B;CNTN3B;FOXP1B;FRMD4B;GOLT1A;GXYLT2;LRRN1;MITF;PDZRN3B;PLEKHA6;PPP4R2B;PROK2;RYBP;SETMAR;SHQ1;TRNT1;TXNRD3
Trachurus_japonicus|GCF_045865225.1|ITPR1.0	Trachurus japonicus	Actinopteri	ITPR1	0	found_annotated	NC_140911.1	2647767	2762950	ITPR1	LOC146986774	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CDK4;CYP27B1;DIP2B;ESPL1;ESYT1B;FAIM2B;LARP4A;MCRS1;METTL1;PFDN5;PFKM;SCN8A;SLC4A8;SUMF1;SUOX;TTLL3;ZC3H10;ZNF740A
Trachurus_japonicus|GCF_045865225.1|ITPR1.1	Trachurus japonicus	Actinopteri	ITPR1	1	found_annotated	NC_140911.1	12887720	12970190	ITPR1	itpr1b	20	ITPR1	ITPR1	4	4	0.0000	supported	4	0	0	extra locus in a multi-copy cell	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CAMKV;CCDC120B;COMT;EEVS;FOXP1B;FRMD4B;GRM6B;LRRN1;MBD1B;MDFIC2;MITF;MON1A;MST1R;SETMAR;TRAIP;TRNT1
Xenoophorus_captivus|GCA_040091335.1|ITPR1.0	Xenoophorus captivus	Actinopteri	ITPR1	0	assembly_gap	JAHRIN010036437.1	160	10775	ITPR1		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenoophorus_captivus|GCA_040091335.1|ITPR1.1	Xenoophorus captivus	Actinopteri	ITPR1	1	assembly_gap	JAHRIN010042419.1	2154	31659	ITPR1		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenoophorus_captivus|GCA_040091335.1|ITPR1.2	Xenoophorus captivus	Actinopteri	ITPR1	2	assembly_gap	JAHRIN010012333.1	1848	7439	ITPR1	ITPR1_5	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenoophorus_captivus|GCA_040091335.1|ITPR1.3	Xenoophorus captivus	Actinopteri	ITPR1	3	assembly_gap	JAHRIN010081074.1	1916	3791	ITPR1		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenoophorus_captivus|GCA_040091335.1|ITPR2.0	Xenoophorus captivus	Actinopteri	ITPR2	0	assembly_gap	JAHRIN010008558.1	569	49640	ITPR2		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenoophorus_captivus|GCA_040091335.1|ITPR2.1	Xenoophorus captivus	Actinopteri	ITPR2	1	assembly_gap	JAHRIN010026214.1	419	19849	ITPR2		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenoophorus_captivus|GCA_040091335.1|ITPR3.0	Xenoophorus captivus	Actinopteri	ITPR3	0	assembly_gap	JAHRIN010060839.1	654	12466	ITPR3		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenoophorus_captivus|GCA_040091335.1|ITPR3.1	Xenoophorus captivus	Actinopteri	ITPR3	1	assembly_gap	JAHRIN010046157.1	442	6058	ITPR3	ITPR3_4	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenoophorus_captivus|GCA_040091335.1|ITPR3.2	Xenoophorus captivus	Actinopteri	ITPR3	2	assembly_gap	JAHRIN010009234.1	1818	15741	ITPR3		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenoophorus_captivus|GCA_040091335.1|ITPR3.3	Xenoophorus captivus	Actinopteri	ITPR3	3	assembly_gap	JAHRIN010059419.1	17041	30450	ITPR3	ITPR2_2	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenotaenia_resolanae|GCA_040091345.1|ITPR1.0	Xenotaenia resolanae	Actinopteri	ITPR1	0	assembly_gap	JAHRIM010090959.1	4623	22566	ITPR1		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenotaenia_resolanae|GCA_040091345.1|ITPR1.1	Xenotaenia resolanae	Actinopteri	ITPR1	1	assembly_gap	JAHRIM010092897.1	1078	9349	ITPR1	ITPR1_4	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenotaenia_resolanae|GCA_040091345.1|ITPR2.0	Xenotaenia resolanae	Actinopteri	ITPR2	0	assembly_gap	JAHRIM010030361.1	2743	32806	ITPR2	ITPR2_3	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenotaenia_resolanae|GCA_040091345.1|ITPR2.1	Xenotaenia resolanae	Actinopteri	ITPR2	1	assembly_gap	JAHRIM010082012.1	84	11535	ITPR2	ITPR2_2	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenotaenia_resolanae|GCA_040091345.1|ITPR2.2	Xenotaenia resolanae	Actinopteri	ITPR2	2	assembly_gap	JAHRIM010070217.1	16562	42018	ITPR2		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xenotaenia_resolanae|GCA_040091345.1|ITPR3.0	Xenotaenia resolanae	Actinopteri	ITPR3	0	assembly_gap	JAHRIM010070462.1	9526	31248	ITPR3		0	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	
Xiphias_gladius|GCF_016859285.1|ITPR1.0	Xiphias gladius	Actinopteri	ITPR1	0	found_annotated	NC_053420.1	18850021	18919870	ITPR1	LOC120807463	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CDK4;DIP2B;ESPL1;ESYT1B;FAIM2B;LARP4A;MCRS1;METTL1;PFDN5;PFKM;SCN8A;SLC4A8;SMUG1;SUMF1;SUOX;TTLL3;ZC3H10;ZNF740A
Xiphias_gladius|GCF_016859285.1|ITPR1.1	Xiphias gladius	Actinopteri	ITPR1	1	found_annotated	NC_053420.1	26209830	26290604	ITPR1	itpr1b	20	ITPR1	ITPR1	4	4	0.0000	supported	4	0	0	extra locus in a multi-copy cell	ARL6IP5A;ARL8B;BHLHE40;CCDC120B;COMT;CXXC1B;EEVS;FOXP1B;FRMD4B;GPR27;GRM6B;LRRN1;MBD1B;MDFIC2;MITF;MON1A;MST1R;SEMA3F;SETMAR;TRNT1
Zeus_faber|GCF_960531495.1|ITPR1.0	Zeus faber	Actinopteri	ITPR1	0	found_annotated	NC_137192.1	32191630	32258801	ITPR1	LOC307230239	20	ITPR1	ITPR1	1	1	0.0083	within_null	1	0	0	no paralog-named annotation at the locus	ATF1;ATF7B;CDK4;CYP27B1;DIP2B;ESPL1;FAIM2B;LARP4A;MCRS1;METTL1;MMP19;PFDN5;SCN8A;SLC4A8;SUMF1;SUOX;TMT1A;TTLL3;ZC3H10;ZNF740A
Zeus_faber|GCF_960531495.1|ITPR1.1	Zeus faber	Actinopteri	ITPR1	1	found_annotated	NC_137192.1	5818864	5913757	ITPR1	itpr1b	20	ITPR1	ITPR1	3	3	0.0000	supported	3	0	0	extra locus in a multi-copy cell	ARL6IP5A;BHLHE40;CDC42;CDK18;EEVS;EIF4E3;ELK4;ETNK2;FOXP1B;FRMD4B;GPR27;KLHDC8A;LRRN1;MFSD4A;MITF;SETMAR;SLC41A1;SNRPE;SOX13;TRNT1
Aquarana_catesbeiana|GCF_042186555.1|ITPR1.0	Aquarana catesbeiana	Amphibia	ITPR1	0	assembly_gap	NC_133330.1	2484375	2770908	ITPR1	LOC141102426	8	ITPR1	ITPR1	7	7	0.0000	supported	7	0	0	S5 status assembly_gap	CRBN;FBLN2;GRM7;IL5RA;LMCD1;LRRN1;SUMF1;TRNT1
Aquarana_catesbeiana|GCF_042186555.1|ITPR1.1	Aquarana catesbeiana	Amphibia	ITPR1	1	assembly_gap	NC_133330.1	2167838	2535578	ITPR1	LOC141102610	9	ITPR1	ITPR1	9	9	0.0000	supported	9	0	0	S5 status assembly_gap	ARL8B;BHLHE40;CRBN;GRM7;IL5RA;LMCD1;LRRN1;SUMF1;TRNT1
Hymenochirus_boettgeri|GCA_019447015.1|ITPR1.0	Hymenochirus boettgeri	Amphibia	ITPR1	0	found_annotated	CM033472.1	236347501	236467085	ITPR1	GDO86_007249	0	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	
Hymenochirus_boettgeri|GCA_019447015.1|ITPR2.0	Hymenochirus boettgeri	Amphibia	ITPR2	0	found_annotated	CM033471.1	7877787	8086667	ITPR2	GDO86_004943	0	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	
Hymenochirus_boettgeri|GCA_019447015.1|ITPR3.0	Hymenochirus boettgeri	Amphibia	ITPR3	0	found_unannotated	CM033470.1	126480658	127318646	ITPR3		0	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	
Staurois_parvus|GCA_951230385.1|ITPR1.0	Staurois parvus	Amphibia	ITPR1	0	found_unannotated	CATNWA010014760.1	3	152790	ITPR1		10	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	SPARVUS_LOCUS8217507;SPARVUS_LOCUS8217508;SPARVUS_LOCUS8217509;SPARVUS_LOCUS8217515;SPARVUS_LOCUS8217516;SPARVUS_LOCUS8217517;SPARVUS_LOCUS8217518;SPARVUS_LOCUS8217519;SPARVUS_LOCUS8217520;SPARVUS_LOCUS8217521
Staurois_parvus|GCA_951230385.1|ITPR2.0	Staurois parvus	Amphibia	ITPR2	0	assembly_gap	CATNWA010008882.1	817231	1062062	ITPR2		10	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	SPARVUS_LOCUS4629526;SPARVUS_LOCUS4629528;SPARVUS_LOCUS4629529;SPARVUS_LOCUS4629530;SPARVUS_LOCUS4629531;SPARVUS_LOCUS4629532;SPARVUS_LOCUS4629533;SPARVUS_LOCUS4629539;SPARVUS_LOCUS4629540;SPARVUS_LOCUS4629541
Staurois_parvus|GCA_951230385.1|ITPR2.1	Staurois parvus	Amphibia	ITPR2	1	assembly_gap	CATNWA010014941.1	49421	259376	ITPR2		1	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	SPARVUS_LOCUS8767001
Staurois_parvus|GCA_951230385.1|ITPR3.0	Staurois parvus	Amphibia	ITPR3	0	assembly_gap	CATNWA010014490.1	708	288860	ITPR3	SPARVUS_LOCUS7433255	6	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	SPARVUS_LOCUS7433256;SPARVUS_LOCUS7433257;SPARVUS_LOCUS7433258;SPARVUS_LOCUS7433265;SPARVUS_LOCUS7433266;SPARVUS_LOCUS7433267
Staurois_parvus|GCA_951230385.1|ITPR3.1	Staurois parvus	Amphibia	ITPR3	1	assembly_gap	CATNWA010014521.1	7514	153946	ITPR3		8	no_call		0	0	1.0000	no_call	0	0	0	S5 status assembly_gap	SPARVUS_LOCUS7504142;SPARVUS_LOCUS7504143;SPARVUS_LOCUS7504144;SPARVUS_LOCUS7504145;SPARVUS_LOCUS7504146;SPARVUS_LOCUS7504147;SPARVUS_LOCUS7504148;SPARVUS_LOCUS7504149
Acanthisitta_chloris|GCF_000695815.1|ITPR1.0	Acanthisitta chloris	Aves	ITPR1	0	found_annotated	NW_008667845.1	5417	160802	ITPR1	LOC103800315	0	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	
Acanthisitta_chloris|GCF_000695815.1|ITPR2.0	Acanthisitta chloris	Aves	ITPR2	0	fragment	NW_008681905.1	13577	113250	ITPR2	LOC103805612	0	no_call		0	0	1.0000	no_call	0	0	0	S5 status fragment	
Acanthisitta_chloris|GCF_000695815.1|ITPR3.0	Acanthisitta chloris	Aves	ITPR3	0	found_annotated	NW_008652443.1	269	17972	ITPR3	LOC103804766	0	no_call		0	0	1.0000	no_call	0	0	0	no paralog-named annotation at the locus	
Aegotheles_bennettii|GCA_013398125.1|ITPR1.0	Aegotheles bennettii	Aves	ITPR1	0	found_unannotated	VZRW01010862.1	518735	677741	ITPR1		7	ITPR1	ITPR1	5	5	0.0000	supported	5	0	0	no paralog-named annotation at the locus	CNTN4;CRBN;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
Aegotheles_bennettii|GCA_013398125.1|ITPR2.0	Aegotheles bennettii	Aves	ITPR2	0	assembly_gap	VZRW01011159.1	524789	658164	ITPR2		4	ITPR2	ITPR2	3	3	0.0000	supported	0	3	0	S5 status assembly_gap	CASC1;ETFRF1;KRAS;SSPN
Aegotheles_bennettii|GCA_013398125.1|ITPR3.1	Aegotheles bennettii	Aves	ITPR3	1	found_annotated	VZRW01006512.1	7118	16813	ITPR3		1	no_call		0	0	1.0000	no_call	0	0	0	extra locus in a multi-copy cell	UQCC2
