label	organism	vclass	accession	anchor_gene	n_keys	call	best	best_score	margin	score_ITPR1	score_ITPR2	score_ITPR3
Gambusia_affinis|GCF_019740435.1|control2	Gambusia affinis	Actinopteri	GCF_019740435.1	LOC122845125	20	no_call		0	0	0	0	0
Neogale_vison|GCF_020171115.1|control0	Neogale vison	Mammalia	GCF_020171115.1	LOC122890561	20	no_call		0	0	0	0	0
Neogale_vison|GCF_020171115.1|control1	Neogale vison	Mammalia	GCF_020171115.1	BAALC	20	no_call		0	0	0	0	0
Neogale_vison|GCF_020171115.1|control2	Neogale vison	Mammalia	GCF_020171115.1	SUSD3	20	no_call		0	0	0	0	0
Apus_apus|GCF_020740795.1|control0	Apus apus	Aves	GCF_020740795.1	ARFGEF3	20	no_call		0	0	0	0	0
Apus_apus|GCF_020740795.1|control1	Apus apus	Aves	GCF_020740795.1	PSMC3IP	20	no_call		0	0	0	0	0
Apus_apus|GCF_020740795.1|control2	Apus apus	Aves	GCF_020740795.1	LOC127394281	11	no_call		0	0	0	0	0
Diceros_bicornis_minor|GCF_020826845.1|control0	Diceros bicornis minor	Mammalia	GCF_020826845.1	GATA5	20	no_call		0	0	0	0	0
Diceros_bicornis_minor|GCF_020826845.1|control1	Diceros bicornis minor	Mammalia	GCF_020826845.1	AJAP1	20	no_call		0	0	0	0	0
Diceros_bicornis_minor|GCF_020826845.1|control2	Diceros bicornis minor	Mammalia	GCF_020826845.1	LOC131393425	20	no_call		0	0	0	0	0
Sphaerodactylus_townsendi|GCF_021028975.2|control0	Sphaerodactylus townsendi	Lepidosauria	GCF_021028975.2	MYCN	20	no_call		0	0	0	0	0
Sphaerodactylus_townsendi|GCF_021028975.2|control1	Sphaerodactylus townsendi	Lepidosauria	GCF_021028975.2	FAM185A	20	no_call		0	0	0	0	0
Sphaerodactylus_townsendi|GCF_021028975.2|control2	Sphaerodactylus townsendi	Lepidosauria	GCF_021028975.2	AP1G2	20	no_call		0	0	0	0	0
Micropterus_dolomieu|GCF_021292245.1|control0	Micropterus dolomieu	Actinopteri	GCF_021292245.1	LOC123984064	20	no_call		0	0	0	0	0
Micropterus_dolomieu|GCF_021292245.1|control1	Micropterus dolomieu	Actinopteri	GCF_021292245.1	LOC123975237	20	ITPR3	ITPR3	2	2	0	0	2
Micropterus_dolomieu|GCF_021292245.1|control2	Micropterus dolomieu	Actinopteri	GCF_021292245.1	fosb	20	no_call		0	0	0	0	0
Equus_quagga|GCF_021613505.1|control0	Equus quagga	Mammalia	GCF_021613505.1	RNF183	20	no_call		0	0	0	0	0
Equus_quagga|GCF_021613505.1|control1	Equus quagga	Mammalia	GCF_021613505.1	RPTN	20	no_call		0	0	0	0	0
Equus_quagga|GCF_021613505.1|control2	Equus quagga	Mammalia	GCF_021613505.1	MARCHF9	20	no_call		0	0	0	0	0
Falco_peregrinus|GCF_023634155.1|control0	Falco peregrinus	Aves	GCF_023634155.1	KIAA1143	20	no_call		0	0	0	0	0
Falco_peregrinus|GCF_023634155.1|control1	Falco peregrinus	Aves	GCF_023634155.1	GABRD	20	no_call		0	0	0	0	0
Falco_peregrinus|GCF_023634155.1|control2	Falco peregrinus	Aves	GCF_023634155.1	TBC1D16	20	no_call		0	0	0	0	0
Tamandua_tetradactyla|GCF_023851605.1|control0	Tamandua tetradactyla	Mammalia	GCF_023851605.1	CALML6	20	no_call		0	0	0	0	0
Tamandua_tetradactyla|GCF_023851605.1|control1	Tamandua tetradactyla	Mammalia	GCF_023851605.1	CCL28	20	no_call		0	0	0	0	0
Tamandua_tetradactyla|GCF_023851605.1|control2	Tamandua tetradactyla	Mammalia	GCF_023851605.1	SOD1	20	no_call		0	0	0	0	0
Elephas_maximus_indicus|GCF_024166365.1|control0	Elephas maximus indicus	Mammalia	GCF_024166365.1	RFX2	20	no_call		0	0	0	0	0
Elephas_maximus_indicus|GCF_024166365.1|control1	Elephas maximus indicus	Mammalia	GCF_024166365.1	CD70	20	no_call		0	0	0	0	0
Elephas_maximus_indicus|GCF_024166365.1|control2	Elephas maximus indicus	Mammalia	GCF_024166365.1	DEPDC7	20	no_call		0	0	0	0	0
Gopherus_flavomarginatus|GCF_025201925.1|control0	Gopherus flavomarginatus	Testudines	GCF_025201925.1	COMMD10	20	no_call		0	0	0	0	0
Gopherus_flavomarginatus|GCF_025201925.1|control1	Gopherus flavomarginatus	Testudines	GCF_025201925.1	TMPRSS12	20	no_call		0	0	0	0	0
Gopherus_flavomarginatus|GCF_025201925.1|control2	Gopherus flavomarginatus	Testudines	GCF_025201925.1	LIN28B	20	no_call		0	0	0	0	0
Hemicordylus_capensis|GCF_027244095.1|control0	Hemicordylus capensis	Lepidosauria	GCF_027244095.1	NAV3	20	no_call		0	0	0	0	0
Hemicordylus_capensis|GCF_027244095.1|control1	Hemicordylus capensis	Lepidosauria	GCF_027244095.1	PIK3C2B	20	no_call		0	0	0	0	0
Hemicordylus_capensis|GCF_027244095.1|control2	Hemicordylus capensis	Lepidosauria	GCF_027244095.1	LOC128327907	20	no_call		0	0	0	0	0
Cynocephalus_volans|GCF_027409185.1|control0	Cynocephalus volans	Mammalia	GCF_027409185.1	PRRX2	20	no_call		0	0	0	0	0
Cynocephalus_volans|GCF_027409185.1|control1	Cynocephalus volans	Mammalia	GCF_027409185.1	NOD1	20	no_call		0	0	0	0	0
Cynocephalus_volans|GCF_027409185.1|control2	Cynocephalus volans	Mammalia	GCF_027409185.1	TMEM9	20	no_call		0	0	0	0	0
Scomber_japonicus|GCF_027409825.1|control0	Scomber japonicus	Actinopteri	GCF_027409825.1	hax1	20	no_call		0	0	0	0	0
Scomber_japonicus|GCF_027409825.1|control1	Scomber japonicus	Actinopteri	GCF_027409825.1	clta	20	no_call		0	0	0	0	0
Scomber_japonicus|GCF_027409825.1|control2	Scomber japonicus	Actinopteri	GCF_027409825.1	LOC128357753	20	no_call		0	0	0	0	0
Neoarius_graeffei|GCF_027579695.1|control0	Neoarius graeffei	Actinopteri	GCF_027579695.1	LOC132900330	20	no_call		0	0	0	0	0
Neoarius_graeffei|GCF_027579695.1|control1	Neoarius graeffei	Actinopteri	GCF_027579695.1	LOC132867614	20	no_call		0	0	0	0	0
Neoarius_graeffei|GCF_027579695.1|control2	Neoarius graeffei	Actinopteri	GCF_027579695.1	ppp1r15b	20	no_call		0	0	0	0	0
Bombina_bombina|GCF_027579735.1|control0	Bombina bombina	Amphibia	GCF_027579735.1	LOC128647867	20	no_call		0	0	0	0	0
Bombina_bombina|GCF_027579735.1|control1	Bombina bombina	Amphibia	GCF_027579735.1	MCM2	20	no_call		0	0	0	0	0
Bombina_bombina|GCF_027579735.1|control2	Bombina bombina	Amphibia	GCF_027579735.1	TYROBP	20	no_call		0	0	0	0	0
Sorex_araneus|GCF_027595985.1|control0	Sorex araneus	Mammalia	GCF_027595985.1	TADA1	20	no_call		0	0	0	0	0
Sorex_araneus|GCF_027595985.1|control1	Sorex araneus	Mammalia	GCF_027595985.1	LOC129406858	20	no_call		0	0	0	0	0
Sorex_araneus|GCF_027595985.1|control2	Sorex araneus	Mammalia	GCF_027595985.1	BRAT1	20	no_call		0	0	0	0	0
Notamacropus_eugenii|GCF_028372415.1|control0	Notamacropus eugenii	Mammalia	GCF_028372415.1	GPR84	19	no_call		0	0	0	0	0
Notamacropus_eugenii|GCF_028372415.1|control1	Notamacropus eugenii	Mammalia	GCF_028372415.1	ISCA2	20	no_call		0	0	0	0	0
Notamacropus_eugenii|GCF_028372415.1|control2	Notamacropus eugenii	Mammalia	GCF_028372415.1	LOC140528996	20	no_call		0	0	0	0	0
Rhea_pennata|GCF_028389875.1|control0	Rhea pennata	Aves	GCF_028389875.1	LOC134144811	20	no_call		0	0	0	0	0
Rhea_pennata|GCF_028389875.1|control1	Rhea pennata	Aves	GCF_028389875.1	ARSG	20	no_call		0	0	0	0	0
Rhea_pennata|GCF_028389875.1|control2	Rhea pennata	Aves	GCF_028389875.1	ZFYVE21	20	no_call		0	0	0	0	0
Colius_striatus|GCF_028858725.1|control0	Colius striatus	Aves	GCF_028858725.1	RNF103	20	no_call		0	0	0	0	0
Colius_striatus|GCF_028858725.1|control1	Colius striatus	Aves	GCF_028858725.1	GGH	20	no_call		0	0	0	0	0
Colius_striatus|GCF_028858725.1|control2	Colius striatus	Aves	GCF_028858725.1	TPD52	20	no_call		0	0	0	0	0
Hoplias_malabaricus|GCF_029633855.1|control0	Hoplias malabaricus	Actinopteri	GCF_029633855.1	gpc1b	0	no_call		0	0	0	0	0
Hoplias_malabaricus|GCF_029633855.1|control1	Hoplias malabaricus	Actinopteri	GCF_029633855.1	nuak1b	20	no_call		0	0	0	0	0
Hoplias_malabaricus|GCF_029633855.1|control2	Hoplias malabaricus	Actinopteri	GCF_029633855.1	marchf7	20	no_call		0	0	0	0	0
Lampris_incognitus|GCF_029633865.1|control0	Lampris incognitus	Actinopteri	GCF_029633865.1	LOC130114185	20	ITPR2	ITPR2	1	1	0	1	0
Lampris_incognitus|GCF_029633865.1|control1	Lampris incognitus	Actinopteri	GCF_029633865.1	inpp5ka	20	no_call		0	0	0	0	0
Lampris_incognitus|GCF_029633865.1|control2	Lampris incognitus	Actinopteri	GCF_029633865.1	LOC130117060	20	no_call		0	0	0	0	0
Manis_pentadactyla|GCF_030020395.1|control0	Manis pentadactyla	Mammalia	GCF_030020395.1	LOC118911699	20	no_call		0	0	0	0	0
Manis_pentadactyla|GCF_030020395.1|control1	Manis pentadactyla	Mammalia	GCF_030020395.1	LOC130683978	20	no_call		0	0	0	0	0
Manis_pentadactyla|GCF_030020395.1|control2	Manis pentadactyla	Mammalia	GCF_030020395.1	CTF1	20	no_call		0	0	0	0	0
Dasypus_novemcinctus|GCF_030445035.2|control0	Dasypus novemcinctus	Mammalia	GCF_030445035.2	LOC101413833	13	no_call		0	0	0	0	0
Dasypus_novemcinctus|GCF_030445035.2|control1	Dasypus novemcinctus	Mammalia	GCF_030445035.2	TTYH2	20	no_call		0	0	0	0	0
Dasypus_novemcinctus|GCF_030445035.2|control2	Dasypus novemcinctus	Mammalia	GCF_030445035.2	KNDC1	20	no_call		0	0	0	0	0
Pelecanus_crispus|GCF_030463565.1|control0	Pelecanus crispus	Aves	GCF_030463565.1	PIK3R4	20	no_call		0	0	0	0	0
Pelecanus_crispus|GCF_030463565.1|control1	Pelecanus crispus	Aves	GCF_030463565.1	ARID3A	20	no_call		0	0	0	0	0
Pelecanus_crispus|GCF_030463565.1|control2	Pelecanus crispus	Aves	GCF_030463565.1	UBTF	19	no_call		0	0	0	0	0
Poecile_atricapillus|GCF_030490865.1|control0	Poecile atricapillus	Aves	GCF_030490865.1	LRRC7	20	no_call		0	0	0	0	0
Poecile_atricapillus|GCF_030490865.1|control1	Poecile atricapillus	Aves	GCF_030490865.1	R3HDM1	20	no_call		0	0	0	0	0
Poecile_atricapillus|GCF_030490865.1|control2	Poecile atricapillus	Aves	GCF_030490865.1	KIF14	20	no_call		0	0	0	0	0
Alligator_mississippiensis|GCF_030867095.1|control0	Alligator mississippiensis	Crocodylia	GCF_030867095.1	LOC106738135	20	no_call		0	0	0	0	0
Alligator_mississippiensis|GCF_030867095.1|control1	Alligator mississippiensis	Crocodylia	GCF_030867095.1	CDK19	20	no_call		0	0	0	0	0
Alligator_mississippiensis|GCF_030867095.1|control2	Alligator mississippiensis	Crocodylia	GCF_030867095.1	CFAP92	20	no_call		0	0	0	0	0
Opisthocomus_hoazin|GCF_030867145.1|control0	Opisthocomus hoazin	Aves	GCF_030867145.1	ARFGEF3	20	no_call		0	0	0	0	0
Opisthocomus_hoazin|GCF_030867145.1|control1	Opisthocomus hoazin	Aves	GCF_030867145.1	AADAT	20	no_call		0	0	0	0	0
Opisthocomus_hoazin|GCF_030867145.1|control2	Opisthocomus hoazin	Aves	GCF_030867145.1	IFT43	20	no_call		0	0	0	0	0
Gavia_stellata|GCF_030936135.1|control0	Gavia stellata	Aves	GCF_030936135.1	CRTAC1	20	no_call		0	0	0	0	0
Gavia_stellata|GCF_030936135.1|control1	Gavia stellata	Aves	GCF_030936135.1	CCN1	20	no_call		0	0	0	0	0
Gavia_stellata|GCF_030936135.1|control2	Gavia stellata	Aves	GCF_030936135.1	THNSL1	20	no_call		0	0	0	0	0
Channa_argus|GCF_033026475.1|control0	Channa argus	Actinopteri	GCF_033026475.1	clic5b	20	no_call		0	0	0	0	0
Channa_argus|GCF_033026475.1|control1	Channa argus	Actinopteri	GCF_033026475.1	LOC137137577	1	no_call		0	0	0	0	0
Channa_argus|GCF_033026475.1|control2	Channa argus	Actinopteri	GCF_033026475.1	LOC137123913	20	no_call		0	0	0	0	0
Cololabis_saira|GCF_033807715.1|control0	Cololabis saira	Actinopteri	GCF_033807715.1	LOC133446657	20	no_call		0	0	0	0	0
Cololabis_saira|GCF_033807715.1|control1	Cololabis saira	Actinopteri	GCF_033807715.1	LOC133447016	20	no_call		0	0	0	0	0
Cololabis_saira|GCF_033807715.1|control2	Cololabis saira	Actinopteri	GCF_033807715.1	xrcc2	20	no_call		0	0	0	0	0
Entelurus_aequoreus|GCF_033978785.1|control0	Entelurus aequoreus	Actinopteri	GCF_033978785.1	igfbp7	20	no_call		0	0	0	0	0
Entelurus_aequoreus|GCF_033978785.1|control1	Entelurus aequoreus	Actinopteri	GCF_033978785.1	golga1	20	no_call		0	0	0	0	0
Entelurus_aequoreus|GCF_033978785.1|control2	Entelurus aequoreus	Actinopteri	GCF_033978785.1	LOC133665104	20	no_call		0	0	0	0	0
Leptosomus_discolor|GCF_034619465.1|control0	Leptosomus discolor	Aves	GCF_034619465.1	TTC39C	20	no_call		0	0	0	0	0
Leptosomus_discolor|GCF_034619465.1|control1	Leptosomus discolor	Aves	GCF_034619465.1	TULP4	20	no_call		0	0	0	0	0
Leptosomus_discolor|GCF_034619465.1|control2	Leptosomus discolor	Aves	GCF_034619465.1	KIAA1328	20	no_call		0	0	0	0	0
Ciconia_boyciana|GCF_034638445.1|control0	Ciconia boyciana	Aves	GCF_034638445.1	TP53	20	no_call		0	0	0	0	0
Ciconia_boyciana|GCF_034638445.1|control1	Ciconia boyciana	Aves	GCF_034638445.1	SIRT6	20	no_call		0	0	0	0	0
Ciconia_boyciana|GCF_034638445.1|control2	Ciconia boyciana	Aves	GCF_034638445.1	CRK	20	no_call		0	0	0	0	0
Engraulis_encrasicolus|GCF_034702125.1|control0	Engraulis encrasicolus	Actinopteri	GCF_034702125.1	LOC134436922	20	no_call		0	0	0	0	0
Engraulis_encrasicolus|GCF_034702125.1|control1	Engraulis encrasicolus	Actinopteri	GCF_034702125.1	mettl21a	20	no_call		0	0	0	0	0
Engraulis_encrasicolus|GCF_034702125.1|control2	Engraulis encrasicolus	Actinopteri	GCF_034702125.1	cdkn1ba	20	ITPR2	ITPR2	1	1	0	1	0
Heptranchias_perlo|GCF_035084215.1|control0	Heptranchias perlo	Chondrichthyes	GCF_035084215.1	nptx1l	20	no_call		0	0	0	0	0
Heptranchias_perlo|GCF_035084215.1|control1	Heptranchias perlo	Chondrichthyes	GCF_035084215.1	LOC137323261	20	no_call		0	0	0	0	0
Heptranchias_perlo|GCF_035084215.1|control2	Heptranchias perlo	Chondrichthyes	GCF_035084215.1	foxf1	20	no_call		0	0	0	0	0
Mycteria_americana|GCF_035582795.1|control0	Mycteria americana	Aves	GCF_035582795.1	SPR	20	no_call		0	0	0	0	0
Mycteria_americana|GCF_035582795.1|control1	Mycteria americana	Aves	GCF_035582795.1	WNT8A	20	no_call		0	0	0	0	0
Mycteria_americana|GCF_035582795.1|control2	Mycteria americana	Aves	GCF_035582795.1	PIPOX	20	no_call		0	0	0	0	0
Eleutherodactylus_coqui|GCF_035609145.1|control0	Eleutherodactylus coqui	Amphibia	GCF_035609145.1	CCT4	20	no_call		0	0	0	0	0
Eleutherodactylus_coqui|GCF_035609145.1|control1	Eleutherodactylus coqui	Amphibia	GCF_035609145.1	COPG1	20	no_call		0	0	0	0	0
Eleutherodactylus_coqui|GCF_035609145.1|control2	Eleutherodactylus coqui	Amphibia	GCF_035609145.1	LOC136612248	20	no_call		0	0	0	0	0
Caloenas_nicobarica|GCF_036013445.1|control0	Caloenas nicobarica	Aves	GCF_036013445.1	ARMC10	20	no_call		0	0	0	0	0
Caloenas_nicobarica|GCF_036013445.1|control1	Caloenas nicobarica	Aves	GCF_036013445.1	SMOX	20	no_call		0	0	0	0	0
Caloenas_nicobarica|GCF_036013445.1|control2	Caloenas nicobarica	Aves	GCF_036013445.1	PDF	20	no_call		0	0	0	0	0
Heterodontus_francisci|GCF_036365525.1|control0	Heterodontus francisci	Chondrichthyes	GCF_036365525.1	raver2	20	no_call		0	0	0	0	0
Heterodontus_francisci|GCF_036365525.1|control1	Heterodontus francisci	Chondrichthyes	GCF_036365525.1	map1lc3b	20	no_call		0	0	0	0	0
Heterodontus_francisci|GCF_036365525.1|control2	Heterodontus francisci	Chondrichthyes	GCF_036365525.1	LOC137370974	20	no_call		0	0	0	0	0
Dromaius_novaehollandiae|GCF_036370855.1|control0	Dromaius novaehollandiae	Aves	GCF_036370855.1	UBR5	20	no_call		0	0	0	0	0
Dromaius_novaehollandiae|GCF_036370855.1|control1	Dromaius novaehollandiae	Aves	GCF_036370855.1	METRNL	20	no_call		0	0	0	0	0
Dromaius_novaehollandiae|GCF_036370855.1|control2	Dromaius novaehollandiae	Aves	GCF_036370855.1	GET4	20	no_call		0	0	0	0	0
Amia_ocellicauda|GCF_036373705.1|control0	Amia ocellicauda	Actinopteri	GCF_036373705.1	LOC136767452	20	no_call		0	0	0	0	0
Amia_ocellicauda|GCF_036373705.1|control1	Amia ocellicauda	Actinopteri	GCF_036373705.1	LOC136747135	20	no_call		0	0	0	0	0
Amia_ocellicauda|GCF_036373705.1|control2	Amia ocellicauda	Actinopteri	GCF_036373705.1	waca	20	no_call		0	0	0	0	0
Chlamydotis_macqueenii|GCF_036417535.1|control0	Chlamydotis macqueenii	Aves	GCF_036417535.1	DVL1	20	no_call		0	0	0	0	0
Chlamydotis_macqueenii|GCF_036417535.1|control1	Chlamydotis macqueenii	Aves	GCF_036417535.1	SRI	20	no_call		0	0	0	0	0
Chlamydotis_macqueenii|GCF_036417535.1|control2	Chlamydotis macqueenii	Aves	GCF_036417535.1	LOC147598389	20	no_call		0	0	0	0	0
Apteryx_mantelli|GCF_036417845.1|control0	Apteryx mantelli	Aves	GCF_036417845.1	LOC106493382	20	no_call		0	0	0	0	0
Apteryx_mantelli|GCF_036417845.1|control1	Apteryx mantelli	Aves	GCF_036417845.1	MED16	20	no_call		0	0	0	0	0
Apteryx_mantelli|GCF_036417845.1|control2	Apteryx mantelli	Aves	GCF_036417845.1	PURB	17	no_call		0	0	0	0	0
Saccopteryx_bilineata|GCF_036850765.1|control0	Saccopteryx bilineata	Mammalia	GCF_036850765.1	ALG14	20	no_call		0	0	0	0	0
Saccopteryx_bilineata|GCF_036850765.1|control1	Saccopteryx bilineata	Mammalia	GCF_036850765.1	RAC1	20	no_call		0	0	0	0	0
Saccopteryx_bilineata|GCF_036850765.1|control2	Saccopteryx bilineata	Mammalia	GCF_036850765.1	EIF1AX	20	no_call		0	0	0	0	0
Narcine_bancroftii|GCF_036971445.1|control0	Narcine bancroftii	Chondrichthyes	GCF_036971445.1	LOC138757882	20	no_call		0	0	0	0	0
Narcine_bancroftii|GCF_036971445.1|control1	Narcine bancroftii	Chondrichthyes	GCF_036971445.1	siah1	20	no_call		0	0	0	0	0
Narcine_bancroftii|GCF_036971445.1|control2	Narcine bancroftii	Chondrichthyes	GCF_036971445.1	LOC138758582	20	no_call		0	0	0	0	0
Lathamus_discolor|GCF_037157495.1|control0	Lathamus discolor	Aves	GCF_037157495.1	SDHD	20	no_call		0	0	0	0	0
Lathamus_discolor|GCF_037157495.1|control1	Lathamus discolor	Aves	GCF_037157495.1	LOC136004105	20	no_call		0	0	0	0	0
Lathamus_discolor|GCF_037157495.1|control2	Lathamus discolor	Aves	GCF_037157495.1	TRPC1	20	no_call		0	0	0	0	0
Latimeria_chalumnae|GCF_037176945.1|control0	Latimeria chalumnae	Coelacanthimorpha	GCF_037176945.1	LOC102346515	20	no_call		0	0	0	0	0
Latimeria_chalumnae|GCF_037176945.1|control1	Latimeria chalumnae	Coelacanthimorpha	GCF_037176945.1	CGREF1	14	no_call		0	0	0	0	0
Latimeria_chalumnae|GCF_037176945.1|control2	Latimeria chalumnae	Coelacanthimorpha	GCF_037176945.1	POLR3G	20	no_call		0	0	0	0	0
Macrotis_lagotis|GCF_037893015.1|control0	Macrotis lagotis	Mammalia	GCF_037893015.1	NKX2-1	20	no_call		0	0	0	0	0
Macrotis_lagotis|GCF_037893015.1|control1	Macrotis lagotis	Mammalia	GCF_037893015.1	ODF2	20	no_call		0	0	0	0	0
Macrotis_lagotis|GCF_037893015.1|control2	Macrotis lagotis	Mammalia	GCF_037893015.1	VRK1	20	no_call		0	0	0	0	0
Chaetodon_trifascialis|GCF_039877785.1|control0	Chaetodon trifascialis	Actinopteri	GCF_039877785.1	LOC139344877	20	no_call		0	0	0	0	0
Chaetodon_trifascialis|GCF_039877785.1|control1	Chaetodon trifascialis	Actinopteri	GCF_039877785.1	ppp2r5ca	20	no_call		0	0	0	0	0
Chaetodon_trifascialis|GCF_039877785.1|control2	Chaetodon trifascialis	Actinopteri	GCF_039877785.1	LOC139341962	19	no_call		0	0	0	0	0
Antennarius_striatus|GCF_040054535.1|control0	Antennarius striatus	Actinopteri	GCF_040054535.1	mrpl51	20	no_call		0	0	0	0	0
Antennarius_striatus|GCF_040054535.1|control1	Antennarius striatus	Actinopteri	GCF_040054535.1	adora2aa	20	no_call		0	0	0	0	0
Antennarius_striatus|GCF_040054535.1|control2	Antennarius striatus	Actinopteri	GCF_040054535.1	th	20	no_call		0	0	0	0	0
Struthio_camelus|GCF_040807025.1|control0	Struthio camelus	Aves	GCF_040807025.1	FABP6	20	no_call		0	0	0	0	0
Struthio_camelus|GCF_040807025.1|control1	Struthio camelus	Aves	GCF_040807025.1	COPS8	20	no_call		0	0	0	0	0
Struthio_camelus|GCF_040807025.1|control2	Struthio camelus	Aves	GCF_040807025.1	LOC104144262	20	no_call		0	0	0	0	0
Lepisosteus_oculatus|GCF_040954835.1|control0	Lepisosteus oculatus	Actinopteri	GCF_040954835.1	ramp1	20	no_call		0	0	0	0	0
Lepisosteus_oculatus|GCF_040954835.1|control1	Lepisosteus oculatus	Actinopteri	GCF_040954835.1	mrtfa	20	no_call		0	0	0	0	0
Lepisosteus_oculatus|GCF_040954835.1|control2	Lepisosteus oculatus	Actinopteri	GCF_040954835.1	fam163ab	20	no_call		0	0	0	0	0
Aphelocoma_coerulescens|GCF_041296385.2|control0	Aphelocoma coerulescens	Aves	GCF_041296385.2	CCDC195	20	no_call		0	0	0	0	0
Aphelocoma_coerulescens|GCF_041296385.2|control1	Aphelocoma coerulescens	Aves	GCF_041296385.2	FAM98B	20	no_call		0	0	0	0	0
Aphelocoma_coerulescens|GCF_041296385.2|control2	Aphelocoma coerulescens	Aves	GCF_041296385.2	LOC138119351	20	no_call		0	0	0	0	0
Electrophorus_electricus|GCF_041902795.1|control0	Electrophorus electricus	Actinopteri	GCF_041902795.1	dynlt3	20	no_call		0	0	0	0	0
Electrophorus_electricus|GCF_041902795.1|control1	Electrophorus electricus	Actinopteri	GCF_041902795.1	prss59	19	no_call		0	0	0	0	0
Electrophorus_electricus|GCF_041902795.1|control2	Electrophorus electricus	Actinopteri	GCF_041902795.1	eef2k	20	no_call		0	0	0	0	0
Aquarana_catesbeiana|GCF_042186555.1|control0	Aquarana catesbeiana	Amphibia	GCF_042186555.1	VIPR2	20	no_call		0	0	0	0	0
Aquarana_catesbeiana|GCF_042186555.1|control1	Aquarana catesbeiana	Amphibia	GCF_042186555.1	LOC141104554	0	no_call		0	0	0	0	0
Aquarana_catesbeiana|GCF_042186555.1|control2	Aquarana catesbeiana	Amphibia	GCF_042186555.1	LOC141127593	20	no_call		0	0	0	0	0
Pempheris_klunzingeri|GCF_042242105.1|control0	Pempheris klunzingeri	Actinopteri	GCF_042242105.1	LOC139209606	20	no_call		0	0	0	0	0
Pempheris_klunzingeri|GCF_042242105.1|control1	Pempheris klunzingeri	Actinopteri	GCF_042242105.1	ikbkb	20	no_call		0	0	0	0	0
Pempheris_klunzingeri|GCF_042242105.1|control2	Pempheris klunzingeri	Actinopteri	GCF_042242105.1	LOC139213406	20	no_call		0	0	0	0	0
Nothobranchius_furzeri|GCF_043380555.1|control0	Nothobranchius furzeri	Actinopteri	GCF_043380555.1	bmpr2b	20	no_call		0	0	0	0	0
Nothobranchius_furzeri|GCF_043380555.1|control1	Nothobranchius furzeri	Actinopteri	GCF_043380555.1	s1pr5a	18	no_call		0	0	0	0	0
Nothobranchius_furzeri|GCF_043380555.1|control2	Nothobranchius furzeri	Actinopteri	GCF_043380555.1	LOC107388587	20	no_call		0	0	0	0	0
Trachurus_japonicus|GCF_045865225.1|control0	Trachurus japonicus	Actinopteri	GCF_045865225.1	cwc15	20	no_call		0	0	0	0	0
Trachurus_japonicus|GCF_045865225.1|control1	Trachurus japonicus	Actinopteri	GCF_045865225.1	zbed4	20	no_call		0	0	0	0	0
Trachurus_japonicus|GCF_045865225.1|control2	Trachurus japonicus	Actinopteri	GCF_045865225.1	il11a	20	no_call		0	0	0	0	0
Genypterus_blacodes|GCF_046128005.1|control0	Genypterus blacodes	Actinopteri	GCF_046128005.1	tmco1	20	no_call		0	0	0	0	0
Genypterus_blacodes|GCF_046128005.1|control1	Genypterus blacodes	Actinopteri	GCF_046128005.1	nlrc3l1	20	no_call		0	0	0	0	0
Genypterus_blacodes|GCF_046128005.1|control2	Genypterus blacodes	Actinopteri	GCF_046128005.1	LOC143013123	20	ITPR3	ITPR3	2	2	0	0	2
Nipponia_nippon|GCF_047370975.1|control0	Nipponia nippon	Aves	GCF_047370975.1	PALLD	20	no_call		0	0	0	0	0
Nipponia_nippon|GCF_047370975.1|control1	Nipponia nippon	Aves	GCF_047370975.1	LRP12	20	no_call		0	0	0	0	0
Nipponia_nippon|GCF_047370975.1|control2	Nipponia nippon	Aves	GCF_047370975.1	CAPN5	20	no_call		0	0	0	0	0
Chiloscyllium_punctatum|GCF_047496795.1|control0	Chiloscyllium punctatum	Chondrichthyes	GCF_047496795.1	LOC140465637	20	no_call		0	0	0	0	0
Chiloscyllium_punctatum|GCF_047496795.1|control1	Chiloscyllium punctatum	Chondrichthyes	GCF_047496795.1	nwd1	20	no_call		0	0	0	0	0
Chiloscyllium_punctatum|GCF_047496795.1|control2	Chiloscyllium punctatum	Chondrichthyes	GCF_047496795.1	tmem82	20	no_call		0	0	0	0	0
Scyliorhinus_torazame|GCF_047496885.1|control0	Scyliorhinus torazame	Chondrichthyes	GCF_047496885.1	inpp5a	20	no_call		0	0	0	0	0
Scyliorhinus_torazame|GCF_047496885.1|control1	Scyliorhinus torazame	Chondrichthyes	GCF_047496885.1	LOC140402871	20	no_call		0	0	0	0	0
Scyliorhinus_torazame|GCF_047496885.1|control2	Scyliorhinus torazame	Chondrichthyes	GCF_047496885.1	cdk5rap1	20	no_call		0	0	0	0	0
Anas_platyrhynchos|GCF_047663525.1|control0	Anas platyrhynchos	Aves	GCF_047663525.1	LOC119715357	20	no_call		0	0	0	0	0
Anas_platyrhynchos|GCF_047663525.1|control1	Anas platyrhynchos	Aves	GCF_047663525.1	PARP4	20	no_call		0	0	0	0	0
Anas_platyrhynchos|GCF_047663525.1|control2	Anas platyrhynchos	Aves	GCF_047663525.1	MTOR	20	no_call		0	0	0	0	0
Strix_uralensis|GCF_047716275.1|control0	Strix uralensis	Aves	GCF_047716275.1	LOC141950802	14	no_call		0	0	0	0	0
