accession	organism	vclass	vorder	source	assembly_level	cell	locus_idx	is_control	contig	start	end	strand	bait	coverage	identity	frameshifts	stop_codons	cell_status	contig_spans_gene	contig_n50	gene_set	state	state_reason	locus_cds_bp	n_models	n_coding_models	n_coding_pieces	n_noncoding_models	best_model_frac	union_coding_frac	noncoding_biotype	top_overlapper_biotype	top_overlapper_pseudo	best_gene_id	best_symbol	best_product	best_biotype	namer_gene_id	namer_symbol	namer_product	namer_biotype	namer_coding	namer_frac_cds	namer_own_frac	namer_model_aa	symbol_verdict	symbol_claim	product_verdict	product_claim	integrity_verdict	lesion_density
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	RefSeq	Scaffold	RYR	1	1	NW_009937010.1	54862	125433	-	A0A8V0Y8K1	0.3112	0.9793	0	0	assembly_gap	0	26546	present	complete	one model covers 0.96 of the coding footprint (bar 0.50)	4641	1	1	1	0	0.9599	0.9599		protein_coding	0	gene-LOC104408888	LOC104408888	ryanodine receptor 2-like	protein_coding	gene-LOC104408888	LOC104408888	ryanodine receptor 2-like	protein_coding	1	0.9599	1	1485	placeholder		correct_paralog	RYR	not_scored	0
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	RefSeq	Scaffold	RYR	2	1	NW_009933355.1	2230	69955	-	A0A4W3I1N0	0.4135	0.6578	1	0	assembly_gap	0	26546	present	complete	one model covers 0.97 of the coding footprint (bar 0.50)	6002	1	1	1	0	0.9658	0.9658		protein_coding	0	gene-LOC104407535	LOC104407535	ryanodine receptor 3-like	protein_coding	gene-LOC104407535	LOC104407535	ryanodine receptor 3-like	protein_coding	1	0.9658	0.9959	1940	placeholder		correct_paralog	RYR	not_scored	0.4854
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	RefSeq	Scaffold	RYR	3	1	NW_009918034.1	272	24149	-	A0A8V0Y8K1	0.2281	0.9788	0	0	assembly_gap	0	26546	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	3402	1	1	1	0	0.9941	0.9941		protein_coding	0	gene-LOC104401818	LOC104401818	ryanodine receptor 2-like	protein_coding	gene-LOC104401818	LOC104401818	ryanodine receptor 2-like	protein_coding	1	0.9941	1	1127	placeholder		correct_paralog	RYR	not_scored	0
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	RefSeq	Scaffold	RYR	4	1	NW_009913265.1	1985	50946	+	A0A3Q0HBW9	0.2206	0.9518	0	0	assembly_gap	0	26546	present	complete	one model covers 0.83 of the coding footprint (bar 0.50)	3288	1	1	1	0	0.8276	0.8276		protein_coding	0	gene-LOC104412396	LOC104412396	ryanodine receptor 2-like	protein_coding	gene-LOC104412396	LOC104412396	ryanodine receptor 2-like	protein_coding	1	0.8276	0.9478	957	placeholder		correct_paralog	RYR	not_scored	0
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	RefSeq	Scaffold	ITPR1	0	0	NW_009276910.1	3858	133776	-	A0A8V0ZJT0	0.7236	0.9856	0	0	found_annotated	0	34997	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	6045	1	1	1	0	0.9828	0.9828		protein_coding	0	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1	protein_coding	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1	protein_coding	1	0.9828	0.9966	1987	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	RefSeq	Scaffold	ITPR2	0	0	NW_009270423.1	2339724	2570126	-	A0A672UP22	0.9885	0.9709	0	0	found_annotated	0	34997	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8043	1	1	1	0	0.9863	0.9863		protein_coding	0	gene-ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	gene-ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	1	0.9863	0.9992	2646	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	RefSeq	Scaffold	ITPR3	0	0	NW_009270925.1	286269	376024	+	A0A8V1ACE6	1	0.9739	0	1	found_annotated	0	34997	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8052	1	1	1	0	0.9866	0.9866		protein_coding	0	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	1	0.9866	0.9925	2668	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0.3754
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	RefSeq	Scaffold	RYR	0	1	NW_009270414.1	460600	917882	+	A0A8V0Y8K1	0.9974	0.9722	1	1	found_annotated	0	34997	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14846	1	1	1	0	0.9985	0.9985		protein_coding	0	gene-RYR2	RYR2	ryanodine receptor 2 (cardiac)	protein_coding	gene-RYR2	RYR2	ryanodine receptor 2 (cardiac)	protein_coding	1	0.9985	0.9958	4962	correct_paralog	RYR2	correct_paralog	RYR	intact	0.4036
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	RefSeq	Scaffold	RYR	1	1	NW_009270711.1	4408	201816	+	A0A6I8Q6P7	0.9819	0.673	0	0	found_annotated	0	34997	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14550	1	1	1	0	0.9805	0.9805		protein_coding	0	gene-RYR3	RYR3	ryanodine receptor 3	protein_coding	gene-RYR3	RYR3	ryanodine receptor 3	protein_coding	1	0.9805	0.9889	4809	correct_paralog	RYR3	correct_paralog	RYR	intact	0
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	RefSeq	Scaffold	ITPR1	0	0	NW_008825411.1	146519	320345	-	A0A8V0ZJT0	1	0.9917	0	0	found_annotated	0	22195	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	8337	1	1	1	0	0.9763	0.9763		protein_coding	0	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1	protein_coding	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1	protein_coding	1	0.9763	1	2713	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	RefSeq	Scaffold	ITPR2	0	0	NW_008825614.1	2308560	2542672	+	A0A672UP22	0.9885	0.9835	0	0	found_annotated	0	22195	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8004	1	1	1	0	0.9884	0.9884		protein_coding	0	gene-ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	gene-ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	1	0.9884	0.9996	2638	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	RefSeq	Scaffold	ITPR3	0	0	NW_008825105.1	2159564	2193900	+	A0A8V1ACE6	0.991	0.9856	1	0	found_annotated	0	22195	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	7921	1	1	1	0	0.9956	0.9956		protein_coding	0	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	1	0.9956	0.9787	2686	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0.3788
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	RefSeq	Scaffold	RYR	0	1	NW_008825216.1	1724863	2164588	-	A0A8V0Y8K1	0.9974	0.9843	0	0	found_annotated	0	22195	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14874	1	1	1	0	0.9954	0.9954		protein_coding	0	gene-RYR2	RYR2	ryanodine receptor 2 (cardiac)	protein_coding	gene-RYR2	RYR2	ryanodine receptor 2 (cardiac)	protein_coding	1	0.9954	0.9908	4981	correct_paralog	RYR2	correct_paralog	RYR	intact	0
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	RefSeq	Scaffold	RYR	1	1	NW_008824446.1	1744397	2012602	-	A0A6I8Q6P7	1	0.6727	1	0	found_annotated	0	22195	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	14669	1	1	1	0	0.9908	0.9908		protein_coding	0	gene-RYR3	RYR3	ryanodine receptor 3	protein_coding	gene-RYR3	RYR3	ryanodine receptor 3	protein_coding	1	0.9908	0.9954	4867	correct_paralog	RYR3	correct_paralog	RYR	intact	0.1985
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	RefSeq	Scaffold	ITPR1	0	0	NW_008794173.1	1523808	1699190	+	A0A8V0ZJT0	1	0.9914	0	0	found_annotated	0	31730	present	complete	one model covers 0.97 of the coding footprint (bar 0.50)	8337	1	1	1	0	0.9709	0.9709		protein_coding	0	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	protein_coding	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	protein_coding	1	0.9709	1	2698	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	RefSeq	Scaffold	ITPR2	0	0	NW_008795252.1	8918860	9157845	-	A0A672UP22	0.9885	0.9873	0	0	found_annotated	0	31730	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	8007	1	1	1	0	0.9828	0.9828		protein_coding	0	gene-ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	protein_coding	gene-ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	protein_coding	1	0.9828	0.9996	2624	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	RefSeq	Scaffold	ITPR3	0	0	NW_008794598.1	4541206	4664699	+	A0A8V1ACE6	0.991	0.9841	0	0	found_annotated	0	31730	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	7950	1	1	1	0	0.9815	0.9815		protein_coding	0	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	protein_coding	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	protein_coding	1	0.9815	0.9988	2604	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	RefSeq	Scaffold	RYR	0	1	NW_008794117.1	4087277	4344592	-	A0A8V0Y8K1	0.9455	0.9819	0	0	found_annotated	0	31730	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14094	1	1	1	0	0.9842	0.9842		protein_coding	0	gene-RYR2	RYR2	ryanodine receptor 2	protein_coding	gene-RYR2	RYR2	ryanodine receptor 2	protein_coding	1	0.9842	0.9736	4749	correct_paralog	RYR2	correct_paralog	RYR	intact	0
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	RefSeq	Scaffold	RYR	1	1	NW_008795853.1	1114908	1396460	-	A0A6I8Q6P7	1	0.672	1	0	found_annotated	0	31730	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14851	1	1	1	0	0.9782	0.9782		protein_coding	0	gene-RYR3	RYR3	ryanodine receptor 3, transcript variant X2	protein_coding	gene-RYR3	RYR3	ryanodine receptor 3, transcript variant X2	protein_coding	1	0.9782	0.9853	4914	correct_paralog	RYR3	correct_paralog	RYR	intact	0.1985
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	RefSeq	Scaffold	ITPR1	0	0	NW_010106411.1	2395	154975	-	A0A8V0ZJT0	0.9705	0.9911	0	0	found_annotated	0	26448	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8088	1	1	1	0	0.9896	0.9896		protein_coding	0	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1	protein_coding	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1	protein_coding	1	0.9896	1	2668	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	RefSeq	Scaffold	ITPR2	0	0	NW_010140435.1	20017	133966	+	F1P1X4	0.6152	0.9777	0	0	fragment	0	26448	present	complete	one model covers 0.87 of the coding footprint (bar 0.50)	4983	1	1	1	0	0.8684	0.8684		protein_coding	0	gene-LOC104469213	LOC104469213	inositol 1,4,5-trisphosphate receptor type 2	protein_coding	gene-LOC104469213	LOC104469213	inositol 1,4,5-trisphosphate receptor type 2	protein_coding	1	0.8684	0.9899	1457	placeholder		correct_paralog	ITPR2	not_scored	0
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	RefSeq	Scaffold	ITPR3	0	0	NW_010133815.1	5120	38863	-	A0A8V1ACE6	0.9906	0.9576	0	0	found_annotated	0	26448	present	complete	one model covers 0.97 of the coding footprint (bar 0.50)	7920	1	1	1	0	0.9694	0.9694		protein_coding	0	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	1	0.9694	0.982	2606	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	RefSeq	Scaffold	RYR	0	1	NW_010132261.1	571	112404	+	A0A3Q0HBW9	0.7403	0.6687	1	0	found_annotated	0	26448	present	complete	one model covers 0.97 of the coding footprint (bar 0.50)	10930	1	1	1	0	0.9741	0.9741		protein_coding	0	gene-LOC104467172	LOC104467172	ryanodine receptor 3-like	protein_coding	gene-LOC104467172	LOC104467172	ryanodine receptor 3-like	protein_coding	1	0.9741	0.9792	3624	placeholder		correct_paralog	RYR	intact	0.2709
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	RefSeq	Scaffold	RYR	1	1	NW_010123644.1	636	70301	-	A0A8V0Y8K1	0.4024	0.9815	0	0	found_annotated	0	26448	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	6003	1	1	1	0	0.9998	0.9998		protein_coding	0	gene-LOC104465080	LOC104465080	ryanodine receptor 2	protein_coding	gene-LOC104465080	LOC104465080	ryanodine receptor 2	protein_coding	1	0.9998	0.9975	2005	placeholder		correct_paralog	RYR	not_scored	0
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RefSeq	Scaffold	ITPR1	0	0	NW_010307598.1	5167	170783	+	A0A8V0ZJT0	0.9917	0.988	1	0	found_annotated	0	22170	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8263	1	1	1	0	0.9946	0.9946		protein_coding	0	gene-LOC104523042	LOC104523042	inositol 1,4,5-trisphosphate receptor type 1-like	protein_coding	gene-LOC104523042	LOC104523042	inositol 1,4,5-trisphosphate receptor type 1-like	protein_coding	1	0.9946	0.9804	2794	placeholder		correct_paralog	ITPR1	intact	0.3628
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RefSeq	Scaffold	ITPR3	0	0	NW_010295133.1	401	46720	+	A0A8V1ACE6	1	0.9677	0	0	found_annotated	0	22170	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	7953	1	1	1	0	0.9902	0.9902		protein_coding	0	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	protein_coding	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	protein_coding	1	0.9902	0.9989	2628	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RefSeq	Scaffold	RYR	0	1	NW_010286487.1	1302	84722	+	A0A8V0Y8K1	0.4318	0.9823	0	0	assembly_gap	0	22170	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	6441	1	1	1	0	0.9977	0.9977		protein_coding	0	gene-LOC104528866	LOC104528866	ryanodine receptor 2	protein_coding	gene-LOC104528866	LOC104528866	ryanodine receptor 2	protein_coding	1	0.9977	0.9963	2150	placeholder		correct_paralog	RYR	not_scored	0
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RefSeq	Scaffold	RYR	1	1	NW_010287853.1	6095	55617	+	A0A8V0Y8K1	0.2524	0.9793	0	0	assembly_gap	0	22170	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	3765	1	1	1	0	1	1		protein_coding	0	gene-LOC104522321	LOC104522321	ryanodine receptor 2	protein_coding	gene-LOC104522321	LOC104522321	ryanodine receptor 2	protein_coding	1	1	0.982	1278	placeholder		correct_paralog	RYR	not_scored	0
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RefSeq	Scaffold	RYR	2	1	NW_010287906.1	3506	42925	-	A0A6I8Q6P7	0.2773	0.6693	1	0	assembly_gap	0	22170	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 4165 coding bp	4165	0	0	0	0	0	0			0									0	0	0	0	absent		absent		not_scored	0.7158
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RefSeq	Scaffold	RYR	3	1	NW_010334883.1	6493	78173	-	A0A3Q0HBW9	0.1827	0.9616	0	0	assembly_gap	0	22170	present	complete	one model covers 0.93 of the coding footprint (bar 0.50)	2733	1	1	1	0	0.9279	0.9279		protein_coding	0	gene-LOC104529890	LOC104529890	ryanodine receptor 2-like	protein_coding	gene-LOC104529890	LOC104529890	ryanodine receptor 2-like	protein_coding	1	0.9279	0.9327	906	placeholder		correct_paralog	RYR	not_scored	0
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RefSeq	Scaffold	RYR	4	1	NW_010328166.1	580	28444	-	A0A4W3I1N0	0.2605	0.6171	0	0	assembly_gap	0	22170	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 3570 coding bp	3570	0	0	0	0	0	0			0									0	0	0	0	absent		absent		not_scored	0
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RefSeq	Scaffold	RYR	5	1	NW_010339501.1	405	58161	-	A0A6I8Q6P7	0.1747	0.7135	0	0	assembly_gap	0	22170	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 2619 coding bp	2619	0	0	0	0	0	0			0									0	0	0	0	absent		absent		not_scored	0
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RefSeq	Scaffold	ITPR3	0	0	NW_009724829.1	7199	36315	+	A0A8V1ACE6	0.9801	0.9666	0	0	found_annotated	0	28882	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	7866	1	1	1	0	0.9804	0.9804		protein_coding	0	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	1	0.9804	0.9965	2579	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RefSeq	Scaffold	RYR	0	1	NW_009695996.1	7973	116339	+	A0A3Q0HBW9	0.3694	0.9501	0	0	assembly_gap	0	28882	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	5526	1	1	1	0	0.9826	0.9826		protein_coding	0	gene-RYR2	RYR2	ryanodine receptor 2 (cardiac)	protein_coding	gene-RYR2	RYR2	ryanodine receptor 2 (cardiac)	protein_coding	1	0.9826	0.992	1824	correct_paralog	RYR2	correct_paralog	RYR	not_scored	0
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RefSeq	Scaffold	RYR	1	1	NW_009719811.1	97238	148019	-	A0A3Q0HBW9	0.3881	0.7065	0	0	assembly_gap	0	28882	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	5829	1	1	1	0	0.9973	0.9973		protein_coding	0	gene-RYR3	RYR3	ryanodine receptor 3	protein_coding	gene-RYR3	RYR3	ryanodine receptor 3	protein_coding	1	0.9973	0.9944	1948	correct_paralog	RYR3	correct_paralog	RYR	not_scored	0
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RefSeq	Scaffold	RYR	2	1	NW_009733513.1	1245	38464	+	A0A8V0Y8K1	0.2303	0.9712	0	0	assembly_gap	0	28882	present	complete	one model covers 0.75 of the coding footprint (bar 0.50)	3432	1	1	1	0	0.7517	0.7517		protein_coding	0	gene-LOC104278836	LOC104278836	ryanodine receptor 2-like	protein_coding	gene-LOC104278836	LOC104278836	ryanodine receptor 2-like	protein_coding	1	0.7517	1	860	placeholder		correct_paralog	RYR	not_scored	0
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RefSeq	Scaffold	RYR	3	1	NW_009733149.1	2588	33884	-	A0A4W3I1N0	0.3087	0.6533	1	0	assembly_gap	0	28882	present	complete	one model covers 0.91 of the coding footprint (bar 0.50)	4516	1	1	1	0	0.9054	0.9054		protein_coding	0	gene-LOC104278709	LOC104278709	ryanodine receptor 3-like	protein_coding	gene-LOC104278709	LOC104278709	ryanodine receptor 3-like	protein_coding	1	0.9054	0.9951	1369	placeholder		correct_paralog	RYR	not_scored	0.6502
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RefSeq	Scaffold	RYR	4	1	NW_009721322.1	1243	26012	-	A0A8V0Y8K1	0.1528	0.9908	0	0	assembly_gap	0	28882	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 2277 coding bp	2277	0	0	0	0	0	0			0									0	0	0	0	absent		absent		not_scored	0
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RefSeq	Scaffold	RYR	5	1	NW_009717674.1	3858	38461	+	A0A3Q0HBW9	0.1968	0.7251	0	0	assembly_gap	0	28882	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 2928 coding bp	2928	0	0	0	0	0	0			0									0	0	0	0	absent		absent		not_scored	0
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	RefSeq	Scaffold	ITPR1	0	0	NW_010586921.1	15921	167153	+	A0A8V0ZJT0	1	0.986	0	0	found_annotated	0	29773	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8337	1	1	1	0	0.9894	0.9894		protein_coding	0	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1, transcript variant X1	protein_coding	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1, transcript variant X1	protein_coding	1	0.9894	0.9959	2761	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	RefSeq	Scaffold	ITPR3	0	0	NW_010580621.1	261234	277602	-	A0A8V1ACE6	0.5679	0.9881	0	0	assembly_gap	0	29773	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	4542	1	1	1	0	1	1		protein_coding	0	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	1	1	0.9993	1515	correct_paralog	ITPR3	correct_paralog	ITPR3	not_scored	0
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	RefSeq	Scaffold	RYR	0	1	NW_010585014.1	4760	255281	+	A0A8V0Y8K1	0.993	0.9767	0	0	found_annotated	0	29773	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14805	1	1	1	0	0.9986	0.9986		protein_coding	0	gene-RYR2	RYR2	ryanodine receptor 2 (cardiac)	protein_coding	gene-RYR2	RYR2	ryanodine receptor 2 (cardiac)	protein_coding	1	0.9986	0.9974	4941	correct_paralog	RYR2	correct_paralog	RYR	intact	0
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	RefSeq	Scaffold	RYR	1	1	NW_010578151.1	58592	231349	+	A0A6I8Q6P7	0.9504	0.6628	0	0	found_annotated	0	29773	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	13986	1	1	1	0	0.9877	0.9877		protein_coding	0	gene-LOC104580300	LOC104580300	ryanodine receptor 3	protein_coding	gene-LOC104580300	LOC104580300	ryanodine receptor 3	protein_coding	1	0.9877	0.9926	4639	placeholder		correct_paralog	RYR	intact	0
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	RefSeq	Scaffold	ITPR1	0	0	NW_009647846.1	1649191	1825300	+	A0A8V0ZJT0	1	0.9924	0	0	found_annotated	0	39278	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	8337	1	1	1	0	0.9763	0.9763		protein_coding	0	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1, transcript variant X1	protein_coding	gene-ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1, transcript variant X1	protein_coding	1	0.9763	1	2713	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	RefSeq	Scaffold	ITPR2	0	0	NW_009647222.1	8019078	8321803	-	A0A672UP22	0.9885	0.9809	0	0	found_annotated	0	39278	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	8007	1	1	1	0	0.9839	0.9839		protein_coding	0	gene-ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	gene-ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor, type 2	protein_coding	1	0.9839	0.9955	2638	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	RefSeq	Scaffold	ITPR3	0	0	NW_009649114.1	2954128	3077943	+	A0A8V1ACE6	0.9861	0.9871	0	0	found_annotated	0	39278	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	7884	1	1	1	0	0.981	0.981		protein_coding	0	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	1	0.981	0.9591	2688	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	RefSeq	Scaffold	RYR	0	1	NW_009661370.1	220745	555934	+	A0A8V0Y8K1	0.993	0.9834	0	0	found_annotated	0	39278	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14808	1	1	1	0	0.9998	0.9998		protein_coding	0	gene-RYR2	RYR2	ryanodine receptor 2 (cardiac)	protein_coding	gene-RYR2	RYR2	ryanodine receptor 2 (cardiac)	protein_coding	1	0.9998	0.9974	4948	correct_paralog	RYR2	correct_paralog	RYR	intact	0
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	RefSeq	Scaffold	RYR	1	1	NW_009648876.1	6210	230186	-	A0A6I8Q6P7	0.8878	0.6705	0	1	found_annotated	0	39278	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	13188	1	1	1	0	0.9751	0.9751		protein_coding	0	gene-RYR3	RYR3	ryanodine receptor 3	protein_coding	gene-RYR3	RYR3	ryanodine receptor 3	protein_coding	1	0.9751	0.9835	4358	correct_paralog	RYR3	correct_paralog	RYR	intact	0.2236
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	Bucerotiformes	RefSeq	Scaffold	ITPR3	0	0	NW_010410538.1	7373	42185	+	A0A8V1ACE6	0.991	0.9727	1	0	found_annotated	0	14587	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8021	1	1	1	0	0.9857	0.9857		protein_coding	0	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	gene-ITPR3	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	protein_coding	1	0.9857	0.993	2654	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0.3788
