accession	species	group	tax_class	length	reviewed	census_call	census_confidence	gene	protein_name	seq_family	family_rel_margin	family_runner_up	itpr_bits	ryr_bits	paralog_askable	seq_paralog	paralog_rel_margin	paralog_runner_up	symbol_verdict	symbol_claim	name_verdict	name_claim	n_bait_hits	panel_reaches_claim	has_naming_pfam	n_family_pfam	arch_call	profile_call	instruments	sequence_resolved
A0A7J7Z3P6	Myotis myotis (Greater mouse-eared bat) (Vespertilio myotis)	Vertebrata	Mammalia	2295	0	ITPR	high	mMyoMyo1_007024	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9766	RYR	4608	108	1	ITPR2	0.3125	ITPR1	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J7ZIH9	Pipistrellus kuhlii (Kuhl's pipistrelle)	Vertebrata	Mammalia	2701	0	ITPR	high	mPipKuh1_006893	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9678	RYR	5494	177	1	ITPR2	0.3072	ITPR1	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8B139	Pipistrellus kuhlii (Kuhl's pipistrelle)	Vertebrata	Mammalia	4841	0	RYR	high	mPipKuh1_007727	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	RYR	0.9639	ITPR	177	4907	1	no_call	0.0139	RYR1	placeholder		correct_paralog	RYR3	38	1	1	4	RYR	RYR	both	1
A0A7J8B9G0	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	3577	0	RYR	high	HJG63_010000	Ryanodine receptor 2	RYR	0.9853	ITPR	103	7019	1	RYR2	0.2832	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	3	RYR	RYR	both	1
A0A7J8BN35	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2452	0	RYR	high	HJG59_010107	Ryanodine receptor 2	RYR	0.9784	ITPR	103	4761	1	RYR2	0.2789	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	3	RYR	RYR	both	1
A0A7J8BNB5	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2496	0	RYR	high	HJG59_016017	EF-hand domain-containing protein	RYR	0.9627	ITPR	177	4748	1	RYR2	0.2715	RYR1	placeholder		family_unnamed		38	1	0	1	RYR	RYR	both	1
A0A7J8CAS6	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	5030	0	RYR	high	HJG59_016016	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9777	ITPR	180	8087	1	RYR1	0.1746	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A7J8CAU1	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	5062	0	RYR	high	HJG59_016016	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9778	ITPR	180	8090	1	RYR1	0.1758	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A7J8CAV1	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	5036	0	RYR	high	HJG59_016016	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9778	ITPR	180	8092	1	RYR1	0.1754	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A7J8CL79	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	5037	0	RYR	high	HJG63_017094	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9774	ITPR	183	8090	1	RYR1	0.1677	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A7J8CL92	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	5031	0	RYR	high	HJG63_017094	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9774	ITPR	183	8082	1	RYR1	0.1658	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A7J8CLL8	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	5063	0	RYR	high	HJG63_017094	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9775	ITPR	182	8084	1	RYR1	0.1669	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A7J8DBA1	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2748	0	ITPR	high	HJG59_006996	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9687	RYR	5559	174	1	ITPR1	0.3216	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8DBG7	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2758	0	ITPR	high	HJG59_006996	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9686	RYR	5546	174	1	ITPR1	0.321	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8DBJ4	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2749	0	ITPR	high	HJG59_006996	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9687	RYR	5554	174	1	ITPR1	0.3212	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8DBM5	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2733	0	ITPR	high	HJG59_006996	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9685	RYR	5516	174	1	ITPR1	0.3169	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8DBX7	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2687	0	ITPR	high	HJG59_006996	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9679	RYR	5426	174	1	ITPR1	0.3264	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8DC25	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2709	0	ITPR	high	HJG59_006996	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9682	RYR	5465	174	1	ITPR1	0.3054	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8FY66	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2701	0	ITPR	high	HJG59_006997	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9679	RYR	5510	177	1	ITPR2	0.3102	ITPR1	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8GQ17	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2695	0	ITPR	high	HJG59_006998	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9673	RYR	5315	174	1	ITPR3	0.3537	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8GQ72	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2671	0	ITPR	high	HJG59_006998	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9676	RYR	5378	174	1	ITPR3	0.3505	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8HQ95	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2733	0	ITPR	high	HJG63_006958	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9688	RYR	5539	173	1	ITPR1	0.3206	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8HQA7	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2754	0	ITPR	high	HJG63_006958	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9689	RYR	5568	173	1	ITPR1	0.3233	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8HQA8	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2761	0	ITPR	high	HJG63_006958	Inositol 1,4,5-trisphosphate receptor	ITPR	0.969	RYR	5583	173	1	ITPR1	0.3258	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8HQC7	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2747	0	ITPR	high	HJG63_006958	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9688	RYR	5537	173	1	ITPR1	0.3215	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8HQH1	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2746	0	ITPR	high	HJG63_006958	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9688	RYR	5541	173	1	ITPR1	0.322	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8HQI5	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2748	0	ITPR	high	HJG63_006958	Inositol 1,4,5-trisphosphate receptor	ITPR	0.969	RYR	5579	173	1	ITPR1	0.3241	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8HRC7	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2753	0	ITPR	high	HJG63_006958	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9689	RYR	5571	173	1	ITPR1	0.3235	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8HRK6	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2630	0	ITPR	high	HJG63_006958	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9665	RYR	5159	173	1	ITPR1	0.3596	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8HS59	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2748	0	ITPR	high	HJG63_006958	Inositol 1,4,5-trisphosphate receptor	ITPR	0.969	RYR	5578	173	1	ITPR1	0.3227	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8JEV9	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2701	0	ITPR	high	HJG63_006959	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9679	RYR	5512	177	1	ITPR2	0.3091	ITPR1	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8JFD4	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2668	0	ITPR	high	HJG63_006959	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9674	RYR	5428	177	1	ITPR2	0.3117	ITPR1	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7J8K259	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	Vertebrata	Mammalia	2866	0	RYR	high	HJG59_016018	EF-hand domain-containing protein	RYR	0.9571	ITPR	177	4127	1	no_call	0.0157	RYR1	placeholder		family_unnamed		38	1	0	2	RYR	RYR	both	1
A0A7J8K9W8	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	Vertebrata	Mammalia	2671	0	ITPR	high	HJG63_006960	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9678	RYR	5408	174	1	ITPR3	0.3563	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K4J279	Geococcyx californianus (Greater roadrunner) (Saurothera californiana)	Vertebrata	Aves	2865	0	RYR	high	Ryr2_2	RYR2 protein	RYR	0.9901	ITPR	58.5	5905	1	RYR2	0.3091	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	12	1	0	2	RYR	RYR	both	1
A0A7K4KM52	Crypturellus soui	Vertebrata	Aves	4921	0	RYR	high	Ryr2	RYR2 protein	RYR	0.982	ITPR	179	9970	1	RYR2	0.3065	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K4LS74	Crypturellus undulatus	Vertebrata	Aves	4650	0	RYR	high	Ryr2_1	RYR2 protein	RYR	0.9886	ITPR	107	9392	1	RYR2	0.3212	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K4PLA8	Melospiza melodia (Song sparrow) (Fringilla melodia)	Vertebrata	Aves	2674	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9682	RYR	5535	176	1	ITPR3	0.364	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K4PSL1	Melospiza melodia (Song sparrow) (Fringilla melodia)	Vertebrata	Aves	4888	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9983	1	RYR2	0.3056	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K4QFR7	Neopipo cinnamomea	Vertebrata	Aves	2668	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9688	RYR	5479	171	1	ITPR3	0.3588	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K4RL81	Columbina picui (Picui ground-dove)	Vertebrata	Aves	4895	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9819	ITPR	178	9861	1	RYR2	0.3134	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K4S3M6	Columbina picui (Picui ground-dove)	Vertebrata	Aves	2657	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9689	RYR	5243	163	1	ITPR1	0.3296	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K4TJY0	Burhinus bistriatus	Vertebrata	Aves	2667	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9685	RYR	5485	173	1	ITPR3	0.3557	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K4UBX4	Sinosuthora webbiana	Vertebrata	Aves	2467	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9658	RYR	5092	174	1	ITPR3	0.3775	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	0	3	ITPR	ITPR	both	1
A0A7K4UDC0	Sinosuthora webbiana	Vertebrata	Aves	4898	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9986	1	RYR2	0.3069	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K4V4D1	Emberiza fucata	Vertebrata	Aves	4868	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9819	ITPR	178	9828	1	RYR2	0.3076	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K4W511	Tachuris rubrigastra	Vertebrata	Aves	4889	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9985	1	RYR2	0.3065	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K4WK62	Tachuris rubrigastra	Vertebrata	Aves	2677	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9689	RYR	5503	171	1	ITPR3	0.3594	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K4XFQ4	Regulus satrapa (Golden-crowned kinglet)	Vertebrata	Aves	2682	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9683	RYR	5513	175	1	ITPR3	0.3657	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K4Y1Z1	Regulus satrapa (Golden-crowned kinglet)	Vertebrata	Aves	2535	0	RYR	high	Ryr3_3	RYR3 protein	RYR	0.9776	ITPR	49.3	2204	1	no_call	0.0014	RYR1	correct_paralog	RYR3	correct_paralog	RYR3	16	0	0	2	RYR	RYR	both	1
A0A7K4YV60	Bucorvus abyssinicus (Northern ground-hornbill) (Abyssinian ground-hornbill)	Vertebrata	Aves	2685	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.968	RYR	5473	175	1	ITPR3	0.3565	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K4Z463	Bucorvus abyssinicus (Northern ground-hornbill) (Abyssinian ground-hornbill)	Vertebrata	Aves	4923	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9975	1	RYR2	0.3087	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K4ZJ48	Centropus unirufus	Vertebrata	Aves	4916	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	10003	1	RYR2	0.3097	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5A0Z1	Centropus unirufus	Vertebrata	Aves	2664	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9678	RYR	5462	176	1	ITPR3	0.3532	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5AVF1	Furnarius figulus	Vertebrata	Aves	2677	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9689	RYR	5501	171	1	ITPR3	0.3585	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5BUL3	Motacilla alba (White wagtail) (Pied wagtail)	Vertebrata	Aves	4890	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9979	1	RYR2	0.3067	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5C158	Motacilla alba (White wagtail) (Pied wagtail)	Vertebrata	Aves	2679	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5531	175	1	ITPR3	0.3621	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5D0N5	Pachyramphus minor	Vertebrata	Aves	2696	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9688	RYR	5489	171	1	ITPR3	0.3591	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5E567	Polioptila caerulea (Blue-grey gnatcatcher)	Vertebrata	Aves	2669	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.968	RYR	5442	174	1	ITPR3	0.3646	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5FNR8	Probosciger aterrimus (Palm cockatoo)	Vertebrata	Aves	2674	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9681	RYR	5480	175	1	ITPR3	0.3573	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5GP07	Chunga burmeisteri (Black-legged seriema)	Vertebrata	Aves	4908	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	10027	1	RYR2	0.3109	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5GSQ7	Chunga burmeisteri (Black-legged seriema)	Vertebrata	Aves	2667	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9683	RYR	5485	174	1	ITPR3	0.357	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5HLB0	Crotophaga sulcirostris (Groove-billed ani)	Vertebrata	Aves	4907	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	10006	1	RYR2	0.3079	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5I2R7	Crotophaga sulcirostris (Groove-billed ani)	Vertebrata	Aves	2672	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9676	RYR	5458	177	1	ITPR3	0.3565	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5JBT2	Toxostoma redivivum (California thrasher)	Vertebrata	Aves	2666	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5513	174	1	ITPR3	0.3601	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5JPL9	Mionectes macconnelli (McConnell's flycatcher)	Vertebrata	Aves	4889	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9987	1	RYR2	0.3061	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5KQK1	Vireo altiloquus (Black-whiskered vireo) (Muscicapa altiloqua)	Vertebrata	Aves	4903	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9823	ITPR	177	9982	1	RYR2	0.3073	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5LPR1	Vireo altiloquus (Black-whiskered vireo) (Muscicapa altiloqua)	Vertebrata	Aves	2676	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5546	175	1	ITPR3	0.3644	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5MNA8	Cardinalis cardinalis (Northern cardinal)	Vertebrata	Aves	2624	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9675	RYR	5412	176	1	ITPR3	0.367	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5MUH2	Cardinalis cardinalis (Northern cardinal)	Vertebrata	Aves	2787	0	RYR	high	Ryr2_2	RYR2 protein	RYR	0.9806	ITPR	110	5679	1	RYR2	0.3002	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	3	RYR	RYR	both	1
A0A7K5NM43	Chroicocephalus maculipennis (Brown-hooded gull) (Larus maculipennis)	Vertebrata	Aves	2685	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9683	RYR	5494	174	1	ITPR3	0.3591	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5P246	Erythrocercus mccallii	Vertebrata	Aves	4887	0	RYR	high	Ryr2_0	RYR2 protein	RYR	0.9822	ITPR	178	9976	1	RYR2	0.3055	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5PVT2	Erythrocercus mccallii	Vertebrata	Aves	2493	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.974	RYR	4805	125	1	ITPR3	0.3811	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5QAM7	Prunella himalayana	Vertebrata	Aves	4892	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9979	1	RYR2	0.3063	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5R282	Prunella himalayana	Vertebrata	Aves	2676	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9686	RYR	5543	174	1	ITPR3	0.3644	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5RWD5	Lanius ludovicianus (Loggerhead shrike)	Vertebrata	Aves	2675	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5534	175	1	ITPR3	0.3625	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5S6K3	Lanius ludovicianus (Loggerhead shrike)	Vertebrata	Aves	4900	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9821	ITPR	179	9990	1	RYR2	0.3065	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5T7M2	Urocynchramus pylzowi	Vertebrata	Aves	2675	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9686	RYR	5533	174	1	ITPR3	0.3627	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5UA07	Cephalopterus ornatus (Amazonian umbrellabird)	Vertebrata	Aves	2677	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9689	RYR	5494	171	1	ITPR3	0.3582	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5VIV8	Platysteira castanea	Vertebrata	Aves	2675	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5532	175	1	ITPR3	0.363	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5VLP3	Platysteira castanea	Vertebrata	Aves	4900	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9988	1	RYR2	0.3069	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5WWC4	Hylia prasina (green hylia)	Vertebrata	Aves	2675	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9685	RYR	5525	174	1	ITPR3	0.3633	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
