correction_id	side	cls	class_rule	priority	priority_reason	vetoed	veto_reason	assembly	source	organism	vclass	cell	contig	start	end	strand	current_state	current_name	current_biotype	coverage	best_model_frac	union_coding_frac	contig_spans_gene	integrity_verdict	proposal	evidence
GCA_013398575.1:ITPR1:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398575.1	GenBank	Certhia familiaris	Aves	ITPR1	WBNC01000937.1	369	122554	-	noncoding	CERFAM_R07849	pseudogene	0.823	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013398575.1/miniprot.gff (model over WBNC01000937.1:369-122554)
GCA_013398575.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398575.1	GenBank	Certhia familiaris	Aves	ITPR2	WBNC01001413.1	115465	286763	+	fragmentary	Itpr2_1	protein_coding	0.7848	0.1342	0.1342	0	intact	1 coding model(s) deliver 0.13 of the gene, best alone 0.13; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398575.1/miniprot.gff (model over WBNC01001413.1:115465-286763)
GCA_013398575.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398575.1	GenBank	Certhia familiaris	Aves	RYR	WBNC01000130.1	524004	713634	-	fragmentary	Ryr3_1	protein_coding	1	0.0345	0.0805	0	intact	4 coding model(s) deliver 0.08 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398575.1/miniprot.gff (model over WBNC01000130.1:524004-713634)
GCA_013398615.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398615.1	GenBank	Brachypodius melanocephalos	Aves	ITPR1	VZSR01001459.1	10232712	10378678	+	fragmentary	Itpr1_1	protein_coding	1	0.103	0.1329	0	intact	2 coding model(s) deliver 0.13 of the gene, best alone 0.10; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398615.1/miniprot.gff (model over VZSR01001459.1:10232712-10378678)
GCA_013398615.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398615.1	GenBank	Brachypodius melanocephalos	Aves	ITPR2	VZSR01002340.1	8119033	8359258	+	fragmentary	Itpr2_1	protein_coding	1	0.1052	0.1355	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398615.1/miniprot.gff (model over VZSR01002340.1:8119033-8359258)
GCA_013398615.1:ITPR3:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398615.1	GenBank	Brachypodius melanocephalos	Aves	ITPR3	VZSR01002526.1	2552752	2589225	+	noncoding	BRAATR_R04662	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013398615.1/miniprot.gff (model over VZSR01002526.1:2552752-2589225)
GCA_013398615.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398615.1	GenBank	Brachypodius melanocephalos	Aves	RYR	VZSR01000520.1	18929082	19118951	-	fragmentary	Ryr3_1	protein_coding	1	0.0346	0.0809	0	intact	4 coding model(s) deliver 0.08 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398615.1/miniprot.gff (model over VZSR01000520.1:18929082-19118951)
GCA_013398795.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398795.1	GenBank	Elachura formosa	Aves	ITPR1	WBNG01000009.1	5257043	5405887	+	fragmentary	Itpr1_1	protein_coding	1	0.103	0.1329	0	intact	2 coding model(s) deliver 0.13 of the gene, best alone 0.10; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398795.1/miniprot.gff (model over WBNG01000009.1:5257043-5405887)
GCA_013398795.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398795.1	GenBank	Elachura formosa	Aves	ITPR2	WBNG01000249.1	103434	351395	+	fragmentary	Itpr2_1	protein_coding	1	0.1053	0.1357	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398795.1/miniprot.gff (model over WBNG01000249.1:103434-351395)
GCA_013398795.1:RYR:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398795.1	GenBank	Elachura formosa	Aves	RYR	WBNG01000058.1	2626492	3006297	-	noncoding	ELAFOR_R07682	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013398795.1/miniprot.gff (model over WBNG01000058.1:2626492-3006297)
GCA_013398795.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398795.1	GenBank	Elachura formosa	Aves	RYR	WBNG01000069.1	2325252	2516903	+	fragmentary	Ryr3_1	protein_coding	1	0.0349	0.0814	0	intact	4 coding model(s) deliver 0.08 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398795.1/miniprot.gff (model over WBNG01000069.1:2325252-2516903)
GCA_013398835.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398835.1	GenBank	Emberiza fucata	Aves	ITPR1	VYZJ01000868.1	159473	241957	+	fragmentary	Itpr1_0	protein_coding	0.6222	0.1657	0.1657	0	not_scored	1 coding model(s) deliver 0.17 of the gene, best alone 0.17; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398835.1/miniprot.gff (model over VYZJ01000868.1:159473-241957)
GCA_013398835.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398835.1	GenBank	Emberiza fucata	Aves	ITPR2	VYZJ01000507.1	235276	475527	+	fragmentary	Itpr2_1	protein_coding	1	0.1053	0.1357	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398835.1/miniprot.gff (model over VYZJ01000507.1:235276-475527)
GCA_013398835.1:ITPR3:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398835.1	GenBank	Emberiza fucata	Aves	ITPR3	VYZJ01001343.1	32354	113870	+	noncoding	EMBFUC_R03987	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013398835.1/miniprot.gff (model over VYZJ01001343.1:32354-113870)
GCA_013398835.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398835.1	GenBank	Emberiza fucata	Aves	RYR	VYZJ01000340.1	650006	783095	-	fragmentary	Ryr3_2	protein_coding	0.9476	0.0366	0.0695	0	intact	3 coding model(s) deliver 0.07 of the gene, best alone 0.04; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398835.1/miniprot.gff (model over VYZJ01000340.1:650006-783095)
GCA_013398935.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398935.1	GenBank	Ceuthmochares aereus	Aves	ITPR1	VWPQ01001063.1	5121	174928	+	fragmentary	Itpr1_1	protein_coding	1	0.1031	0.1326	0	intact	2 coding model(s) deliver 0.13 of the gene, best alone 0.10; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398935.1/miniprot.gff (model over VWPQ01001063.1:5121-174928)
GCA_013398935.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398935.1	GenBank	Ceuthmochares aereus	Aves	ITPR2	VWPQ01000308.1	95545	352664	-	fragmentary	Itpr2_1	protein_coding	0.9963	0.1052	0.1355	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398935.1/miniprot.gff (model over VWPQ01000308.1:95545-352664)
GCA_013398935.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398935.1	GenBank	Ceuthmochares aereus	Aves	RYR	VWPQ01001982.1	853	117552	+	fragmentary	Ryr3_2	protein_coding	0.699	0.0499	0.095	0	not_scored	3 coding model(s) deliver 0.10 of the gene, best alone 0.05; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398935.1/miniprot.gff (model over VWPQ01001982.1:853-117552)
GCA_013398955.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398955.1	GenBank	Callaeas wilsoni	Aves	ITPR1	VWPU01015536.1	7010	106478	-	fragmentary	Itpr1_1	protein_coding	0.6715	0.1536	0.1536	0	not_scored	1 coding model(s) deliver 0.15 of the gene, best alone 0.15; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398955.1/miniprot.gff (model over VWPU01015536.1:7010-106478)
GCA_013398955.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398955.1	GenBank	Callaeas wilsoni	Aves	ITPR2	VWPU01018490.1	68	245267	+	fragmentary	Itpr2_1	protein_coding	1	0.1053	0.1357	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398955.1/miniprot.gff (model over VWPU01018490.1:68-245267)
GCA_013398955.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398955.1	GenBank	Callaeas wilsoni	Aves	RYR	VWPU01007266.1	89750	290386	-	fragmentary	Ryr3_0	protein_coding	1	0.0342	0.0707	0	intact	3 coding model(s) deliver 0.07 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398955.1/miniprot.gff (model over VWPU01007266.1:89750-290386)
GCA_013398975.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398975.1	GenBank	Catharus fuscescens	Aves	ITPR1	VWYD01006567.1	45680	136794	-	fragmentary	Itpr1_1	protein_coding	0.6956	0.0522	0.0951	0	not_scored	2 coding model(s) deliver 0.10 of the gene, best alone 0.05; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398975.1/miniprot.gff (model over VWYD01006567.1:45680-136794)
GCA_013398975.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398975.1	GenBank	Catharus fuscescens	Aves	ITPR2	VWYD01008180.1	280667	519982	-	fragmentary	Itpr2_1	protein_coding	1	0.1053	0.1353	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398975.1/miniprot.gff (model over VWYD01008180.1:280667-519982)
GCA_013398975.1:RYR:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398975.1	GenBank	Catharus fuscescens	Aves	RYR	VWYD01013793.1	182214	552014	+	noncoding	CATFUS_R13731	pseudogene	0.9974	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013398975.1/miniprot.gff (model over VWYD01013793.1:182214-552014)
GCA_013398975.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013398975.1	GenBank	Catharus fuscescens	Aves	RYR	VWYD01065695.1	559436	755825	-	fragmentary	Ryr3_0	protein_coding	1	0.0395	0.1107	0	intact	4 coding model(s) deliver 0.11 of the gene, best alone 0.04; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013398975.1/miniprot.gff (model over VWYD01065695.1:559436-755825)
GCA_013399035.1:ITPR1:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399035.1	GenBank	Quiscalus mexicanus	Aves	ITPR1	VWYF01032520.1	539	76352	-	noncoding	QUIMEX_R00733	pseudogene	0.6887	0	0	0	not_scored	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013399035.1/miniprot.gff (model over VWYF01032520.1:539-76352)
GCA_013399035.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399035.1	GenBank	Quiscalus mexicanus	Aves	ITPR2	VWYF01003474.1	3497	93229	-	fragmentary	Itpr2_0	protein_coding	0.5615	0.1876	0.1876	0	not_scored	1 coding model(s) deliver 0.19 of the gene, best alone 0.19; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399035.1/miniprot.gff (model over VWYF01003474.1:3497-93229)
GCA_013399035.1:RYR:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399035.1	GenBank	Quiscalus mexicanus	Aves	RYR	VWYF01012987.1	44475	184959	-	fragmentary	Ryr2_0	protein_coding	0.7816	0.0443	0.072	0	intact	2 coding model(s) deliver 0.07 of the gene, best alone 0.04; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399035.1/miniprot.gff (model over VWYF01012987.1:44475-184959)
GCA_013399035.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399035.1	GenBank	Quiscalus mexicanus	Aves	RYR	VWYF01015411.1	217625	393021	+	fragmentary	Ryr3_0	protein_coding	0.8878	0.045	0.0624	0	intact	2 coding model(s) deliver 0.06 of the gene, best alone 0.04; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399035.1/miniprot.gff (model over VWYF01015411.1:217625-393021)
GCA_013399075.1:ITPR1:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399075.1	GenBank	Chloroceryle aenea	Aves	ITPR1	VWZY01001946.1	2207	168963	-	noncoding	CHLAEN_R10158	pseudogene	0.991	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013399075.1/miniprot.gff (model over VWZY01001946.1:2207-168963)
GCA_013399075.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399075.1	GenBank	Chloroceryle aenea	Aves	ITPR2	VWZY01002652.1	47359	203397	+	fragmentary	Itpr2_0	protein_coding	0.7715	0.1365	0.1365	0	intact	1 coding model(s) deliver 0.14 of the gene, best alone 0.14; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399075.1/miniprot.gff (model over VWZY01002652.1:47359-203397)
GCA_013399075.1:ITPR3:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399075.1	GenBank	Chloroceryle aenea	Aves	ITPR3	VWZY01000040.1	258710	339501	+	noncoding	CHLAEN_R07046	pseudogene	0.991	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013399075.1/miniprot.gff (model over VWZY01000040.1:258710-339501)
GCA_013399305.1:ITPR1:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399305.1	GenBank	Rostratula benghalensis	Aves	ITPR1	VXAI01000036.1	5697540	5874783	+	noncoding	ROSBEN_R09378	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013399305.1/miniprot.gff (model over VXAI01000036.1:5697540-5874783)
GCA_013399305.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399305.1	GenBank	Rostratula benghalensis	Aves	ITPR2	VXAI01000006.1	11343912	11608406	-	fragmentary	Itpr2_1	protein_coding	0.9885	0.1065	0.1373	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399305.1/miniprot.gff (model over VXAI01000006.1:11343912-11608406)
GCA_013399305.1:RYR:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399305.1	GenBank	Rostratula benghalensis	Aves	RYR	VXAI01000004.1	229833	617047	-	noncoding	ROSBEN_R00401	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013399305.1/miniprot.gff (model over VXAI01000004.1:229833-617047)
GCA_013399305.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399305.1	GenBank	Rostratula benghalensis	Aves	RYR	VXAI01000009.1	8100978	8317864	+	fragmentary	Ryr3_2	protein_coding	1	0.0345	0.1083	0	intact	5 coding model(s) deliver 0.11 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399305.1/miniprot.gff (model over VXAI01000009.1:8100978-8317864)
GCA_013399395.1:ITPR1:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399395.1	GenBank	Nyctiprogne leucopyga	Aves	ITPR1	VZZU01000042.1	509754	681771	-	noncoding	NYCLEU_R12879	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013399395.1/miniprot.gff (model over VZZU01000042.1:509754-681771)
GCA_013399395.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399395.1	GenBank	Nyctiprogne leucopyga	Aves	ITPR2	VZZU01000124.1	666	180387	+	fragmentary	Itpr2	protein_coding	0.7678	0.0396	0.0396	0	intact	1 coding model(s) deliver 0.04 of the gene, best alone 0.04; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399395.1/miniprot.gff (model over VZZU01000124.1:666-180387)
GCA_013399455.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399455.1	GenBank	Anthoscopus minutus	Aves	ITPR1	VWYI01047507.1	143620	295325	+	fragmentary	Itpr1_1	protein_coding	1	0.0976	0.1638	0	intact	3 coding model(s) deliver 0.16 of the gene, best alone 0.10; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399455.1/miniprot.gff (model over VWYI01047507.1:143620-295325)
GCA_013399455.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399455.1	GenBank	Anthoscopus minutus	Aves	ITPR2	VWYI01032194.1	1677	145532	+	fragmentary	Itpr2_1	protein_coding	0.5941	0.0505	0.0505	0	not_scored	1 coding model(s) deliver 0.05 of the gene, best alone 0.05; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399455.1/miniprot.gff (model over VWYI01032194.1:1677-145532)
GCA_013399455.1:ITPR3:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399455.1	GenBank	Anthoscopus minutus	Aves	ITPR3	VWYI01048517.1	78475	92312	-	fragmentary	Itpr3_1	protein_coding	0.5045	0.0497	0.0497	0	not_scored	1 coding model(s) deliver 0.05 of the gene, best alone 0.05; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399455.1/miniprot.gff (model over VWYI01048517.1:78475-92312)
GCA_013399495.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399495.1	GenBank	Corythaixoides concolor	Aves	ITPR1	VXAM01000844.1	396822	555490	-	fragmentary	Itpr1_1	protein_coding	0.9712	0.1061	0.1365	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399495.1/miniprot.gff (model over VXAM01000844.1:396822-555490)
GCA_013399495.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399495.1	GenBank	Corythaixoides concolor	Aves	ITPR2	VXAM01000304.1	434291	734122	+	fragmentary	Itpr2_1	protein_coding	0.9885	0.1064	0.137	0	intact	2 coding model(s) deliver 0.14 of the gene, best alone 0.11; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399495.1/miniprot.gff (model over VXAM01000304.1:434291-734122)
GCA_013399495.1:ITPR3:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399495.1	GenBank	Corythaixoides concolor	Aves	ITPR3	VXAM01000033.1	368612	412129	-	noncoding	CORCON_R02939	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013399495.1/miniprot.gff (model over VXAM01000033.1:368612-412129)
GCA_013399495.1:RYR:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399495.1	GenBank	Corythaixoides concolor	Aves	RYR	VXAM01000550.1	288494	732927	+	noncoding	CORCON_R03947	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013399495.1/miniprot.gff (model over VXAM01000550.1:288494-732927)
GCA_013399565.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399565.1	GenBank	Podilymbus podiceps	Aves	ITPR1	VXAO01000176.1	1065495	1237751	+	fragmentary	Itpr1_1	protein_coding	1	0.103	0.1325	0	intact	2 coding model(s) deliver 0.13 of the gene, best alone 0.10; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399565.1/miniprot.gff (model over VXAO01000176.1:1065495-1237751)
GCA_013399565.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399565.1	GenBank	Podilymbus podiceps	Aves	ITPR2	VXAO01001455.1	85959	246616	-	fragmentary	Itpr2_1	protein_coding	0.6622	0.0459	0.0459	0	not_scored	1 coding model(s) deliver 0.05 of the gene, best alone 0.05; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399565.1/miniprot.gff (model over VXAO01001455.1:85959-246616)
GCA_013399565.1:RYR:1	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399565.1	GenBank	Podilymbus podiceps	Aves	RYR	VXAO01000161.1	281873	529214	+	fragmentary	Ryr3_2	protein_coding	1	0.0349	0.1094	0	intact	5 coding model(s) deliver 0.11 of the gene, best alone 0.03; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399565.1/miniprot.gff (model over VXAO01000161.1:281873-529214)
GCA_013399735.1:ITPR1:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399735.1	GenBank	Tyrannus savana	Aves	ITPR1	VXAW01003770.1	651721	808483	+	fragmentary	Itpr1_1	protein_coding	1	0.1031	0.1326	0	intact	2 coding model(s) deliver 0.13 of the gene, best alone 0.10; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399735.1/miniprot.gff (model over VXAW01003770.1:651721-808483)
GCA_013399735.1:ITPR2:0	genome	C3_incomplete	the annotated coding models deliver less than the bar	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399735.1	GenBank	Tyrannus savana	Aves	ITPR2	VXAW01003906.1	106432	244225	-	fragmentary	Itpr2_1	protein_coding	0.5733	0.053	0.053	0	not_scored	1 coding model(s) deliver 0.05 of the gene, best alone 0.05; extend or merge to the aligned exons	<data_root>/genome_sweep/GCA_013399735.1/miniprot.gff (model over VXAW01003906.1:106432-244225)
GCA_013399735.1:ITPR3:0	genome	C2_noncoding_only	the annotation names the gene and files it as non-coding, so no protein is served	low	the contig cannot carry the whole gene (D4) — the annotation's silence may be the assembly's	0		GCA_013399735.1	GenBank	Tyrannus savana	Aves	ITPR3	VXAW01010101.1	229002	338277	+	noncoding	TYRSAV_R08019	pseudogene	1	0	0	0	intact	the locus is held only by 1 non-coding feature(s) (pseudogene); the alignment gives a coding model over the same exons	<data_root>/genome_sweep/GCA_013399735.1/miniprot.gff (model over VXAW01010101.1:229002-338277)
