accession	call	confidence	rule	core	gene	species	taxon_id	group	phylum	class	order	length
A0AAV1EQX6	ITPR	high	longest per vertebrate order	0	XNOV1_A034147	Xyrichtys novacula (Pearly razorfish) (Hemipteronotus novacula)	13765	Vertebrata	Chordata	Actinopteri	Labriformes	2807
A0AAW1F2R9	ITPR	high	longest per vertebrate order	0	VZT92_013260	Zoarces viviparus (Viviparous eelpout) (Blennius viviparus)	48416	Vertebrata	Chordata	Actinopteri	Perciformes	2805
A0A835TB45	ITPR	medium	longest per species	0	HXX76_003529	Chlamydomonas incerta	51695	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	3182
A0A2K3CTW4	ITPR	high	longest per species	0	CHLRE_16g665450v5	Chlamydomonas reinhardtii (Chlamydomonas smithii)	3055	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	3210
A0A836B9Y3	ITPR	medium	longest per species	0	HYH02_003409	Chlamydomonas schloesseri	2026947	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	3219
A0AAE0LDZ1	ITPR	medium	longest per species	1	CYMTET_10314	Cymbomonas tetramitiformis	36881	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	3375
A0A835Y1X9	ITPR	medium	longest per species	0	HYH03_010506	Edaphochlamys debaryana	47281	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	3268
A0A150GRF6	ITPR	medium	longest per species	0	GPECTOR_9g418	Gonium pectorale (Green alga)	33097	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	2580
A0A8S1J4S2	ITPR	medium	longest per species	0	OSTQU699_LOCUS8069	Ostreobium quekettii	121088	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales	2446
A0A9W6C1N2	ITPR	medium	longest per species	0	PLEST011099	Pleodorina starrii	330485	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	3372
A0A2J8AAQ9	ITPR	medium	longest per species	0	TSOC_003768	Tetrabaena socialis	47790	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	2680
A0ABQ5SNM9	ITPR	medium	longest per species	0	VaNZ11_016878	Volvox africanus	51714	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	3236
D8UKJ4	ITPR	medium	longest per species	0	VOLCADRAFT_121781	Volvox carteri f. nagariensis	3068	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	3167
A0A152A7I8	RYR	medium	longest per species	1	DLAC_01018	Tieghemostelium lacteum (Slime mold) (Dictyostelium lacteum)	361077	Amoebozoa	Evosea	Eumycetozoa	Dictyosteliales	2845
A0A0D2WXI6	RYR	high	longest per species	1	CAOG_007989	Capsaspora owczarzaki (strain ATCC 30864)	595528	Eukaryota (other)		Filasterea		6625
F2UC37	RYR	high	longest per species	0	PTSG_06153	Salpingoeca rosetta (Choanoflagellate)	946362	Eukaryota (other)		Choanoflagellata	Craspedida	5340
A0A8B7ZN74	RYR	high	longest per species	0	LOC110986867	Acanthaster planci (Crown-of-thorns starfish)	133434	Metazoa (non-vertebrate)	Echinodermata	Asteroidea	Valvatida	5283
A0A9P0MMS1	RYR	high	longest per species	0	ACAOBT_LOCUS34893	Acanthoscelides obtectus (Bean weevil) (Bruchus obtectus)	200917	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5142
A0A812DS02	RYR	high	longest per species	0	SPHA_58076	Acanthosepion pharaonis (Pharaoh cuttlefish) (Sepia pharaonis)	158019	Metazoa (non-vertebrate)	Mollusca	Cephalopoda	Sepiida	2912
A0A914EFK3	RYR	high	longest per species	0		Acrobeloides nanus	290746	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	1883
A0A836FDY8	RYR	high	longest per species	0	Ryr	Acromyrmex charruanus	2715315	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5128
A0A836FFX1	RYR	high	longest per species	0	Ryr	Acromyrmex heyeri	230685	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5136
A0A836JHR0	RYR	high	longest per species	0	Ryr_1	Acromyrmex insinuator	230686	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	4697
A0A8R2H7N0	RYR	high	longest per species	0		Acyrthosiphon pisum (Pea aphid)	7029	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5101
A0A815JFZ8	RYR	high	longest per species	0	XAT740_LOCUS33116	Adineta ricciae (Rotifer)	249248	Metazoa (non-vertebrate)	Rotifera	Eurotatoria	Adinetida	4154
A0A813NCM0	RYR	high	longest per species	0	QVE165_LOCUS19907	Adineta steineri	433720	Metazoa (non-vertebrate)	Rotifera	Eurotatoria	Adinetida	5242
A0A2H4QG92	RYR	high	longest per species	0	RyR1	Adoxophyes orana (Summer fruit tortrix moth)	480707	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5113
A0A6I8T8R3	RYR	high	longest per species	0	5579122	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	7159	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5124
A0ABM1ZYA0	RYR	high	longest per species	0		Aedes albopictus (Asian tiger mosquito) (Stegomyia albopicta)	7160	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5013
A0A7F5QZ06	RYR	high	longest per species	0	LOC108744616	Agrilus planipennis (Emerald ash borer) (Agrilus marcopoli)	224129	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5123
A0A8J2MA65	RYR	medium	longest per species	0	AFUS01_LOCUS45220	Allacma fusca	39272	Metazoa (non-vertebrate)	Arthropoda	Collembola	Symphypleona	1602
A0AAQ4E921	RYR	high	longest per species	0	V5799_025594	Amblyomma americanum (Lone star tick)	6943	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Ixodida	1288
A0A6A4WJ60	RYR	high	longest per species	0	RyR_0	Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite)	1232801	Metazoa (non-vertebrate)	Arthropoda	Thecostraca	Balanomorpha	4233
A0AAN0JF00	RYR	high	longest per species	0		Amphimedon queenslandica (Sponge)	400682	Metazoa (non-vertebrate)	Porifera	Demospongiae	Haplosclerida	4753
A0A368H5X8	RYR	high	longest per species	0	ANCCAN_03288	Ancylostoma caninum (Dog hookworm)	29170	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2871
A0A016U0Q9	RYR	high	longest per species	0	Acey_s0063.g3426	Ancylostoma ceylanicum	53326	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3941
A0A0C2GYJ8	RYR	high	longest per species	0	ANCDUO_07507	Ancylostoma duodenale	51022	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2116
A0A158P902	RYR	high	longest per species	0		Angiostrongylus cantonensis (Rat lungworm)	6313	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	4798
A0A158PDE3	RYR	high	longest per species	0	ACOC_LOCUS575	Angiostrongylus costaricensis (Nematode worm)	334426	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	4328
A0A0M3IZX2	RYR	medium	longest per species	0	ASIM_LOCUS705	Anisakis simplex (Herring worm)	6269	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	513
A0A182FUC1	RYR	high	longest per species	0		Anopheles albimanus (New world malaria mosquito)	7167	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5119
A0A182I5V4	RYR	high	longest per species	0		Anopheles arabiensis (Mosquito)	7173	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5081
A0AAG5DRS8	RYR	high	longest per species	0		Anopheles atroparvus (European mosquito)	41427	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5111
A0A182JT73	RYR	high	longest per species	0		Anopheles christyi	43041	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	4995
A0A6E8W3D1	RYR	high	longest per species	0		Anopheles coluzzii (African malaria mosquito)	1518534	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5109
A0A182MMK6	RYR	high	longest per species	0		Anopheles culicifacies	139723	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5039
W5JDV8	RYR	high	longest per species	0		Anopheles darlingi (Mosquito)	43151	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5004
A0A182ND92	RYR	high	longest per species	0		Anopheles dirus	7168	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5078
A0A182PDB6	RYR	high	longest per species	0		Anopheles epiroticus	199890	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5107
A0A182QKY2	RYR	high	longest per species	0		Anopheles farauti	69004	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5013
A0A1S4H4U6	RYR	high	longest per species	0		Anopheles gambiae (African malaria mosquito)	7165	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5111
A0A182TIU4	RYR	high	longest per species	0		Anopheles melas	34690	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	4934
A0A182UXB4	RYR	high	longest per species	0		Anopheles merus (Mosquito)	30066	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	4955
A0A182WFR7	RYR	high	longest per species	0		Anopheles minimus	112268	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5113
A0A903Z5W0	RYR	high	longest per species	0		Anopheles quadriannulatus (Mosquito)	34691	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5106
A0A084WAS3	RYR	high	longest per species	0		Anopheles sinensis (Mosquito)	74873	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5077
A0A182Y6U7	RYR	high	longest per species	0		Anopheles stephensi (Indo-Pakistan malaria mosquito)	30069	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5085
A0ACE0G7E8	RYR	high	longest per species	0	ANTPLA_LOCUS10220	Anthophora plagiata	597819	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5492
A0A835CM71	RYR	high	longest per species	0	HCN44_008223	Aphidius gifuensis (Parasitoid wasp)	684658	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5145
A0A0H3XSN1	RYR	high	longest per species	0	RyR	Aphis citricidus (Brown citrus aphid) (Toxoptera citricida)	223852	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5104
A0A6G0Z6V5	RYR	high	longest per species	0	FWK35_00003306	Aphis craccivora (Cowpea aphid)	307492	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	3427
A0A6G0U418	RYR	high	longest per species	0	AGLY_002320	Aphis glycines (Soybean aphid)	307491	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5104
A0A9P0J9A2	RYR	high	longest per species	0	APHIGO_LOCUS8226	Aphis gossypii (Cotton aphid)	80765	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5104
A0A2A3ESZ8	RYR	high	longest per species	0	APICC_03182	Apis cerana cerana (Oriental honeybee)	94128	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5051
A0A7M7GWS7	RYR	high	longest per species	0	LOC408680	Apis mellifera (Honeybee)	7460	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5142
A0ABM1W3T6	RYR	high	longest per species	0	LOC101858456	Aplysia californica (California sea hare)	6500	Metazoa (non-vertebrate)	Mollusca	Gastropoda	Aplysiida	2135
A0A8S9WWE8	RYR	high	longest per species	0	GE061_005499	Apolygus lucorum (Small green plant bug) (Lygocoris lucorum)	248454	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	2639
A0A2G8L782	RYR	medium	longest per species	0	BSL78_07018	Apostichopus japonicus (Japanese spiky sea cucumber) (Stichopus japonicus)	307972	Metazoa (non-vertebrate)	Echinodermata	Holothuroidea	Aspidochirotida	1723
A0AAN7SKY1	RYR	high	longest per species	0	RN001_015072	Aquatica leii	1421715	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5086
A0A4Y2G0P6	RYR	high	longest per species	0	RyR_3	Araneus ventricosus (Orbweaver spider) (Epeira ventricosa)	182803	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	4723
A0A8S1BAV5	RYR	high	longest per species	0	APLA_LOCUS15128	Arctia plantaginis (Wood tiger moth) (Phalaena plantaginis)	874455	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	3315
A0A8T0EY51	RYR	high	longest per species	0	HNY73_013474	Argiope bruennichi (Wasp spider) (Aranea bruennichi)	94029	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	5244
A0AAV8Z8B1	RYR	high	longest per species	0	NQ318_022100	Aromia moschata	1265417	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2215
A0AA88HIW1	RYR	high	longest per species	0	QYM36_016513	Artemia franciscana (Brine shrimp) (Artemia sanfranciscana)	6661	Metazoa (non-vertebrate)	Arthropoda	Branchiopoda	Anostraca	2646
A0A9J2Q184	RYR	high	longest per species	0		Ascaris lumbricoides (Giant roundworm)	6252	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	1973
F1KPF8	RYR	high	longest per species	0		Ascaris suum (Pig roundworm) (Ascaris lumbricoides)	6253	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	4959
A0A158P0A3	RYR	high	longest per species	0	105626523	Atta cephalotes (Leafcutter ant)	12957	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5126
A0A195B655	RYR	high	longest per species	0	ALC53_09852	Atta colombica	520822	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5074
A0ABM3JCZ7	RYR	high	longest per species	0	LOC105232171	Bactrocera dorsalis (Oriental fruit fly) (Dacus dorsalis)	27457	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5142
A0ABD0L2J9	RYR	high	longest per species	0	BaRGS_00015256	Batillaria attramentaria	370345	Metazoa (non-vertebrate)	Mollusca	Gastropoda		3798
I3VR33	RYR	high	longest per species	0		Bemisia tabaci (Sweetpotato whitefly) (Aleurodes tabaci)	7038	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5142
A0ABM3LVF0	RYR	high	longest per species	0	LOC112049806	Bicyclus anynana (Squinting bush brown butterfly)	110368	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5150
A0A9W2ZVE5	RYR	high	longest per species	0	LOC106054240	Biomphalaria glabrata (Bloodfluke planorb) (Freshwater snail)	6526	Metazoa (non-vertebrate)	Mollusca	Gastropoda		5224
A0AAD8B2N2	RYR	high	longest per species	0	Bpfe_023625	Biomphalaria pfeifferi (Bloodfluke planorb) (Freshwater snail)	112525	Metazoa (non-vertebrate)	Mollusca	Gastropoda		4080
A0A9Q0RJZ4	RYR	high	longest per species	0	RDWZM_008333	Blomia tropicalis (Mite)	40697	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Sarcoptiformes	5152
A0A6P8LNL7	RYR	high	longest per species	0	LOC117206696	Bombus bifarius	103933	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5158
A0A6P8L8T1	RYR	high	longest per species	0	LOC100749661	Bombus impatiens (Bumblebee)	132113	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5158
A0A9C6SJC6	RYR	high	longest per species	0	LOC100643070	Bombus terrestris (Buff-tailed bumblebee) (Apis terrestris)	30195	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5158
A0A6J3KG89	RYR	high	longest per species	0	LOC117234761	Bombus vosnesenskii	207650	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	4060
A0A6J2KJN8	RYR	high	longest per species	0	LOC114250644	Bombyx mandarina (Wild silk moth) (Wild silkworm)	7092	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5161
A0A8R2M7J7	RYR	high	longest per species	0		Bombyx mori (Silk moth)	7091	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5167
A0A813MD17	RYR	high	longest per species	0	OXX778_LOCUS1568	Brachionus calyciflorus	104777	Metazoa (non-vertebrate)	Rotifera	Eurotatoria	Ploima	5152
A0A3M7Q4L9	RYR	medium	longest per species	0	BpHYR1_032501	Brachionus plicatilis (Marine rotifer) (Brachionus muelleri)	10195	Metazoa (non-vertebrate)	Rotifera	Eurotatoria	Ploima	1626
A0A6P4XJ96	RYR	high	longest per species	0	LOC109464113	Branchiostoma belcheri (Amphioxus)	7741	Metazoa (non-vertebrate)	Chordata	Leptocardii	Amphioxiformes	4960
A0A9J7MUA9	RYR	high	longest per species	0	LOC118419221	Branchiostoma floridae (Florida lancelet) (Amphioxus)	7739	Metazoa (non-vertebrate)	Chordata	Leptocardii	Amphioxiformes	4992
A0A8J9ZXK5	RYR	high	longest per species	0	RYR2	Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	7740	Metazoa (non-vertebrate)	Chordata	Leptocardii	Amphioxiformes	4975
A0A9P0ARV5	RYR	high	longest per species	0	MELIAE_LOCUS384	Brassicogethes aeneus (Rape pollen beetle) (Meligethes aeneus)	1431903	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5109
A0A8J9VTZ2	RYR	high	longest per species	0	BINO364_LOCUS4949	Brenthis ino (lesser marbled fritillary)	405034	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5139
A0A1P6C3Y0	RYR	high	longest per species	0		Brugia malayi (Filarial nematode worm)	6279	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5034
A0A158PQQ2	RYR	high	longest per species	0	BPAG_LOCUS8158	Brugia pahangi (Filarial nematode worm)	6280	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5139
A0A0R3QJC6	RYR	high	longest per species	0	BTMF_LOCUS5758	Brugia timori	42155	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3602
A0A7J7KHS8	RYR	medium	longest per species	1	EB796_004477	Bugula neritina (Brown bryozoan) (Sertularia neritina)	10212	Metazoa (non-vertebrate)	Bryozoa	Gymnolaemata	Cheilostomatida	2099
A0A811LFJ3	RYR	high	longest per species	0	BOKJ2_LOCUS11826	Bursaphelenchus okinawaensis	465554	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5318
A0A7I8XKB2	RYR	high	longest per species	0	BXYJ_LOCUS10953	Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)	6326	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5250
A0A9P1N8E4	RYR	high	longest per species	0	CAMP_LOCUS14568	Caenorhabditis angaria	860376	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5212
A0A8S1I045	RYR	high	longest per species	0	CAUJ_LOCUS15469	Caenorhabditis auriculariae	2777116	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3871
A0A8S1E5U6	RYR	high	longest per species	0	CBOVIS_LOCUS2262	Caenorhabditis bovis	2654633	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5259
G0MY32	RYR	high	longest per species	0	Cbn-unc-68	Caenorhabditis brenneri (Nematode worm)	135651	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5370
A8XUM8	RYR	high	longest per species	1	unc-68	Caenorhabditis briggsae	6238	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	6513
A0A2C9C3E8	RYR	high	longest per species	0	unc-68	Caenorhabditis elegans	6239	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5202
A0A8R1HP75	RYR	high	longest per species	0		Caenorhabditis japonica	281687	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5076
A0A261BHR6	RYR	high	longest per species	0	FL83_15641	Caenorhabditis latens	1503980	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5209
A0A2G5TLD0	RYR	high	longest per species	0	Cni-unc-68	Caenorhabditis nigoni	1611254	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3896
A0A260YZI1	RYR	high	longest per species	0	FL82_11448	Caenorhabditis remanei (Caenorhabditis vulgaris)	31234	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5269
A0A1I7T9I4	RYR	high	longest per species	0		Caenorhabditis tropicalis	1561998	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2979
A0AAV4NLR5	RYR	high	longest per species	0	RyR	Caerostris darwini	1538125	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	4311
A0AAV4Y703	RYR	high	longest per species	0	RyR	Caerostris extrusa (Bark spider) (Caerostris bankana)	172846	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	1514
A0ACE1DKF8	RYR	high	longest per species	0	CDAUBV1_LOCUS16675	Calicophoron daubneyi (Rumen fluke) (Paramphistomum daubneyi)	300641	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Plagiorchiida	5674
A0A653DA39	RYR	high	longest per species	0	CALMAC_LOCUS15312	Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid)	64391	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2381
E2AGR1	RYR	high	longest per species	0	EAG_04785	Camponotus floridanus (Florida carpenter ant)	104421	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	3132
X1Z8I7	RYR	high	longest per species	1		Capitella teleta (Polychaete worm)	283909	Metazoa (non-vertebrate)	Annelida	Polychaeta		5038
A0AAW2FGZ5	RYR	high	longest per species	0	PUN28_010669	Cardiocondyla obscurior	286306	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5136
A0A0H4P5L6	RYR	high	longest per species	0		Carposina sasakii (Peach fruit moth) (Carposina niponensis)	252295	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5134
A0AAJ7CFC2	RYR	high	longest per species	0	LOC107274666	Cephus cinctus (Wheat stem sawfly)	211228	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5147
A0AAJ7N459	RYR	high	longest per species	0	LOC108623053	Ceratina calcarata	156304	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5153
W8B6P9	RYR	high	longest per species	0	RY44	Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	7213	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5128
A0AAJ6YF89	RYR	high	longest per species	0	LOC105361468	Ceratosolen solmsi marchali	326594	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5090
A0A8J2LX31	RYR	high	longest per species	0	CJOHNSTONI_LOCUS879	Cercopithifilaria johnstoni	2874296	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5013
A0A9N9MGQ0	RYR	high	longest per species	0	CEUTPL_LOCUS2435	Ceutorhynchus assimilis (cabbage seed weevil)	467358	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5124
A0AAW0YJS6	RYR	high	longest per species	0	OTU49_010995	Cherax quadricarinatus (Australian red claw crayfish)	27406	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Decapoda	5066
A0A059XHF1	RYR	high	longest per species	0	RyR	Chilo suppressalis (Asiatic rice borer moth)	168631	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5133
A0A9N9RUB9	RYR	high	longest per species	0	CHIRRI_LOCUS6670	Chironomus riparius	315576	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5105
A0ACC0KBC1	RYR	high	longest per species	0	MSG28_015736	Choristoneura fumiferana (Spruce budworm moth) (Archips fumiferana)	7141	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	3625
A0A9P0BYQ2	RYR	high	longest per species	0	CINC_LOCUS8343	Chrysodeixis includens (Soybean looper) (Pseudoplusia includens)	689277	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	3766
A0ABD2QM95	RYR	high	longest per species	0	RYR3_1	Cichlidogyrus casuarinus	1844966	Metazoa (non-vertebrate)	Platyhelminthes	Monogenea	Dactylogyridea	3114
A0A8I6SMR1	RYR	high	longest per species	0		Cimex lectularius (Bed bug) (Acanthia lectularia)	79782	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5121
A0A5E4LY32	RYR	high	longest per species	0	CINCED_3A010629	Cinara cedri	506608	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	3669
H2XSF3	RYR	high	longest per species	0		Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)	7719	Metazoa (non-vertebrate)	Chordata	Ascidiacea	Phlebobranchia	5075
H2Y884	RYR	high	longest per species	0		Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Chordata	Ascidiacea	Phlebobranchia	5011
A0ABP0GL45	RYR	high	longest per species	0	CVLEPA_LOCUS24856	Clavelina lepadiformis (Light-bulb sea squirt) (Ascidia lepadiformis)	159417	Metazoa (non-vertebrate)	Chordata	Ascidiacea	Aplousobranchia	5090
A0A8S1C2V6	RYR	high	longest per species	0	CLODIP_2_CD14363	Cloeon dipterum	197152	Metazoa (non-vertebrate)	Arthropoda	Insecta	Ephemeroptera	5116
A0A8T1LXK5	RYR	high	longest per species	0	CSKR_103171	Clonorchis sinensis (Chinese liver fluke)	79923	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Opisthorchiida	5698
A0A1J1IT56	RYR	high	longest per species	0	CLUMA_CG014907	Clunio marinus	568069	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	6190
I1XB02	RYR	high	longest per species	0	RyR	Cnaphalocrocis medinalis (Rice leaffolder moth)	437488	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5087
A0A6L2Q4W7	RYR	high	longest per species	0	Cfor_08988	Coptotermes formosanus (Formosan subterranean termite)	36987	Metazoa (non-vertebrate)	Arthropoda	Insecta	Blattodea	4766
A0ABY6K664	RYR	high	longest per species	0	LAZ67_3000352	Cordylochernes scorpioides	51811	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Pseudoscorpiones	1255
A0A8J2HCS1	RYR	high	longest per species	0	HICCMSTLAB_LOCUS7171	Cotesia congregata (Parasitoid wasp) (Apanteles congregatus)	51543	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5056
A0AAV7I734	RYR	high	longest per species	0	KQX54_004882	Cotesia glomerata (Lepidopteran parasitic wasp) (Apanteles glomeratus)	32391	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	4857
A0A8J5QYZ6	RYR	high	longest per species	0	G9C98_003424	Cotesia typhae	2053667	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	4885
A0A8B8DQA7	RYR	high	longest per species	0	LOC111128529	Crassostrea virginica (Eastern oyster)	6565	Metazoa (non-vertebrate)	Mollusca	Bivalvia	Ostreida	5210
A0ABD2P1J4	RYR	high	longest per species	0	HHI36_018934	Cryptolaemus montrouzieri	559131	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5108
A0A2J7QMF8	RYR	high	longest per species	0	B7P43_G10849	Cryptotermes secundus	105785	Metazoa (non-vertebrate)	Arthropoda	Insecta	Blattodea	2487
A0ABD1DFM7	RYR	high	longest per species	0	pipiens_008938	Culex pipiens pipiens (Northern house mosquito)	38569	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5051
