accession	organism	vclass	window_a	window_b	n_mapped_a	n_mapped_b	n_links
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ctrl0	ctrl1	11	11	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ctrl0	ctrl2	11	11	0
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ctrl1	ctrl2	11	11	0
GCF_040054535.1	Antennarius striatus	Actinopteri	ctrl0	ctrl1	9	10	0
GCF_040054535.1	Antennarius striatus	Actinopteri	ctrl0	ctrl2	9	9	0
GCF_040054535.1	Antennarius striatus	Actinopteri	ctrl0	ctrl3	9	9	0
GCF_040054535.1	Antennarius striatus	Actinopteri	ctrl1	ctrl2	10	9	0
GCF_040054535.1	Antennarius striatus	Actinopteri	ctrl1	ctrl3	10	9	0
GCF_040054535.1	Antennarius striatus	Actinopteri	ctrl2	ctrl3	9	9	0
GCF_040807025.1	Struthio camelus	Aves	ctrl0	ctrl1	17	13	0
GCF_040807025.1	Struthio camelus	Aves	ctrl0	ctrl2	17	16	0
GCF_040807025.1	Struthio camelus	Aves	ctrl0	ctrl3	17	19	0
GCF_040807025.1	Struthio camelus	Aves	ctrl1	ctrl2	13	16	0
GCF_040807025.1	Struthio camelus	Aves	ctrl1	ctrl3	13	19	0
GCF_040807025.1	Struthio camelus	Aves	ctrl2	ctrl3	16	19	0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ctrl0	ctrl1	13	9	0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ctrl0	ctrl2	13	9	0
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ctrl1	ctrl2	9	9	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	ctrl0	ctrl1	17	14	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	ctrl0	ctrl2	17	8	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	ctrl0	ctrl3	17	20	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	ctrl1	ctrl2	14	8	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	ctrl1	ctrl3	14	20	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	ctrl2	ctrl3	8	20	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ctrl0	ctrl1	10	9	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ctrl0	ctrl2	10	7	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ctrl0	ctrl3	10	17	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ctrl1	ctrl2	9	7	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ctrl1	ctrl3	9	17	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ctrl2	ctrl3	7	17	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ctrl0	ctrl2	19	12	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ctrl0	ctrl1	10	14	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ctrl0	ctrl2	10	5	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ctrl0	ctrl3	10	10	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ctrl1	ctrl2	14	5	1
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ctrl1	ctrl3	14	10	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ctrl2	ctrl3	5	10	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ctrl0	ctrl1	7	9	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ctrl0	ctrl2	7	7	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ctrl0	ctrl3	7	5	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ctrl1	ctrl2	9	7	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ctrl1	ctrl3	9	5	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ctrl2	ctrl3	7	5	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	ctrl0	ctrl1	7	12	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	ctrl0	ctrl2	7	14	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	ctrl0	ctrl3	7	7	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	ctrl1	ctrl2	12	14	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	ctrl1	ctrl3	12	7	0
GCF_045865225.1	Trachurus japonicus	Actinopteri	ctrl2	ctrl3	14	7	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	ctrl0	ctrl1	12	7	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	ctrl0	ctrl3	12	6	0
GCF_046128005.1	Genypterus blacodes	Actinopteri	ctrl1	ctrl3	7	6	0
GCF_047370975.1	Nipponia nippon	Aves	ctrl0	ctrl1	18	19	0
GCF_047370975.1	Nipponia nippon	Aves	ctrl0	ctrl2	18	19	0
GCF_047370975.1	Nipponia nippon	Aves	ctrl0	ctrl3	18	18	0
GCF_047370975.1	Nipponia nippon	Aves	ctrl1	ctrl2	19	19	0
GCF_047370975.1	Nipponia nippon	Aves	ctrl1	ctrl3	19	18	0
GCF_047370975.1	Nipponia nippon	Aves	ctrl2	ctrl3	19	18	0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ctrl0	ctrl1	9	9	0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ctrl0	ctrl2	9	12	0
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ctrl1	ctrl2	9	12	0
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ctrl0	ctrl2	10	5	0
GCF_047663525.1	Anas platyrhynchos	Aves	ctrl0	ctrl1	18	15	0
GCF_047663525.1	Anas platyrhynchos	Aves	ctrl0	ctrl2	18	17	0
GCF_047663525.1	Anas platyrhynchos	Aves	ctrl0	ctrl3	18	20	0
GCF_047663525.1	Anas platyrhynchos	Aves	ctrl1	ctrl2	15	17	0
GCF_047663525.1	Anas platyrhynchos	Aves	ctrl1	ctrl3	15	20	0
GCF_047663525.1	Anas platyrhynchos	Aves	ctrl2	ctrl3	17	20	0
GCF_047716275.1	Strix uralensis	Aves	ctrl0	ctrl1	11	20	0
GCF_047716275.1	Strix uralensis	Aves	ctrl0	ctrl2	11	17	0
GCF_047716275.1	Strix uralensis	Aves	ctrl0	ctrl3	11	14	0
GCF_047716275.1	Strix uralensis	Aves	ctrl1	ctrl2	20	17	0
GCF_047716275.1	Strix uralensis	Aves	ctrl1	ctrl3	20	14	0
GCF_047716275.1	Strix uralensis	Aves	ctrl2	ctrl3	17	14	0
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ctrl0	ctrl1	12	11	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ctrl0	ctrl1	19	9	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ctrl0	ctrl2	19	18	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ctrl0	ctrl3	19	17	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ctrl1	ctrl2	9	18	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ctrl1	ctrl3	9	17	0
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ctrl2	ctrl3	18	17	0
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ctrl1	ctrl3	10	13	0
GCF_049350105.2	Macaca mulatta	Mammalia	ctrl0	ctrl1	13	18	0
GCF_049350105.2	Macaca mulatta	Mammalia	ctrl0	ctrl2	13	10	0
GCF_049350105.2	Macaca mulatta	Mammalia	ctrl0	ctrl3	13	14	0
GCF_049350105.2	Macaca mulatta	Mammalia	ctrl1	ctrl2	18	10	0
GCF_049350105.2	Macaca mulatta	Mammalia	ctrl1	ctrl3	18	14	0
GCF_049350105.2	Macaca mulatta	Mammalia	ctrl2	ctrl3	10	14	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ctrl0	ctrl1	20	19	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ctrl0	ctrl2	20	17	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ctrl0	ctrl3	20	18	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ctrl1	ctrl2	19	17	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ctrl1	ctrl3	19	18	0
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ctrl2	ctrl3	17	18	0
GCF_052040795.1	Danio rerio	Actinopteri	ctrl1	ctrl2	14	9	0
GCF_052040795.1	Danio rerio	Actinopteri	ctrl1	ctrl3	14	9	0
GCF_052040795.1	Danio rerio	Actinopteri	ctrl2	ctrl3	9	9	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ctrl0	ctrl1	17	17	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ctrl0	ctrl2	17	20	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ctrl0	ctrl3	17	19	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ctrl1	ctrl2	17	20	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ctrl1	ctrl3	17	19	0
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ctrl2	ctrl3	20	19	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ctrl0	ctrl1	5	6	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ctrl0	ctrl2	5	15	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ctrl0	ctrl3	5	5	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ctrl1	ctrl2	6	15	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ctrl1	ctrl3	6	5	0
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ctrl2	ctrl3	15	5	0
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ctrl0	ctrl2	12	9	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ctrl0	ctrl1	5	9	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ctrl0	ctrl2	5	8	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ctrl1	ctrl2	9	8	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ctrl0	ctrl1	13	6	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ctrl0	ctrl2	13	11	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ctrl0	ctrl3	13	14	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ctrl1	ctrl2	6	11	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ctrl1	ctrl3	6	14	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ctrl2	ctrl3	11	14	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	ctrl0	ctrl1	15	14	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	ctrl0	ctrl3	15	6	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	ctrl1	ctrl3	14	6	0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ctrl0	ctrl1	16	8	0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ctrl0	ctrl2	16	12	0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ctrl0	ctrl3	16	10	0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ctrl1	ctrl2	8	12	0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ctrl1	ctrl3	8	10	1
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ctrl2	ctrl3	12	10	0
GCF_900880675.2	Sparus aurata	Actinopteri	ctrl0	ctrl1	6	11	0
GCF_900880675.2	Sparus aurata	Actinopteri	ctrl0	ctrl2	6	9	0
GCF_900880675.2	Sparus aurata	Actinopteri	ctrl0	ctrl3	6	5	0
GCF_900880675.2	Sparus aurata	Actinopteri	ctrl1	ctrl2	11	9	0
GCF_900880675.2	Sparus aurata	Actinopteri	ctrl1	ctrl3	11	5	0
GCF_900880675.2	Sparus aurata	Actinopteri	ctrl2	ctrl3	9	5	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	ctrl0	ctrl1	15	11	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	ctrl0	ctrl2	15	8	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	ctrl0	ctrl3	15	13	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	ctrl1	ctrl2	11	8	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	ctrl1	ctrl3	11	13	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	ctrl2	ctrl3	8	13	0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ctrl0	ctrl2	14	15	0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ctrl0	ctrl3	14	18	0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ctrl2	ctrl3	15	18	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ctrl0	ctrl1	13	5	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ctrl0	ctrl2	13	8	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ctrl0	ctrl3	13	12	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ctrl1	ctrl2	5	8	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ctrl1	ctrl3	5	12	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ctrl2	ctrl3	8	12	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	ctrl0	ctrl1	8	6	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	ctrl0	ctrl2	8	10	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	ctrl0	ctrl3	8	7	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	ctrl1	ctrl2	6	10	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	ctrl1	ctrl3	6	7	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	ctrl2	ctrl3	10	7	0
GCF_902167405.1	Gadus morhua	Actinopteri	ctrl0	ctrl1	10	5	0
GCF_902167405.1	Gadus morhua	Actinopteri	ctrl0	ctrl3	10	9	0
GCF_902167405.1	Gadus morhua	Actinopteri	ctrl1	ctrl3	5	9	0
GCF_902362185.1	Chanos chanos	Actinopteri	ctrl0	ctrl1	15	9	0
GCF_902362185.1	Chanos chanos	Actinopteri	ctrl0	ctrl2	15	15	0
GCF_902362185.1	Chanos chanos	Actinopteri	ctrl0	ctrl3	15	10	0
GCF_902362185.1	Chanos chanos	Actinopteri	ctrl1	ctrl2	9	15	0
GCF_902362185.1	Chanos chanos	Actinopteri	ctrl1	ctrl3	9	10	0
GCF_902362185.1	Chanos chanos	Actinopteri	ctrl2	ctrl3	15	10	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ctrl1	ctrl2	7	8	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ctrl1	ctrl3	7	7	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ctrl2	ctrl3	8	7	0
GCF_907165065.1	Caprimulgus europaeus	Aves	ctrl0	ctrl1	15	16	0
GCF_907165065.1	Caprimulgus europaeus	Aves	ctrl0	ctrl2	15	18	0
GCF_907165065.1	Caprimulgus europaeus	Aves	ctrl0	ctrl3	15	19	0
GCF_907165065.1	Caprimulgus europaeus	Aves	ctrl1	ctrl2	16	18	0
GCF_907165065.1	Caprimulgus europaeus	Aves	ctrl1	ctrl3	16	19	0
GCF_907165065.1	Caprimulgus europaeus	Aves	ctrl2	ctrl3	18	19	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	ctrl0	ctrl1	12	17	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	ctrl0	ctrl2	12	8	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	ctrl0	ctrl3	12	9	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	ctrl1	ctrl2	17	8	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	ctrl1	ctrl3	17	9	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	ctrl2	ctrl3	8	9	0
GCF_947461875.1	Haliaeetus albicilla	Aves	ctrl0	ctrl1	20	11	0
GCF_947461875.1	Haliaeetus albicilla	Aves	ctrl0	ctrl2	20	15	0
GCF_947461875.1	Haliaeetus albicilla	Aves	ctrl0	ctrl3	20	18	0
GCF_947461875.1	Haliaeetus albicilla	Aves	ctrl1	ctrl2	11	15	0
GCF_947461875.1	Haliaeetus albicilla	Aves	ctrl1	ctrl3	11	18	0
GCF_947461875.1	Haliaeetus albicilla	Aves	ctrl2	ctrl3	15	18	0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ctrl0	ctrl2	6	12	0
GCF_949606895.1	Notothenia rossii	Actinopteri	ctrl0	ctrl1	5	10	0
GCF_949606895.1	Notothenia rossii	Actinopteri	ctrl0	ctrl2	5	10	0
GCF_949606895.1	Notothenia rossii	Actinopteri	ctrl0	ctrl3	5	7	0
GCF_949606895.1	Notothenia rossii	Actinopteri	ctrl1	ctrl2	10	10	0
GCF_949606895.1	Notothenia rossii	Actinopteri	ctrl1	ctrl3	10	7	0
GCF_949606895.1	Notothenia rossii	Actinopteri	ctrl2	ctrl3	10	7	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ctrl0	ctrl1	15	5	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ctrl0	ctrl2	15	15	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ctrl0	ctrl3	15	13	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ctrl1	ctrl2	5	15	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ctrl1	ctrl3	5	13	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ctrl2	ctrl3	15	13	0
GCF_949987685.1	Ammodytes marinus	Actinopteri	ctrl0	ctrl3	13	9	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ctrl0	ctrl1	19	14	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ctrl0	ctrl2	19	19	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ctrl0	ctrl3	19	19	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ctrl1	ctrl2	14	19	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ctrl1	ctrl3	14	19	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ctrl2	ctrl3	19	19	0
GCF_951799975.1	Gobius niger	Actinopteri	ctrl0	ctrl2	13	16	0
GCF_951799975.1	Gobius niger	Actinopteri	ctrl0	ctrl3	13	12	0
GCF_951799975.1	Gobius niger	Actinopteri	ctrl2	ctrl3	16	12	0
GCF_960531495.1	Zeus faber	Actinopteri	ctrl0	ctrl1	15	13	1
GCF_960531495.1	Zeus faber	Actinopteri	ctrl0	ctrl2	15	9	0
GCF_960531495.1	Zeus faber	Actinopteri	ctrl0	ctrl3	15	8	0
GCF_960531495.1	Zeus faber	Actinopteri	ctrl1	ctrl2	13	9	0
GCF_960531495.1	Zeus faber	Actinopteri	ctrl1	ctrl3	13	8	0
GCF_960531495.1	Zeus faber	Actinopteri	ctrl2	ctrl3	9	8	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	ctrl0	ctrl1	15	7	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	ctrl0	ctrl2	15	8	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	ctrl0	ctrl3	15	16	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	ctrl1	ctrl2	7	8	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	ctrl1	ctrl3	7	16	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	ctrl2	ctrl3	8	16	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	ctrl0	ctrl1	5	9	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	ctrl0	ctrl2	5	6	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	ctrl0	ctrl3	5	7	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	ctrl1	ctrl2	9	6	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	ctrl1	ctrl3	9	7	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	ctrl2	ctrl3	6	7	0
GCF_963514075.1	Conger conger	Actinopteri	ctrl0	ctrl1	12	12	0
GCF_963514075.1	Conger conger	Actinopteri	ctrl0	ctrl2	12	6	0
GCF_963514075.1	Conger conger	Actinopteri	ctrl1	ctrl2	12	6	0
GCF_963514085.1	Chelon labrosus	Actinopteri	ctrl0	ctrl3	12	5	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ctrl0	ctrl1	6	13	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ctrl0	ctrl2	6	7	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ctrl0	ctrl3	6	12	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ctrl1	ctrl2	13	7	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ctrl1	ctrl3	13	12	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ctrl2	ctrl3	7	12	0
GCF_963921805.1	Phalacrocorax carbo	Aves	ctrl0	ctrl1	16	15	0
GCF_963921805.1	Phalacrocorax carbo	Aves	ctrl0	ctrl2	16	16	0
GCF_963921805.1	Phalacrocorax carbo	Aves	ctrl0	ctrl3	16	10	0
GCF_963921805.1	Phalacrocorax carbo	Aves	ctrl1	ctrl2	15	16	0
GCF_963921805.1	Phalacrocorax carbo	Aves	ctrl1	ctrl3	15	10	0
GCF_963921805.1	Phalacrocorax carbo	Aves	ctrl2	ctrl3	16	10	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ctrl0	ctrl2	6	14	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ctrl0	ctrl3	6	6	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ctrl2	ctrl3	14	6	0
GCF_964195595.1	Calonectris borealis	Aves	ctrl0	ctrl1	19	19	0
GCF_964195595.1	Calonectris borealis	Aves	ctrl0	ctrl2	19	15	0
GCF_964195595.1	Calonectris borealis	Aves	ctrl0	ctrl3	19	15	0
GCF_964195595.1	Calonectris borealis	Aves	ctrl1	ctrl2	19	15	0
GCF_964195595.1	Calonectris borealis	Aves	ctrl1	ctrl3	19	15	0
GCF_964195595.1	Calonectris borealis	Aves	ctrl2	ctrl3	15	15	0
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ctrl0	ctrl2	17	20	0
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ctrl0	ctrl3	17	20	0
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ctrl2	ctrl3	20	20	0
GCF_964237585.1	Gallinula chloropus	Aves	ctrl1	ctrl2	19	20	0
GCF_964237585.1	Gallinula chloropus	Aves	ctrl1	ctrl3	19	18	0
GCF_964237585.1	Gallinula chloropus	Aves	ctrl2	ctrl3	20	18	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	ctrl0	ctrl1	8	11	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	ctrl0	ctrl2	8	15	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	ctrl0	ctrl3	8	17	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	ctrl1	ctrl2	11	15	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	ctrl1	ctrl3	11	17	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	ctrl2	ctrl3	15	17	0
GCF_964289735.1	Phaethon aethereus	Aves	ctrl0	ctrl1	18	16	0
GCF_964289735.1	Phaethon aethereus	Aves	ctrl0	ctrl2	18	6	0
GCF_964289735.1	Phaethon aethereus	Aves	ctrl0	ctrl3	18	19	0
GCF_964289735.1	Phaethon aethereus	Aves	ctrl1	ctrl2	16	6	0
GCF_964289735.1	Phaethon aethereus	Aves	ctrl1	ctrl3	16	19	0
GCF_964289735.1	Phaethon aethereus	Aves	ctrl2	ctrl3	6	19	0
GCF_964417175.1	Larus argentatus	Aves	ctrl0	ctrl2	17	19	0
GCF_964417175.1	Larus argentatus	Aves	ctrl0	ctrl3	17	15	0
GCF_964417175.1	Larus argentatus	Aves	ctrl2	ctrl3	19	15	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ctrl0	ctrl1	8	8	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ctrl0	ctrl2	8	7	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ctrl0	ctrl3	8	11	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ctrl1	ctrl2	8	7	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ctrl1	ctrl3	8	11	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ctrl2	ctrl3	7	11	0
GCF_965183815.1	Platalea leucorodia	Aves	ctrl0	ctrl1	17	17	0
GCF_965183815.1	Platalea leucorodia	Aves	ctrl0	ctrl2	17	18	0
GCF_965183815.1	Platalea leucorodia	Aves	ctrl0	ctrl3	17	18	0
GCF_965183815.1	Platalea leucorodia	Aves	ctrl1	ctrl2	17	18	0
GCF_965183815.1	Platalea leucorodia	Aves	ctrl1	ctrl3	17	18	0
GCF_965183815.1	Platalea leucorodia	Aves	ctrl2	ctrl3	18	18	0
GCF_965638725.1	Aptenodytes patagonicus	Aves	ctrl0	ctrl1	19	15	0
GCF_965638725.1	Aptenodytes patagonicus	Aves	ctrl0	ctrl2	19	20	0
GCF_965638725.1	Aptenodytes patagonicus	Aves	ctrl0	ctrl3	19	19	0
GCF_965638725.1	Aptenodytes patagonicus	Aves	ctrl1	ctrl2	15	20	0
GCF_965638725.1	Aptenodytes patagonicus	Aves	ctrl1	ctrl3	15	19	0
GCF_965638725.1	Aptenodytes patagonicus	Aves	ctrl2	ctrl3	20	19	0
