accession	organism	vclass	vorder	contig_spans_gene	cell	n_copies	n_contigs	same_contig	copy_id	contig	start	end	strand	coverage	identity	integrity	bait	annot_gene
GCF_025201925.1	Gopherus flavomarginatus	Testudines	Testudines	1	RYR	3	3	0	GCF_025201925.1#RYR#copy2	NC_066621.1	101755109	102386061	-	1.0	0.679	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_025201925.1	Gopherus flavomarginatus	Testudines	Testudines	1	RYR	3	3	0	GCF_025201925.1#RYR#copy3	NC_066634.1	23087959	23196086	-	1.0	0.8399	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	Squamata	1	RYR	3	2	1	GCF_027244095.1#RYR#copy1	NC_069657.1	66846215	67489968	+	1.0	0.6798	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	Squamata	1	RYR	3	2	1	GCF_027244095.1#RYR#copy2	NC_069657.1	382602747	383227193	+	0.996	0.9448	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR2
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	Squamata	1	RYR	3	2	1	GCF_027244095.1#RYR#copy3	NC_069663.1	26230803	26352322	+	1.0	0.852	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_027409185.1	Cynocephalus volans	Mammalia	Dermoptera	1	RYR	3	3	0	GCF_027409185.1#RYR#copy1	NC_084462.1	102818143	103308348	+	1.0	0.6722	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_027409185.1	Cynocephalus volans	Mammalia	Dermoptera	1	RYR	3	3	0	GCF_027409185.1#RYR#copy2	NC_084469.1	56189407	56304776	+	1.0	0.7883	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_027409185.1	Cynocephalus volans	Mammalia	Dermoptera	1	RYR	3	3	0	GCF_027409185.1#RYR#copy3	NC_084477.1	12255770	12873335	-	1.0	0.9805	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	1	ITPR1	2	1	1	GCF_027409825.1#ITPR1#copy1	NC_070580.1	12381978	12460044	-	1.0	0.8693	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	1	ITPR1	2	1	1	GCF_027409825.1#ITPR1#copy2	NC_070580.1	17060141	17127759	+	1.0	0.9629	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC128354948
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	1	RYR	6	6	0	GCF_027409825.1#RYR#copy1	NC_070583.1	18532994	18609485	-	1.0	0.8127	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	1	RYR	6	6	0	GCF_027409825.1#RYR#copy2	NC_070590.1	16297503	16346478	-	1.0	0.8001	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC128371656
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	1	RYR	6	6	0	GCF_027409825.1#RYR#copy3	NC_070591.1	13579405	13642479	+	1.0	0.5654	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	1	RYR	6	6	0	GCF_027409825.1#RYR#copy4	NC_070593.1	18740874	18839595	-	1.0	0.6747	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC128374953
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	1	RYR	6	6	0	GCF_027409825.1#RYR#copy5	NC_070594.1	22814935	22951048	-	1.0	0.6517	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	1	RYR	6	6	0	GCF_027409825.1#RYR#copy6	NC_070597.1	25867613	26079785	-	1.0	0.8808	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	1	ITPR1	2	2	0	GCF_027579695.1#ITPR1#copy1	NC_083572.1	116317775	116522927	+	1.0	0.929	intact	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	itpr1a
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	1	ITPR1	2	2	0	GCF_027579695.1#ITPR1#copy2	NC_083594.1	52725687	52913828	+	1.0	0.8674	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	1	RYR	6	5	1	GCF_027579695.1#RYR#copy1	NC_083571.1	104841350	105136414	-	1.0	0.6574	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	1	RYR	6	5	1	GCF_027579695.1#RYR#copy2	NC_083574.1	9704945	9984867	+	1.0	0.8042	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC132887638
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	1	RYR	6	5	1	GCF_027579695.1#RYR#copy3	NC_083579.1	8199026	8409541	+	1.0	0.539	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	1	RYR	6	5	1	GCF_027579695.1#RYR#copy4	NC_083579.1	42600784	43098354	+	0.9968	0.6797	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	LOC132893656
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	1	RYR	6	5	1	GCF_027579695.1#RYR#copy5	NC_083582.1	72104830	72693173	+	1.0	0.9261	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	1	RYR	6	5	1	GCF_027579695.1#RYR#copy6	NC_083593.1	630470	758530	-	1.0	0.8014	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1a
GCF_027579735.1	Bombina bombina	Amphibia	Anura	1	RYR	2	2	0	GCF_027579735.1#RYR#copy1	NC_069499.1	269971288	271053601	+	1.0	0.6854	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_027579735.1	Bombina bombina	Amphibia	Anura	1	RYR	2	2	0	GCF_027579735.1#RYR#copy2	NC_069505.1	488657609	488906186	-	1.0	0.9127	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_027595985.1	Sorex araneus	Mammalia	Eulipotyphla	1	RYR	3	3	0	GCF_027595985.1#RYR#copy1	NC_073304.1	78636932	79046745	-	0.9972	0.6791	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	RYR3
GCF_027595985.1	Sorex araneus	Mammalia	Eulipotyphla	1	RYR	3	3	0	GCF_027595985.1#RYR#copy2	NC_073309.1	41991281	42109046	+	1.0	0.7868	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_027595985.1	Sorex araneus	Mammalia	Eulipotyphla	1	RYR	3	3	0	GCF_027595985.1#RYR#copy3	NC_073310.1	25503971	26264381	-	1.0	0.9767	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCF_028372415.1	Notamacropus eugenii	Mammalia	Diprotodontia	1	RYR	3	3	0	GCF_028372415.1#RYR#copy1	NC_092873.1	396845033	397669390	+	1.0	0.9612	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCF_028372415.1	Notamacropus eugenii	Mammalia	Diprotodontia	1	RYR	3	3	0	GCF_028372415.1#RYR#copy2	NC_092876.1	31486735	31797868	+	1.0	0.7934	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_028372415.1	Notamacropus eugenii	Mammalia	Diprotodontia	1	RYR	3	3	0	GCF_028372415.1#RYR#copy3	NC_092878.1	17686281	18434742	-	1.0	0.6762	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_028389875.1	Rhea pennata	Aves	Rheiformes	1	RYR	3	3	0	GCF_028389875.1#RYR#copy1	NC_084665.1	44110792	44553486	-	1.0	0.9785	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_028389875.1	Rhea pennata	Aves	Rheiformes	1	RYR	3	3	0	GCF_028389875.1#RYR#copy2	NC_084667.1	10070862	10301205	+	1.0	0.6776	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_028389875.1	Rhea pennata	Aves	Rheiformes	1	RYR	3	3	0	GCF_028389875.1#RYR#copy3	NW_026907588.1	19590	77477	-	0.8305	0.8005	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC134154056
GCF_028858725.1	Colius striatus	Aves	Coliiformes	1	RYR	2	2	0	GCF_028858725.1#RYR#copy1	NC_084760.1	70145850	70468342	-	0.993	0.9747	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_028858725.1	Colius striatus	Aves	Coliiformes	1	RYR	2	2	0	GCF_028858725.1#RYR#copy2	NC_084764.1	12505643	12733648	-	1.0	0.6725	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	1	ITPR1	2	2	0	GCF_029633855.1#ITPR1#copy1	NC_089802.1	52073090	52113304	-	1.0	0.9308	intact	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	itpr1a
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	1	ITPR1	2	2	0	GCF_029633855.1#ITPR1#copy2	NC_089804.1	36016610	36158601	-	1.0	0.8735	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	1	RYR	5	4	1	GCF_029633855.1#RYR#copy1	NC_089800.1	68056985	68145088	+	0.9934	0.6172	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr2b
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	1	RYR	5	4	1	GCF_029633855.1#RYR#copy2	NC_089800.1	74935961	75153157	+	1.0	0.6808	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC136698520
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	1	RYR	5	4	1	GCF_029633855.1#RYR#copy3	NC_089802.1	3443452	3553534	+	0.7944	0.9163	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	1	RYR	5	4	1	GCF_029633855.1#RYR#copy4	NC_089806.1	14612366	14694234	-	1.0	0.6682	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	1	RYR	5	4	1	GCF_029633855.1#RYR#copy5	NC_089810.1	12904468	12996674	-	1.0	0.8053	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC136709801
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	1	ITPR1	2	1	1	GCF_029633865.1#ITPR1#copy1	NC_079212.1	86063075	86264405	+	1.0	0.9473	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC130107877
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	1	ITPR1	2	1	1	GCF_029633865.1#ITPR1#copy2	NC_079212.1	117761611	117924420	-	1.0	0.8577	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	1	RYR	6	6	0	GCF_029633865.1#RYR#copy1	NC_079217.1	8300110	8447161	-	0.9968	0.8086	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	1	RYR	6	6	0	GCF_029633865.1#RYR#copy2	NC_079218.1	19237021	19316545	-	1.0	0.752	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC130116306
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	1	RYR	6	6	0	GCF_029633865.1#RYR#copy3	NC_079223.1	18834755	18968390	+	1.0	0.6509	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	ryr2b
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	1	RYR	6	6	0	GCF_029633865.1#RYR#copy4	NC_079225.1	10918808	11087699	+	0.9936	0.6619	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	1	RYR	6	6	0	GCF_029633865.1#RYR#copy5	NC_079226.1	18644021	18814704	+	1.0	0.6818	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC130125987
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	1	RYR	6	6	0	GCF_029633865.1#RYR#copy6	NC_079227.1	42849181	44077250	+	1.0	0.87	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_030020395.1	Manis pentadactyla	Mammalia	Pholidota	1	RYR	3	3	0	GCF_030020395.1#RYR#copy1	NC_080026.1	54615012	55574675	+	1.0	0.9753	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCF_030020395.1	Manis pentadactyla	Mammalia	Pholidota	1	RYR	3	3	0	GCF_030020395.1#RYR#copy2	NC_080029.1	83057274	83571335	-	1.0	0.6673	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_030020395.1	Manis pentadactyla	Mammalia	Pholidota	1	RYR	3	3	0	GCF_030020395.1#RYR#copy3	NC_080033.1	13502429	13615212	-	1.0	0.7886	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_030445035.2	Dasypus novemcinctus	Mammalia	Cingulata	1	RYR	3	3	0	GCF_030445035.2#RYR#copy1	NC_080675.1	103866085	104371286	-	1.0	0.6697	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_030445035.2	Dasypus novemcinctus	Mammalia	Cingulata	1	RYR	3	3	0	GCF_030445035.2#RYR#copy2	NC_080685.1	12301424	13035717	-	1.0	0.9755	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCF_030445035.2	Dasypus novemcinctus	Mammalia	Cingulata	1	RYR	3	3	0	GCF_030445035.2#RYR#copy3	NC_080690.1	59083785	59202620	+	1.0	0.7835	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_030463565.1	Pelecanus crispus	Aves	Pelecaniformes	1	RYR	2	2	0	GCF_030463565.1#RYR#copy1	NC_134645.1	20650498	21107286	+	1.0	0.9859	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_030463565.1	Pelecanus crispus	Aves	Pelecaniformes	1	RYR	2	2	0	GCF_030463565.1#RYR#copy2	NC_134648.1	37981346	38236159	-	1.0	0.6714	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_030490865.1	Poecile atricapillus	Aves	Passeriformes	1	ITPR2	2	2	0	GCF_030490865.1#ITPR2#copy1	NC_081288.1	16636474	16877527	+	1.0	0.9807	intact	A0A672UP22|ITPR2|Strigops_habroptila	LOC131591576
GCF_030490865.1	Poecile atricapillus	Aves	Passeriformes	1	ITPR2	2	2	0	GCF_030490865.1#ITPR2#copy2	NC_081289.1	16142827	16383087	+	1.0	0.98	intact	A0A672UP22|ITPR2|Strigops_habroptila	LOC131592968
GCF_030490865.1	Poecile atricapillus	Aves	Passeriformes	1	RYR	3	3	0	GCF_030490865.1#RYR#copy1	NC_081249.1	149859915	150059406	-	1.0	0.6738	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_030490865.1	Poecile atricapillus	Aves	Passeriformes	1	RYR	3	3	0	GCF_030490865.1#RYR#copy2	NC_081251.1	69478251	69858166	-	1.0	0.9785	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_030490865.1	Poecile atricapillus	Aves	Passeriformes	1	RYR	3	3	0	GCF_030490865.1#RYR#copy3	NC_081279.1	3586397	3745743	-	1.0	0.7523	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_030867095.1	Alligator mississippiensis	Crocodylia	Crocodylia	1	RYR	3	3	0	GCF_030867095.1#RYR#copy1	NC_081824.1	154260965	155097530	+	1.0	0.9946	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR2
GCF_030867095.1	Alligator mississippiensis	Crocodylia	Crocodylia	1	RYR	3	3	0	GCF_030867095.1#RYR#copy2	NC_081825.1	243691450	244247153	-	1.0	0.6805	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_030867095.1	Alligator mississippiensis	Crocodylia	Crocodylia	1	RYR	3	3	0	GCF_030867095.1#RYR#copy3	NC_081838.1	1918721	1975992	+	1.0	0.8428	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_030867145.1	Opisthocomus hoazin	Aves	Opisthocomiformes	1	RYR	2	2	0	GCF_030867145.1#RYR#copy1	NC_134415.1	9067755	9515401	+	1.0	0.9807	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_030867145.1	Opisthocomus hoazin	Aves	Opisthocomiformes	1	RYR	2	2	0	GCF_030867145.1#RYR#copy2	NC_134420.1	38163329	38409295	-	1.0	0.6708	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_030936135.1	Gavia stellata	Aves	Gaviiformes	1	RYR	3	3	0	GCF_030936135.1#RYR#copy1	NC_082595.1	28168596	28609868	-	1.0	0.9829	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_030936135.1	Gavia stellata	Aves	Gaviiformes	1	RYR	3	3	0	GCF_030936135.1#RYR#copy2	NC_082600.1	36295811	36535622	+	1.0	0.6746	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_030936135.1	Gavia stellata	Aves	Gaviiformes	1	RYR	3	3	0	GCF_030936135.1#RYR#copy3	NC_082634.1	265267	333613	-	0.8223	0.7862	lesion_rich	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	1	ITPR1	2	1	1	GCF_033026475.1#ITPR1#copy1	NC_090201.1	6408074	6480628	+	1.0	0.865	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	1	ITPR1	2	1	1	GCF_033026475.1#ITPR1#copy2	NC_090201.1	13103597	13164435	+	1.0	0.9431	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC137127812
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	1	RYR	6	6	0	GCF_033026475.1#RYR#copy1	NC_090197.1	36225056	36292277	+	1.0	0.5561	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	1	RYR	6	6	0	GCF_033026475.1#RYR#copy2	NC_090202.1	25303331	25362853	+	1.0	0.807	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	1	RYR	6	6	0	GCF_033026475.1#RYR#copy3	NC_090203.1	28419755	28646067	+	1.0	0.8724	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	1	RYR	6	6	0	GCF_033026475.1#RYR#copy4	NC_090212.1	8885562	8975126	+	1.0	0.6746	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC137101345
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	1	RYR	6	6	0	GCF_033026475.1#RYR#copy5	NC_090213.1	4255617	4348838	-	1.0	0.643	intact	H3BGR5|RYR|Latimeria_chalumnae	ryr3
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	1	RYR	6	6	0	GCF_033026475.1#RYR#copy6	NC_090220.1	563655	610729	-	1.0	0.7975	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC137109158
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	1	ITPR1	2	1	1	GCF_033807715.1#ITPR1#copy1	NC_084594.1	27744458	27829701	+	1.0	0.9447	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1a
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	1	ITPR1	2	1	1	GCF_033807715.1#ITPR1#copy2	NC_084594.1	35806517	35919716	-	1.0	0.8424	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC133448914
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	1	RYR	6	6	0	GCF_033807715.1#RYR#copy1	NC_084590.1	44025478	44178907	-	1.0	0.8043	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	1	RYR	6	6	0	GCF_033807715.1#RYR#copy2	NC_084600.1	14723321	14781149	+	1.0	0.7896	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC133459660
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	1	RYR	6	6	0	GCF_033807715.1#RYR#copy3	NC_084602.1	25355732	25494327	-	1.0	0.6739	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC133462280
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	1	RYR	6	6	0	GCF_033807715.1#RYR#copy4	NC_084603.1	24957872	25031590	-	1.0	0.6227	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr2b
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	1	RYR	6	6	0	GCF_033807715.1#RYR#copy5	NC_084604.1	10187043	10332866	-	1.0	0.658	intact	Q92736|RYR2|Homo_sapiens|RYR2	ryr3
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	1	RYR	6	6	0	GCF_033807715.1#RYR#copy6	NC_084605.1	1014277	1281891	+	1.0	0.8181	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	1	ITPR1	2	1	1	GCF_033978785.1#ITPR1#copy1	NC_084731.1	24183116	24381431	+	1.0	0.8472	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	1	ITPR1	2	1	1	GCF_033978785.1#ITPR1#copy2	NC_084731.1	33154477	33362908	+	1.0	0.9415	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC133650755
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	1	RYR	7	6	1	GCF_033978785.1#RYR#copy1	NC_084733.1	52930374	53312532	-	1.0	0.6706	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC133646604
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	1	RYR	7	6	1	GCF_033978785.1#RYR#copy2	NC_084735.1	62630031	62692378	-	1.0	0.7927	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC133650860
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	1	RYR	7	6	1	GCF_033978785.1#RYR#copy3	NC_084735.1	63444777	63507094	-	1.0	0.7927	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC133650876
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	1	RYR	7	6	1	GCF_033978785.1#RYR#copy4	NC_084738.1	36236874	36509607	+	1.0	0.8353	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	1	RYR	7	6	1	GCF_033978785.1#RYR#copy5	NC_084739.1	61873333	62077739	+	0.9967	0.5207	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	LOC133657601
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	1	RYR	7	6	1	GCF_033978785.1#RYR#copy6	NC_084740.1	43310425	43605292	-	1.0	0.8036	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	1	RYR	7	6	1	GCF_033978785.1#RYR#copy7	NC_084753.1	17203788	17511786	-	1.0	0.6539	intact	Q92736|RYR2|Homo_sapiens|RYR2	ryr3
GCF_034619465.1	Leptosomus discolor	Aves	Leptosomiformes	1	RYR	2	2	0	GCF_034619465.1#RYR#copy1	NC_141392.1	42633502	43069990	-	1.0	0.9817	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_034619465.1	Leptosomus discolor	Aves	Leptosomiformes	1	RYR	2	2	0	GCF_034619465.1#RYR#copy2	NC_141393.1	35892624	36133603	+	1.0	0.6743	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	1	RYR	3	3	0	GCF_034638445.1#RYR#copy1	NC_132936.1	85582057	86029677	+	1.0	0.9843	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	1	RYR	3	3	0	GCF_034638445.1#RYR#copy2	NC_132939.1	36023116	36275456	-	1.0	0.6766	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	1	RYR	3	3	0	GCF_034638445.1#RYR#copy3	NC_132966.1	281663	409791	-	1.0	0.7759	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	1	ITPR1	2	1	1	GCF_034702125.1#ITPR1#copy1	NC_085870.1	7851637	7951769	+	1.0	0.8786	intact	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	itpr1a
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	1	ITPR1	2	1	1	GCF_034702125.1#ITPR1#copy2	NC_085870.1	26797879	27067336	+	1.0	0.8646	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	1	RYR	6	6	0	GCF_034702125.1#RYR#copy1	NC_085863.1	43243949	43424637	+	1.0	0.7999	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC134452946
