gene_a	gene_b	symbol_a	symbol_b	duplication_level
ENSG00000120784	ENSG00000234284	ZFP30	ZNF879	Bilateria
ENSG00000169740	ENSG00000234284	ZNF32	ZNF879	Bilateria
ENSG00000188283	ENSG00000234284	ZNF383	ZNF879	Bilateria
ENSG00000198453	ENSG00000234284	ZNF568	ZNF879	Bilateria
ENSG00000196967	ENSG00000234284	ZNF585A	ZNF879	Bilateria
ENSG00000234284	ENSG00000245680	ZNF879	ZNF585B	Bilateria
ENSG00000180479	ENSG00000234284	ZNF571	ZNF879	Bilateria
ENSG00000177932	ENSG00000189144	ZNF354C	ZNF573	Bilateria
ENSG00000177932	ENSG00000198182	ZNF354C	ZNF607	Bilateria
ENSG00000177932	ENSG00000181007	ZNF354C	ZFP82	Bilateria
ENSG00000171817	ENSG00000177932	ZNF540	ZNF354C	Bilateria
ENSG00000177932	ENSG00000196793	ZNF354C	ZNF239	Bilateria
ENSG00000120784	ENSG00000177932	ZFP30	ZNF354C	Bilateria
ENSG00000169740	ENSG00000177932	ZNF32	ZNF354C	Bilateria
ENSG00000177932	ENSG00000188283	ZNF354C	ZNF383	Bilateria
ENSG00000177932	ENSG00000198453	ZNF354C	ZNF568	Bilateria
ENSG00000177932	ENSG00000196967	ZNF354C	ZNF585A	Bilateria
ENSG00000177932	ENSG00000245680	ZNF354C	ZNF585B	Bilateria
ENSG00000177932	ENSG00000180479	ZNF354C	ZNF571	Bilateria
ENSG00000087116	ENSG00000138316	ADAMTS2	ADAMTS14	Bilateria
ENSG00000087116	ENSG00000100767	ADAMTS2	PAPLN	Bilateria
ENSG00000072121	ENSG00000176783	ZFYVE26	RUFY1	Bilateria
ENSG00000166140	ENSG00000176783	ZFYVE19	RUFY1	Bilateria
ENSG00000165861	ENSG00000176783	ZFYVE1	RUFY1	Bilateria
ENSG00000048471	ENSG00000176783	SNX29	RUFY1	Bilateria
ENSG00000169045	ENSG00000169813	HNRNPH1	HNRNPF	Bilateria
ENSG00000161021	ENSG00000184384	MAML1	MAML2	Gnathostomata
ENSG00000132965	ENSG00000213316	ALOX5AP	LTC4S	Vertebrata
ENSG00000161013	ENSG00000182050	MGAT4B	MGAT4C	Bilateria
ENSG00000065491	ENSG00000197226	TBC1D22B	TBC1D9B	Opisthokonta
ENSG00000111490	ENSG00000197226	TBC1D30	TBC1D9B	Opisthokonta
ENSG00000068354	ENSG00000197226	TBC1D25	TBC1D9B	Opisthokonta
ENSG00000121749	ENSG00000197226	TBC1D15	TBC1D9B	Opisthokonta
ENSG00000148429	ENSG00000197226	USP6NL	TBC1D9B	Opisthokonta
ENSG00000108523	ENSG00000113269	RNF167	RNF130	Bilateria
ENSG00000146090	ENSG00000237441	RASGEF1C	RGL2	Bilateria
ENSG00000146090	ENSG00000198915	RASGEF1C	RASGEF1A	Bilateria
ENSG00000146090	ENSG00000171777	RASGEF1C	RASGRP4	Bilateria
ENSG00000100485	ENSG00000146090	SOS2	RASGEF1C	Bilateria
ENSG00000079337	ENSG00000146090	RAPGEF3	RASGEF1C	Bilateria
ENSG00000146090	ENSG00000172575	RASGEF1C	RASGRP1	Bilateria
ENSG00000050748	ENSG00000096063	MAPK9	SRPK1	Opisthokonta
ENSG00000050748	ENSG00000102882	MAPK9	MAPK3	Opisthokonta
ENSG00000050748	ENSG00000156711	MAPK9	MAPK13	Opisthokonta
ENSG00000050748	ENSG00000135250	MAPK9	SRPK2	Opisthokonta
ENSG00000050748	ENSG00000185386	MAPK9	MAPK11	Opisthokonta
ENSG00000050748	ENSG00000184343	MAPK9	SRPK3	Opisthokonta
ENSG00000050748	ENSG00000107643	MAPK9	MAPK8	Opisthokonta
ENSG00000013523	ENSG00000113300	ANGEL1	CNOT6	Opisthokonta
ENSG00000037280	ENSG00000062524	FLT4	LTK	Bilateria
ENSG00000037280	ENSG00000167601	FLT4	AXL	Bilateria
ENSG00000037280	ENSG00000165731	FLT4	RET	Bilateria
ENSG00000108395	ENSG00000146054	TRIM37	TRIM7	Bilateria
ENSG00000146054	ENSG00000166326	TRIM7	TRIM44	Bilateria
ENSG00000146054	ENSG00000221926	TRIM7	TRIM16	Bilateria
ENSG00000141569	ENSG00000146054	TRIM65	TRIM7	Bilateria
ENSG00000132481	ENSG00000146054	TRIM47	TRIM7	Bilateria
ENSG00000108395	ENSG00000146063	TRIM37	TRIM41	Bilateria
ENSG00000146063	ENSG00000166326	TRIM41	TRIM44	Bilateria
ENSG00000146063	ENSG00000221926	TRIM41	TRIM16	Bilateria
ENSG00000141569	ENSG00000146063	TRIM65	TRIM41	Bilateria
ENSG00000132481	ENSG00000146063	TRIM47	TRIM41	Bilateria
ENSG00000108395	ENSG00000183718	TRIM37	TRIM52	Bilateria
ENSG00000166326	ENSG00000183718	TRIM44	TRIM52	Bilateria
ENSG00000183718	ENSG00000221926	TRIM52	TRIM16	Bilateria
ENSG00000141569	ENSG00000183718	TRIM65	TRIM52	Bilateria
ENSG00000132481	ENSG00000183718	TRIM47	TRIM52	Bilateria
ENSG00000176299	ENSG00000230178	OR4M1	OR4F3	Vertebrata
ENSG00000169484	ENSG00000230178	OR4K14	OR4F3	Vertebrata
ENSG00000176253	ENSG00000230178	OR4K13	OR4F3	Vertebrata
ENSG00000184140	ENSG00000230178	OR4F6	OR4F3	Vertebrata
ENSG00000176290	ENSG00000230178	OR4K3	OR4F3	Vertebrata
ENSG00000112679	ENSG00000198252	DUSP22	STYX	Opisthokonta
ENSG00000112679	ENSG00000276023	DUSP22	DUSP14	Opisthokonta
ENSG00000112679	ENSG00000127952	DUSP22	STYXL1	Opisthokonta
ENSG00000126456	ENSG00000137265	IRF3	IRF4	Chordata
ENSG00000137265	ENSG00000185507	IRF4	IRF7	Chordata
ENSG00000111206	ENSG00000164379	FOXM1	FOXQ1	Opisthokonta
ENSG00000164379	ENSG00000170608	FOXQ1	FOXA3	Opisthokonta
ENSG00000137166	ENSG00000137273	FOXP4	FOXF2	Bilateria
ENSG00000054598	ENSG00000111206	FOXC1	FOXM1	Opisthokonta
ENSG00000054598	ENSG00000170608	FOXC1	FOXA3	Opisthokonta
ENSG00000099377	ENSG00000112699	HSD3B7	GMDS	Opisthokonta
ENSG00000104522	ENSG00000112699	GFUS	GMDS	Opisthokonta
ENSG00000088451	ENSG00000112699	TGDS	GMDS	Opisthokonta
ENSG00000112699	ENSG00000184860	GMDS	SDR42E1	Opisthokonta
ENSG00000112699	ENSG00000183921	GMDS	SDR42E2	Opisthokonta
ENSG00000112699	ENSG00000147383	GMDS	NSDHL	Opisthokonta
ENSG00000145949	ENSG00000183049	MYLK4	CAMK1D	Opisthokonta
ENSG00000130822	ENSG00000145949	PNCK	MYLK4	Opisthokonta
ENSG00000021355	ENSG00000132386	SERPINB1	SERPINF1	Bilateria
ENSG00000132386	ENSG00000170542	SERPINF1	SERPINB9	Bilateria
ENSG00000124570	ENSG00000132386	SERPINB6	SERPINF1	Bilateria
ENSG00000137275	ENSG00000139625	RIPK1	MAP3K12	Bilateria
ENSG00000130758	ENSG00000137275	MAP3K10	RIPK1	Bilateria
ENSG00000078061	ENSG00000137275	ARAF	RIPK1	Bilateria
ENSG00000006432	ENSG00000137275	MAP3K9	RIPK1	Bilateria
ENSG00000106077	ENSG00000137274	ABHD11	BPHL	Opisthokonta
ENSG00000106484	ENSG00000137274	MEST	BPHL	Opisthokonta
ENSG00000137267	ENSG00000183785	TUBB2A	TUBA8	Opisthokonta
ENSG00000108423	ENSG00000137267	TUBD1	TUBB2A	Opisthokonta
ENSG00000137285	ENSG00000183785	TUBB2B	TUBA8	Opisthokonta
ENSG00000108423	ENSG00000137285	TUBD1	TUBB2B	Opisthokonta
ENSG00000092096	ENSG00000137266	SLC22A17	SLC22A23	Opisthokonta
ENSG00000071859	ENSG00000145945	FAM50A	FAM50B	Euteleostomi
ENSG00000112739	ENSG00000156345	PRP4K	CDK20	Opisthokonta
ENSG00000059758	ENSG00000112739	CDK17	PRP4K	Opisthokonta
ENSG00000100490	ENSG00000112739	CDKL1	PRP4K	Opisthokonta
ENSG00000112739	ENSG00000170312	PRP4K	CDK1	Opisthokonta
ENSG00000112739	ENSG00000135446	PRP4K	CDK4	Opisthokonta
ENSG00000102225	ENSG00000112739	CDK16	PRP4K	Opisthokonta
ENSG00000145975	ENSG00000196227	FAM217A	FAM217B	Tetrapoda
ENSG00000107897	ENSG00000198721	ACBD5	ECI2	Opisthokonta
ENSG00000181513	ENSG00000198721	ACBD4	ECI2	Opisthokonta
ENSG00000176244	ENSG00000198721	ACBD7	ECI2	Opisthokonta
ENSG00000127884	ENSG00000153046	ECHS1	CDYL	Opisthokonta
ENSG00000104823	ENSG00000153046	ECH1	CDYL	Opisthokonta
ENSG00000132825	ENSG00000219607	PPP1R3D	PPP1R3G	Opisthokonta
ENSG00000049769	ENSG00000219607	PPP1R3F	PPP1R3G	Opisthokonta
ENSG00000145982	ENSG00000255561	FARS2	FDXACB1	Opisthokonta
ENSG00000124782	ENSG00000127152	RREB1	BCL11B	Bilateria
ENSG00000124203	ENSG00000124782	ZNF831	RREB1	Bilateria
ENSG00000096696	ENSG00000243156	DSP	MICAL3	Bilateria
ENSG00000070182	ENSG00000096696	SPTB	DSP	Bilateria
ENSG00000096696	ENSG00000135596	DSP	MICAL1	Bilateria
ENSG00000096696	ENSG00000139354	DSP	GAS2L3	Bilateria
ENSG00000096696	ENSG00000176438	DSP	SYNE3	Bilateria
ENSG00000096696	ENSG00000137877	DSP	SPTBN5	Bilateria
ENSG00000096696	ENSG00000130402	DSP	ACTN4	Bilateria
ENSG00000119699	ENSG00000153162	TGFB3	BMP6	Bilateria
ENSG00000105329	ENSG00000153162	TGFB1	BMP6	Bilateria
ENSG00000125965	ENSG00000153162	GDF5	BMP6	Bilateria
ENSG00000124786	ENSG00000205060	SLC35B3	SLC35B4	Opisthokonta
ENSG00000111845	ENSG00000167716	PAK1IP1	WDR81	Opisthokonta
ENSG00000075702	ENSG00000111845	WDR62	PAK1IP1	Opisthokonta
ENSG00000106638	ENSG00000111845	TBL2	PAK1IP1	Opisthokonta
ENSG00000111845	ENSG00000139350	PAK1IP1	NEDD1	Opisthokonta
ENSG00000096063	ENSG00000111837	SRPK1	MAK	Opisthokonta
ENSG00000102882	ENSG00000111837	MAPK3	MAK	Opisthokonta
ENSG00000111837	ENSG00000156711	MAK	MAPK13	Opisthokonta
ENSG00000111837	ENSG00000135250	MAK	SRPK2	Opisthokonta
ENSG00000111837	ENSG00000185386	MAK	MAPK11	Opisthokonta
ENSG00000111837	ENSG00000184343	MAK	SRPK3	Opisthokonta
ENSG00000107643	ENSG00000111837	MAPK8	MAK	Opisthokonta
ENSG00000087589	ENSG00000111859	CASS4	NEDD9	Chordata
ENSG00000095951	ENSG00000127152	HIVEP1	BCL11B	Bilateria
ENSG00000095951	ENSG00000124203	HIVEP1	ZNF831	Bilateria
ENSG00000112137	ENSG00000112419	PHACTR1	PHACTR2	Opisthokonta
ENSG00000104808	ENSG00000145990	DHDH	GFOD1	Bilateria
ENSG00000068903	ENSG00000124523	SIRT2	SIRT5	Opisthokonta
ENSG00000124523	ENSG00000142082	SIRT5	SIRT3	Opisthokonta
ENSG00000010017	ENSG00000167778	RANBP9	SPRYD3	Opisthokonta
ENSG00000050393	ENSG00000137500	MCUR1	CCDC90B	Vertebrata
ENSG00000008083	ENSG00000126012	JARID2	KDM5C	Opisthokonta
ENSG00000076067	ENSG00000112183	RBMS2	RBM24	Opisthokonta
ENSG00000124789	ENSG00000196313	NUP153	POM121	Chordata
ENSG00000137177	ENSG00000237649	KIF13A	KIFC1	Opisthokonta
ENSG00000125337	ENSG00000137177	KIF25	KIF13A	Opisthokonta
ENSG00000066735	ENSG00000137177	KIF26A	KIF13A	Opisthokonta
ENSG00000137177	ENSG00000138160	KIF13A	KIF11	Opisthokonta
ENSG00000101350	ENSG00000137177	KIF3B	KIF13A	Opisthokonta
ENSG00000137177	ENSG00000164627	KIF13A	KIF6	Opisthokonta
ENSG00000137393	ENSG00000185345	RNF144B	PRKN	Opisthokonta
ENSG00000125968	ENSG00000172201	ID1	ID4	Bilateria
ENSG00000102312	ENSG00000172197	PORCN	MBOAT1	Bilateria
ENSG00000101412	ENSG00000112242	E2F1	E2F3	Bilateria
ENSG00000101391	ENSG00000145996	CDK5RAP1	CDKAL1	Bilateria
ENSG00000124766	ENSG00000134532	SOX4	SOX5	Bilateria
ENSG00000124766	ENSG00000203883	SOX4	SOX18	Bilateria
ENSG00000112294	ENSG00000119711	ALDH5A1	ALDH6A1	Opisthokonta
ENSG00000137261	ENSG00000167642	KIAA0319	SPINT2	Bilateria
ENSG00000042062	ENSG00000111913	RIPOR3	RIPOR2	Gnathostomata
ENSG00000079691	ENSG00000159753	CARMIL1	CARMIL2	Bilateria
ENSG00000023191	ENSG00000079691	RNH1	CARMIL1	Bilateria
ENSG00000079691	ENSG00000104866	CARMIL1	PPP1R37	Bilateria
ENSG00000079691	ENSG00000186648	CARMIL1	CARMIL3	Bilateria
ENSG00000134955	ENSG00000146039	SLC37A2	SLC17A4	Opisthokonta
ENSG00000146039	ENSG00000157800	SLC17A4	SLC37A3	Opisthokonta
ENSG00000146039	ENSG00000179520	SLC17A4	SLC17A8	Opisthokonta
ENSG00000124568	ENSG00000134955	SLC17A1	SLC37A2	Opisthokonta
ENSG00000124568	ENSG00000157800	SLC17A1	SLC37A3	Opisthokonta
ENSG00000124568	ENSG00000179520	SLC17A1	SLC17A8	Opisthokonta
ENSG00000124564	ENSG00000134955	SLC17A3	SLC37A2	Opisthokonta
ENSG00000124564	ENSG00000157800	SLC17A3	SLC37A3	Opisthokonta
ENSG00000124564	ENSG00000179520	SLC17A3	SLC17A8	Opisthokonta
ENSG00000112337	ENSG00000134955	SLC17A2	SLC37A2	Opisthokonta
ENSG00000112337	ENSG00000157800	SLC17A2	SLC37A3	Opisthokonta
ENSG00000112337	ENSG00000179520	SLC17A2	SLC17A8	Opisthokonta
ENSG00000108395	ENSG00000112343	TRIM37	TRIM38	Bilateria
ENSG00000112343	ENSG00000166326	TRIM38	TRIM44	Bilateria
ENSG00000112343	ENSG00000221926	TRIM38	TRIM16	Bilateria
ENSG00000112343	ENSG00000141569	TRIM38	TRIM65	Bilateria
ENSG00000112343	ENSG00000132481	TRIM38	TRIM47	Bilateria
ENSG00000188375	ENSG00000275714	H3-5	H3C1	Opisthokonta
ENSG00000188375	ENSG00000286522	H3-5	H3C2	Opisthokonta
ENSG00000188375	ENSG00000287080	H3-5	H3C3	Opisthokonta
ENSG00000188375	ENSG00000197409	H3-5	H3C4	Opisthokonta
ENSG00000188375	ENSG00000274750	H3-5	H3C6	Opisthokonta
ENSG00000188375	ENSG00000277775	H3-5	H3C7	Opisthokonta
ENSG00000188375	ENSG00000273983	H3-5	H3C8	Opisthokonta
ENSG00000181315	ENSG00000189144	ZNF322	ZNF573	Bilateria
ENSG00000181315	ENSG00000198182	ZNF322	ZNF607	Bilateria
ENSG00000181007	ENSG00000181315	ZFP82	ZNF322	Bilateria
ENSG00000171817	ENSG00000181315	ZNF540	ZNF322	Bilateria
ENSG00000181315	ENSG00000196793	ZNF322	ZNF239	Bilateria
ENSG00000120784	ENSG00000181315	ZFP30	ZNF322	Bilateria
ENSG00000169740	ENSG00000181315	ZNF32	ZNF322	Bilateria
ENSG00000181315	ENSG00000188283	ZNF322	ZNF383	Bilateria
ENSG00000181315	ENSG00000198453	ZNF322	ZNF568	Bilateria
ENSG00000181315	ENSG00000196967	ZNF322	ZNF585A	Bilateria
ENSG00000181315	ENSG00000245680	ZNF322	ZNF585B	Bilateria
ENSG00000180479	ENSG00000181315	ZNF571	ZNF322	Bilateria
ENSG00000112812	ENSG00000176978	PRSS16	DPP7	Bilateria
ENSG00000112812	ENSG00000137509	PRSS16	PRCP	Bilateria
ENSG00000158553	ENSG00000196313	POM121L2	POM121	Gnathostomata
ENSG00000124613	ENSG00000189144	ZNF391	ZNF573	Bilateria
ENSG00000124613	ENSG00000198182	ZNF391	ZNF607	Bilateria
ENSG00000124613	ENSG00000181007	ZNF391	ZFP82	Bilateria
ENSG00000124613	ENSG00000171817	ZNF391	ZNF540	Bilateria
ENSG00000124613	ENSG00000196793	ZNF391	ZNF239	Bilateria
ENSG00000120784	ENSG00000124613	ZFP30	ZNF391	Bilateria
ENSG00000124613	ENSG00000169740	ZNF391	ZNF32	Bilateria
ENSG00000124613	ENSG00000188283	ZNF391	ZNF383	Bilateria
ENSG00000124613	ENSG00000198453	ZNF391	ZNF568	Bilateria
ENSG00000124613	ENSG00000196967	ZNF391	ZNF585A	Bilateria
ENSG00000124613	ENSG00000245680	ZNF391	ZNF585B	Bilateria
ENSG00000124613	ENSG00000180479	ZNF391	ZNF571	Bilateria
ENSG00000096654	ENSG00000213973	ZNF184	ZNF99	Bilateria
ENSG00000096654	ENSG00000197050	ZNF184	ZNF420	Bilateria
ENSG00000096654	ENSG00000196437	ZNF184	ZNF569	Bilateria
ENSG00000188375	ENSG00000278828	H3-5	H3C10	Opisthokonta
ENSG00000188375	ENSG00000275379	H3-5	H3C11	Opisthokonta
ENSG00000188375	ENSG00000197153	H3-5	H3C12	Opisthokonta
ENSG00000189144	ENSG00000226314	ZNF573	ZKSCAN8P1	Bilateria
ENSG00000198182	ENSG00000226314	ZNF607	ZKSCAN8P1	Bilateria
ENSG00000181007	ENSG00000226314	ZFP82	ZKSCAN8P1	Bilateria
ENSG00000171817	ENSG00000226314	ZNF540	ZKSCAN8P1	Bilateria
ENSG00000196793	ENSG00000226314	ZNF239	ZKSCAN8P1	Bilateria
ENSG00000120784	ENSG00000226314	ZFP30	ZKSCAN8P1	Bilateria
ENSG00000169740	ENSG00000226314	ZNF32	ZKSCAN8P1	Bilateria
ENSG00000188283	ENSG00000226314	ZNF383	ZKSCAN8P1	Bilateria
ENSG00000198453	ENSG00000226314	ZNF568	ZKSCAN8P1	Bilateria
ENSG00000196967	ENSG00000226314	ZNF585A	ZKSCAN8P1	Bilateria
ENSG00000226314	ENSG00000245680	ZKSCAN8P1	ZNF585B	Bilateria
ENSG00000180479	ENSG00000226314	ZNF571	ZKSCAN8P1	Bilateria
ENSG00000176153	ENSG00000198704	GPX2	GPX6	Opisthokonta
ENSG00000176153	ENSG00000224586	GPX2	GPX5	Opisthokonta
ENSG00000108395	ENSG00000204713	TRIM37	TRIM27	Bilateria
ENSG00000166326	ENSG00000204713	TRIM44	TRIM27	Bilateria
ENSG00000204713	ENSG00000221926	TRIM27	TRIM16	Bilateria
ENSG00000141569	ENSG00000204713	TRIM65	TRIM27	Bilateria
ENSG00000132481	ENSG00000204713	TRIM47	TRIM27	Bilateria
ENSG00000189144	ENSG00000197935	ZNF573	ZNF311	Bilateria
ENSG00000197935	ENSG00000198182	ZNF311	ZNF607	Bilateria
ENSG00000181007	ENSG00000197935	ZFP82	ZNF311	Bilateria
ENSG00000171817	ENSG00000197935	ZNF540	ZNF311	Bilateria
ENSG00000196793	ENSG00000197935	ZNF239	ZNF311	Bilateria
ENSG00000120784	ENSG00000197935	ZFP30	ZNF311	Bilateria
ENSG00000169740	ENSG00000197935	ZNF32	ZNF311	Bilateria
ENSG00000188283	ENSG00000197935	ZNF383	ZNF311	Bilateria
ENSG00000197935	ENSG00000198453	ZNF311	ZNF568	Bilateria
ENSG00000196967	ENSG00000197935	ZNF585A	ZNF311	Bilateria
ENSG00000197935	ENSG00000245680	ZNF311	ZNF585B	Bilateria
ENSG00000180479	ENSG00000197935	ZNF571	ZNF311	Bilateria
ENSG00000112462	ENSG00000176299	OR12D3	OR4M1	Vertebrata
ENSG00000112462	ENSG00000169484	OR12D3	OR4K14	Vertebrata
ENSG00000112462	ENSG00000176253	OR12D3	OR4K13	Vertebrata
ENSG00000112462	ENSG00000184140	OR12D3	OR4F6	Vertebrata
ENSG00000112462	ENSG00000176290	OR12D3	OR4K3	Vertebrata
ENSG00000176299	ENSG00000280236	OR4M1	OR12D2	Vertebrata
ENSG00000169484	ENSG00000280236	OR4K14	OR12D2	Vertebrata
ENSG00000176253	ENSG00000280236	OR4K13	OR12D2	Vertebrata
ENSG00000184140	ENSG00000280236	OR4F6	OR12D2	Vertebrata
ENSG00000176290	ENSG00000280236	OR4K3	OR12D2	Vertebrata
ENSG00000176299	ENSG00000251608	OR4M1	OR12D1	Vertebrata
ENSG00000169484	ENSG00000251608	OR4K14	OR12D1	Vertebrata
ENSG00000176253	ENSG00000251608	OR4K13	OR12D1	Vertebrata
ENSG00000184140	ENSG00000251608	OR4F6	OR12D1	Vertebrata
ENSG00000176290	ENSG00000251608	OR4K3	OR12D1	Vertebrata
ENSG00000183150	ENSG00000204694	GPR19	OR11A1	Bilateria
ENSG00000166716	ENSG00000204644	ZNF592	ZFP57	Bilateria
ENSG00000110851	ENSG00000204644	PRDM4	ZFP57	Bilateria
ENSG00000189164	ENSG00000204644	ZNF527	ZFP57	Bilateria
ENSG00000108395	ENSG00000204618	TRIM37	RNF39	Bilateria
ENSG00000166326	ENSG00000204618	TRIM44	RNF39	Bilateria
ENSG00000204618	ENSG00000221926	RNF39	TRIM16	Bilateria
ENSG00000141569	ENSG00000204618	TRIM65	RNF39	Bilateria
ENSG00000132481	ENSG00000204618	TRIM47	RNF39	Bilateria
ENSG00000108395	ENSG00000204616	TRIM37	TRIM31	Bilateria
ENSG00000166326	ENSG00000204616	TRIM44	TRIM31	Bilateria
ENSG00000204616	ENSG00000221926	TRIM31	TRIM16	Bilateria
ENSG00000141569	ENSG00000204616	TRIM65	TRIM31	Bilateria
ENSG00000132481	ENSG00000204616	TRIM47	TRIM31	Bilateria
ENSG00000108395	ENSG00000204614	TRIM37	TRIM40	Bilateria
ENSG00000166326	ENSG00000204614	TRIM44	TRIM40	Bilateria
ENSG00000204614	ENSG00000221926	TRIM40	TRIM16	Bilateria
ENSG00000141569	ENSG00000204614	TRIM65	TRIM40	Bilateria
ENSG00000132481	ENSG00000204614	TRIM47	TRIM40	Bilateria
ENSG00000108395	ENSG00000204613	TRIM37	TRIM10	Bilateria
ENSG00000166326	ENSG00000204613	TRIM44	TRIM10	Bilateria
ENSG00000204613	ENSG00000221926	TRIM10	TRIM16	Bilateria
ENSG00000141569	ENSG00000204613	TRIM65	TRIM10	Bilateria
ENSG00000132481	ENSG00000204613	TRIM47	TRIM10	Bilateria
ENSG00000108395	ENSG00000204610	TRIM37	TRIM15	Bilateria
ENSG00000166326	ENSG00000204610	TRIM44	TRIM15	Bilateria
ENSG00000204610	ENSG00000221926	TRIM15	TRIM16	Bilateria
ENSG00000141569	ENSG00000204610	TRIM65	TRIM15	Bilateria
ENSG00000132481	ENSG00000204610	TRIM47	TRIM15	Bilateria
ENSG00000108395	ENSG00000234127	TRIM37	TRIM26	Bilateria
ENSG00000166326	ENSG00000234127	TRIM44	TRIM26	Bilateria
ENSG00000221926	ENSG00000234127	TRIM16	TRIM26	Bilateria
ENSG00000141569	ENSG00000234127	TRIM65	TRIM26	Bilateria
ENSG00000132481	ENSG00000234127	TRIM47	TRIM26	Bilateria
ENSG00000108395	ENSG00000204599	TRIM37	TRIM39	Bilateria
ENSG00000166326	ENSG00000204599	TRIM44	TRIM39	Bilateria
ENSG00000204599	ENSG00000221926	TRIM39	TRIM16	Bilateria
ENSG00000141569	ENSG00000204599	TRIM65	TRIM39	Bilateria
ENSG00000132481	ENSG00000204599	TRIM47	TRIM39	Bilateria
ENSG00000130119	ENSG00000204590	GNL3L	GNL1	Opisthokonta
ENSG00000108406	ENSG00000204560	DHX40	DHX16	Opisthokonta
ENSG00000134815	ENSG00000204560	DHX34	DHX16	Opisthokonta
ENSG00000183785	ENSG00000196230	TUBA8	TUBB	Opisthokonta
ENSG00000108423	ENSG00000196230	TUBD1	TUBB	Opisthokonta
ENSG00000062524	ENSG00000204580	LTK	DDR1	Bilateria
ENSG00000167601	ENSG00000204580	AXL	DDR1	Bilateria
ENSG00000165731	ENSG00000204580	RET	DDR1	Bilateria
ENSG00000176155	ENSG00000204536	CCDC57	CCHCR1	Chordata
ENSG00000184271	ENSG00000204531	POU6F1	POU5F1	Bilateria
ENSG00000168872	ENSG00000198563	DDX19A	DDX39B	Opisthokonta
ENSG00000185163	ENSG00000198563	DDX51	DDX39B	Opisthokonta
ENSG00000141543	ENSG00000198563	EIF4A3	DDX39B	Opisthokonta
ENSG00000124228	ENSG00000198563	DDX27	DDX39B	Opisthokonta
ENSG00000178105	ENSG00000198563	DDX10	DDX39B	Opisthokonta
ENSG00000170545	ENSG00000204475	SMAGP	NCR3	Bilateria
ENSG00000126878	ENSG00000204472	AIF1L	AIF1	Euteleostomi
ENSG00000139826	ENSG00000204427	ABHD13	ABHD16A	Opisthokonta
ENSG00000100997	ENSG00000204427	ABHD12	ABHD16A	Opisthokonta
ENSG00000100577	ENSG00000213719	GSTZ1	CLIC1	Opisthokonta
ENSG00000162139	ENSG00000204386	NEU3	NEU1	Vertebrata
ENSG00000100647	ENSG00000166278	SUSD6	C2	Bilateria
ENSG00000204366	ENSG00000275004	ZBTB12	ZNF280B	Bilateria
ENSG00000089775	ENSG00000204366	ZBTB25	ZBTB12	Bilateria
ENSG00000130584	ENSG00000204366	ZBTB46	ZBTB12	Bilateria
ENSG00000100647	ENSG00000243649	SUSD6	CFB	Bilateria
ENSG00000123268	ENSG00000213676	ATF1	ATF6B	Bilateria
ENSG00000174521	ENSG00000204315	TTC9B	FKBPL	Opisthokonta
ENSG00000004478	ENSG00000204315	FKBP4	FKBPL	Opisthokonta
ENSG00000096060	ENSG00000204315	FKBP5	FKBPL	Opisthokonta
ENSG00000134285	ENSG00000204315	FKBP11	FKBPL	Opisthokonta
ENSG00000134138	ENSG00000204304	MEIS2	PBX2	Bilateria
ENSG00000105419	ENSG00000204304	MEIS3	PBX2	Bilateria
ENSG00000204252	ENSG00000204287	HLA-DOA	HLA-DRA	Euteleostomi
ENSG00000204287	ENSG00000231389	HLA-DRA	HLA-DPA1	Euteleostomi
ENSG00000204257	ENSG00000204287	HLA-DMA	HLA-DRA	Euteleostomi
ENSG00000204287	ENSG00000242574	HLA-DRA	HLA-DMB	Euteleostomi
ENSG00000204287	ENSG00000223865	HLA-DRA	HLA-DPB1	Euteleostomi
ENSG00000198502	ENSG00000204252	HLA-DRB5	HLA-DOA	Euteleostomi
ENSG00000198502	ENSG00000231389	HLA-DRB5	HLA-DPA1	Euteleostomi
ENSG00000198502	ENSG00000204257	HLA-DRB5	HLA-DMA	Euteleostomi
ENSG00000198502	ENSG00000242574	HLA-DRB5	HLA-DMB	Euteleostomi
ENSG00000198502	ENSG00000223865	HLA-DRB5	HLA-DPB1	Euteleostomi
ENSG00000196126	ENSG00000204252	HLA-DRB1	HLA-DOA	Euteleostomi
ENSG00000196126	ENSG00000231389	HLA-DRB1	HLA-DPA1	Euteleostomi
ENSG00000196126	ENSG00000204257	HLA-DRB1	HLA-DMA	Euteleostomi
ENSG00000196126	ENSG00000242574	HLA-DRB1	HLA-DMB	Euteleostomi
ENSG00000196126	ENSG00000223865	HLA-DRB1	HLA-DPB1	Euteleostomi
ENSG00000196735	ENSG00000204252	HLA-DQA1	HLA-DOA	Euteleostomi
ENSG00000196735	ENSG00000231389	HLA-DQA1	HLA-DPA1	Euteleostomi
ENSG00000196735	ENSG00000204257	HLA-DQA1	HLA-DMA	Euteleostomi
ENSG00000196735	ENSG00000242574	HLA-DQA1	HLA-DMB	Euteleostomi
ENSG00000196735	ENSG00000223865	HLA-DQA1	HLA-DPB1	Euteleostomi
ENSG00000179344	ENSG00000204252	HLA-DQB1	HLA-DOA	Euteleostomi
ENSG00000179344	ENSG00000231389	HLA-DQB1	HLA-DPA1	Euteleostomi
ENSG00000179344	ENSG00000204257	HLA-DQB1	HLA-DMA	Euteleostomi
