accession	organism	vclass	vorder	group	cell	copy_id	label	contig	start	end	n_informative	keys
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	teleost	RYR	Channa_argus|GCF_033026475.1|RYR.5	Channa_argus|GCF_033026475.1|RYR.5	NC_090197.1	36225056	36292277	14	ACTN2B;CCSER2A;CHRM3A;DNAJC9;ECD;FAM149B1;FMN2A;GREM2A;GRID1A;NDNFL;P4HA1B;PHYHIPL;RGS7A;SPARCL2
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	teleost	RYR	Channa_argus|GCF_033026475.1|RYR.1	Channa_argus|GCF_033026475.1|RYR.1	NC_090202.1	25303331	25362853	11	B3GNT2L;BCKDH;EXOSC5;HNRNPUL1;NAPA;OPA3;PPP1R13L;PPP5C;RASGRP4;TGFB1A;TMEM91
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	teleost	RYR	Channa_argus|GCF_033026475.1|RYR.0	Channa_argus|GCF_033026475.1|RYR.0	NC_090203.1	28419755	28646067	15	ACBD4;ADGRA1A;ADOA;BMS1;CABCOCO1;CHRM3B;CYP26A1;EGR2B;FMN2B;JMJD1C;MTR;NRBF2B;PLCD3B;REEP3B;TUBGCP2
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	teleost	RYR	Channa_argus|GCF_033026475.1|RYR.3	Channa_argus|GCF_033026475.1|RYR.3	NC_090212.1	8885562	8975126	8	ACP7;ARHGAP11A;CRIM1;DNAJC17;EIF2AK4;FSIP1;GCHFR;GREM1B
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	teleost	RYR	Channa_argus|GCF_033026475.1|RYR.4	Channa_argus|GCF_033026475.1|RYR.4	NC_090213.1	4255617	4348838	16	ABRACL;ACTC1A;AFDN;CLU;EMC7B;GREM1A;KATNBL1;PLG;REPS1;RFX6;SCARA3;SCG5;TDRD15;THBS1B;UNC93A;VGLL2A
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	teleost	RYR	Channa_argus|GCF_033026475.1|RYR.2	Channa_argus|GCF_033026475.1|RYR.2	NC_090220.1	563655	610729	13	BRD8A;CXXC5A;DNAJC18;GABRR3A;GNG8;LIPI;NFRK;NRG2A;PHLDB2A;PPP3C;PURA;SMS;TMEM45B
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	teleost	ITPR1	Cololabis_saira|GCF_033807715.1|ITPR1.0	Cololabis_saira|GCF_033807715.1|ITPR1.0	NC_084594.1	27744458	27829701	9	ATF1;ATF7B;DIP2B;ESYT1B;SCN8A;SLC4A8;SUMF1;TTLL3;ZC3H10
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	teleost	ITPR1	Cololabis_saira|GCF_033807715.1|ITPR1.1	Cololabis_saira|GCF_033807715.1|ITPR1.1	NC_084594.1	35806517	35919716	12	ACAD9;ARL6IP5A;EEVS;FRMD4B;GATA2A;LRRN1;MITF;RPN1;SETMAR;SFMBT1;STIMATE;TRNT1
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	teleost	ITPR2	Cololabis_saira|GCF_033807715.1|ITPR2.0	Cololabis_saira|GCF_033807715.1|ITPR2.0	NC_084591.1	41157383	41227539	16	BANP;BHLHE41;BMAL2;C1QTNF13;CES2B;ENDOUC;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;PPFIBP1B;SLC17A8;SSPN;SYCP3;UBE2N
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	teleost	ITPR3	Cololabis_saira|GCF_033807715.1|ITPR3.0	Cololabis_saira|GCF_033807715.1|ITPR3.0	NC_084598.1	14802745	14868163	14	BCAP31;GPR37L1B;GRIPAP1;HM13;ITIH3A;KCND1;MRGBP;MUSTN1B;PLXNA3;PTPN18;SLC6A8;SNX21;ST14B;SULF2B
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	teleost	RYR	Cololabis_saira|GCF_033807715.1|RYR.0	Cololabis_saira|GCF_033807715.1|RYR.0	NC_084590.1	44025478	44178907	11	AAMDC;EXOSC5;HNRNPUL1;INTS4;KCTD14;OPA3;PPP1R13L;PPP5C;RASGRP4;TGFB1A;TMEM91
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	teleost	RYR	Cololabis_saira|GCF_033807715.1|RYR.1	Cololabis_saira|GCF_033807715.1|RYR.1	NC_084600.1	14723321	14781149	12	CXXC5A;DNAJC18;GNG8;NFRK;NRG2A;PPP3C;PURA;RB1;RNF121;SLC6A7;TAF1;TMEM45B
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	teleost	RYR	Cololabis_saira|GCF_033807715.1|RYR.3	Cololabis_saira|GCF_033807715.1|RYR.3	NC_084602.1	25355732	25494327	8	ACP7;ARHGAP11A;CHRM5A;CRIM1;EIF2AK4;FSIP1;GCHFR;GREM1B
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	teleost	RYR	Cololabis_saira|GCF_033807715.1|RYR.5	Cololabis_saira|GCF_033807715.1|RYR.5	NC_084603.1	24957872	25031590	14	ACTN2B;CCDC6A;CCSER2A;CHRM3A;DNAJC9;ECD;FAM149B1;FMN2A;GREM2A;NDNFL;P4HA1B;PHYHIPL;RGS7A;SPARCL2
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	teleost	RYR	Cololabis_saira|GCF_033807715.1|RYR.4	Cololabis_saira|GCF_033807715.1|RYR.4	NC_084604.1	10187043	10332866	18	ABRACL;ACOT20;ACTC1A;AVEN;CHRM5B;CLU;EMC7B;FMN1;GPR176;GREM1A;HECA;KATNBL1;REPS1;SCARA3;SLC10A1;SRSF5B;SUSD6;THBS1B
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	teleost	ITPR1	Entelurus_aequoreus|GCF_033978785.1|ITPR1.1	Entelurus_aequoreus|GCF_033978785.1|ITPR1.1	NC_084731.1	24183116	24381431	16	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;FOXP1B;FRMD4B;GRM6B;LRRN1;MITF;MON1A;MST1R;PROK2;SEMA3F;SETMAR;TRAIP;TRNT1
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	teleost	ITPR1	Entelurus_aequoreus|GCF_033978785.1|ITPR1.0	Entelurus_aequoreus|GCF_033978785.1|ITPR1.0	NC_084731.1	33154477	33362908	7	ESYT1B;FAIM2B;NR1D4B;SLC4A8;SUMF1;TMT1A;ZC3H10
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	teleost	ITPR2	Entelurus_aequoreus|GCF_033978785.1|ITPR2.0	Entelurus_aequoreus|GCF_033978785.1|ITPR2.0	NC_084754.1	22128147	22258226	13	BANP;BHLHE41;BMAL2;C1QTNF13;EEA1;KRAS;NR1H4;NUDT4A;PLEKHG7;PPFIBP1B;SLC17A8;SSPN;UBE2N
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	teleost	ITPR3	Entelurus_aequoreus|GCF_033978785.1|ITPR3.0	Entelurus_aequoreus|GCF_033978785.1|ITPR3.0	NC_084737.1	14838831	14988351	10	ABCD1;CCDC120A;HCFC1B;HM13;IRAK1;MECP2;MRGBP;PLXNB3;RFC2;SRPK3
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	teleost	RYR	Entelurus_aequoreus|GCF_033978785.1|RYR.4	Entelurus_aequoreus|GCF_033978785.1|RYR.4	NC_084733.1	52930374	53312532	13	ARF6B;ASPG;HIF1A;KIF26A;KTN1;LG03H14ORF180;MNAT1;MSH4;PRKCH;SIX4A;SLC38A6;TRMT5;VCPKMT
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	teleost	RYR	Entelurus_aequoreus|GCF_033978785.1|RYR.0	Entelurus_aequoreus|GCF_033978785.1|RYR.0	NC_084738.1	36236874	36509607	12	ADOA;BMS1;DCXR;EGR2B;IPMK;JMJD1C;MTR;NAGLU;NRBF2B;REEP3B;RFNG;TFAM
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	teleost	RYR	Entelurus_aequoreus|GCF_033978785.1|RYR.6	Entelurus_aequoreus|GCF_033978785.1|RYR.6	NC_084739.1	61873333	62077739	9	ACTN2B;CFAP36;CHRM3A;FAM13C;FMN2A;PHYHIPL;PPP4R3B;RGS7A;SLC16A9B
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	teleost	RYR	Entelurus_aequoreus|GCF_033978785.1|RYR.1	Entelurus_aequoreus|GCF_033978785.1|RYR.1	NC_084740.1	43310425	43605292	10	B3GNT2L;BCKDH;EXOSC5;FNDC3A;HNRNPUL1;OPA3;PPP1R13L;RASGRP4;RCBTB2;TMEM91
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	teleost	RYR	Entelurus_aequoreus|GCF_033978785.1|RYR.5	Entelurus_aequoreus|GCF_033978785.1|RYR.5	NC_084753.1	17203788	17511786	12	ABRACL;ACTC1A;CHRM5B;CLU;EMC7B;GPR176;KATNBL1;REPS1;SCARA3;SRSF5B;SUSD6;THBS1B
GCF_034619465.1	Leptosomus discolor	Aves	Leptosomiformes	non_actinopterygian	ITPR1	Leptosomus_discolor|GCF_034619465.1|ITPR1.0	Leptosomus_discolor|GCF_034619465.1|ITPR1.0	NC_141399.1	2110421	2281192	17	ARL8B;BHLHE40;CAV3;CHL1;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
GCF_034619465.1	Leptosomus discolor	Aves	Leptosomiformes	non_actinopterygian	ITPR2	Leptosomus_discolor|GCF_034619465.1|ITPR2.0	Leptosomus_discolor|GCF_034619465.1|ITPR2.0	NC_141391.1	143509404	143772370	19	BHLHE41;BMAL2;CYB5R3;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_034619465.1	Leptosomus discolor	Aves	Leptosomiformes	non_actinopterygian	ITPR3	Leptosomus_discolor|GCF_034619465.1|ITPR3.0	Leptosomus_discolor|GCF_034619465.1|ITPR3.0	NC_141411.1	4243992	4292393	17	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SMIM29;TREML1;TSPO2
GCF_034619465.1	Leptosomus discolor	Aves	Leptosomiformes	non_actinopterygian	RYR	Leptosomus_discolor|GCF_034619465.1|RYR.0	Leptosomus_discolor|GCF_034619465.1|RYR.0	NC_141392.1	42633502	43069990	18	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;RGS7;WDR64
GCF_034619465.1	Leptosomus discolor	Aves	Leptosomiformes	non_actinopterygian	RYR	Leptosomus_discolor|GCF_034619465.1|RYR.1	Leptosomus_discolor|GCF_034619465.1|RYR.1	NC_141393.1	35892624	36133603	19	ARHGAP11A;AVEN;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1;TSLIG3B
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	non_actinopterygian	ITPR1	Ciconia_boyciana|GCF_034638445.1|ITPR1.0	Ciconia_boyciana|GCF_034638445.1|ITPR1.0	NC_132944.1	10313150	10486288	17	ARL8B;BHLHE40;CAV3;CHL1;CNTN3;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	non_actinopterygian	ITPR2	Ciconia_boyciana|GCF_034638445.1|ITPR2.0	Ciconia_boyciana|GCF_034638445.1|ITPR2.0	NC_132934.1	76398748	76663038	19	BHLHE41;BMAL2;CYB5R3;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	non_actinopterygian	ITPR3	Ciconia_boyciana|GCF_034638445.1|ITPR3.0	Ciconia_boyciana|GCF_034638445.1|ITPR3.0	NC_132956.1	4428913	4470976	14	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MLN;NFYA;NUDT3;OARD1;RPS10;SMIM29;UQCC2
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	non_actinopterygian	RYR	Ciconia_boyciana|GCF_034638445.1|RYR.0	Ciconia_boyciana|GCF_034638445.1|RYR.0	NC_132936.1	85582057	86029677	20	ACTN2;CEP170;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	non_actinopterygian	RYR	Ciconia_boyciana|GCF_034638445.1|RYR.2	Ciconia_boyciana|GCF_034638445.1|RYR.2	NC_132939.1	36023116	36275456	17	ARHGAP11A;AVEN;CDIN1;CHRM5;EIF2AK4;EMC7;FAM98B;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	non_actinopterygian	RYR	Ciconia_boyciana|GCF_034638445.1|RYR.1	Ciconia_boyciana|GCF_034638445.1|RYR.1	NC_132966.1	281663	409791	19	ACTN4;BICRA;ECH1;EHD2;EIF3K;HNRNPL;KPTN;MAP4K1;MRPS12;NAPA;NFKBIB;NOP53;PAK4;PSMD8;SARS2;SIRT2;SLC8A2;SPRED3;ZNF541
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	teleost	ITPR1	Engraulis_encrasicolus|GCF_034702125.1|ITPR1.0	Engraulis_encrasicolus|GCF_034702125.1|ITPR1.0	NC_085870.1	7851637	7951769	11	AGTRAP;ARFGAP1;DRAXIN;ELMO2;ITGA7;NCKAP1L;NPFFL;PANK4;PFKFB4B;RNF207A;SUMF1
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	teleost	ITPR1	Engraulis_encrasicolus|GCF_034702125.1|ITPR1.1	Engraulis_encrasicolus|GCF_034702125.1|ITPR1.1	NC_085870.1	26797879	27067336	16	ARL6IP5A;AVPR2B;BHLHE40;EEVS;ERBB3A;FOXP1B;FRMD4B;HP1BP3;KIF17;LRRN1;MITF;PFKFB2B;SETMAR;SH2D5;TRNT1;YOD1
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	teleost	ITPR2	Engraulis_encrasicolus|GCF_034702125.1|ITPR2.0	Engraulis_encrasicolus|GCF_034702125.1|ITPR2.0	NC_085860.1	269106	478804	13	BHLHE41;BMAL2;C1QTNF13;EEA1;EIF4G2B;LYVE1B;NR1H4;NUDT4A;PLEKHG7;SLC17A8;SMPD3;SSPN;UBE2N
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	teleost	ITPR3	Engraulis_encrasicolus|GCF_034702125.1|ITPR3.0	Engraulis_encrasicolus|GCF_034702125.1|ITPR3.0	NC_085866.1	4370057	4458704	14	BRPF1;CTNNBL1;E2F1;GPR37L1B;KANSL2;KDM5C;MIB2;OLFML3A;RENBP;RPRD1B;SDF4;TAMALIN;TTI1;ZNF341
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	teleost	RYR	Engraulis_encrasicolus|GCF_034702125.1|RYR.1	Engraulis_encrasicolus|GCF_034702125.1|RYR.1	NC_085863.1	43243949	43424637	8	ALOX5AP;DDIAS;HMGB1A;KATNAL1;PITX1;SMYD4;TRPC5A;UBL3A
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	teleost	RYR	Engraulis_encrasicolus|GCF_034702125.1|RYR.2	Engraulis_encrasicolus|GCF_034702125.1|RYR.2	NC_085864.1	28951884	29062832	11	BCKDH;CLTC;DHX40;EXOSC5;OPA3;PPP1R13L;RASGRP4;TMEM91;TUBD1;USP2A;VMP1
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	teleost	RYR	Engraulis_encrasicolus|GCF_034702125.1|RYR.0	Engraulis_encrasicolus|GCF_034702125.1|RYR.0	NC_085873.1	15099399	15231312	12	CCDC57;CHRM3B;FASN;FH;FMN2B;GALK1;HHEX;LLGL2;MTR;MYCBP;MYO15B;TMEM94
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	teleost	RYR	Engraulis_encrasicolus|GCF_034702125.1|RYR.4	Engraulis_encrasicolus|GCF_034702125.1|RYR.4	NC_085874.1	2222385	2425228	10	ACTC1A;AVEN;CHRM5B;EMC7B;GALC;GREM1A;KATNBL1;NT5E;RAD51;RMDN3
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	teleost	RYR	Engraulis_encrasicolus|GCF_034702125.1|RYR.3	Engraulis_encrasicolus|GCF_034702125.1|RYR.3	NC_085875.1	11411481	11821824	8	ACP7;ARHGAP11A;CHRM5A;EIF2AK4;FSIP1;GREM1B;KDM1A;TMEM30B
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	teleost	RYR	Engraulis_encrasicolus|GCF_034702125.1|RYR.5	Engraulis_encrasicolus|GCF_034702125.1|RYR.5	NC_085880.1	25827028	25945297	15	ACTN2B;BAG3;CHRM3A;CSGALNACT2;ECD;FMN2A;GREM2A;INPP5F;KIF11;MCMBP;P4HA1B;REEP3A;RGS7A;SEC23IP;SLC22A15
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	non_actinopterygian	ITPR1	Heptranchias_perlo|GCF_035084215.1|ITPR1.0	Heptranchias_perlo|GCF_035084215.1|ITPR1.0	NC_090341.1	47576884	48014749	11	ARL8B;BHLHE40;CAV3;EDEM1;LMCD1;OXTR;RAD18;SEMA3H;SETMAR;SUMF1;ZMYND10
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	non_actinopterygian	ITPR2	Heptranchias_perlo|GCF_035084215.1|ITPR2.0	Heptranchias_perlo|GCF_035084215.1|ITPR2.0	NC_090348.1	6183808	6475661	12	BCAT1;BHLHE41;CRADD;DNAI7;EEA1;INTS13;LRMP;MRPL42;PLEKHG7;RASSF8B;SOCS2;SSPN
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	non_actinopterygian	ITPR3	Heptranchias_perlo|GCF_035084215.1|ITPR3.0	Heptranchias_perlo|GCF_035084215.1|ITPR3.0	NC_090351.1	20139085	20401768	7	ARL8A;C27H6ORF89;HMGA1A;IGFN1;SMIM29;UBE2T;UQCC2
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	non_actinopterygian	RYR	Heptranchias_perlo|GCF_035084215.1|RYR.1	Heptranchias_perlo|GCF_035084215.1|RYR.1	NC_090332.1	15028240	15665185	10	ADPGK2;FH;GREM2B;HEATR1;LGALS8A;MOCS3;MTR;NDUFAF7;OPN3;QPCT
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	non_actinopterygian	RYR	Heptranchias_perlo|GCF_035084215.1|RYR.2	Heptranchias_perlo|GCF_035084215.1|RYR.2	NC_090334.1	26233452	26630700	17	AQR;ARG2;AVEN;CDIN1;CHRM5B;DPH6;EMC7B;FAM98B;FMN1;FSIP1;GPR176;GREM1A;KATNBL1;MEIS2A;SPRED1;THBS1B;VTI1B
GCF_035582795.1	Mycteria americana	Aves	Ciconiiformes	non_actinopterygian	ITPR1	Mycteria_americana|GCF_035582795.1|ITPR1.0	Mycteria_americana|GCF_035582795.1|ITPR1.0	NC_134375.1	11746753	11919958	17	ARL8B;BHLHE40;CAV3;CHL1;CNTN3;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
GCF_035582795.1	Mycteria americana	Aves	Ciconiiformes	non_actinopterygian	ITPR2	Mycteria_americana|GCF_035582795.1|ITPR2.0	Mycteria_americana|GCF_035582795.1|ITPR2.0	NC_134365.1	76463245	76728868	19	BHLHE41;BMAL2;CYB5R3;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_035582795.1	Mycteria americana	Aves	Ciconiiformes	non_actinopterygian	ITPR3	Mycteria_americana|GCF_035582795.1|ITPR3.0	Mycteria_americana|GCF_035582795.1|ITPR3.0	NC_134384.1	4446623	4493715	17	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SMIM29;SPDEF;TFEB;TREM1
GCF_035582795.1	Mycteria americana	Aves	Ciconiiformes	non_actinopterygian	RYR	Mycteria_americana|GCF_035582795.1|RYR.0	Mycteria_americana|GCF_035582795.1|RYR.0	NC_134367.1	85724076	86175749	20	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;WDR64
GCF_035582795.1	Mycteria americana	Aves	Ciconiiformes	non_actinopterygian	RYR	Mycteria_americana|GCF_035582795.1|RYR.1	Mycteria_americana|GCF_035582795.1|RYR.1	NC_134369.1	38267790	38527102	17	ARHGAP11A;AVEN;CDIN1;CHRM5;EIF2AK4;EMC7;FAM98B;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	Anura	non_actinopterygian	ITPR1	Eleutherodactylus_coqui|GCF_035609145.1|ITPR1.0	Eleutherodactylus_coqui|GCF_035609145.1|ITPR1.0	NC_089839.1	221962727	222044784	10	ARL8B;BHLHE40;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;SUMF1;TRNT1
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	Anura	non_actinopterygian	ITPR2	Eleutherodactylus_coqui|GCF_035609145.1|ITPR2.0	Eleutherodactylus_coqui|GCF_035609145.1|ITPR2.0	NC_089838.1	629554	903243	9	AKR1D1;BHLHE41;BMAL2;LMNTD1;MED21;PKP2;RASSF8;SSPN;STK38L
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	Anura	non_actinopterygian	ITPR3	Eleutherodactylus_coqui|GCF_035609145.1|ITPR3.0	Eleutherodactylus_coqui|GCF_035609145.1|ITPR3.0	NC_089837.1	275695004	276468709	15	AATF;ACACA;ANKS1A;BAK1;BLTP3A;C1H3ORF52;DEF6;GRM4;HNF1B;LEMD2;LHX1;SYNRG;TADA2A;TAF11;UQCC2
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	Anura	non_actinopterygian	RYR	Eleutherodactylus_coqui|GCF_035609145.1|RYR.1	Eleutherodactylus_coqui|GCF_035609145.1|RYR.1	NC_089842.1	190448911	191127590	19	ANKRD63;ARHGAP11A;AVEN;BUB1B;CCDC177;CHRM5;ERH;FAM98B;FMN1;GALNT16;GPR176;GREM1;PAK6;PLCB2;PLEKHD1;RASGRP1;SCG5;SLC39A9;SUSD6
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	Anura	non_actinopterygian	RYR	Eleutherodactylus_coqui|GCF_035609145.1|RYR.0	Eleutherodactylus_coqui|GCF_035609145.1|RYR.0	NC_089846.1	140720140	140836421	11	ALKBH6;CLIP3;EIF3K;HNRNPL;KPTN;MAP4K1;MEIS3;NAPA;PSMD8;SLC8A2;TSPAN15
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	non_actinopterygian	ITPR1	Caloenas_nicobarica|GCF_036013445.1|ITPR1.0	Caloenas_nicobarica|GCF_036013445.1|ITPR1.0	NC_088255.1	9735906	9905995	16	ACTR8;ARL8B;BHLHE40;CACNA2D3;CHDH;CHL1;CRBN;EDEM1;ERC2;IL5RA;LRRN1;LRTM1;SELENOK;SUMF1;TRNT1;WNT5A
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	non_actinopterygian	ITPR2	Caloenas_nicobarica|GCF_036013445.1|ITPR2.0	Caloenas_nicobarica|GCF_036013445.1|ITPR2.0	NC_088245.1	77910947	78181118	17	BHLHE41;BMAL2;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	non_actinopterygian	ITPR3	Caloenas_nicobarica|GCF_036013445.1|ITPR3.0	Caloenas_nicobarica|GCF_036013445.1|ITPR3.0	NC_088265.1	646872	772933	17	APOBEC2;BAK1;BLTP3A;FOXP4;GRM4;HMGA1;ILRUN;MDFI;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SMIM29;SNRPC;SPDEF;TSPO2
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	non_actinopterygian	RYR	Caloenas_nicobarica|GCF_036013445.1|RYR.0	Caloenas_nicobarica|GCF_036013445.1|RYR.0	NC_088247.1	80425747	80831255	20	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;WDR64
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	non_actinopterygian	RYR	Caloenas_nicobarica|GCF_036013445.1|RYR.2	Caloenas_nicobarica|GCF_036013445.1|RYR.2	NC_088249.1	33775096	34016944	19	ARHGAP11A;AVEN;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	non_actinopterygian	ITPR1	Heterodontus_francisci|GCF_036365525.1|ITPR1.0	Heterodontus_francisci|GCF_036365525.1|ITPR1.0	NC_090389.1	23179984	23734529	13	ARL8B;BHLHE40;CAV3;EDEM1;LMCD1;OXTR;RAD18;RASSF1;SEMA3H;SETMAR;SUMF1;TUSC2B;ZMYND10
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	non_actinopterygian	ITPR2	Heterodontus_francisci|GCF_036365525.1|ITPR2.0	Heterodontus_francisci|GCF_036365525.1|ITPR2.0	NC_090397.1	12492908	12797103	12	BCAT1;BHLHE41;CRADD;DNAI7;EEA1;INTS13;LRMP;MRPL42;PLEKHG7;RASSF8B;SOCS2;SSPN
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	non_actinopterygian	ITPR3	Heterodontus_francisci|GCF_036365525.1|ITPR3.0	Heterodontus_francisci|GCF_036365525.1|ITPR3.0	NC_090395.1	46557596	46867514	7	C25H6ORF89;HMGA1A;MLNL;NUDT3B;SMIM29;UBE2T;UQCC2
