accession	organism	vclass	vorder	assembly_level	contig_n50	contig_spans_gene	cell	cell_status	slot	locus_idx	locus_clade	assigned_via	contig	start	end	strand	bait	identity	coverage	aligned_aa	q_start	q_end	bait_len	frameshifts	stop_codons	lesions	lesion_density	integrity	family_margin	paralog_margin	contig_edge	longest_n_run	annot_gene	annot_frac_cds	annot_paralog_matches	merged_models	merged_from	is_copy	excluded_reason
GCF_000001635.27	Mus musculus	Mammalia	Rodentia	Chromosome	59462871	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_000072.7	146013169	146403376	-	Q9Z329|Itpr2|Mus_musculus|ITPR2	1.0	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.3277	False	0	Itpr2	1.0	True	1		True	
GCF_000001635.27	Mus musculus	Mammalia	Rodentia	Chromosome	59462871	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_000083.7	27276557	27464987	+	P70227|Itpr3|Mus_musculus|ITPR3	1.0	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.4022	False	0	Itpr3	1.0	True	1		True	
GCF_000001635.27	Mus musculus	Mammalia	Rodentia	Chromosome	59462871	True	RYR	found_annotated	cell	2	RYR	primary	NC_000068.8	112462468	113047335	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6715	0.9976	5025	13	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	Ryr3	1.0	True	1		True	
GCF_000001635.27	Mus musculus	Mammalia	Rodentia	Chromosome	59462871	True	RYR	found_annotated	cell	1	RYR	primary	NC_000073.7	28702883	28825926	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.792	0.9994	5034	4	5037	5037	1	0	1	0.1986	intact	1.0	1.0	False	0	Ryr1	1.0	True	1		True	
GCF_000001635.27	Mus musculus	Mammalia	Rodentia	Chromosome	59462871	True	RYR	found_annotated	cell	0	RYR	primary	NC_000079.7	11569402	12121332	-	Q92736|RYR2|Homo_sapiens|RYR2	0.9726	1.0	4967	1	4967	4967	0	0	0	0.0	intact	1.0	1.0	False	0	Ryr2	1.0	True	1		True	
GCF_000004195.4	Xenopus tropicalis	Amphibia	Anura	Chromosome	14634335	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_030680.2	130063610	130128628	+	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	0.9993	1.0	2743	1	2743	2743	0	0	0	0.0	intact	1.0	0.3266	False	0	itpr1	1.0	True	1		True	
GCF_000004195.4	Xenopus tropicalis	Amphibia	Anura	Chromosome	14634335	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_030679.2	2434161	2554608	-	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	1.0	1.0	2705	1	2705	2705	0	0	0	0.0	intact	1.0	0.3307	False	0	itpr2	1.0	True	1		True	
GCF_000004195.4	Xenopus tropicalis	Amphibia	Anura	Chromosome	14634335	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_030678.2	65519880	65957309	+	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	1.0	1.0	2673	1	2673	2673	0	0	0	0.0	intact	1.0	0.4029	False	0	itpr3	1.0	True	1		True	
GCF_000004195.4	Xenopus tropicalis	Amphibia	Anura	Chromosome	14634335	True	RYR	found_annotated	cell	0	RYR	primary	NC_030684.2	80282968	80394579	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.999	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	ryr1	1.0	True	1		True	
GCF_000004195.4	Xenopus tropicalis	Amphibia	Anura	Chromosome	14634335	True	RYR	found_annotated	cell	1	RYR	primary	NC_030684.2	110182588	110425389	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6917	1.0	4968	1	4968	4968	2	0	2	0.4026	intact	1.0	1.0	False	0	ryr3	1.0	True	1		True	
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	Sirenia	Scaffold	37750	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_004443937.1	3729845	4097254	+	Q14643|ITPR1|Homo_sapiens|ITPR1	0.9637	1.0	2758	1	2758	2758	0	0	0	0.0	intact	1.0	0.314	False	4410	ITPR1	1.0	True	1		True	
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	Sirenia	Scaffold	37750	False	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_004444048.1	4349025	4936181	-	Q14571|ITPR2|Homo_sapiens|ITPR2	0.8752	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.3432	False	21323	ITPR2	1.0	True	1		True	
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	Sirenia	Scaffold	37750	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_004444197.1	479476	766495	+	Q14573|ITPR3|Homo_sapiens|ITPR3	0.9757	1.0	2671	1	2671	2671	0	0	0	0.0	intact	1.0	0.3904	False	9226	ITPR3	1.0	True	1		True	
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	Sirenia	Scaffold	37750	False	RYR	found_annotated	cell	0	RYR	primary	NW_004443957.1	937027	1682636	-	Q92736|RYR2|Homo_sapiens|RYR2	0.9674	1.0	4967	1	4967	4967	0	0	0	0.0	intact	1.0	1.0	False	7269	RYR2	0.997	True	1		True	
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	Sirenia	Scaffold	37750	False	RYR	found_annotated	cell	2	RYR	primary	NW_004444012.1	768827	1406582	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.6769	0.9972	4968	15	4982	4982	0	1	1	0.2013	intact	1.0	1.0	False	9272	RYR3	1.0	True	1		True	
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	Sirenia	Scaffold	37750	False	RYR	found_annotated	cell	1	RYR	primary	NW_004444143.1	2928420	3060175	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7756	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	4131	RYR1	1.0	True	1		True	
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	Scaffold	17683	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_006922016.1	423365	895312	+	Q14643|ITPR1|Homo_sapiens|ITPR1	0.9826	1.0	2758	1	2758	2758	0	0	0	0.0	intact	1.0	0.3221	False	20706	ITPR1	1.0	True	1		True	
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	Scaffold	17683	False	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_006921841.1	1916557	2641139	-	Q14571|ITPR2|Homo_sapiens|ITPR2	0.9789	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.3113	False	27087	ITPR2	1.0	True	1		True	
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	Scaffold	17683	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_006921646.1	1076671	1222591	+	Q14573|ITPR3|Homo_sapiens|ITPR3	0.9753	1.0	2671	1	2671	2671	0	0	0	0.0	intact	1.0	0.3841	False	2265	ITPR3	1.0	True	1		True	
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	Scaffold	17683	False	RYR	found_annotated	cell	2	RYR	primary	NW_006921655.1	10958714	11770331	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6735	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	8945	RYR3	0.997	True	1		True	
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	Scaffold	17683	False	RYR	found_annotated	cell	0	RYR	primary	NW_006921683.1	86563	1518076	+	Q92736|RYR2|Homo_sapiens|RYR2	0.9618	1.0	4967	1	4967	4967	0	0	0	0.0	intact	1.0	1.0	False	25495	RYR2	0.997	True	1		True	
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	Scaffold	17683	False	RYR	found_annotated	cell	1	RYR	primary	NW_006922094.1	839800	1003547	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7736	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	9965	RYR1	1.0	True	1		True	
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	Scaffold	24219	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_006399950.1	2287804	2608413	-	P11881|Itpr1|Mus_musculus|ITPR1	0.9742	1.0	2749	1	2749	2749	0	0	0	0.0	intact	1.0	0.3183	False	3019	ITPR1	1.0	True	1		True	
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	Scaffold	24219	False	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_006399907.1	1203623	1935585	-	Q14571|ITPR2|Homo_sapiens|ITPR2	0.9752	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.3127	False	5385	ITPR2	1.0	True	1		True	
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	Scaffold	24219	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_006399767.1	28437360	28531519	-	Q14573|ITPR3|Homo_sapiens|ITPR3	0.9734	1.0	2671	1	2671	2671	0	0	0	0.0	intact	1.0	0.3839	False	400	ITPR3	1.0	True	1		True	
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	Scaffold	24219	False	RYR	found_annotated	cell	2	RYR	primary	NW_006399776.1	16239615	16991778	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.673	1.0	5037	1	5037	5037	2	0	2	0.3971	intact	1.0	1.0	False	15075	RYR3	1.0	True	1		True	
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	Scaffold	24219	False	RYR	found_annotated	cell	0	RYR	primary	NW_006399916.1	2508484	3582440	-	Q92736|RYR2|Homo_sapiens|RYR2	0.9687	1.0	4967	1	4967	4967	1	0	1	0.2013	intact	1.0	1.0	False	12010	RYR2	0.997	True	1		True	
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	Scaffold	24219	False	RYR	found_annotated	cell	1	RYR	primary	NW_006400016.1	3104779	3304164	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7887	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	6817	RYR1	1.0	True	1		True	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	Scaffold	25938	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_006159551.1	46538	421763	+	Q14643|ITPR1|Homo_sapiens|ITPR1	0.9785	1.0	2758	1	2758	2758	1	0	1	0.3626	intact	1.0	0.3243	False	9045	ITPR1	1.0	True	1		True	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	Scaffold	25938	False	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_006159458.1	4235530	4801213	+	Q14571|ITPR2|Homo_sapiens|ITPR2	0.9749	0.9885	2670	32	2701	2701	0	0	0	0.0	intact	1.0	0.306	False	13903	ITPR2	1.0	True	1		True	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	Scaffold	25938	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_006159580.1	2610419	2728783	-	Q14573|ITPR3|Homo_sapiens|ITPR3	0.9568	1.0	2671	1	2671	2671	1	0	1	0.3744	intact	1.0	0.3894	False	5122	ITPR3	1.0	True	1		True	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	Scaffold	25938	False	RYR	found_annotated	cell	0	RYR	primary	NW_006159632.1	764808	1083943	-	Q92736|RYR2|Homo_sapiens|RYR2	0.907	0.9968	4951	17	4967	4967	0	0	0	0.0	intact	1.0	1.0	False	1769	RYR2	0.916	True	1		True	
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	Scaffold	25938	False	RYR	found_annotated	cell	1	RYR	primary	NW_006198801.1	1277978	1458094	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.773	1.0	5037	1	5037	5037	2	0	2	0.3971	intact	1.0	1.0	False	7284	RYR1	1.0	True	1		True	
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	Scaffold	29019	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_009260758.1	465546	641507	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9888	1.0	2779	1	2779	2779	1	0	1	0.3598	intact	1.0	0.3341	False	310	ITPR1	1.0	True	1		True	
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	Scaffold	29019	False	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_009258671.1	5501948	5742304	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9768	0.9885	2669	32	2700	2700	0	0	0	0.0	intact	1.0	0.3161	False	4438	ITPR2	1.0	True	1		True	
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	Scaffold	29019	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_009259598.1	1127925	1268775	-	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9765	1.0	2664	1	2664	2664	1	0	1	0.3754	intact	1.0	0.3908	False	2755	ITPR3	1.0	True	1		True	
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	Scaffold	29019	False	RYR	found_annotated	cell	0	RYR	primary	NW_009258894.1	1562456	1822290	+	Q92736|RYR2|Homo_sapiens|RYR2	0.6775	1.0	4967	1	4967	4967	1	0	1	0.2013	intact	1.0	1.0	False	9668	RYR3	1.0	True	1		True	
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	Scaffold	29019	False	RYR	found_annotated	cell	1	RYR	primary	NW_009260144.1	10811	156860	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9829	0.5421	2693	2276	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	4938	LOC104128861	1.0	False	1		True	
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	Scaffold	22941	False	ITPR1	assembly_gap	cell	1	ITPR1	primary	NW_010521700.1	6205	35795	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9928	0.299	831	1867	2697	2779	0	0	0	0.0	intact	1.0	1.0	True	31	LOC104616561	1.0	False	1		False	coverage_below_full
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	Scaffold	22941	False	ITPR1	assembly_gap	cell	0	ITPR1	primary	NW_010532953.1	5239	98752	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9936	0.6222	1729	1	1729	2779	0	0	0	0.0	intact	1.0	0.3139	True	31	ITPR1	0.986	True	1		True	
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	Scaffold	22941	False	ITPR2	assembly_gap	cell	0	ITPR2	primary	NW_010515537.1	1960	68291	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9838	0.457	1234	312	1545	2700	0	0	0	0.0	intact	1.0	1.0	True	31	LOC104627509	0.994	False	1		False	coverage_below_full
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	Scaffold	22941	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_010520325.1	1460	34729	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9697	0.9801	2611	54	2664	2664	2	0	2	0.766	intact	1.0	0.3468	True	496	LOC104628694	1.0	False	1		True	
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	Scaffold	22941	False	RYR	found_annotated	cell	0	RYR	primary	NW_010548315.1	100403	248763	-	A0A3Q0HBW9|RYR|Alligator_sinensis	0.6859	0.8941	4458	529	4986	4986	2	0	2	0.4486	intact	1.0	1.0	True	31	RYR3	0.999	True	1		True	
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	Scaffold	24645	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_009609979.1	11552	188175	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9917	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.323	True	218	ITPR1	0.995	True	1		True	
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	Scaffold	24645	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_009636647.1	5395	35230	-	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9897	0.9801	2611	54	2664	2664	0	0	0	0.0	intact	1.0	0.3457	True	49	ITPR3	1.0	True	1		True	
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	Scaffold	24645	False	RYR	assembly_gap	cell	1	RYR	primary	NW_009597511.1	2103	21373	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9703	0.1759	874	3825	4698	4968	0	0	0	0.0	intact	1.0	1.0	True	379	LOC104168345	0.998	False	1		False	coverage_below_full
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	Scaffold	24645	False	RYR	assembly_gap	cell	0	RYR	primary	NW_009602005.1	5724	123994	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6709	0.677	3410	423	3832	5037	0	0	0	0.0	intact	1.0	1.0	True	31	LOC104157261	0.999	False	1		True	
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	Scaffold	24645	False	RYR	assembly_gap	cell	2	RYR	primary	NW_009625691.1	87079	116246	-	A0A3Q0HBW9|RYR|Alligator_sinensis	0.7134	0.2345	1169	3818	4986	4986	1	0	1	0.8554	intact	1.0	1.0	True	67	RYR3	0.999	True	1		False	coverage_below_full
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	Scaffold	24402	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_010274431.1	5118	174895	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9888	1.0	2779	1	2779	2779	0	1	1	0.3598	intact	1.0	0.3249	True	31	ITPR1	0.995	True	1		True	
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	Scaffold	24402	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_010235314.1	1854	35440	-	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9826	0.9906	2639	26	2664	2664	0	0	0	0.0	intact	1.0	0.3457	True	187	ITPR3	1.0	True	1		True	
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	Scaffold	24402	False	RYR	assembly_gap	cell	4	RYR	primary	NW_010243079.1	5052	39493	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9742	0.1093	543	272	814	4968	0	0	0	0.0	intact	1.0	1.0	True	0	LOC104507851	0.999	False	1		False	coverage_below_full
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	Scaffold	24402	False	RYR	assembly_gap	cell	2	RYR	primary	NW_010250972.1	3657	40633	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.6499	0.3314	1651	428	2078	4982	0	0	0	0.0	intact	1.0	1.0	True	0	LOC104509805	0.991	False	1		False	coverage_below_full
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	Scaffold	24402	False	RYR	assembly_gap	cell	3	RYR	primary	NW_010258570.1	1574	28386	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9692	0.1767	878	3988	4865	4968	0	0	0	0.0	intact	1.0	1.0	True	170	LOC104511674	0.999	False	1		False	coverage_below_full
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	Scaffold	24402	False	RYR	assembly_gap	cell	1	RYR	primary	NW_010265148.1	1764	84905	+	A0A3Q0HBW9|RYR|Alligator_sinensis	0.6825	0.4581	2284	2258	4541	4986	1	0	1	0.4378	intact	1.0	1.0	True	211	LOC104513314	0.999	False	1		False	coverage_below_full
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	Scaffold	24402	False	RYR	assembly_gap	cell	0	RYR	primary	NW_010268903.1	2843	68304	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9796	0.3639	1808	813	2620	4968	0	0	0	0.0	intact	1.0	1.0	True	39	RYR2	0.999	True	1		False	coverage_below_full
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	Scaffold	25926	False	ITPR1	assembly_gap	cell	0	ITPR1	primary	NW_009188403.1	23205	72047	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9945	0.5934	1649	81	1729	2779	0	0	0	0.0	intact	1.0	0.3082	True	84	ITPR1	0.993	True	1		True	
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	Scaffold	25926	False	ITPR1	assembly_gap	cell	1	ITPR1	primary	NW_009215099.1	8171	72399	+	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0.9704	0.3727	1025	1701	2725	2750	2	0	2	1.9512	lesion_rich	1.0	1.0	True	42	LOC104077551	0.972	False	1		False	coverage_below_full
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	Scaffold	25926	False	ITPR2	assembly_gap	cell	0	ITPR2	primary	NW_009214687.1	9447	65664	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9704	0.3381	913	1	913	2700	0	0	0	0.0	intact	1.0	1.0	True	22	LOC104077402	0.999	False	1		False	coverage_below_full
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	Scaffold	25926	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_009211209.1	35	22462	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9908	0.8574	2284	381	2664	2664	0	0	0	0.0	intact	1.0	0.3612	True	47	ITPR3	0.999	True	1		True	
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	Scaffold	25926	False	RYR	assembly_gap	cell	0	RYR	primary	NW_009187807.1	2212	116220	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.979	0.4883	2426	2229	4654	4968	0	0	0	0.0	intact	1.0	1.0	True	112	LOC104075765	0.999	False	1		False	coverage_below_full
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	Scaffold	25926	False	RYR	assembly_gap	cell	2	RYR	primary	NW_009205669.1	109	19810	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9825	0.2067	1027	1214	2240	4968	0	0	0	0.0	intact	1.0	1.0	True	34	LOC104075085	0.931	False	1		False	coverage_below_full
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	Scaffold	25926	False	RYR	assembly_gap	cell	1	RYR	primary	NW_009208495.1	3120	82785	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6464	0.4104	2067	17	2083	5037	0	0	0	0.0	intact	1.0	1.0	True	0	LOC104072332	1.0	False	1		False	coverage_below_full
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	False	ITPR1	assembly_gap	cell	1	ITPR1	primary	NW_008615746.1	4509	24500	-	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0.9675	0.2625	722	980	1701	2750	1	0	1	1.385	intact	1.0	0.4061	True	31	LOC103775183	0.935	False	1		False	coverage_below_full
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	False	ITPR1	assembly_gap	cell	2	ITPR1	primary	NW_008622084.1	718	15300	-	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0.9934	0.2218	610	209	818	2750	0	0	0	0.0	intact	1.0	1.0	True	0	LOC103777100	0.999	False	1		False	coverage_below_full
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	False	ITPR1	assembly_gap	cell	0	ITPR1	primary	NW_008623978.1	7983	54155	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9825	0.3293	915	1865	2779	2779	0	0	0	0.0	intact	1.0	0.3096	True	31	LOC103777710	0.998	False	1		False	coverage_below_full
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	False	ITPR2	assembly_gap	cell	1	ITPR2	primary	NW_008606169.1	21339	94370	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9793	0.3752	1013	1688	2700	2700	0	0	0	0.0	intact	1.0	0.3078	False	31	LOC103772235	1.0	False	1		False	coverage_below_full
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	False	ITPR2	assembly_gap	cell	0	ITPR2	primary	NW_008623700.1	9687	70111	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9805	0.4552	1229	317	1545	2700	0	0	0	0.0	intact	1.0	0.317	True	31	ITPR2	0.996	True	1		False	coverage_below_full
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	False	ITPR3	assembly_gap	cell	0	ITPR3	primary	NW_008583346.1	5710	20451	-	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9815	0.5083	1354	1311	2664	2664	0	0	0	0.0	intact	1.0	0.3709	True	0	ITPR3	0.999	True	1		True	
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	False	ITPR3	assembly_gap	cell	1	ITPR3	primary	NW_008586202.1	397	25024	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9933	0.3904	1040	1	1040	2664	0	0	0	0.0	intact	1.0	0.3026	True	154	LOC103780872	1.0	False	1		False	coverage_below_full
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	False	RYR	found_annotated	cell	1	RYR	primary	NW_008594366.1	132	111161	+	A0A3Q0HBW9|RYR|Alligator_sinensis	0.7072	0.5991	2987	2000	4986	4986	0	0	0	0.0	intact	1.0	1.0	True	0	RYR3	1.0	True	1		True	
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	Scaffold	24675	False	RYR	found_annotated	cell	0	RYR	primary	NW_008624931.1	8036	205085	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.98	0.7256	3605	111	3715	4968	0	0	0	0.0	intact	1.0	1.0	True	31	RYR2	0.998	True	1		True	
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	Scaffold	29093	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_008238347.1	529510	687093	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9856	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.328	False	305	ITPR1	1.0	True	1		True	
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	Scaffold	29093	False	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_008246056.1	1641155	1876425	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9798	0.9885	2669	32	2700	2700	0	0	0	0.0	intact	1.0	0.3112	False	264	ITPR2	1.0	True	1		True	
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	Scaffold	29093	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_008236763.1	1288859	1326649	-	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.9929	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.3946	False	716	ITPR3	1.0	True	1		True	
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	Scaffold	29093	False	RYR	found_annotated	cell	1	RYR	primary	NW_008236217.1	577	278652	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.977	0.5503	2734	14	2747	4968	0	0	0	0.0	intact	1.0	1.0	True	174	RYR2	0.961	True	1		True	
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	Scaffold	29093	False	RYR	found_annotated	cell	0	RYR	primary	NW_008239553.1	14520289	14723787	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6768	1.0	5037	1	5037	5037	1	1	2	0.3971	intact	1.0	1.0	False	182	RYR3	1.0	True	1		True	
