symbol	ensembl_gene	status
AK8	ENSG00000165695	background
AK9	ENSG00000155085	wanted
AKAIN1	ENSG00000231824	background
AKAIN1-AS1	ENSG00000266153	background
AKAP1	ENSG00000121057	background
AKAP1-DT	ENSG00000263004	background
AKAP10	ENSG00000108599	background
AKAP11	ENSG00000023516	background
AKAP12	ENSG00000131016	background
AKAP13	ENSG00000170776	background
AKAP13-AS1	ENSG00000259367	background
AKAP14	ENSG00000186471	background
AKAP17A	ENSG00000197976	background
AKAP17BP	ENSG00000214992	background
AKAP19	ENSG00000187699	background
AKAP3	ENSG00000111254	background
AKAP4	ENSG00000147081	background
AKAP5	ENSG00000179841	background
AKAP6	ENSG00000151320	wanted
AKAP7	ENSG00000118507	background
AKAP8	ENSG00000105127	background
AKAP8L	ENSG00000011243	background
AKAP8P1	ENSG00000234146	background
AKAP9	ENSG00000127914	background
AKIP1	ENSG00000166452	wanted
AKIRIN1	ENSG00000174574	background
AKIRIN1P1	ENSG00000257786	background
AKIRIN1P2	ENSG00000228125	background
AKIRIN2	ENSG00000135334	background
AKIRIN2P1	ENSG00000251482	background
AKNA	ENSG00000106948	background
AKNAD1	ENSG00000162641	background
AKR1A1	ENSG00000117448	background
AKR1B1	ENSG00000085662	wanted
AKR1B10	ENSG00000198074	background
AKR1B10P1	ENSG00000213606	background
AKR1B10P2	ENSG00000263355	background
AKR1B15	ENSG00000227471	background
AKR1B1P1	ENSG00000229991	background
AKR1B1P2	ENSG00000213452	background
AKR1B1P3	ENSG00000213785	background
AKR1B1P4	ENSG00000237876	background
AKR1B1P5	ENSG00000258685	background
AKR1B1P6	ENSG00000225212	background
AKR1B1P7	ENSG00000266899	background
AKR1B1P8	ENSG00000231371	background
AKR1C1	ENSG00000187134	background
AKR1C2	ENSG00000151632	background
AKR1C3	ENSG00000196139	background
AKR1C4	ENSG00000198610	background
AKR1C5P	ENSG00000225418	background
AKR1C6P	ENSG00000151631	background
AKR1C7P	ENSG00000215267	background
AKR1C8	ENSG00000264006	background
AKR1D1	ENSG00000122787	wanted
AKR1D1P1	ENSG00000227776	background
AKR1E2	ENSG00000165568	wanted
AKR7A2	ENSG00000053371	background
AKR7A2P1	ENSG00000229020	background
AKR7A2P2	ENSG00000224341	background
AKR7A3	ENSG00000162482	background
AKR7L	ENSG00000211454	background
AKT1	ENSG00000142208	wanted
AKT1S1	ENSG00000204673	background
AKT2	ENSG00000105221	wanted
AKT3	ENSG00000117020	wanted
AKT3-IT1	ENSG00000228939	background
AKTIP	ENSG00000166971	background
AKTIPP1	ENSG00000271137	background
AKTIPP2	ENSG00000226432	background
AKTIPP3	ENSG00000255376	background
ALAD	ENSG00000148218	background
ALAS1	ENSG00000023330	wanted
ALAS2	ENSG00000158578	wanted
ALB	ENSG00000163631	background
ALCAM	ENSG00000170017	background
ALDH16A1	ENSG00000161618	background
ALDH18A1	ENSG00000059573	wanted
ALDH1A1	ENSG00000165092	background
ALDH1A2	ENSG00000128918	background
ALDH1A2-AS1	ENSG00000259285	background
ALDH1A3	ENSG00000184254	background
ALDH1A3-AS1	ENSG00000259583	background
ALDH1B1	ENSG00000137124	background
ALDH1L1	ENSG00000144908	wanted
ALDH1L1-AS1	ENSG00000250218	background
ALDH1L1-AS2	ENSG00000246022	background
ALDH1L2	ENSG00000136010	background
ALDH2	ENSG00000111275	background
ALDH3A1	ENSG00000108602	background
ALDH3A2	ENSG00000072210	background
ALDH3B1	ENSG00000006534	background
ALDH3B2	ENSG00000132746	background
ALDH4A1	ENSG00000159423	background
ALDH5A1	ENSG00000112294	background
ALDH6A1	ENSG00000119711	wanted
ALDH7A1	ENSG00000164904	background
ALDH7A1P1	ENSG00000251400	background
ALDH7A1P2	ENSG00000232292	background
ALDH7A1P3	ENSG00000243853	background
ALDH7A1P4	ENSG00000234489	background
ALDH8A1	ENSG00000118514	background
ALDH9A1	ENSG00000143149	background
ALDOA	ENSG00000149925	background
ALDOAP1	ENSG00000242849	background
ALDOAP2	ENSG00000214297	background
ALDOB	ENSG00000136872	background
ALDOC	ENSG00000109107	background
ALDOC-AS1	ENSG00000265168	background
ALG1	ENSG00000033011	background
ALG10	ENSG00000139133	background
ALG10B	ENSG00000175548	background
ALG11	ENSG00000253710	background
ALG12	ENSG00000182858	wanted
ALG13	ENSG00000101901	background
ALG13-AS1	ENSG00000229487	background
ALG14	ENSG00000172339	background
ALG1L10P	ENSG00000254016	background
ALG1L11P	ENSG00000249889	background
ALG1L12P	ENSG00000250794	background
ALG1L13P	ENSG00000253981	background
ALG1L14P	ENSG00000250268	background
ALG1L15P	ENSG00000242017	background
ALG1L1P	ENSG00000189366	background
ALG1L2	ENSG00000251287	background
ALG1L3P	ENSG00000251087	background
ALG1L5P	ENSG00000226943	background
ALG1L6P	ENSG00000238278	background
ALG1L7P	ENSG00000251271	background
ALG1L8P	ENSG00000227620	background
ALG1L9P	ENSG00000293546	background
ALG2	ENSG00000119523	background
ALG3	ENSG00000214160	background
ALG3P1	ENSG00000251568	background
ALG5	ENSG00000120697	background
ALG6	ENSG00000088035	background
ALG8	ENSG00000159063	wanted
ALG9	ENSG00000086848	wanted
ALG9-IT1	ENSG00000254450	background
ALK	ENSG00000171094	wanted
ALKAL1	ENSG00000196711	background
ALKAL2	ENSG00000189292	wanted
ALKBH1	ENSG00000100601	background
ALKBH2	ENSG00000189046	background
ALKBH3	ENSG00000166199	background
ALKBH3-AS1	ENSG00000244926	background
ALKBH4	ENSG00000160993	background
ALKBH5	ENSG00000091542	background
ALKBH6	ENSG00000239382	wanted
ALKBH7	ENSG00000125652	background
ALKBH8	ENSG00000137760	background
ALLC	ENSG00000151360	wanted
ALMS1	ENSG00000116127	background
ALMS1-IT1	ENSG00000230002	background
ALMS1P1	ENSG00000290727	background
ALOX12	ENSG00000108839	background
ALOX12B	ENSG00000179477	background
ALOX12P1	ENSG00000264958	background
ALOX12P2	ENSG00000291084	background
ALOX15	ENSG00000161905	background
ALOX15B	ENSG00000179593	background
ALOX15P1	ENSG00000274114	background
ALOX15P2	ENSG00000188101	background
ALOX5	ENSG00000012779	background
ALOX5AP	ENSG00000132965	wanted
ALOXE3	ENSG00000179148	background
ALOXE3P1	ENSG00000275011	background
ALPG	ENSG00000163286	background
ALPI	ENSG00000163295	background
ALPK1	ENSG00000073331	wanted
ALPK2	ENSG00000198796	background
ALPK2-AS1	ENSG00000267579	background
ALPK3	ENSG00000136383	background
ALPL	ENSG00000162551	background
ALPP	ENSG00000163283	background
ALS2	ENSG00000003393	background
ALS2CL	ENSG00000178038	background
ALX1	ENSG00000180318	wanted
ALX3	ENSG00000156150	background
ALX4	ENSG00000052850	background
ALYREF	ENSG00000183684	background
AMACR	ENSG00000242110	background
AMANZI	ENSG00000280228	background
AMBN	ENSG00000178522	background
AMBP	ENSG00000106927	background
AMBRA1	ENSG00000110497	background
AMD1	ENSG00000123505	background
AMD1P1	ENSG00000228339	background
AMD1P2	ENSG00000237801	background
AMD1P3	ENSG00000249286	background
AMD1P4	ENSG00000215124	background
AMDHD1	ENSG00000139344	background
AMDHD2	ENSG00000162066	background
AMELX	ENSG00000125363	background
AMELY	ENSG00000099721	background
AMER1	ENSG00000184675	background
AMER2	ENSG00000165566	wanted
AMER3	ENSG00000178171	background
AMFR	ENSG00000159461	background
AMH	ENSG00000104899	background
AMHR2	ENSG00000135409	background
AMIGO1	ENSG00000181754	wanted
AMIGO2	ENSG00000139211	background
AMIGO3	ENSG00000176020	wanted
AMMECR1	ENSG00000101935	background
AMMECR1-IT1	ENSG00000224142	background
AMMECR1L	ENSG00000144233	background
AMMECR1LP1	ENSG00000233273	background
AMN	ENSG00000166126	wanted
AMN1	ENSG00000151743	wanted
AMN1-AS1	ENSG00000276900	background
AMOT	ENSG00000126016	background
AMOTL1	ENSG00000166025	background
AMOTL2	ENSG00000114019	background
AMPD1	ENSG00000116748	background
AMPD2	ENSG00000116337	background
AMPD2-AS1	ENSG00000228703	background
AMPD3	ENSG00000133805	background
AMPH	ENSG00000078053	background
AMT	ENSG00000145020	wanted
AMTN	ENSG00000187689	background
AMY1A	ENSG00000237763	background
AMY1B	ENSG00000174876	background
AMY1C	ENSG00000187733	background
AMY2A	ENSG00000243480	background
AMY2B	ENSG00000240038	background
AMYP1	ENSG00000227408	background
AMZ1	ENSG00000174945	background
AMZ2	ENSG00000196704	background
AMZ2P1	ENSG00000291140	background
AMZ2P2	ENSG00000219249	background
AMZ2P3	ENSG00000233807	background
ANAPC1	ENSG00000153107	wanted
ANAPC10	ENSG00000164162	background
ANAPC10P1	ENSG00000213735	background
ANAPC11	ENSG00000141552	background
ANAPC13	ENSG00000129055	background
ANAPC13P1	ENSG00000271298	background
ANAPC15	ENSG00000110200	background
ANAPC15P1	ENSG00000231619	background
ANAPC15P2	ENSG00000232601	background
ANAPC16	ENSG00000166295	background
ANAPC1P1	ENSG00000233673	background
ANAPC1P2	ENSG00000285793	background
ANAPC1P3	ENSG00000230395	background
ANAPC1P4	ENSG00000234231	background
ANAPC1P5	ENSG00000275597	background
ANAPC1P6	ENSG00000235486	background
ANAPC2	ENSG00000176248	background
ANAPC4	ENSG00000053900	background
ANAPC5	ENSG00000089053	background
ANAPC7	ENSG00000196510	background
ANG	ENSG00000214274	background
ANGEL1	ENSG00000013523	wanted
ANGEL2	ENSG00000174606	background
ANGPT1	ENSG00000154188	background
ANGPT2	ENSG00000091879	background
ANGPT4	ENSG00000101280	background
ANGPTL1	ENSG00000116194	background
ANGPTL2	ENSG00000136859	background
ANGPTL3	ENSG00000132855	background
ANGPTL4	ENSG00000167772	background
ANGPTL5	ENSG00000187151	background
ANGPTL6	ENSG00000130812	background
ANGPTL7	ENSG00000171819	background
ANGPTL8	ENSG00000130173	background
ANHX	ENSG00000227059	background
ANK1	ENSG00000029534	background
ANK2	ENSG00000145362	wanted
ANK2-AS1	ENSG00000248152	background
ANK3	ENSG00000151150	background
ANK3-DT	ENSG00000254271	background
ANKAR	ENSG00000151687	background
ANKDD1A	ENSG00000166839	background
ANKDD1B	ENSG00000189045	background
ANKEF1	ENSG00000132623	background
ANKFN1	ENSG00000153930	background
ANKFY1	ENSG00000185722	background
ANKH	ENSG00000154122	background
ANKH-DT	ENSG00000272057	background
ANKHD1	ENSG00000131503	background
ANKHD1-DT	ENSG00000249637	background
ANKHD1-EIF4EBP3	ENSG00000254996	background
ANKIB1	ENSG00000001629	background
ANKK1	ENSG00000170209	background
ANKLE1	ENSG00000160117	background
ANKLE2	ENSG00000176915	background
ANKMY1	ENSG00000144504	background
ANKMY2	ENSG00000106524	background
ANKRA2	ENSG00000164331	background
ANKRD1	ENSG00000148677	background
ANKRD10	ENSG00000088448	background
ANKRD10-IT1	ENSG00000229152	background
ANKRD11	ENSG00000167522	background
ANKRD11P1	ENSG00000234429	background
ANKRD11P2	ENSG00000231686	background
ANKRD12	ENSG00000101745	background
ANKRD13A	ENSG00000076513	background
ANKRD13B	ENSG00000198720	background
ANKRD13C	ENSG00000118454	background
ANKRD13C-DT	ENSG00000197568	background
ANKRD13D	ENSG00000172932	background
ANKRD16	ENSG00000134461	background
ANKRD17	ENSG00000132466	background
ANKRD17-DT	ENSG00000250220	background
ANKRD18A	ENSG00000180071	background
ANKRD18B	ENSG00000230453	background
ANKRD18CP	ENSG00000159712	background
ANKRD18DP	ENSG00000226435	background
ANKRD18EP	ENSG00000217165	background
ANKRD18FP	ENSG00000218577	background
ANKRD19P	ENSG00000291168	background
ANKRD2	ENSG00000165887	background
ANKRD20A1	ENSG00000260691	background
ANKRD20A10P	ENSG00000226695	background
ANKRD20A11P	ENSG00000215559	background
ANKRD20A17P	ENSG00000251056	background
ANKRD20A18P	ENSG00000249493	background
ANKRD20A19P	ENSG00000196593	background
ANKRD20A21P	ENSG00000277112	background
ANKRD20A2P	ENSG00000183148	background
ANKRD20A3P	ENSG00000276203	background
ANKRD20A4P	ENSG00000172014	background
ANKRD20A5P	ENSG00000293697	background
ANKRD20A6P	ENSG00000274502	background
ANKRD20A7P	ENSG00000236816	background
ANKRD20A8P	ENSG00000229089	background
ANKRD20A9P	ENSG00000206192	background
ANKRD22	ENSG00000152766	wanted
ANKRD23	ENSG00000163126	background
ANKRD24	ENSG00000089847	background
ANKRD26	ENSG00000107890	background
ANKRD26P1	ENSG00000261239	background
ANKRD26P2	ENSG00000235550	background
ANKRD26P3	ENSG00000293699	background
ANKRD26P4	ENSG00000229427	background
ANKRD27	ENSG00000105186	background
ANKRD27-AS1	ENSG00000267557	background
ANKRD28	ENSG00000206560	background
ANKRD29	ENSG00000154065	background
ANKRD30A	ENSG00000148513	background
ANKRD30B	ENSG00000180777	background
ANKRD30BL	ENSG00000163046	background
ANKRD30BP1	ENSG00000175302	background
ANKRD30BP2	ENSG00000224309	background
ANKRD30BP3	ENSG00000230501	background
ANKRD31	ENSG00000145700	background
ANKRD33	ENSG00000167612	background
ANKRD33B	ENSG00000164236	background
ANKRD33B-AS1	ENSG00000250106	background
ANKRD33BP1	ENSG00000229689	background
ANKRD33BP10	ENSG00000254916	background
ANKRD33BP2	ENSG00000254728	background
ANKRD33BP3	ENSG00000288434	background
ANKRD33BP5	ENSG00000255111	background
ANKRD33BP6	ENSG00000254547	background
ANKRD33BP7	ENSG00000255162	background
ANKRD33BP8	ENSG00000254558	background
ANKRD33BP9	ENSG00000255305	background
ANKRD34A	ENSG00000272031	background
ANKRD34B	ENSG00000189127	background
ANKRD34C	ENSG00000235711	background
ANKRD34C-AS1	ENSG00000259234	background
ANKRD35	ENSG00000198483	background
ANKRD35-DT	ENSG00000244619	background
ANKRD36	ENSG00000135976	background
ANKRD36B	ENSG00000196912	background
ANKRD36BP1	ENSG00000214262	background
ANKRD36BP2	ENSG00000291127	background
ANKRD36C	ENSG00000174501	background
ANKRD36P1	ENSG00000188399	background
ANKRD36P2	ENSG00000271362	background
ANKRD37	ENSG00000186352	background
ANKRD39	ENSG00000213337	background
ANKRD39P1	ENSG00000218986	background
ANKRD40	ENSG00000154945	background
ANKRD40CL	ENSG00000167117	background
ANKRD42	ENSG00000137494	background
ANKRD42-DT	ENSG00000247137	background
ANKRD44	ENSG00000065413	background
ANKRD44-AS1	ENSG00000231621	background
ANKRD44-DT	ENSG00000225979	background
ANKRD44-IT1	ENSG00000236977	background
ANKRD45	ENSG00000183831	background
ANKRD46	ENSG00000186106	background
ANKRD49	ENSG00000168876	background
ANKRD49P1	ENSG00000228446	background
ANKRD49P2	ENSG00000225349	background
ANKRD49P3	ENSG00000248616	background
ANKRD49P4	ENSG00000214684	background
ANKRD50	ENSG00000151458	background
ANKRD52	ENSG00000139645	background
ANKRD53	ENSG00000144031	background
ANKRD54	ENSG00000100124	background
ANKRD54P1	ENSG00000236442	background
ANKRD55	ENSG00000164512	background
ANKRD6	ENSG00000135299	background
ANKRD6-AS1	ENSG00000237027	background
ANKRD60	ENSG00000124227	background
ANKRD61	ENSG00000157999	background
ANKRD62	ENSG00000181626	background
ANKRD62P1	ENSG00000259271	background
ANKRD62P1-PARP4P3	ENSG00000189295	background
ANKRD63	ENSG00000230778	wanted
ANKRD65	ENSG00000235098	background
ANKRD65-AS1	ENSG00000225905	background
ANKRD66	ENSG00000230062	background
ANKRD7	ENSG00000106013	background
ANKRD9	ENSG00000156381	wanted
ANKS1A	ENSG00000064999	wanted
ANKS1B	ENSG00000185046	background
ANKS3	ENSG00000168096	background
ANKS4B	ENSG00000175311	background
ANKS6	ENSG00000165138	background
ANKUB1	ENSG00000206199	background
ANKZF1	ENSG00000163516	background
ANLN	ENSG00000011426	background
ANO1	ENSG00000131620	background
ANO1-AS1	ENSG00000254902	background
ANO10	ENSG00000160746	background
ANO2	ENSG00000047617	background
ANO3	ENSG00000134343	wanted
ANO3-AS1	ENSG00000254819	background
ANO4	ENSG00000151572	background
ANO5	ENSG00000171714	background
ANO6	ENSG00000177119	wanted
ANO7	ENSG00000146205	background
ANO7L1	ENSG00000237276	background
ANO8	ENSG00000074855	background
ANO9	ENSG00000185101	background
ANOS1	ENSG00000011201	background
ANOS2P	ENSG00000241859	background
ANP32A	ENSG00000140350	background
ANP32AP1	ENSG00000259516	background
ANP32B	ENSG00000136938	background
ANP32BP1	ENSG00000259790	background
ANP32BP2	ENSG00000231801	background
ANP32BP3	ENSG00000259461	background
ANP32CP	ENSG00000248546	background
ANP32D	ENSG00000139223	background
ANP32E	ENSG00000143401	background
ANPEP	ENSG00000166825	wanted
ANTKMT	ENSG00000103254	background
ANTXR1	ENSG00000169604	background
ANTXR2	ENSG00000163297	background
ANTXRL	ENSG00000274209	background
ANTXRLP1	ENSG00000263482	background
ANXA1	ENSG00000135046	background
ANXA10	ENSG00000109511	background
ANXA11	ENSG00000122359	background
ANXA13	ENSG00000104537	background
ANXA2	ENSG00000182718	background
ANXA2P1	ENSG00000213406	background
ANXA2P2	ENSG00000231991	background
ANXA2P3	ENSG00000216740	background
ANXA2R	ENSG00000177721	background
ANXA2R-AS1	ENSG00000215068	background
ANXA2R-OT1	ENSG00000177738	background
ANXA3	ENSG00000138772	background
ANXA4	ENSG00000196975	background
ANXA5	ENSG00000164111	background
ANXA6	ENSG00000197043	background
ANXA7	ENSG00000138279	background
ANXA8	ENSG00000265190	background
ANXA8L1	ENSG00000264230	background
ANXA9	ENSG00000143412	background
AOAH	ENSG00000136250	background
AOAH-IT1	ENSG00000230539	background
AOC1	ENSG00000002726	background
AOC2	ENSG00000131480	background
AOC3	ENSG00000131471	background
AOC4P	ENSG00000291070	background
AOPEP	ENSG00000148120	background
AOPEP-AS1	ENSG00000224764	background
AOX1	ENSG00000138356	background
AOX2P	ENSG00000243478	background
AOX3P	ENSG00000244301	background
AOX3P-AOX2P	ENSG00000284084	background
AP1AR	ENSG00000138660	wanted
AP1AR-DT	ENSG00000260526	background
AP1B1	ENSG00000100280	background
AP1B1P1	ENSG00000290475	background
AP1B1P2	ENSG00000232707	background
AP1G1	ENSG00000166747	background
AP1G2	ENSG00000213983	background
AP1G2-AS1	ENSG00000258727	background
AP1M1	ENSG00000072958	background
AP1M2	ENSG00000129354	background
AP1M2P1	ENSG00000227534	background
AP1S1	ENSG00000106367	background
AP1S2	ENSG00000182287	background
AP1S2P1	ENSG00000226046	background
AP1S3	ENSG00000152056	background
AP2A1	ENSG00000196961	background
AP2A2	ENSG00000183020	background
AP2B1	ENSG00000006125	wanted
AP2B1P1	ENSG00000234130	background
AP2M1	ENSG00000161203	background
AP2S1	ENSG00000042753	wanted
AP3B1	ENSG00000132842	background
AP3B2	ENSG00000103723	background
AP3D1	ENSG00000065000	background
AP3M1	ENSG00000185009	background
AP3M2	ENSG00000070718	background
AP3S1	ENSG00000177879	background
AP3S1P1	ENSG00000218806	background
AP3S1P2	ENSG00000213036	background
AP3S1P3	ENSG00000271370	background
AP3S2	ENSG00000157823	background
AP4B1	ENSG00000134262	background
AP4B1-AS1	ENSG00000226167	background
AP4E1	ENSG00000081014	background
AP4M1	ENSG00000221838	background
AP4S1	ENSG00000100478	background
AP5B1	ENSG00000254470	background
AP5M1	ENSG00000053770	background
AP5S1	ENSG00000125843	background
AP5Z1	ENSG00000242802	background
APAF1	ENSG00000120868	background
APBA1	ENSG00000107282	background
APBA2	ENSG00000034053	wanted
APBA3	ENSG00000011132	background
APBB1	ENSG00000166313	background
APBB1IP	ENSG00000077420	background
APBB2	ENSG00000163697	background
APBB3	ENSG00000113108	wanted
APC	ENSG00000134982	background
APC2	ENSG00000115266	background
APC2-AS1	ENSG00000267317	background
APCDD1	ENSG00000154856	background
APCDD1L	ENSG00000198768	background
APCDD1L-DT	ENSG00000231290	background
APCS	ENSG00000132703	background
APEH	ENSG00000164062	wanted
APELA	ENSG00000248329	background
APEX1	ENSG00000100823	wanted
APEX2	ENSG00000169188	wanted
APH1A	ENSG00000117362	background
APH1B	ENSG00000138613	background
API5	ENSG00000166181	background
API5P1	ENSG00000234558	background
API5P2	ENSG00000213962	background
APIP	ENSG00000149089	background
APLF	ENSG00000169621	background
APLN	ENSG00000171388	background
APLNR	ENSG00000134817	background
APLP1	ENSG00000105290	background
APLP2	ENSG00000084234	wanted
APMAP	ENSG00000101474	background
APOA1	ENSG00000118137	background
APOA1-AS	ENSG00000235910	background
APOA2	ENSG00000158874	background
APOA4	ENSG00000110244	background
APOA5	ENSG00000110243	background
APOB	ENSG00000084674	background
APOBEC1	ENSG00000111701	background
