accession	organism	vclass	vorder	assembly_level	contig_n50	contig_spans_gene	cell	n_loci	n_copies	n_intact_copies	n_contigs	same_contig_copies	max_coverage	annot_named	copy_contigs
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	Chromosome	956540	1	ITPR3	1	1	1	1	0	1.0	1	CM030174.1
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	Chromosome	956540	1	RYR	6	6	6	6	0	1.0	6	CM030175.1;CM030179.1;CM030181.1;CM030184.1;CM030187.1;CM030190.1
GCA_018340635.1	Bothrops jararaca	Lepidosauria	Squamata	Scaffold	162550	1	ITPR1	1	1	1	1	0	0.9701	0	JAGTXL010001321.1
GCA_018340635.1	Bothrops jararaca	Lepidosauria	Squamata	Scaffold	162550	1	ITPR2	0	0	0	0	0	0.0	0	
GCA_018340635.1	Bothrops jararaca	Lepidosauria	Squamata	Scaffold	162550	1	ITPR3	1	1	1	1	0	1.0	0	JAGTXL010020449.1
GCA_018340635.1	Bothrops jararaca	Lepidosauria	Squamata	Scaffold	162550	1	RYR	1	1	1	1	0	1.0	0	JAGTXL010020916.1
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	Chromosome	783846	1	ITPR1	1	1	0	1	0	1.0	1	CM033472.1
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	Chromosome	783846	1	ITPR2	1	1	0	1	0	1.0	1	CM033471.1
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	Chromosome	783846	1	ITPR3	1	1	1	1	0	1.0	0	CM033470.1
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	Chromosome	783846	1	RYR	2	2	0	1	1	1.0	2	CM033476.1
GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	Chromosome	20531774	1	ITPR1	1	1	1	1	0	1.0	0	CM036595.1
GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	Chromosome	20531774	1	ITPR2	1	1	1	1	0	1.0	0	CM036586.1
GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	Chromosome	20531774	1	ITPR3	1	1	1	1	0	1.0	0	CM036610.1
GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	Chromosome	20531774	1	RYR	2	2	2	2	0	1.0	0	CM036588.1;CM036590.1
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	Chromosome	17514905	1	ITPR1	2	2	2	2	0	1.0	2	CM040752.1;CM040754.1
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	Chromosome	17514905	1	ITPR2	1	1	1	1	0	1.0	1	CM040765.1
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	Chromosome	17514905	1	ITPR3	1	1	1	1	0	1.0	1	CM040752.1
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	Chromosome	17514905	1	RYR	5	5	5	5	0	1.0	5	CM040742.1;CM040747.1;CM040749.1;CM040751.1;CM040759.1
GCA_023764695.1	Pygathrix nigripes	Mammalia	Primates	Contig	14260291	1	ITPR1	1	1	1	1	0	1.0	0	JAKFHG010001683.1
GCA_023764695.1	Pygathrix nigripes	Mammalia	Primates	Contig	14260291	1	ITPR2	1	1	1	1	0	1.0	0	JAKFHG010002414.1
GCA_023764695.1	Pygathrix nigripes	Mammalia	Primates	Contig	14260291	1	ITPR3	1	1	1	1	0	1.0	0	JAKFHG010000745.1
GCA_023764695.1	Pygathrix nigripes	Mammalia	Primates	Contig	14260291	1	RYR	3	3	2	3	0	1.0	0	JAKFHG010000439.1;JAKFHG010000719.1;JAKFHG010003308.1
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	Chromosome	1500626	1	ITPR1	2	2	1	1	1	1.0	2	CM043789.1
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	Chromosome	1500626	1	ITPR2	1	1	1	1	0	1.0	1	CM043790.1
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	Chromosome	1500626	1	ITPR3	1	1	1	1	0	0.6933	1	JAMFTG010000131.1
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	Chromosome	1500626	1	RYR	6	6	1	6	0	1.0	5	CM043797.1;CM043798.1;CM043799.1;CM043806.1;CM043808.1;JAMFTG010000034.1
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	Chromosome	636888	1	ITPR1	2	2	2	1	1	1.0	1	CM051002.1
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	Chromosome	636888	1	ITPR2	1	1	1	1	0	1.0	1	CM051010.1
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	Chromosome	636888	1	ITPR3	1	1	1	1	0	1.0	1	CM051007.1
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	Chromosome	636888	1	RYR	6	6	6	5	1	1.0	5	CM050999.1;CM051014.1;CM051016.1;CM051018.1;CM051019.1
GCA_028571685.1	Heterohyrax brucei	Mammalia	Hyracoidea	Chromosome	78495281	1	ITPR1	1	1	1	1	0	1.0	1	CM053158.1
GCA_028571685.1	Heterohyrax brucei	Mammalia	Hyracoidea	Chromosome	78495281	1	ITPR2	1	1	1	1	0	1.0	1	CM053142.1
GCA_028571685.1	Heterohyrax brucei	Mammalia	Hyracoidea	Chromosome	78495281	1	ITPR3	1	1	1	1	0	1.0	1	CM053144.1
GCA_028571685.1	Heterohyrax brucei	Mammalia	Hyracoidea	Chromosome	78495281	1	RYR	3	3	3	3	0	1.0	3	CM053151.1;CM053152.1;CM053155.1
GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	Scaffold	2000165	1	ITPR1	2	2	2	2	0	1.0	2	JAINUG010000031.1;JAINUG010000036.1
GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	Scaffold	2000165	1	ITPR2	1	1	1	1	0	1.0	1	JAINUG010000023.1
GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	Scaffold	2000165	1	ITPR3	1	1	1	1	0	1.0	1	JAINUG010000229.1
GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	Scaffold	2000165	1	RYR	5	5	4	5	0	1.0	3	JAINUG010000051.1;JAINUG010000065.1;JAINUG010000085.1;JAINUG010000136.1;JAINUG010000546.1
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	Chromosome	4228958	1	ITPR1	2	2	1	1	1	1.0	0	CM062265.1
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	Chromosome	4228958	1	ITPR2	1	1	1	1	0	1.0	0	CM062273.1
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	Chromosome	4228958	1	ITPR3	1	1	1	1	0	1.0	0	CM062267.1
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	Chromosome	4228958	1	RYR	6	6	6	6	0	1.0	4	CM062268.1;CM062275.1;CM062278.1;CM062279.1;CM062281.1;CM062284.1
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	Chromosome	91852676	1	ITPR1	1	1	1	1	0	1.0	0	CM063184.1
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	Chromosome	91852676	1	ITPR2	1	1	1	1	0	1.0	0	CM063177.1
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	Chromosome	91852676	1	ITPR3	1	1	1	1	0	1.0	0	CM063172.1
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	Chromosome	91852676	1	RYR	3	3	3	3	0	1.0	0	CM063176.1;CM063187.1;CM063188.1
GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	Scaffold	10551	0	ITPR1	1	1	1	1	0	1.0	0	JAUBNY010000656.1
GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	Scaffold	10551	0	ITPR2	1	1	1	1	0	1.0	0	JAUBNY010001198.1
GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	Scaffold	10551	0	ITPR3	1	1	1	1	0	1.0	0	JAUBNY010000997.1
GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	Scaffold	10551	0	RYR	2	2	2	2	0	0.9974	0	JAUBNY010000184.1;JAUBNY010000465.1
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	1	ITPR1	2	2	0	2	0	1.0	2	BRZM01000050.1;BRZM01000069.1
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	1	ITPR2	1	1	0	1	0	1.0	1	BRZM01000040.1
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	1	ITPR3	3	3	2	3	0	1.0	0	BRZM01000063.1;BRZM01000698.1;BRZM01003583.1
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	1	RYR	6	6	3	6	0	1.0	3	BRZM01000003.1;BRZM01000008.1;BRZM01000015.1;BRZM01000052.1;BRZM01000065.1;BRZM01000068.1
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	Scaffold	43929	0	ITPR1	1	1	1	1	0	1.0	0	JAVJGK010000037.1
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	Scaffold	43929	0	ITPR2	1	1	1	1	0	0.9885	0	JAVJGK010000024.1
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	Scaffold	43929	0	ITPR3	1	1	1	1	0	1.0	0	JAVJGK010000054.1
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	Scaffold	43929	0	RYR	3	3	3	3	0	1.0	0	JAVJGK010000032.1;JAVJGK010000051.1;JAVJGK010000078.1
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	1	ITPR1	2	2	2	2	0	1.0	0	CM070012.1;CM070017.1
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	1	ITPR2	1	1	1	1	0	1.0	0	CM070024.1
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	1	ITPR3	1	1	1	1	0	1.0	0	CM070014.1
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	1	RYR	6	6	6	5	1	1.0	0	CM070016.1;CM070018.1;CM070023.1;CM070024.1;CM070026.1
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	0	ITPR1	2	0	0	0	0	0.4967	2	
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	0	ITPR2	1	0	0	0	0	0.3688	1	
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	0	ITPR3	3	1	1	1	0	0.5712	2	JAHUTI010049480.1
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	0	RYR	5	3	3	3	0	0.7074	4	JAHUTI010009873.1;JAHUTI010039425.1;JAHUTI010059390.1
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	0	ITPR1	2	0	0	0	0	0.4949	2	
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	0	ITPR2	1	1	1	1	0	0.6312	1	JAHUTJ010065589.1
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	0	ITPR3	1	0	0	0	0	0.3618	1	
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	0	RYR	9	0	0	0	0	0.4633	7	
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	0	ITPR1	3	0	0	0	0	0.4967	2	
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	0	ITPR2	3	0	0	0	0	0.3688	3	
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	0	ITPR3	2	0	0	0	0	0.4869	2	
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	0	RYR	4	1	1	1	0	0.5952	4	JAHRIP010037930.1
GCA_040091305.1	Ilyodon furcidens	Actinopteri	Cyprinodontiformes	Scaffold	11867	0	ITPR1	2	0	0	0	0	0.4967	2	
GCA_040091305.1	Ilyodon furcidens	Actinopteri	Cyprinodontiformes	Scaffold	11867	0	ITPR2	3	0	0	0	0	0.3602	3	
GCA_040091305.1	Ilyodon furcidens	Actinopteri	Cyprinodontiformes	Scaffold	11867	0	ITPR3	3	0	0	0	0	0.306	3	
GCA_040091305.1	Ilyodon furcidens	Actinopteri	Cyprinodontiformes	Scaffold	11867	0	RYR	11	0	0	0	0	0.3575	9	
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	Scaffold	16062	0	ITPR1	3	0	0	0	0	0.4967	2	
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	Scaffold	16062	0	ITPR2	3	0	0	0	0	0.3688	2	
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	Scaffold	16062	0	ITPR3	4	0	0	0	0	0.306	3	
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	Scaffold	16062	0	RYR	9	1	1	1	0	0.5952	5	JAHRIO010060328.1
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	Scaffold	19941	0	ITPR1	4	0	0	0	0	0.3402	1	
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	Scaffold	19941	0	ITPR2	2	1	1	1	0	0.5065	0	JAHRIN010008558.1
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	Scaffold	19941	0	ITPR3	4	0	0	0	0	0.306	2	
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	Scaffold	19941	0	RYR	3	1	1	1	0	0.7449	0	JAHRIN010033797.1
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	Scaffold	15690	0	ITPR1	2	0	0	0	0	0.4967	1	
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	Scaffold	15690	0	ITPR2	3	0	0	0	0	0.3688	2	
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	Scaffold	15690	0	ITPR3	1	1	1	1	0	0.5622	0	JAHRIM010070462.1
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	Scaffold	15690	0	RYR	9	1	1	1	0	0.5078	5	JAHRIM010070216.1
GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	Chromosome	15716625	1	ITPR1	1	1	1	1	0	1.0	0	CM092437.1
GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	Chromosome	15716625	1	ITPR2	1	1	1	1	0	1.0	0	CM092440.1
GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	Chromosome	15716625	1	ITPR3	1	1	1	1	0	1.0	0	CM092438.1
GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	Chromosome	15716625	1	RYR	3	3	3	3	0	1.0	0	CM092436.1;CM092441.1;CM092448.1
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	Chromosome	3811240	1	ITPR1	2	2	2	1	1	1.0	0	CM101355.1
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	Chromosome	3811240	1	ITPR2	1	1	1	1	0	1.0	0	CM101349.1
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	Chromosome	3811240	1	ITPR3	1	1	1	1	0	1.0	0	CM101356.1
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	Chromosome	3811240	1	RYR	6	6	6	6	0	1.0	0	CM101357.1;CM101358.1;CM101361.1;CM101363.1;CM101366.1;CM101368.1
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	Chromosome	1880763	1	ITPR1	2	2	2	1	1	1.0	0	CM105268.1
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	Chromosome	1880763	1	ITPR2	1	1	1	1	0	0.9956	0	CM105265.1
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	Chromosome	1880763	1	ITPR3	1	1	1	1	0	1.0	0	CM105270.1
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	Chromosome	1880763	1	RYR	6	6	6	6	0	1.0	0	CM105260.1;CM105261.1;CM105262.1;CM105264.1;CM105272.1;CM105278.1
GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	Chromosome	84282059	1	ITPR1	1	1	1	1	0	1.0	0	CM138677.1
GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	Chromosome	84282059	1	ITPR2	1	1	1	1	0	1.0	0	CM138672.1
GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	Chromosome	84282059	1	ITPR3	1	1	1	1	0	1.0	0	CM138675.1
GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	Chromosome	84282059	1	RYR	3	3	3	3	0	1.0	0	CM138669.1;CM138674.1;CM138676.1
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	Chromosome	542425	1	ITPR1	2	2	2	1	1	1.0	2	CM109045.1
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	Chromosome	542425	1	ITPR2	2	2	2	1	1	1.0	2	CM109053.1
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	Chromosome	542425	1	ITPR3	1	1	1	1	0	1.0	1	CM109051.1
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	Chromosome	542425	1	RYR	6	6	6	6	0	1.0	6	CM109048.1;CM109052.1;CM109054.1;CM109060.1;CM109062.1;CM109064.1
GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	Chromosome	1346787	1	ITPR1	2	2	2	1	1	1.0	0	CM114425.1
GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	Chromosome	1346787	1	ITPR2	1	1	1	1	0	0.9981	0	CM114422.1
GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	Chromosome	1346787	1	ITPR3	1	1	1	1	0	1.0	0	CM114428.1
GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	Chromosome	1346787	1	RYR	6	6	6	6	0	1.0	0	CM114427.1;CM114430.1;CM114432.1;CM114433.1;CM114435.1;CM114437.1
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	Lepidogalaxiiformes	Scaffold	1446	0	ITPR1	4	0	0	0	0	0.4312	0	
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	Lepidogalaxiiformes	Scaffold	1446	0	ITPR2	1	0	0	0	0	0.1126	0	
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	Lepidogalaxiiformes	Scaffold	1446	0	ITPR3	1	0	0	0	0	0.1468	0	
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	Lepidogalaxiiformes	Scaffold	1446	0	RYR	3	0	0	0	0	0.4971	0	
GCA_054084135.1	Copsychus sechellarum	Aves	Passeriformes	Chromosome	12529446	1	ITPR1	1	1	1	1	0	1.0	0	CM133787.1
GCA_054084135.1	Copsychus sechellarum	Aves	Passeriformes	Chromosome	12529446	1	ITPR2	1	1	1	1	0	1.0	0	CM133781.1
GCA_054084135.1	Copsychus sechellarum	Aves	Passeriformes	Chromosome	12529446	1	ITPR3	1	1	1	1	0	1.0	0	CM133804.1
GCA_054084135.1	Copsychus sechellarum	Aves	Passeriformes	Chromosome	12529446	1	RYR	2	2	2	2	0	1.0	0	CM133779.1;CM133782.1
GCA_054099775.1	Steatornis caripensis	Aves	Caprimulgiformes	Chromosome	44324291	1	ITPR1	1	1	1	1	0	1.0	1	CM133975.1
GCA_054099775.1	Steatornis caripensis	Aves	Caprimulgiformes	Chromosome	44324291	1	ITPR2	1	1	1	1	0	1.0	1	CM133965.1
GCA_054099775.1	Steatornis caripensis	Aves	Caprimulgiformes	Chromosome	44324291	1	ITPR3	1	1	1	1	0	1.0	1	CM133992.1
GCA_054099775.1	Steatornis caripensis	Aves	Caprimulgiformes	Chromosome	44324291	1	RYR	2	2	2	2	0	1.0	2	CM133967.1;CM133969.1
GCA_054644205.1	Lestoros inca	Mammalia	Paucituberculata	Chromosome	11940304	1	ITPR1	1	1	1	1	0	1.0	0	CM138377.1
GCA_054644205.1	Lestoros inca	Mammalia	Paucituberculata	Chromosome	11940304	1	ITPR2	1	1	1	1	0	1.0	0	CM138381.1
GCA_054644205.1	Lestoros inca	Mammalia	Paucituberculata	Chromosome	11940304	1	ITPR3	1	1	1	1	0	1.0	0	CM138380.1
GCA_054644205.1	Lestoros inca	Mammalia	Paucituberculata	Chromosome	11940304	1	RYR	3	3	3	3	0	1.0	0	CM138378.1;CM138379.1;CM138380.1
GCA_054883175.1	Datnioides polota	Actinopteri	Lobotiformes	Chromosome	16887846	1	ITPR1	2	2	2	1	1	1.0	0	CM142224.1
GCA_054883175.1	Datnioides polota	Actinopteri	Lobotiformes	Chromosome	16887846	1	ITPR2	1	1	1	1	0	1.0	0	CM142228.1
GCA_054883175.1	Datnioides polota	Actinopteri	Lobotiformes	Chromosome	16887846	1	ITPR3	1	1	1	1	0	1.0	0	CM142235.1
GCA_054883175.1	Datnioides polota	Actinopteri	Lobotiformes	Chromosome	16887846	1	RYR	6	6	6	6	0	1.0	0	CM142227.1;CM142232.1;CM142233.1;CM142237.1;CM142238.1;CM142244.1
GCA_054883375.1	Arapaima gigas	Actinopteri	Osteoglossiformes	Complete Genome	27159801	1	ITPR1	2	2	2	1	1	1.0	0	CM142465.1
GCA_054883375.1	Arapaima gigas	Actinopteri	Osteoglossiformes	Complete Genome	27159801	1	ITPR2	1	1	1	1	0	1.0	0	CM142463.1
GCA_054883375.1	Arapaima gigas	Actinopteri	Osteoglossiformes	Complete Genome	27159801	1	ITPR3	1	1	1	1	0	1.0	0	CM142469.1
GCA_054883375.1	Arapaima gigas	Actinopteri	Osteoglossiformes	Complete Genome	27159801	1	RYR	4	4	4	4	0	1.0	0	CM142463.1;CM142465.1;CM142467.1;CM142468.1
GCA_056506795.1	Pristigenys meyeri	Actinopteri	Priacanthiformes	Chromosome	32736534	1	ITPR1	2	2	2	1	1	1.0	0	CM151773.1
GCA_056506795.1	Pristigenys meyeri	Actinopteri	Priacanthiformes	Chromosome	32736534	1	ITPR2	1	1	1	1	0	1.0	0	CM151776.1
GCA_056506795.1	Pristigenys meyeri	Actinopteri	Priacanthiformes	Chromosome	32736534	1	ITPR3	1	1	1	1	0	1.0	0	CM151778.1
GCA_056506795.1	Pristigenys meyeri	Actinopteri	Priacanthiformes	Chromosome	32736534	1	RYR	6	6	6	6	0	1.0	0	CM151777.1;CM151782.1;CM151783.1;CM151784.1;CM151786.1;CM151789.1
GCA_056776345.1	Spizella passerina	Aves	Passeriformes	Chromosome	5055426	1	ITPR1	1	1	1	1	0	1.0	0	CM165312.1
GCA_056776345.1	Spizella passerina	Aves	Passeriformes	Chromosome	5055426	1	ITPR2	1	1	1	1	0	1.0	0	CM165302.1
GCA_056776345.1	Spizella passerina	Aves	Passeriformes	Chromosome	5055426	1	ITPR3	1	1	1	1	0	1.0	0	CM165329.1
GCA_056776345.1	Spizella passerina	Aves	Passeriformes	Chromosome	5055426	1	RYR	3	3	3	3	0	1.0	0	CM165300.1;CM165304.1;CM165337.1
GCA_056783565.1	Hiodon alosoides	Actinopteri	Hiodontiformes	Chromosome	15034530	1	ITPR1	2	2	2	2	0	1.0	2	CM165611.1;CM165617.1
GCA_056783565.1	Hiodon alosoides	Actinopteri	Hiodontiformes	Chromosome	15034530	1	ITPR2	2	2	2	2	0	1.0	2	CM165630.1;CM165631.1
GCA_056783565.1	Hiodon alosoides	Actinopteri	Hiodontiformes	Chromosome	15034530	1	ITPR3	1	1	1	1	0	1.0	1	CM165611.1
GCA_056783565.1	Hiodon alosoides	Actinopteri	Hiodontiformes	Chromosome	15034530	1	RYR	4	4	4	4	0	1.0	4	CM165607.1;CM165608.1;CM165610.1;CM165622.1
GCA_056783665.1	Albula glossodonta	Actinopteri	Albuliformes	Chromosome	36502201	1	ITPR1	2	2	2	2	0	1.0	0	CM165712.1;CM165714.1
GCA_056783665.1	Albula glossodonta	Actinopteri	Albuliformes	Chromosome	36502201	1	ITPR2	1	1	1	1	0	1.0	0	CM165725.1
GCA_056783665.1	Albula glossodonta	Actinopteri	Albuliformes	Chromosome	36502201	1	ITPR3	1	1	1	1	0	1.0	0	CM165714.1
GCA_056783665.1	Albula glossodonta	Actinopteri	Albuliformes	Chromosome	36502201	1	RYR	5	5	5	5	0	1.0	0	CM165702.1;CM165707.1;CM165710.1;CM165711.1;CM165716.1
GCA_056824565.1	Stylephorus chordatus	Actinopteri	Stylephoriformes	Chromosome	850304	1	ITPR1	2	2	2	2	0	1.0	0	CM166136.1;CM166138.1
GCA_056824565.1	Stylephorus chordatus	Actinopteri	Stylephoriformes	Chromosome	850304	1	ITPR2	1	1	1	1	0	1.0	0	CM166139.1
GCA_056824565.1	Stylephorus chordatus	Actinopteri	Stylephoriformes	Chromosome	850304	1	ITPR3	1	1	1	1	0	1.0	0	CM166132.1
GCA_056824565.1	Stylephorus chordatus	Actinopteri	Stylephoriformes	Chromosome	850304	1	RYR	6	6	6	6	0	1.0	0	CM166131.1;CM166133.1;CM166135.1;CM166141.1;CM166142.1;CM166145.1
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	Alepocephaliformes	Chromosome	731605	1	ITPR1	2	2	2	1	1	1.0	0	CM166150.1
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	Alepocephaliformes	Chromosome	731605	1	ITPR2	1	1	1	1	0	1.0	0	CM166151.1
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	Alepocephaliformes	Chromosome	731605	1	ITPR3	1	1	1	1	0	1.0	0	CM166151.1
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	Alepocephaliformes	Chromosome	731605	1	RYR	6	6	6	5	1	1.0	0	CM166148.1;CM166149.1;CM166154.1;CM166157.1;CM166159.1
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	Echinorhiniformes	Chromosome	2278199	1	ITPR1	1	1	1	1	0	1.0	0	CM174640.1
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	Echinorhiniformes	Chromosome	2278199	1	ITPR2	1	1	1	1	0	1.0	0	CM174645.1
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	Echinorhiniformes	Chromosome	2278199	1	ITPR3	1	1	1	1	0	1.0	0	CM174648.1
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	Echinorhiniformes	Chromosome	2278199	1	RYR	3	3	3	3	0	1.0	0	CM174625.1;CM174631.1;CM174666.1
GCA_058224745.1	Acrocephalus arundinaceus	Aves	Passeriformes	Scaffold	14738253	1	ITPR1	1	1	1	1	0	1.0	0	JAWJJZ010000016.1
GCA_058224745.1	Acrocephalus arundinaceus	Aves	Passeriformes	Scaffold	14738253	1	ITPR2	1	1	1	1	0	1.0	0	JAWJJZ010000027.1
GCA_058224745.1	Acrocephalus arundinaceus	Aves	Passeriformes	Scaffold	14738253	1	ITPR3	1	1	1	1	0	1.0	0	JAWJJZ010000071.1
GCA_058224745.1	Acrocephalus arundinaceus	Aves	Passeriformes	Scaffold	14738253	1	RYR	3	3	3	3	0	1.0	0	JAWJJZ010000001.1;JAWJJZ010000003.1;JAWJJZ010000179.1
GCA_058707665.1	Platax teira	Actinopteri	Ephippiformes	Complete Genome	30140486	1	ITPR1	2	2	2	1	1	1.0	0	CM178913.1
