model_id	accession	organism	vclass	vorder	cell	cell_status	db_status	locus_rank	contig	start	end	strand	length	coverage	identity	family_margin	paralog_margin	frameshifts	stop_codons	bait	assigned_via	annot_gene	annot_family	annot_paralog	sibling_locus_for_annot_paralog	annotated_assembly	contig_spans_gene	profile_call	profile_confidence	profile_evidence	itpr_score	ryr_score	profile_rel_margin	profile_envelope	profile_reason
GCA_013398835.1|ITPR2|VYZJ01000507.1:235276-475527+	GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VYZJ01000507.1	235276	475527	+	2700	1.0	0.9744	1.0	0.2945	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4263.6	442.1	0.8963	0.9974	itpr.hmm wins by 3821.5 bits (89.6% of 4263.6) over 2636 profile positions
GCA_013398835.1|ITPR3|VYZJ01001343.1:32354-113870+	GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	ITPR3	found_annotated	annotated_unnamed	0	VYZJ01001343.1	32354	113870	+	2573	1.0	0.9066	1.0	0.3658	2	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary	EMBFUC_R03987			0	Y	0	ITPR	high	architecture	3615.6	375.0	0.8963	0.9495	itpr.hmm wins by 3240.6 bits (89.6% of 3615.6) over 2381 profile positions
GCA_013398835.1|RYR|VYZJ01000340.1:650006-783095-	GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VYZJ01000340.1	650006	783095	-	4678	0.9476	0.6638	1.0	1.0	2	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	637.9	7600.8	0.9161	0.9989	ryr.hmm wins by 6962.9 bits (91.6% of 7600.8) over 4659 profile positions
GCA_013398955.1|ITPR1|VWPU01015536.1:7010-106478-	GCA_013398955.1	Callaeas wilsoni	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	0	VWPU01015536.1	7010	106478	-	1865	0.6715	0.9861	1.0	1.0	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	2888.0	148.6	0.9485	0.992	itpr.hmm wins by 2739.4 bits (94.8% of 2888.0) over 1774 profile positions
GCA_013398955.1|ITPR2|VWPU01018490.1:68-245267+	GCA_013398955.1	Callaeas wilsoni	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VWPU01018490.1	68	245267	+	2700	1.0	0.9811	1.0	0.3014	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4275.2	443.2	0.8963	0.9974	itpr.hmm wins by 3832.0 bits (89.6% of 4275.2) over 2636 profile positions
GCA_013398955.1|RYR|VWPU01007266.1:89750-290386-	GCA_013398955.1	Callaeas wilsoni	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VWPU01007266.1	89750	290386	-	4968	1.0	0.6746	1.0	1.0	0	1	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	740.8	8218.7	0.9099	0.9996	ryr.hmm wins by 7477.9 bits (91.0% of 8218.7) over 4925 profile positions
GCA_013398975.1|ITPR1|VWYD01006567.1:45680-136794-	GCA_013398975.1	Catharus fuscescens	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	0	VWYD01006567.1	45680	136794	-	1934	0.6956	0.9778	1.0	1.0	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	2942.8	286.7	0.9026	0.9969	itpr.hmm wins by 2656.1 bits (90.3% of 2942.8) over 1830 profile positions
GCA_013398975.1|ITPR1|VWYD01006459.1:14553-32943+	GCA_013398975.1	Catharus fuscescens	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	1	VWYD01006459.1	14553	32943	+	681	0.2454	0.9853	1.0	1.0	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	medium	partial	1170.6	145.5	0.8757	0.9985	itpr.hmm wins by 1025.1 bits (87.6% of 1170.6) over 668 profile positions
GCA_013398975.1|ITPR2|VWYD01008180.1:280667-519982-	GCA_013398975.1	Catharus fuscescens	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VWYD01008180.1	280667	519982	-	2700	1.0	0.98	1.0	0.2984	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4268.9	444.2	0.8959	0.9974	itpr.hmm wins by 3824.7 bits (89.6% of 4268.9) over 2636 profile positions
GCA_013398975.1|RYR|VWYD01013793.1:182214-552014+	GCA_013398975.1	Catharus fuscescens	Aves	Passeriformes	RYR	found_annotated	annotated_unnamed	0	VWYD01013793.1	182214	552014	+	4960	0.9974	0.978	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary	CATFUS_R13731			0	Y	0	RYR	high	architecture	743.5	8481.7	0.9123	0.9956	ryr.hmm wins by 7738.2 bits (91.2% of 8481.7) over 4910 profile positions
GCA_013398975.1|RYR|VWYD01065695.1:559436-755825-	GCA_013398975.1	Catharus fuscescens	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VWYD01065695.1	559436	755825	-	4965	1.0	0.6764	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	738.6	8234.0	0.9103	0.9996	ryr.hmm wins by 7495.4 bits (91.0% of 8234.0) over 4925 profile positions
GCA_013399035.1|ITPR1|VWYF01032520.1:539-76352-	GCA_013399035.1	Quiscalus mexicanus	Aves	Passeriformes	ITPR1	assembly_gap	annotated_unnamed	0	VWYF01032520.1	539	76352	-	1920	0.6887	0.9667	1.0	0.3426	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary	QUIMEX_R00733			0	Y	0	ITPR	high	architecture	2862.4	202.7	0.9292	0.9859	itpr.hmm wins by 2659.7 bits (92.9% of 2862.4) over 1796 profile positions
GCA_013399035.1|ITPR1|VWYF01007789.1:8-18873-	GCA_013399035.1	Quiscalus mexicanus	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	1	VWYF01007789.1	8	18873	-	689	0.2479	0.9884	1.0	1.0	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	medium	partial	1187.2	144.0	0.8787	0.9985	itpr.hmm wins by 1043.2 bits (87.9% of 1187.2) over 674 profile positions
GCA_013399035.1|ITPR2|VWYF01003474.1:3497-93229-	GCA_013399035.1	Quiscalus mexicanus	Aves	Passeriformes	ITPR2	assembly_gap	genome_only	0	VWYF01003474.1	3497	93229	-	1517	0.5615	0.9802	1.0	1.0	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	2430.6	161.3	0.9336	0.9967	itpr.hmm wins by 2269.3 bits (93.4% of 2430.6) over 1492 profile positions
GCA_013399035.1|RYR|VWYF01012987.1:44475-184959-	GCA_013399035.1	Quiscalus mexicanus	Aves	Passeriformes	RYR	found_unannotated	genome_only	0	VWYF01012987.1	44475	184959	-	3886	0.7816	0.9761	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	high	architecture	554.9	6497.3	0.9146	0.9974	ryr.hmm wins by 5942.4 bits (91.5% of 6497.3) over 3855 profile positions
GCA_013399035.1|RYR|VWYF01015411.1:217625-393021+	GCA_013399035.1	Quiscalus mexicanus	Aves	Passeriformes	RYR	found_unannotated	genome_only	1	VWYF01015411.1	217625	393021	+	4377	0.8878	0.6693	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	458.1	7169.6	0.9361	0.9986	ryr.hmm wins by 6711.5 bits (93.6% of 7169.6) over 4388 profile positions
GCA_013399075.1|ITPR1|VWZY01001946.1:2207-168963-	GCA_013399075.1	Chloroceryle aenea	Aves	Coraciiformes	ITPR1	found_annotated	annotated_unnamed	0	VWZY01001946.1	2207	168963	-	2762	0.991	0.9848	1.0	0.3197	0	1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary	CHLAEN_R10158			0	Y	0	ITPR	high	architecture	4370.6	430.5	0.9015	0.9946	itpr.hmm wins by 3940.1 bits (90.1% of 4370.6) over 2614 profile positions
GCA_013399075.1|ITPR2|VWZY01002652.1:47359-203397+	GCA_013399075.1	Chloroceryle aenea	Aves	Coraciiformes	ITPR2	found_unannotated	genome_only	0	VWZY01002652.1	47359	203397	+	2084	0.7715	0.9827	1.0	1.0	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	3211.8	222.0	0.9309	0.9995	itpr.hmm wins by 2989.8 bits (93.1% of 3211.8) over 2064 profile positions
GCA_013399075.1|ITPR3|VWZY01000040.1:258710-339501+	GCA_013399075.1	Chloroceryle aenea	Aves	Coraciiformes	ITPR3	found_annotated	annotated_unnamed	0	VWZY01000040.1	258710	339501	+	2638	0.991	0.9753	1.0	0.3562	1	0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	primary	CHLAEN_R07046			0	Y	0	ITPR	high	architecture	3952.0	413.0	0.8955	0.9996	itpr.hmm wins by 3539.0 bits (89.5% of 3952.0) over 2606 profile positions
GCA_013399455.1|ITPR1|VWYI01047507.1:143620-295325+	GCA_013399455.1	Anthoscopus minutus	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VWYI01047507.1	143620	295325	+	2779	1.0	0.9824	1.0	0.3163	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4402.0	423.3	0.9038	0.9932	itpr.hmm wins by 3978.7 bits (90.4% of 4402.0) over 2636 profile positions
GCA_013399455.1|ITPR2|VWYI01032194.1:1677-145532+	GCA_013399455.1	Anthoscopus minutus	Aves	Passeriformes	ITPR2	assembly_gap	genome_only	0	VWYI01032194.1	1677	145532	+	1605	0.5941	0.9707	1.0	1.0	0	0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	primary				0	Y	0	ITPR	high	architecture	2461.1	292.9	0.881	0.9956	itpr.hmm wins by 2168.2 bits (88.1% of 2461.1) over 1551 profile positions
GCA_013399455.1|ITPR3|VWYI01048517.1:78475-92312-	GCA_013399455.1	Anthoscopus minutus	Aves	Passeriformes	ITPR3	assembly_gap	genome_only	0	VWYI01048517.1	78475	92312	-	1348	0.5045	0.9941	1.0	1.0	0	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary				0	Y	0	ITPR	medium	partial	1947.6	281.6	0.8554	0.9993	itpr.hmm wins by 1666.0 bits (85.5% of 1947.6) over 1318 profile positions
GCA_013399455.1|ITPR3|VWYI01021686.1:24039-47825+	GCA_013399455.1	Anthoscopus minutus	Aves	Passeriformes	ITPR3	assembly_gap	genome_only	1	VWYI01021686.1	24039	47825	+	1326	0.4963	0.9962	1.0	1.0	0	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary				0	Y	0	ITPR	medium	partial	2073.2	146.2	0.9295	0.9985	itpr.hmm wins by 1927.0 bits (93.0% of 2073.2) over 1315 profile positions
GCA_013399455.1|RYR|VWYI01026173.1:264-25079+	GCA_013399455.1	Anthoscopus minutus	Aves	Passeriformes	RYR	assembly_gap	genome_only	1	VWYI01026173.1	264	25079	+	1147	0.2286	0.71	1.0	1.0	0	0	A0A3Q0HBW9|RYR|Alligator_sinensis	primary				0	Y	0	RYR	medium	partial	406.7	2010.8	0.7977	0.9991	ryr.hmm wins by 1604.1 bits (79.8% of 2010.8) over 1124 profile positions
GCA_013399735.1|ITPR1|VXAW01003770.1:651721-808483+	GCA_013399735.1	Tyrannus savana	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VXAW01003770.1	651721	808483	+	2778	1.0	0.986	1.0	0.3218	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4401.7	425.5	0.9033	0.9942	itpr.hmm wins by 3976.2 bits (90.3% of 4401.7) over 2636 profile positions
GCA_013399735.1|ITPR2|VXAW01003906.1:106432-244225-	GCA_013399735.1	Tyrannus savana	Aves	Passeriformes	ITPR2	assembly_gap	genome_only	0	VXAW01003906.1	106432	244225	-	1548	0.5733	0.9793	1.0	1.0	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	2396.1	294.7	0.877	0.9871	itpr.hmm wins by 2101.4 bits (87.7% of 2396.1) over 1495 profile positions
GCA_013399735.1|ITPR3|VXAW01010101.1:229002-338277+	GCA_013399735.1	Tyrannus savana	Aves	Passeriformes	ITPR3	found_annotated	annotated_unnamed	0	VXAW01010101.1	229002	338277	+	2698	1.0	0.9764	1.0	0.3426	1	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary	TYRSAV_R08019			0	Y	0	ITPR	high	architecture	3983.8	377.3	0.9053	0.9996	itpr.hmm wins by 3606.5 bits (90.5% of 3983.8) over 2633 profile positions
GCA_013399735.1|RYR|VXAW01002520.1:14-134513-	GCA_013399735.1	Tyrannus savana	Aves	Passeriformes	RYR	found_unannotated	genome_only	0	VXAW01002520.1	14	134513	-	3675	0.7391	0.9739	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	high	architecture	279.4	5965.2	0.9532	0.9997	ryr.hmm wins by 5685.8 bits (95.3% of 5965.2) over 3653 profile positions
GCA_013399735.1|RYR|VXAW01003324.1:332648-547640-	GCA_013399735.1	Tyrannus savana	Aves	Passeriformes	RYR	found_unannotated	genome_only	1	VXAW01003324.1	332648	547640	-	4893	1.0	0.6757	1.0	1.0	0	1	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	744.7	8225.8	0.9095	0.9902	ryr.hmm wins by 7481.1 bits (91.0% of 8225.8) over 4846 profile positions
GCA_013399795.1|ITPR1|VWYL01013425.1:753-91887+	GCA_013399795.1	Zosterops hypoxanthus	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	0	VWYL01013425.1	753	91887	+	1934	0.6956	0.9829	1.0	1.0	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	2946.5	287.5	0.9024	0.9969	itpr.hmm wins by 2659.0 bits (90.2% of 2946.5) over 1830 profile positions
GCA_013399795.1|ITPR1|VWYL01029682.1:143906-201619+	GCA_013399795.1	Zosterops hypoxanthus	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	1	VWYL01029682.1	143906	201619	+	697	0.2508	0.9871	1.0	1.0	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	medium	partial	1198.1	141.0	0.8823	0.9785	itpr.hmm wins by 1057.1 bits (88.2% of 1198.1) over 663 profile positions
GCA_013399795.1|ITPR2|VWYL01018137.1:130450-398472-	GCA_013399795.1	Zosterops hypoxanthus	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VWYL01018137.1	130450	398472	-	2700	1.0	0.98	1.0	0.2939	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4270.2	441.6	0.8966	0.9974	itpr.hmm wins by 3828.6 bits (89.7% of 4270.2) over 2636 profile positions
GCA_013399795.1|ITPR3|VWYL01030448.1:54891-103679-	GCA_013399795.1	Zosterops hypoxanthus	Aves	Passeriformes	ITPR3	found_annotated	annotated_unnamed	0	VWYL01030448.1	54891	103679	-	2628	0.9809	0.9909	1.0	0.3739	0	0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary	ZOSHYP_R11060			0	Y	0	ITPR	high	architecture	3937.3	418.6	0.8937	0.9996	itpr.hmm wins by 3518.7 bits (89.4% of 3937.3) over 2579 profile positions
GCA_013399795.1|RYR|VWYL01030747.1:1951-134073-	GCA_013399795.1	Zosterops hypoxanthus	Aves	Passeriformes	RYR	found_unannotated	genome_only	0	VWYL01030747.1	1951	134073	-	3759	0.7558	0.9766	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	high	architecture	553.4	6262.8	0.9116	0.9997	ryr.hmm wins by 5709.4 bits (91.2% of 6262.8) over 3732 profile positions
GCA_013399795.1|RYR|VWYL01031540.1:1636-38792+	GCA_013399795.1	Zosterops hypoxanthus	Aves	Passeriformes	RYR	found_unannotated	genome_only	1	VWYL01031540.1	1636	38792	+	3621	0.7362	0.6697	1.0	1.0	3	1	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	143.2	4529.3	0.9684	0.9431	ryr.hmm wins by 4386.1 bits (96.8% of 4529.3) over 3338 profile positions
GCA_013399795.1|RYR|VWYL01017432.1:219987-351326+	GCA_013399795.1	Zosterops hypoxanthus	Aves	Passeriformes	RYR	found_unannotated	genome_only	2	VWYL01017432.1	219987	351326	+	2994	0.6031	0.6664	1.0	1.0	1	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	293.8	4877.5	0.9398	0.9997	ryr.hmm wins by 4583.7 bits (94.0% of 4877.5) over 2978 profile positions
GCA_013399855.1|ITPR1|VXAY01004762.1:2375397-2529988+	GCA_013399855.1	Oxyruncus cristatus	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VXAY01004762.1	2375397	2529988	+	2778	1.0	0.9881	1.0	0.3344	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4403.9	425.4	0.9034	0.9932	itpr.hmm wins by 3978.5 bits (90.3% of 4403.9) over 2636 profile positions
GCA_013399855.1|ITPR2|VXAY01004465.1:75393-311101+	GCA_013399855.1	Oxyruncus cristatus	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VXAY01004465.1	75393	311101	+	2700	1.0	0.9826	1.0	0.3098	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4270.7	439.7	0.897	0.9974	itpr.hmm wins by 3831.0 bits (89.7% of 4270.7) over 2636 profile positions
GCA_013399855.1|ITPR3|VXAY01006930.1:717935-755531-	GCA_013399855.1	Oxyruncus cristatus	Aves	Passeriformes	ITPR3	found_annotated	annotated_unnamed	0	VXAY01006930.1	717935	755531	-	2678	1.0	0.9854	1.0	0.396	0	1	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	primary	OXYCRI_R01550			0	Y	0	ITPR	high	architecture	4020.2	406.5	0.8989	0.9996	itpr.hmm wins by 3613.7 bits (89.9% of 4020.2) over 2633 profile positions
GCA_013399855.1|RYR|VXAY01002711.1:6765-188805+	GCA_013399855.1	Oxyruncus cristatus	Aves	Passeriformes	RYR	found_unannotated	genome_only	0	VXAY01002711.1	6765	188805	+	4421	0.8893	0.9774	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	high	architecture	579.5	7563.1	0.9234	0.9998	ryr.hmm wins by 6983.6 bits (92.3% of 7563.1) over 4398 profile positions
GCA_013399855.1|RYR|VXAY01001352.1:293252-512248+	GCA_013399855.1	Oxyruncus cristatus	Aves	Passeriformes	RYR	found_unannotated	genome_only	1	VXAY01001352.1	293252	512248	+	4897	1.0	0.6751	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	750.3	8213.0	0.9086	0.9937	ryr.hmm wins by 7462.7 bits (90.9% of 8213.0) over 4846 profile positions
GCA_013399895.1|ITPR1|VXBA01004282.1:417809-566203-	GCA_013399895.1	Serilophus lunatus	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VXBA01004282.1	417809	566203	-	2787	1.0	0.9819	1.0	0.333	1	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4398.8	428.6	0.9026	0.9928	itpr.hmm wins by 3970.2 bits (90.3% of 4398.8) over 2633 profile positions
GCA_013399895.1|ITPR2|VXBA01005702.1:411321-635807-	GCA_013399895.1	Serilophus lunatus	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VXBA01005702.1	411321	635807	-	2700	1.0	0.9815	1.0	0.3074	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4269.5	439.7	0.897	0.9974	itpr.hmm wins by 3829.8 bits (89.7% of 4269.5) over 2636 profile positions
GCA_013399895.1|RYR|VXBA01005560.1:402796-613975-	GCA_013399895.1	Serilophus lunatus	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VXBA01005560.1	402796	613975	-	4909	1.0	0.6742	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	744.6	8207.5	0.9093	0.9941	ryr.hmm wins by 7462.9 bits (90.9% of 8207.5) over 4851 profile positions
GCA_013400075.1|ITPR1|VWYN01021473.1:2592-66316-	GCA_013400075.1	Hippolais icterina	Aves	Passeriformes	ITPR1	assembly_gap	genome_only	0	VWYN01021473.1	2592	66316	-	1441	0.5185	0.9806	1.0	1.0	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	2114.7	69.0	0.9674	0.9986	itpr.hmm wins by 2045.7 bits (96.7% of 2114.7) over 1390 profile positions
GCA_013400075.1|ITPR2|VWYN01013987.1:375873-594494-	GCA_013400075.1	Hippolais icterina	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VWYN01013987.1	375873	594494	-	2669	0.9885	0.9801	1.0	0.3008	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4210.9	440.5	0.8954	0.9974	itpr.hmm wins by 3770.4 bits (89.5% of 4210.9) over 2606 profile positions
GCA_013400075.1|RYR|VWYN01024224.1:215696-407355-	GCA_013400075.1	Hippolais icterina	Aves	Passeriformes	RYR	found_unannotated	genome_only	0	VWYN01024224.1	215696	407355	-	4623	0.93	0.9768	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	high	architecture	617.6	7877.6	0.9216	0.9998	ryr.hmm wins by 7260.0 bits (92.2% of 7877.6) over 4605 profile positions
GCA_013400075.1|RYR|VWYN01009831.1:147031-298689+	GCA_013400075.1	Hippolais icterina	Aves	Passeriformes	RYR	found_unannotated	genome_only	1	VWYN01009831.1	147031	298689	+	3410	0.6897	0.6748	1.0	1.0	0	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	290.5	5560.9	0.9478	0.9997	ryr.hmm wins by 5270.4 bits (94.8% of 5560.9) over 3412 profile positions
GCA_013400215.1|ITPR1|VXBR01003613.1:1069633-1215817+	GCA_013400215.1	Cisticola juncidis	Aves	Passeriformes	ITPR1	found_unannotated	genome_only	0	VXBR01003613.1	1069633	1215817	+	2752	1.0	0.9683	1.0	0.3266	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary				0	Y	0	ITPR	high	architecture	4305.0	422.9	0.9018	0.9906	itpr.hmm wins by 3882.1 bits (90.2% of 4305.0) over 2601 profile positions
GCA_013400215.1|ITPR2|VXBR01000324.1:451987-664734-	GCA_013400215.1	Cisticola juncidis	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VXBR01000324.1	451987	664734	-	2669	0.9885	0.9798	1.0	0.3169	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4213.7	443.2	0.8948	0.9974	itpr.hmm wins by 3770.5 bits (89.5% of 4213.7) over 2606 profile positions
GCA_013400215.1|RYR|VXBR01005532.1:2477378-2666572-	GCA_013400215.1	Cisticola juncidis	Aves	Passeriformes	RYR	found_annotated	genome_only	1	VXBR01005532.1	2477378	2666572	-	4962	1.0	0.6763	1.0	1.0	1	0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	primary				0	Y	0	RYR	high	architecture	743.5	8217.6	0.9095	0.9996	ryr.hmm wins by 7474.1 bits (91.0% of 8217.6) over 4925 profile positions
GCA_013400415.1|ITPR1|VXBX01005888.1:25951-155460-	GCA_013400415.1	Scytalopus superciliaris	Aves	Passeriformes	ITPR1	found_annotated	annotated_unnamed	0	VXBX01005888.1	25951	155460	-	2697	0.9705	0.9867	1.0	0.3249	0	0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	primary	SCYSUP_R07630			0	Y	0	ITPR	high	architecture	4281.2	411.7	0.9038	0.9944	itpr.hmm wins by 3869.5 bits (90.4% of 4281.2) over 2555 profile positions
GCA_013400415.1|ITPR2|VXBX01000030.1:39-204989+	GCA_013400415.1	Scytalopus superciliaris	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VXBX01000030.1	39	204989	+	2467	0.9137	0.9765	1.0	0.3722	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	3802.4	270.1	0.929	0.9959	itpr.hmm wins by 3532.3 bits (92.9% of 3802.4) over 2405 profile positions
GCA_013400415.1|RYR|VXBX01009827.1:154-174938+	GCA_013400415.1	Scytalopus superciliaris	Aves	Passeriformes	RYR	found_unannotated	genome_only	0	VXBX01009827.1	154	174938	+	4390	0.8831	0.9703	1.0	1.0	1	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	high	architecture	561.9	7432.7	0.9244	0.9995	ryr.hmm wins by 6870.8 bits (92.4% of 7432.7) over 4363 profile positions
GCA_013400415.1|RYR|VXBX01004616.1:1983150-2199773-	GCA_013400415.1	Scytalopus superciliaris	Aves	Passeriformes	RYR	found_unannotated	genome_only	1	VXBX01004616.1	1983150	2199773	-	4927	1.0	0.6811	1.0	1.0	0	0	Q92736|RYR2|Homo_sapiens|RYR2	primary				0	Y	0	RYR	high	architecture	752.0	8220.2	0.9085	0.9996	ryr.hmm wins by 7468.2 bits (90.8% of 8220.2) over 4925 profile positions
GCA_013400445.1|ITPR2|VXBY01000177.1:219864-466848+	GCA_013400445.1	Leiothrix lutea	Aves	Passeriformes	ITPR2	found_unannotated	genome_only	0	VXBY01000177.1	219864	466848	+	2700	1.0	0.9819	1.0	0.2995	0	0	A0A672UP22|ITPR2|Strigops_habroptila	primary				0	Y	0	ITPR	high	architecture	4274.8	442.1	0.8966	0.9974	itpr.hmm wins by 3832.7 bits (89.7% of 4274.8) over 2636 profile positions
GCA_013400445.1|RYR|VXBY01000496.1:123605-435872+	GCA_013400445.1	Leiothrix lutea	Aves	Passeriformes	RYR	found_unannotated	genome_only	0	VXBY01000496.1	123605	435872	+	3530	0.7107	0.9774	1.0	1.0	0	0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	primary				0	Y	0	RYR	high	architecture	275.6	5846.3	0.9529	0.9997	ryr.hmm wins by 5570.7 bits (95.3% of 5846.3) over 3500 profile positions
GCA_013400445.1|RYR|VXBY01003370.1:3917-70232+	GCA_013400445.1	Leiothrix lutea	Aves	Passeriformes	RYR	found_unannotated	genome_only	1	VXBY01003370.1	3917	70232	+	2614	0.5405	0.6541	1.0	1.0	1	1	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	primary				0	Y	0	RYR	high	architecture	163.2	4152.8	0.9607	0.9598	ryr.hmm wins by 3989.6 bits (96.1% of 4152.8) over 2514 profile positions
