accession	organism	taxid	vclass	vorder	assembly_name	level	refseq_category	annotated	annotation_source	release_date	total_length_bp	scaffold_n50	contig_n50	fasta_gb	est_zip_gb	reasons	notes
GCA_013399035.1	Quiscalus mexicanus	64278	Aves	Passeriformes	ASM1339903v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1041398572	93215	60532	1.04	0.31	missing_paralog	2 of 3 expected paralogs (13,590 proteins in the reference proteome)
GCA_013400415.1	Scytalopus superciliaris	312124	Aves	Passeriformes	ASM1340041v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1061776118	632025	60031	1.06	0.32	missing_paralog	2 of 3 expected paralogs (13,826 proteins in the reference proteome)
GCA_013399895.1	Serilophus lunatus	239386	Aves	Passeriformes	ASM1339989v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1040370003	848514	89885	1.04	0.31	missing_paralog	2 of 3 expected paralogs (14,091 proteins in the reference proteome)
GCA_013397395.1	Sinosuthora webbiana	337173	Aves	Passeriformes	ASM1339739v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1050295543	970774	78603	1.05	0.32	missing_paralog	2 of 3 expected paralogs (14,232 proteins in the reference proteome)
GCA_013396465.1	Smithornis capensis	363769	Aves	Passeriformes	ASM1339646v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1061320296	1785105	67220	1.06	0.32	fragment_only	longest ITPR record 1939 aa, below the family floor of 2,000 aa (4 records)
GCA_056776345.1	Spizella passerina	40210	Aves	Passeriformes	bSpiPas1.hap2	Chromosome	reference genome	N	GenBank	2026-04-16	1191310482	60885017	5055426	1.19	0.36	missing_paralog;fragment_only	1 of 3 expected paralogs (9,048 proteins in the reference proteome) | longest ITPR record 187 aa, below the family floor of 2,000 aa (1 records)
GCA_014839755.1	Sylvia borin	73324	Aves	Passeriformes	bSylBor1.pri	Chromosome	reference genome	Y	GenBank	2020-10-02	1045652180	72750092	31914676	1.05	0.31	missing_paralog;fragment_only	2 of 3 expected paralogs (13,496 proteins in the reference proteome) | longest ITPR record 285 aa, below the family floor of 2,000 aa (2 records)
GCA_013397245.1	Thryothorus ludovicianus	74200	Aves	Passeriformes	ASM1339724v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1031447271	495202	60402	1.03	0.31	fragment_only	longest ITPR record 285 aa, below the family floor of 2,000 aa (3 records)
GCA_013390105.1	Tichodroma muraria	237442	Aves	Passeriformes	ASM1339010v1	Scaffold	reference genome	Y	GenBank	2020-07-06	910679850	30899	14901	0.91	0.27	missing_paralog	1 of 3 expected paralogs (11,478 proteins in the reference proteome)
GCA_013399735.1	Tyrannus savana	137541	Aves	Passeriformes	ASM1339973v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1055499921	436182	72317	1.06	0.32	missing_paralog;fragment_only	2 of 3 expected paralogs (13,553 proteins in the reference proteome) | longest ITPR record 288 aa, below the family floor of 2,000 aa (2 records)
GCA_013396875.1	Vireo altiloquus	34956	Aves	Passeriformes	ASM1339687v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1064977253	668056	121572	1.06	0.32	missing_paralog	2 of 3 expected paralogs (14,067 proteins in the reference proteome)
GCA_013399795.1	Zosterops hypoxanthus	2485327	Aves	Passeriformes	ASM1339979v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1051741454	306037	48044	1.05	0.32	missing_paralog;fragment_only	1 of 3 expected paralogs (13,698 proteins in the reference proteome) | longest ITPR record 285 aa, below the family floor of 2,000 aa (1 records)
GCA_013401315.1	Balaeniceps rex	33584	Aves	Pelecaniformes	ASM1340131v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1181932130	60453	24547	1.18	0.35	missing_paralog	2 of 3 expected paralogs (12,216 proteins in the reference proteome)
GCF_000687185.1	Egretta garzetta	188379	Aves	Pelecaniformes	ASM68718v1	Scaffold	reference genome	Y	RefSeq	2014-05-09	1206484573	3067157	29019	1.21	0.36	missing_paralog	2 of 3 expected paralogs (13,489 proteins in the reference proteome)
GCF_047370975.1	Nipponia nippon	128390	Aves	Pelecaniformes	ASM4737097v1	Scaffold	reference genome	Y	RefSeq	2025-02-03	1248639181	101183595	56735934	1.25	0.37	zero_hit_proteome	0 ITPR records in UP000053283 (14,132 proteins); absence in a proteome is not gene loss
GCF_030463565.1	Pelecanus crispus	36300	Aves	Pelecaniformes	bPelCri1.pri	Chromosome	reference genome	Y	RefSeq	2023-07-18	1314568463	86807213	9666746	1.31	0.39	missing_paralog;fragment_only	1 of 3 expected paralogs (8,686 proteins in the reference proteome) | longest ITPR record 1650 aa, below the family floor of 2,000 aa (1 records)
GCF_965183815.1	Platalea leucorodia	257867	Aves	Pelecaniformes	bPlaLeu2.hap1.1	Chromosome	reference genome	Y	RefSeq	2025-03-02	1345825956	94714899	3299000	1.35	0.40	order_rep:Pelecaniformes	best of 28 reference assemblies in Pelecaniformes
GCF_964289735.1	Phaethon aethereus	37045	Aves	Phaethontiformes	bPhaAeh10.maternal.1	Chromosome	reference genome	Y	RefSeq	2024-10-28	1321007257	85546101	2122569	1.32	0.40	order_rep:Phaethontiformes	best of 2 reference assemblies in Phaethontiformes
GCF_000687285.1	Phaethon lepturus	97097	Aves	Phaethontiformes	ASM68728v1	Scaffold	reference genome	Y	RefSeq	2014-05-08	1152958507	47896	22941	1.15	0.35	missing_paralog;fragment_only	2 of 3 expected paralogs (9,152 proteins in the reference proteome) | longest ITPR record 1687 aa, below the family floor of 2,000 aa (2 records)
GCA_009819775.1	Phoenicopterus ruber ruber	9218	Aves	Phoenicopteriformes	bPhoRub2.pri	Chromosome	reference genome	Y	GenBank	2019-12-31	1246226932	85472901	14700712	1.25	0.37	order_rep:Phoenicopteriformes;missing_paralog;fragment_only	best of 1 reference assemblies in Phoenicopteriformes | 1 of 3 expected paralogs (8,220 proteins in the reference proteome) | longest ITPR record 285 aa, below the family floor of 2,000 aa (1 records)
GCA_013396975.1	Bucco capensis	135168	Aves	Piciformes	ASM1339697v1	Scaffold	reference genome	Y	GenBank	2020-07-10	988120178	338467	66968	0.99	0.30	fragment_only	longest ITPR record 1829 aa, below the family floor of 2,000 aa (3 records)
GCF_014839835.1	Dryobates pubescens	118200	Aves	Piciformes	bDryPub1.pri	Chromosome	reference genome	Y	RefSeq	2020-10-02	1187939694	38715865	19150283	1.19	0.36	order_rep:Piciformes;missing_paralog	best of 53 reference assemblies in Piciformes | 1 of 3 expected paralogs (13,097 proteins in the reference proteome)
GCA_013396675.1	Eubucco bourcierii	91767	Aves	Piciformes	ASM1339667v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1237629233	208022	26549	1.24	0.37	missing_paralog	2 of 3 expected paralogs (14,131 proteins in the reference proteome)
GCA_013396835.1	Psilopogon haemacephalus	2585815	Aves	Piciformes	ASM1339683v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1204560348	297144	36269	1.20	0.36	missing_paralog;fragment_only	2 of 3 expected paralogs (13,526 proteins in the reference proteome) | longest ITPR record 294 aa, below the family floor of 2,000 aa (2 records)
GCA_013399775.1	Semnornis frantzii	91796	Aves	Piciformes	ASM1339977v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1068132104	16361	8608	1.07	0.32	zero_hit_proteome	0 ITPR records in UP000536381 (10,801 proteins); absence in a proteome is not gene loss
GCA_000699545.1	Podiceps cristatus	345573	Aves	Podicipediformes	ASM69954v1	Scaffold	reference genome	Y	GenBank	2014-06-11	1134922578	30087	17412	1.13	0.34	missing_paralog;fragment_only	1 of 3 expected paralogs (7,899 proteins in the reference proteome) | longest ITPR record 285 aa, below the family floor of 2,000 aa (1 records)
GCA_013399565.1	Podilymbus podiceps	9252	Aves	Podicipediformes	ASM1339956v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1197106122	692269	35810	1.20	0.36	order_rep:Podicipediformes	best of 9 reference assemblies in Podicipediformes
GCF_964195595.1	Calonectris borealis	1323832	Aves	Procellariiformes	bCalBor7.hap1.2	Chromosome	reference genome	Y	RefSeq	2024-07-24	1366185058	86023716	4142416	1.37	0.41	order_rep:Procellariiformes	best of 27 reference assemblies in Procellariiformes
GCF_000690835.1	Fulmarus glacialis	30455	Aves	Procellariiformes	ASM69083v1	Scaffold	reference genome	Y	RefSeq	2014-05-13	1141395646	47208	25926	1.14	0.34	missing_paralog;fragment_only	1 of 3 expected paralogs (8,115 proteins in the reference proteome) | longest ITPR record 285 aa, below the family floor of 2,000 aa (1 records)
GCA_013400895.1	Thalassarche chlororhynchos	54017	Aves	Procellariiformes	ASM1340089v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1087776125	47773	23404	1.09	0.33	missing_paralog	2 of 3 expected paralogs (11,811 proteins in the reference proteome)
GCF_037157495.1	Lathamus discolor	678569	Aves	Psittaciformes	bLatDis1.hap1	Chromosome	reference genome	Y	RefSeq	2024-03-15	1241003407	126105786	19972387	1.24	0.37	order_rep:Psittaciformes	best of 217 reference assemblies in Psittaciformes
GCF_000696875.1	Nestor notabilis	176057	Aves	Psittaciformes	ASM69687v1	Scaffold	reference genome	Y	RefSeq	2014-06-05	1053559886	61475	26546	1.05	0.32	missing_paralog	2 of 3 expected paralogs (9,137 proteins in the reference proteome)
GCA_013397535.1	Pterocles burchelli	2585816	Aves	Pterocliformes	ASM1339753v1	Scaffold	reference genome	Y	GenBank	2020-07-10	1101016587	594480	43196	1.10	0.33	missing_paralog;fragment_only	2 of 3 expected paralogs (13,839 proteins in the reference proteome) | longest ITPR record 288 aa, below the family floor of 2,000 aa (2 records)
GCF_000699245.1	Pterocles gutturalis	240206	Aves	Pterocliformes	ASM69924v1	Scaffold	reference genome	Y	RefSeq	2014-06-09	1069324295	49530	26448	1.07	0.32	order_rep:Pterocliformes;missing_paralog;fragment_only	best of 4 reference assemblies in Pterocliformes | 1 of 3 expected paralogs (11,309 proteins in the reference proteome) | longest ITPR record 1637 aa, below the family floor of 2,000 aa (1 records)
GCF_028389875.1	Rhea pennata	8795	Aves	Rheiformes	bPtePen1.pri	Chromosome	reference genome	Y	RefSeq	2023-02-06	1269000025	82467789	19335416	1.27	0.38	order_rep:Rheiformes	best of 2 reference assemblies in Rheiformes
GCF_000699145.1	Aptenodytes forsteri	9233	Aves	Sphenisciformes	ASM69914v1	Scaffold	reference genome	Y	RefSeq	2014-06-06	1254347440	5071598	31730	1.25	0.38	zero_hit_proteome	0 ITPR records in UP000053286 (13,704 proteins); absence in a proteome is not gene loss
GCF_965638725.1	Aptenodytes patagonicus	9234	Aves	Sphenisciformes	bAptPat1.pri.cur	Chromosome	reference genome	Y	RefSeq	2025-07-09	1352580174	86569806	10636000	1.35	0.41	order_rep:Sphenisciformes	best of 18 reference assemblies in Sphenisciformes
GCF_000699105.1	Pygoscelis adeliae	9238	Aves	Sphenisciformes	ASM69910v1	Scaffold	reference genome	Y	RefSeq	2014-06-06	1216600033	5118896	22195	1.22	0.36	missing_paralog	1 of 3 expected paralogs (12,848 proteins in the reference proteome)
GCF_047716275.1	Strix uralensis	36305	Aves	Strigiformes	bStrUra1	Chromosome	reference genome	Y	RefSeq	2025-02-12	1380990639	90173155	16359274	1.38	0.41	order_rep:Strigiformes	best of 45 reference assemblies in Strigiformes
GCF_018691265.1	Tyto alba	56313	Aves	Strigiformes	T.alba_DEE_v4.0	Scaffold	reference genome	Y	RefSeq	2021-06-03	1249867532	36032128	17955177	1.25	0.37	missing_paralog;fragment_only	1 of 3 expected paralogs (9,263 proteins in the reference proteome) | longest ITPR record 285 aa, below the family floor of 2,000 aa (1 records)
GCF_040807025.1	Struthio camelus	8801	Aves	Struthioniformes	bStrCam1.hap1	Chromosome	reference genome	Y	RefSeq	2024-07-22	1452018929	84633522	28829471	1.45	0.44	order_rep:Struthioniformes	best of 1 reference assemblies in Struthioniformes
GCF_000698965.1	Struthio camelus australis	441894	Aves	Struthioniformes	ASM69896v1	Scaffold		Y	RefSeq	2014-06-06	1225025301	3593425	34997	1.23	0.37	missing_paralog	2 of 3 expected paralogs (13,815 proteins in the reference proteome)
GCF_963921805.1	Phalacrocorax carbo	9209	Aves	Suliformes	bPhaCar2.1	Chromosome	reference genome	Y	RefSeq	2024-02-09	1283623959	84621172	4631399	1.28	0.39	order_rep:Suliformes;zero_hit_proteome	best of 19 reference assemblies in Suliformes | 0 ITPR records in UP000053238 (8,990 proteins); absence in a proteome is not gene loss
GCA_032275445.1	Crypturellus soui	458187	Aves	Tinamiformes	ASM3227544v1	Scaffold	reference genome	N	GenBank	2023-10-02	1038921062	2922566	10551	1.04	0.31	fragment_only	longest ITPR record 339 aa, below the family floor of 2,000 aa (4 records)
GCA_013389825.1	Crypturellus undulatus	48396	Aves	Tinamiformes	ASM1338982v1	Scaffold	reference genome	Y	GenBank	2020-07-06	1021424416	387774	99502	1.02	0.31	fragment_only	longest ITPR record 309 aa, below the family floor of 2,000 aa (3 records)
GCF_003342845.1	Nothoprocta perdicaria	30464	Aves	Tinamiformes	notPer1	Scaffold	reference genome	Y	RefSeq	2018-07-26	965904370	3369196	95599	0.97	0.29	order_rep:Tinamiformes	best of 14 reference assemblies in Tinamiformes
GCF_000705375.1	Tinamus guttatus	94827	Aves	Tinamiformes	ASM70537v2	Scaffold	reference genome	Y	RefSeq	2014-08-05	1047056493	246268	29773	1.05	0.31	missing_paralog;fragment_only	2 of 3 expected paralogs (13,379 proteins in the reference proteome) | longest ITPR record 285 aa, below the family floor of 2,000 aa (2 records)
GCF_000703405.1	Apaloderma vittatum	57397	Aves	Trogoniformes	ASM70340v1	Scaffold	reference genome	Y	RefSeq	2014-06-16	1070836417	56673	28882	1.07	0.32	order_rep:Trogoniformes;missing_paralog;fragment_only	best of 4 reference assemblies in Trogoniformes | 2 of 3 expected paralogs (7,903 proteins in the reference proteome) | longest ITPR record 285 aa, below the family floor of 2,000 aa (2 records)
GCF_047496885.1	Scyliorhinus torazame	75743	Chondrichthyes	Carcharhiniformes	sScyTor2.1	Chromosome	reference genome	Y	RefSeq	2025-02-07	6451259511	266286206	3187150	6.45	1.94	order_rep:Carcharhiniformes	best of 9 reference assemblies in Carcharhiniformes
GCF_018977255.1	Callorhinchus milii	7868	Chondrichthyes	Chimaeriformes	IMCB_Cmil_1.0	Scaffold	reference genome	Y	RefSeq	2021-06-21	991519186	69331348	1626615	0.99	0.30	order_rep:Chimaeriformes	best of 6 reference assemblies in Chimaeriformes
GCA_057876775.1	Echinorhinus cookei	7834	Chondrichthyes	Echinorhiniformes	sEchCoo1.hap2	Chromosome	reference genome	N	GenBank	2026-06-03	6098479163	133955147	2278199	6.10	1.83	order_rep:Echinorhiniformes	best of 1 reference assemblies in Echinorhiniformes
GCF_036365525.1	Heterodontus francisci	7792	Chondrichthyes	Heterodontiformes	sHetFra1.hap1	Chromosome	reference genome	Y	RefSeq	2024-02-06	6013048672	90140832	3418954	6.01	1.80	order_rep:Heterodontiformes	best of 1 reference assemblies in Heterodontiformes
GCF_035084215.1	Heptranchias perlo	212740	Chondrichthyes	Hexanchiformes	sHepPer1.hap1	Chromosome	reference genome	Y	RefSeq	2024-01-05	3249915908	66821466	4905566	3.25	0.97	order_rep:Hexanchiformes	best of 1 reference assemblies in Hexanchiformes
GCF_017639515.1	Carcharodon carcharias	13397	Chondrichthyes	Lamniformes	sCarCar2.pri	Chromosome	reference genome	Y	RefSeq	2021-03-30	4286294447	169918123	6544962	4.29	1.29	order_rep:Lamniformes	best of 4 reference assemblies in Lamniformes
GCF_048418815.1	Hemitrygon akajei	2704970	Chondrichthyes	Myliobatiformes	sHemAka1.3	Chromosome	reference genome	Y	RefSeq	2025-03-05	4229631903	175234968	8940806	4.23	1.27	order_rep:Myliobatiformes	best of 16 reference assemblies in Myliobatiformes
GCF_047496795.1	Chiloscyllium punctatum	137246	Chondrichthyes	Orectolobiformes	sChiPun1.3	Chromosome	reference genome	Y	RefSeq	2025-02-07	5274411202	93668967	5342658	5.27	1.58	order_rep:Orectolobiformes	best of 7 reference assemblies in Orectolobiformes
GCF_963514005.1	Raja brachyura	223862	Chondrichthyes	Rajiformes	sRajBra1.1	Chromosome	reference genome	Y	RefSeq	2023-09-28	2700450552	68366687	2048057	2.70	0.81	order_rep:Rajiformes	best of 15 reference assemblies in Rajiformes
GCF_009764475.1	Pristis pectinata	685728	Chondrichthyes	Rhinopristiformes	sPriPec2.1.pri	Chromosome	reference genome	Y	RefSeq	2019-12-19	2267840987	101699621	17009522	2.27	0.68	order_rep:Rhinopristiformes	best of 4 reference assemblies in Rhinopristiformes
GCF_052327205.1	Somniosus microcephalus	191813	Chondrichthyes	Squaliformes	FLI_Smic_1.0	Chromosome	reference genome	Y	RefSeq	2025-08-28	6448606148	240357632	1075145	6.45	1.93	order_rep:Squaliformes	best of 4 reference assemblies in Squaliformes
GCF_036971445.1	Narcine bancroftii	1343680	Chondrichthyes	Torpediniformes	sNarBan1.hap1	Chromosome	reference genome	Y	RefSeq	2024-03-06	3328432768	257710454	5195315	3.33	1.00	order_rep:Torpediniformes	best of 6 reference assemblies in Torpediniformes
GCF_900747795.2	Erpetoichthys calabaricus	27687	Cladistia	Polypteriformes	fErpCal1.3	Chromosome	reference genome	Y	RefSeq	2021-07-07	3613534470	217689105	6772339	3.61	1.08	order_rep:Polypteriformes	best of 3 reference assemblies in Polypteriformes
GCF_037176945.1	Latimeria chalumnae	7897	Coelacanthimorpha	Coelacanthiformes	fLatCha1.pri	Chromosome	reference genome	Y	RefSeq	2024-03-18	2947609019	188107785	42076942	2.95	0.88	order_rep:Coelacanthiformes	best of 1 reference assemblies in Coelacanthiformes
GCF_030867095.1	Alligator mississippiensis	8496	Crocodylia	Crocodylia	rAllMis1	Chromosome	reference genome	Y	RefSeq	2023-08-24	2346779227	255078640	38556409	2.35	0.70	order_rep:Crocodylia	best of 9 reference assemblies in Crocodylia
GCF_019279795.1	Protopterus annectens	7888	Dipnoi	Ceratodontiformes	PAN1.0	Chromosome	reference genome	Y	RefSeq	2021-07-20	40054324612	1974114035	1603140	40.05	12.02	order_rep:Ceratodontiformes	best of 3 reference assemblies in Ceratodontiformes
GCF_048934315.1	Petromyzon marinus	7757	Hyperoartia	Petromyzontiformes	UKy_Petmar_22M1.pri1.0	Chromosome	reference genome	Y	RefSeq	2025-03-25	1808332251	13495987	4594409	1.81	0.54	order_rep:Petromyzontiformes	best of 11 reference assemblies in Petromyzontiformes
GCA_003113815.1	Sphenodon punctatus	8508	Lepidosauria	Sphenodontia	ASM311381v1	Scaffold	reference genome	N	GenBank	2018-05-10	4272214985	3052611	27065	4.27	1.28	order_rep:Sphenodontia	best of 1 reference assemblies in Sphenodontia
GCA_018340635.1	Bothrops jararaca	8724	Lepidosauria	Squamata	Ibu_BjarHA_1.0	Scaffold	reference genome	N	GenBank	2021-05-11	1672323932	164310	162550	1.67	0.50	zero_hit_proteome	0 ITPR records in UP000681084 (84 proteins); absence in a proteome is not gene loss
GCF_027244095.1	Hemicordylus capensis	884348	Lepidosauria	Squamata	rHemCap1.1.pri	Chromosome	reference genome	Y	RefSeq	2022-12-28	2294751221	359646233	160691000	2.29	0.69	order_rep:Squamata	best of 406 reference assemblies in Squamata
GCA_004320025.1	Laticauda laticaudata	8630	Lepidosauria	Squamata	latLat_1.0	Scaffold	reference genome	N	GenBank	2019-01-09	1558706106	39330	35581	1.56	0.47	fragment_only	longest ITPR record 1633 aa, below the family floor of 2,000 aa (21 records)
GCF_021028975.2	Sphaerodactylus townsendi	933632	Lepidosauria	Squamata	MPM_Stown_v2.3	Chromosome	reference genome	Y	RefSeq	2022-04-08	1810846735	133801376	9459502	1.81	0.54	fragment_only	longest ITPR record 1213 aa, below the family floor of 2,000 aa (8 records)
GCF_050624435.1	Tenrec ecaudatus	94439	Mammalia	Afrosoricida	mTenEca1.hap1	Chromosome	reference genome	Y	RefSeq	2025-05-30	3922859826	163958880	41601014	3.92	1.18	order_rep:Afrosoricida	best of 5 reference assemblies in Afrosoricida
GCA_002197005.1	Cervus elaphus hippelaphus	46360	Mammalia	Artiodactyla	CerEla1.0	Chromosome		Y	GenBank	2017-06-19	3438623608	107358006	7944	3.44	1.03	missing_paralog;fragment_only	1 of 3 expected paralogs (19,232 proteins in the reference proteome) | longest ITPR record 410 aa, below the family floor of 2,000 aa (1 records)
GCA_010411085.1	Cervus hanglu yarkandensis	84702	Mammalia	Artiodactyla	CEY_v1	Chromosome	reference genome	Y	GenBank	2020-02-12	2594114534	77688133	268660	2.59	0.78	zero_hit_proteome	0 ITPR records in UP000631465 (713 proteins); absence in a proteome is not gene loss
GCF_054371585.1	Giraffa tippelskirchi	439328	Mammalia	Artiodactyla	T2T-mGirTip1v1.2.pri	Complete Genome	reference genome	Y	RefSeq	2026-01-06	2578316437	166642423	166642423	2.58	0.77	order_rep:Artiodactyla	best of 169 reference assemblies in Artiodactyla
GCA_987193245.1	Pontoporia blainvillei	48723	Mammalia	Artiodactyla	mPonBla1.hap1	Chromosome	reference genome	N	GenBank	2026-09-01	2690089892	116384365	20985247	2.69	0.81	missing_paralog;fragment_only	2 of 3 expected paralogs (4,277 proteins in the reference proteome) | longest ITPR record 378 aa, below the family floor of 2,000 aa (2 records)
GCA_007760645.1	Sousa chinensis	103600	Mammalia	Artiodactyla	ASM776064v1	Scaffold	reference genome	N	GenBank	2019-07-31	2338882461	19436979	113766	2.34	0.70	zero_hit_proteome	0 ITPR records in UP000295264 (8,382 proteins); absence in a proteome is not gene loss
GCF_020171115.1	Neogale vison	452646	Mammalia	Carnivora	ASM_NN_V1	Chromosome	reference genome	Y	RefSeq	2021-09-29	2681198719	220349319	220349319	2.68	0.80	order_rep:Carnivora	best of 108 reference assemblies in Carnivora
GCF_951640355.1	Cnephaeus nilssonii	3371016	Mammalia	Chiroptera	mEptNil1.1	Chromosome	reference genome	Y	RefSeq	2023-05-18	2064102006	98018206	2474537	2.06	0.62	missing_paralog	2 of 3 expected paralogs (19,772 proteins in the reference proteome)
GCF_036850765.1	Saccopteryx bilineata	59482	Mammalia	Chiroptera	mSacBil1_pri_phased_curated	Chromosome	reference genome	Y	RefSeq	2024-02-26	2612309609	300074216	20156883	2.61	0.78	order_rep:Chiroptera	best of 156 reference assemblies in Chiroptera
GCF_030445035.2	Dasypus novemcinctus	9361	Mammalia	Cingulata	mDasNov1.1.hap2	Chromosome	reference genome	Y	RefSeq	2023-07-13	3610534858	127081865	13963394	3.61	1.08	order_rep:Cingulata	best of 4 reference assemblies in Cingulata
GCF_048593235.1	Sminthopsis crassicaudata	9301	Mammalia	Dasyuromorphia	ASM4859323v1	Chromosome	reference genome	Y	RefSeq	2025-03-17	3239981553	656909261	4359487	3.24	0.97	order_rep:Dasyuromorphia	best of 8 reference assemblies in Dasyuromorphia
GCF_027409185.1	Cynocephalus volans	110931	Mammalia	Dermoptera	mCynVol1.pri	Chromosome	reference genome	Y	RefSeq	2022-12-28	2814418120	165781880	69195939	2.81	0.84	order_rep:Dermoptera	best of 2 reference assemblies in Dermoptera
GCF_016433145.1	Gracilinanus agilis	191870	Mammalia	Didelphimorphia	AgileGrace	Chromosome	reference genome	Y	RefSeq	2021-01-06	3701017385	683521856	73170	3.70	1.11	order_rep:Didelphimorphia	best of 2 reference assemblies in Didelphimorphia
GCF_028372415.1	Notamacropus eugenii	9315	Mammalia	Diprotodontia	mMacEug1.pri_v2	Chromosome	reference genome	Y	RefSeq	2023-02-06	3447464908	489668034	15255043	3.45	1.03	order_rep:Diprotodontia	best of 18 reference assemblies in Diprotodontia
GCF_027595985.1	Sorex araneus	42254	Mammalia	Eulipotyphla	mSorAra2.pri	Chromosome	reference genome	Y	RefSeq	2023-01-09	2405993548	374364821	4024507	2.41	0.72	order_rep:Eulipotyphla	best of 24 reference assemblies in Eulipotyphla
GCA_028571685.1	Heterohyrax brucei	77598	Mammalia	Hyracoidea	mHetBru1.pri	Chromosome	reference genome	Y	GenBank	2023-02-10	3488059404	139648372	78495281	3.49	1.05	order_rep:Hyracoidea	best of 2 reference assemblies in Hyracoidea
GCF_964237555.1	Oryctolagus cuniculus	9986	Mammalia	Lagomorpha	mOryCun1.1	Chromosome	reference genome	Y	RefSeq	2024-08-31	2804657419	144279705	2030165	2.80	0.84	order_rep:Lagomorpha	best of 15 reference assemblies in Lagomorpha
GCF_000299155.1	Elephantulus edwardii	28737	Mammalia	Macroscelidea	EleEdw1.0	Scaffold	reference genome	Y	RefSeq	2012-10-10	3843982861	15011382	24219	3.84	1.15	order_rep:Macroscelidea	best of 2 reference assemblies in Macroscelidea
GCF_019393635.1	Dromiciops gliroides	33562	Mammalia	Microbiotheria	mDroGli1.pri	Chromosome	reference genome	Y	RefSeq	2021-08-03	3303199800	670775900	38230856	3.30	0.99	order_rep:Microbiotheria	best of 1 reference assemblies in Microbiotheria
GCF_004115215.2	Ornithorhynchus anatinus	9258	Mammalia	Monotremata	mOrnAna1.pri.v4	Chromosome	reference genome	Y	RefSeq	2020-11-06	1859264908	83338043	15146802	1.86	0.56	order_rep:Monotremata	best of 2 reference assemblies in Monotremata
GCA_048126345.2	Notoryctes typhlops	37699	Mammalia	Notoryctemorphia	mNotTyp1.pri	Chromosome	reference genome	N	GenBank	2026-01-23	3845125805	357300764	84282059	3.85	1.15	order_rep:Notoryctemorphia	best of 1 reference assemblies in Notoryctemorphia
GCA_054644205.1	Lestoros inca	42731	Mammalia	Paucituberculata	mLesInc1.hap1	Chromosome	reference genome	N	GenBank	2026-01-22	4258788792	853182845	11940304	4.26	1.28	order_rep:Paucituberculata	best of 1 reference assemblies in Paucituberculata
GCF_037893015.1	Macrotis lagotis	92651	Mammalia	Peramelemorphia	bilby.v1.9.chrom.fasta	Chromosome	reference genome	Y	RefSeq	2024-04-04	3655715178	343853051	1227456	3.66	1.10	order_rep:Peramelemorphia	best of 2 reference assemblies in Peramelemorphia
GCF_020826845.1	Diceros bicornis minor	77932	Mammalia	Perissodactyla	mDicBic1.mat.cur	Chromosome	reference genome	Y	RefSeq	2021-11-10	3005519209	65026825	28468213	3.01	0.90	missing_paralog;fragment_only	2 of 3 expected paralogs (19,602 proteins in the reference proteome) | longest ITPR record 1810 aa, below the family floor of 2,000 aa (2 records)
GCF_021613505.1	Equus quagga	89248	Mammalia	Perissodactyla	UCLA_HA_Equagga_1.0	Chromosome	reference genome	Y	RefSeq	2022-01-31	2500914156	122556673	427941	2.50	0.75	order_rep:Perissodactyla	best of 14 reference assemblies in Perissodactyla
GCF_030020395.1	Manis pentadactyla	143292	Mammalia	Pholidota	mManPen7.hap1	Chromosome	reference genome	Y	RefSeq	2023-05-23	2840164579	149551276	25547713	2.84	0.85	order_rep:Pholidota	best of 8 reference assemblies in Pholidota
GCF_023851605.1	Tamandua tetradactyla	48850	Mammalia	Pilosa	mTamTet1.pri	Chromosome	reference genome	Y	RefSeq	2022-06-22	3205724741	174634624	9869167	3.21	0.96	order_rep:Pilosa	best of 6 reference assemblies in Pilosa
GCF_000001405.40	Homo sapiens	9606	Mammalia	Primates	GRCh38.p14	Chromosome	reference genome	Y	RefSeq	2022-02-03	3099441038	67794873	57879411	3.10	0.93	anchor	human — the reference panel (ITPR1/2/3) and every structure claim
GCF_049350105.2	Macaca mulatta	9544	Mammalia	Primates	T2T-MMU8v2.0	Complete Genome	reference genome	Y	RefSeq	2025-07-24	3115120525	162285572	162285572	3.12	0.93	order_rep:Primates	best of 253 reference assemblies in Primates
GCA_023764695.1	Pygathrix nigripes	310352	Mammalia	Primates	ASM2376469v1	Contig	reference genome	N	GenBank	2022-06-17	2896204080	14260291	14260291	2.90	0.87	fragment_only	longest ITPR record 1536 aa, below the family floor of 2,000 aa (5 records)
