accession	label	kind	call	group	paralog	species	kingdom	phylum	length	source	in_alphafold	afdb_status	model_accession	afdb_entry	model_length	model_coverage	is_canonical	afdb_version	seq_version_date	error
A0A8S1PXB8	PSON_ATCC_30995.1.T0890202	uniprot	ITPR	SAR	PSON_ATCC_30995.1.T0890202	Paramecium sonneborni		Ciliophora	2585	InterPro	0	absent			0	0.0				404
A0A8S1PY12	PPRIM_AZ9-3.1.T1330154	uniprot	ITPR	Eukaryota (other)	PPRIM_AZ9-3.1.T1330154	Paramecium primaurelia			2020	S20 sweep		absent			0	0.0				404
A0A8S1PYZ9	PSON_ATCC_30995.1.T0900220	uniprot	ITPR	SAR	PSON_ATCC_30995.1.T0900220	Paramecium sonneborni		Ciliophora	2588	InterPro	0	absent			0	0.0				404
A0A8S1Q1H0	PPRIM_AZ9-3.1.T1400052	uniprot	ITPR	SAR	PPRIM_AZ9-3.1.T1400052	Paramecium primaurelia		Ciliophora	3009	InterPro	0	absent			0	0.0				404
A0A8S1Q238	PPRIM_AZ9-3.1.T1410084	uniprot	ITPR	SAR	PPRIM_AZ9-3.1.T1410084	Paramecium primaurelia		Ciliophora	2997	InterPro	0	absent			0	0.0				404
A0A8S1Q3G1	PPRIM_AZ9-3.1.T1430056	uniprot	ITPR	SAR	PPRIM_AZ9-3.1.T1430056	Paramecium primaurelia		Ciliophora	2983	InterPro	0	absent			0	0.0				404
A0A8S1Q7A0	PSON_ATCC_30995.1.T0970136	uniprot	ITPR	SAR	PSON_ATCC_30995.1.T0970136	Paramecium sonneborni		Ciliophora	2843	InterPro	0	absent			0	0.0				404
A0A8S1Q8M8	PPRIM_AZ9-3.1.T1480012	uniprot	ITPR	SAR	PPRIM_AZ9-3.1.T1480012	Paramecium primaurelia		Ciliophora	2886	InterPro	0	absent			0	0.0				404
A0A8S1QA23	PPRIM_AZ9-3.1.T1510096	uniprot	ITPR	SAR	PPRIM_AZ9-3.1.T1510096	Paramecium primaurelia		Ciliophora	2598	InterPro	0	absent			0	0.0				404
A0A8S1QAQ5	PPRIM_AZ9-3.1.T1490071	uniprot	ITPR	SAR	PPRIM_AZ9-3.1.T1490071	Paramecium primaurelia		Ciliophora	2994	InterPro	0	absent			0	0.0				404
A0A8S1QBN9	PSON_ATCC_30995.1.T1000096	uniprot	ITPR	SAR	PSON_ATCC_30995.1.T1000096	Paramecium sonneborni		Ciliophora	2994	InterPro	0	absent			0	0.0				404
A0A8S1QHI7	PSON_ATCC_30995.1.T1080031	uniprot	ITPR	Eukaryota (other)	PSON_ATCC_30995.1.T1080031	Paramecium sonneborni			2022	S20 sweep		absent			0	0.0				404
A0A8S1QWI6	PSON_ATCC_30995.1.T1250092	uniprot	ITPR	SAR	PSON_ATCC_30995.1.T1250092	Paramecium sonneborni		Ciliophora	3010	InterPro	0	absent			0	0.0				404
A0A8S1QYF4	PSON_ATCC_30995.1.T1230125	uniprot	ITPR	SAR	PSON_ATCC_30995.1.T1230125	Paramecium sonneborni		Ciliophora	2604	InterPro	0	absent			0	0.0				404
A0A8S1R832	PSON_ATCC_30995.1.T1510010	uniprot	ITPR	SAR	PSON_ATCC_30995.1.T1510010	Paramecium sonneborni		Ciliophora	2893	InterPro	0	absent			0	0.0				404
A0A8S1RB72	PSON_ATCC_30995.1.T1520049	uniprot	ITPR	SAR	PSON_ATCC_30995.1.T1520049	Paramecium sonneborni		Ciliophora	2979	InterPro	0	absent			0	0.0				404
A0A8S1RUJ2	POCTA_138.1.T0040072	uniprot	ITPR	SAR	POCTA_138.1.T0040072	Paramecium octaurelia		Ciliophora	2666	InterPro	0	absent			0	0.0				404
A0A8S1RVS8	PPENT_87.1.T0010099	uniprot	ITPR	SAR	PPENT_87.1.T0010099	Paramecium pentaurelia		Ciliophora	2888	InterPro	0	absent			0	0.0				404
A0A8S1S0V9	POCTA_138.1.T0040420	uniprot	ITPR	SAR	POCTA_138.1.T0040420	Paramecium octaurelia		Ciliophora	3130	InterPro	0	absent			0	0.0				404
A0A8S1S1K7	PPENT_87.1.T0020069	uniprot	ITPR	SAR	PPENT_87.1.T0020069	Paramecium pentaurelia		Ciliophora	2973	InterPro	0	absent			0	0.0				404
A0A8S1S1P5	POCTA_138.1.T0040478	uniprot	ITPR	SAR	POCTA_138.1.T0040478	Paramecium octaurelia		Ciliophora	3042	InterPro	0	absent			0	0.0				404
A0A8S1S284	POCTA_138.1.T0050015	uniprot	ITPR	SAR	POCTA_138.1.T0050015	Paramecium octaurelia		Ciliophora	2657	InterPro	0	absent			0	0.0				404
A0A8S1S4J1	PPENT_87.1.T0030013	uniprot	ITPR	SAR	PPENT_87.1.T0030013	Paramecium pentaurelia		Ciliophora	2664	InterPro	0	absent			0	0.0				404
A0A8S1S9W6	PPENT_87.1.T0040367	uniprot	ITPR	SAR	PPENT_87.1.T0040367	Paramecium pentaurelia		Ciliophora	3131	InterPro	0	absent			0	0.0				404
A0A8S1SDZ9	PPENT_87.1.T0080055	uniprot	ITPR	SAR	PPENT_87.1.T0080055	Paramecium pentaurelia		Ciliophora	3043	InterPro	0	absent			0	0.0				404
A0A8S1SFF1	PPENT_87.1.T0050530	uniprot	ITPR	SAR	PPENT_87.1.T0050530	Paramecium pentaurelia		Ciliophora	2925	InterPro	0	absent			0	0.0				404
A0A8S1SJB1	PPENT_87.1.T0080108	uniprot	ITPR	SAR	PPENT_87.1.T0080108	Paramecium pentaurelia		Ciliophora	3132	InterPro	0	absent			0	0.0				404
A0A8S1SLV8	POCTA_138.1.T0100420	uniprot	ITPR	SAR	POCTA_138.1.T0100420	Paramecium octaurelia		Ciliophora	3126	InterPro	0	absent			0	0.0				404
A0A8S1SNX6	PPENT_87.1.T0080458	uniprot	ITPR	SAR	PPENT_87.1.T0080458	Paramecium pentaurelia		Ciliophora	2666	InterPro	0	absent			0	0.0				404
A0A8S1SYQ4	POCTA_138.1.T0180166	uniprot	ITPR	SAR	POCTA_138.1.T0180166	Paramecium octaurelia		Ciliophora	2822	InterPro	0	absent			0	0.0				404
A0A8S1SZW1	POCTA_138.1.T0170405	uniprot	ITPR	SAR	POCTA_138.1.T0170405	Paramecium octaurelia		Ciliophora	2736	InterPro	0	absent			0	0.0				404
A0A8S1T158	PPENT_87.1.T0140163	uniprot	ITPR	SAR	PPENT_87.1.T0140163	Paramecium pentaurelia		Ciliophora	2824	InterPro	0	absent			0	0.0				404
A0A8S1TAM6	POCTA_138.1.T0210030	uniprot	ITPR	SAR	POCTA_138.1.T0210030	Paramecium octaurelia		Ciliophora	2970	InterPro	0	absent			0	0.0				404
A0A8S1TAX4	POCTA_138.1.T0210395	uniprot	ITPR	SAR	POCTA_138.1.T0210395	Paramecium octaurelia		Ciliophora	2692	InterPro	0	absent			0	0.0				404
A0A8S1TBN3	PPENT_87.1.T0190004	uniprot	ITPR	SAR	PPENT_87.1.T0190004	Paramecium pentaurelia		Ciliophora	3001	InterPro	0	absent			0	0.0				404
A0A8S1TGH7	PPENT_87.1.T0240103	uniprot	ITPR	SAR	PPENT_87.1.T0240103	Paramecium pentaurelia		Ciliophora	2834	InterPro	0	absent			0	0.0				404
A0A8S1TGK7	POCTA_138.1.T0230112	uniprot	ITPR	SAR	POCTA_138.1.T0230112	Paramecium octaurelia		Ciliophora	2770	InterPro	0	absent			0	0.0				404
A0A8S1TI16	POCTA_138.1.T0250174	uniprot	ITPR	SAR	POCTA_138.1.T0250174	Paramecium octaurelia		Ciliophora	3124	InterPro	0	absent			0	0.0				404
A0A8S1TRM9	PPENT_87.1.T0260031	uniprot	ITPR	SAR	PPENT_87.1.T0260031	Paramecium pentaurelia		Ciliophora	2972	InterPro	0	absent			0	0.0				404
A0A8S1TTK3	POCTA_138.1.T0300005	uniprot	ITPR	SAR	POCTA_138.1.T0300005	Paramecium octaurelia		Ciliophora	3001	InterPro	0	absent			0	0.0				404
A0A8S1TTM9	POCTA_138.1.T0310051	uniprot	ITPR	SAR	POCTA_138.1.T0310051	Paramecium octaurelia		Ciliophora	3009	InterPro	0	absent			0	0.0				404
A0A8S1TTN2	PPENT_87.1.T0300023	uniprot	ITPR	SAR	PPENT_87.1.T0300023	Paramecium pentaurelia		Ciliophora	3009	InterPro	0	absent			0	0.0				404
A0A8S1TUI7	PPENT_87.1.T0260366	uniprot	ITPR	SAR	PPENT_87.1.T0260366	Paramecium pentaurelia		Ciliophora	2682	InterPro	0	absent			0	0.0				404
A0A8S1TVB9	PPENT_87.1.T0280165	uniprot	ITPR	SAR	PPENT_87.1.T0280165	Paramecium pentaurelia		Ciliophora	2704	InterPro	0	absent			0	0.0				404
A0A8S1U396	POCTA_138.1.T0350235	uniprot	ITPR	SAR	POCTA_138.1.T0350235	Paramecium octaurelia		Ciliophora	2835	InterPro	0	absent			0	0.0				404
A0A8S1U4K7	POCTA_138.1.T0370029	uniprot	ITPR	SAR	POCTA_138.1.T0370029	Paramecium octaurelia		Ciliophora	3009	InterPro	0	absent			0	0.0				404
A0A8S1U672	PPENT_87.1.T0340186	uniprot	ITPR	SAR	PPENT_87.1.T0340186	Paramecium pentaurelia		Ciliophora	2834	InterPro	0	absent			0	0.0				404
A0A8S1U7F4	PPENT_87.1.T0320040	uniprot	ITPR	SAR	PPENT_87.1.T0320040	Paramecium pentaurelia		Ciliophora	2737	InterPro	0	absent			0	0.0				404
A0A8S1U8E4	POCTA_138.1.T0380089	uniprot	ITPR	SAR	POCTA_138.1.T0380089	Paramecium octaurelia		Ciliophora	2767	InterPro	0	absent			0	0.0				404
A0A8S1U8N4	POCTA_138.1.T0380081	uniprot	ITPR	SAR	POCTA_138.1.T0380081	Paramecium octaurelia		Ciliophora	2768	InterPro	0	absent			0	0.0				404
A0A8S1UB42	PPENT_87.1.T0370184	uniprot	ITPR	SAR	PPENT_87.1.T0370184	Paramecium pentaurelia		Ciliophora	3127	InterPro	0	absent			0	0.0				404
A0A8S1UC63	PPENT_87.1.T0360249	uniprot	ITPR	SAR	PPENT_87.1.T0360249	Paramecium pentaurelia		Ciliophora	2771	InterPro	0	absent			0	0.0				404
A0A8S1UCK1	PPENT_87.1.T0370187	uniprot	ITPR	SAR	PPENT_87.1.T0370187	Paramecium pentaurelia		Ciliophora	3086	InterPro	0	absent			0	0.0				404
A0A8S1UIJ9	POCTA_138.1.T0440123	uniprot	ITPR	SAR	POCTA_138.1.T0440123	Paramecium octaurelia		Ciliophora	2709	InterPro	0	absent			0	0.0				404
A0A8S1UN53	POCTA_138.1.T0460318	uniprot	ITPR	SAR	POCTA_138.1.T0460318	Paramecium octaurelia		Ciliophora	2977	InterPro	0	absent			0	0.0				404
A0A8S1UQ95	POCTA_138.1.T0480073	uniprot	ITPR	SAR	POCTA_138.1.T0480073	Paramecium octaurelia		Ciliophora	2836	InterPro	0	absent			0	0.0				404
A0A8S1UTU8	PPENT_87.1.T0490231	uniprot	ITPR	SAR	PPENT_87.1.T0490231	Paramecium pentaurelia		Ciliophora	2767	InterPro	0	absent			0	0.0				404
A0A8S1UU93	PPENT_87.1.T0480200	uniprot	ITPR	SAR	PPENT_87.1.T0480200	Paramecium pentaurelia		Ciliophora	3009	InterPro	0	absent			0	0.0				404
A0A8S1UWP0	POCTA_138.1.T0490105	uniprot	ITPR	SAR	POCTA_138.1.T0490105	Paramecium octaurelia		Ciliophora	2888	InterPro	0	absent			0	0.0				404
A0A8S1UZQ3	PPENT_87.1.T0530175	uniprot	ITPR	SAR	PPENT_87.1.T0530175	Paramecium pentaurelia		Ciliophora	2889	InterPro	0	absent			0	0.0				404
A0A8S1V1R4	PPENT_87.1.T0490240	uniprot	ITPR	Eukaryota (other)	PPENT_87.1.T0490240	Paramecium pentaurelia			2782	S20 sweep		absent			0	0.0				404
A0A8S1V852	POCTA_138.1.T0610149	uniprot	ITPR	SAR	POCTA_138.1.T0610149	Paramecium octaurelia		Ciliophora	1935	InterPro	0	absent			0	0.0				404
A0A8S1VBI4	POCTA_138.1.T0610148	uniprot	ITPR	SAR	POCTA_138.1.T0610148	Paramecium octaurelia		Ciliophora	1159	InterPro	1	full	A0A8S1VBI4	AF-A0A8S1VBI4-F1	1159	1.0	1	6	2022-10-12	
A0A8S1VCW9	POCTA_138.1.T0640176	uniprot	ITPR	SAR	POCTA_138.1.T0640176	Paramecium octaurelia		Ciliophora	2890	InterPro	0	absent			0	0.0				404
A0A8S1VFK1	PPENT_87.1.T0630022	uniprot	ITPR	SAR	PPENT_87.1.T0630022	Paramecium pentaurelia		Ciliophora	2589	InterPro	0	absent			0	0.0				404
A0A8S1VH15	POCTA_138.1.T0680154	uniprot	ITPR	SAR	POCTA_138.1.T0680154	Paramecium octaurelia		Ciliophora	2577	InterPro	0	absent			0	0.0				404
A0A8S1VIW9	POCTA_138.1.T0680155	uniprot	ITPR	Eukaryota (other)	POCTA_138.1.T0680155	Paramecium octaurelia			255	S20 sweep		full	A0A8S1VIW9	AF-A0A8S1VIW9-F1	255	1.0	1	6	2022-10-12	
A0A8S1VZC9	PPENT_87.1.T0790076	uniprot	ITPR	SAR	PPENT_87.1.T0790076	Paramecium pentaurelia		Ciliophora	2976	InterPro	0	absent			0	0.0				404
A0A8S1W258	POCTA_138.1.T0790203	uniprot	ITPR	SAR	POCTA_138.1.T0790203	Paramecium octaurelia		Ciliophora	2598	InterPro	0	absent			0	0.0				404
A0A8S1W8A0	PPENT_87.1.T0840139	uniprot	ITPR	SAR	PPENT_87.1.T0840139	Paramecium pentaurelia		Ciliophora	3122	InterPro	0	absent			0	0.0				404
A0A8S1WEK5	PPENT_87.1.T0870151	uniprot	ITPR	SAR	PPENT_87.1.T0870151	Paramecium pentaurelia		Ciliophora	2847	InterPro	0	absent			0	0.0				404
A0A8S1WID3	POCTA_138.1.T0930016	uniprot	ITPR	SAR	POCTA_138.1.T0930016	Paramecium octaurelia		Ciliophora	2589	InterPro	0	absent			0	0.0				404
A0A8S1WXC8	PPENT_87.1.T1030190	uniprot	ITPR	SAR	PPENT_87.1.T1030190	Paramecium pentaurelia		Ciliophora	2590	InterPro	0	absent			0	0.0				404
A0A8S1WXY2	PPENT_87.1.T1070167	uniprot	ITPR	Eukaryota (other)	PPENT_87.1.T1070167	Paramecium pentaurelia			2020	S20 sweep		absent			0	0.0				404
A0A8S1X054	POCTA_138.1.T1060162	uniprot	ITPR	SAR	POCTA_138.1.T1060162	Paramecium octaurelia		Ciliophora	3000	InterPro	0	absent			0	0.0				404
A0A8S1XA61	POCTA_138.1.T1160014	uniprot	ITPR	SAR	POCTA_138.1.T1160014	Paramecium octaurelia		Ciliophora	2583	InterPro	0	absent			0	0.0				404
A0A8S1XBU6	PPENT_87.1.T1180050	uniprot	ITPR	SAR	PPENT_87.1.T1180050	Paramecium pentaurelia		Ciliophora	2983	InterPro	0	absent			0	0.0				404
A0A8S1XGV4	POCTA_138.1.T1220057	uniprot	ITPR	Eukaryota (other)	POCTA_138.1.T1220057	Paramecium octaurelia			2021	S20 sweep		absent			0	0.0				404
A0A8S1XK37	PPENT_87.1.T1270016	uniprot	ITPR	SAR	PPENT_87.1.T1270016	Paramecium pentaurelia		Ciliophora	2598	InterPro	0	absent			0	0.0				404
A0A8S1XSU7	PPENT_87.1.T1370129	uniprot	ITPR	SAR	PPENT_87.1.T1370129	Paramecium pentaurelia		Ciliophora	2598	InterPro	0	absent			0	0.0				404
A0A8S1XV53	PPENT_87.1.T1390094	uniprot	ITPR	SAR	PPENT_87.1.T1390094	Paramecium pentaurelia		Ciliophora	2994	InterPro	0	absent			0	0.0				404
A0A8S1Y214	POCTA_138.1.T1380154	uniprot	ITPR	SAR	POCTA_138.1.T1380154	Paramecium octaurelia		Ciliophora	2975	InterPro	0	absent			0	0.0				404
A0A8S1Y2A8	POCTA_138.1.T1360064	uniprot	ITPR	SAR	POCTA_138.1.T1360064	Paramecium octaurelia		Ciliophora	3015	InterPro	0	absent			0	0.0				404
A0A8S1Y4U0	PPENT_87.1.T1490078	uniprot	ITPR	SAR	PPENT_87.1.T1490078	Paramecium pentaurelia		Ciliophora	2999	InterPro	0	absent			0	0.0				404
A0A8S1Y5I9	POCTA_138.1.T1400082	uniprot	ITPR	SAR	POCTA_138.1.T1400082	Paramecium octaurelia		Ciliophora	3369	InterPro	0	absent			0	0.0				404
A0A8S1Y7D1	POCTA_138.1.T1460024	uniprot	ITPR	SAR	POCTA_138.1.T1460024	Paramecium octaurelia		Ciliophora	2598	InterPro	0	absent			0	0.0				404
A0A8S1Y933	POCTA_138.1.T1480067	uniprot	ITPR	SAR	POCTA_138.1.T1480067	Paramecium octaurelia		Ciliophora	3045	InterPro	0	absent			0	0.0				404
A0A8S1Y9E8	POCTA_138.1.T1500131	uniprot	ITPR	SAR	POCTA_138.1.T1500131	Paramecium octaurelia		Ciliophora	2886	InterPro	0	absent			0	0.0				404
A0A8S1YAA8	PPENT_87.1.T1610106	uniprot	ITPR	SAR	PPENT_87.1.T1610106	Paramecium pentaurelia		Ciliophora	2886	InterPro	0	absent			0	0.0				404
A0A8S3QRB4	MEDL_13845	uniprot	ITPR	Metazoa (non-vertebrate)	MEDL_13845	Mytilus edulis (Blue mussel)	Metazoa	Mollusca	1424	InterPro	0	absent			0	0.0				404
A0A8S3QUE0	MEDL_13845	uniprot	ITPR	Metazoa (non-vertebrate)	MEDL_13845	Mytilus edulis (Blue mussel)	Metazoa	Mollusca	1447	InterPro	0	absent			0	0.0				404
A0A8S3QXV2	MEDL_13856	uniprot	ITPR	Metazoa (non-vertebrate)	MEDL_13856	Mytilus edulis (Blue mussel)	Metazoa	Mollusca	1271	InterPro	1	full	A0A8S3QXV2	AF-A0A8S3QXV2-F1	1271	1.0	1	6	2022-10-12	
A0A8S3R1Z2	MEDL_13845	uniprot	ITPR	Metazoa (non-vertebrate)	MEDL_13845	Mytilus edulis (Blue mussel)	Metazoa	Mollusca	1430	InterPro	0	absent			0	0.0				404
A0A8S3R7N8	MEDL_15785	uniprot	ITPR	Metazoa (non-vertebrate)	MEDL_15785	Mytilus edulis (Blue mussel)	Metazoa	Mollusca	687	InterPro	1	full	A0A8S3R7N8	AF-A0A8S3R7N8-F1	687	1.0	1	6	2022-10-12	
A0A8S3S1M2	MEDL_28404	uniprot	ITPR	Metazoa (non-vertebrate)	MEDL_28404	Mytilus edulis (Blue mussel)	Metazoa	Mollusca	2593	InterPro	0	absent			0	0.0				404
A0A8S3SVZ1	MEDL_35951	uniprot	ITPR	Metazoa (non-vertebrate)	MEDL_35951	Mytilus edulis (Blue mussel)	Metazoa	Mollusca	2750	InterPro	0	absent			0	0.0				404
A0A8S3SWL2	MEDL_38897	uniprot	ITPR	Metazoa (non-vertebrate)	MEDL_38897	Mytilus edulis (Blue mussel)	Metazoa	Mollusca	1243	InterPro	1	full	A0A8S3SWL2	AF-A0A8S3SWL2-F1	1243	1.0	1	6	2022-10-12	
A0A8S3T344	MEDL_38897	uniprot	ITPR	Metazoa (non-vertebrate)	MEDL_38897	Mytilus edulis (Blue mussel)	Metazoa	Mollusca	1249	InterPro	1	full	A0A8S3T344	AF-A0A8S3T344-F1	1249	1.0	1	6	2022-10-12	
A0A8S3T9L8	MEDL_38887	uniprot	ITPR	Metazoa (non-vertebrate)	MEDL_38887	Mytilus edulis (Blue mussel)	Metazoa	Mollusca	1196	InterPro	1	full	A0A8S3T9L8	AF-A0A8S3T9L8-F1	1196	1.0	1	6	2022-10-12	
A0A8S3U4C3	MEDL_50875	uniprot	ITPR	Metazoa (non-vertebrate)	MEDL_50875	Mytilus edulis (Blue mussel)	Metazoa	Mollusca	2388	InterPro	0	absent			0	0.0				404
A0A8S3XQ18	PAPOLLO_LOCUS21107	uniprot	ITPR	Metazoa (non-vertebrate)	PAPOLLO_LOCUS21107	Parnassius apollo (Apollo butterfly) (Papilio apollo)	Metazoa	Arthropoda	1966	InterPro	0	absent			0	0.0				404
A0A8S3XQL1	PAPOLLO_LOCUS21107	uniprot	ITPR	Metazoa (non-vertebrate)	PAPOLLO_LOCUS21107	Parnassius apollo (Apollo butterfly) (Papilio apollo)	Metazoa	Arthropoda	754	InterPro	1	full	A0A8S3XQL1	AF-A0A8S3XQL1-F1	754	1.0	1	6	2022-10-12	
A0A8S3XU42	PAPOLLO_LOCUS21107	uniprot	ITPR	Metazoa (non-vertebrate)	PAPOLLO_LOCUS21107	Parnassius apollo (Apollo butterfly) (Papilio apollo)	Metazoa	Arthropoda	1531	InterPro	0	absent			0	0.0				404
A0A8S3XVC2	PAPOLLO_LOCUS21107	uniprot	ITPR	Metazoa (non-vertebrate)	PAPOLLO_LOCUS21107	Parnassius apollo (Apollo butterfly) (Papilio apollo)	Metazoa	Arthropoda	1954	InterPro	0	absent			0	0.0				404
A0A8S3YGL6	CUNI_LOCUS1262	uniprot	ITPR	Eukaryota (other)	CUNI_LOCUS1262	Candidula unifasciata			1241	S20 sweep		full	A0A8S3YGL6	AF-A0A8S3YGL6-F1	1241	1.0	1	6	2022-10-12	
A0A8S3ZEV8	CUNI_LOCUS13585	uniprot	ITPR	Eukaryota (other)	CUNI_LOCUS13585	Candidula unifasciata			434	S20 sweep		full	A0A8S3ZEV8	AF-A0A8S3ZEV8-F1	434	1.0	1	6	2022-10-12	
A0A8S3ZIR6	CUNI_LOCUS13586	uniprot	ITPR	Metazoa (non-vertebrate)	CUNI_LOCUS13586	Candidula unifasciata	Metazoa	Mollusca	394	InterPro	1	full	A0A8S3ZIR6	AF-A0A8S3ZIR6-F1	394	1.0	1	6	2022-10-12	
A0A8S3ZNB5	CUNI_LOCUS16615	uniprot	ITPR	Metazoa (non-vertebrate)	CUNI_LOCUS16615	Candidula unifasciata	Metazoa	Mollusca	1339	InterPro	0	absent			0	0.0				404
A0A8S3ZSI2	CUNI_LOCUS17981	uniprot	ITPR	Metazoa (non-vertebrate)	CUNI_LOCUS17981	Candidula unifasciata	Metazoa	Mollusca	527	InterPro	1	full	A0A8S3ZSI2	AF-A0A8S3ZSI2-F1	527	1.0	1	6	2022-10-12	
A0A8S3ZVT9	CUNI_LOCUS16614	uniprot	ITPR	Metazoa (non-vertebrate)	CUNI_LOCUS16614	Candidula unifasciata	Metazoa	Mollusca	818	InterPro	1	full	A0A8S3ZVT9	AF-A0A8S3ZVT9-F1	818	1.0	1	6	2022-10-12	
A0A8S3ZVV4	CUNI_LOCUS19241	uniprot	ITPR	Metazoa (non-vertebrate)	CUNI_LOCUS19241	Candidula unifasciata	Metazoa	Mollusca	1547	InterPro	0	absent			0	0.0				404
A0A8S3ZWK5	CUNI_LOCUS17980	uniprot	ITPR	Eukaryota (other)	CUNI_LOCUS17980	Candidula unifasciata			515	S20 sweep		full	A0A8S3ZWK5	AF-A0A8S3ZWK5-F1	515	1.0	1	6	2022-10-12	
A0A8S4A009	CUNI_LOCUS19238	uniprot	ITPR	Eukaryota (other)	CUNI_LOCUS19238	Candidula unifasciata			557	S20 sweep		full	A0A8S4A009	AF-A0A8S4A009-F1	557	1.0	1	6	2022-10-12	
A0A8S4A1R7	CUNI_LOCUS17979	uniprot	ITPR	Metazoa (non-vertebrate)	CUNI_LOCUS17979	Candidula unifasciata	Metazoa	Mollusca	956	InterPro	1	full	A0A8S4A1R7	AF-A0A8S4A1R7-F1	956	1.0	1	6	2022-10-12	
A0A8S4BH40	MMEN_LOCUS16758	uniprot	ITPR	Vertebrata	MMEN_LOCUS16758	Menidia menidia (Atlantic silverside)	Metazoa	Chordata	2783	InterPro	0	absent			0	0.0				404
A0A8S4BJH4	MMEN_LOCUS16457	uniprot	ITPR	Vertebrata	MMEN_LOCUS16457	Menidia menidia (Atlantic silverside)	Metazoa	Chordata	2748	InterPro	0	absent			0	0.0				404
A0A8S4BJV2	MMEN_LOCUS15045	uniprot	ITPR	Vertebrata	MMEN_LOCUS15045	Menidia menidia (Atlantic silverside)	Metazoa	Chordata	2675	InterPro	0	absent			0	0.0				404
A0A8S4GAN3	PLXY2_LOCUS16354	uniprot	ITPR	Metazoa (non-vertebrate)	PLXY2_LOCUS16354	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	Metazoa	Arthropoda	232	InterPro	1	full	A0A8S4GAN3	AF-A0A8S4GAN3-F1	232	1.0	1	6	2022-10-12	
A0A8S4GBS4	PLXY2_LOCUS16355	uniprot	ITPR	Metazoa (non-vertebrate)	PLXY2_LOCUS16355	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	Metazoa	Arthropoda	1190	InterPro	1	full	A0A8S4GBS4	AF-A0A8S4GBS4-F1	1190	1.0	1	6	2022-10-12	
A0A8S4GGF5	PLXY2_LOCUS16352	uniprot	ITPR	Metazoa (non-vertebrate)	PLXY2_LOCUS16352	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	Metazoa	Arthropoda	1132	InterPro	1	full	A0A8S4GGF5	AF-A0A8S4GGF5-F1	1132	1.0	1	6	2022-10-12	
A0A8S4NQ49	OFUS_LOCUS9339	uniprot	ITPR	Metazoa (non-vertebrate)	OFUS_LOCUS9339	Owenia fusiformis (Polychaete worm)	Metazoa	Annelida	1068	InterPro	1	full	A0A8S4NQ49	AF-A0A8S4NQ49-F1	1068	1.0	1	6	2022-10-12	
A0A8S4NRH2	OFUS_LOCUS9332	uniprot	ITPR	Metazoa (non-vertebrate)	OFUS_LOCUS9332	Owenia fusiformis (Polychaete worm)	Metazoa	Annelida	1717	InterPro	0	absent			0	0.0				404
A0A8S4PVX0	OFUS_LOCUS22442	uniprot	ITPR	Metazoa (non-vertebrate)	OFUS_LOCUS22442	Owenia fusiformis (Polychaete worm)	Metazoa	Annelida	2693	InterPro	0	absent			0	0.0				404
A0A8S4Q2A8	OFUS_LOCUS24192	uniprot	ITPR	Metazoa (non-vertebrate)	OFUS_LOCUS24192	Owenia fusiformis (Polychaete worm)	Metazoa	Annelida	2166	InterPro	0	absent			0	0.0				404
A0A8S4Q3H0	OFUS_LOCUS24192	uniprot	ITPR	Metazoa (non-vertebrate)	OFUS_LOCUS24192	Owenia fusiformis (Polychaete worm)	Metazoa	Annelida	2681	InterPro	0	absent			0	0.0				404
A0A8S4Q492	OFUS_LOCUS22813	uniprot	ITPR	Metazoa (non-vertebrate)	OFUS_LOCUS22813	Owenia fusiformis (Polychaete worm)	Metazoa	Annelida	3071	InterPro	0	absent			0	0.0				404
A0A8S4RT19	jg22130	uniprot	ITPR	Metazoa (non-vertebrate)	jg22130	Pararge aegeria aegeria	Metazoa	Arthropoda	1292	InterPro	0	absent			0	0.0				404
A0A8S4RV94	jg22130	uniprot	ITPR	Metazoa (non-vertebrate)	jg22130	Pararge aegeria aegeria	Metazoa	Arthropoda	1301	InterPro	0	absent			0	0.0				404
A0A8S4SQP6	jg26696	uniprot	ITPR	Metazoa (non-vertebrate)	jg26696	Pararge aegeria aegeria	Metazoa	Arthropoda	489	InterPro	1	full	A0A8S4SQP6	AF-A0A8S4SQP6-F1	489	1.0	1	6	2022-10-12	
A0A8S9YAD8	GE061_000817	uniprot	ITPR	Metazoa (non-vertebrate)	GE061_000817	Apolygus lucorum (Small green plant bug) (Lygocoris lucorum)	Metazoa	Arthropoda	2717	InterPro	0	absent			0	0.0				404
A0A8S9YF68	EG68_10357	uniprot	ITPR	Metazoa (non-vertebrate)	EG68_10357	Paragonimus skrjabini miyazakii	Metazoa	Platyhelminthes	961	InterPro	1	full	A0A8S9YF68	AF-A0A8S9YF68-F1	961	1.0	1	6	2022-10-12	
A0A8S9ZCH4	EG68_00315	uniprot	ITPR	Eukaryota (other)	EG68_00315	Paragonimus skrjabini miyazakii			1925	S20 sweep		absent			0	0.0				404
A0A8T0A4H6	Mgra_00000106	uniprot	ITPR	Metazoa (non-vertebrate)	Mgra_00000106	Meloidogyne graminicola	Metazoa	Nematoda	2592	InterPro	0	absent			0	0.0				404
