accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name
A0A7K8XQW5	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.9	321.1	279.2	0.8695	1.1e-08	4.5e-93	4.5e-93	0.029	0.035	78	173	0.983	175	Ryr3_2	Eubucco bourcierii	91767	0	RYR3 protein (Fragment)
A0A7K8XT97	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.6	327.1	286.5	0.8759	2.6e-08	7.1e-95	7.1e-95	0.025	0.035	67	173	0.989	175	Ryr2_2	Eubucco bourcierii	91767	0	RYR2 protein (Fragment)
A0A7K8XTN7	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	37.7	37.7	1.0		1e-07	1e-07	0.0	0.011	0	54	0.693	163	Tnnc2	Eubucco bourcierii	91767	0	Troponin C, skeletal muscle (Fragment)
A0A7K8XUU3	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_3	Eubucco bourcierii	91767	0	RYR2 protein (Fragment)
A0A7K8XVC7	unassigned	none	module	itpr.hmm matched only 70 profile positions (< 200) — a shared module, not a family assignment	96.1	0.0	96.1	1.0	4.8e-25		4.8e-25	0.026	0.0	70	0	1.0	69	Itpr2	Eubucco bourcierii	91767	0	ITPR2 protein (Fragment)
A0A7K8XWJ0	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	36.8	36.8	1.0		2e-07	2e-07	0.0	0.011	0	54	0.504	224	Cabp4	Eubucco bourcierii	91767	0	CABP4 protein (Fragment)
A0A7K8XYY3	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.9	56.9	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.878	148	Calm2b_1	Eubucco bourcierii	91767	0	CAM2B protein (Fragment)
A0A7K8Y0X3	ITPR	high	architecture	itpr.hmm wins by 3628.9 bits (89.8% of 4039.7) over 2633 profile positions	4039.7	410.8	3628.9	0.8983	0	4.2e-120	0	0.981	0.272	2633	1341	1.0	2673	Itpr3	Eubucco bourcierii	91767	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A7K8Y1Y2	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	76.5	76.5	1.0		2.2e-19	2.2e-19	0.0	0.028	0	138	0.238	575	Rspry1	Eubucco bourcierii	91767	0	RSPRY protein (Fragment)
A0A7K8Y375	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	48.3	48.3	1.0		6.9e-11	6.9e-11	0.0	0.011	0	54	0.505	222	Cabp2	Eubucco bourcierii	91767	0	CABP2 protein (Fragment)
A0A7K8Y558	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	38.1	38.1	1.0		8.1e-08	8.1e-08	0.0	0.018	0	89	0.154	611	Ranbp9	Eubucco bourcierii	91767	0	RANB9 protein (Fragment)
A0A7K8Y6B9	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Sakesphorus luctuosus	419690	0	RYR3 protein (Fragment)
A0A7K8Y6Y3	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.2e-09	3.8e-93	3.8e-93	0.029	0.035	78	173	0.983	175	Ryr3_0	Sakesphorus luctuosus	419690	0	RYR3 protein (Fragment)
A0A7K8Y704	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	32.9	32.9	1.0		2.9e-06	2.9e-06	0.0	0.027	0	133	0.235	567	Ash2l	Sakesphorus luctuosus	419690	0	Set1/Ash2 histone methyltransferase complex subunit ASH2 (Fragment)
A0A7K8YBX6	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	75.2	75.2	1.0		5.3e-19	5.3e-19	0.0	0.028	0	138	0.237	575	Rspry1	Sakesphorus luctuosus	419690	0	RSPRY protein (Fragment)
A0A7K8YHW9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.1	57.1	1.0		1.5e-13	1.5e-13	0.0	0.015	0	74	0.942	138	Calm2b_0	Sakesphorus luctuosus	419690	0	CAM2B protein (Fragment)
A0A7K8YJA9	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	113.5	113.5	1.0		1.5e-30	1.5e-30	0.0	0.014	0	69	0.986	73	Ryr2_0	Sakesphorus luctuosus	419690	0	RYR2 protein (Fragment)
A0A7K8YKD6	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Sakesphorus luctuosus	419690	0	ITPR2 protein (Fragment)
A0A7K8YKN8	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	38.0	38.0	1.0		8.6e-08	8.6e-08	0.0	0.018	0	89	0.148	637	Ranbp9	Sakesphorus luctuosus	419690	0	RANB9 protein (Fragment)
A0A7K8YKW7	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	55.2	55.2	1.0		5.6e-13	5.6e-13	0.0	0.018	0	89	0.116	740	Ddx1	Sakesphorus luctuosus	419690	0	ATP-dependent RNA helicase (Fragment)
A0A7K8YLQ0	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	104.3	104.3	1.0		9.4e-28	9.4e-28	0.0	0.027	0	133	0.099	1309	Rnf123	Sakesphorus luctuosus	419690	0	E3 ubiquitin-protein ligase RNF123 (Fragment)
A0A7K8YMR2	ITPR	medium	partial	itpr.hmm wins by 417.7 bits (100.0% of 417.7) over 279 profile positions; no ryr.hmm hit	417.7	0.0	417.7	1.0	5.7e-122		5.7e-122	0.104	0.0	279	0	0.996	285	Itpr2_1	Sakesphorus luctuosus	419690	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A7K8YP40	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	36.4	36.4	1.0		2.7e-07	2.7e-07	0.0	0.012	0	59	0.776	152	Ccm1	Sakesphorus luctuosus	419690	0	CALMS protein (Fragment)
A0A7K8YQ32	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	103.9	103.9	1.0		1.2e-27	1.2e-27	0.0	0.015	0	74	0.974	76	Ryr3_2	Sakesphorus luctuosus	419690	0	RYR3 protein (Fragment)
A0A7K8YQX2	ITPR	high	architecture	itpr.hmm wins by 3627.7 bits (89.7% of 4042.6) over 2633 profile positions	4042.6	414.9	3627.7	0.8974	0	2.5e-121	0	0.981	0.272	2633	1341	1.0	2669	Itpr3	Sakesphorus luctuosus	419690	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A7K8YR91	ITPR	medium	partial	itpr.hmm wins by 413.6 bits (100.0% of 413.6) over 266 profile positions; no ryr.hmm hit	413.6	0.0	413.6	1.0	9.7e-121		9.7e-121	0.099	0.0	266	0	0.996	272	Itpr1_1	Sakesphorus luctuosus	419690	0	ITPR1 protein (Fragment)
A0A7K8YSR4	unassigned	none	module	itpr.hmm matched only 78 profile positions (< 200) — a shared module, not a family assignment	102.5	0.0	102.5	1.0	5.8e-27		5.8e-27	0.029	0.0	78	0	0.951	81	Itpr1_0	Sakesphorus luctuosus	419690	0	ITPR1 protein (Fragment)
A0A7K8YSS4	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Sakesphorus luctuosus	419690	0	ITPR1 protein (Fragment)
A0A7K8YZZ3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	37.5	37.5	1.0		1.2e-07	1.2e-07	0.0	0.011	0	54	0.706	160	Tnnc2	Sakesphorus luctuosus	419690	0	Troponin C, skeletal muscle (Fragment)
A0A7K8Z053	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.9	56.9	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.878	148	Calm2b_1	Sakesphorus luctuosus	419690	0	CAM2B protein (Fragment)
A0A7K8Z0B6	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	47.9	47.9	1.0		8.7e-11	8.7e-11	0.0	0.011	0	54	0.505	222	Cabp2	Sakesphorus luctuosus	419690	0	CABP2 protein (Fragment)
A0A7K8Z3I6	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.3	35.3	1.0		5.5e-07	5.5e-07	0.0	0.012	0	59	0.722	158	Tnnc1	Sakesphorus luctuosus	419690	0	Troponin C, slow skeletal and cardiac muscles (Fragment)
A0A7K8Z5B2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	38.8	38.8	1.0		5e-08	5e-08	0.0	0.011	0	54	0.469	241	Cabp4	Sakesphorus luctuosus	419690	0	CABP4 protein (Fragment)
A0A7K8Z6B9	unassigned	none	module	ryr.hmm matched only 113 profile positions (< 200) — a shared module, not a family assignment	0.0	39.0	39.0	1.0		4.4e-08	4.4e-08	0.0	0.023	0	113	0.454	240	Hnrnpul2	Sakesphorus luctuosus	419690	0	HNRL2 protein (Fragment)
A0A7K8Z8P1	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_2	Sakesphorus luctuosus	419690	0	RYR2 protein (Fragment)
A0A7K8ZAX9	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.9	326.1	285.2	0.8746	2.1e-08	1.4e-94	1.4e-94	0.027	0.035	72	173	0.989	175	Ryr2_1	Sakesphorus luctuosus	419690	0	RYR2 protein (Fragment)
A0A7K8ZCI5	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Grallaria varia	117165	0	RYR3 protein (Fragment)
A0A7K8ZDI9	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	37.5	37.5	1.0		1.2e-07	1.2e-07	0.0	0.018	0	89	0.165	562	Ranbp9	Grallaria varia	117165	0	RANB9 protein (Fragment)
A0A7K8ZE06	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	320.7	278.2	0.8675	6.8e-09	6e-93	6e-93	0.029	0.035	78	173	1.0	174	Ryr3_0	Grallaria varia	117165	0	RYR3 protein (Fragment)
A0A7K8ZFT2	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.1	57.1	1.0		1.5e-13	1.5e-13	0.0	0.015	0	74	0.942	138	Calm2b_0	Grallaria varia	117165	0	CAM2B protein (Fragment)
A0A7K8ZIF5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	44.4	44.4	1.0		1e-09	1e-09	0.0	0.011	0	54	0.332	346	Cabp1	Grallaria varia	117165	0	CABP1 protein (Fragment)
A0A7K8ZJ83	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	75.3	75.3	1.0		5.1e-19	5.1e-19	0.0	0.028	0	138	0.237	575	Rspry1	Grallaria varia	117165	0	RSPRY protein (Fragment)
A0A7K8ZKW7	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	38.0	38.0	1.0		8.5e-08	8.5e-08	0.0	0.025	0	123	0.215	572	Ranbp10	Grallaria varia	117165	0	RBP10 protein (Fragment)
A0A7K8ZM08	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.9	56.9	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.878	148	Calm2b_1	Grallaria varia	117165	0	CAM2B protein (Fragment)
A0A7K8ZPH7	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Grallaria varia	117165	0	RYR2 protein (Fragment)
A0A7K8ZQM8	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.9	326.1	285.2	0.8746	2.1e-08	1.4e-94	1.4e-94	0.027	0.035	72	173	0.989	175	Ryr2_0	Grallaria varia	117165	0	RYR2 protein (Fragment)
A0A7K8ZV68	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	113.5	113.5	1.0		1.5e-30	1.5e-30	0.0	0.014	0	69	0.986	73	Ryr2_2	Grallaria varia	117165	0	RYR2 protein (Fragment)
A0A7K8ZWY0	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.2	35.2	1.0		6e-07	6e-07	0.0	0.012	0	59	0.708	161	Tnnc1	Grallaria varia	117165	0	Troponin C, slow skeletal and cardiac muscles (Fragment)
A0A7K8ZZ49	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	41.9	41.9	1.0		5.6e-09	5.6e-09	0.0	0.011	0	54	0.734	154	Cabp4	Grallaria varia	117165	0	CABP4 protein (Fragment)
A0A7K8ZZH8	ITPR	medium	partial	itpr.hmm wins by 417.7 bits (100.0% of 417.7) over 279 profile positions; no ryr.hmm hit	417.7	0.0	417.7	1.0	5.7e-122		5.7e-122	0.104	0.0	279	0	0.996	285	Itpr2_1	Grallaria varia	117165	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A7K9A192	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Grallaria varia	117165	0	ITPR2 protein (Fragment)
A0A7K9A388	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	37.5	37.5	1.0		1.2e-07	1.2e-07	0.0	0.011	0	54	0.706	160	Tnnc2	Grallaria varia	117165	0	Troponin C, skeletal muscle (Fragment)
A0A7K9A6N7	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	103.6	103.6	1.0		1.5e-27	1.5e-27	0.0	0.015	0	74	0.974	76	Ryr3_3	Grallaria varia	117165	0	RYR3 protein (Fragment)
A0A7K9A851	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	194.1	194.1	1.0		8.1e-55	8.1e-55	0.0	0.028	0	138	0.636	220	Ryr3_2	Grallaria varia	117165	0	RYR3 protein (Fragment)
A0A7K9A8S3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	47.9	47.9	1.0		8.7e-11	8.7e-11	0.0	0.011	0	54	0.505	222	Cabp2	Grallaria varia	117165	0	CABP2 protein (Fragment)
A0A7K9ABP7	unassigned	none	module	itpr.hmm matched only 78 profile positions (< 200) — a shared module, not a family assignment	102.5	0.0	102.5	1.0	5.8e-27		5.8e-27	0.029	0.0	78	0	0.951	81	Itpr1_0	Grallaria varia	117165	0	ITPR1 protein (Fragment)
A0A7K9ACM0	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Grallaria varia	117165	0	ITPR1 protein (Fragment)
A0A7K9ACN0	ITPR	medium	partial	itpr.hmm wins by 413.6 bits (100.0% of 413.6) over 266 profile positions; no ryr.hmm hit	413.6	0.0	413.6	1.0	9.7e-121		9.7e-121	0.099	0.0	266	0	0.996	272	Itpr1_1	Grallaria varia	117165	0	ITPR1 protein (Fragment)
A0A7K9AD60	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	104.3	104.3	1.0		9.4e-28	9.4e-28	0.0	0.027	0	133	0.099	1309	Rnf123	Grallaria varia	117165	0	E3 ubiquitin-protein ligase RNF123 (Fragment)
A0A7K9AED9	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	55.1	55.1	1.0		6.2e-13	6.2e-13	0.0	0.018	0	89	0.116	740	Ddx1	Grallaria varia	117165	0	ATP-dependent RNA helicase (Fragment)
A0A7K9AES4	ITPR	high	architecture	itpr.hmm wins by 3631.7 bits (89.8% of 4042.8) over 2633 profile positions	4042.8	411.1	3631.7	0.8983	0	3.4e-120	0	0.981	0.271	2633	1336	1.0	2687	Itpr3	Grallaria varia	117165	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A7K9BLF6	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	35.6	35.6	1.0		4.4e-07	4.4e-07	0.0	0.011	0	54	0.314	353	Cabp1	Psilopogon haemacephalus	2585815	0	CABP1 protein (Fragment)
A0A7K9BMD8	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	49.5	49.5	1.0		2.9e-11	2.9e-11	0.0	0.015	0	74	0.9	140	Calm2b	Psilopogon haemacephalus	2585815	0	CAM2B protein (Fragment)
A0A7K9BMY5	ITPR	medium	partial	itpr.hmm wins by 412.1 bits (100.0% of 412.1) over 279 profile positions; no ryr.hmm hit	412.1	0.0	412.1	1.0	2.7e-120		2.7e-120	0.104	0.0	279	0	0.996	285	Itpr2_0	Psilopogon haemacephalus	2585815	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A7K9BQH1	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	55.2	55.2	1.0		5.5e-13	5.5e-13	0.0	0.018	0	89	0.12	718	Ddx1	Psilopogon haemacephalus	2585815	0	ATP-dependent RNA helicase (Fragment)
A0A7K9BXA7	ITPR	medium	partial	itpr.hmm wins by 246.3 bits (67.7% of 363.8) over 209 profile positions	363.8	117.5	246.3	0.677	1e-105	9.9e-32	1e-105	0.078	0.036	209	177	0.847	294	Itpr2_1	Psilopogon haemacephalus	2585815	0	ITPR2 protein (Fragment)
A0A7K9BZW7	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	322.2	279.7	0.8681	7.2e-09	2.1e-93	2.1e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Psilopogon haemacephalus	2585815	0	RYR3 protein (Fragment)
A0A7K9C182	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	107.9	0.0	107.9	1.0	1.4e-28		1.4e-28	0.03	0.0	81	0	0.988	82	Itpr1	Psilopogon haemacephalus	2585815	0	ITPR1 protein (Fragment)
A0A7K9C1G6	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	105.8	105.8	1.0		3.2e-28	3.2e-28	0.0	0.015	0	74	0.974	76	Ryr3_3	Psilopogon haemacephalus	2585815	0	RYR3 protein (Fragment)
A0A7K9C1R6	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.2	46.2	1.0		3e-10	3e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Psilopogon haemacephalus	2585815	0	RYR3 protein (Fragment)
A0A7K9C204	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	47.5	47.5	1.0		1.2e-10	1.2e-10	0.0	0.012	0	59	0.785	149	Ccm1	Psilopogon haemacephalus	2585815	0	CALMS protein (Fragment)
A0A7K9C2I2	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Psilopogon haemacephalus	2585815	0	RYR3 protein (Fragment)
A0A7K9C545	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	114.7	114.7	1.0		6.8e-31	6.8e-31	0.0	0.015	0	74	0.987	75	Ryr2_0	Psilopogon haemacephalus	2585815	0	RYR2 protein (Fragment)
A0A7K9CCD1	unassigned	none	module	ryr.hmm matched only 153 profile positions (< 200) — a shared module, not a family assignment	0.0	225.7	225.7	1.0		2.5e-64	2.5e-64	0.0	0.031	0	153	0.604	255	Ryr1_0	Psilopogon haemacephalus	2585815	0	RYR1 protein (Fragment)
A0A7K9CD84	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	33.0	33.0	1.0		2.8e-06	2.8e-06	0.0	0.027	0	133	0.239	556	Ash2l	Psilopogon haemacephalus	2585815	0	Set1/Ash2 histone methyltransferase complex subunit ASH2 (Fragment)
A0A7K9CGD5	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_2	Psilopogon haemacephalus	2585815	0	RYR2 protein (Fragment)
A0A7K9CGL9	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.0	327.5	286.5	0.8748	1.9e-08	5.5e-95	5.5e-95	0.025	0.035	67	173	0.977	177	Ryr2_1	Psilopogon haemacephalus	2585815	0	RYR2 protein (Fragment)
A0A7K9CHC2	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	48.7	48.7	1.0		5.2e-11	5.2e-11	0.0	0.015	0	74	0.977	129	Calm	Psilopogon haemacephalus	2585815	0	CALM protein (Fragment)
A0A7K9CJ82	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	32.0	32.0	1.0		5.4e-06	5.4e-06	0.0	0.011	0	54	0.669	163	Tnnc2	Psilopogon haemacephalus	2585815	0	Troponin C, skeletal muscle (Fragment)
A0A7K9CN87	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	44.2	44.2	1.0		1.2e-09	1.2e-09	0.0	0.009	0	44	0.979	47	Ryr1_1	Psilopogon haemacephalus	2585815	0	RYR1 protein (Fragment)
A0A7K9CNE4	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	103.5	103.5	1.0		1.6e-27	1.6e-27	0.0	0.027	0	133	0.1	1306	Rnf123	Psilopogon haemacephalus	2585815	0	E3 ubiquitin-protein ligase RNF123 (Fragment)
A0A7K9CRP6	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	106.8	106.8	1.0		1.6e-28	1.6e-28	0.0	0.015	0	74	0.974	76	Ryr3_1	Hemiprocne comata	243314	0	RYR3 protein (Fragment)
A0A7K9CVH0	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	192.7	192.7	1.0		2.1e-54	2.1e-54	0.0	0.029	0	143	0.569	248	Ryr3_0	Hemiprocne comata	243314	0	RYR3 protein (Fragment)
A0A7K9CVN9	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	33.7	33.7	1.0		1.8e-06	1.8e-06	0.0	0.027	0	133	0.244	550	Ash2l	Hemiprocne comata	243314	0	Set1/Ash2 histone methyltransferase complex subunit ASH2 (Fragment)
A0A7K9CW67	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Hemiprocne comata	243314	0	RYR3 protein (Fragment)
A0A7K9CXI3	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.5	279.0	0.8678	6.9e-09	3.4e-93	3.4e-93	0.029	0.035	78	173	0.989	174	Ryr3_2	Hemiprocne comata	243314	0	RYR3 protein (Fragment)
A0A7K9CXY7	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	40.9	40.9	1.0		1.1e-08	1.1e-08	0.0	0.011	0	54	0.617	175	Cabp2	Hemiprocne comata	243314	0	CABP2 protein (Fragment)
A0A7K9CZN8	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	55.2	55.2	1.0		5.5e-13	5.5e-13	0.0	0.018	0	89	0.12	717	Ddx1	Hemiprocne comata	243314	0	ATP-dependent RNA helicase (Fragment)
A0A7K9D0I9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	48.8	48.8	1.0		4.8e-11	4.8e-11	0.0	0.015	0	74	0.913	138	Calm	Hemiprocne comata	243314	0	CALM protein (Fragment)
A0A7K9D166	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Hemiprocne comata	243314	0	ITPR2 protein (Fragment)
A0A7K9D331	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	37.3	37.3	1.0		1.4e-07	1.4e-07	0.0	0.019	0	94	0.176	541	Ranbp9	Hemiprocne comata	243314	0	RANB9 protein (Fragment)
A0A7K9D3G0	unassigned	none	module	ryr.hmm matched only 128 profile positions (< 200) — a shared module, not a family assignment	0.0	98.7	98.7	1.0		4.3e-26	4.3e-26	0.0	0.026	0	128	0.096	1309	Rnf123	Hemiprocne comata	243314	0	E3 ubiquitin-protein ligase RNF123 (Fragment)
A0A7K9D5Y3	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	48.9	48.9	1.0		4.5e-11	4.5e-11	0.0	0.015	0	74	0.913	138	Calm2b	Hemiprocne comata	243314	0	CAM2B protein (Fragment)
A0A7K9D7Q0	ITPR	high	architecture	itpr.hmm wins by 3641.2 bits (89.9% of 4051.0) over 2633 profile positions	4051.0	409.8	3641.2	0.8988	0	8.8e-120	0	0.981	0.272	2633	1341	1.0	2671	Itpr3	Hemiprocne comata	243314	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
