upid	organism	taxid	group	kingdom	phylum	class	order	n_itpr	accession	protein_count	seq_length	n_pi_plc	n_plc_x	n_plc_y	plc_status	core_n_ref	core_n_covered	core_coverage	core_identity	pore_n_ref	pore_n_covered	pore_coverage	pore_identity	delta_core_minus_pore	in_test	drop_reason
UP000504635	Sitophilus oryzae (Rice weevil) (Curculio oryzae)	7048	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0A6J2XBG4	20363	2756	4	4	4	present	304	284	0.9342	0.5775	238	238	1.0	0.6261	-0.0486	True	
UP000507470	Mytilus coruscus (Sea mussel)	42192	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Mytilida	5	A0A6J8DMH6	64248	2714	5	7	7	present	304	289	0.9507	0.5986	238	238	1.0	0.6092	-0.0106	True	
UP000515135	Branchiostoma belcheri (Amphioxus)	7741	metazoa_nonvert	Metazoa	Chordata	Leptocardii	Amphioxiformes	3	A0A6P4ZVN0	31616	2843	8	8	9	present	304	292	0.9605	0.661	238	238	1.0	0.6176	0.0434	True	
UP000515154	Octopus sinensis (East Asian common octopus)	2607531	metazoa_nonvert	Metazoa	Mollusca	Cephalopoda	Octopoda	6	A0A7E6ELE5	30311	2732	6	6	6	present	304	292	0.9605	0.6062	238	238	1.0	0.6345	-0.0283	True	
UP000515158	Thrips palmi (Melon thrips)	161013	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Thysanoptera	1	A0A6P8YZV9	20983	2733	7	7	7	present	304	294	0.9671	0.5918	238	238	1.0	0.5756	0.0162	True	
UP000515160	Drosophila albomicans (Fruit fly)	7291	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0A9C6TD39	21410	2827	3	3	3	present	304	304	1.0	0.5362	238	238	1.0	0.6261	-0.0899	True	
UP000515162	Drosophila mauritiana (Fruit fly)	7226	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0A6P8K8T0	20916	2828	3	3	3	present	304	304	1.0	0.5526	238	238	1.0	0.6303	-0.0777	True	
UP000515163	Actinia tenebrosa (Australian red waratah sea anemone)	6105	metazoa_nonvert	Metazoa	Cnidaria	Anthozoa	Actiniaria	1	A0A6P8IUM8	23843	2745	9	9	9	present	304	290	0.9539	0.669	238	238	1.0	0.6303	0.0387	True	
UP000515164	Bombus bifarius	103933	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A6P8MIW1	19309	2817	5	5	5	present	304	291	0.9572	0.6117	238	238	1.0	0.6134	-0.0017	True	
UP000515180	Bombus impatiens (Bumblebee)	132113	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A6P8LNL4	19194	2817	5	5	5	present	304	291	0.9572	0.6117	238	238	1.0	0.6134	-0.0017	True	
UP000515204	Dinoponera quadriceps (South American ant)	609295	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A6P3Y8W6	17673	2796	4	5	5	present	304	291	0.9572	0.5979	238	238	1.0	0.6261	-0.0282	True	
UP000549394	Dimorphilus gyrociliatus	2664684	metazoa_nonvert	Metazoa	Annelida	Polychaeta		12	A0A7I8W6S8	16145	2698	6	7	7	present	304	288	0.9474	0.5451	238	238	1.0	0.5924	-0.0473	True	
UP000593567	Bugula neritina (Brown bryozoan) (Sertularia neritina)	10212	metazoa_nonvert	Metazoa	Bryozoa	Gymnolaemata	Cheilostomatida	11	A0A7J7JRK8	25017	1529	3	4	4	present	304	0	0.0		238	238	1.0	0.5966		False	core coverage below 0.5
UP000594260	Varroa destructor (Honeybee mite)	109461	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Mesostigmata	1	A0A7M7K4U3	20096	2950	6	6	6	present	304	293	0.9638	0.5358	238	238	1.0	0.6092	-0.0734	True	
UP000594262	Clytia hemisphaerica	252671	metazoa_nonvert	Metazoa	Cnidaria	Hydrozoa	Leptothecata	1	A0A7M5V9X5	24557	2739	5	5	6	present	304	291	0.9572	0.5567	238	238	1.0	0.5924	-0.0357	True	
UP000594454	Hermetia illucens (Black soldier fly)	343691	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0A7R8Z5B6	17495	2765	4	4	4	present	304	296	0.9737	0.5777	238	238	1.0	0.6218	-0.0441	True	
UP000596742	Mytilus galloprovincialis (Mediterranean mussel)	29158	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Mytilida	7	A0A8B6FUU9	77763	1878	6	9	6	present	304	289	0.9507	0.5986	238	0	0.0			False	pore coverage below 0.5
UP000600918	Vespula pensylvanica (Western yellow jacket) (Wasp)	30213	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A834NS71	18484	2813	5	5	5	present	304	302	0.9934	0.5795	238	238	1.0	0.6176	-0.0381	True	
UP000605970	Meloidogyne graminicola	189291	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0A8T0A4H6	10083	2592	3	3	3	present	304	287	0.9441	0.4321	238	17	0.0714	0.4706		False	pore coverage below 0.5
UP000606786	Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	7213	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0A811UAF2	19878	2865	1	1	1	present	304	302	0.9934	0.5629	238	238	1.0	0.6429	-0.08	True	
UP000614601	Bursaphelenchus okinawaensis	465554	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0A811KTK4	14486	2965	8	8	8	present	304	302	0.9934	0.394	238	235	0.9874	0.4638	-0.0698	True	
UP000617340	Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	2	A0A834N359	17178	1675	4	5	4	present	304	291	0.9572	0.6048	238	0	0.0			False	pore coverage below 0.5
UP000625711	Rhynchophorus ferrugineus (Red palm weevil) (Curculio ferrugineus)	354439	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0A834IY04	24802	2746	4	6	5	present	304	284	0.9342	0.588	238	238	1.0	0.6218	-0.0338	True	
UP000639338	Aphidius gifuensis (Parasitoid wasp)	684658	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A834XV93	11457	2797	6	6	6	present	304	291	0.9572	0.6151	238	238	1.0	0.5966	0.0185	True	
UP000653454	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	3	A0A8S4GGF5	16948	1132	2	5	4	present	304	284	0.9342	0.5739	238	8	0.0336	0.5		False	pore coverage below 0.5
UP000655588	Frieseomelitta varia	561572	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A833RUI5	11113	1713	5	5	5	present	304	67	0.2204	0.7761	238	183	0.7689	0.6885		False	core coverage below 0.5
UP000659654	Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)	6326	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0A811LJE4	15766	2968	8	8	8	present	304	302	0.9934	0.404	238	236	0.9916	0.4407	-0.0367	True	
UP000663828	Adineta ricciae (Rotifer)	249248	metazoa_nonvert	Metazoa	Rotifera	Eurotatoria	Adinetida	6	A0A814SIK2	64111	2733	34	35	37	present	304	292	0.9605	0.5205	238	238	1.0	0.584	-0.0635	True	
UP000663829	Didymodactylos carnosus	1234261	metazoa_nonvert	Metazoa	Rotifera	Eurotatoria	Philodinida	5	A0A814IGF4	46721	1539	13	20	15	present	304	292	0.9605	0.5342	238	0	0.0			False	pore coverage below 0.5
UP000663832	Adineta steineri	433720	metazoa_nonvert	Metazoa	Rotifera	Eurotatoria	Adinetida	6	A0A815EU05	58276	2827	24	28	24	present	304	292	0.9605	0.5171	238	238	1.0	0.5672	-0.0501	True	
UP000663866	Rotaria magnacalcarata	392030	metazoa_nonvert	Metazoa	Rotifera	Eurotatoria	Philodinida	4	A0A819CKF8	50840	2827	12	14	14	present	304	292	0.9605	0.5205	238	238	1.0	0.584	-0.0635	True	
UP000663870	Rotaria sordida	392033	metazoa_nonvert	Metazoa	Rotifera	Eurotatoria	Philodinida	4	A0A815CSR2	56912	2440	28	29	28	present	304	292	0.9605	0.5137	238	106	0.4454	0.4623		False	pore coverage below 0.5
UP000663873	Rotaria socialis	392032	metazoa_nonvert	Metazoa	Rotifera	Eurotatoria	Philodinida	5	A0A819Y5W7	49357	2863	12	14	13	present	304	292	0.9605	0.5171	238	238	1.0	0.5882	-0.0711	True	
UP000663879	Brachionus calyciflorus	104777	metazoa_nonvert	Metazoa	Rotifera	Eurotatoria	Ploima	2	A0A813MDQ0	24300	3060	4	6	4	present	304	291	0.9572	0.5567	238	238	1.0	0.6176	-0.0609	True	
UP000663880	Pieris macdunnoughi	345717	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0A821WKI6	18615	2692	4	5	4	present	304	287	0.9441	0.561	238	237	0.9958	0.5907	-0.0297	True	
UP000667349	Acromyrmex insinuator	230686	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A836ETG8	8949	2804	4	5	4	present	304	291	0.9572	0.6014	238	238	1.0	0.6345	-0.0331	True	
UP000668214	Pseudoatta argentina	621737	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A836EAI2	9266	2790	4	4	4	present	304	290	0.9539	0.6103	238	238	1.0	0.6303	-0.02	True	
UP000669903	Acromyrmex charruanus	2715315	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A836G3N5	8957	2801	5	5	5	present	304	291	0.9572	0.6048	238	238	1.0	0.6303	-0.0255	True	
UP000670152	Acromyrmex heyeri	230685	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A836GDL8	9100	2801	5	5	5	present	304	291	0.9572	0.6048	238	238	1.0	0.6303	-0.0255	True	
UP000675881	Lepeophtheirus salmonis (Salmon louse) (Caligus salmonis)	72036	metazoa_nonvert	Metazoa	Arthropoda	Copepoda	Siphonostomatoida	2	A0A7R8H385	17041	1879	4	6	5	present	304	292	0.9605	0.6096	238	0	0.0			False	pore coverage below 0.5
UP000678393	Candidula unifasciata	100452	metazoa_nonvert	Metazoa	Mollusca	Gastropoda	Stylommatophora	10	A0A8S3ZVV4	22446	1547	4	7	8	present	304	293	0.9638	0.5768	238	5	0.021	0.6		False	pore coverage below 0.5
UP000678499	Notodromas monacha	399045	metazoa_nonvert	Metazoa	Arthropoda	Ostracoda	Podocopida	4	A0A7R9GIH7	14003	1437	6	6	6	present	304	291	0.9572	0.543	238	0	0.0			False	pore coverage below 0.5
UP000683360	Mytilus edulis (Blue mussel)	6550	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Mytilida	8	A0A8S3QUE0	73624	1447	5	10	8	present	304	0	0.0		238	238	1.0	0.6092		False	core coverage below 0.5
UP000691718	Parnassius apollo (Apollo butterfly) (Papilio apollo)	110799	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0A8S3XQ18	29850	1966	3	4	4	present	304	0	0.0		238	237	0.9958	0.5696		False	core coverage below 0.5
UP000694843	Hyalella azteca (Mexican freshwater shrimp) (Ampithoe aztecus)	294128	metazoa_nonvert	Metazoa	Arthropoda	Malacostraca	Amphipoda	1	A0A8B7N5U0	21129	2754	6	6	6	present	304	293	0.9638	0.5392	238	237	0.9958	0.5654	-0.0262	True	
UP000694844	Crassostrea virginica (Eastern oyster)	6565	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Ostreida	5	A0A8B8AYY5	50256	2731	6	6	6	present	304	289	0.9507	0.5813	238	238	1.0	0.5924	-0.0111	True	
UP000694845	Acanthaster planci (Crown-of-thorns starfish)	133434	metazoa_nonvert	Metazoa	Echinodermata	Asteroidea	Valvatida	1	A0A8B7ZNI0	25685	2760	7	8	7	present	304	292	0.9605	0.6164	238	238	1.0	0.6134	0.003	True	
UP000694846	Sipha flava (yellow sugarcane aphid)	143950	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0A8B8GE66	18157	3813	4	4	4	present	304	293	0.9638	0.6007	238	238	1.0	0.6429	-0.0422	True	
UP000694865	Saccoglossus kowalevskii (Acorn worm)	10224	metazoa_nonvert	Metazoa	Hemichordata	Enteropneusta		5	A0ACM8C709	22982	2596	6	11	7	present	304	247	0.8125	0.2551	238	216	0.9076	0.2778	-0.0227	True	
UP000694866	Fopius arisanus	64838	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A9R1U4U1	15684	2795	5	5	5	present	304	291	0.9572	0.6048	238	238	1.0	0.605	-0.0002	True	
UP000694867	Galendromus occidentalis (western predatory mite)	34638	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Mesostigmata	1	A0AAJ7SIH5	11652	2893	6	6	6	present	304	293	0.9638	0.5427	238	237	0.9958	0.6118	-0.0691	True	
UP000694888	Aplysia californica (California sea hare)	6500	metazoa_nonvert	Metazoa	Mollusca	Gastropoda	Aplysiida	4	A0ABM0GHD2	23268	2762	7	7	7	present	304	293	0.9638	0.5734	238	236	0.9916	0.6102	-0.0368	True	
UP000694904	Drosophila arizonae (Fruit fly)	7263	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0ABM1PB88	18139	1001	3	3	3	present	304	0	0.0		238	0	0.0			False	core coverage below 0.5
UP000694920	Cephus cinctus (Wheat stem sawfly)	211228	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0AAJ7CFN0	23690	2815	5	5	5	present	304	291	0.9572	0.6117	238	238	1.0	0.6176	-0.0059	True	
UP000694924	Polistes dominula (European paper wasp) (Vespa dominula)	743375	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0ABM1J5S6	16591	2820	5	5	5	present	304	287	0.9441	0.6132	238	238	1.0	0.6008	0.0124	True	
UP000694941	Limulus polyphemus (Atlantic horseshoe crab)	6850	metazoa_nonvert	Metazoa	Arthropoda	Merostomata	Xiphosura	2	A0ABM1SEU2	31306	2810	9	11	10	present	304	292	0.9605	0.5993	238	238	1.0	0.6134	-0.0141	True	
UP000695000	Nicrophorus vespilloides (Boreal carrion beetle)	110193	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0ABM1N051	17606	2780	4	4	4	present	304	297	0.977	0.5859	238	238	1.0	0.6176	-0.0317	True	
UP000695007	Ceratosolen solmsi marchali	326594	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0AAJ6VKI8	11647	2820	5	5	5	present	304	291	0.9572	0.6014	238	238	1.0	0.5966	0.0048	True	
UP000695022	Priapulus caudatus (Priapulid worm)	37621	metazoa_nonvert	Metazoa	Priapulida	Priapulimorpha	Priapulimorphida	2	A0ABM1F5M1	18404	367	4	5	7	present	304	248	0.8158	0.5403	238	2	0.0084	1.0		False	pore coverage below 0.5
UP000699462	Paragonimus westermani	34504	metazoa_nonvert	Metazoa	Platyhelminthes	Trematoda	Plagiorchiida	2	A0A8T0DTL1	12048	1093	2	2	2	present	304	290	0.9539	0.4414	238	0	0.0			False	pore coverage below 0.5
UP000708208	Allacma fusca	39272	metazoa_nonvert	Metazoa	Arthropoda	Collembola	Symphypleona	1	A0A8J2P5M4	50569	2636	5	9	8	present	304	285	0.9375	0.4386	238	238	1.0	0.5252	-0.0866	True	
UP000719412	Tenebrio molitor (Yellow mealworm beetle)	7067	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	2	A0A8J6HUA9	15190	7164	1	5	4	present	304	294	0.9671	0.568	238	40	0.1681	0.525		False	pore coverage below 0.5
UP000728032	Oppiella nova	334625	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	2	A0A7R9QHI5	23438	2445	7	8	10	present	304	217	0.7138	0.5714	238	238	1.0	0.5588	0.0126	True	
UP000728185	Fasciolopsis buskii	27845	metazoa_nonvert	Metazoa	Platyhelminthes	Trematoda	Plagiorchiida	2	A0A8E0VKM0	11809	274	0	1	2	absent	304	116	0.3816	0.4397	238	0	0.0			False	core coverage below 0.5
UP000729913	Cotesia typhae	2053667	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A8J5UYL7	8420	2810	3	4	3	present	304	291	0.9572	0.6082	238	238	1.0	0.6261	-0.0179	True	
UP000746747	Cercopithifilaria johnstoni	2874296	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	2	A0A8J2M9V3	11543	2434	4	6	5	present	304	210	0.6908	0.4286	238	238	1.0	0.5042	-0.0756	True	
UP000747542	Homarus americanus (American lobster)	6706	metazoa_nonvert	Metazoa	Arthropoda	Malacostraca	Decapoda	1	A0A8J5JZN9	24357	2114	4	5	4	present	304	291	0.9572	0.5876	238	5	0.021	0.6		False	pore coverage below 0.5
UP000748531	Paragonimus heterotremus	100268	metazoa_nonvert	Metazoa	Platyhelminthes	Trematoda	Plagiorchiida	2	A0A8J4THY7	12468	1925	2	2	2	present	304	0	0.0		238	228	0.958	0.4825		False	core coverage below 0.5
UP000749559	Owenia fusiformis (Polychaete worm)	6347	metazoa_nonvert	Metazoa	Annelida	Polychaeta	Sabellida	6	A0A8S4NRH2	30622	1717	6	8	7	present	304	292	0.9605	0.6301	238	0	0.0			False	pore coverage below 0.5
UP000752696	Heterotrigona itama	395501	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A6V7HEH7	9721	2580	2	2	2	present	304	291	0.9572	0.6117	238	238	1.0	0.6218	-0.0101	True	
UP000759131	Medioppia subpectinata	1979941	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	2	A0A7R9PTU4	23182	2685	4	10	12	present	304	293	0.9638	0.5666	238	238	1.0	0.605	-0.0384	True	
UP000770661	Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)	41210	metazoa_nonvert	Metazoa	Arthropoda	Malacostraca	Decapoda	1	A0A8J4XX82	22426	284	1	2	2	present	304	0	0.0		238	0	0.0			False	core coverage below 0.5
UP000786811	Cotesia congregata (Parasitoid wasp) (Apanteles congregatus)	51543	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A8J2HMJ1	13934	1615	5	8	5	present	304	291	0.9572	0.6117	238	7	0.0294	0.7143		False	pore coverage below 0.5
UP000789390	Daphnia galeata	27404	metazoa_nonvert	Metazoa	Arthropoda	Branchiopoda	Diplostraca	3	A0A8J2RIW8	15633	1316	9	9	10	present	304	272	0.8947	0.5772	238	2	0.0084	1.0		False	pore coverage below 0.5
UP000789524	Danaus chrysippus (African queen)	151541	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	7	A0A8J2QXP1	19335	2726	4	5	4	present	304	290	0.9539	0.5724	238	238	1.0	0.5714	0.001	True	
UP000790347	Dermatophagoides farinae (American house dust mite)	6954	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	1	A0A922HXT2	16377	3487	7	7	7	present	304	281	0.9243	0.5836	238	238	1.0	0.6345	-0.0509	True	
UP000791440	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	7130	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0A921Z0H7	21008	2721	4	5	5	present	304	284	0.9342	0.5704	238	237	0.9958	0.5654	0.005	True	
UP000792457	Ladona fulva (Scarce chaser dragonfly) (Libellula fulva)	123851	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Odonata	3	A0A8K0P6Y9	18636	837	5	6	6	present	304	270	0.8882	0.5815	238	0	0.0			False	pore coverage below 0.5
UP000805193	Ixodes persulcatus (Taiga tick)	34615	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Ixodida	1	A0AC60NUZ8	28396	1211	3	6	3	present	304	0	0.0		238	238	1.0	0.6681		False	core coverage below 0.5
UP000807504	Argiope bruennichi (Wasp spider) (Aranea bruennichi)	94029	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Araneae	2	A0A8T0EWH3	26272	2210	7	9	8	present	304	270	0.8882	0.5963	238	0	0.0			False	pore coverage below 0.5
UP000821845	Hyalomma asiaticum (Tick)	266040	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Ixodida	1	A0ACB7S0Q7	27599	2450	1	2	2	present	304	217	0.7138	0.6682	238	238	1.0	0.6765	-0.0083	True	
UP000821865	Dermacentor silvarum (Tick)	543639	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Ixodida	1	A0ACB8C7T4	25660	474	2	2	3	present	304	0	0.0		238	238	1.0	0.6723		False	core coverage below 0.5
UP000822476	Paragonimus skrjabini miyazakii	59628	metazoa_nonvert	Metazoa	Platyhelminthes	Trematoda	Plagiorchiida	2	A0A8S9ZCH4	12629	1925	2	3	2	present	304	0	0.0		238	233	0.979	0.4893		False	core coverage below 0.5
UP000824533	Dendrolimus kikuchii	765133	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0ACC1CHJ9	15321	2700	4	5	4	present	304	287	0.9441	0.561	238	237	0.9958	0.5696	-0.0086	True	
UP000825002	Fragariocoptes setiger	1670756	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Trombidiformes	1	A0ABQ7S8H2	3047	2386	3	3	3	present	304	291	0.9572	0.4674	238	232	0.9748	0.5129	-0.0455	True	
UP000826195	Cotesia glomerata (Lepidopteran parasitic wasp) (Apanteles glomeratus)	32391	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0AAV7I3W7	19150	2773	5	8	5	present	304	291	0.9572	0.6117	238	238	1.0	0.6303	-0.0186	True	
UP000827092	Oedothorax gibbosus	931172	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Araneae	1	A0AAV6VY60	31999	2813	9	9	9	present	304	292	0.9605	0.6199	238	238	1.0	0.6345	-0.0146	True	
UP000829291	Neodiprion lecontei (Redheaded pine sawfly)	441921	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0ABM3G555	22250	2808	6	6	6	present	304	291	0.9572	0.6082	238	238	1.0	0.605	0.0032	True	
UP000829354	Caenorhabditis briggsae	6238	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0AAE9EWW3	29167	2925	6	6	6	present	304	304	1.0	0.4178	238	237	0.9958	0.481	-0.0632	True	
UP000829999	Spodoptera frugiperda (Fall armyworm)	7108	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0A9R0DYJ4	24899	2740	4	4	4	present	304	284	0.9342	0.5669	238	238	1.0	0.5588	0.0081	True	
UP000835052	Caenorhabditis auriculariae	2777116	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0A8S1H9P0	16237	2909	6	6	6	present	304	301	0.9901	0.402	238	237	0.9958	0.5105	-0.1085	True	
UP000835206	Bombus terrestris (Buff-tailed bumblebee) (Apis terrestris)	30195	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0A9C6SMK1	19626	2824	5	5	5	present	304	291	0.9572	0.6117	238	238	1.0	0.6134	-0.0017	True	
UP000837857	Iphiclides podalirius (scarce swallowtail)	110791	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0ABN8IK88	20151	2710	3	4	4	present	304	284	0.9342	0.5775	238	234	0.9832	0.594	-0.0165	True	
UP000838412	Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	7740	metazoa_nonvert	Metazoa	Chordata	Leptocardii	Amphioxiformes	3	A0A8K0EWL2	38783	2885	8	8	8	present	304	292	0.9605	0.6575	238	238	1.0	0.6176	0.0399	True	
UP000838756	Pararge aegeria aegeria	348720	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	2	A0A8S4RV94	28746	1301	2	4	3	present	304	104	0.3421	0.5192	238	0	0.0			False	core coverage below 0.5
UP000838878	Brenthis ino (lesser marbled fritillary)	405034	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0A8J9YHZ5	19196	2719	4	4	4	present	304	291	0.9572	0.567	238	237	0.9958	0.5907	-0.0237	True	
UP000887458	Dermatophagoides pteronyssinus (European house dust mite)	6956	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	1	A0ABQ8JTA7	14675	3122	6	6	6	present	304	291	0.9572	0.5773	238	238	1.0	0.6218	-0.0445	True	
UP000887540	Acrobeloides nanus	290746	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	6	A0A914CMA8	35203	2702	7	11	10	present	304	281	0.9243	0.4021	238	234	0.9832	0.5641	-0.162	True	
UP000887561	Meloidogyne javanica (Root-knot nematode worm)	6303	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0A915LDK8	24441	2103	8	13	13	present	304	212	0.6974	0.4434	238	0	0.0			False	pore coverage below 0.5
UP000887563	Meloidogyne incognita (Southern root-knot nematode worm) (Oxyuris incognita)	6306	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	4	A0A914LQS8	42381	3166	11	18	19	present	304	272	0.8947	0.4706	238	234	0.9832	0.5299	-0.0593	True	
UP000887566	Plectus sambesii	2011161	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Plectida	14	A0A914WAB4	39995	1374	6	13	7	present	304	303	0.9967	0.4323	238	0	0.0			False	pore coverage below 0.5
UP000887567	Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	2652724	metazoa_nonvert	Metazoa	Cnidaria	Anthozoa	Actiniaria	1	A0A913WYC7	25273	2714	6	8	6	present	304	288	0.9474	0.6597	238	238	1.0	0.6429	0.0168	True	
UP000887568	Patiria miniata (Bat star) (Asterina miniata)	46514	metazoa_nonvert	Metazoa	Echinodermata	Asteroidea	Valvatida	1	A0A913ZRM3	30311	2765	8	11	8	present	304	292	0.9605	0.613	238	238	1.0	0.6134	-0.0004	True	
UP000887569	Parascaris univalens (Nematode worm)	6257	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	5	A0A915CC30	31353	2879	21	23	23	present	304	303	0.9967	0.3993	238	238	1.0	0.4832	-0.0839	True	
UP000887572	Globodera rostochiensis (Golden nematode worm) (Heterodera rostochiensis)	31243	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	4	A0A914HFY6	21016	3693	7	7	7	present	304	298	0.9803	0.4362	238	233	0.979	0.5279	-0.0917	True	
UP000887575	Mesorhabditis belari	2138241	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	2	A0AAF3EEF4	22421	2869	10	10	10	present	304	287	0.9441	0.439	238	238	1.0	0.479	-0.04	True	
UP000887577	Panagrolaimus superbus	310955	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0A914YSR1	19584	2775	4	8	8	present	304	303	0.9967	0.4191	238	238	1.0	0.521	-0.1019	True	
UP000887581	Setaria digitata	48799	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0A915PLW3	10089	2714	4	6	5	present	304	298	0.9803	0.4295	238	180	0.7563	0.55	-0.1205	True	
UP001059596	Drosophila gunungcola (fruit fly)	103775	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	2	A0A9P9YVP5	13885	1378	3	3	3	present	304	304	1.0	0.5592	238	0	0.0			False	pore coverage below 0.5
