group	upid	organism	taxid	itpr_status	itpr_key	n_itpr	n_pi_plc	plc_status
fungi	UP001730045	Penicillium viridicatum	60134	absent	proteome	0	2	present
fungi	UP001730046	Penicillium manginii	203109	absent	proteome	0	2	present
fungi	UP001730740	Penicillium psychrofluorescens	3158075	absent	proteome	0	2	present
fungi	UP001730793	Monosporozyma unispora	27294	absent	proteome	0	1	present
fungi	UP001730806	Xanthoria parietina	107463	absent	proteome	0	2	present
fungi	UP001730882	Monosporozyma servazzii (Yeast) (Kazachstania servazzii)	27293	absent	proteome	0	1	present
fungi	UP000001194	Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) (Bicoloured deceiver) (Laccaria laccata var. bicolor)	486041	absent	proteome	0	3	present
fungi	UP000001611	Verticillium dahliae (strain VdLs.17 / ATCC MYA-4575 / FGSC 10137) (Verticillium wilt)	498257	absent	proteome	0	4	present
fungi	UP000003163	Edhazardia aedis (strain USNM 41457) (Microsporidian parasite)	1003232	absent	proteome	0	0	absent
fungi	UP000005206	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi)	660122	absent	proteome	0	7	present
fungi	UP000006514	Auricularia subglabra (strain TFB-10046 / SS5) (White-rot fungus) (Auricularia delicata (strain TFB10046))	717982	absent	proteome	0	0	absent
fungi	UP000007978	Fusarium pseudograminearum (strain CS3096) (Wheat and barley crown-rot fungus)	1028729	absent	proteome	0	6	present
fungi	UP000011185	Trachipleistophora hominis (Microsporidian parasite)	72359	absent	proteome	0	0	absent
fungi	UP000016927	Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm)	578461	absent	proteome	0	0	absent
fungi	UP000018888	Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194) (Arbuscular mycorrhizal fungus) (Glomus intraradices)	747089	absent	proteome	0	1	present
fungi	UP000022910	Rhizophagus irregularis (strain DAOM 197198w) (Glomus intraradices)	1432141	absent	proteome	0	1	present
fungi	UP000029445	Cryptococcus deuterogattii (strain R265) (Cryptococcus gattii VGII (strain R265))	294750	absent	proteome	0	0	absent
fungi	UP000030655	Anncaliia algerae PRA339	1288291	absent	proteome	0	0	absent
fungi	UP000034350	Vairimorpha ceranae (Microsporidian parasite) (Nosema ceranae)	40302	absent	proteome	0	0	absent
fungi	UP000037035	Puccinia sorghi	27349	absent	proteome	0	1	present
fungi	UP000051530	Pseudoloma neurophilia	146866	absent	proteome	0	0	absent
fungi	UP000053630	Fomitiporia mediterranea (strain MF3/22) (Grapevine white-rot fungus)	694068	absent	proteome	0	0	absent
fungi	UP000053780	Vairimorpha apis BRL 01	1037528	absent	proteome	0	0	absent
fungi	UP000053927	Stereum hirsutum (strain FP-91666) (White-rot fungus)	721885	absent	proteome	0	0	absent
fungi	UP000054018	Pisolithus microcarpus 441	765257	absent	proteome	0	2	present
fungi	UP000054217	Pisolithus tinctorius Marx 270	870435	absent	proteome	0	3	present
fungi	UP000054279	Sphaerobolus stellatus (strain SS14)	990650	absent	proteome	0	2	present
fungi	UP000054317	Trametes versicolor (strain FP-101664) (White-rot fungus) (Coriolus versicolor)	717944	absent	proteome	0	1	present
fungi	UP000054538	Paxillus rubicundulus Ve08.2h10	930991	absent	proteome	0	2	present
fungi	UP000076532	Athelia psychrophila	1759441	absent	proteome	0	2	present
fungi	UP000076580	Drechmeria coniospora (Nematophagous fungus) (Meria coniospora)	98403	absent	proteome	0	4	present
fungi	UP000078397	Pochonia chlamydosporia 170	1380566	absent	proteome	0	5	present
fungi	UP000092177	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	759273	absent	proteome	0	4	present
fungi	UP000192356	Hepatospora eriocheir	1081669	absent	proteome	0	0	absent
fungi	UP000192758	Ecytonucleospora hepatopenaei	646526	absent	proteome	0	0	absent
fungi	UP000217199	Pyrrhoderma noxium	2282107	absent	proteome	0	1	present
fungi	UP000234323	Rhizophagus irregularis	588596	absent	proteome	0	1	present
fungi	UP000265703	Glomus cerebriforme	658196	absent	proteome	0	1	present
fungi	UP000266673	Gigaspora rosea	44941	absent	proteome	0	2	present
fungi	UP000266861	Diversispora epigaea	1348612	absent	proteome	0	1	present
fungi	UP000282876	Tubulinosema ratisbonensis	291195	absent	proteome	0	0	absent
fungi	UP000291404	Hamiltosporidium magnivora	148818	absent	proteome	0	0	absent
fungi	UP000292282	Hamiltosporidium tvaerminnensis	1176355	absent	proteome	0	0	absent
fungi	UP000297245	Dendrothele bispora (strain CBS 962.96)	1314807	absent	proteome	0	3	present
fungi	UP000308600	Pluteus cervinus	181527	absent	proteome	0	3	present
fungi	UP000439903	Gigaspora margarita	4874	absent	proteome	0	3	present
fungi	UP000671143	Histoplasma ohiense	2902605	absent	proteome	0	2	present
fungi	UP000765509	Austropuccinia psidii MF-1	1389203	absent	proteome	0	1	present
fungi	UP000789342	Acaulospora morrowiae	94023	absent	proteome	0	1	present
fungi	UP000789366	Cetraspora pellucida	1433469	absent	proteome	0	2	present
fungi	UP000789375	Funneliformis mosseae (Endomycorrhizal fungus) (Glomus mosseae)	27381	absent	proteome	0	1	present
fungi	UP000789396	Racocetra fulgida	60492	absent	proteome	0	0	absent
fungi	UP000789405	Dentiscutata erythropus	1348616	absent	proteome	0	3	present
fungi	UP000789508	Ambispora leptoticha	144679	absent	proteome	0	1	present
fungi	UP000789525	Acaulospora colombiana	27376	absent	proteome	0	0	absent
fungi	UP000789570	Funneliformis caledonium	1117310	absent	proteome	0	1	present
fungi	UP000789702	Dentiscutata heterogama	1316150	absent	proteome	0	1	present
fungi	UP000789706	Diversispora eburnea	1213867	absent	proteome	0	1	present
fungi	UP000789759	Cetraspora pellucida	1433469	absent	proteome	0	3	present
fungi	UP000789860	Scutellospora calospora	85575	absent	proteome	0	0	absent
fungi	UP000789901	Gigaspora margarita	4874	absent	proteome	0	2	present
fungi	UP000789920	Racocetra persica	160502	absent	proteome	0	1	present
fungi	UP000799118	Gymnopus androsaceus JB14	1447944	absent	proteome	0	3	present
fungi	UP000824596	Hirsutella rhossiliensis	111463	absent	proteome	0	4	present
fungi	UP000886523	Hydnum rufescens UP504	1448309	absent	proteome	0	1	present
fungi	UP001144673	Akanthomyces muscarius (Entomopathogenic fungus) (Lecanicillium muscarium)	2231603	absent	proteome	0	4	present
fungi	UP001153678	Funneliformis geosporum	1117311	absent	proteome	0	1	present
fungi	UP001165960	Entomophthora muscae	34485	present	proteome	1	4	present
fungi	UP001215598	Mycena metata	1033252	absent	proteome	0	3	present
fungi	UP001218188	Mycena alexandri	1745969	absent	proteome	0	3	present
fungi	UP001218218	Mycena albidolilacea	1033008	absent	proteome	0	3	present
fungi	UP001219525	Mycena pura	153505	absent	proteome	0	3	present
fungi	UP001221757	Mycena rosella (Pink bonnet) (Agaricus rosellus)	1033263	absent	proteome	0	4	present
fungi	UP001334084	Vairimorpha necatrix	6039	absent	proteome	0	0	absent
fungi	UP001362999	Favolaschia claudopus	2862362	absent	proteome	0	5	present
fungi	UP001390339	Apiospora arundinis	335852	absent	proteome	0	6	present
fungi	UP001497681	Schizophyllum commune Tattone D	1314663	absent	proteome	0	2	present
fungi	UP001578633	Alternaria dauci	48095	absent	proteome	0	3	present
fungi	UP001652987	Rhizophagus irregularis	588596	absent	proteome	0	1	present
fungi	UP001655667	Seiridium cupressi	138065	absent	proteome	0	4	present
fungi	UP001656528	Vairimorpha bombi	40135	absent	proteome	0	0	absent
fungi	UP001686810	Scleroderma citrinum	68788	absent	proteome	0	2	present
fungi	UP001686851	Scleroderma yunnanense	1163567	absent	proteome	0	2	present
fungi	UP001698266	Pleurotus pulmonarius (Pale oyster mushroom) (Agaricus pulmonarius)	28995	absent	proteome	0	3	present
fungi	UP001698321	Abortiporus biennis	137743	absent	proteome	0	1	present
viridiplantae	UP000006548	Arabidopsis thaliana (Mouse-ear cress)	3702	absent	proteome	0	9	present
viridiplantae	UP000059680	Oryza sativa subsp. japonica (Rice)	39947	absent	proteome	0	4	present
viridiplantae	UP000243839	Ipomoea nil (Japanese morning glory) (Pharbitis nil)	35883	absent	proteome	0	0	absent
viridiplantae	UP000000226	Phaseolus vulgaris (Kidney bean) (French bean)	3885	absent	proteome	0	7	present
viridiplantae	UP000000768	Sorghum bicolor (Sorghum) (Sorghum vulgare)	4558	absent	proteome	0	5	present
viridiplantae	UP000001058	Volvox carteri f. nagariensis	3068	present	proteome	1	1	present
viridiplantae	UP000001514	Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii)	88036	absent	proteome	0	4	present
viridiplantae	UP000001568	Ostreococcus lucimarinus (strain CCE9901)	436017	absent	proteome	0	1	present
viridiplantae	UP000001876	Micromonas pusilla (strain CCMP1545) (Picoplanktonic green alga)	564608	absent	proteome	0	1	present
viridiplantae	UP000002009	Micromonas commoda (strain RCC299 / NOUM17 / CCMP2709) (Picoplanktonic green alga)	296587	absent	proteome	0	1	present
viridiplantae	UP000004994	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081	absent	proteome	0	6	present
viridiplantae	UP000004995	Setaria italica (Foxtail millet) (Panicum italicum)	4555	absent	proteome	0	5	present
viridiplantae	UP000006038	Oryza brachyantha (malo sina)	4533	absent	proteome	0	4	present
viridiplantae	UP000006591	Oryza nivara (Indian wild rice) (Oryza sativa f. spontanea)	4536	absent	proteome	0	4	present
viridiplantae	UP000006729	Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)	3694	absent	proteome	0	10	present
viridiplantae	UP000006882	Prunus persica (Peach) (Amygdalus persica)	3760	absent	proteome	0	5	present
viridiplantae	UP000006906	Chlamydomonas reinhardtii (Chlamydomonas smithii)	3055	present	proteome	1	1	present
viridiplantae	UP000007015	Oryza sativa subsp. indica (Rice)	39946	absent	proteome	0	4	present
viridiplantae	UP000007264	Coccomyxa subellipsoidea (strain C-169) (Green microalga)	574566	absent	proteome	0	0	absent
viridiplantae	UP000007305	Zea mays (Maize)	4577	absent	proteome	0	5	present
viridiplantae	UP000007306	Oryza glaberrima (African rice)	4538	absent	proteome	0	3	present
viridiplantae	UP000008021	Oryza meridionalis	40149	absent	proteome	0	4	present
viridiplantae	UP000008022	Oryza rufipogon (Brownbeard rice) (Asian wild rice)	4529	absent	proteome	0	4	present
viridiplantae	UP000008141	Chlorella variabilis (Green alga)	554065	absent	proteome	0	0	absent
viridiplantae	UP000008694	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)	81972	absent	proteome	0	7	present
viridiplantae	UP000008810	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	15368	absent	proteome	0	4	present
viridiplantae	UP000008827	Glycine max (Soybean) (Glycine hispida)	3847	absent	proteome	0	15	present
viridiplantae	UP000009170	Ostreococcus tauri (Marine green alga)	70448	absent	proteome	0	1	present
viridiplantae	UP000009183	Vitis vinifera (Grape)	29760	absent	proteome	0	7	present
viridiplantae	UP000011115	Solanum tuberosum (Potato)	4113	absent	proteome	0	6	present
viridiplantae	UP000011116	Hordeum vulgare subsp. vulgare (Domesticated barley)	112509	absent	proteome	0	5	present
viridiplantae	UP000011750	Brassica campestris (Field mustard)	3711	absent	proteome	0	14	present
viridiplantae	UP000012960	Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis)	214687	absent	proteome	0	6	present
viridiplantae	UP000015105	Aegilops tauschii subsp. strangulata (Goatgrass)	200361	absent	proteome	0	3	present
viridiplantae	UP000015106	Triticum urartu (Red wild einkorn) (Crithodium urartu)	4572	absent	proteome	0	3	present
viridiplantae	UP000015453	Genlisea aurea	192259	absent	proteome	0	3	present
viridiplantae	UP000017836	Amborella trichopoda	13333	absent	proteome	0	2	present
viridiplantae	UP000019116	Triticum aestivum (Wheat)	4565	absent	proteome	0	9	present
viridiplantae	UP000026915	Theobroma cacao (Cacao) (Cocoa)	3641	absent	proteome	0	5	present
viridiplantae	UP000026960	Oryza barthii	65489	absent	proteome	0	4	present
viridiplantae	UP000026961	Oryza glumipatula	40148	absent	proteome	0	4	present
viridiplantae	UP000026962	Oryza punctata (Red rice)	4537	absent	proteome	0	4	present
viridiplantae	UP000027120	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	2711	absent	proteome	0	5	present
viridiplantae	UP000027138	Jatropha curcas (Barbados nut)	180498	absent	proteome	0	6	present
viridiplantae	UP000028924	Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides)	3075	absent	proteome	0	0	absent
viridiplantae	UP000028999	Brassica napus (Rape)	3708	absent	proteome	0	15	present
viridiplantae	UP000029120	Arabis alpina (Alpine rock-cress)	50452	absent	proteome	0	7	present
viridiplantae	UP000029121	Capsella rubella	81985	absent	proteome	0	8	present
viridiplantae	UP000029981	Cucumis sativus (Cucumber)	3659	absent	proteome	0	4	present
viridiplantae	UP000030645	Morus notabilis	981085	absent	proteome	0	3	present
viridiplantae	UP000030687	Citrus clementina (Clementine) (Citrus deliciosa x Citrus sinensis)	85681	absent	proteome	0	6	present
viridiplantae	UP000030689	Eutrema salsugineum (Saltwater cress) (Sisymbrium salsugineum)	72664	absent	proteome	0	8	present
viridiplantae	UP000030711	Eucalyptus grandis (Flooded gum)	71139	absent	proteome	0	8	present
viridiplantae	UP000030748	Erythranthe guttata (Yellow monkey flower) (Mimulus guttatus)	4155	absent	proteome	0	6	present
viridiplantae	UP000032141	Brassica oleracea var. oleracea	109376	absent	proteome	0	14	present
viridiplantae	UP000032180	Leersia perrieri	77586	absent	proteome	0	4	present
viridiplantae	UP000032304	Gossypium raimondii (Peruvian cotton) (Gossypium klotzschianum subsp. raimondii)	29730	absent	proteome	0	9	present
viridiplantae	UP000035740	Beta vulgaris subsp. vulgaris (Beet)	3555	absent	proteome	0	0	absent
viridiplantae	UP000036987	Zostera marina (Eelgrass)	29655	absent	proteome	0	10	present
viridiplantae	UP000054498	Monoraphidium neglectum	145388	absent	proteome	0	0	absent
viridiplantae	UP000054558	Klebsormidium nitens (Green alga) (Ulothrix nitens)	105231	absent	proteome	0	4	present
viridiplantae	UP000075243	Cajanus cajan (Pigeon pea) (Cajanus indicus)	3821	absent	proteome	0	1	present
viridiplantae	UP000075714	Gonium pectorale (Green alga)	33097	present	proteome	3	3	present
viridiplantae	UP000077202	Marchantia polymorpha subsp. ruderalis	1480154	absent	proteome	0	2	present
viridiplantae	UP000077755	Daucus carota subsp. sativus (Carrot)	79200	absent	proteome	0	9	present
viridiplantae	UP000087171	Cicer arietinum (Chickpea) (Garbanzo)	3827	absent	proteome	0	7	present
viridiplantae	UP000087766	Vigna radiata var. radiata (Mung bean) (Phaseolus aureus)	3916	absent	proteome	0	7	present
viridiplantae	UP000091857	Manihot esculenta (Cassava) (Jatropha manihot)	3983	absent	proteome	0	7	present
viridiplantae	UP000095767	Dichanthelium oligosanthes	888268	absent	proteome	0	3	present
viridiplantae	UP000187203	Corchorus olitorius	93759	absent	proteome	0	4	present
viridiplantae	UP000187406	Cephalotus follicularis (Albany pitcher plant)	3775	absent	proteome	0	4	present
viridiplantae	UP000188268	Corchorus capsularis (Jute)	210143	absent	proteome	0	5	present
viridiplantae	UP000188354	Lupinus angustifolius (Narrow-leaved blue lupine)	3871	absent	proteome	0	10	present
viridiplantae	UP000189701	Nicotiana sylvestris (Wood tobacco) (South American tobacco)	4096	absent	proteome	0	7	present
viridiplantae	UP000189703	Nelumbo nucifera (Sacred lotus)	4432	absent	proteome	0	3	present
viridiplantae	UP000195402	Macleaya cordata (Five-seeded plume-poppy) (Bocconia cordata)	56857	absent	proteome	0	5	present
viridiplantae	UP000198341	Bathycoccus prasinos	41875	absent	proteome	0	1	present
viridiplantae	UP000228380	Phoenix dactylifera (Date palm)	42345	absent	proteome	0	6	present
viridiplantae	UP000230069	Aquilegia coerulea (Rocky mountain columbine)	218851	absent	proteome	0	4	present
viridiplantae	UP000231279	Handroanthus impetiginosus	429701	absent	proteome	0	8	present
viridiplantae	UP000232323	Chlamydomonas eustigma	1157962	absent	proteome	0	2	present
viridiplantae	UP000233551	Punica granatum (Pomegranate)	22663	absent	proteome	0	3	present
viridiplantae	UP000233837	Dendrobium catenatum	906689	absent	proteome	0	2	present
viridiplantae	UP000235220	Juglans regia (English walnut)	51240	absent	proteome	0	6	present
viridiplantae	UP000236161	Apostasia shenzhenica	1088818	absent	proteome	0	2	present
viridiplantae	UP000236333	Tetrabaena socialis	47790	present	proteome	1	0	absent
viridiplantae	UP000236630	Citrus unshiu (Satsuma mandarin) (Citrus nobilis var. unshiu)	55188	absent	proteome	0	0	absent
viridiplantae	UP000237000	Trema orientale (Charcoal tree) (Celtis orientalis)	63057	absent	proteome	0	4	present
viridiplantae	UP000237105	Parasponia andersonii (Sponia andersonii)	3476	absent	proteome	0	4	present
viridiplantae	UP000237347	Quercus suber (Cork oak)	58331	absent	proteome	0	3	present
viridiplantae	UP000239649	Micractinium conductrix	554055	absent	proteome	0	0	absent
viridiplantae	UP000239899	Chlorella sorokiniana (Freshwater green alga)	3076	absent	proteome	0	0	absent
viridiplantae	UP000242715	Trifolium subterraneum (Subterranean clover)	3900	absent	proteome	0	7	present
viridiplantae	UP000243459	Asparagus officinalis (Garden asparagus)	4686	absent	proteome	0	5	present
viridiplantae	UP000243975	Cynara cardunculus var. scolymus (Globe artichoke) (Cynara scolymus)	59895	absent	proteome	0	7	present
viridiplantae	UP000244005	Marchantia polymorpha (Common liverwort) (Marchantia aquatica)	3197	absent	proteome	0	2	present
viridiplantae	UP000244336	Panicum hallii var. hallii	1504633	absent	proteome	0	5	present
viridiplantae	UP000245207	Artemisia annua (Sweet wormwood)	35608	absent	proteome	0	10	present
viridiplantae	UP000247498	Raphidocelis subcapitata	307507	absent	proteome	0	0	absent
viridiplantae	UP000249390	Cuscuta australis	267555	absent	proteome	0	4	present
viridiplantae	UP000250321	Prunus yedoensis var. nudiflora	2094558	absent	proteome	0	6	present
viridiplantae	UP000256970	Tetradesmus obliquus (Green alga) (Acutodesmus obliquus)	3088	absent	proteome	0	0	absent
viridiplantae	UP000257109	Mucuna pruriens (Velvet bean) (Dolichos pruriens)	157652	absent	proteome	0	5	present
viridiplantae	UP000265515	Chara braunii (Braun's stonewort)	69332	absent	proteome	0	2	present
viridiplantae	UP000266723	Brassica cretica (Mustard)	69181	absent	proteome	0	8	present
viridiplantae	UP000283530	Cinnamomum micranthum f. kanehirae	337451	absent	proteome	0	2	present
viridiplantae	UP000291084	Vigna angularis var. angularis	157739	absent	proteome	0	7	present
viridiplantae	UP000295252	Coffea canephora (Robusta coffee)	49390	absent	proteome	0	4	present
viridiplantae	UP000298416	Salvia splendens (Scarlet sage)	180675	absent	proteome	0	14	present
viridiplantae	UP000298652	Setaria viridis (Green bristlegrass) (Setaria italica subsp. viridis)	4556	absent	proteome	0	5	present
viridiplantae	UP000306102	Camellia sinensis var. sinensis (China tea)	542762	absent	proteome	0	5	present
viridiplantae	UP000309997	Populus alba (White poplar)	43335	absent	proteome	0	4	present
viridiplantae	UP000315295	Malus baccata (Siberian crab apple) (Pyrus baccata)	106549	absent	proteome	0	7	present
viridiplantae	UP000316621	Papaver somniferum (Opium poppy)	3469	absent	proteome	0	7	present
viridiplantae	UP000316726	Chloropicon primus	1764295	absent	proteome	0	0	absent
viridiplantae	UP000322667	Gossypium tomentosum (Hawaiian cotton) (Gossypium sandvicense)	34277	absent	proteome	0	18	present
viridiplantae	UP000323506	Gossypium darwinii (Darwin's cotton) (Gossypium barbadense var. darwinii)	34276	absent	proteome	0	18	present
viridiplantae	UP000323597	Gossypium mustelinum (Cotton) (Gossypium caicoense)	34275	absent	proteome	0	17	present
viridiplantae	UP000324705	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum)	4567	absent	proteome	0	8	present
viridiplantae	UP000325081	Striga asiatica (Asiatic witchweed) (Buchnera asiatica)	4170	absent	proteome	0	4	present
viridiplantae	UP000325315	Gossypium australe	47621	absent	proteome	0	5	present
viridiplantae	UP000325577	Nyssa sinensis	561372	absent	proteome	0	8	present
viridiplantae	UP000327013	Carpinus fangiana	176857	absent	proteome	0	4	present
viridiplantae	UP000327439	Gossypium barbadense (Sea Island cotton) (Hibiscus barbadensis)	3634	absent	proteome	0	16	present
viridiplantae	UP000428333	Rhododendron williamsianum	262921	absent	proteome	0	4	present
viridiplantae	UP000436088	Hibiscus syriacus (Rose of Sharon)	106335	absent	proteome	0	14	present
viridiplantae	UP000467841	Microthlaspi erraticum	1685480	absent	proteome	0	7	present
viridiplantae	UP000479710	Oryza meyeriana var. granulata	110450	absent	proteome	0	4	present
viridiplantae	UP000489600	Arabis nemorensis	586526	absent	proteome	0	7	present
viridiplantae	UP000501690	Vigna unguiculata (Cowpea)	3917	absent	proteome	0	4	present
viridiplantae	UP000504603	Momordica charantia (Bitter gourd) (Balsam pear)	3673	absent	proteome	0	4	present
viridiplantae	UP000504604	Sesamum indicum (Oriental sesame) (Sesamum orientale)	4182	absent	proteome	0	4	present
viridiplantae	UP000504607	Elaeis guineensis var. tenera (Oil palm)	51953	absent	proteome	0	7	present
viridiplantae	UP000504608	Cucurbita maxima (Pumpkin) (Winter squash)	3661	absent	proteome	0	6	present
viridiplantae	UP000504609	Cucurbita moschata (Winter crookneck squash) (Cucurbita pepo var. moschata)	3662	absent	proteome	0	7	present
viridiplantae	UP000504610	Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus)	3726	absent	proteome	0	17	present
viridiplantae	UP000504621	Herrania umbratica	108875	absent	proteome	0	5	present
viridiplantae	UP000515121	Durio zibethinus (Durian)	66656	absent	proteome	0	8	present
viridiplantae	UP000515123	Ananas comosus (Pineapple) (Ananas ananas)	4615	absent	proteome	0	4	present
viridiplantae	UP000515124	Prunus avium (Cherry) (Cerasus avium)	42229	absent	proteome	0	4	present
viridiplantae	UP000515151	Punica granatum (Pomegranate)	22663	absent	proteome	0	4	present
viridiplantae	UP000515211	Arachis duranensis (Wild peanut)	130453	absent	proteome	0	8	present
viridiplantae	UP000541444	Kingdonia uniflora	39325	absent	proteome	0	3	present
viridiplantae	UP000554482	Thalictrum thalictroides (Rue-anemone) (Anemone thalictroides)	46969	absent	proteome	0	3	present
viridiplantae	UP000583929	Cannabis sativa (Hemp) (Marijuana)	3483	absent	proteome	0	7	present
viridiplantae	UP000585474	Actinidia rufa	165716	absent	proteome	0	9	present
viridiplantae	UP000593560	Gossypium harknessii	34285	absent	proteome	0	6	present
viridiplantae	UP000593561	Gossypium davidsonii (Davidson's cotton) (Gossypium klotzschianum subsp. davidsonii)	34287	absent	proteome	0	6	present
viridiplantae	UP000593562	Tripterygium wilfordii (Thunder God vine)	458696	absent	proteome	0	1	present
viridiplantae	UP000593563	Apium graveolens (Celery)	4045	absent	proteome	0	0	absent
viridiplantae	UP000593564	Camellia sinensis (Tea plant) (Thea sinensis)	4442	absent	proteome	0	3	present
viridiplantae	UP000593568	Gossypium trilobum	34281	absent	proteome	0	3	present
viridiplantae	UP000593572	Gossypium lobatum	34289	absent	proteome	0	7	present
viridiplantae	UP000593573	Gossypium klotzschianum	34286	absent	proteome	0	4	present
viridiplantae	UP000593574	Gossypium laxum	34288	absent	proteome	0	6	present
viridiplantae	UP000593575	Gossypium armourianum	34283	absent	proteome	0	4	present
viridiplantae	UP000593576	Gossypium schwendimanii (Cotton)	34291	absent	proteome	0	5	present
viridiplantae	UP000593577	Gossypium aridum (American cotton) (Erioxylum aridum)	34290	absent	proteome	0	6	present
viridiplantae	UP000593579	Gossypium gossypioides (Mexican cotton) (Selera gossypioides)	34282	absent	proteome	0	4	present
viridiplantae	UP000594261	Quercus lobata (Valley oak)	97700	absent	proteome	0	4	present
viridiplantae	UP000594263	Kalanchoe fedtschenkoi (Lavender scallops) (South American air plant)	63787	absent	proteome	0	7	present
viridiplantae	UP000594638	Olea europaea subsp. europaea	158383	absent	proteome	0	5	present
viridiplantae	UP000595140	Cuscuta campestris	132261	absent	proteome	0	7	present
viridiplantae	UP000596660	Chenopodium quinoa (Quinoa)	63459	absent	proteome	0	9	present
viridiplantae	UP000596661	Cannabis sativa (Hemp) (Marijuana)	3483	absent	proteome	0	3	present
viridiplantae	UP000604825	Miscanthus lutarioriparius	422564	absent	proteome	0	10	present
viridiplantae	UP000607653	Nelumbo nucifera (Sacred lotus)	4432	absent	proteome	0	3	present
viridiplantae	UP000612055	Edaphochlamys debaryana	47281	present	proteome	1	1	present
viridiplantae	UP000613740	Chlamydomonas schloesseri	2026947	present	proteome	1	1	present
viridiplantae	UP000623129	Carex littledalei	544730	absent	proteome	0	3	present
viridiplantae	UP000626092	Rhododendron simsii (Sims's rhododendron)	118357	absent	proteome	0	4	present
viridiplantae	UP000631114	Coptis chinensis	261450	absent	proteome	0	5	present
viridiplantae	UP000634136	Senna tora	362788	absent	proteome	0	6	present
viridiplantae	UP000636709	Digitaria exilis	1010633	absent	proteome	0	8	present
viridiplantae	UP000650467	Chlamydomonas incerta	51695	present	proteome	1	1	present
viridiplantae	UP000652761	Colocasia esculenta (Wild taro) (Arum esculentum)	4460	absent	proteome	0	3	present
viridiplantae	UP000653305	Phtheirospermum japonicum	374723	absent	proteome	0	5	present
viridiplantae	UP000655225	Tetracentron sinense (Spur-leaf)	13715	absent	proteome	0	3	present
viridiplantae	UP000657918	Salix dunnii	1413687	absent	proteome	0	3	present
viridiplantae	UP000660262	Pycnococcus provasolii	41880	present	proteome	2	0	absent
viridiplantae	UP000663760	Spirodela intermedia (Intermediate duckweed)	51605	absent	proteome	0	2	present
viridiplantae	UP000682877	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)	38785	absent	proteome	0	6	present
viridiplantae	UP000694005	Brassica campestris (Field mustard)	3711	absent	proteome	0	14	present
viridiplantae	UP000694853	Abrus precatorius (Indian licorice) (Glycine abrus)	3816	absent	proteome	0	8	present
viridiplantae	UP000694861	Prunus mume (Japanese apricot) (Armeniaca mume)	102107	absent	proteome	0	5	present
viridiplantae	UP000694864	Camelina sativa (False flax) (Myagrum sativum)	90675	absent	proteome	0	23	present
viridiplantae	UP000694918	Populus euphratica (Euphrates poplar)	75702	absent	proteome	0	7	present
viridiplantae	UP000694930	Solanum pennellii (Tomato) (Lycopersicon pennellii)	28526	absent	proteome	0	7	present
viridiplantae	UP000708148	Ostreobium quekettii	121088	present	proteome	1	0	absent
viridiplantae	UP000729402	Zizania palustris (Northern wild rice)	103762	absent	proteome	0	4	present
viridiplantae	UP000734854	Zingiber officinale (Ginger) (Amomum zingiber)	94328	absent	proteome	0	12	present
viridiplantae	UP000737018	Castanea mollissima (Chinese chestnut)	60419	absent	proteome	0	3	present
viridiplantae	UP000747110	Volvox reticuliferus	1737510	present	proteome	1	1	present
viridiplantae	UP000747399	Volvox africanus	51714	present	proteome	2	1	present
viridiplantae	UP000775213	Dendrobium chrysotoxum (Orchid)	161865	absent	proteome	0	0	absent
viridiplantae	UP000790787	Nicotiana tabacum (Common tobacco)	4097	absent	proteome	0	12	present
viridiplantae	UP000796880	Rhamnella rubrinervis	2594499	absent	proteome	0	4	present
viridiplantae	UP000797356	Cocos nucifera (Coconut palm)	13894	absent	proteome	0	4	present
viridiplantae	UP000806378	Corymbia citriodora subsp. variegata	360336	absent	proteome	0	6	present
viridiplantae	UP000811609	Carya illinoinensis (Pecan)	32201	absent	proteome	0	6	present
viridiplantae	UP000813463	Spinacia oleracea (Spinach)	3562	absent	proteome	0	6	present
viridiplantae	UP000815325	Dunaliella salina (Green alga) (Protococcus salinus)	3046	absent	proteome	0	0	absent
viridiplantae	UP000818029	Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	3635	absent	proteome	0	16	present
viridiplantae	UP000822688	Ceratodon purpureus (Fire moss) (Dicranum purpureum)	3225	absent	proteome	0	5	present
