group	upid	organism	taxid	protein_count	n_plc_x_only_domain	n_plc_y_only_domain	n_pi_plc	plc_status
fungi	UP000012338	Cochliobolus heterostrophus (strain C4 / ATCC 48331 / race T) (Southern corn leaf blight fungus) (Bipolaris maydis)	665024	12705	4	3	3	present
fungi	UP000013776	Taphrina deformans (strain PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474) (Peach leaf curl fungus) (Lalaria deformans)	1097556	4659	2	1	1	present
fungi	UP000014064	Wallemia ichthyophaga (strain EXF-994 / CBS 113033)	1299270	4836	1	1	1	present
fungi	UP000014071	Pseudozyma hubeiensis (strain SY62) (Yeast)	1305764	7472	3	2	2	present
fungi	UP000014074	Phaeoacremonium minimum (strain UCR-PA7) (Esca disease fungus) (Togninia minima)	1286976	8833	6	4	4	present
fungi	UP000014254	Mucor circinelloides f. circinelloides (strain 1006PhL) (Mucormycosis agent) (Calyptromyces circinelloides)	1220926	12143	0	0	0	absent
fungi	UP000014480	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	1213857	13227	5	4	4	present
fungi	UP000014978	Spraguea lophii (strain 42_110) (Microsporidian parasite)	1358809	2499	0	0	0	absent
fungi	UP000015100	Dactylellina haptotyla (strain CBS 200.50) (Nematode-trapping fungus) (Monacrosporium haptotylum)	1284197	10959	2	2	2	present
fungi	UP000015241	Fomitopsis schrenkii (Brown rot fungus)	2126942	13806	1	1	1	present
fungi	UP000015441	Blumeria graminis f. sp. hordei (strain DH14) (Barley powdery mildew) (Oidium monilioides f. sp. hordei)	546991	6486	3	2	2	present
fungi	UP000015464	Schizosaccharomyces cryophilus (strain OY26 / ATCC MYA-4695 / CBS 11777 / NBRC 106824 / NRRL Y48691) (Fission yeast)	653667	5150	1	1	1	present
fungi	UP000016088	Schizosaccharomyces octosporus (strain yFS286) (Fission yeast) (Octosporomyces octosporus)	483514	4964	1	1	1	present
fungi	UP000016800	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) (Bakanae and foot rot disease fungus) (Fusarium fujikuroi)	1279085	14792	9	7	7	present
fungi	UP000016801	Claviceps purpurea (strain 20.1) (Ergot fungus) (Sphacelia segetum)	1111077	8814	5	4	4	present
fungi	UP000016922	Glarea lozoyensis (strain ATCC 20868 / MF5171)	1116229	13082	4	3	3	present
fungi	UP000016923	Ophiostoma piceae (strain UAMH 11346) (Sap stain fungus)	1262450	8878	4	4	4	present
fungi	UP000016924	Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast)	1168221	9306	3	2	2	present
fungi	UP000016926	Rhodotorula toruloides (strain NP11) (Yeast) (Rhodosporidium toruloides)	1130832	8160	1	1	1	present
fungi	UP000016929	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	2502994	14157	7	5	5	present
fungi	UP000016930	Ceriporiopsis subvermispora (strain B) (White-rot fungus) (Gelatoporia subvermispora)	914234	12078	1	1	1	present
fungi	UP000016931	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	692275	10154	5	3	3	present
fungi	UP000016932	Pseudocercospora fijiensis (strain CIRAD86) (Black leaf streak disease fungus) (Mycosphaerella fijiensis)	383855	13062	5	3	3	present
fungi	UP000016933	Dothistroma septosporum (strain NZE10 / CBS 128990) (Red band needle blight fungus) (Mycosphaerella pini)	675120	12414	5	3	3	present
fungi	UP000016934	Cochliobolus sativus (strain ND90Pr / ATCC 201652) (Common root rot and spot blotch fungus) (Bipolaris sorokiniana)	665912	12174	4	3	3	present
fungi	UP000016935	Exserohilum turcicum (strain 28A) (Northern leaf blight fungus) (Setosphaeria turcica)	671987	11687	4	3	3	present
fungi	UP000016936	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	701091	12857	4	3	3	present
fungi	UP000017200	Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064) (Anther smut fungus)	683840	7656	1	1	1	present
fungi	UP000017559	Moniliophthora roreri (strain MCA 2997) (Cocoa frosty pod rot fungus) (Crinipellis roreri)	1381753	17907	3	3	3	present
fungi	UP000018001	Paecilomyces variotii (strain NBRC 109023 / No. 5) (Byssochlamys spectabilis)	1356009	8877	2	1	1	present
fungi	UP000018087	Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) (Rose-picker's disease fungus)	1391915	8673	3	3	3	present
fungi	UP000018144	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	1076935	13306	3	2	2	present
fungi	UP000019373	Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus)	1263415	9228	3	2	2	present
fungi	UP000019375	Zygosaccharomyces bailii (strain CLIB 213 / ATCC 58445 / CBS 680 / BCRC 21525 / NBRC 1098 / NCYC 1416 / NRRL Y-2227)	1333698	4722	0	0	0	absent
fungi	UP000019376	Penicillium oxalicum (strain 114-2 / CGMCC 5302) (Penicillium decumbens)	933388	9977	3	2	2	present
fungi	UP000019377	Kalmanozyma brasiliensis (strain GHG001) (Yeast) (Pseudozyma brasiliensis)	1365824	5650	2	2	2	present
fungi	UP000019384	Kuraishia capsulata CBS 1993	1382522	6027	2	1	1	present
fungi	UP000019462	Moesziomyces aphidis (Pseudozyma aphidis)	84754	6011	3	2	2	present
fungi	UP000019471	Cladophialophora psammophila CBS 110553	1182543	13417	5	3	3	present
fungi	UP000019473	Cladophialophora yegresii CBS 114405	1182544	10118	4	3	3	present
fungi	UP000019478	Capronia epimyces CBS 606.96	1182542	10469	3	3	3	present
fungi	UP000019484	Capronia coronata CBS 617.96	1182541	9230	4	3	3	present
fungi	UP000019487	Sclerotinia borealis (strain F-4128)	1432307	10165	3	2	2	present
fungi	UP000019804	Aspergillus ruber (strain CBS 135680)	1388766	10054	3	2	2	present
fungi	UP000020467	Colletotrichum fioriniae PJ7	1445577	13759	7	5	5	present
fungi	UP000023623	Trichophyton soudanense CBS 452.61	1215331	10303	3	2	1	present
fungi	UP000024533	Trichophyton interdigitale (strain MR816)	1215338	8217	3	2	2	present
fungi	UP000024837	Drechslerella stenobrocha 248	1043628	5595	2	2	2	present
fungi	UP000027002	Ustilaginoidea virens (Rice false smut fungus) (Villosiclava virens)	1159556	8297	5	4	4	present
fungi	UP000027195	Botryobasidium botryosum (strain FD-172 SS1)	930990	16484	1	1	1	present
fungi	UP000027222	Galerina marginata (strain CBS 339.88)	685588	21357	3	3	3	present
fungi	UP000027238	Colletotrichum sublineola (Sorghum anthracnose fungus)	1173701	12697	5	4	4	present
fungi	UP000027265	Jaapia argillacea MUCL 33604	933084	16341	2	2	2	present
fungi	UP000027361	Tilletiaria anomala (strain ATCC 24038 / CBS 436.72 / UBC 951)	1037660	6806	2	2	2	present
fungi	UP000027456	Rhizoctonia solani 123E	1423351	10990	3	3	3	present
fungi	UP000027586	Lichtheimia corymbifera JMRC:FSU:9682	1263082	13257	0	0	0	absent
fungi	UP000027730	Aureobasidium namibiae CBS 147.97	1043004	10258	3	2	2	present
fungi	UP000027920	Exophiala aquamarina CBS 119918	1182545	13118	5	4	4	present
fungi	UP000028045	Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum)	1280523	11510	5	4	4	present
fungi	UP000028524	Stachybotrys chlorohalonatus (strain IBT 40285)	1283841	10676	5	4	4	present
fungi	UP000028545	Pseudallescheria apiosperma (Scedosporium apiospermum)	563466	8375	2	2	2	present
fungi	UP000029665	Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina)	5643	10180	1	1	1	present
fungi	UP000029725	Mitosporidium daphniae	1485682	3256	0	0	0	absent
fungi	UP000029964	Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137) (Acremonium chrysogenum)	857340	8900	5	4	4	present
fungi	UP000030104	Penicillium italicum (Blue mold)	40296	9993	3	2	2	present
fungi	UP000030143	Penicillium expansum (Blue mold rot fungus)	27334	11060	3	2	2	present
fungi	UP000030641	Aureobasidium subglaciale (strain EXF-2481) (Aureobasidium pullulans var. subglaciale)	1043005	10792	4	2	2	present
fungi	UP000030651	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	1229662	15412	5	4	4	present
fungi	UP000030653	Dacryopinax primogenitus (Brown rot fungus)	1858805	10233	2	2	2	present
fungi	UP000030663	Fusarium oxysporum f. sp. raphani 54005	1089458	22754	9	7	7	present
fungi	UP000030669	Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) (Brown rot fungus)	670483	11735	2	2	2	present
fungi	UP000030671	Heterobasidion irregulare (strain TC 32-1)	747525	13159	2	2	2	present
fungi	UP000030672	Aureobasidium melanogenum (strain CBS 110374) (Aureobasidium pullulans var. melanogenum)	1043003	10583	4	2	2	present
fungi	UP000030686	Penicillium roqueforti (strain FM164)	1365484	12315	2	1	1	present
fungi	UP000030706	Aureobasidium pullulans EXF-150	1043002	11844	4	2	2	present
fungi	UP000030752	Cyphellophora europaea (strain CBS 101466) (Phialophora europaea)	1220924	11090	4	3	3	present
fungi	UP000030755	Rozella allomycis (strain CSF55)	988480	6337	0	0	0	absent
fungi	UP000030816	Metarhizium album (strain ARSEF 1941)	1081103	8389	5	4	4	present
fungi	UP000030854	Erysiphe necator (Grape powdery mildew) (Uncinula necator)	52586	6482	3	2	2	present
fungi	UP000031056	Ordospora colligata OC4	1354746	1810	0	0	0	absent
fungi	UP000031186	Metarhizium anisopliae (strain ARSEF 549)	3151832	10855	7	4	4	present
fungi	UP000031192	Metarhizium guizhouense (strain ARSEF 977)	1276136	11727	7	4	4	present
fungi	UP000031516	Kluyveromyces dobzhanskii CBS 2104	1427455	4952	1	1	1	present
fungi	UP000031575	Sporothrix brasiliensis 5110	1398154	9091	3	3	3	present
fungi	UP000033140	Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804)	698492	7118	1	1	1	present
fungi	UP000033483	Thielaviopsis punctulata	72032	5254	6	4	4	present
fungi	UP000033647	Zymoseptoria brevis	1047168	10566	4	3	3	present
fungi	UP000034291	Aspergillus rambellii	308745	7761	3	2	2	present
fungi	UP000034680	Diaporthe ampelina	1214573	10703	5	5	5	present
fungi	UP000034841	Ceratocystis fimbriata f. sp. platani	88771	5620	27	4	4	present
fungi	UP000034947	Aspergillus ochraceoroseus	138278	7828	3	2	2	present
fungi	UP000036947	Tolypocladium ophioglossoides (strain CBS 100239) (Snaketongue truffleclub) (Elaphocordyceps ophioglossoides)	1163406	9303	6	4	4	present
fungi	UP000037136	Ophiocordyceps unilateralis (Zombie-ant fungus) (Torrubia unilateralis)	268505	8572	5	4	4	present
fungi	UP000037505	Aspergillus nomiae NRRL (strain ATCC 15546 / NRRL 13137 / CBS 260.88 / M93)	1509407	11916	3	2	2	present
fungi	UP000037696	Penicillium nordicum	229535	12938	3	2	2	present
fungi	UP000037751	Malassezia pachydermatis	77020	4201	1	1	1	present
fungi	UP000037904	Fusarium langsethiae	179993	11939	10	6	6	present
fungi	UP000038010	Cyphellophora attinorum	1664694	11848	3	3	3	present
fungi	UP000039046	[Torrubiella] hemipterigena	1531966	11466	5	5	5	present
fungi	UP000042958	Penicillium brasilianum	104259	11933	3	2	2	present
fungi	UP000044602	Verticillium longisporum (Verticillium dahliae var. longisporum)	100787	20580	9	10	5	present
fungi	UP000044841	Rhizoctonia solani	456999	11878	6	3	3	present
fungi	UP000050424	Neonectria ditissima	78410	12683	5	4	4	present
fungi	UP000053029	Fonsecaea pedrosoi CBS 271.37	1442368	12525	4	3	3	present
fungi	UP000053095	Talaromyces pinophilus (Penicillium pinophilum)	128442	10883	2	1	1	present
fungi	UP000053201	Spizellomyces punctatus (strain DAOM BR117)	645134	9267	1	1	1	present
fungi	UP000053257	Phlebiopsis gigantea (strain 11061_1 CR5-6) (White-rot fungus) (Peniophora gigantea)	745531	11848	1	1	1	present
fungi	UP000053259	Verruconis gallopava	253628	10768	3	3	3	present
fungi	UP000053263	Plicaturopsis crispa FD-325 SS-3	944288	2710	0	0	0	absent
fungi	UP000053317	Phaeomoniella chlamydospora (Phaeoacremonium chlamydosporum)	158046	6907	3	2	2	present
fungi	UP000053328	Exophiala spinifera	91928	12047	5	4	4	present
fungi	UP000053342	Exophiala oligosperma	215243	12793	4	3	3	present
fungi	UP000053392	Cryptococcus deuterogattii Ram5	1296110	6462	1	1	1	present
fungi	UP000053411	Fonsecaea multimorphosa CBS 102226	1442371	12368	4	3	3	present
fungi	UP000053424	Hebeloma cylindrosporum	76867	15327	3	3	3	present
fungi	UP000053447	Pneumocystis jirovecii (strain RU7) (Human pneumocystis pneumonia agent)	1408657	3746	1	1	1	present
fungi	UP000053475	Aspergillus ustus	40382	706	0	0	0	absent
fungi	UP000053477	Schizopora paradoxa	27342	17051	2	2	2	present
fungi	UP000053558	Coniophora puteana (strain RWD-64-598) (Brown rot fungus)	741705	13735	2	2	2	present
fungi	UP000053573	Blastomyces silverae	2060906	8561	3	2	2	present
fungi	UP000053593	Collybiopsis luxurians FD-317 M1	944289	14588	3	3	3	present
fungi	UP000053611	Cutaneotrichosporon oleaginosum	879819	8317	3	2	2	present
fungi	UP000053617	Rhinocladiella mackenziei (strain CBS 650.93)	1442369	11378	4	3	3	present
fungi	UP000053647	Paxillus involutus ATCC 200175	664439	11689	2	2	2	present
fungi	UP000053732	Penicillium camemberti (strain FM 013)	1429867	14391	3	2	2	present
fungi	UP000053758	Moesziomyces antarcticus (Yeast) (Pseudozyma antarctica)	84753	4672	2	1	1	present
fungi	UP000053789	Cladophialophora bantiana (strain ATCC 10958 / CBS 173.52 / CDC B-1940 / NIH 8579) (Xylohypha bantiana)	1442370	12238	5	3	3	present
fungi	UP000053800	Cryptococcus bacillisporus CA1873	1296111	6631	0	0	0	absent
fungi	UP000053815	Mucor ambiguus	91626	11311	0	0	0	absent
fungi	UP000053820	Hydnomerulius pinastri MD-312	994086	7783	0	0	0	absent
fungi	UP000053831	Escovopsis weberi	150374	6869	4	4	4	present
fungi	UP000053841	Cochliobolus carbonum (strain 26-R-13) (Maize leaf spot fungus) (Bipolaris zeicola)	930089	12851	4	3	3	present
fungi	UP000053890	Rhodotorula graminis (strain WP1)	578459	7228	1	1	1	present
fungi	UP000053958	Rasamsonia emersonii (strain ATCC 16479 / CBS 393.64 / IMI 116815)	1408163	9842	3	2	2	present
fungi	UP000053989	Scleroderma citrinum Foug A	1036808	20903	2	2	2	present
fungi	UP000054007	Cylindrobasidium torrendii FP15055 ss-10	1314674	13901	4	3	3	present
fungi	UP000054032	Bipolaris oryzae ATCC 44560	930090	12000	4	3	3	present
fungi	UP000054097	Serendipita vermifera MAFF 305830	933852	15021	3	3	3	present
fungi	UP000054107	Parasitella parasitica	35722	13357	0	0	0	absent
fungi	UP000054144	Fistulina hepatica ATCC 64428	1128425	9322	4	3	3	present
fungi	UP000054166	Piloderma croceum (strain F 1598)	765440	21360	2	2	2	present
fungi	UP000054196	Punctularia strigosozonata (strain HHB-11173) (White-rot fungus)	741275	2093	1	1	1	present
fungi	UP000054248	Tulasnella calospora MUT 4182	1051891	19357	1	1	1	present
fungi	UP000054251	Debaryomyces fabryi	58627	6022	2	1	1	present
fungi	UP000054266	Phialophora macrospora	1851006	11503	5	4	4	present
fungi	UP000054270	Hypholoma sublateritium (strain FD-334 SS-4)	945553	17638	4	4	4	present
fungi	UP000054272	Cryptococcus gattii EJB2	1296103	6761	1	1	1	present
fungi	UP000054302	Exophiala mesophila (Black yeast-like fungus)	212818	10000	4	3	3	present
fungi	UP000054304	Lachancea lanzarotensis	1245769	5055	2	1	1	present
fungi	UP000054321	Oidiodendron maius (strain Zn)	913774	16697	3	2	2	present
fungi	UP000054337	Bipolaris victoriae (strain FI3) (Victoria blight of oats agent) (Cochliobolus victoriae)	930091	12702	5	4	4	present
fungi	UP000054342	Exophiala xenobiotica	348802	12773	4	3	3	present
fungi	UP000054350	Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus)	578462	19092	4	6	3	present
fungi	UP000054383	Talaromyces islandicus (Penicillium islandicum)	28573	9928	3	2	2	present
fungi	UP000054399	Cryptococcus tetragattii IND107	1296105	6640	1	1	1	present
fungi	UP000054454	Pneumocystis carinii (strain B80) (Rat pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. carinii)	1408658	3641	1	1	1	present
fungi	UP000054466	Cladophialophora immunda	569365	13606	5	4	4	present
fungi	UP000054477	Laccaria amethystina LaAM-08-1	1095629	20893	5	5	3	present
fungi	UP000054481	Hirsutella minnesotensis 3608	1043627	9072	2	2	2	present
fungi	UP000054485	Suillus luteus UH-Slu-Lm8-n1	930992	18277	3	2	2	present
fungi	UP000054516	Rosellinia necatrix (White root-rot fungus)	77044	12440	5	4	4	present
fungi	UP000054524	Nematocida ausubeli (strain ATCC PRA-371 / ERTm2) (Nematode killer fungus)	1913371	2428	0	0	0	absent
fungi	UP000054544	Metarhizium anisopliae BRIP 53293	1291518	11404	7	4	4	present
fungi	UP000054549	Amanita muscaria (strain Koide BX008)	946122	17954	4	4	3	present
fungi	UP000054564	Puccinia striiformis f. sp. tritici PST-78	1165861	19932	2	1	1	present
fungi	UP000054771	Aspergillus calidoustus	454130	15359	3	2	2	present
fungi	UP000054821	Trichoderma gamsii	398673	11178	4	3	3	present
fungi	UP000054845	Ceraceosorus bombacis	401625	8017	2	2	2	present
fungi	UP000055045	Penicillium freii	48697	11722	3	2	2	present
fungi	UP000059188	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	1108050	12613	3	3	3	present
fungi	UP000070054	Colletotrichum nymphaeae SA-01	1460502	14402	8	5	5	present
fungi	UP000070121	Colletotrichum salicis	1209931	13783	8	5	5	present
fungi	UP000070133	Pseudocercospora eumusae	321146	11956	4	2	2	present
fungi	UP000070168	Penicillium patulum (Penicillium griseofulvum)	5078	9628	3	2	2	present
fungi	UP000070328	Colletotrichum simmondsii	703756	13884	7	5	5	present
fungi	UP000070444	Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata)	796925	10567	1	1	1	present
fungi	UP000070501	Microdochium bolleyi	196109	13164	6	5	5	present
fungi	UP000070544	Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera)	1344416	13801	1	1	1	present
fungi	UP000070700	Mollisia scopiformis (Conifer needle endophyte fungus) (Phialocephala scopiformis)	149040	18561	3	2	2	present
fungi	UP000070720	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	229533	14147	8	6	6	present
fungi	UP000073492	Pseudocercospora musae	113226	11907	2	1	1	present
fungi	UP000076154	Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus)	39966	16572	4	3	3	present
fungi	UP000076552	Colletotrichum tofieldiae	708197	12499	6	5	5	present
fungi	UP000076584	Colletotrichum incanum (Soybean anthracnose fungus)	1573173	12796	6	5	5	present
fungi	UP000076632	Xylona heveae (strain CBS 132557 / TC161)	1328760	8201	2	1	1	present
fungi	UP000076722	Sistotremastrum niveocremeum HHB9708	1314777	13037	2	2	2	present
fungi	UP000076727	Daedalea quercina L-15889	1314783	12170	1	1	1	present
fungi	UP000076738	Calocera viscosa (strain TUFC12733)	1330018	12323	2	2	2	present
fungi	UP000076744	Cordyceps fumosorosea (strain ARSEF 2679) (Isaria fumosorosea)	1081104	10050	5	4	4	present
fungi	UP000076761	Neolentinus lepideus HHB14362 ss-1	1314782	13108	2	2	2	present
fungi	UP000076798	Sistotremastrum suecicum HHB10207 ss-3	1314776	13633	2	2	2	present
fungi	UP000076837	Didymella rabiei (Chickpea ascochyta blight fungus) (Mycosphaerella rabiei)	5454	10558	3	3	3	present
fungi	UP000076842	Calocera cornea HHB12733	1353952	13078	2	2	1	present
fungi	UP000076863	Beauveria brongniartii RCEF 3172	1081107	9594	5	4	4	present
fungi	UP000076871	Laetiporus sulphureus 93-53	1314785	13712	1	1	1	present
fungi	UP000076874	Niveomyces insectorum RCEF 264	1081102	9495	3	3	3	present
fungi	UP000076881	Akanthomyces lecanii RCEF 1005	1081108	11019	5	4	4	present
fungi	UP000077002	Fonsecaea monophora	254056	11984	4	3	3	present
fungi	UP000077051	Mucor lusitanicus CBS 277.49	747725	11586	0	0	0	absent
fungi	UP000077069	Paraphaeosphaeria sporulosa	1460663	14732	4	3	3	present
fungi	UP000077248	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	5599	13463	4	3	3	present
fungi	UP000077266	Exidia glandulosa HHB12029	1314781	26313	4	2	2	present
fungi	UP000077315	Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555)	763407	16155	0	0	0	absent
fungi	UP000077521	Tilletia indica	43049	9656	2	2	2	present
fungi	UP000077684	Tilletia controversa (dwarf bunt fungus)	13291	9880	2	2	2	present
fungi	UP000078113	Tilletia walkeri	117179	7880	2	2	2	present
fungi	UP000078237	Madurella mycetomatis	100816	9733	3	3	3	present
fungi	UP000078343	Fonsecaea erecta	1367422	12089	4	3	3	present
fungi	UP000078512	Linnemannia elongata AG-77	1314771	14849	1	1	1	present
fungi	UP000078544	Moelleriella libera RCEF 2490	1081109	8458	6	4	4	present
fungi	UP000078561	Absidia glauca (Pin mould)	4829	14825	0	0	0	absent
fungi	UP000078576	Cytospora mali (Apple Valsa canker fungus) (Valsa mali)	578113	10741	6	5	5	present
fungi	UP000078595	Kwoniella dejecticola CBS 10117	1296121	8630	1	1	1	present
fungi	UP000091918	Emergomyces africanus	1955775	8745	3	2	2	present
fungi	UP000091956	Pseudogymnoascus verrucosus	342668	10683	3	2	2	present
fungi	UP000091967	Fusarium poae	36050	14048	7	5	5	present
fungi	UP000092154	Rhizopogon vinicolor AM-OR11-026	1314800	14447	3	3	3	present
fungi	UP000092321	Hanseniaspora valbyensis NRRL Y-1626	766949	4754	1	1	1	present
fungi	UP000092555	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993	869754	5827	2	1	1	present
fungi	UP000092583	Kwoniella mangroviensis CBS 10435	1331196	8428	1	1	1	present
fungi	UP000092666	Kwoniella heveanensis BCC8398	1296120	7924	1	1	1	present
fungi	UP000092730	Kwoniella bestiolae CBS 10118	1296100	9104	1	1	1	present
fungi	UP000092993	Grifola frondosa (Maitake) (Polyporus frondosus)	5627	14985	2	1	1	present
fungi	UP000093000	Choanephora cucurbitarum	101091	11924	0	0	0	absent
fungi	UP000094020	Kwoniella pini CBS 10737	1296096	7807	1	1	1	present
fungi	UP000094043	Cryptococcus depauperatus CBS 7841	1295531	6334	1	1	1	present
fungi	UP000094065	Cryptococcus amylolentus CBS 6039	1295533	9877	1	1	1	present
fungi	UP000094112	Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala)	683960	6406	2	1	1	present
fungi	UP000094236	Pachysolen tannophilus NRRL Y-2460	669874	5645	1	1	1	present
fungi	UP000094285	Suhomyces tanzawaensis NRRL Y-17324	984487	5882	2	1	1	present
fungi	UP000094336	Babjeviella inositovora NRRL Y-12698	984486	6394	2	1	1	present
fungi	UP000094385	Lipomyces starkeyi NRRL Y-11557	675824	8136	2	1	1	present
fungi	UP000094389	Cyberlindnera jadinii (strain ATCC 18201 / CBS 1600 / BCRC 20928 / JCM 3617 / NBRC 0987 / NRRL Y-1542) (Torula yeast) (Candida utilis)	983966	5994	2	1	1	present
fungi	UP000094444	Diaporthe helianthi	158607	13137	6	5	5	present
fungi	UP000094455	Pichia membranifaciens NRRL Y-2026	763406	5536	2	1	1	present
fungi	UP000094526	Cladophialophora carrionii	86049	11181	4	3	3	present
fungi	UP000094565	Komagataella pastoris (Yeast) (Pichia pastoris)	4922	5034	2	1	1	present
fungi	UP000094569	Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)	573508	10115	3	2	2	present
fungi	UP000094801	[Candida] arabinofermentans NRRL YB-2248	983967	5827	1	0	0	absent
fungi	UP000094819	Cryptococcus wingfieldii CBS 7118	1295528	8085	1	1	1	present
fungi	UP000095009	Nadsonia fulvescens var. elongata DSM 6958	857566	5636	1	1	1	present
fungi	UP000095023	Tortispora caseinolytica NRRL Y-17796	767744	4657	1	1	1	present
fungi	UP000095038	Ascoidea rubescens DSM 1968	1344418	6735	2	1	1	present
fungi	UP000095085	Hyphopichia burtonii NRRL Y-1933	984485	5994	2	1	1	present
fungi	UP000095358	Hanseniaspora uvarum (Yeast) (Kloeckera apiculata)	29833	4059	1	1	1	present
fungi	UP000095605	Hanseniaspora opuntiae	211096	4166	1	1	1	present
fungi	UP000095728	Hanseniaspora osmophila	56408	4653	1	1	1	present
fungi	UP000176998	Colletotrichum orchidophilum	1209926	14495	6	4	4	present
fungi	UP000177622	Penicillium arizonense	1835702	12121	3	2	2	present
fungi	UP000177625	Rhynchosporium secalis (Barley scald fungus)	38038	13144	4	3	3	present
fungi	UP000178129	Rhynchosporium graminicola	2792576	12208	4	3	3	present
fungi	UP000178912	Rhynchosporium agropyri	914238	13667	4	3	3	present
fungi	UP000179179	Aspergillus bombycis	109264	12265	3	2	2	present
fungi	UP000182235	Emergomyces pasteurianus Ep9510	1447872	8944	3	2	2	present
fungi	UP000182334	Sungouiella intermedia	45354	5921	2	1	1	present
fungi	UP000182658	Coniochaeta ligniaria NRRL 30616	1408157	13658	4	4	4	present
fungi	UP000183365	Hanseniaspora guilliermondii	56406	4070	1	1	1	present
fungi	UP000183567	Rhizopogon vesiculosus	180088	14146	5	4	3	present
fungi	UP000183809	Diplodia corticola	236234	10836	3	2	2	present
fungi	UP000183971	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	1227346	16122	9	7	7	present
fungi	UP000184073	Aspergillus versicolor CBS 583.65	1036611	13222	3	2	2	present
fungi	UP000184188	Penicilliopsis zonata CBS 506.65	1073090	9870	3	2	2	present
fungi	UP000184255	Fusarium mangiferae (Mango malformation disease fungus)	192010	15798	9	7	7	present
fungi	UP000184267	Trametes pubescens (White-rot fungus)	154538	14147	1	1	1	present
fungi	UP000184300	Aspergillus glaucus CBS 516.65	1160497	11245	3	2	2	present
fungi	UP000184304	Aspergillus tubingensis (strain CBS 134.48)	767770	12335	3	2	2	present
fungi	UP000184330	Phialocephala subalpina	576137	20170	5	3	3	present
fungi	UP000184356	Aspergillus sydowii CBS 593.65	1036612	13568	3	2	2	present
fungi	UP000184383	Aspergillus wentii DTO 134E9	1073089	12389	4	2	2	present
fungi	UP000184499	Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946)	767769	12982	3	2	2	present
fungi	UP000184546	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	690307	10843	3	2	2	present
fungi	UP000185904	Fonsecaea nubica	856822	11681	4	3	3	present
fungi	UP000185944	Nematocida displodere	1805483	2241	0	0	0	absent
fungi	UP000186136	Pichia membranifaciens	4926	4160	1	1	1	present
fungi	UP000186303	Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast)	1230383	4501	1	1	1	present
fungi	UP000186583	Colletotrichum chlorophyti	708187	10302	6	4	4	present
fungi	UP000186594	Neolecta irregularis (strain DAH-3)	1198029	5551	1	1	1	present
fungi	UP000186601	Hermanssonia centrifuga	98765	13628	1	1	1	present
fungi	UP000186955	Penicillium subrubescens	1316194	14038	3	2	2	present
fungi	UP000187283	Smittium culicis	133412	10832	1	1	1	present
