accession	organism	vclass	vorder	cell	cell_status	contig	start	end	strand	span	mp_id	bait	coverage	identity	frameshifts	stop_codons	cds_bp	contig_spans_gene	contig_n50	headroom	assembly_level	n_genes_longer	annot_max_gene_span	annot_median_gene_span	loss	best_frac_cds	sum_frac_cds	n_fragments	fragment_names	control_strength	eligible	failed_rule	mode	reasons
GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	ITPR1	found_annotated	NC_071411.1	11256773	11492824	-	236052	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9867	0	0	8334	True	20797936	88.11	Chromosome	363	1341795	15990	0.0	1.0	1.0	1	ITPR1	3	True			order_rep:Cuculiformes;zero_hit_proteome
GCA_009769605.1	Bucorvus abyssinicus	Aves	Bucerotiformes	ITPR3	found_annotated	CM020055.1	2991828	3045426	+	53599	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9865	0	0	7995	True	12039478	224.62	Chromosome	2222	1197519	11295	0.0	1.0	1.0	1	ITPR3	3	True			missing_paralog
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	Phoenicopteriformes	ITPR2	found_annotated	CM020215.1	76787452	77053252	-	265801	MP000050	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9865	3	0	8101	True	14700712	55.31	Chromosome	251	1346933	14122	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Phoenicopteriformes;missing_paralog;fragment_only
GCF_020171115.1	Neogale vison	Mammalia	Carnivora	ITPR1	found_annotated	NC_058096.1	177549549	177854102	-	304554	MP000002	P11881|Itpr1|Mus_musculus|ITPR1	1.0	0.9865	0	0	8250	True	220349319	723.51	Chromosome	566	2250073	16741	0.0	1.0	1.0	1	ITPR1	3	True			order_rep:Carnivora
GCF_965183815.1	Platalea leucorodia	Aves	Pelecaniformes	ITPR3	found_annotated	NC_138841.1	882633	931307	-	48675	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9865	0	0	7995	True	3299000	67.78	Chromosome	3219	1359850	13849	0.0	1.0	1.0	1	ITPR3	3	True			order_rep:Pelecaniformes
GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	ITPR3	found_annotated	NC_071424.1	4078346	4123448	+	45103	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9861	0	0	7995	True	20797936	461.12	Chromosome	3659	1341795	15990	0.0	1.0	1.0	1	ITPR3	3	True			order_rep:Cuculiformes;zero_hit_proteome
GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	ITPR1	found_annotated	NC_091026.1	20143274	20352616	+	209343	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.986	0	0	8337	True	17285536	82.57	Chromosome	415	1310258	13214	0.0	1.0	1.0	1	ITPR1	3	True			missing_paralog;fragment_only
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	ITPR1	found_annotated	NW_008238347.1	529510	687093	+	157584	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9856	0	0	8337	False	29093	0.18	Scaffold	547	1563774	14370	0.0	1.0	1.0	1	ITPR1	3	False	E2		missing_paralog
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	ITPR1	found_annotated	NW_009276910.1	3858	133776	-	129919	MP000005	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.7236	0.9856	0	0	6045	False	34997	0.27	Scaffold	885	1258879	17214	0.0	1.0	1.0	1	ITPR1	3	False	E2		missing_paralog
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	ITPR3	found_annotated	NW_008825105.1	2159564	2193900	+	34337	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.991	0.9856	1	0	7921	False	22195	0.65	Scaffold	3842	1204567	16332	0.0	1.0	1.0	1	ITPR3	3	False	E2		missing_paralog
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	ITPR2	found_annotated	NC_046184.1	75434867	75695846	-	260980	MP000050	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9856	0	0	8100	True	23326060	89.38	Chromosome	359	1320554	15629	0.0	1.0	1.0	1	ITPR2	3	True			missing_paralog;fragment_only
GCF_020826845.1	Diceros bicornis minor	Mammalia	Perissodactyla	ITPR1	found_annotated	NC_080741.1	74945175	75239901	-	294727	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9855	0	0	8274	True	28468213	96.59	Chromosome	575	1867373	16668	0.0	1.0	1.0	1	ITPR1	3	True			missing_paralog;fragment_only
GCF_024166365.1	Elephas maximus indicus	Mammalia	Proboscidea	ITPR1	found_annotated	NC_064838.1	28785838	29143045	+	357208	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9855	0	0	8274	True	87987108	246.32	Chromosome	664	2492337	18567	0.0	1.0	1.0	1	ITPR1	3	True			order_rep:Proboscidea
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	ITPR3	found_annotated	NC_088902.1	2800261	2835708	+	35448	MP000017	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9854	0	0	7995	True	19972387	563.43	Chromosome	4313	1176091	14818	0.0	1.0	1.0	1	ITPR3	3	True			order_rep:Psittaciformes
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	ITPR2	found_annotated	NW_009954317.1	1129924	1328515	+	198592	MP000046	A0A672UP22|ITPR2|Strigops_habroptila	0.783	0.9849	0	0	6342	False	30767	0.15	Scaffold	257	1070131	13655	0.0	1.0	1.0	1	ITPR2	3	False	E2		zero_hit_proteome
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	ITPR1	found_annotated	NC_088152.1	35775795	36028576	+	252782	MP000007	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	1.0	0.9847	1	0	8191	True	42076942	166.46	Chromosome	1006	2325549	32255	0.0	1.0	1.0	1	LOC102361301	3	True			order_rep:Coelacanthiformes
GCF_020740795.1	Apus apus	Aves	Apodiformes	ITPR2	found_annotated	NC_067282.1	131540978	131807467	-	266490	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9841	0	0	8100	True	25561769	95.92	Chromosome	279	1111126	16313	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Apodiformes
GCF_030867145.1	Opisthocomus hoazin	Aves	Opisthocomiformes	ITPR2	found_annotated	NC_134414.1	141755062	142024766	+	269705	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9841	0	0	8100	True	14274197	52.93	Chromosome	316	1446905	15727	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Opisthocomiformes;missing_paralog
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	ITPR2	found_annotated	NC_088098.1	71957342	72225723	-	268382	MP000054	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9841	0	0	8100	True	24239989	90.32	Chromosome	329	1579923	15448	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Casuariiformes
GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	ITPR2	found_annotated	NC_090942.1	76763412	77028115	-	264704	MP000054	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9841	0	0	8100	True	28829471	108.91	Chromosome	370	1498714	16839	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Struthioniformes
GCF_963921805.1	Phalacrocorax carbo	Aves	Suliformes	ITPR2	found_annotated	NC_087513.1	75428417	75704457	-	276041	MP000050	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9841	0	0	8118	True	4631399	16.78	Chromosome	286	1419204	14942	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Suliformes;zero_hit_proteome
GCA_028571685.1	Heterohyrax brucei	Mammalia	Hyracoidea	ITPR1	found_annotated	CM053158.1	40657535	41036590	-	379056	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9837	0	0	8274	True	78495281	207.08	Chromosome	461	2527492	17182	0.0	1.0	1.0	1	ITPR1	3	True			order_rep:Hyracoidea
GCF_030445035.2	Dasypus novemcinctus	Mammalia	Cingulata	ITPR1	found_annotated	NC_080698.1	42101722	42423282	+	321561	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9837	0	0	8274	True	13963394	43.42	Chromosome	686	2676723	18602	0.0	1.0	1.182	3	ITPR1;LOC131276195;LOC131276197	3	True			order_rep:Cingulata
GCF_028858725.1	Colius striatus	Aves	Coliiformes	ITPR3	found_annotated	NC_084780.1	3393334	3528570	-	135237	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9835	0	0	7995	True	21931325	162.17	Chromosome	835	1234970	14920	0.0	1.0	1.0	1	ITPR3	3	True			order_rep:Coliiformes;missing_paralog;fragment_only
GCF_028389875.1	Rhea pennata	Aves	Rheiformes	ITPR2	found_annotated	NC_084663.1	74795933	75075126	-	279194	MP000054	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9833	0	0	8100	True	19335416	69.25	Chromosome	232	1388408	14844	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Rheiformes
GCF_030020395.1	Manis pentadactyla	Mammalia	Pholidota	ITPR1	found_annotated	NC_080019.1	210716649	211002750	-	286102	MP000002	P11881|Itpr1|Mus_musculus|ITPR1	1.0	0.9833	0	0	8250	True	25547713	89.3	Chromosome	706	2193636	17225	0.0	1.0	1.03	2	ITPR1;LOC130684860	3	True			order_rep:Pholidota
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	ITPR2	found_annotated	NC_089978.1	146010854	146278998	+	268145	MP000010	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	0.9833	0	0	8103	True	19797665	73.83	Chromosome	266	1279784	14130	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Apterygiformes
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	ITPR1	found_annotated	NC_137283.1	20674093	20993294	-	319202	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9833	0	0	8274	True	166642423	522.06	Complete Genome	781	2308738	17581	0.0	1.0	1.03	2	ITPR1;LOC145520777	3	True			order_rep:Artiodactyla
GCA_008658365.1	Alca torda	Aves	Charadriiformes	ITPR3	found_annotated	CM018095.1	3506405	3555552	-	49148	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9831	15	0	7993	True	18221265	370.74	Chromosome	3220	1291292	16763	0.0	1.0	1.0	1	ITPR3	3	True			fragment_only
GCF_023851605.1	Tamandua tetradactyla	Mammalia	Pilosa	ITPR1	found_annotated	NC_135335.1	44660629	44987735	-	327107	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.983	0	0	8271	True	9869167	30.17	Chromosome	714	2428671	20838	0.0	1.0	1.278	2	ITPR1;LOC143647061	3	True			order_rep:Pilosa
GCF_030490865.1	Poecile atricapillus	Aves	Passeriformes	ITPR1	found_annotated	NC_081257.1	22867596	23027612	+	160017	MP000003	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1.0	0.9827	0	0	8337	True	8462732	52.89	Chromosome	644	1141085	13877	0.0	1.0	1.0	1	ITPR1	3	True			order_rep:Passeriformes;missing_paralog
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	ITPR3	found_annotated	NC_088162.1	1561626	1630784	+	69159	MP000077	H3B932|ITPR3|Latimeria_chalumnae	1.0	0.9827	2	1	8148	True	42076942	608.41	Chromosome	5417	2325549	32255	0.0	1.0	1.0	1	ITPR3	3	True			order_rep:Coelacanthiformes
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	ITPR1	found_annotated	NW_006922016.1	423365	895312	+	471948	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9826	0	0	8274	False	17683	0.04	Scaffold	433	2137828	17858	0.0	1.0	1.0	1	ITPR1	3	False	E2		order_rep:Tubulidentata
GCF_028858725.1	Colius striatus	Aves	Coliiformes	ITPR2	found_annotated	NC_084759.1	134652989	134912015	+	259027	MP000050	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9826	0	0	8097	True	21931325	84.67	Chromosome	263	1234970	14920	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Coliiformes;missing_paralog;fragment_only
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	ITPR2	found_annotated	NC_092587.1	75005606	75277225	+	271620	MP000010	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	0.9826	0	0	8103	True	80154792	295.1	Complete Genome	309	1639674	13377	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Anseriformes;missing_paralog
GCF_021613505.1	Equus quagga	Mammalia	Perissodactyla	ITPR2	found_annotated	NC_060267.1	33318957	33783530	+	464574	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9819	0	0	8106	True	427941	0.92	Chromosome	215	2273580	16984	0.0	1.0	1.0	1	ITPR2	3	False	E2		order_rep:Perissodactyla
GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	ITPR1	found_annotated	CM021215.1	37515229	37833219	+	317991	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9815	0	0	8283	True	268660	0.84	Chromosome	249	2207535	11705	0.0	1.0	1.0	1	G4228_016139	3	False	E4		zero_hit_proteome
GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	ITPR2	found_annotated	NC_071401.1	135363033	135624611	+	261579	MP000054	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9815	0	0	8100	True	20797936	79.51	Chromosome	302	1341795	15990	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Cuculiformes;zero_hit_proteome
GCF_024166365.1	Elephas maximus indicus	Mammalia	Proboscidea	ITPR2	found_annotated	NC_064822.1	85124538	85646657	-	522120	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9815	0	0	8106	True	87987108	168.52	Chromosome	324	2492337	18567	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Proboscidea
GCF_027409185.1	Cynocephalus volans	Mammalia	Dermoptera	ITPR2	found_annotated	NC_084471.1	86855595	87339988	+	484394	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9815	0	0	8103	True	69195939	142.85	Chromosome	190	2107999	14732	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Dermoptera
GCF_003957555.1	Calypte anna	Aves	Apodiformes	ITPR2	found_annotated	NC_044244.1	42102890	42358908	+	256019	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9814	1	0	8101	True	14522327	56.72	Chromosome	210	1021610	14631	0.0	1.0	1.0	1	ITPR2	3	True			missing_paralog
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	ITPR2	found_annotated	NW_021940729.1	2305507	2544400	-	238894	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9811	0	0	8100	True	290580	1.22	Scaffold	250	1012766	14277	0.0	1.0	1.0	1	ITPR2	3	False	E2		missing_paralog
GCF_020826845.1	Diceros bicornis minor	Mammalia	Perissodactyla	ITPR2	found_annotated	NC_080756.1	36092444	36639662	+	547219	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9811	0	0	8106	True	28468213	52.02	Chromosome	142	1867373	16668	0.0	1.0	1.0	1	ITPR2	3	True			missing_paralog;fragment_only
GCA_014839755.1	Sylvia borin	Aves	Passeriformes	ITPR2	found_annotated	CM025960.1	9884209	10131388	-	247180	MP000053	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9807	0	0	8100	True	31914676	129.12	Chromosome	212	1158710	12959	0.0	1.0	1.0	1	ITPR2	3	True			missing_paralog;fragment_only
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	Squamata	ITPR1	found_annotated	NC_069658.1	289537861	289944032	+	406172	MP000060	A0A670JBK6|ITPR1|Podarcis_muralis	1.0	0.9807	0	0	8256	True	160691000	395.62	Chromosome	349	2371016	24942	0.0	1.0	1.022	3	ITPR1;LOC128345176;LOC128345173	3	True			order_rep:Squamata
GCF_030490865.1	Poecile atricapillus	Aves	Passeriformes	ITPR2	found_annotated	NC_081288.1	16636474	16877527	+	241054	MP000066	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9807	0	0	8100	True	8462732	35.11	Chromosome	310	1141085	13877	0.0	1.0	1.0	1	LOC131591576	3	True			order_rep:Passeriformes;missing_paralog
GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	ITPR2	found_annotated	NC_091014.1	64873963	65117088	-	243126	MP000053	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9807	0	0	8100	True	17285536	71.1	Chromosome	319	1310258	13214	0.0	1.0	1.0	1	ITPR2	3	True			missing_paralog;fragment_only
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	ITPR3	found_annotated	NW_020456276.1	2224562	2267734	+	43173	MP000017	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9801	0	0	8001	False	95599	2.21	Scaffold	2601	826423	12292	0.0	1.0	1.0	1	ITPR3	3	False	E2		order_rep:Tinamiformes
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	ITPR2	found_annotated	NW_008246056.1	1641155	1876425	-	235271	MP000048	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.9798	0	0	8007	False	29093	0.12	Scaffold	260	1563774	14370	0.0	1.0	1.0	1	ITPR2	3	False	E2		missing_paralog
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	ITPR2	found_annotated	NW_006921841.1	1916557	2641139	-	724583	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9789	0	0	8106	False	17683	0.02	Scaffold	170	2137828	17858	0.0	1.0	1.0	1	ITPR2	3	False	E2		order_rep:Tubulidentata
GCF_023851605.1	Tamandua tetradactyla	Mammalia	Pilosa	ITPR2	found_annotated	NC_135333.1	89216458	89819054	-	602597	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9789	0	0	8106	True	9869167	16.38	Chromosome	198	2428671	20838	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Pilosa
GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	ITPR2	found_annotated	CM021213.1	22769371	23329935	+	560565	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9785	0	0	8106	True	268660	0.48	Chromosome	80	2207535	11705	0.0	1.0	1.0	1	G4228_014783	3	False	E2		zero_hit_proteome
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	ITPR1	found_annotated	NW_006159551.1	46538	421763	+	375226	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9785	1	0	8315	False	25938	0.07	Scaffold	378	1871701	18439	0.0	1.0	1.015	2	ITPR1;LOC106734300	3	False	E2		order_rep:Scandentia
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	ITPR1	found_annotated	NC_134535.1	143553327	143930484	+	377158	MP000002	P11881|Itpr1|Mus_musculus|ITPR1	1.0	0.9782	0	0	8250	True	41601014	110.3	Chromosome	414	2300776	15259	0.0	1.0	1.0	1	ITPR1	3	True			order_rep:Afrosoricida
GCF_021613505.1	Equus quagga	Mammalia	Perissodactyla	ITPR3	found_annotated	NC_060281.1	30103960	30168756	-	64797	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9779	0	0	8016	True	427941	6.6	Chromosome	4122	2273580	16984	0.0	1.0	1.0	1	ITPR3	3	False	E4		order_rep:Perissodactyla
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	ITPR2	found_annotated	NC_137278.1	178460678	179020754	+	560077	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9778	0	0	8106	True	166642423	297.53	Complete Genome	275	2308738	17581	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Artiodactyla
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	ITPR2	found_annotated	NC_133976.1	64208588	64488618	+	280031	MP000054	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9774	0	0	8109	True	16359274	58.42	Chromosome	279	1283073	15053	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Strigiformes
GCA_008658365.1	Alca torda	Aves	Charadriiformes	ITPR2	found_annotated	CM018076.1	74630781	74897326	-	266546	MP000051	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9772	5	1	8096	True	18221265	68.36	Chromosome	267	1291292	16763	0.0	1.0	1.0	1	ITPR2	3	True			fragment_only
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	ITPR3	found_annotated	NC_088265.1	646872	772933	-	126062	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9769	0	0	8067	True	25101800	199.12	Chromosome	947	1281342	12850	0.0	1.0	1.0	1	ITPR3	3	True			order_rep:Columbiformes
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	ITPR2	found_annotated	NW_009258671.1	5501948	5742304	-	240357	MP000049	A0A672UP22|ITPR2|Strigops_habroptila	0.9885	0.9768	0	0	8031	False	29019	0.12	Scaffold	205	1334919	15672	0.0	1.0	1.0	1	ITPR2	3	False	E2		missing_paralog
GCA_009769605.1	Bucorvus abyssinicus	Aves	Bucerotiformes	ITPR2	found_annotated	CM020053.1	12089772	12346833	+	257062	MP000049	A0A672UP22|ITPR2|Strigops_habroptila	1.0	0.9767	0	0	8103	True	12039478	46.83	Chromosome	204	1197519	11295	0.0	1.0	1.0	1	ITPR2	3	True			missing_paralog
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	ITPR3	found_annotated	NW_009259598.1	1127925	1268775	-	140851	MP000018	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9765	1	0	8041	False	29019	0.21	Scaffold	624	1334919	15672	0.0	1.0	1.527	2	ITPR3;LOC118452228	3	False	E2		missing_paralog
GCF_020171115.1	Neogale vison	Mammalia	Carnivora	ITPR2	found_annotated	NC_058102.1	68088926	68595673	+	506748	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9763	0	0	8106	True	220349319	434.83	Chromosome	221	2250073	16741	0.0	1.0	1.0	1	ITPR2	3	True			order_rep:Carnivora
GCF_020826845.1	Diceros bicornis minor	Mammalia	Perissodactyla	ITPR3	found_annotated	NC_080753.1	30701436	30931174	-	229739	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.976	0	0	8016	True	28468213	123.92	Chromosome	870	1867373	16668	0.0	1.0	1.0	1	ITPR3	3	True			missing_paralog;fragment_only
GCF_027409185.1	Cynocephalus volans	Mammalia	Dermoptera	ITPR3	found_annotated	NC_084464.1	45231446	45303558	+	72113	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.976	0	0	8016	True	69195939	959.55	Chromosome	3504	2107999	14732	0.0	1.0	1.0	1	ITPR3	3	True			order_rep:Dermoptera
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	Sirenia	ITPR3	found_annotated	NW_004444197.1	479476	766495	+	287020	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9757	0	0	8013	False	37750	0.13	Scaffold	710	2703848	20058	0.0	1.0	1.0	1	ITPR3	3	False	E2		order_rep:Sirenia
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	ITPR3	found_annotated	NW_006921646.1	1076671	1222591	+	145921	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9753	0	0	8013	False	17683	0.12	Scaffold	2188	2137828	17858	0.0	1.0	1.0	1	ITPR3	3	False	E2		order_rep:Tubulidentata
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	ITPR1	found_annotated	NC_089499.1	3891219	4161932	+	270714	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9753	0	0	8274	True	20156883	74.46	Chromosome	793	2510439	21237	0.0	1.0	1.0	1	ITPR1	3	True			order_rep:Chiroptera
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	ITPR2	found_annotated	NW_006399907.1	1203623	1935585	-	731963	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9752	0	0	8106	False	24219	0.03	Scaffold	152	2584888	16513	0.0	1.0	1.0	1	ITPR2	3	False	E2		order_rep:Macroscelidea
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	ITPR2	found_annotated	NW_006159458.1	4235530	4801213	+	565684	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	0.9885	0.9749	0	0	8007	False	25938	0.05	Scaffold	144	1871701	18439	0.0	1.0	1.0	1	ITPR2	3	False	E2		order_rep:Scandentia
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	ITPR2	found_annotated	NW_020455560.1	467090	706888	-	239799	MP000009	F1P1X4|ITPR2|Gallus_gallus|ITPR2	1.0	0.9748	0	0	8103	False	95599	0.4	Scaffold	157	826423	12292	0.0	1.0	1.0	1	ITPR2	3	False	E2		order_rep:Tinamiformes
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	Chiroptera	ITPR2	found_annotated	NC_137077.1	33700054	34123585	-	423532	MP000008	Q14571|ITPR2|Homo_sapiens|ITPR2	1.0	0.9748	0	0	8106	True	2474537	5.84	Chromosome	228	2362317	16772	0.0	1.0	1.0	1	ITPR2	3	False	E4		missing_paralog
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	ITPR1	found_annotated	NW_006399950.1	2287804	2608413	-	320610	MP000002	P11881|Itpr1|Mus_musculus|ITPR1	1.0	0.9742	0	0	8244	False	24219	0.08	Scaffold	695	2584888	16513	0.0	1.0	1.0	1	ITPR1	3	False	E2		order_rep:Macroscelidea
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	ITPR3	found_annotated	NW_009270925.1	286269	376024	+	89756	MP000024	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	1.0	0.9739	0	1	8052	False	34997	0.39	Scaffold	1486	1258879	17214	0.0	1.0	1.0	1	ITPR3	3	False	E2		missing_paralog
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	Lagomorpha	ITPR1	found_annotated	NC_091441.1	120929114	121206414	-	277301	MP000001	Q14643|ITPR1|Homo_sapiens|ITPR1	1.0	0.9739	0	0	8271	True	2030165	7.32	Chromosome	837	2389242	17598	0.0	1.0	1.0	1	ITPR1	3	False	E4		order_rep:Lagomorpha
GCF_020171115.1	Neogale vison	Mammalia	Carnivora	ITPR3	found_annotated	NC_058091.1	118890066	118980068	-	90003	MP000016	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9738	0	0	8016	True	220349319	2448.24	Chromosome	2944	2250073	16741	0.0	1.0	1.0	1	ITPR3	3	True			order_rep:Carnivora
GCF_024166365.1	Elephas maximus indicus	Mammalia	Proboscidea	ITPR3	found_annotated	NC_064819.1	96399354	96641345	+	241992	MP000015	Q14573|ITPR3|Homo_sapiens|ITPR3	1.0	0.9738	0	0	8013	True	87987108	363.6	Chromosome	1165	2492337	18567	0.0	1.0	1.0	1	ITPR3	3	True			order_rep:Proboscidea
