accession	organism	vclass	cell	bait	clade	family	class	contig_a	start_a	end_a	strand_a	cov_a	contig_b	start_b	end_b	strand_b	cov_b	q_overlap_frac	genomic_gap_bp	same_contig	same_strand	within_one_locus
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_090703.1	16136441	16304642	-	1	NC_090712.1	16746823	16941296	-	1	1	-1	0	1	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_091016.1	53913629	54203695	+	0.9972	NC_091019.1	35597898	35755406	-	1	1	-1	0	0	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_091016.1	53913629	54203695	+	0.9972	NC_091045.1	520059	577719	+	1	1	-1	0	1	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_091019.1	35597898	35755406	-	1	NC_091045.1	520059	577719	+	1	1	-1	0	0	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_091016.1	53815878	54203695	+	1	NC_091019.1	35597898	35800240	-	1	1	-1	0	0	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_091016.1	53815878	54203695	+	1	NC_091045.1	518514	577719	+	1	1	-1	0	1	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_091019.1	35597898	35800240	-	1	NC_091045.1	518514	577719	+	1	1	-1	0	0	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_091016.1	53815878	54203695	+	1	NC_091019.1	35597898	35800240	-	1	1	-1	0	0	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_091016.1	53815878	54203695	+	1	NC_091045.1	518523	577719	+	0.9992	1	-1	0	1	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_091019.1	35597898	35800240	-	1	NC_091045.1	518523	577719	+	0.9992	1	-1	0	0	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_091016.1	53815881	54203695	+	1	NC_091019.1	35597898	35800240	-	1	1	-1	0	0	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	H3BGR5	RYR	RYR	dispersed	NC_091016.1	53913629	54203695	+	1	NC_091019.1	35597898	35750011	-	1	1	-1	0	0	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	H3BGR5	RYR	RYR	dispersed	NC_091016.1	53913629	54203695	+	1	NC_091045.1	520733	577719	+	1	1	-1	0	1	0
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	H3BGR5	RYR	RYR	dispersed	NC_091019.1	35597898	35750011	-	1	NC_091045.1	520733	577719	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A4W3GWE7	ITPR3	ITPR	dispersed	NC_137503.1	8379102	8407400	+	1	NC_137518.1	14783312	14891917	-	0.9973	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A4W3JHJ0	vertebrate_basal	ITPR	dispersed	NC_137503.1	8383524	8407415	+	0.9724	NC_137518.1	14783297	14879243	-	0.9788	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A670JBK6	ITPR1	ITPR	dispersed	NC_137503.1	8379099	8407415	+	1	NC_137518.1	14783297	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A672IUQ7	ITPR1	ITPR	dispersed	NC_137503.1	8379099	8407415	+	1	NC_137518.1	14783297	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A672UP22	ITPR2	ITPR	dispersed	NC_137503.1	8379099	8407409	+	1	NC_137518.1	14783303	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A6I8RGU0	ITPR2	ITPR	dispersed	NC_137503.1	8379099	8407403	+	1	NC_137518.1	14783309	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A6J0TV85	ITPR3	ITPR	dispersed	NC_137503.1	8379102	8407394	+	1	NC_137518.1	14783318	14891917	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A7K6LHC3	ITPR3	ITPR	dispersed	NC_137503.1	8379102	8407394	+	1	NC_137518.1	14783318	14891917	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A8J0SYK9	ITPR3	ITPR	dispersed	NC_137503.1	8379102	8407370	+	0.9929	NC_137518.1	14783342	14891917	-	0.9929	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A8J0T3U5	ITPR1	ITPR	dispersed	NC_137503.1	8379099	8407415	+	1	NC_137518.1	14783297	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A8M2BDG0	ITPR1	ITPR	dispersed	NC_137503.1	8379099	8407415	+	1	NC_137518.1	14783297	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A8M9PQQ3	ITPR2	ITPR	dispersed	NC_137503.1	8379099	8407379	+	0.9962	NC_137518.1	14783330	14891920	-	0.9966	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A8V0ZJT0	ITPR1	ITPR	dispersed	NC_137503.1	8379072	8407415	+	0.9982	NC_137518.1	14783297	14891923	-	0.9953	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0A8V1ACE6	ITPR3	ITPR	dispersed	NC_137503.1	8379102	8407394	+	1	NC_137518.1	14783318	14891917	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0AAJ7U4X1	vertebrate_basal	ITPR	dispersed	NC_137503.1	8379102	8407412	+	0.9996	NC_137518.1	14783300	14891920	-	0.9996	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0AAX7UHL1	ITPR2	ITPR	dispersed	NC_137503.1	8379099	8407379	+	0.9967	NC_137518.1	14783306	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0ABM1LG32	ITPR2	ITPR	dispersed	NC_137503.1	8379099	8407391	+	0.9978	NC_137518.1	14783321	14891920	-	0.9978	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	A0ABM4F3U0	ITPR1	ITPR	dispersed	NC_137503.1	8379099	8407415	+	1	NC_137518.1	14783297	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	F1P1X4	ITPR2	ITPR	dispersed	NC_137503.1	8379099	8407409	+	1	NC_137518.1	14783303	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	H3A1P5	ITPR1	ITPR	dispersed	NC_137503.1	8382239	8407415	+	1	NC_137518.1	14783297	14879511	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	H3B932	ITPR3	ITPR	dispersed	NC_137503.1	8379102	8407409	+	0.9978	NC_137518.1	14783303	14891917	-	0.9978	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	P11881	ITPR1	ITPR	dispersed	NC_137503.1	8379099	8407415	+	1	NC_137518.1	14783297	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	P70227	ITPR3	ITPR	dispersed	NC_137503.1	8379102	8407370	+	0.997	NC_137518.1	14783342	14891917	-	0.997	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	Q14571	ITPR2	ITPR	dispersed	NC_137503.1	8379099	8407391	+	0.9978	NC_137518.1	14783321	14891920	-	0.9978	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	Q14573	ITPR3	ITPR	dispersed	NC_137503.1	8379102	8407370	+	0.997	NC_137518.1	14783342	14891917	-	0.997	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	Q14643	ITPR1	ITPR	dispersed	NC_137503.1	8379099	8407415	+	1	NC_137518.1	14783297	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	Q9Z329	ITPR2	ITPR	dispersed	NC_137503.1	8379099	8407391	+	0.9978	NC_137518.1	14783321	14891920	-	0.9978	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	W5MYT2	vertebrate_basal	ITPR	dispersed	NC_137503.1	8379099	8407415	+	1	NC_137518.1	14783297	14891920	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137502.1	13093681	13145732	-	0.998	NC_137503.1	27005559	27067447	-	0.9966	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137502.1	13093681	13145732	-	0.998	NC_137506.1	24837230	24954944	-	0.9962	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137502.1	13093681	13145732	-	0.998	NC_137511.1	26423121	26570797	+	0.996	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137503.1	27005559	27067447	-	0.9966	NC_137506.1	24837230	24954944	-	0.9962	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137503.1	27005559	27067447	-	0.9966	NC_137511.1	26423121	26570797	+	0.996	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_137506.1	24837230	24954944	-	0.9962	NC_137511.1	26423121	26570797	+	0.996	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137502.1	13093681	13145708	-	0.998	NC_137503.1	27005559	27067432	-	0.9972	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137502.1	13093681	13145708	-	0.998	NC_137506.1	24837230	24954938	-	0.9972	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137502.1	13093681	13145708	-	0.998	NC_137511.1	26423124	26570797	+	0.9972	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137502.1	13093681	13145708	-	0.998	NC_137515.1	8011411	8069938	-	0.9972	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137503.1	27005559	27067432	-	0.9972	NC_137506.1	24837230	24954938	-	0.9972	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137503.1	27005559	27067432	-	0.9972	NC_137511.1	26423124	26570797	+	0.9972	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137503.1	27005559	27067432	-	0.9972	NC_137515.1	8011411	8069938	-	0.9972	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137506.1	24837230	24954938	-	0.9972	NC_137511.1	26423124	26570797	+	0.9972	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137506.1	24837230	24954938	-	0.9972	NC_137515.1	8011411	8069938	-	0.9972	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_137511.1	26423124	26570797	+	0.9972	NC_137515.1	8011411	8069938	-	0.9972	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137503.1	27005559	27074695	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137506.1	24837230	24982160	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137515.1	8011411	8073586	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137503.1	27005559	27074695	-	1	NC_137506.1	24837230	24982160	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137503.1	27005559	27074695	-	1	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137503.1	27005559	27074695	-	1	NC_137515.1	8011411	8073586	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137506.1	24837230	24982160	-	1	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137506.1	24837230	24982160	-	1	NC_137515.1	8011411	8073586	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137511.1	26381882	26570797	+	1	NC_137515.1	8011411	8073586	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137503.1	27005559	27074695	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137506.1	24837230	24982160	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137503.1	27005559	27074695	-	1	NC_137506.1	24837230	24982160	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137503.1	27005559	27074695	-	1	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137506.1	24837230	24982160	-	1	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137503.1	27005559	27074695	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137506.1	24837230	24982151	-	0.9992	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137515.1	8011411	8073586	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137503.1	27005559	27074695	-	1	NC_137506.1	24837230	24982151	-	0.9992	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137503.1	27005559	27074695	-	1	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137503.1	27005559	27074695	-	1	NC_137515.1	8011411	8073586	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137506.1	24837230	24982151	-	0.9992	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137506.1	24837230	24982151	-	0.9992	NC_137515.1	8011411	8073586	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137511.1	26381882	26570797	+	1	NC_137515.1	8011411	8073586	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137502.1	13093681	13145696	-	1	NC_137503.1	27005559	27067432	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137502.1	13093681	13145696	-	1	NC_137506.1	24837230	24954938	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137502.1	13093681	13145696	-	1	NC_137511.1	26423124	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137502.1	13093681	13145696	-	1	NC_137515.1	8011411	8069938	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137503.1	27005559	27067432	-	1	NC_137506.1	24837230	24954938	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137503.1	27005559	27067432	-	1	NC_137511.1	26423124	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137503.1	27005559	27067432	-	1	NC_137515.1	8011411	8069938	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137506.1	24837230	24954938	-	1	NC_137511.1	26423124	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137506.1	24837230	24954938	-	1	NC_137515.1	8011411	8069938	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137511.1	26423124	26570797	+	1	NC_137515.1	8011411	8069938	-	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137503.1	27005559	27074695	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137506.1	24837230	24982160	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137502.1	13093681	13155321	-	1	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137503.1	27005559	27074695	-	1	NC_137506.1	24837230	24982160	-	1	1	-1	0	1	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137503.1	27005559	27074695	-	1	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137506.1	24837230	24982160	-	1	NC_137511.1	26381882	26570797	+	1	1	-1	0	0	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_133332.1	68437125	68671179	+	0.996	NC_133336.1	100735852	101655622	-	0.996	1	-1	0	0	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_133332.1	68437128	68671179	+	0.9972	NC_133336.1	100735852	101655619	-	0.9972	1	-1	0	0	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_133332.1	68370922	68671179	+	1	NC_133336.1	100735852	101817078	-	1	1	-1	0	0	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_133332.1	68370922	68671179	+	1	NC_133336.1	100735852	101817078	-	1	1	-1	0	0	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_133332.1	68370925	68671179	+	1	NC_133336.1	100735852	101817075	-	1	1	-1	0	0	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RYR	H3BGR5	RYR	RYR	dispersed	NC_133332.1	68437128	68671179	+	1	NC_133336.1	100735852	101655619	-	1	1	-1	0	0	0
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RYR	Q92736	RYR	RYR	dispersed	NC_133332.1	68370922	68671179	+	1	NC_133336.1	100735852	101817078	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A4W3GWE7	ITPR3	ITPR	dispersed	NC_092013.1	9877270	9939202	+	1	NC_092013.1	31204416	31279294	+	0.9973	1	21265213	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A4W3JHJ0	vertebrate_basal	ITPR	dispersed	NC_092013.1	9889260	9939217	+	0.9724	NC_092013.1	31212858	31279309	+	0.9724	1	21273640	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A670JBK6	ITPR1	ITPR	dispersed	NC_092013.1	9877267	9939217	+	1	NC_092013.1	31204413	31279309	+	1	1	21265195	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A672IUQ7	ITPR1	ITPR	dispersed	NC_092013.1	9877267	9939217	+	1	NC_092013.1	31204413	31279309	+	1	1	21265195	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A672UP22	ITPR2	ITPR	dispersed	NC_092013.1	9877267	9939211	+	1	NC_092013.1	31204413	31279303	+	1	1	21265201	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A6I8RGU0	ITPR2	ITPR	dispersed	NC_092013.1	9877267	9939205	+	1	NC_092013.1	31204413	31279297	+	1	1	21265207	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A6J0TV85	ITPR3	ITPR	dispersed	NC_092013.1	9877270	9939196	+	1	NC_092013.1	31204416	31279288	+	1	1	21265219	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A7K6LHC3	ITPR3	ITPR	dispersed	NC_092013.1	9877270	9939196	+	1	NC_092013.1	31204416	31279288	+	1	1	21265219	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A8J0SYK9	ITPR3	ITPR	dispersed	NC_092013.1	9877270	9939172	+	0.9929	NC_092013.1	31204416	31277983	+	0.9929	1	21265243	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A8J0T3U5	ITPR1	ITPR	dispersed	NC_092013.1	9877267	9939217	+	1	NC_092013.1	31204413	31279309	+	1	1	21265195	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A8M2BDG0	ITPR1	ITPR	dispersed	NC_092013.1	9877267	9939217	+	1	NC_092013.1	31204413	31279309	+	1	1	21265195	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A8M9PQQ3	ITPR2	ITPR	dispersed	NC_092013.1	9877267	9939193	+	0.9974	NC_092013.1	31204413	31279276	+	0.9966	1	21265219	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A8V0ZJT0	ITPR1	ITPR	dispersed	NC_092013.1	9877267	9939217	+	0.995	NC_092013.1	31204413	31279309	+	0.995	1	21265195	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0A8V1ACE6	ITPR3	ITPR	dispersed	NC_092013.1	9877270	9939196	+	1	NC_092013.1	31204416	31279288	+	1	1	21265219	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0AAJ7U4X1	vertebrate_basal	ITPR	dispersed	NC_092013.1	9877267	9939214	+	0.9996	NC_092013.1	31204413	31279306	+	0.9996	1	21265198	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0ABM1LG32	ITPR2	ITPR	dispersed	NC_092013.1	9877267	9939193	+	0.9978	NC_092013.1	31204413	31279496	+	1	1	21265219	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	A0ABM4F3U0	ITPR1	ITPR	dispersed	NC_092013.1	9877267	9939217	+	1	NC_092013.1	31204413	31279309	+	1	1	21265195	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	F1P1X4	ITPR2	ITPR	dispersed	NC_092013.1	9877267	9939211	+	1	NC_092013.1	31204413	31279303	+	1	1	21265201	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	H3A1P5	ITPR1	ITPR	dispersed	NC_092013.1	9888592	9939217	+	1	NC_092013.1	31212536	31279309	+	1	1	21273318	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	H3B932	ITPR3	ITPR	dispersed	NC_092013.1	9877270	9939202	+	1	NC_092013.1	31204416	31279303	+	0.9978	1	21265213	1	1	0
