accession	organism	vclass	cell	detector_fires	n_pairs	n_within_locus	n_tandem	n_dispersed	s16_copies	s16_same_contig_copies	truth_duplicated	agreement
GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCA_980438365.1	Acanthurus tractus	Actinopteri	RYR	1	78	0	0	78	6	0	1	tp
GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCA_984656905.1	Parequula melbournensis	Actinopteri	RYR	1	67	0	0	67	6	0	1	tp
GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCA_987193245.1	Pontoporia blainvillei	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_000001405.40	Homo sapiens	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000001405.40	Homo sapiens	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000001405.40	Homo sapiens	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000001405.40	Homo sapiens	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_000001635.27	Mus musculus	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000001635.27	Mus musculus	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000001635.27	Mus musculus	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000001635.27	Mus musculus	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000004195.4	Xenopus tropicalis	Amphibia	RYR	1	7	0	0	7	2	1	1	tp
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000243295.1	Trichechus manatus latirostris	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000298275.1	Orycteropus afer afer	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000298275.1	Orycteropus afer afer	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000299155.1	Elephantulus edwardii	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000299155.1	Elephantulus edwardii	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	RYR	1	5	0	0	5	2	0	1	tp
GCF_000687185.1	Egretta garzetta	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000687185.1	Egretta garzetta	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000687185.1	Egretta garzetta	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000687185.1	Egretta garzetta	Aves	RYR	1	4	0	0	4	2	0	1	tp
GCF_000687285.1	Phaethon lepturus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000687285.1	Phaethon lepturus	Aves	ITPR2	0	0	0	0	0	0	0	0	tn
GCF_000687285.1	Phaethon lepturus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000687285.1	Phaethon lepturus	Aves	RYR	0	0	0	0	0	1	0	0	tn
GCF_000690535.1	Cariama cristata	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000690535.1	Cariama cristata	Aves	ITPR2	0	0	0	0	0	0	0	0	tn
GCF_000690535.1	Cariama cristata	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000690535.1	Cariama cristata	Aves	RYR	0	0	0	0	0	1	0	0	tn
GCF_000690775.1	Eurypyga helias	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000690775.1	Eurypyga helias	Aves	ITPR2	0	0	0	0	0	0	0	0	tn
GCF_000690775.1	Eurypyga helias	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000690775.1	Eurypyga helias	Aves	RYR	1	4	0	0	4	0	0	0	fp
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR2	0	0	0	0	0	0	0	0	tn
GCF_000690835.1	Fulmarus glacialis	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000690835.1	Fulmarus glacialis	Aves	RYR	0	0	0	0	0	0	0	0	tn
GCF_000691845.1	Merops nubicus	Aves	ITPR1	0	0	0	0	0	0	0	0	tn
GCF_000691845.1	Merops nubicus	Aves	ITPR2	0	0	0	0	0	0	0	0	tn
GCF_000691845.1	Merops nubicus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000691845.1	Merops nubicus	Aves	RYR	1	7	0	0	7	2	0	1	tp
GCF_000691975.1	Corvus brachyrhynchos	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000691975.1	Corvus brachyrhynchos	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000691975.1	Corvus brachyrhynchos	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000691975.1	Corvus brachyrhynchos	Aves	RYR	1	4	0	0	4	2	0	1	tp
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000695765.1	Mesitornis unicolor	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000695765.1	Mesitornis unicolor	Aves	RYR	0	0	0	0	0	0	0	0	tn
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000695815.1	Acanthisitta chloris	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000695815.1	Acanthisitta chloris	Aves	RYR	0	0	0	0	0	1	0	0	tn
GCF_000696875.1	Nestor notabilis	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000696875.1	Nestor notabilis	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000696875.1	Nestor notabilis	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000696875.1	Nestor notabilis	Aves	RYR	1	4	0	0	4	1	0	0	fp
GCF_000698965.1	Struthio camelus australis	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000698965.1	Struthio camelus australis	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000698965.1	Struthio camelus australis	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000698965.1	Struthio camelus australis	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000699105.1	Pygoscelis adeliae	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000699105.1	Pygoscelis adeliae	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000699145.1	Aptenodytes forsteri	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000699145.1	Aptenodytes forsteri	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000699245.1	Pterocles gutturalis	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000699245.1	Pterocles gutturalis	Aves	RYR	1	4	0	0	4	1	0	0	fp
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR2	0	0	0	0	0	0	0	0	tn
GCF_000700745.2	Antrostomus carolinensis	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000700745.2	Antrostomus carolinensis	Aves	RYR	0	0	0	0	0	0	0	0	tn
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR1	0	0	0	0	0	0	0	0	tn
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR2	0	0	0	0	0	0	0	0	tn
GCF_000703405.1	Apaloderma vittatum	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000703405.1	Apaloderma vittatum	Aves	RYR	1	4	0	0	4	0	0	0	fp
GCF_000705375.1	Tinamus guttatus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000705375.1	Tinamus guttatus	Aves	ITPR2	0	0	0	0	0	0	0	0	tn
GCF_000705375.1	Tinamus guttatus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000705375.1	Tinamus guttatus	Aves	RYR	1	4	0	0	4	2	0	1	tp
GCF_000708025.1	Charadrius vociferus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000708025.1	Charadrius vociferus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000708025.1	Charadrius vociferus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000708025.1	Charadrius vociferus	Aves	RYR	1	4	0	0	4	2	0	1	tp
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	ITPR1	0	0	0	0	0	0	0	0	tn
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	ITPR2	0	0	0	0	0	0	0	0	tn
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	RYR	0	0	0	0	0	1	0	0	tn
GCF_000747805.2	Chaetura pelagica	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_000747805.2	Chaetura pelagica	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_000747805.2	Chaetura pelagica	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_000747805.2	Chaetura pelagica	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_001715985.3	Manacus vitellinus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_001715985.3	Manacus vitellinus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_001715985.3	Manacus vitellinus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_001715985.3	Manacus vitellinus	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_003342845.1	Nothoprocta perdicaria	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_003342845.1	Nothoprocta perdicaria	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_003668045.3	Cricetulus griseus	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_003957555.1	Calypte anna	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_003957555.1	Calypte anna	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_003957555.1	Calypte anna	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_003957555.1	Calypte anna	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	RYR	1	7	0	0	7	3	0	1	tp
GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_009764475.1	Pristis pectinata	Chondrichthyes	RYR	1	14	0	0	14	3	0	1	tp
GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_009769465.1	Tauraco erythrolophus	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_011004845.1	Esox lucius	Actinopteri	ITPR1	1	28	0	0	28	2	1	1	tp
GCF_011004845.1	Esox lucius	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_011004845.1	Esox lucius	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_011004845.1	Esox lucius	Actinopteri	RYR	1	48	0	0	48	6	1	1	tp
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR1	1	28	0	0	28	2	0	1	tp
GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_013368585.1	Megalops cyprinoides	Actinopteri	RYR	1	31	0	0	31	5	0	1	tp
GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_013368605.1	Nyctibius grandis	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_013368605.1	Nyctibius grandis	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_013368605.1	Nyctibius grandis	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_014839835.1	Dryobates pubescens	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_014839835.1	Dryobates pubescens	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_014839835.1	Dryobates pubescens	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_014839835.1	Dryobates pubescens	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_016433145.1	Gracilinanus agilis	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_016433145.1	Gracilinanus agilis	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_016699485.2	Gallus gallus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_016699485.2	Gallus gallus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_016699485.2	Gallus gallus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_016699485.2	Gallus gallus	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_016859285.1	Xiphias gladius	Actinopteri	RYR	1	85	0	0	85	6	0	1	tp
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	RYR	1	16	0	0	16	3	0	1	tp
GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR1	1	30	0	0	30	2	0	1	tp
GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR2	1	21	0	0	21	2	0	1	tp
GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR3	1	17	0	0	17	2	0	1	tp
GCF_017654505.1	Polyodon spathula	Actinopteri	RYR	1	79	0	0	79	6	0	1	tp
GCF_017976375.1	Cuculus canorus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_017976375.1	Cuculus canorus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_017976375.1	Cuculus canorus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_017976375.1	Cuculus canorus	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_018139145.2	Gymnogyps californianus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_018139145.2	Gymnogyps californianus	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_018320785.1	Cheilinus undulatus	Actinopteri	RYR	1	76	0	0	76	6	0	1	tp
GCF_018691265.1	Tyto alba	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_018691265.1	Tyto alba	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_018691265.1	Tyto alba	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_018691265.1	Tyto alba	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	1	21	0	0	21	3	0	1	tp
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	1	24	0	0	24	3	0	1	tp
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	1	28	0	0	28	2	1	1	tp
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	1	60	0	0	60	6	0	1	tp
GCF_020171115.1	Neogale vison	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_020171115.1	Neogale vison	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_020171115.1	Neogale vison	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_020171115.1	Neogale vison	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_020740795.1	Apus apus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_020740795.1	Apus apus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_020740795.1	Apus apus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_020740795.1	Apus apus	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_020826845.1	Diceros bicornis minor	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	RYR	1	11	0	0	11	3	0	1	tp
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR1	1	26	0	0	26	2	1	1	tp
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_021292245.1	Micropterus dolomieu	Actinopteri	RYR	1	75	0	0	75	6	0	1	tp
GCF_021613505.1	Equus quagga	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_021613505.1	Equus quagga	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_021613505.1	Equus quagga	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_021613505.1	Equus quagga	Mammalia	RYR	1	13	0	0	13	3	1	1	tp
GCF_023634155.1	Falco peregrinus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_023634155.1	Falco peregrinus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_023634155.1	Falco peregrinus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_023634155.1	Falco peregrinus	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_023851605.1	Tamandua tetradactyla	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_024166365.1	Elephas maximus indicus	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_025201925.1	Gopherus flavomarginatus	Testudines	RYR	1	15	0	0	15	3	0	1	tp
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	RYR	1	15	0	0	15	3	1	1	tp
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_027409185.1	Cynocephalus volans	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR1	1	29	0	0	29	2	1	1	tp
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	1	63	0	0	63	6	0	1	tp
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	1	28	0	0	28	2	0	1	tp
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	1	48	0	0	48	6	1	1	tp
GCF_027579735.1	Bombina bombina	Amphibia	ITPR1	0	0	0	0	0	1	0	0	tn
