accession	cell	locus_idx	intron_index	length	splice_class	frame_ok	col_left	col_right	intron_phase	q_left	q_right
GCF_029633855.1	RYR	3	72	1130	canonical	1	7694	7695	2	3612	3613
GCF_029633855.1	RYR	3	73	2489	canonical	1	7732	7733	0	3645	3646
GCF_029633855.1	RYR	3	74	785	canonical	1	7797	7801	2	3679	3680
GCF_029633855.1	RYR	3	75	100	canonical	1	7823	7824	0	3697	3698
GCF_029633855.1	RYR	3	76	267	canonical	1	7887	7888	0	3715	3716
GCF_029633855.1	RYR	3	77	115	canonical	1	7984	7985	1	3748	3749
GCF_029633855.1	RYR	3	78	91	canonical	1	8021	8022	0	3775	3776
GCF_029633855.1	RYR	3	79	75	canonical	1	8062	8063	2	3800	3801
GCF_029633855.1	RYR	3	80	3257	canonical	1	8434	8435	1	3825	3826
GCF_029633855.1	RYR	3	81	145	canonical	1	8462	8463	1	3852	3853
GCF_029633855.1	RYR	3	82	104	canonical	1	8506	8507	0	3882	3883
GCF_029633855.1	RYR	3	83	149	canonical	1	8592	8593	0	3925	3926
GCF_029633855.1	RYR	3	84	124	canonical	1	8669	8670	0	3960	3961
GCF_029633855.1	RYR	3	85	84	canonical	1	8726	8727	1	3987	3988
GCF_029633855.1	RYR	3	86	444	canonical	1	9585	9586	0	4426	4427
GCF_029633855.1	RYR	3	87	123	canonical	1	9688	9689	0	4493	4494
GCF_029633855.1	RYR	3	88	146	canonical	1	9719	9720	0	4522	4523
GCF_029633855.1	RYR	3	89	123	canonical	1	9926	9927	0	4595	4596
GCF_029633855.1	RYR	3	90	81	canonical	1	10023	10024	2	4638	4639
GCF_029633855.1	RYR	3	91	368	canonical	1	10064	10065	0	4653	4654
GCF_029633855.1	RYR	3	92	89	canonical	1	10110	10111	2	4697	4698
GCF_029633855.1	RYR	3	93	83	canonical	1	10144	10145	0	4718	4719
GCF_029633855.1	RYR	3	94	102	minor	1	10197	10198	0	4767	4768
GCF_029633855.1	RYR	3	95	398	canonical	1	10377	10378	0	4812	4813
GCF_029633855.1	RYR	3	96	84	canonical	1	10471	10472	1	4864	4865
GCF_029633855.1	RYR	3	97	799	canonical	1	10493	10494	0	4886	4887
GCF_029633855.1	RYR	3	98	99	canonical	1	10539	10540	2	4919	4920
GCF_029633855.1	RYR	3	99	92	canonical	1	10563	10564	0	4937	4938
GCF_029633855.1	RYR	0	0	13698	canonical	1	153	154	0	16	17
GCF_029633855.1	RYR	0	1	602	canonical	1	272	274	0	56	57
GCF_029633855.1	RYR	0	2	6880	canonical	1	496	497	0	91	92
GCF_029633855.1	RYR	0	3	182	canonical	1	531	532	0	116	117
GCF_029633855.1	RYR	0	4	813	canonical	1	557	558	1	142	143
GCF_029633855.1	RYR	0	5	420	canonical	1	640	641	0	180	181
GCF_029633855.1	RYR	0	6	241	canonical	1	769	780	1	213	214
GCF_029633855.1	RYR	0	7	2476	canonical	1	847	860	2	245	246
GCF_029633855.1	RYR	0	8	312	canonical	1	1014	1015	2	270	271
GCF_029633855.1	RYR	0	9	247	canonical	1	1247	1248	0	323	324
GCF_029633855.1	RYR	0	10	396	canonical	1	1491	1513	0	378	379
GCF_029633855.1	RYR	0	11	1188	canonical	1	1569	1570	2	418	419
GCF_029633855.1	RYR	0	12	296	canonical	1	1743	1744	0	481	482
GCF_029633855.1	RYR	0	13	366	canonical	1	1875	1876	1	526	527
GCF_029633855.1	RYR	0	14	107	canonical	1	2023	2024	1	558	559
GCF_029633855.1	RYR	0	15	105	canonical	1	2151	2152	0	598	599
GCF_029633855.1	RYR	0	16	690	canonical	1	2318	2319	2	642	643
GCF_029633855.1	RYR	0	17	856	canonical	1	2434	2435	1	723	724
GCF_029633855.1	RYR	0	18	122	canonical	1	2500	2501	2	787	788
GCF_029633855.1	RYR	0	19	169	canonical	1	2574	2575	0	860	861
GCF_029633855.1	RYR	0	20	1214	canonical	1	2621	2622	0	895	896
GCF_029633855.1	RYR	0	21	118	canonical	1	2664	2665	2	929	930
GCF_029633855.1	RYR	0	22	91	canonical	1	2692	2693	2	957	958
GCF_029633855.1	RYR	0	23	230	canonical	1	2764	2767	0	1011	1012
GCF_029633855.1	RYR	0	24	631	canonical	1	2817	2818	1	1060	1061
GCF_029633855.1	RYR	0	25	786	canonical	1	2893	2894	0	1129	1130
GCF_029633855.1	RYR	0	26	143	canonical	1	2953	2954	1	1187	1188
GCF_029633855.1	RYR	0	27	181	canonical	1	3025	3026	0	1257	1258
GCF_029633855.1	RYR	0	28	469	canonical	1	3239	3240	2	1377	1378
GCF_029633855.1	RYR	0	29	327	canonical	1	3378	3379	0	1421	1422
GCF_029633855.1	RYR	0	30	183	canonical	1	3432	3433	2	1474	1475
GCF_029633855.1	RYR	0	31	946	canonical	1	3502	3503	0	1530	1531
GCF_029633855.1	RYR	0	32	198	canonical	1	3531	3552	0	1559	1560
GCF_029633855.1	RYR	0	33	843	canonical	1	3746	3750	2	1634	1635
GCF_029633855.1	RYR	0	34	586	canonical	1	4135	4136	0	1783	1784
GCF_029633855.1	RYR	0	35	328	canonical	1	4339	4340	0	1933	1934
GCF_029633855.1	RYR	0	36	260	canonical	1	4594	4595	0	2000	2001
GCF_029633855.1	RYR	0	37	102	canonical	1	4669	4670	1	2036	2037
GCF_029633855.1	RYR	0	38	135	canonical	1	4748	4749	1	2085	2086
GCF_029633855.1	RYR	0	39	465	canonical	1	5018	5019	2	2176	2177
GCF_029633855.1	RYR	0	40	364	canonical	1	5287	5288	0	2215	2216
GCF_029633855.1	RYR	0	41	104	canonical	1	5417	5421	1	2259	2260
GCF_029633855.1	RYR	0	42	108	canonical	1	5505	5506	0	2291	2292
GCF_029633855.1	RYR	0	43	722	canonical	1	5581	5582	1	2336	2337
GCF_029633855.1	RYR	0	44	117	canonical	1	5701	5702	2	2397	2398
GCF_029633855.1	RYR	0	45	206	canonical	1	5844	5845	0	2436	2437
GCF_029633855.1	RYR	0	46	128	canonical	1	5977	5978	1	2476	2477
GCF_029633855.1	RYR	0	47	251	canonical	1	6139	6140	0	2533	2534
GCF_029633855.1	RYR	0	48	211	canonical	1	6315	6316	2	2606	2607
GCF_029633855.1	RYR	0	49	108	canonical	1	6348	6349	0	2637	2638
GCF_029633855.1	RYR	0	50	478	canonical	1	6403	6404	0	2684	2685
GCF_029633855.1	RYR	0	51	114	canonical	1	6459	6460	2	2738	2739
GCF_029633855.1	RYR	0	52	113	canonical	1	6486	6487	0	2765	2766
GCF_029633855.1	RYR	0	53	1156	canonical	1	6516	6517	0	2795	2796
GCF_029633855.1	RYR	0	54	99	canonical	1	6592	6593	0	2843	2844
GCF_029633855.1	RYR	0	55	201	canonical	1	6648	6667	0	2870	2871
GCF_029633855.1	RYR	0	56	86	canonical	1	6698	6699	1	2895	2896
GCF_029633855.1	RYR	0	57	182	canonical	1	6744	6745	2	2936	2937
GCF_029633855.1	RYR	0	58	215	canonical	1	6791	6792	1	2975	2976
GCF_029633855.1	RYR	0	59	118	canonical	1	6816	6817	0	2998	2999
GCF_029633855.1	RYR	0	60	399	canonical	1	6892	6893	2	3038	3039
GCF_029633855.1	RYR	0	61	1018	canonical	1	6909	6910	1	3055	3056
GCF_029633855.1	RYR	0	62	323	canonical	1	6929	6930	2	3075	3076
GCF_029633855.1	RYR	0	63	88	canonical	1	6975	6976	0	3119	3120
GCF_029633855.1	RYR	0	64	124	canonical	1	7011	7012	1	3155	3156
GCF_029633855.1	RYR	0	65	257	canonical	1	7048	7049	2	3182	3183
GCF_029633855.1	RYR	0	66	208	canonical	1	7092	7093	1	3226	3227
GCF_029633855.1	RYR	0	67	736	canonical	1	7208	7209	1	3333	3334
GCF_029633855.1	RYR	0	68	132	canonical	1	7292	7293	2	3413	3414
GCF_029633855.1	RYR	0	69	980	canonical	1	7327	7328	0	3443	3444
GCF_029633855.1	RYR	0	70	3333	canonical	1	7367	0	0	3474	3475
GCF_029633855.1	RYR	0	71	496	canonical	1	7452	7453	0	3536	3537
GCF_029633855.1	RYR	0	72	96	canonical	1	7472	7549	0	3556	3557
GCF_029633855.1	RYR	0	73	4366	canonical	1	7657	7658	0	3601	3602
GCF_029633855.1	RYR	0	74	103	canonical	1	7694	7695	2	3638	3639
GCF_029633855.1	RYR	0	75	82	canonical	1	7732	7733	0	3671	3672
GCF_029633855.1	RYR	0	76	107	canonical	1	7797	7801	2	3706	3707
GCF_029633855.1	RYR	0	77	549	canonical	1	7823	7824	0	3724	3725
GCF_029633855.1	RYR	0	78	3452	canonical	1	7887	7888	0	3747	3748
GCF_029633855.1	RYR	0	79	125	canonical	1	7984	7985	1	3780	3781
GCF_029633855.1	RYR	0	80	121	canonical	1	8021	8022	0	3807	3808
GCF_029633855.1	RYR	0	81	1660	canonical	1	8062	8063	2	3832	3833
GCF_029633855.1	RYR	0	82	4190	canonical	1	0	8435	1	3863	3864
GCF_029633855.1	RYR	0	83	1142	minor	1	8462	8463	1	3890	3891
GCF_029633855.1	RYR	0	84	443	canonical	1	8506	8507	0	3920	3921
GCF_029633855.1	RYR	0	85	131	canonical	1	8592	8593	0	3963	3964
GCF_029633855.1	RYR	0	86	1183	canonical	1	8669	0	0	3998	3999
GCF_029633855.1	RYR	0	87	1552	canonical	1	0	8670	0	4008	4009
GCF_029633855.1	RYR	0	88	99	canonical	1	8726	8727	1	4035	4036
GCF_029633855.1	RYR	0	89	426	canonical	1	9573	9574	0	4473	4474
GCF_029633855.1	RYR	0	90	154	canonical	1	9617	9618	2	4500	4501
GCF_029633855.1	RYR	0	91	297	canonical	1	9688	9689	0	4561	4562
GCF_029633855.1	RYR	0	92	99	canonical	1	9719	9720	0	4590	4591
GCF_029633855.1	RYR	0	93	401	canonical	1	9926	9927	0	4665	4666
GCF_029633855.1	RYR	0	94	136	canonical	1	10023	10024	2	4708	4709
GCF_029633855.1	RYR	0	95	219	canonical	1	10064	10065	0	4723	4724
GCF_029633855.1	RYR	0	96	916	canonical	1	10110	10111	2	4766	4767
GCF_029633855.1	RYR	0	97	76	canonical	1	10144	10145	0	4787	4788
GCF_029633855.1	RYR	0	98	149	canonical	1	10197	10198	0	4836	4837
GCF_029633855.1	RYR	0	99	107	canonical	1	10377	10378	0	4881	4882
GCF_029633855.1	RYR	0	100	1407	canonical	1	10471	10472	1	4933	4934
GCF_029633855.1	RYR	0	101	1060	canonical	1	10493	10494	0	4955	4956
GCF_029633855.1	RYR	0	102	109	canonical	1	10539	10540	2	4988	4989
GCF_029633855.1	RYR	0	103	478	canonical	1	10563	10564	0	5006	5007
GCF_029633865.1	ITPR1	0	0	29817	canonical	1	215	216	2	30	31
GCF_029633865.1	ITPR1	0	1	20482	canonical	1	283	292	1	54	55
GCF_029633865.1	ITPR1	0	2	7031	canonical	1	463	464	0	91	92
GCF_029633865.1	ITPR1	0	3	1054	canonical	1	514	524	0	120	121
GCF_029633865.1	ITPR1	0	4	2930	canonical	1	579	605	0	173	174
GCF_029633865.1	ITPR1	0	5	395	canonical	1	716	725	0	206	207
GCF_029633865.1	ITPR1	0	6	186	canonical	1	784	785	0	234	235
GCF_029633865.1	ITPR1	0	7	151	canonical	1	917	918	0	283	284
GCF_029633865.1	ITPR1	0	8	573	canonical	1	1049	1060	0	315	316
GCF_029633865.1	ITPR1	0	9	7214	canonical	1	1130	1131	0	336	337
GCF_029633865.1	ITPR1	0	10	10656	canonical	1	1275	1276	2	382	383
GCF_029633865.1	ITPR1	0	11	1884	canonical	1	1491	1513	0	416	417
GCF_029633865.1	ITPR1	0	12	128	canonical	1	1617	1645	2	469	470
GCF_029633865.1	ITPR1	0	13	675	canonical	1	1748	1749	0	517	518
GCF_029633865.1	ITPR1	0	14	9287	canonical	1	1895	1930	0	570	571
GCF_029633865.1	ITPR1	0	15	2069	canonical	1	2138	2151	2	627	628
GCF_029633865.1	ITPR1	0	16	2069	canonical	1	2308	2309	2	667	668
GCF_029633865.1	ITPR1	0	17	3828	canonical	1	2855	2925	2	732	733
GCF_029633865.1	ITPR1	0	18	130	canonical	1	3615	3616	2	816	817
GCF_029633865.1	ITPR1	0	19	125	canonical	1	3864	3865	0	864	865
GCF_029633865.1	ITPR1	0	20	113	canonical	1	4061	4062	1	915	916
GCF_029633865.1	ITPR1	0	21	865	canonical	1	4386	4387	0	979	980
GCF_029633865.1	ITPR1	0	22	2669	canonical	1	4535	4537	1	1023	1024
GCF_029633865.1	ITPR1	0	23	2473	canonical	1	4604	4625	2	1041	1042
GCF_029633865.1	ITPR1	0	24	4850	canonical	1	4812	4813	0	1097	1098
GCF_029633865.1	ITPR1	0	25	124	canonical	1	4899	0	0	1155	1156
GCF_029633865.1	ITPR1	0	26	200	canonical	1	5016	5017	0	1180	1181
GCF_029633865.1	ITPR1	0	27	337	canonical	1	5281	5307	0	1226	1227
GCF_029633865.1	ITPR1	0	28	115	canonical	1	5394	5417	0	1268	1269
GCF_029633865.1	ITPR1	0	29	155	canonical	1	5602	5603	0	1335	1336
GCF_029633865.1	ITPR1	0	30	837	canonical	1	6035	6036	0	1419	1420
GCF_029633865.1	ITPR1	0	31	98	canonical	1	6105	6123	0	1461	1462
GCF_029633865.1	ITPR1	0	32	4983	canonical	1	6303	6304	0	1504	1505
GCF_029633865.1	ITPR1	0	33	273	canonical	1	6553	6554	1	1544	1545
GCF_029633865.1	ITPR1	0	34	120	canonical	1	6778	6779	0	1606	1607
GCF_029633865.1	ITPR1	0	35	140	canonical	1	7283	7284	2	1655	1656
GCF_029633865.1	ITPR1	0	36	6955	canonical	1	7744	7757	0	1697	1698
GCF_029633865.1	ITPR1	0	37	1618	canonical	1	7788	7792	0	1713	1714
GCF_029633865.1	ITPR1	0	38	9939	canonical	1	7856	7865	1	1757	1758
GCF_029633865.1	ITPR1	0	39	16963	canonical	1	8020	8021	0	1819	1820
GCF_029633865.1	ITPR1	0	40	168	canonical	1	8150	8151	1	1880	1881
GCF_029633865.1	ITPR1	0	41	705	canonical	1	8466	8467	0	1965	1966
GCF_029633865.1	ITPR1	0	42	228	canonical	1	8599	8614	0	2032	2033
GCF_029633865.1	ITPR1	0	43	359	canonical	1	8710	8711	0	2069	2070
GCF_029633865.1	ITPR1	0	44	194	canonical	1	8803	8823	0	2101	2102
GCF_029633865.1	ITPR1	0	45	116	canonical	1	9042	9052	0	2149	2150
GCF_029633865.1	ITPR1	0	46	737	canonical	1	9198	9206	0	2185	2186
GCF_029633865.1	ITPR1	0	47	1807	canonical	1	9303	9672	1	2249	2250
GCF_029633865.1	ITPR1	0	48	12201	canonical	1	9731	9755	1	2290	2291
GCF_029633865.1	ITPR1	0	49	663	canonical	1	9890	9898	0	2349	2350
GCF_029633865.1	ITPR1	0	50	594	canonical	1	10173	10174	0	2404	2405
GCF_029633865.1	ITPR1	0	51	102	canonical	1	0	0	1	2467	2468
GCF_029633865.1	ITPR1	0	52	5602	canonical	1	10322	10357	1	2510	2511
GCF_029633865.1	ITPR1	0	53	1008	canonical	1	10438	10439	0	2557	2558
GCF_029633865.1	ITPR1	0	54	11830	canonical	1	10499	10500	1	2612	2613
GCF_029633865.1	ITPR1	0	55	1718	canonical	1	10572	10585	0	2666	2667
GCF_029633865.1	ITPR1	0	56	586	canonical	1	10740	10741	0	2720	2721
GCF_029633865.1	ITPR1	1	0	9725	canonical	1	215	216	2	30	31
GCF_029633865.1	ITPR1	1	1	10246	canonical	1	283	292	1	54	55
GCF_029633865.1	ITPR1	1	2	2023	canonical	1	463	464	0	91	92
GCF_029633865.1	ITPR1	1	3	2254	canonical	1	514	524	0	120	121
GCF_029633865.1	ITPR1	1	4	2167	canonical	1	579	605	0	173	174
GCF_029633865.1	ITPR1	1	5	3281	canonical	1	716	725	0	206	207
GCF_029633865.1	ITPR1	1	6	270	canonical	1	784	785	0	234	235
GCF_029633865.1	ITPR1	1	7	364	canonical	1	917	918	0	283	284
GCF_029633865.1	ITPR1	1	8	266	canonical	1	1049	1060	0	315	316
GCF_029633865.1	ITPR1	1	9	630	canonical	1	1088	1089	0	330	331
GCF_029633865.1	ITPR1	1	10	5778	canonical	1	1275	1276	2	382	383
GCF_029633865.1	ITPR1	1	11	92	canonical	1	1491	1513	0	416	417
GCF_029633865.1	ITPR1	1	12	193	canonical	1	1617	1645	2	469	470
GCF_029633865.1	ITPR1	1	13	93	canonical	1	1748	1749	0	517	518
GCF_029633865.1	ITPR1	1	14	89	canonical	1	1895	1930	0	570	571
GCF_029633865.1	ITPR1	1	15	457	canonical	1	2138	2151	2	627	628
GCF_029633865.1	ITPR1	1	16	232	canonical	1	2855	2925	2	732	733
GCF_029633865.1	ITPR1	1	17	94	canonical	1	3615	3616	2	816	817
GCF_029633865.1	ITPR1	1	18	97	canonical	1	3864	3865	0	864	865
GCF_029633865.1	ITPR1	1	19	671	canonical	1	4044	4061	1	914	915
GCF_029633865.1	ITPR1	1	20	87	canonical	1	4386	4387	0	979	980
GCF_029633865.1	ITPR1	1	21	116	canonical	1	4535	4537	1	1023	1024
GCF_029633865.1	ITPR1	1	22	103	canonical	1	4604	4625	2	1041	1042
GCF_029633865.1	ITPR1	1	23	419	canonical	1	4812	4813	0	1097	1098
GCF_029633865.1	ITPR1	1	24	192	canonical	1	4899	0	0	1155	1156
GCF_029633865.1	ITPR1	1	25	102	canonical	1	5016	5017	0	1180	1181
GCF_029633865.1	ITPR1	1	26	233	canonical	1	5281	5307	0	1226	1227
GCF_029633865.1	ITPR1	1	27	260	canonical	1	5394	5417	0	1268	1269
GCF_029633865.1	ITPR1	1	28	186	canonical	1	5602	5603	0	1335	1336
GCF_029633865.1	ITPR1	1	29	2488	canonical	1	6035	6036	0	1419	1420
GCF_029633865.1	ITPR1	1	30	241	canonical	1	6105	6123	0	1461	1462
GCF_029633865.1	ITPR1	1	31	1161	canonical	1	6303	6304	0	1504	1505
GCF_029633865.1	ITPR1	1	32	115	canonical	1	6553	6554	1	1544	1545
GCF_029633865.1	ITPR1	1	33	33627	canonical	1	6778	6779	0	1606	1607
GCF_029633865.1	ITPR1	1	34	1505	canonical	1	7283	7284	2	1655	1656
GCF_029633865.1	ITPR1	1	35	10641	canonical	1	7744	7757	0	1697	1698
GCF_029633865.1	ITPR1	1	36	720	canonical	1	7788	7792	0	1713	1714
GCF_029633865.1	ITPR1	1	37	2320	canonical	1	7856	7865	1	1757	1758
GCF_029633865.1	ITPR1	1	38	8359	canonical	1	8020	8021	0	1819	1820
GCF_029633865.1	ITPR1	1	39	842	canonical	1	8150	8151	1	1880	1881
GCF_029633865.1	ITPR1	1	40	834	canonical	1	8466	8467	0	1965	1966
GCF_029633865.1	ITPR1	1	41	1997	canonical	1	8599	8614	0	2032	2033
GCF_029633865.1	ITPR1	1	42	173	canonical	1	8710	8711	0	2069	2070
GCF_029633865.1	ITPR1	1	43	72	canonical	1	8803	8823	0	2101	2102
GCF_029633865.1	ITPR1	1	44	1123	canonical	1	9042	9052	0	2149	2150
GCF_029633865.1	ITPR1	1	45	638	canonical	1	9198	9206	0	2185	2186
GCF_029633865.1	ITPR1	1	46	3693	canonical	1	9303	9672	1	2249	2250
GCF_029633865.1	ITPR1	1	47	23552	canonical	1	9731	9755	1	2290	2291
GCF_029633865.1	ITPR1	1	48	2899	canonical	1	9890	9898	0	2349	2350
GCF_029633865.1	ITPR1	1	49	277	canonical	1	10173	10174	0	2404	2405
GCF_029633865.1	ITPR1	1	50	356	canonical	1	10271	10273	1	2478	2479
GCF_029633865.1	ITPR1	1	51	2155	canonical	1	10361	10362	1	2515	2516
GCF_029633865.1	ITPR1	1	52	164	canonical	1	10438	10439	0	2557	2558
GCF_029633865.1	ITPR1	1	53	1106	canonical	1	10499	10500	1	2612	2613
GCF_029633865.1	ITPR1	1	54	10475	canonical	1	10572	10585	0	2666	2667
GCF_029633865.1	ITPR1	1	55	2283	canonical	1	10740	10741	0	2720	2721
GCF_029633865.1	ITPR2	0	0	23099	canonical	1	215	216	2	30	31
GCF_029633865.1	ITPR2	0	1	5324	canonical	1	283	292	1	54	55
GCF_029633865.1	ITPR2	0	2	83	canonical	1	463	464	0	93	94
GCF_029633865.1	ITPR2	0	3	1063	canonical	1	514	524	0	122	123
GCF_029633865.1	ITPR2	0	4	838	canonical	1	579	605	0	175	176
GCF_029633865.1	ITPR2	0	5	2665	canonical	1	716	725	0	208	209
GCF_029633865.1	ITPR2	0	6	1980	canonical	1	784	785	0	236	237
GCF_029633865.1	ITPR2	0	7	3099	canonical	1	917	918	0	285	286
GCF_029633865.1	ITPR2	0	8	252	canonical	1	1049	1060	0	317	318
GCF_029633865.1	ITPR2	0	9	4793	canonical	1	1088	1091	0	335	336
GCF_029633865.1	ITPR2	0	10	275	canonical	1	1275	1276	2	385	386
GCF_029633865.1	ITPR2	0	11	95	canonical	1	1491	1513	0	419	420
GCF_029633865.1	ITPR2	0	12	12457	canonical	1	1617	1645	2	472	473
GCF_029633865.1	ITPR2	0	13	2077	canonical	1	1748	1749	0	520	521
GCF_029633865.1	ITPR2	0	14	384	minor	1	1895	1930	0	573	574
GCF_029633865.1	ITPR2	0	15	755	canonical	1	2138	2151	2	630	631
GCF_029633865.1	ITPR2	0	16	237	canonical	1	2308	2309	2	670	671
GCF_029633865.1	ITPR2	0	17	636	canonical	1	2855	2925	2	732	733
GCF_029633865.1	ITPR2	0	18	107	canonical	1	3615	3616	2	816	817
GCF_029633865.1	ITPR2	0	19	1078	canonical	1	3864	3865	0	866	867
GCF_029633865.1	ITPR2	0	20	163	canonical	0	4044	4062	1	916	917
GCF_029633865.1	ITPR2	0	21	603	canonical	1	4386	4387	0	979	980
GCF_029633865.1	ITPR2	0	22	160	canonical	1	4534	4535	1	1020	1021
GCF_029633865.1	ITPR2	0	23	217	canonical	1	0	4625	2	1043	1044
GCF_029633865.1	ITPR2	0	24	1262	canonical	1	4812	4813	0	1099	1100
GCF_029633865.1	ITPR2	0	25	652	canonical	1	4901	4902	0	1155	1156
GCF_029633865.1	ITPR2	0	26	89	canonical	1	5016	5017	0	1184	1185
GCF_029633865.1	ITPR2	0	27	138	canonical	1	5281	5307	0	1226	1227
GCF_029633865.1	ITPR2	0	28	312	canonical	1	5394	5417	0	1267	1268
GCF_029633865.1	ITPR2	0	29	8213	canonical	1	5602	5603	0	1334	1335
GCF_029633865.1	ITPR2	0	30	168	canonical	1	6035	6036	0	1435	1436
GCF_029633865.1	ITPR2	0	31	396	canonical	1	6105	6123	0	1477	1478
GCF_029633865.1	ITPR2	0	32	333	canonical	1	6303	6304	0	1520	1521
GCF_029633865.1	ITPR2	0	33	843	canonical	1	6553	6554	1	1560	1561
GCF_029633865.1	ITPR2	0	34	249	canonical	1	6778	6779	0	1621	1622
GCF_029633865.1	ITPR2	0	35	425	canonical	1	7283	7284	2	1668	1669
GCF_029633865.1	ITPR2	0	36	12960	canonical	1	7716	7792	0	1705	1706
GCF_029633865.1	ITPR2	0	37	287	canonical	1	7886	7887	1	1745	1746
GCF_029633865.1	ITPR2	0	38	171	canonical	1	8020	8021	0	1802	1803
GCF_029633865.1	ITPR2	0	39	2168	canonical	1	8150	8151	1	1862	1863
GCF_029633865.1	ITPR2	0	40	876	canonical	1	8466	8467	0	1947	1948
GCF_029633865.1	ITPR2	0	41	474	canonical	1	8599	8614	0	2014	2015
GCF_029633865.1	ITPR2	0	42	359	canonical	1	8710	8711	0	2051	2052
GCF_029633865.1	ITPR2	0	43	146	canonical	1	8803	8823	0	2083	2084
GCF_029633865.1	ITPR2	0	44	3593	canonical	1	9042	9052	0	2123	2124
GCF_029633865.1	ITPR2	0	45	852	canonical	1	9198	9206	0	2168	2169
GCF_029633865.1	ITPR2	0	46	994	canonical	1	9303	9672	1	2232	2233
GCF_029633865.1	ITPR2	0	47	5828	canonical	1	9747	9755	1	2274	2275
GCF_029633865.1	ITPR2	0	48	116	canonical	1	9890	9898	0	2333	2334
GCF_029633865.1	ITPR2	0	49	187	canonical	1	10173	10174	0	2388	2389
GCF_029633865.1	ITPR2	0	50	9289	non_canonical	1	10240	10241	0	2447	2448
GCF_029633865.1	ITPR2	0	51	232	canonical	1	10438	10439	0	2512	2513
GCF_029633865.1	ITPR2	0	52	135	canonical	1	10499	10500	1	2567	2568
GCF_029633865.1	ITPR2	0	53	26017	canonical	1	10572	10585	0	2621	2622
GCF_029633865.1	ITPR2	0	54	10033	canonical	1	10740	10741	0	2675	2676
GCF_029633865.1	ITPR3	0	0	11138	canonical	1	215	216	2	29	30
GCF_029633865.1	ITPR3	0	1	17524	canonical	1	283	292	1	53	54
GCF_029633865.1	ITPR3	0	2	112	canonical	1	463	464	0	94	95
GCF_029633865.1	ITPR3	0	3	2117	canonical	1	514	524	0	123	124
GCF_029633865.1	ITPR3	0	4	519	canonical	1	579	605	0	176	177
GCF_029633865.1	ITPR3	0	5	3227	non_canonical	1	716	725	0	209	210
GCF_029633865.1	ITPR3	0	6	1612	canonical	1	784	785	0	232	233
GCF_029633865.1	ITPR3	0	7	5673	canonical	1	917	918	0	281	282
GCF_029633865.1	ITPR3	0	8	818	canonical	1	1049	1060	0	313	314
GCF_029633865.1	ITPR3	0	9	635	canonical	1	1088	1130	0	328	329
GCF_029633865.1	ITPR3	0	10	645	canonical	1	1275	1276	2	375	376
GCF_029633865.1	ITPR3	0	11	116	canonical	1	1513	1514	1	410	411
GCF_029633865.1	ITPR3	0	12	63	canonical	1	3507	3508	1	787	788
GCF_029633865.1	ITPR3	0	13	137	canonical	0	4170	4171	0	923	924
GCF_029633865.1	ITPR3	0	14	84	canonical	1	4437	4445	2	995	996
GCF_029633865.1	ITPR3	0	15	797	canonical	1	4772	4773	2	1063	1064
GCF_029633865.1	ITPR3	0	16	1006	canonical	1	4870	4884	1	1130	1131
GCF_029633865.1	ITPR3	0	17	220	canonical	1	5196	5197	0	1202	1203
GCF_029633865.1	ITPR3	0	18	905	canonical	1	5832	5833	2	1366	1367
GCF_029633865.1	ITPR3	0	19	339	canonical	0	6349	6350	0	1503	1504
GCF_029633865.1	ITPR3	0	20	342	canonical	1	6778	6779	0	1589	1590
GCF_029633865.1	ITPR3	0	21	245	canonical	1	7283	7284	2	1638	1639
GCF_029633865.1	ITPR3	0	22	1005	canonical	1	7716	7792	0	1675	1676
GCF_029633865.1	ITPR3	0	23	116	canonical	1	7887	7888	1	1703	1704
GCF_029633865.1	ITPR3	0	24	558	canonical	0	8020	8021	0	1763	1764
GCF_029633865.1	ITPR3	0	25	2989	canonical	0	8161	8162	1	1816	1817
GCF_029633865.1	ITPR3	0	26	6947	canonical	1	8466	8467	0	1883	1884
GCF_029633865.1	ITPR3	0	27	487	canonical	1	8599	8614	0	1950	1951
GCF_029633865.1	ITPR3	0	28	2575	canonical	1	8710	8711	0	1987	1988
GCF_029633865.1	ITPR3	0	29	158	canonical	1	8803	8823	0	2019	2020
GCF_029633865.1	ITPR3	0	30	973	canonical	1	9042	9052	0	2053	2054
GCF_029633865.1	ITPR3	0	31	390	canonical	1	9144	9145	0	2081	2082
GCF_029633865.1	ITPR3	0	32	131	canonical	1	9198	9206	0	2118	2119
GCF_029633865.1	ITPR3	0	33	305	canonical	1	9303	9672	1	2182	2183
GCF_029633865.1	ITPR3	0	34	689	canonical	1	9747	9755	1	2224	2225
GCF_029633865.1	ITPR3	0	35	258	canonical	1	9890	9898	0	2282	2283
GCF_029633865.1	ITPR3	0	36	1107	canonical	1	10173	10174	0	2337	2338
GCF_029633865.1	ITPR3	0	37	1233	canonical	1	10246	10255	1	2401	2402
GCF_029633865.1	ITPR3	0	38	294	canonical	1	10363	10364	1	2439	2440
GCF_029633865.1	ITPR3	0	39	371	canonical	1	10438	10439	0	2479	2480
GCF_029633865.1	ITPR3	0	40	1220	canonical	1	10499	10500	1	2534	2535
GCF_029633865.1	ITPR3	0	41	700	canonical	1	10572	10585	0	2588	2589
