accession	organism	vclass	vorder	cell	locus_idx	mp_id	bait	bait_paralog	frame_via_cell	reference	strand	contig	start	end	coverage	identity	q_start	q_end	residues	n_blocks	n_exons	n_merges	n_introns	frame_steps	cds_bp	span_bp	total_intron_bp	median_intron_bp	max_intron_bp	min_intron_bp_seen	mean_exon_bp	frame_balance_bp	canonical_junctions	minor_junctions	non_canonical_junctions	frac_canonical	in_scope	excluded_by
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	ITPR2	0	MP000048	A0A672UP22	ITPR2	0	Q14571	-	NW_010515537.1	1960	68291	0.457	0.9838	312	1545	1234	25	25	0	24	0	3702	66332	62630	1444	16460	101	148.08	0	24	0	0	1	0	A1_not_a_gene_copy
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	ITPR3	0	MP000026	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_010520325.1	1460	31545	0.9801	0.9697	54	2664	2611	56	56	0	55	2	7929	30086	22157	285	3198	81	141.59	93	54	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000687285.1	Phaethon lepturus	Aves	Phaethontiformes	RYR	0	MP000056	A0A3Q0HBW9	RYR2	0	Q92736	-	NW_010548315.1	100403	248763	0.8941	0.6859	529	4986	4458	88	88	0	87	2	13266	148361	135095	1034	8061	104	150.75	-111	86	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	-	NW_009609979.1	15027	188175	1	0.9917	1	2779	2779	62	62	0	61	0	8337	173149	164812	1322	32757	83	134.47	-3	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	ITPR3	0	MP000019	A0A8V1ACE6	ITPR3	0	Q14573	-	NW_009636647.1	5395	35230	0.9801	0.9897	54	2664	2611	56	56	0	55	0	7836	29836	22000	280	3233	82	139.93	0	54	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	RYR	1	MP000034	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_009597511.1	2103	21373	0.1759	0.9703	3825	4698	874	13	13	0	12	0	2622	19271	16649	1343	2818	386	201.69	0	12	0	0	1	0	A1_not_a_gene_copy
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	RYR	0	MP000028	A0A6I8Q6P7	RYR1	0	Q92736	+	NW_009602005.1	5784	123994	0.677	0.6709	423	3832	3410	67	67	0	66	0	9828	118211	108383	1134	10411	108	146.69	-402	66	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000690535.1	Cariama cristata	Aves	Cariamiformes	RYR	2	MP000059	A0A3Q0HBW9	RYR2	0	Q92736	-	NW_009625691.1	87079	116216	0.2345	0.7134	3818	4986	1169	22	22	0	21	1	3521	29138	25617	938	3631	111	160.05	11	20	1	0	1	0	A1_not_a_gene_copy
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_010274431.1	5118	174895	1	0.9888	1	2779	2779	62	62	0	61	0	8337	169778	161441	1327	31632	83	134.47	-3	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	ITPR3	0	MP000019	A0A8V1ACE6	ITPR3	0	Q14573	-	NW_010235314.1	1854	35440	0.9906	0.9826	26	2664	2639	57	57	0	56	0	7920	33587	25667	277.5	3835	80	138.95	0	54	1	1	0.9821	0	A2_contig_cannot_span_the_gene
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	RYR	4	MP000039	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_010243079.1	5052	39493	0.1093	0.9742	272	814	543	11	11	0	10	0	1629	34442	32813	3112	6659	420	148.09	0	10	0	0	1	0	A1_not_a_gene_copy
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	RYR	2	MP000046	A0A4W3I1N0		0	Q92736	-	NW_010250972.1	3690	40633	0.3314	0.6499	428	2078	1651	26	26	0	25	0	4674	36944	32270	724	3877	360	179.77	-279	25	0	0	1	0	A1_not_a_gene_copy
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	RYR	3	MP000038	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_010258570.1	1574	28386	0.1767	0.9692	3988	4865	878	12	12	0	11	0	2634	26813	24179	1839	7091	380	219.5	0	11	0	0	1	0	A1_not_a_gene_copy
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	RYR	1	MP000068	A0A3Q0HBW9	RYR2	0	Q92736	+	NW_010265148.1	1776	84884	0.4581	0.6825	2258	4541	2284	49	49	0	48	1	6860	83109	76249	1025.5	7499	109	140	8	48	0	0	1	0	A1_not_a_gene_copy
GCF_000690775.1	Eurypyga helias	Aves	Eurypygiformes	RYR	0	MP000036	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_010268903.1	2843	68304	0.3639	0.9796	813	2620	1808	30	30	0	29	0	5430	65462	60032	1236	10443	122	181	6	29	0	0	1	0	A1_not_a_gene_copy
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	ITPR1	0	MP000005	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_009188403.1	23205	72047	0.5934	0.9945	81	1729	1649	36	36	0	35	0	4947	48843	43896	1248	3840	83	137.42	0	35	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	ITPR1	1	MP000060	A0ABM4F3U0	ITPR1	0	Q14643	+	NW_009215099.1	8171	72399	0.3727	0.9704	1701	2725	1025	21	21	0	20	2	3088	64229	61141	1514.5	15251	624	147.05	13	19	1	0	1	0	A1_not_a_gene_copy
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	ITPR2	0	MP000063	A0A672UP22	ITPR2	0	Q14571	-	NW_009214687.1	9447	65664	0.3381	0.9704	1	913	913	20	20	0	19	0	2727	56218	53491	1098	14203	101	136.35	-12	19	0	0	1	0	A1_not_a_gene_copy
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	ITPR3	0	MP000030	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_009211209.1	47	22247	0.8574	0.9908	381	2664	2284	47	47	0	46	0	6855	22201	15346	276	990	82	145.85	0	46	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	RYR	0	MP000044	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_009187807.1	2236	116220	0.4883	0.979	2229	4654	2426	52	52	0	51	0	7275	113985	106710	1565	12692	148	139.9	-3	51	0	0	1	0	A1_not_a_gene_copy
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	RYR	2	MP000046	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_009205669.1	109	19810	0.2067	0.9825	1214	2240	1027	14	14	0	13	0	3087	19702	16615	842	4333	122	220.5	6	13	0	0	1	0	A1_not_a_gene_copy
GCF_000690835.1	Fulmarus glacialis	Aves	Procellariiformes	RYR	1	MP000040	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_009208495.1	3123	82782	0.4104	0.6464	17	2083	2067	37	37	0	36	0	5991	79660	73669	1154.5	8916	152	161.92	-210	36	0	0	1	0	A1_not_a_gene_copy
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	ITPR1	1	MP000111	A0ABM4F3U0	ITPR1	0	Q14643	-	NW_008615746.1	4509	24500	0.2625	0.9675	980	1701	722	16	16	0	15	1	2183	19992	17809	975	3440	96	136.44	17	15	0	0	1	0	A1_not_a_gene_copy
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	ITPR1	2	MP000112	A0ABM4F3U0	ITPR1	0	Q14643	-	NW_008622084.1	718	15300	0.2218	0.9934	209	818	610	13	13	0	12	0	1830	14583	12753	1042.5	2912	82	140.77	0	12	0	0	1	0	A1_not_a_gene_copy
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	ITPR1	0	MP000015	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_008623978.1	7986	54155	0.3293	0.9825	1865	2779	915	18	18	0	17	0	2748	46170	43422	1660	11244	548	152.67	0	16	1	0	1	0	A1_not_a_gene_copy
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	ITPR2	1	MP000114	A0A672UP22	ITPR2	0	Q14571	+	NW_008606169.1	21339	94370	0.3752	0.9793	1688	2700	1013	20	20	0	19	0	3039	73032	69993	1963	20280	593	151.95	-3	18	1	0	1	0	A1_not_a_gene_copy
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	ITPR2	0	MP000113	A0A672UP22	ITPR2	0	Q14571	-	NW_008623700.1	9738	70111	0.4552	0.9805	317	1545	1229	25	25	0	24	0	3687	60374	56687	1443.5	13466	101	147.48	0	24	0	0	1	0	A1_not_a_gene_copy
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	ITPR3	0	MP000060	A0A8V1ACE6	ITPR3	0	Q14573	-	NW_008583346.1	5710	20451	0.5083	0.9815	1311	2664	1354	29	29	0	28	0	4065	14742	10677	349.5	931	81	140.17	0	27	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	ITPR3	1	MP000061	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_008586202.1	400	25024	0.3904	0.9933	1	1040	1040	24	24	0	23	0	3120	24625	21505	282	7575	84	130	0	23	0	0	1	0	A1_not_a_gene_copy
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	RYR	1	MP000136	A0A3Q0HBW9	RYR2	0	Q92736	+	NW_008594366.1	132	111161	0.5991	0.7072	2000	4986	2987	66	66	0	65	0	8967	111030	102063	1123	8396	110	135.86	3	64	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	RYR	0	MP000088	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_008624931.1	8051	205085	0.7256	0.98	111	3715	3605	75	75	0	74	0	10821	197035	186214	1670	16188	122	144.28	6	74	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_008238347.1	529510	684889	1	0.9856	1	2779	2779	62	62	0	61	0	8337	155380	147043	1084	30073	82	134.47	0	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	ITPR2	0	MP000048	A0A672UP22	ITPR2	0	Q14571	-	NW_008246056.1	1641155	1856134	0.9885	0.9798	32	2700	2669	56	56	0	55	0	8007	214980	206973	1472	35747	101	142.98	-3	54	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	ITPR3	0	MP000049	A0A7K6LHC3	ITPR3	0	Q14573	-	NW_008236763.1	1288859	1326646	1	0.9929	1	2670	2670	58	58	0	57	0	8034	37788	29754	269	5758	84	138.52	21	57	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	RYR	1	MP000034	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_008236217.1	580	278652	0.5503	0.977	14	2747	2734	53	53	0	52	0	8208	278073	269865	1913	89340	129	154.87	6	51	0	1	0.9808	0	A2_contig_cannot_span_the_gene
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	RYR	0	MP000030	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_008239553.1	14520289	14723787	1	0.6768	1	5037	5037	103	103	0	102	1	14927	203499	188572	959	51695	77	144.92	-187	100	1	1	0.9902	0	A2_contig_cannot_span_the_gene
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_010184902.1	5159	171084	1	0.9903	1	2779	2779	62	62	0	61	0	8337	165926	157589	1267	31941	84	134.47	-3	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	ITPR2	0	MP000067	A0A672UP22	ITPR2	0	Q14571	-	NW_010162161.1	13602	126232	0.6148	0.9886	32	1691	1660	36	36	0	35	0	4980	112631	107651	1305	15071	101	138.33	0	35	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	ITPR3	0	MP000024	A0A8V1ACE6	ITPR3	0	Q14573	-	NW_010171226.1	11	30508	0.9576	0.9813	38	2588	2551	55	55	0	54	0	7683	30498	22815	257.5	3470	81	139.69	30	54	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	RYR	0	MP000042	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_010161530.1	101	90235	0.4636	0.9809	2666	4968	2303	52	52	0	51	0	6909	90135	83226	1426	6897	136	132.87	-3	51	0	0	1	0	A1_not_a_gene_copy
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	RYR	4	MP000058	A0AAJ7XD62		0	Q92736	+	NW_010167708.1	1330	38763	0.1345	0.7268	100	794	695	16	16	0	15	0	2076	37434	35358	2141	5493	460	129.75	-9	15	0	0	1	0	A1_not_a_gene_copy
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	RYR	5	MP000038	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_010176843.1	673	30241	0.1286	0.7361	2037	2684	648	13	13	0	12	0	1923	29569	27646	1621	9136	462	147.92	-21	12	0	0	1	0	A1_not_a_gene_copy
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	RYR	1	MP000043	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_010192584.1	383	30911	0.2377	0.9721	886	2066	1181	18	18	0	17	0	3549	30529	26980	880	6799	123	197.17	6	17	0	0	1	0	A1_not_a_gene_copy
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	RYR	2	MP000044	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_010194636.1	9098	68053	0.1562	0.9742	111	886	776	18	18	0	17	0	2328	58956	56628	1905	15720	421	129.33	0	17	0	0	1	0	A1_not_a_gene_copy
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	RYR	3	MP000049	A0A4W3I1N0		0	Q92736	-	NW_010195854.1	6108	24715	0.2471	0.6239	787	2017	1231	17	17	0	16	0	3387	18608	15221	853	2675	229	199.24	-306	16	0	0	1	0	A1_not_a_gene_copy
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_008667845.1	5417	160775	0.9946	0.9787	1	2764	2764	61	61	0	60	1	8288	155359	147071	1200.5	31717	74	135.87	-4	59	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	ITPR2	0	MP000042	A0A672UP22	ITPR2	0	Q14571	-	NW_008681905.1	13577	113250	0.6148	0.9843	32	1691	1660	36	36	0	35	0	4980	99674	94694	1251	14307	104	138.33	0	35	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	ITPR3	0	MP000043	A0A7K6LHC3	ITPR3	0	Q14573	-	NW_008652443.1	269	17963	0.7918	0.9663	329	2442	2114	43	43	0	42	2	6364	17695	11331	196	786	76	148	22	42	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	RYR	0	MP000031	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_008649756.1	807	272082	0.9455	0.9715	36	4732	4697	95	95	0	94	0	14097	271276	257179	1576	21362	122	148.39	6	94	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_009932375.1	2343	164501	0.9971	0.9895	9	2779	2771	61	61	0	60	0	8307	162159	153852	1375.5	31341	83	136.18	-9	59	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	ITPR2	0	MP000063	A0A672UP22	ITPR2	0	Q14571	-	NW_009917756.1	13201	121519	0.6237	0.9816	8	1691	1684	36	36	0	35	0	5049	108319	103270	1391	13638	101	140.25	-3	35	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	ITPR3	0	MP000024	A0A8V1ACE6	ITPR3	0	Q14573	-	NW_009909990.1	5103	35974	0.9887	0.9655	31	2664	2634	56	56	0	55	1	7858	30872	23014	268	3243	84	140.32	-47	53	1	1	0.9818	0	A2_contig_cannot_span_the_gene
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	RYR	4	MP000076	A0A3Q0HBW9	RYR2	0	Q92736	+	NW_009913265.1	1985	50946	0.2206	0.9518	567	1666	1100	20	20	0	19	0	3288	48962	45674	1919	7330	256	164.4	-12	19	0	0	1	0	A1_not_a_gene_copy
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	RYR	3	MP000043	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_009918034.1	272	24149	0.2281	0.9788	1650	2782	1133	19	19	0	18	0	3402	23878	20476	1146	2739	91	179.05	3	18	0	0	1	0	A1_not_a_gene_copy
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	RYR	2	MP000050	A0A4W3I1N0		0	Q92736	-	NW_009933355.1	2230	69949	0.4135	0.6578	15	2074	2060	37	37	0	36	1	6002	67720	61718	960.5	5907	194	162.22	-178	36	0	0	1	0	A1_not_a_gene_copy
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	RYR	0	MP000041	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_009936419.1	22370	100175	0.5058	0.6975	2456	4968	2513	56	56	0	55	0	7563	77806	70243	968	7641	105	135.05	21	54	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	RYR	1	MP000042	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_009937010.1	54862	125433	0.3112	0.9793	3423	4968	1546	34	34	0	33	0	4641	70572	65931	1327	8773	149	136.5	0	33	0	0	1	0	A1_not_a_gene_copy
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	ITPR1	0	MP000005	A0A8V0ZJT0	ITPR1	0	Q14643	-	NW_009276910.1	3858	133776	0.7236	0.9856	1	2011	2011	46	46	0	45	0	6045	129919	123874	1367	31738	83	131.41	12	45	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	ITPR2	0	MP000057	A0A672UP22	ITPR2	0	Q14571	-	NW_009270423.1	2339724	2570114	0.9885	0.9709	32	2700	2669	56	56	0	55	0	8043	230391	222348	1616	36748	98	143.62	33	54	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	ITPR3	0	MP000024	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_009270925.1	286272	331049	1	0.9739	1	2664	2664	57	57	0	56	0	8052	44778	36726	309	12149	84	141.26	57	55	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	RYR	0	MP000041	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_009270414.1	460600	917882	0.9974	0.9722	14	4968	4955	103	103	0	102	1	14846	457283	442437	1756.5	106250	125	144.14	-22	101	0	1	0.9902	0	A2_contig_cannot_span_the_gene
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	RYR	1	MP000039	A0A6I8Q6P7	RYR1	0	Q92736	+	NW_009270711.1	4408	201816	0.9819	0.673	92	5037	4946	98	98	0	97	0	14550	197409	182859	1101	15226	105	148.47	-291	95	2	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	-	NW_008825411.1	146519	320345	1	0.9917	1	2779	2779	62	62	0	61	0	8337	173827	165490	1407	32340	84	134.47	-3	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	ITPR2	0	MP000051	A0A672UP22	ITPR2	0	Q14571	+	NW_008825614.1	2308650	2542672	0.9885	0.9835	32	2700	2669	56	56	0	55	0	8004	234023	226019	1614	39798	101	142.93	-6	54	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	ITPR3	0	MP000018	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_008825105.1	2159564	2193900	0.991	0.9856	25	2664	2640	57	57	0	56	1	7921	34337	26416	286.5	3965	82	138.96	-2	55	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	RYR	1	MP000033	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_008824446.1	1744397	2012602	1	0.6727	1	5037	5037	101	101	0	100	1	14669	268206	253537	1238	48687	108	145.24	-445	99	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	RYR	0	MP000035	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_008825216.1	1724863	2164588	0.9974	0.9843	14	4968	4955	103	103	0	102	0	14874	439726	424852	1768	101495	122	144.41	6	102	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_008794173.1	1523808	1699190	1	0.9914	1	2779	2779	62	62	0	61	0	8337	175383	167046	1375	33201	84	134.47	-3	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	ITPR2	0	MP000051	A0A672UP22	ITPR2	0	Q14571	-	NW_008795252.1	8918860	9157845	0.9885	0.9873	32	2700	2669	56	56	0	55	0	8007	238986	230979	1617	39575	101	142.98	-3	54	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	ITPR3	0	MP000018	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_008794598.1	4541206	4576537	0.991	0.9841	25	2664	2640	57	57	0	56	0	7950	35332	27382	297.5	4026	82	139.47	27	55	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	RYR	0	MP000035	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_008794117.1	4087277	4344592	0.9455	0.9819	272	4968	4697	95	95	0	94	0	14094	257316	243222	1682.5	14983	122	148.36	0	94	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	RYR	1	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_008795853.1	1114908	1396460	1	0.672	1	5037	5037	102	102	0	101	1	14851	281553	266702	1152	50946	106	145.6	-263	99	1	1	0.9901	0	A2_contig_cannot_span_the_gene
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	-	NW_010106411.1	2395	154975	0.9705	0.9911	1	2697	2697	60	60	0	59	0	8088	152581	144493	1310	30719	83	134.8	-3	58	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	ITPR2	0	MP000014	F1P1X4	ITPR2	0	Q14571	+	NW_010140435.1	20017	133966	0.6152	0.9777	32	1692	1661	36	36	0	35	0	4983	113950	108967	1390	15235	101	138.42	0	35	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	ITPR3	0	MP000024	A0A8V1ACE6	ITPR3	0	Q14573	-	NW_010133815.1	5120	38785	0.9906	0.9576	26	2664	2639	57	57	0	56	0	7920	33666	25746	287	6851	80	138.95	0	55	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	RYR	1	MP000037	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_010123644.1	639	70301	0.4024	0.9815	749	2747	1999	34	34	0	33	0	6003	69663	63660	1274	8673	122	176.56	6	33	0	0	1	0	A1_not_a_gene_copy
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	RYR	0	MP000060	A0A3Q0HBW9	RYR2	0	Q92736	+	NW_010132261.1	571	112371	0.7403	0.6687	732	4422	3691	69	69	0	68	0	10930	111801	100871	1037	7697	103	158.41	-143	68	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_010307598.1	5167	170717	0.9917	0.988	1	2756	2756	61	61	0	60	1	8263	165551	157288	1342.5	30220	83	135.46	-5	58	1	1	0.9833	0	A2_contig_cannot_span_the_gene
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	ITPR3	0	MP000019	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_010295133.1	404	45536	1	0.9677	1	2664	2664	57	57	0	56	0	7953	45133	37180	300	8882	82	139.53	-42	53	1	2	0.9643	0	A2_contig_cannot_span_the_gene
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RYR	0	MP000037	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_010286487.1	1317	84707	0.4318	0.9823	1571	3715	2145	44	44	0	43	0	6441	83391	76950	1433	5067	119	146.39	6	43	0	0	1	0	A1_not_a_gene_copy
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RYR	1	MP000038	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_010287853.1	6116	55617	0.2524	0.9793	3715	4968	1254	25	25	0	24	0	3765	49502	45737	1561.5	7495	362	150.6	0	24	0	0	1	0	A1_not_a_gene_copy
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RYR	2	MP000029	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_010287906.1	3524	42925	0.2773	0.6693	3076	4472	1397	25	25	0	24	0	4165	39402	35237	883.5	7609	103	166.6	-29	24	0	0	1	0	A1_not_a_gene_copy
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RYR	4	MP000047	A0A4W3I1N0		0	Q92736	-	NW_010328166.1	583	28444	0.2605	0.6171	900	2197	1298	18	18	0	17	0	3570	27862	24292	1053	5302	382	198.33	-324	17	0	0	1	0	A1_not_a_gene_copy
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RYR	3	MP000072	A0A3Q0HBW9	RYR2	0	Q92736	-	NW_010334883.1	6493	78173	0.1827	0.9616	190	1100	911	20	20	0	19	0	2733	71681	68948	3581	12162	141	136.65	0	19	0	0	1	0	A1_not_a_gene_copy
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	RYR	5	MP000033	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_010339501.1	405	58161	0.1747	0.7135	17	896	880	20	20	0	19	0	2619	57757	55138	1905	9024	211	130.95	-21	19	0	0	1	0	A1_not_a_gene_copy
